occ,y2_hhid,qx_type,interview_status,ag_q0b,ag_q0c,ag_q01,ag_q02a,ag_q02b,ag_q03,ag_q11,ag_q12a,ag_q12b,ag_q12_1a,ag_q12_1b,ag_q13,ag_q14a,ag_q14b,ag_q15a,ag_q15b,ag_q16,ag_q17,ag_q18,ag_q19,ag_q20,ag_q21a,ag_q21b,ag_q21_1a,ag_q21_1b,ag_q22,ag_q23a,ag_q23b,ag_q24a,ag_q24b,ag_q25,ag_q26,ag_q27,ag_q31a,ag_q31b,ag_q32a,ag_q32b,ag_q33a,ag_q33b,ag_q34a,ag_q34b,ag_q35a,ag_q35b,ag_q35c,ag_q36a,ag_q36b,ag_q37,ag_q38,ag_q39a,ag_q39b,ag_q40a,ag_q40b,ag_q41a,ag_q41b
2,2545-001,PANEL A,Panel A - 2 Visits,PEACH,1,YES,2,50 KG BAG,2500,N05,2,50 KG BAG,1,2,2500,1,2,JUNE,2013,1,BICYCLE TAXI,100,NO,,,,,,,,,,,,,,0,,0,,0,,0,,1,PAIL (SMALL),,,,NO,,,,,,DOES NOT USUALLY STORE,
3,2545-001,PANEL A,Panel A - 2 Visits,MEXICAN APPLE [MASUKU],1,YES,6,50 KG BAG,6600,N05,6,50 KG BAG,1,2,6600,1,2,AUGUST,2012,3,BICYCLE TAXI,300,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2545-002,PANEL A,Panel A - 2 Visits,PEACH,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2546-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,1,50 KG BAG,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2546-001,PANEL B,Panel B - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.25,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,2546-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,2546-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2547-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,1,50 KG BAG,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2547-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,5,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2548-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2549-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,5,50 KG BAG,8000,N01,5,50 KG BAG,1,,8000,1,,JANUARY,2013,4,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,1,50 KG BAG,,THEFT,,NO,,,,,,DOES NOT USUALLY STORE,
1,2549-002,PANEL A,Panel A - 2 Visits,MANGO,1,YES,2,50 KG BAG,2000,N05,2,50 KG BAG,1,,2000,1,2,JANUARY,2013,2,BICYCLE TAXI,200,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,2549-002,PANEL A,Panel A - 2 Visits,BANANA,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,
1,2550-001,PANEL B,Panel B - 2 Visits,MANGO,2,YES,3,50 KG BAG,3000,N06,3,50 KG BAG,2,1,3000,1,2,JANUARY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,2550-001,PANEL B,Panel B - 2 Visits,ORANGE,2,YES,1,50 KG BAG,1800,N06,1,50 KG BAG,2,1,1800,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,2550-001,PANEL B,Panel B - 2 Visits,LEMON,2,YES,1,50 KG BAG,1200,N06,1,50 KG BAG,2,1,1200,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
4,2550-001,PANEL B,Panel B - 2 Visits,PEACH,2,YES,2,50 KG BAG,2000,N06,2,50 KG BAG,2,1,2000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
5,2550-001,PANEL B,Panel B - 2 Visits,NAARTJE (TANGERINE),2,YES,4,50 KG BAG,8000,N06,4,50 KG BAG,2,1,8000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2551-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,10,50 KG BAG,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2552-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2552-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2553-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2554-003,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50 KG BAG,0,,0,,0,,2,50 KG BAG,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2554-003,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,2,KILOGRAM,,INSECTS,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,2554-003,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2555-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2555-001,PANEL A,Panel A - 2 Visits,MEXICAN APPLE [MASUKU],1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,5,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2556-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,0,,0,,0,,0,,,,,YES,BAGS IN HOUSE,70,KILOGRAM,DID NOTHING,,FOOD FOR THE HOUSEHOLD,
2,2556-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,1,KILOGRAM,,INSECTS,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2557-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2557-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,15,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2557-002,PANEL A,Panel A - 2 Visits,AVOCADO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,4,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2558-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2559-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,10,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2559-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,0,,0,,0,,5,KILOGRAM,,RODENTS/PESTS,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2560-002,PANEL B,Panel B - 2 Visits,MANGO,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,0,,0,,0,,10,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2560-002,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2561-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2562-002,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,0,,0,,0,,5,KILOGRAM,,THEFT,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2563-001,PANEL A,Panel A - 2 Visits,CASSAVA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,SEED FOR PLANTING
1,2564-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50 KG BAG,0,,0,,0,,1,50 KG BAG,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2564-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,25,KILOGRAM,,INSECTS,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,2564-001,PANEL B,Panel B - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.25,50 KG BAG,0,,0,,0,,25,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,2564-001,PANEL B,Panel B - 2 Visits,MEXICAN APPLE [MASUKU],1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,1,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2565-002,PANEL A,Panel A - 2 Visits,MANGO,1,YES,5,50 KG BAG,5000,N09,5,50 KG BAG,1,2,5000,1,2,OCTOBER,2012,3,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2566-001,PANEL B,Panel B - 2 Visits,MANGO,2,YES,20,50 KG BAG,40000,N08,20,50 KG BAG,1,2,40000,1,2,JANUARY,2013,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2567-002,PANEL A,Panel A - 2 Visits,NAARTJE (TANGERINE),1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2567-002,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,2567-002,PANEL A,Panel A - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,2567-002,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2568-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2568-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BUNCH,0,,0,,0,,2,BUNCH,,THEFT,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,2568-001,PANEL B,Panel B - 2 Visits,MEXICAN APPLE [MASUKU],1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,10,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2568-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2569-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,YES,18,50 KG BAG,72000,N04,18,50 KG BAG,1,2,72000,1,2,FEBRUARY,2013,10,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,200,50 KG BAG,0,,,,,NO,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR THE HOUSEHOLD
2,2569-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,15,PAIL (LARGE),15000,N04,15,PAIL (LARGE),1,,15000,1,2,DECEMBER,2013,4,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,1,50 KG BAG,10,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2569-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,2569-001,PANEL A,Panel A - 2 Visits,AVOCADO,1,YES,8,PAIL (LARGE),7000,N04,8,PAIL (LARGE),1,2,7000,1,2,JUNE,2013,3,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2570-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2571-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,2571-001,PANEL A,Panel A - 2 Visits,LEMON,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,2571-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2572-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2573-001,PANEL A,Panel A - 2 Visits,AVOCADO,1,YES,2,50 KG BAG,2500,N10,2,50 KG BAG,1,,2500,1,,MARCH,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,2573-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2574-001,PANEL B,Panel B - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2575-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2575-001,PANEL A,Panel A - 2 Visits,AVOCADO,1,YES,14,PAIL (LARGE),4200,N05,14,PAIL (LARGE),1,2,4200,1,2,JANUARY,2013,1,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,2,PAIL (SMALL),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2576-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2576-001,PANEL B,Panel B - 2 Visits,LEMON,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,2,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,2576-001,PANEL B,Panel B - 2 Visits,MEXICAN APPLE [MASUKU],1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,8,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
4,2576-001,PANEL B,Panel B - 2 Visits,MACADAMIA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
5,2576-001,PANEL B,Panel B - 2 Visits,PEACH,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
6,2576-001,PANEL B,Panel B - 2 Visits,LEMON,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,0,,0,,0,,10,KILOGRAM,,THEFT,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2577-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2578-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,2578-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,2578-001,PANEL B,Panel B - 2 Visits,PEACH,1,YES,1,OX - CART,6000,N04,1,OX - CART,1,2,6000,1,,JULY,2013,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2579-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2581-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2582-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50 KG BAG,0,,0,,0,,1,50 KG BAG,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2582-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,10,KILOGRAM,,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2583-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,8,PAIL (LARGE),4200,N03,8,PAIL (LARGE),1,,4200,1,,JANUARY,2013,6,ON FOOT,0,NO,,,,,,,,,,,,,,29,PIECE,0,,0,,0,,1,PAIL (SMALL),10,ROTTING,,NO,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR THE HOUSEHOLD
2,2583-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2584-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2585-001,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2585-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,2585-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2586-002,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,2586-002,PANEL B,Panel B - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,2586-002,PANEL B,Panel B - 2 Visits,LEMON,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,2587-001,PANEL A,Panel A - 2 Visits,AVOCADO,2,YES,2.5,50 KG BAG,2500,N06,25,50 KG BAG,1,2,2500,1,2,JANUARY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,20,PIECE,0,,0,,0,,50,PIECE,30,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2587-001,PANEL A,Panel A - 2 Visits,BANANA,2,YES,2,BUNCH,650,N07,2,BUNCH,2,,650,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2587-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2588-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2589-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,29,OTHER (SPECIFY),7000,N03,29,OTHER (SPECIFY),1,,7000,1,,DECEMBER,2012,8,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,1,PAIL (LARGE),,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2589-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,2589-002,PANEL A,Panel A - 2 Visits,MANGO,2,YES,3,OTHER (SPECIFY),1000,N04,3,OTHER (SPECIFY),2,,1000,2,,DECEMBER,2012,3,ON FOOT,0,NO,,,,,,,,,,,,,,1,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2590-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2591-003,PANEL A,Panel A - 2 Visits,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,2591-003,PANEL A,Panel A - 2 Visits,BANANA,1,YES,30,PAIL (LARGE),15000,N04,20,PAIL (LARGE),1,,10000,1,,NOVEMBER,2013,10,ON FOOT,0,YES,N08,10,PAIL (LARGE),1,,10000,1,,JANUARY,2013,18,BUYER PICKED UP THE CROP,0,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2591-003,PANEL A,Panel A - 2 Visits,AVOCADO,1,YES,7,PAIL (LARGE),8000,N08,7,PAIL (LARGE),2,,8000,2,,MARCH,2013,4,ON FOOT,0,NO,,,,,,,,,,,,,,1,PAIL (SMALL),0,,0,,0,,1,PAIL (SMALL),,INSECTS,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,2591-003,PANEL A,Panel A - 2 Visits,LEMON,1,YES,2,PAIL (LARGE),800,N08,2,PAIL (LARGE),2,,600,2,,OCTOBER,2012,6,ON FOOT,0,NO,,,,,,,,,,,,,,18,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
5,2591-003,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
6,2591-003,PANEL A,Panel A - 2 Visits,MASAU,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,NO. 12 PLATE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
