HHID,case_id,qx_type,visit,ea_id,ag_g0a,ag_g0b,ag_g0d,ag_g0d_os,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g04b_os,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08b_os,ag_g08c,ag_g09a,ag_g09b,ag_g09b_os,ag_g09c,ag_g10,ag_g11a,ag_g11a_os,ag_g11b,ag_g11b_os,ag_g12a,ag_g12b,ag_g13a,ag_g13b,ag_g13b_os,ag_g13c
2348,305045180150,Panel B,2,30504518,Yes,R2,NKHWANI,,Mixed stand,Yes,,1,10 kg bag,,November,2009,No,3,50 kg Bag,,S: Shelled,,,,,NO,,,,,February,March,5,BASKET (DENGU),,NOT APPLICABLE
2368,305045180166,Panel B,2,30504518,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,November,2009,Yes,,,,,3,50 kg Bag,,S: Shelled,YES,Drought,,,,April,April,4,50 KG BAG,,S: SHELLED
2368,305045180166,Panel B,2,30504518,Yes,R1,MAIZE HYBRID,,Mixed stand,No,1/2,5,Kilogram,,November,2009,No,25,Kilogram,,Not Applicable,,,,,YES,Drought,,,,April,April,3,50 KG BAG,,S: SHELLED
2368,305045180166,Panel B,2,30504518,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,10 kg bag,,November,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,YES,Drought,,Insects,,July,July,25,KILOGRAM,,S: SHELLED
2358,305045180175,Panel B,2,30504518,Yes,R1,NKHWANI,,Mixed stand,Yes,,15,Kilogram,,November,2009,Yes,,,,,8,50 kg Bag,,S: Shelled,YES,Drought,,,,February,April,2,50 KG BAG,,NOT APPLICABLE
2358,305045180175,Panel B,2,30504518,Yes,R2,NKHWANI,,Mixed stand,Yes,,1,Kilogram,,November,2009,Yes,,,,,3,Basket (Dengu),,Not Applicable,NO,,,,,February,April,3,50 KG BAG,,NOT APPLICABLE
2358,305045180175,Panel B,2,30504518,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2,Kilogram,,November,2009,Yes,,,,,25,Kilogram,,S: Shelled,YES,Drought,,,,July,July,10,KILOGRAM,,S: SHELLED
2358,305045180175,Panel B,2,30504518,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,Kilogram,,November,2009,Yes,,,,,8,Basket (Dengu),,Not Applicable,YES,Drought,,,,April,April,5,50 KG BAG,,S: SHELLED
2358,305045180175,Panel B,2,30504518,Yes,R2,PIGEONPEA(NANDOLO,,Pure stand,,,5,Kilogram,,November,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,YES,Drought,,,,July,July,15,KILOGRAM,,S: SHELLED
2358,305045180175,Panel B,2,30504518,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,5,Kilogram,,November,2009,Yes,,,,,2,50 kg Bag,,S: Shelled,YES,Drought,,,,April,April,8,50 KG BAG,,S: SHELLED
2401,306022350012,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Pure stand,,,2,Kilogram,,January,2010,No,2,50 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,September,September,1,50 KG BAG,,S: SHELLED
2401,306022350012,Panel A,2,30602235,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,20,Kilogram,,November,2009,No,5,Basket (Dengu),,U: Unshelled,3,Basket (Dengu),,U: Unshelled,YES,Rains,,,,April,April,3,50 KG BAG,,S: SHELLED
2411,306022350041,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,5,Kilogram,,November,2009,No,1,50 kg Bag,,S: Shelled,30,Kilogram,,S: Shelled,YES,Rains,,,,September,September,2,50 KG BAG,,S: SHELLED
2411,306022350041,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,2,Kilogram,,November,2009,No,2,Pail (large),,S: Shelled,1,50 kg Bag,,S: Shelled,YES,Rains,,,,April,April,3,50 KG BAG,,S: SHELLED
2411,306022350041,Panel A,2,30602235,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,500,Gram,,November,2009,No,10,50 kg Bag,,S: Shelled,20,Kilogram,,S: Shelled,YES,Rains,,,,April,April,1,50 KG BAG,,S: SHELLED
2409,306022350058,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,2 kg bag,,November,2009,No,3,50 kg Bag,,S: Shelled,0,,,,NO,,,,,September,September,1,PAIL (LARGE),,S: SHELLED
2409,306022350058,Panel A,2,30602235,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,2,3.7 kg bag,,November,2009,No,1,50 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,April,May,3,BASKET (DENGU),,S: SHELLED
2409,306022350058,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,2 kg bag,,November,2009,No,3,50 kg Bag,,S: Shelled,0,,,,NO,,,,,September,September,5,BASKET (DENGU),,S: SHELLED
2409,306022350058,Panel A,2,30602235,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,1,10 kg bag,,November,2009,No,10,50 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,April,April,1,BASKET (DENGU),,S: SHELLED
2431,306022350060,Panel A,2,30602235,Yes,R1,MAIZE COMPOSITE/OPV,,Mixed stand,Yes,,1,5 kg bag,,December,2009,Yes,,,,,2,50 kg Bag,,S: Shelled,YES,Rains,,,,April,April,20,BASKET (DENGU),,U: UNSHELLED
2431,306022350060,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2,Kilogram,,December,2009,No,2,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,YES,Rains,,,,August,September,2,50 KG BAG,,S: SHELLED
2431,306022350060,Panel A,2,30602235,Yes,R1,NKHWANI,,Mixed stand,Yes,,1,5 kg bag,,December,2009,No,4,50 kg Bag,,S: Shelled,5,50 kg Bag,,S: Shelled,YES,Rains,,,,March,May,3,BASKET (DENGU),,NOT APPLICABLE
2425,306022350068,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,5 kg bag,,December,2009,No,2,50 kg Bag,,U: Unshelled,2,50 kg Bag,,U: Unshelled,YES,Drought,,,,April,April,20,KILOGRAM,,S: SHELLED
2425,306022350068,Panel A,2,30602235,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,8,Kilogram,,December,2009,No,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,YES,Drought,,,,April,April,8,50 KG BAG,,S: SHELLED
2425,306022350068,Panel A,2,30602235,Yes,R3,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,December,2009,No,5,50 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,May,May,2,50 KG BAG,,U: UNSHELLED
2421,306022350079,Panel A,2,30602235,Yes,R1,GROUNDNUT MAWANGA,,Mixed stand,No,Less than 1/4,2,Kilogram,,December,2009,No,1,Kilogram,,S: Shelled,0,,,,YES,Rains,,,,May,May,1,BASKET (DENGU),,U: UNSHELLED
2421,306022350079,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Pure stand,,,5,Kilogram,,December,2009,No,2,50 kg Bag,,S: Shelled,0,,,,NO,,,,,September,September,2,50 KG BAG,,S: SHELLED
2421,306022350079,Panel A,2,30602235,Yes,R1,NKHWANI,,Pure stand,,,2,Kilogram,,December,2009,No,1,Kilogram,,S: Shelled,0,,,,YES,Rains,,,,April,April,1,BASKET (DENGU),,NOT APPLICABLE
2421,306022350079,Panel A,2,30602235,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,December,2009,No,2,50 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,April,May,1,50 KG BAG,,S: SHELLED
2415,306022350091,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Pure stand,,,2,Kilogram,,December,2009,No,10,Kilogram,,S: Shelled,40,Kilogram,,S: Shelled,YES,Rains,,,,September,September,1,50 KG BAG,,S: SHELLED
2415,306022350091,Panel A,2,30602235,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,December,2009,No,3,Pail (large),,S: Shelled,75,Kilogram,,S: Shelled,YES,Drought,,Rains,,April,April,2,50 KG BAG,,S: SHELLED
2405,306022350100,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,Gram,,November,2009,No,1,Kilogram,,S: Shelled,0,,,,YES,Drought,,Rains,,May,May,1,BASKET (DENGU),,U: UNSHELLED
2405,306022350100,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,3 kg bag,,November,2009,No,2,50 kg Bag,,S: Shelled,0,,,,YES,Animals,,,,September,September,2,50 KG BAG,,S: SHELLED
2405,306022350100,Panel A,2,30602235,Yes,R2,GROUNDNUT CHALIMBANA,,Mixed stand,Yes,,.5,Gram,,November,2009,Yes,,,,,5,Basket (Dengu),,Not Applicable,YES,Animals,,,,April,April,1,PAIL (SMALL),,U: UNSHELLED
2423,306022350101,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,4,Kilogram,,November,2009,No,2,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,YES,Drought,,,,August,September,1,50 KG BAG,,S: SHELLED
2423,306022350101,Panel A,2,30602235,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,.5,Gram,,November,2009,Yes,,,,,5,Basket (Dengu),,Not Applicable,YES,Drought,,,,April,April,2,BASKET (DENGU),,U: UNSHELLED
2423,306022350101,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,Gram,,November,2009,No,2,50 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,August,September,.5,50 KG BAG,,S: SHELLED
2423,306022350101,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,3 kg bag,,November,2009,No,3,50 kg Bag,,S: Shelled,0,,,,YES,Drought,,,,April,April,10,BASKET (DENGU),,U: UNSHELLED
2417,306022350105,Panel A,2,30602235,Yes,R2,MAIZE LOCAL,,Mixed stand,No,1/2,2,50 kg bag,,January,2010,No,3,Basket (Dengu),,Not Applicable,3,Basket (Dengu),,Not Applicable,NO,,,,,April,April,2,50 KG BAG,,S: SHELLED
2417,306022350105,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,2 kg bag,,November,2009,No,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,NO,,,,,September,September,4,50 KG BAG,,S: SHELLED
2417,306022350105,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,2 kg bag,,November,2009,No,2,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,YES,Lack of hired labor,,,,September,September,3,50 KG BAG,,S: SHELLED
2417,306022350105,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,500,Gram,,November,2009,Yes,,,,,2,Basket (Dengu),,Not Applicable,YES,Rains,,Lack of hired labor,,April,April,11,50 KG BAG,,S: SHELLED
2407,306022350120,Panel A,2,30602235,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,November,2009,No,6,50 kg Bag,,U: Unshelled,5,50 kg Bag,,U: Unshelled,NO,,,,,April,April,2,50 KG BAG,,S: SHELLED
2407,306022350120,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,7.5,Kilogram,,November,2009,No,3,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,YES,Disease,,,,September,September,3,50 KG BAG,,S: SHELLED
2407,306022350120,Panel A,2,30602235,Yes,R1,GROUNDNUT CG7,,Mixed stand,Yes,,10,Kilogram,,November,2009,Yes,,,,,20,Pail (large),,S: Shelled,NO,,,,,April,May,2,50 KG BAG,,U: UNSHELLED
2407,306022350120,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2.5,Kilogram,,November,2009,No,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,YES,Disease,,,,September,September,2,50 KG BAG,,S: SHELLED
2407,306022350120,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,No,Less than 1/4,60,Gram,,November,2009,No,1,50 kg Bag,,Not Applicable,1,50 kg Bag,,Not Applicable,YES,Lack of hired labor,,,,April,April,6,50 KG BAG,,S: SHELLED
2429,306022350142,Panel A,2,30602235,,R3,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,YES,Drought,,Lack of hired labor,,April,April,1,50 KG BAG,,S: SHELLED
2429,306022350142,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,200,Gram,,November,2009,No,2,Basket (Dengu),,Not Applicable,3,Basket (Dengu),,Not Applicable,YES,Drought,,Lack of hired labor,,April,April,15,KILOGRAM,,S: SHELLED
2429,306022350142,Panel A,2,30602235,,R2,PIGEONPEA(NANDOLO,,,,,,,,,,,,,,,,,,,NO,,,,,September,September,5,50 KG BAG,,S: SHELLED
2429,306022350142,Panel A,2,30602235,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,YES,Drought,,Lack of hired labor,,April,April,25,KILOGRAM,,S: SHELLED
2429,306022350142,Panel A,2,30602235,,R1,PIGEONPEA(NANDOLO,,,,,,,,,,,,,,,,,,,NO,,,,,September,September,6,50 KG BAG,,S: SHELLED
2419,306022350154,Panel A,2,30602235,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,5 kg bag,,November,2009,Yes,,,,,6,50 kg Bag,,S: Shelled,YES,Rains,,,,April,April,3,PAIL (LARGE),,S: SHELLED
2419,306022350154,Panel A,2,30602235,Yes,R2,MAIZE HYBRID,,Mixed stand,No,3/4,1,2 kg bag,,November,2009,Yes,,,,,25,Kilogram,,U: Unshelled,YES,Rains,,,,April,April,10,KILOGRAM,,S: SHELLED
2427,306022350179,Panel A,2,30602235,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,YES,Lack of hired labor,,Other (Specify),SHORTAGE OF FERTILIZER,April,April,2,50 KG BAG,,S: SHELLED
2427,306022350179,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2,Kilogram,,January,2009,Yes,,,,,3,50 kg Bag,,S: Shelled,YES,Disease,,Lack of hired labor,,September,September,2,50 KG BAG,,S: SHELLED
2427,306022350179,Panel A,2,30602235,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,150,Gram,,January,2009,Yes,,,,,3,Basket (Dengu),,Not Applicable,YES,Lack of hired labor,,Other (Specify),SHORTAGE OF FERTILIZER,April,April,1,50 KG BAG,,S: SHELLED
2427,306022350179,Panel A,2,30602235,Yes,R2,NKHWANI,,Pure stand,,,1,5 kg bag,,November,2009,Yes,,,,,10,Kilogram,,S: Shelled,NO,,,,,March,April,5,BASKET (DENGU),,NOT APPLICABLE
2427,306022350179,Panel A,2,30602235,Yes,R1,NKHWANI,,Mixed stand,Yes,,5,Kilogram,,November,2009,No,25,Kilogram,,S: Shelled,1,50 kg Bag,,S: Shelled,NO,,,,,March,April,5,BASKET (DENGU),,NOT APPLICABLE
2427,306022350179,Panel A,2,30602235,,R1,PIGEONPEA(NANDOLO,,,,,,,,,,,,,,,,,,,YES,Lack of hired labor,,Disease,,September,September,2,50 KG BAG,,S: SHELLED
2403,306022350218,Panel A,2,30602235,,R1,PIGEONPEA(NANDOLO,,,,,,,,,,,,,,,,,,,YES,Rains,,Disease,,September,September,2,50 KG BAG,,S: SHELLED
2403,306022350218,Panel A,2,30602235,,R2,SORGHUM.,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,15,KILOGRAM,,NOT APPLICABLE
2403,306022350218,Panel A,2,30602235,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,4,50 KG BAG,,S: SHELLED
2403,306022350218,Panel A,2,30602235,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,December,2009,Yes,,,,,5,50 kg Bag,,S: Shelled,NO,,,,,April,April,2,50 KG BAG,,S: SHELLED
2403,306022350218,Panel A,2,30602235,Yes,R2,SWEET POTATO,,Mixed stand,Yes,,4,Kilogram,,December,2009,No,4,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,April,2,50 KG BAG,,NOT APPLICABLE
2403,306022350218,Panel A,2,30602235,Yes,R1,NKHWANI,,Pure stand,,,5,5 kg bag,,November,2009,Yes,,,,,2,Pail (large),,S: Shelled,NO,,,,,April,April,3,BASKET (DENGU),,NOT APPLICABLE
2413,306022350226,Panel A,2,30602235,,R2,NKHWANI,,,,,,,,,,,,,,,,,,,NO,,,,,March,May,3,BASKET (DENGU),,NOT APPLICABLE
2413,306022350226,Panel A,2,30602235,Yes,R2,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,4,Kilogram,,November,2009,No,2,50 kg Bag,,S: Shelled,0,,,,NO,,,,,August,March,1,50 KG BAG,,S: SHELLED
2413,306022350226,Panel A,2,30602235,Yes,R2,GROUNDNUT CG7,,Mixed stand,Yes,,8,Kilogram,,November,2009,No,3,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,May,5,50 KG BAG,,U: UNSHELLED
2413,306022350226,Panel A,2,30602235,Yes,R1,PIGEONPEA(NANDOLO,,Pure stand,,,1,Kilogram,,November,2009,No,15,Kilogram,,S: Shelled,0,,,,NO,,,,,August,September,4,50 KG BAG,,S: SHELLED
2413,306022350226,Panel A,2,30602235,Yes,R1,MAIZE COMPOSITE/OPV,,Pure stand,,,2,Kilogram,,November,2009,Yes,,,,,25,Kilogram,,S: Shelled,YES,Rains,,,,April,April,5,50 KG BAG,,S: SHELLED
2439,306201960060,Panel A,2,30620196,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2.5,Kilogram,,November,2009,Yes,,,,,0,,,,YES,Rains,,Drought,,September,September,25,KILOGRAM,,S: SHELLED
2439,306201960060,Panel A,2,30620196,Yes,R1,GROUNDNUT MANIPINTA,,Mixed stand,No,3/4,2,Kilogram,,November,2009,No,2.5,Kilogram,,S: Shelled,0,,,,NO,,,,,April,May,25,KILOGRAM,,U: UNSHELLED
2439,306201960060,Panel A,2,30620196,Yes,R1,MAIZE HYBRID,,Mixed stand,No,3/4,1,Kilogram,,November,2009,No,20,Kilogram,,S: Shelled,0,,,,NO,,,,,April,April,6,50 KG BAG,,S: SHELLED
2451,306201960102,Panel A,2,30620196,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,10,Kilogram,,November,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,NO,,,,,March,April,1,50 KG BAG,,S: SHELLED
2455,306201960111,Panel A,2,30620196,Yes,R1,NKHWANI,,Mixed stand,No,3/4,5,Kilogram,,November,2009,No,1,50 kg Bag,,S: Shelled,0,,,,NO,,,,,March,April,3,BASKET (DENGU),,NOT APPLICABLE
2455,306201960111,Panel A,2,30620196,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,3,50 KG BAG,,S: SHELLED
2443,306201960120,Panel A,2,30620196,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,5,Kilogram,,November,2009,Yes,,,,,7,50 kg Bag,,S: Shelled,YES,Rains,,Other (Specify),LACK OF FARM INPUTS,May,May,2,PAIL (LARGE),,S: SHELLED
2459,306201960241,Panel A,2,30620196,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2,Kilogram,,November,2009,Yes,,,,,25,Kilogram,,S: Shelled,NO,,,,,August,August,2,50 KG BAG,,S: SHELLED
2459,306201960241,Panel A,2,30620196,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,5,Kilogram,,November,2009,Yes,,,,,25,Kilogram,,S: Shelled,NO,,,,,April,April,5,50 KG BAG,,S: SHELLED
2463,306201960252,Panel A,2,30620196,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,Kilogram,,November,2009,No,20,Kilogram,,S: Shelled,0,,,,NO,,,,,September,September,25,KILOGRAM,,S: SHELLED
2463,306201960252,Panel A,2,30620196,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,November,2009,Yes,,,,,1,Bunch,,S: Shelled,YES,Drought,,Rains,,April,April,1,50 KG BAG,,S: SHELLED
2491,307033810037,Panel A,2,30703381,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,1,Kilogram,,November,2009,No,3,Basket (Dengu),,U: Unshelled,3,Basket (Dengu),,U: Unshelled,YES,Drought,,,,May,May,1,50 KG BAG,,S: SHELLED
2491,307033810037,Panel A,2,30703381,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,1,Kilogram,,November,2009,Yes,,,,,3,Basket (Dengu),,Not Applicable,YES,Drought,,,,August,August,25,KILOGRAM,,S: SHELLED
2483,307033810039,Panel A,2,30703381,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,6,Kilogram,,November,2009,Yes,,,,,40,Kilogram,,S: Shelled,YES,Drought,,,,April,April,20,KILOGRAM,,S: SHELLED
2483,307033810039,Panel A,2,30703381,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,2,Kilogram,,November,2009,No,50,Kilogram,,S: Shelled,0,,,,YES,Drought,,,,August,August,40,KILOGRAM,,S: SHELLED
2479,307033810045,Panel A,2,30703381,Yes,R2,GROUNDNUT CG7,,Mixed stand,Yes,,2,Kilogram,,November,2009,No,1,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,25,KILOGRAM,,U: UNSHELLED
2479,307033810045,Panel A,2,30703381,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,1,Kilogram,,November,2009,Yes,,,,,3,Basket (Dengu),,Not Applicable,YES,Drought,,,,,,0,,,
2479,307033810045,Panel A,2,30703381,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,5,Kilogram,,November,2009,Yes,,,,,2,50 kg Bag,,S: Shelled,YES,Drought,,,,,,0,,,
2479,307033810045,Panel A,2,30703381,Yes,R1,PIGEONPEA(NANDOLO,,Pure stand,,,3,Kilogram,,November,2009,Yes,,,,,25,Kilogram,,S: Shelled,NO,,,,,July,July,20,KILOGRAM,,S: SHELLED
2479,307033810045,Panel A,2,30703381,Yes,R2,PIGEONPEA(NANDOLO,,Pure stand,,,10,Kilogram,,December,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,NO,,,,,July,July,10,KILOGRAM,,S: SHELLED
2485,307033810051,Panel A,2,30703381,Yes,R1,PIGEONPEA(NANDOLO,,Mixed stand,Yes,,10,Kilogram,,December,2009,Yes,,,,,75,Kilogram,,S: Shelled,YES,Drought,,,,August,August,20,KILOGRAM,,S: SHELLED
2485,307033810051,Panel A,2,30703381,Yes,R1,MAIZE HYBRID,,Pure stand,,,4,Gram,,November,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,YES,Drought,,,,April,May,30,KILOGRAM,,S: SHELLED
2481,307033810053,Panel A,2,30703381,,R1,PIGEONPEA(NANDOLO,,,,,,,,,,,,,,,,,,,NO,,,,,August,August,1,50 KG BAG,,
2481,307033810053,Panel A,2,30703381,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,YES,Drought,,,,April,April,1,50 KG BAG,,S: SHELLED
2469,307033810076,Panel A,2,30703381,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,5,Gram,,December,2009,Yes,,,,,3,50 kg Bag,,S: Shelled,NO,,,,,March,April,2,50 KG BAG,,S: SHELLED
2469,307033810076,Panel A,2,30703381,Yes,R2,GROUNDNUT MANIPINTA,,Mixed stand,Yes,,1,Gram,,December,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,NO,,,,,February,March,2,BASKET (DENGU),,S: SHELLED
2469,307033810076,Panel A,2,30703381,,R1,NKHWANI,,,,,,,,,,,,,,,,,,,NO,,,,,February,March,2,BASKET (DENGU),,NOT APPLICABLE
2469,307033810076,Panel A,2,30703381,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,March,April,3,50 KG BAG,,S: SHELLED
2467,307033810080,Panel A,2,30703381,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,1,Gram,,December,2009,No,25,Kilogram,,Not Applicable,0,,,,NO,,,,,April,May,25,KILOGRAM,,S: SHELLED
2467,307033810080,Panel A,2,30703381,,R2,GROUNDNUT MANIPINTA,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,25,KILOGRAM,,S: SHELLED
2467,307033810080,Panel A,2,30703381,Yes,R2,MAIZE LOCAL,,Mixed stand,Yes,,3,Gram,,December,2009,No,25,Kilogram,,S: Shelled,0,,,,NO,,,,,April,May,50,KILOGRAM,,S: SHELLED
2473,307033810081,Panel A,2,30703381,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,5,Kilogram,,December,2009,Yes,,,,,6,50 kg Bag,,S: Shelled,NO,,,,,March,April,7,50 KG BAG,,S: SHELLED
2489,307033810100,Panel A,2,30703381,Yes,R1,GROUNDNUT MANIPINTA,,Mixed stand,Yes,,1,Gram,,December,2009,No,25,Kilogram,,S: Shelled,0,,,,NO,,,,,April,February,4,BASKET (DENGU),,S: SHELLED
2489,307033810100,Panel A,2,30703381,Yes,R1,NKHWANI,,Mixed stand,Yes,,4,Kilogram,,December,2009,Yes,,,,,4,50 kg Bag,,S: Shelled,NO,,,,,February,April,5,BASKET (DENGU),,NOT APPLICABLE
2489,307033810100,Panel A,2,30703381,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,1,Gram,,December,2009,No,25,Kilogram,,S: Shelled,0,,,,NO,,,,,April,April,3,50 KG BAG,,S: SHELLED
2495,307033810101,Panel A,2,30703381,,R1,PIGEONPEA(NANDOLO,,,,,,,,,,,,,,,,,,,YES,Drought,,,,August,August,20,KILOGRAM,,S: SHELLED
2495,307033810101,Panel A,2,30703381,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,YES,Drought,,,,April,April,1,50 KG BAG,,S: SHELLED
2493,307033810107,Panel A,2,30703381,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,YES,Drought,,,,April,April,25,KILOGRAM,,S: SHELLED
2471,307033810124,Panel A,2,30703381,,R1,GROUNDNUT MANIPINTA,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,2,KILOGRAM,,S: SHELLED
2471,307033810124,Panel A,2,30703381,,R1,NKHWANI,,,,,,,,,,,,,,,,,,,NO,,,,,March,April,2,KILOGRAM,,NOT APPLICABLE
2471,307033810124,Panel A,2,30703381,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,5,KILOGRAM,,S: SHELLED
2487,307033810131,Panel A,2,30703381,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,YES,Drought,,,,April,April,1,50 KG BAG,,S: SHELLED
2465,307033810134,Panel A,2,30703381,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,5,Kilogram,,December,2009,Yes,,,,,9,50 kg Bag,,S: Shelled,YES,Drought,,,,April,May,4,50 KG BAG,,S: SHELLED
2477,307033810141,Panel A,2,30703381,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,500,Gram,,December,2009,Yes,,,,,10,50 kg Bag,,S: Shelled,YES,Drought,,,,April,April,1,50 KG BAG,,S: SHELLED
