occ,y2_hhid,qx_type,interview_status,ag_d00,ag_d01,ag_d01_1,ag_d01_2a,ag_d01_2b,ag_d02,ag_d03,ag_d03_1,ag_d03_2a,ag_d03_2b,ag_d04a,ag_d04b,ag_d04_1,ag_d04_2a,ag_d04_2b,ag_d04_3,ag_d05,ag_d06,ag_d10a,ag_d10b,ag_d10c,ag_d10d,ag_d11a,ag_d11b,ag_d11c,ag_d11d,ag_d12,ag_d13a,ag_d13b,ag_d13_1a,ag_d13_1b,ag_d14,ag_d18a,ag_d18b,ag_d18c,ag_d18d,ag_d19a,ag_d19b,ag_d19c,ag_d19d,ag_d20a,ag_d20b,ag_d20c,ag_d20d,ag_d20e,ag_d21,ag_d22,ag_d23,ag_d24a,ag_d24b,ag_d25a,ag_d25b,ag_d25_1a,ag_d25_1b,ag_d25_2a,ag_d25_2b,ag_d26,ag_d27,ag_d28a,ag_d28b,ag_d29,ag_d30,ag_d31,ag_d32,ag_d33,ag_d34a,ag_d34b,ag_d35,ag_d35_1a,ag_d35_1b,ag_d36,ag_d37a,ag_d37b,ag_d38,ag_d39a,ag_d39b,ag_d39c,ag_d39d,ag_d39e,ag_d39f,ag_d39g,ag_d39h,ag_d39i,ag_d39j,ag_d39_1,ag_d39_2,ag_d40,ag_d41a,ag_d41b,ag_d41c,ag_d41d,ag_d41e,ag_d41f,ag_d42a,ag_d42b,ag_d42c,ag_d42d,ag_d42e,ag_d42f,ag_d42g,ag_d42h,ag_d42i,ag_d42j,ag_d42k,ag_d42l,ag_d42m,ag_d42n,ag_d42o,ag_d42p,ag_d43a,ag_d43b,ag_d43c,ag_d43d,ag_d43e,ag_d43f,ag_d43g,ag_d43h,ag_d43i,ag_d43j,ag_d43k,ag_d43l,ag_d43m,ag_d43n,ag_d43o,ag_d43p,ag_d44a,ag_d44b,ag_d44c,ag_d44d,ag_d44e,ag_d44f,ag_d44g,ag_d44h,ag_d44i,ag_d44j,ag_d44k,ag_d44l,ag_d44m,ag_d44n,ag_d44o,ag_d44p,ag_d47a,ag_d47b,ag_d47c,ag_d47d,ag_d47e,ag_d47f,ag_d47g,ag_d47h,ag_d47i,ag_d47j,ag_d48a,ag_d48b,ag_d48c,ag_d48d,ag_d48e,ag_d48f,ag_d48g,ag_d48h,ag_d48i,ag_d48j,ag_d52a,ag_d52b,ag_d52c,ag_d53a,ag_d53b,ag_d53c,ag_d54a,ag_d54b,ag_d54c,ag_d55a,ag_d55b,ag_d55c,ag_d56,ag_d57,ag_d58,ag_d59,ag_d60,ag_d61,ag_d62,ag_d63a,ag_d63b,ag_d64,ag_d65,ag_d66,ag_d67,ag_d68
3,2920-001,PANEL B,Panel B - 2 Visits,R03,1,YES,2,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,2000,0,0,0,RAINY SEASON,N01,,1,,,,,,,,,,,MAIZE HYBRID,PIGEONPEA(NANDOLO),,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,TERRACES,,DURING THE LAST 12 MONTHS,,,,MODERATE SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,20,KILOGRAM,20,1,UREA,20,KILOGRAM,20,1,2,1,NO,,,,,,,1,1,1,1,2,1,1,1,3,1,1,1,4,1,1,1,1,1,3,1,2,1,3,1,,0,,,,0,,,1,1,1,7,2,1,1,7,3,1,1,7,4,1,1,7,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,DURING THE LAST 12 MONTHS,,,,
1,2921-001,PANEL A,Panel A - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,1,,YES,1,,YES,40000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,PIGEONPEA(NANDOLO),,,,BETWEEN SANDY & CLAY,FAIR,LOW,FLOODING,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,MODERATE SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,37,GRAM,37,1,UREA,37,KILOGRAM,37,1,2,2,NO,,,,,,,1,1,3,6,2,1,3,6,,,,,,,,,1,2,7,8,,,,,,,,,,,,,1,1,3,6,,0,,,,0,,,,0,,,0,0,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,3,0,N02,,,6,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,7,4
2,2921-001,PANEL A,Panel A - 2 Visits,R02,1,YES,2,,2,INHERITED,NO,,,1,,YES,1,,YES,40000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,PIGEONPEA(NANDOLO),,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,"STEEP, HILLY",NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,38,KILOGRAM,38,3,UREA,38,KILOGRAM,38,1,2,2,NO,,,,,,,1,1,3,6,2,1,3,6,,,,,,,,,1,2,7,8,,,,,,,,,,,,,1,1,1,6,,0,,,,0,,,,0,,,0,0,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,1,0,N02,,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2923-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2924-001,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,1,INHERITED,NO,,,2,,YES,2,,NO,20000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,GROUNDNUT CHALIMBANA,PIGEONPEA(NANDOLO),,,SANDY,FAIR,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,1ST HALF,YES,150,KILOGRAM,YES,UREA,1,50 KG BAG,50,1,23:21:0+4S/CHITOWE,3,50 KG BAG,50,1,2,2,NO,,,,,,,1,2,5,3,2,1,5,3,,0,,,,0,,,1,2,5,3,2,1,3,3,,0,,,,0,,,2,1,2,8,,0,,,,0,,,,0,,,5,300,0,,0,,,,,,0,,2,300,0,,,0,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,2,1,5,5
1,2925-001,PANEL A,Panel A - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,2,,YES,2,,NO,50000,10000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,,3 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,2,UREA,25,KILOGRAM,25,2,1,2,NO,,,,,,,1,1,5,4,,0,,,,0,,,,0,,,1,1,1,5,2,1,1,5,,0,,,,0,,,1,1,3,8,2,1,3,8,3,1,3,2,,0,,,1,250,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,20,30
2,2925-001,PANEL A,Panel A - 2 Visits,R02,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,30000,3000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,SANDY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,3 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,20,KILOGRAM,20,2,UREA,20,KILOGRAM,20,2,1,2,NO,,,,,,,1,1,5,3,,0,,,,0,,,,0,,,1,1,1,5,2,1,1,5,,0,,,,0,,,1,1,6,9,,0,,,,0,,,,0,,,1,200,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,5,N02,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2925-003,PANEL A,Panel A - 2 Visits,R01,1,NO,,,1,FARMING AS A TENANT,,,,,,,,,,,,,,,,,,,,,N01,,1,,,,,,,,,,,MAIZE HYBRID,PIGEONPEA(NANDOLO),,,,SANDY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,2 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,2000,1,OTHER (SPECIFY),,YES,DECEMBER,1ST HALF,NO,,,YES,UREA,1,10 KG BAG,10,2,D COMPOUND,3,5 KG BAG,15,2,2,1,NO,,,,,,,1,1,6,3,2,1,3,2,,0,,,,0,,,1,1,2,6,2,1,2,6,,0,,,,0,,,1,1,1,6,2,1,1,6,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,OCTOBER,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,20
2,2925-003,PANEL A,Panel A - 2 Visits,R02,1,NO,,,1,FARMING AS A TENANT,,,,,,,,,,,,,,,,,,,,,N01,,1,,,,,,,,,,,MAIZE LOCAL,,,,,CLAY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,2 YEARS AGO,,,,SLIGHT SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,2000,1,OTHER (SPECIFY),,YES,DECEMBER,1ST HALF,NO,,,YES,UREA,1,10 KG BAG,10,2,D COMPOUND,3,5 KG BAG,15,2,2,1,NO,,,,,,,1,1,6,3,2,1,3,2,,0,,,,0,,,1,1,2,6,2,1,2,6,,0,,,,0,,,1,1,2,7,2,1,2,7,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,OCTOBER,TRADITIONAL RIDGING,HAND HOE,,2 YEARS AGO,,,,
1,2928-001,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,2,RENT SHORT-TERM,,,,,,,,,,,,,0,,,700,0,0,0,RAINY SEASON,N01,,1,,,,,,,,,,,MAIZE HYBRID,,,,,SANDY,GOOD,LOW,TERRAIN,,EROSION CONTROL BUNDS,,DURING THE LAST 12 MONTHS,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,15,KILOGRAM,15,3,UREA,15,KILOGRAM,15,6,1,4,NO,,,,,,,1,2,3,5,2,2,3,5,,0,,,,0,,,1,2,3,3,2,2,3,3,,0,,,,0,,,1,1,1,7,2,1,1,7,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,2,0,N02,,,0,1,1,N02,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,10,5
1,2928-002,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,3,INHERITED,NO,,,2,,YES,2,,NO,75000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,GROUNDNUT CG7,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,30,KILOGRAM,1,5,,,,,,2,3,NO,,,,,,,1,2,3,3,2,2,3,3,3,2,3,3,4,2,2,3,1,2,6,2,2,2,6,2,3,2,6,2,4,2,6,2,1,1,1,5,2,1,1,5,3,1,1,5,4,1,1,5,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,8,3
2,2928-002,PANEL B,Panel B - 2 Visits,R02,1,YES,2,,3,INHERITED,NO,,,2,,YES,2,,NO,150000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,,EROSION CONTROL BUNDS,,DURING THE LAST 12 MONTHS,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,3,UREA,25,KILOGRAM,25,6,2,4,NO,,,,,,,1,2,5,3,2,2,5,3,3,2,5,3,4,2,2,3,1,2,6,3,2,2,6,3,3,2,6,3,4,2,6,2,1,1,1,5,2,1,1,5,3,1,1,5,4,1,1,5,0,,4,800,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,2928-002,PANEL B,Panel B - 2 Visits,R03,1,YES,2,,3,INHERITED,NO,,,2,,YES,2,,NO,180000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,GROUNDNUT CG7,PIGEONPEA(NANDOLO),,,BETWEEN SANDY & CLAY,GOOD,MODERATE,TERRAIN,,EROSION CONTROL BUNDS,,DURING THE LAST 12 MONTHS,,,,MODERATE SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,3,UREA,25,KILOGRAM,25,6,2,4,NO,,,,,,,1,2,5,3,2,2,5,3,3,2,5,3,4,2,2,3,1,2,6,3,2,2,6,3,3,2,6,3,4,2,6,2,1,2,2,5,2,2,2,5,3,2,2,5,4,1,2,4,5,400,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2929-001,PANEL A,Panel A - 2 Visits,R01,1,NO,,,2,MOVED IN W/O PERMISSION,,,,,,,,,,,,,,,,,,,,,N01,,1,,,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,50,2,UREA,50,KILOGRAM,50,6,2,3,NO,,,,,,,1,1,3,4,2,1,3,4,,0,,,,0,,,1,1,2,2,2,1,6,3,,0,,,,0,,,1,1,2,5,2,1,2,5,3,1,2,3,4,1,2,3,10,500,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,3,3
1,2929-004,PANEL A,Panel A - Combined Visit,R01,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,100000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,NKHWANI,OTHER (SPECIFY),,,SANDY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,JANUARY,1ST HALF,YES,15,BUCKET,NO,,,,,,,,,,,,,NO,,,,,,,1,4,3,3,,0,,,,0,,,,0,,,1,4,6,4,,0,,,,0,,,,0,,,1,1,3,4,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,0
2,2929-004,PANEL A,Panel A - Combined Visit,R02,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,150000,2500,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,COTTON,,,,,SANDY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,JANUARY,1ST HALF,YES,10,BUCKET,NO,,,,,,,,,,,,,YES,OTHER PESTICIDE/HERBICIDE(SPECIFY),250,MILLILITER,OTHER PESTICIDE/HERBICIDE(SPECIFY),250,MILLILITER,1,3,3,3,,0,,,,0,,,,0,,,1,2,6,4,,0,,,,0,,,,0,,,1,12,1,3,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,OTHER (SPECIFY),LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,2929-004,PANEL A,Panel A - Combined Visit,R03,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,150000,2500,,,,,,,,,,,,,,GAVE OUT FOR FREE,,,,,,,,,,,,,,SANDY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,2005,3,LACK OF HOUSEHOLD LABOUR,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2930-001,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,1,,YES,1,,NO,20000,1000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,CLAY,FAIR,NO EROSION,,,EROSION CONTROL BUNDS,,2 YEARS AGO,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,20,GRAM,20,1,UREA,20,GRAM,20,1,1,1,NO,,,,,,,1,1,1,2,2,1,1,2,,0,,,,0,,,1,1,2,2,2,1,2,2,,0,,,,0,,,1,1,1,4,2,1,1,4,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,JUNE,TIED OR BOX RIDGING,HAND HOE,,2 YEARS AGO,0,0,0,0
1,2931-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2932-002,PANEL B,Panel B - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,1,,NO,,,YES,250000,10000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,CLAY,GOOD,LOW,FLOODING,,EROSION CONTROL BUNDS,,2 YEARS AGO,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,50,1,UREA,50,50 KG BAG,50,1,1,1,NO,,,,,,,1,1,1,8,2,1,1,8,3,1,1,8,5,1,1,8,1,2,6,8,2,2,6,8,3,2,6,8,5,2,6,8,1,1,1,5,2,1,1,5,3,1,1,5,5,1,1,5,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TIED OR BOX RIDGING,HAND HOE,,3 YEARS AGO,0,0,4,3
2,2932-002,PANEL B,Panel B - 2 Visits,R02,1,NO,,,1,INHERITED,NO,,,1,,NO,,,YES,100000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,PIGEONPEA(NANDOLO),,,,,CLAY,GOOD,LOW,FLOODING,,EROSION CONTROL BUNDS,,2 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,JANUARY,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,1,8,2,1,1,8,3,1,1,8,5,1,1,8,1,2,4,4,2,2,4,4,3,2,4,4,5,2,4,4,1,1,1,3,2,1,1,3,3,1,1,3,5,1,1,3,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,PIGEON PEA,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TIED OR BOX RIDGING,HAND HOE,,3 YEARS AGO,,,,
1,2934-001,PANEL B,Panel B - 2 Visits,R01,1,NO,,,2,INHERITED,NO,,,2,,YES,2,,NO,100000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,1,1,1,8,2,1,1,8,,0,,,,0,,,3,250,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,3,12
2,2934-001,PANEL B,Panel B - 2 Visits,R02,1,NO,,,2,INHERITED,NO,,,2,,YES,2,,NO,40000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,1,1,1,2,2,1,1,2,,0,,,,0,,,1,250,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,2934-002,PANEL B,Panel B - 2 Visits,R01,1,NO,,,2,INHERITED,NO,,,2,,NO,,,YES,500000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,GOOD,HIGH,FLOODING,,EROSION CONTROL BUNDS,,DURING THE LAST 12 MONTHS,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,2,UREA,20,KILOGRAM,20,3,2,3,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,2,1,6,9,,0,,,,0,,,,0,,,1,200,3,250,0,,,0,,,0,,4,300,0,,,0,,,0,0,0,,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,1,2
1,2935-001,PANEL A,Panel A - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,2000000,25000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,NOVEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,5,50 KG BAG,250,2,UREA,5,50 KG BAG,250,4,2,1,YES,HERBICIDE,250,LITER,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,20,3000,,0,,0,,0,,,0,,2,5000,,0,,0,,,0,0,0,,,,2,2,2,N03,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,ZERO TILLAGE,,,DURING THE LAST 12 MONTHS,0,0,0,0
1,2937-001,PANEL A,Panel A - 2 Visits,R01,1,NO,,,2,INHERITED,NO,,,2,,YES,2,,NO,20000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,CLAY,GOOD,NO EROSION,,,EROSION CONTROL BUNDS,,2 YEARS AGO,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,50,1,UREA,1,50 KG BAG,50,2,2,2,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,1,2,6,8,,0,,,,0,,,,0,,,2,200,0,,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,ALL RESIDUES CUT AND SPREAD OVER PLOT,,TRADITIONAL RIDGING,HAND HOE,,2 YEARS AGO,1,0,5,10
