HHID,case_id,qx_type,visit,ea_id,ag_r00,ag_r0a,ag_r0a_os,ag_r01,ag_r02,ag_r03,ag_r04,ag_r05a,ag_r05b,ag_r06a,ag_r06b,ag_r07,ag_r08,ag_r09,ag_r10,ag_r11,ag_r12a,ag_r12b,ag_r13,ag_r14,ag_r15,ag_r16,ag_r17,ag_r18a,ag_r18b,ag_r19,ag_r22,ag_r23a,ag_r23b,ag_r23c,ag_r23d,ag_r24,ag_r25a,ag_r25b,ag_r26a,ag_r26b,ag_r26c
2890,314351200034,Panel B,1,31435120,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Local-hen,,Yes,6,,800,1,2,2,1,2,3,0,0,,,,0,0,0,0,,,,4,No,,,,,0,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Local-hen,,Yes,4,,600,2,,,,1,3,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,314351200087,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,314351200114,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Local-hen,,Yes,8,,500,1,2,2,1,78,35,0,0,,,,0,12,0,0,,,,8,Yes,Mange,30,,,0,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,314351200141,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Local-hen,,Yes,30,,500,1,2,,,5,13,0,4,2000,N05,,0,0,5,3,1500,N06,,4,No,,,,,0,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,314351200181,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,314351200221,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,314351200247,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,314351200274,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,314357530023,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,314357530066,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,314357530102,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,314357530137,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Local-hen,,Yes,8,,500,2,,3,4,20,30,0,0,,,,0,2,4,10,5500,N07,,10,Yes,Mange,10,,,0,,,,,
2947,314357530154,Panel A,1,31435753,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,314357530159,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,314357530200,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,314357530227,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,314357530242,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,314357530281,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,314357530283,Panel A,1,31435753,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,314366950029,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,314366950079,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,314366950086,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,314366950106,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,314366950118,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,314366950125,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,314366950166,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,314366950178,Panel A,1,31436695,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Goat,,Yes,4,0,7000,6,1,1,2,2,2,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Chicken-layer,,Yes,10,,700,4,1,1,2,25,15,0,0,,,,0,1,0,0,,,,4,Yes,New castle disease,0,,,0,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,1,31438690,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Local-hen,,Yes,2,,500,2,,2,,15,0,0,0,,,,0,1,7,0,,,,5,No,,,,,0,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,1,31438690,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Local-hen,,Yes,7,,700,1,2,2,,13,11,2,0,,,,0,3,2,2,1500,N04,,2,Yes,New castle disease,0,,,0,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,1,31438690,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Goat,,Yes,2,1,10000,3,,1,3,2,0,0,2,7400,N05,,0,0,0,0,,,,0,No,,,,,0,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,314386900109,Panel B,1,31438690,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Local-hen,,Yes,0,,,,,,,3,22,20,0,,,,0,0,20,1,600,N05,,0,No,,,,,0,,,,,
2934,314386900125,Panel B,1,31438690,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,314386900141,Panel B,1,31438690,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,314386900157,Panel B,1,31438690,Yes,Chicken-layer,,Yes,5,,700,2,1,2,1,12,30,0,0,,,,0,0,10,10,6000,N03,,4,Yes,New castle disease,6,,,0,,,,,
