occ,y2_hhid,qx_type,interview_status,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n26a,hh_n26b,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
1,2954-002,PANEL B,Panel B - Combined Visit,1,SELLING BEANS,62,2,,2,2,,0,0,,12,2000,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,HIGH,LOW,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,,,,,YES,,,,2,31,2400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,LOW SALES,11000,19000,,,,,9000,0,18800,1600,0,0,0,0,0
2,2954-002,PANEL B,Panel B - Combined Visit,2,SELLING TOMATO,62,2,,2,2,,0,0,,12,2000,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,AVERAGE,HIGH,HIGH,HIGH,LOW,AVERAGE,LOW,HIGH,LOW,LOW,AVERAGE,,,,,YES,,,,2,31,2400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,LOW SALES,4500,17500,,,,,9000,0,6000,750,0,0,0,0,0
3,2954-002,PANEL B,Panel B - Combined Visit,3,SELLING VEGETABLES,62,2,,2,2,,0,0,,12,2000,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,,,,,YES,,,,2,31,2400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,HIGH SALES,,,,,3000,3800,2500,0,5000,600,0,0,0,0,0
4,2954-002,PANEL B,Panel B - Combined Visit,4,SELLING MANGO,62,2,,2,2,,0,0,,12,2000,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,AVERAGE,,,SEASONAL WORK,,YES,,,,2,31,2400,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,LOW SALES,8500,11900,,,,,5000,0,13500,1500,0,0,0,0,0
1,2954-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2956-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2956-002,PANEL B,Panel B - 2 Visits,1,GROCERY,62,1,,1,1,,0,0,,4,2011,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,,YES,,,,3,30,60,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,59000,HIGH SALES,,,,,28000,43000,13000,0,39000,7000,0,0,0,0,0
2,2956-002,PANEL B,Panel B - 2 Visits,2,SELLING THOBWA,31,2,,2,2,,0,0,,4,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,,,,YES,,,,3,30,60,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,38000,HIGH SALES,,,,,15500,24000,22000,16000,0,0,0,0,0,0,0
1,2957-001,PANEL A,Panel A - 2 Visits,1,SELLING CHICKEN PORTIONS,62,1,,2,1,,0,0,,5,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,,,,,,,YES,,,,1,30,80,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,HIGH SALES,,,,,25000,45000,15000,0,39000,6000,0,0,0,0,0
2,2957-001,PANEL A,Panel A - 2 Visits,2,PHOTOGRAPHER,95,2,,2,2,,0,0,,8,2006,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,AVERAGE,LOW,,,,,OWN-ILLNESS/NEED TO CARE FOR HOUSEHOLD MEMBERS,,YES,,,,2,8,40,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,LOW SALES,8000,12000,,,,,2000,700,0,1300,0,0,0,0,0
1,2958-001,PANEL B,Panel B - 2 Visits,1,SELLING BEANS,62,2,,2,2,,0,0,,2,2010,GIFT FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,HIGH,AVERAGE,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,,,,,YES,,,,1,31,930,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,HIGH SALES,,,,,4000,6000,3000,0,5000,0,0,0,0,0,0
2,2958-001,PANEL B,Panel B - 2 Visits,2,SELLING FOOD OMARS,62,2,,2,2,,0,0,,7,2002,GIFT FROM FAMILY/FRIENDS,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,1,31,620,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,62000,HIGH SALES,,,,,12000,20000,18000,0,60000,3000,0,0,0,0,0
1,2958-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2958-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2958-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2959-001,PANEL A,Panel A - 2 Visits,1,SELLING POWDER SOAP,62,2,,2,2,,0,0,,6,2013,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,,,,,LACK OF CASH,,YES,,,,2,7,50,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,AVERAGE SALES,,,3000,8000,,,2000,0,12000,200,0,0,0,0,0
1,2959-004,PANEL A,Panel A - 2 Visits,1,SELLING POWDER SOAP,62,2,,2,2,,0,0,,7,2013,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,,,,,LACK OF CASH,,NO,YES,,,2,7,120,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,12500,LOW SALES,,30500,2000,7000,,,3500,0,12200,200,0,0,0,0,0
1,2960-001,PANEL B,Panel B - 2 Visits,1,SELLING MAIZE BRAN,62,2,,2,2,,0,0,,2,2005,OTHER (SPECIFY),,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,NONE:NOT IN OPERATION,,,OTHER (SPECIFY),,NO,YES,,,2,30,1200,7,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,LOW SALES,6000,9000,,,,,3000,0,0,0,0,0,0,0,0
1,2960-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2961-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2962-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2963-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2964-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2965-001,PANEL A,Panel A - 2 Visits,1,SELLING UNDERWEAR,62,2,,2,2,,0,0,,6,2013,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,,,,,LACK OF CREDIT,,YES,,,,2,28,60,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,LOW SALES,40000,60000,,,,,20000,0,40000,2600,0,0,0,0,0
1,2966-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2967-001,PANEL A,Panel A - 2 Visits,1,STATIONARY,62,2,,5,2,,0,0,,7,2011,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,NONE:NOT IN OPERATION,HIGH,AVERAGE,AVERAGE,LOW,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,NONE:NOT IN OPERATION,,,,,SEASONAL WORK,,NO,YES,,,2,2,20,10,5,4,60,10,6,4,80,10,,,,,0,,,,24,24,80,1500,0,,,,25000,LOW SALES,40000,80000,,,,,8000,0,3000,1000,0,0,0,0,4000
1,2967-002,PANEL A,Panel A - 2 Visits,1,SELLING CHIBUKU,63,1,,1,1,,0,0,,9,2004,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,,,,,,,YES,,,,1,7,100,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,AVERAGE SALES,,,12000,100000,,,1800,0,22000,200,0,0,0,0,0
1,2967-006,PANEL A,Panel A - 2 Visits,1,SELLING CHARCOAL,62,1,,1,1,,0,0,,4,2013,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,,6,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,AVERAGE,HIGH,,,,,LACK OF NON-LABOUR INPUTS,LACK OF CREDIT,YES,,,,1,16,30,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,64000,HIGH SALES,,,,,40000,56000,24000,0,40000,0,0,0,0,0,0
1,2968-001,PANEL B,Panel B - 2 Visits,1,SELLING MBAULA,62,1,,2,1,,0,0,,3,2002,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,,,,,YES,,,,1,24,90,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,AVERAGE SALES,,,3500,9000,,,3000,2000,0,0,0,0,0,0,0
1,2969-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2969-004,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2970-001,PANEL B,Panel B - 2 Visits,1,SELLING CLOTHES,62,2,,2,2,,0,0,,3,2000,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,LACK OF CASH,BAD WEATHER,NO,YES,,,2,20,80,9,,,,,,,,,,,,,0,,,,0,,,,2,9,80,300,300000,HIGH SALES,,,,,250000,200000,50000,0,220000,30000,0,0,0,0,0
1,2970-002,PANEL B,Panel B - Combined Visit,1,SELLING DISEAL,62,1,,1,1,,0,,ALMOST NONE,5,2009,INHERITED,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,,,,YES,,,,1,27,700,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,260000,LOW SALES,220000,260000,,,,,60000,0,180000,5000,0,30000,0,0,1500
1,2971-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2972-001,PANEL B,Panel B - 2 Visits,1,PUBLIC MINIBUS TRANSPORTE,71,1,,2,1,2,0,0,,4,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,YES,YES,YES,YES,NO,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,1,7,560,12,,,,,,,,,,,,,2,30,90,24000,0,,,,0,,,,360000,HIGH SALES,,,,,240000,300000,235000,0,0,0,30000,0,0,40000,55000
2,2972-001,PANEL B,Panel B - 2 Visits,2,BICYCLE TAXI,71,2,,2,2,,0,0,,6,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,2,8,80,12,,,,,,,,,,,,,2,30,60,18000,0,,,,0,,,,16000,HIGH SALES,,,,,9600,13600,16000,0,0,0,0,0,0,0,18000
1,2973-001,PANEL A,Panel A - 2 Visits,1,SELLING POTATO CHIPS,63,1,,1,1,,0,0,,11,2010,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,HIGH,AVERAGE,LOW,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,HIGH,HIGH,,,,,SEASONAL WORK,,YES,,,,1,30,120,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,HIGH SALES,,,,,30000,45000,20000,40000,15000,5000,0,0,0,0,0
1,2974-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2974-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2975-001,PANEL A,Panel A - 2 Visits,1,METAL WORK,38,1,,2,1,,0,0,,8,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,OTHER SMALL BUSINESSES,,NO,NO,NO,NO,NO,,,,,AVERAGE,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,,,,,,,YES,,,,1,30,70,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,AVERAGE SALES,,,27000,75000,,,15000,35000,0,0,0,3500,0,0,0
1,2977-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2978-001,PANEL B,Panel B - 2 Visits,1,SELLING NKHUNI,62,2,,2,2,,0,0,,8,2013,LOAN FROM FAMILY/FRIENDS,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,FOREST/WILD PARK RESERVE,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,,,LACK OF CASH,,YES,,,,2,31,2400,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,3500,HIGH SALES,,,,,500,2000,2000,0,3000,0,0,0,0,0,0
1,2979-001,PANEL A,Panel A - 2 Visits,1,SELLING BEANS&RICE,62,2,,2,2,,0,0,,5,2009,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,SEASONAL WORK,,NO,YES,,,2,4,70,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,32000,LOW SALES,46000,64000,,,,,10000,0,20000,2000,0,0,0,0,0
1,2980-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2981-001,PANEL A,Panel A - Combined Visit,1,BAKING WEDDING CAKES SHOP,31,1,2,1,1,2,0,0,,8,2006,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,AVERAGE,HIGH,HIGH,AVERAGE,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,,OTHER (SPECIFY),,YES,,,,1,26,1720,9,2,26,8160,6,3,26,8160,9,,,,,0,,,,0,,,,0,,,,18000,AVERAGE SALES,,,15000,22000,,,3000,0,13000,2000,0,0,0,0,0
1,2982-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2983-001,PANEL A,Panel A - 2 Visits,1,GROCERY SHOP,62,1,,1,1,,0,0,,2,1996,OWN-SAVINGS FROM NON-AGRICULTURE,GIFT FROM FAMILY/FRIENDS,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,YES,NO,NO,NO,NO,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,LOW,LOW,HIGH,HIGH,,,,,,,,,YES,,,,1,24,100,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,168000,HIGH SALES,,,,,84000,130000,44000,0,100000,800,0,5300,0,0,0
1,2984-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2984-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2985-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2986-001,PANEL B,Panel B - 2 Visits,1,SELLING SAMOSA,31,2,,2,2,,0,0,,9,1993,LOAN FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,LOW,HIGH,LOW,LOW,LOW,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,,,,YES,,,,2,31,1860,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,HIGH SALES,,,,,2500,2700,5000,2500,0,0,0,0,0,0,0
1,2987-001,PANEL A,Panel A - 2 Visits,1,SELING G/NUTS,62,1,,1,1,,0,0,,2,2001,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,,,,,,,,,,YES,,,,1,7,50,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,LOW SALES,8000,10000,,,,,2000,0,2500,500,0,0,0,0,0
1,2987-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2988-001,PANEL B,Panel B - 2 Visits,1,SELLING NKHUNI,12,2,,2,2,,0,0,,4,2012,GIFT FROM FAMILY/FRIENDS,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,FOREST/WILD PARK RESERVE,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,,LACK OF CASH,,YES,,,,2,2,160,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,AVERAGE SALES,,,1000,3000,,,1500,0,2000,0,0,0,0,0,0
1,2988-009,PANEL B,Panel B - Combined Visit,1,CLOTHES SELLER,62,1,,1,1,,0,0,,9,2013,SALE OF ASSETS OWNED,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,,LACK OF CASH,,YES,,,,1,25,2400,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,125000,AVERAGE SALES,,,0,0,,,75000,0,50000,10000,0,0,0,0,0
