occ,y2_hhid,qx_type,interview_status,ag_u300a,ag_u300b,ag_u301,ag_u302,ag_u303,ag_u304,ag_u305
1,2091-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2091-004,PANEL A,Panel A - 2 Visits,,,,,,,
1,2092-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2093-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2094-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2095-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2096-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2097-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2098-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2098-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2099-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2100-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2101-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2102-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2103-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2103-004,PANEL A,Panel A - 2 Visits,,,,,,,
1,2104-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2104-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2104-006,PANEL B,Panel B - 2 Visits,,,,,,,
1,2105-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2106-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2107-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2108-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2109-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2110-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2111-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2112-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2113-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2114-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2114-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2115-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2116-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2117-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2117-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2117-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,2117-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,2117-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,2117-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,2117-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,X,,,
8,2117-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,2117-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,,X,,
10,2117-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,X,
11,2117-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,,,X,
12,2117-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,,X,
13,2117-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,,,X,
14,2117-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2117-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,2117-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,2117-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2117-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,2117-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2117-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,2117-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2117-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,,,X
23,2117-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,2117-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,2117-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2117-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2117-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,2117-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,,X,,
1,2117-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2117-004,PANEL A,Panel A - 2 Visits,,,,,,,
1,2118-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2119-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,,X,,
2,2119-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,,X,,
3,2119-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,X,,,
4,2119-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,,,X,
5,2119-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,,X,
6,2119-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,,X,,
7,2119-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,,X
8,2119-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,2119-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,2119-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,2119-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,2119-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,2119-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,2119-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2119-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,2119-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,,X,,
17,2119-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,,X,,
18,2119-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,2119-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2119-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,X,,,,
21,2119-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2119-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,2119-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,,X
24,2119-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,,X,
25,2119-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,,X,
26,2119-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2119-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,,,,X
28,2119-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2120-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2120-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,X,,,
3,2120-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,,,X
4,2120-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,2120-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,X,,,
6,2120-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,2120-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,,,X,
8,2120-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,X,,,,
9,2120-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,2120-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,X,,,
11,2120-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,X,,,,
12,2120-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,,,X,
13,2120-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,2120-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2120-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,X,,,
16,2120-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,2120-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,X,,,,
18,2120-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,2120-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2120-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,2120-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,2120-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,2120-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,,X,
24,2120-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,,X
25,2120-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2120-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,X,,,,
27,2120-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,,X,,
28,2120-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,2121-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2122-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2122-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,X,,,
3,2122-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,,X,
4,2122-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,2122-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,2122-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,2122-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,,,,X
8,2122-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,X,,,
9,2122-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,2122-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,X,,,,
11,2122-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,X,,,,
12,2122-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,,X,,
13,2122-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,2122-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2122-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,2122-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,2122-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,X,,,,
18,2122-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,,X,
19,2122-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,,X,
20,2122-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,X,,,,
21,2122-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,2122-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,2122-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,X,,
24,2122-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,X,,
25,2122-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2122-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,X,,,
27,2122-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,X,,,,
28,2122-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,2122-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2123-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2124-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2125-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2126-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2126-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2127-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2127-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2128-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,,,,X,
2,2128-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,,,X,
3,2128-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,,,X
4,2128-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,2128-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,2128-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,2128-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,,,X,
8,2128-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,X,,,,
9,2128-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,2128-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,X,,,,
11,2128-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,X,,,
12,2128-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,2128-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,X,,,,
14,2128-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2128-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,X,
16,2128-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,,,X,
17,2128-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,,,X,
18,2128-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,,,X
19,2128-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,,,X
20,2128-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,X,,,,
21,2128-001,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,2128-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,2128-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,X,,,,
24,2128-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,X,
25,2128-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2128-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,X,,,,
27,2128-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,X,,,,
28,2128-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,2129-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2130-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2130-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2131-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2131-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,2131-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,X,,,,
4,2131-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,2131-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,X,,,
6,2131-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,2131-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,X,
8,2131-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,2131-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,2131-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,X,,,
11,2131-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,2131-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,2131-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,2131-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2131-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,,X,,
16,2131-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,2131-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2131-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,X,,
19,2131-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,,,X
20,2131-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,2131-001,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2131-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,2131-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,X,,,,
24,2131-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,X,,,,
25,2131-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,2131-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,2131-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,X,,,,
28,2131-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2132-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2133-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2135-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2136-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2137-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2138-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2139-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2140-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2140-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2141-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2142-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2143-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2143-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2144-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2144-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2145-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2146-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2147-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2148-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2148-003,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,2148-003,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,X,,,,
3,2148-003,PANEL B,Panel B - 2 Visits,3,I save regularly.,X,,,,
4,2148-003,PANEL B,Panel B - 2 Visits,4,I look forward to returni,X,,,,
5,2148-003,PANEL B,Panel B - 2 Visits,5,I can think of many times,X,,,,
6,2148-003,PANEL B,Panel B - 2 Visits,6,I continue to work on har,,,,X,
7,2148-003,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,,,X,
8,2148-003,PANEL B,Panel B - 2 Visits,8,I would rather complete a,X,,,,
9,2148-003,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,2148-003,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,X,,
11,2148-003,PANEL B,Panel B - 2 Visits,11,I never try anything that,,,X,,
12,2148-003,PANEL B,Panel B - 2 Visits,12,A person can get rich by,,,X,,
13,2148-003,PANEL B,Panel B - 2 Visits,13,It is important for me to,,,X,,
14,2148-003,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,2148-003,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,X,,,
16,2148-003,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
17,2148-003,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,2148-003,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,2148-003,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,X,,,
20,2148-003,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,X,,,
21,2148-003,PANEL B,Panel B - 2 Visits,21,The most important thing,X,,,,
22,2148-003,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,,X,
23,2148-003,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,X,,,
24,2148-003,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,X,,,
25,2148-003,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2148-003,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,X,,
27,2148-003,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,X,,,
28,2148-003,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,2149-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2149-006,PANEL A,Panel A - 2 Visits,,,,,,,
1,2150-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2150-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2151-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2152-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2153-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2153-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2154-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2156-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2156-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2157-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2158-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2159-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2160-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2161-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2161-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2162-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2162-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2163-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2164-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2165-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2166-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2167-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2168-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2168-003,PANEL B,Panel B - 2 Visits,,,,,,,
1,2169-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2169-008,PANEL A,Panel A - 2 Visits,,,,,,,
1,2170-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2171-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2172-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2173-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2173-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2174-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2175-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2176-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2177-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2178-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2179-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2180-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2181-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2182-002,PANEL B,Panel B - 2 Visits,,,,,,,
1,2183-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2185-002,PANEL A,Panel A - Combined Visit,,,,,,,
1,2186-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2187-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2188-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2189-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2190-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2191-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2192-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2193-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2194-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2195-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2195-002,PANEL A,Panel A - Combined Visit,,,,,,,
1,2196-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2196-005,PANEL B,Panel B - 2 Visits,,,,,,,
1,2197-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2200-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2201-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2201-006,PANEL A,Panel A - 2 Visits,,,,,,,
1,2202-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2202-002,PANEL B,Panel B - Combined Visit,,,,,,,
1,2203-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2204-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2205-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2205-004,PANEL A,Panel A - 2 Visits,,,,,,,
1,2206-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2207-001,PANEL A,Panel A - Combined Visit,,,,,,,
1,2207-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,2207-003,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,,X,,
2,2207-003,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,2207-003,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,2207-003,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,2207-003,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,,X,
6,2207-003,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,2207-003,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,X,
8,2207-003,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,2207-003,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,2207-003,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,X,,
11,2207-003,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,2207-003,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,,,X
13,2207-003,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,2207-003,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,2207-003,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,2207-003,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,2207-003,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,2207-003,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,,X,
19,2207-003,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,X,,
20,2207-003,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,,X,
21,2207-003,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,2207-003,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,X,,,
23,2207-003,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,X,,,,
24,2207-003,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,2207-003,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,X,,,
26,2207-003,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,2207-003,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,X,,,,
28,2207-003,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,2208-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2209-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,2210-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2211-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,2212-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,2213-001,PANEL A,Panel A - 2 Visits,,,,,,,
