HHID,case_id,qx_type,visit,ea_id,ag_j00,ag_j03,ag_j05a,ag_j05b,ag_j05b_os,ag_j05c,ag_j06d_os
1599,209081190318,Panel A,2,20908119,,,,,,,
1600,209091130006,Panel B,2,20909113,,,,,,,
1616,209091130013,Panel B,2,20909113,,,,,,,
1620,209091130019,Panel B,2,20909113,D1,NKHWANI,.25,ACRE,,.31999999,
1602,209091130025,Panel B,2,20909113,,,,,,,
1598,209091130037,Panel B,2,20909113,,,,,,,
1614,209091130043,Panel B,2,20909113,,,,,,,
1608,209091130049,Panel B,2,20909113,,,,,,,
1592,209091130056,Panel B,2,20909113,,,,,,,
1596,209091130074,Panel B,2,20909113,,,,,,,
1618,209091130080,Panel B,2,20909113,,,,,,,
1622,209091130086,Panel B,2,20909113,D1,TANAPOSI PLOT,.2,ACRE,,.28,
1594,209091130099,Panel B,2,20909113,,,,,,,
1612,209091130105,Panel B,2,20909113,,,,,,,
1604,209091130111,Panel B,2,20909113,D1,MAIZE,.5,ACRE,,.2,
1606,209091130123,Panel B,2,20909113,,,,,,,
1642,210370300001,Panel B,2,21037030,,,,,,,
1648,210370300010,Panel B,2,21037030,,,,,,,
1630,210370300014,Panel B,2,21037030,,,,,,,
1624,210370300018,Panel B,2,21037030,,,,,,,
1628,210370300036,Panel B,2,21037030,,,,,,,
1640,210370300045,Panel B,2,21037030,,,,,,,
1650,210370300054,Panel B,2,21037030,,,,,,,
1652,210370300058,Panel B,2,21037030,,,,,,,
1626,210370300067,Panel B,2,21037030,,,,,,,
1646,210370300071,Panel B,2,21037030,,,,,,,
1638,210370300075,Panel B,2,21037030,,,,,,,
1653,210375360051,Panel A,2,21037536,,,,,,,
1649,210375360081,Panel A,2,21037536,,,,,,,
1645,210375360166,Panel A,2,21037536,,,,,,,
1635,210375360303,Panel A,2,21037536,,,,,,,
1669,210487640009,Panel A,2,21048764,,,,,,,
1691,210487640016,Panel A,2,21048764,,,,,,,
1693,210487640032,Panel A,2,21048764,,,,,,,
1665,210487640035,Panel A,2,21048764,,,,,,,
1675,210487640090,Panel A,2,21048764,,,,,,,
1677,210487640099,Panel A,2,21048764,,,,,,,
1681,210487640100,Panel A,2,21048764,,,,,,,
1673,210487640103,Panel A,2,21048764,,,,,,,
1679,210487640147,Panel A,2,21048764,,,,,,,
1685,210487640179,Panel A,2,21048764,,,,,,,
1667,210487640200,Panel A,2,21048764,,,,,,,
1678,210512030007,Panel B,2,21051203,,,,,,,
1664,210512030021,Panel B,2,21051203,,,,,,,
1686,210512030065,Panel B,2,21051203,,,,,,,
1676,210512030108,Panel B,2,21051203,,,,,,,
1674,210512030181,Panel B,2,21051203,,,,,,,
1682,210512030210,Panel B,2,21051203,,,,,,,
1666,210512030253,Panel B,2,21051203,,,,,,,
1717,210524270049,Panel A,2,21052427,,,,,,,
1723,210524270056,Panel A,2,21052427,,,,,,,
1701,210524270105,Panel A,2,21052427,,,,,,,
1703,210524270130,Panel A,2,21052427,,,,,,,
1719,210524270133,Panel A,2,21052427,,,,,,,
1705,210524270222,Panel A,2,21052427,,,,,,,
1711,210524270224,Panel A,2,21052427,,,,,,,
1702,210537450001,Panel B,2,21053745,,,,,,,
1708,210537450023,Panel B,2,21053745,,,,,,,
1692,210537450030,Panel B,2,21053745,,,,,,,
1706,210537450059,Panel B,2,21053745,,,,,,,
1688,210537450133,Panel B,2,21053745,,,,,,,
1714,210537450147,Panel B,2,21053745,,,,,,,
1748,210552410123,Panel B,2,21055241,,,,,,,
1732,210552410148,Panel B,2,21055241,,,,,,,
1726,210552410174,Panel B,2,21055241,,,,,,,
1746,210552410199,Panel B,2,21055241,,,,,,,
1738,210552410301,Panel B,2,21055241,,,,,,,
1744,210552410353,Panel B,2,21055241,,,,,,,
1734,210552410378,Panel B,2,21055241,,,,,,,
1750,210552410404,Panel B,2,21055241,,,,,,,
1720,210552410429,Panel B,2,21055241,,,,,,,
1730,210552410480,Panel B,2,21055241,,,,,,,
1722,210552410531,Panel B,2,21055241,,,,,,,
1749,210556930273,Panel A,2,21055693,,,,,,,
1753,210556930426,Panel A,2,21055693,,,,,,,
1757,210556930609,Panel A,2,21055693,,,,,,,
1733,210556930638,Panel A,2,21055693,,,,,,,
1743,210556930789,Panel A,2,21055693,,,,,,,
1745,210556930881,Panel A,2,21055693,,,,,,,
1739,210556930960,Panel A,2,21055693,,,,,,,
1752,210660960013,Panel B,2,21066096,,,,,,,
1774,210660960138,Panel B,2,21066096,,,,,,,
1756,210660960179,Panel B,2,21066096,,,,,,,
1766,210660960303,Panel B,2,21066096,,,,,,,
1764,210660960386,Panel B,2,21066096,,,,,,,
1780,210660960511,Panel B,2,21066096,,,,,,,
1772,210660960593,Panel B,2,21066096,,,,,,,
1760,210660960676,Panel B,2,21066096,,,,,,,
1754,210660960718,Panel B,2,21066096,,,,,,,
1778,210660960842,Panel B,2,21066096,,,,,,,
1777,210663390033,Panel A,2,21066339,,,,,,,
1781,210663390423,Panel A,2,21066339,,,,,,,
1761,210663390451,Panel A,2,21066339,,,,,,,
1769,210663390578,Panel A,2,21066339,,,,,,,
1789,210663390682,Panel A,2,21066339,,,,,,,
1767,210663390754,Panel A,2,21066339,,,,,,,
1773,210663390913,Panel A,2,21066339,,,,,,,
1807,210745100075,Panel A,2,21074510,,,,,,,
1801,210745100501,Panel A,2,21074510,,,,,,,
1795,210745100640,Panel A,2,21074510,,,,,,,
1817,210745100885,Panel A,2,21074510,,,,,,,
1809,210745100917,Panel A,2,21074510,,,,,,,
1821,210745100948,Panel A,2,21074510,,,,,,,
1800,210777250033,Panel B,2,21077725,,,,,,,
1802,210777250041,Panel B,2,21077725,,,,,,,
1812,210777250058,Panel B,2,21077725,,,,,,,
1786,210777250066,Panel B,2,21077725,,,,,,,
1810,210777250074,Panel B,2,21077725,,,,,,,
1808,210777250157,Panel B,2,21077725,,,,,,,
1796,210777250174,Panel B,2,21077725,,,,,,,
1849,210803080100,Panel A,2,21080308,,,,,,,
1853,210803080358,Panel A,2,21080308,,,,,,,
1843,210803080685,Panel A,2,21080308,,,,,,,
1825,210803080880,Panel A,2,21080308,,,,,,,
1836,210815730045,Panel B,2,21081573,,,,,,,
1822,210815730107,Panel B,2,21081573,,,,,,,
1818,210815730169,Panel B,2,21081573,,,,,,,
1832,210815730190,Panel B,2,21081573,,,,,,,
1840,210815730253,Panel B,2,21081573,,,,,,,
1834,210815730273,Panel B,2,21081573,,,,,,,
1824,210815730315,Panel B,2,21081573,,,,,,,
1820,210815730357,Panel B,2,21081573,,,,,,,
1856,210860690053,Panel B,2,21086069,,,,,,,
1870,210860690065,Panel B,2,21086069,,,,,,,
1862,210860690077,Panel B,2,21086069,,,,,,,
1860,210860690100,Panel B,2,21086069,,,,,,,
1872,210860690112,Panel B,2,21086069,,,,,,,
1844,210860690123,Panel B,2,21086069,,,,,,,
1854,210860690146,Panel B,2,21086069,,,,,,,
1846,210860690158,Panel B,2,21086069,,,,,,,
1866,210860690170,Panel B,2,21086069,,,,,,,
1848,210860690181,Panel B,2,21086069,,,,,,,
1850,210860690204,Panel B,2,21086069,,,,,,,
1868,210860690216,Panel B,2,21086069,,,,,,,
1873,210864360023,Panel A,2,21086436,,,,,,,
1865,210864360071,Panel A,2,21086436,,,,,,,
1875,210864360087,Panel A,2,21086436,,,,,,,
1879,210864360119,Panel A,2,21086436,,,,,,,
1871,210864360135,Panel A,2,21086436,,,,,,,
1887,210864360167,Panel A,2,21086436,,,,,,,
1857,210864360183,Panel A,2,21086436,,,,,,,
1859,210864360200,Panel A,2,21086436,,,,,,,
1867,210864360216,Panel A,2,21086436,,,,,,,
1877,210864360264,Panel A,2,21086436,,,,,,,
1881,210864360280,Panel A,2,21086436,,,,,,,
1885,210864360296,Panel A,2,21086436,,,,,,,
1863,210864360312,Panel A,2,21086436,,,,,,,
1915,210875310152,Panel A,2,21087531,,,,,,,
1901,210875310213,Panel A,2,21087531,,,,,,,
1889,210875310313,Panel A,2,21087531,,,,,,,
1909,210875310374,Panel A,2,21087531,,,,,,,
1919,210875310399,Panel A,2,21087531,,,,,,,
1874,210885970005,Panel B,2,21088597,,,,,,,
1892,210885970026,Panel B,2,21088597,,,,,,,
1902,210885970047,Panel B,2,21088597,,,,,,,
1880,210885970068,Panel B,2,21088597,,,,,,,
1890,210885970089,Panel B,2,21088597,D1,DIMBA,.5,ACRE,,.34,
1896,210885970174,Panel B,2,21088597,,,,,,,
1900,210885970195,Panel B,2,21088597,,,,,,,
1886,210885970237,Panel B,2,21088597,,,,,,,
1878,210885970258,Panel B,2,21088597,,,,,,,
1882,210885970321,Panel B,2,21088597,D1,DIMBA,1.5,ACRE,,.2,
1876,210885970342,Panel B,2,21088597,,,,,,,
1898,210885970363,Panel B,2,21088597,,,,,,,
1894,210885970405,Panel B,2,21088597,,,,,,,
1888,210885970426,Panel B,2,21088597,,,,,,,
1951,301012800005,Panel A,2,30101280,,,,,,,
1941,301012800051,Panel A,2,30101280,,,,,,,
1923,301012800063,Panel A,2,30101280,D1,MAIZE PLOT,1,ACRE,,.1,
1935,301012800066,Panel A,2,30101280,,,,,,,
1929,301012800072,Panel A,2,30101280,,,,,,,
1933,301012800089,Panel A,2,30101280,,,,,,,
1925,301012800118,Panel A,2,30101280,,,,,,,
1945,301012800121,Panel A,2,30101280,,,,,,,
1943,301012800128,Panel A,2,30101280,,,,,,,
1949,301012800130,Panel A,2,30101280,,,,,,,
1939,301012800172,Panel A,2,30101280,,,,,,,
1931,301012800179,Panel A,2,30101280,,,,,,,
1947,301012800247,Panel A,2,30101280,,,,,,,
1927,301012800312,Panel A,2,30101280,D1,MAIZE LPOT,.2,ACRE,,.2,
1921,301012800326,Panel A,2,30101280,,,,,,,
1937,301012800351,Panel A,2,30101280,D1,LOCAL MAIZE,.5,ACRE,,.13,
1922,301015450010,Panel B,2,30101545,,,,,,,
1908,301015450016,Panel B,2,30101545,D1,TANAPOSI,.25,ACRE,,.14,
1914,301015450023,Panel B,2,30101545,,,,,,,
1924,301015450030,Panel B,2,30101545,,,,,,,
1920,301015450043,Panel B,2,30101545,,,,,,,
1932,301015450050,Panel B,2,30101545,,,,,,,
1930,301015450057,Panel B,2,30101545,,,,,,,
1910,301015450063,Panel B,2,30101545,,,,,,,
1934,301015450077,Panel B,2,30101545,,,,,,,
1904,301015450083,Panel B,2,30101545,,,,,,,
1912,301015450090,Panel B,2,30101545,,,,,,,
1926,301015450097,Panel B,2,30101545,,,,,,,
1916,301015450110,Panel B,2,30101545,D1,MAIZE PLOT,.2,ACRE,,.1,
1906,301015450117,Panel B,2,30101545,D1,TANAPOSI,.25,ACRE,,,
1928,301015450124,Panel B,2,30101545,,,,,,,
1918,301015450137,Panel B,2,30101545,,,,,,,
1983,301020280005,Panel A,2,30102028,,,,,,,
1955,301020280030,Panel A,2,30102028,,,,,,,
1981,301020280052,Panel A,2,30102028,,,,,,,
1965,301020280075,Panel A,2,30102028,,,,,,,
1977,301020280084,Panel A,2,30102028,,,,,,,
1953,301020280090,Panel A,2,30102028,,,,,,,
1967,301020280096,Panel A,2,30102028,,,,,,,
1957,301020280102,Panel A,2,30102028,,,,,,,
1959,301020280135,Panel A,2,30102028,,,,,,,
1961,301020280151,Panel A,2,30102028,,,,,,,
1963,301020280165,Panel A,2,30102028,,,,,,,
1973,301020280188,Panel A,2,30102028,,,,,,,
1971,301020280191,Panel A,2,30102028,,,,,,,
1975,301020280228,Panel A,2,30102028,,,,,,,
1969,301020280236,Panel A,2,30102028,,,,,,,
1979,301020280258,Panel A,2,30102028,,,,,,,
1964,301025400018,Panel B,2,30102540,,,,,,,
1954,301025400027,Panel B,2,30102540,,,,,,,
1960,301025400037,Panel B,2,30102540,,,,,,,
1966,301025400046,Panel B,2,30102540,,,,,,,
1938,301025400065,Panel B,2,30102540,,,,,,,
1956,301025400075,Panel B,2,30102540,,,,,,,
1942,301025400085,Panel B,2,30102540,,,,,,,
1940,301025400094,Panel B,2,30102540,,,,,,,
1962,301025400113,Panel B,2,30102540,,,,,,,
1936,301025400123,Panel B,2,30102540,,,,,,,
1946,301025400132,Panel B,2,30102540,,,,,,,
1950,301025400142,Panel B,2,30102540,,,,,,,
1948,301025400161,Panel B,2,30102540,,,,,,,
1944,301025400171,Panel B,2,30102540,,,,,,,
1958,301025400180,Panel B,2,30102540,,,,,,,
1952,301025400199,Panel B,2,30102540,,,,,,,
2005,301030740024,Panel A,2,30103074,,,,,,,
1985,301030740038,Panel A,2,30103074,,,,,,,
1993,301030740051,Panel A,2,30103074,,,,,,,
2007,301030740064,Panel A,2,30103074,,,,,,,
2001,301030740091,Panel A,2,30103074,,,,,,,
1987,301030740104,Panel A,2,30103074,,,,,,,
1999,301030740118,Panel A,2,30103074,,,,,,,
1991,301030740131,Panel A,2,30103074,,,,,,,
1989,301030740158,Panel A,2,30103074,,,,,,,
2013,301030740171,Panel A,2,30103074,,,,,,,
2015,301030740184,Panel A,2,30103074,,,,,,,
2011,301030740198,Panel A,2,30103074,,,,,,,
1995,301030740224,Panel A,2,30103074,,,,,,,
2003,301030740238,Panel A,2,30103074,,,,,,,
1997,301030740251,Panel A,2,30103074,,,,,,,
2009,301030740278,Panel A,2,30103074,,,,,,,
1976,301047080010,Panel B,2,30104708,,,,,,,
1980,301047080023,Panel B,2,30104708,D1,NAKANYANJA,.40000001,ACRE,,0,
1970,301047080037,Panel B,2,30104708,,,,,,,
1984,301047080062,Panel B,2,30104708,D1,IRISH POTATO,1,ACRE,,.30000001,
1984,301047080062,Panel B,2,30104708,D2,SUGARCANE,.30000001,ACRE,,.40000001,
1978,301047080065,Panel B,2,30104708,D1,IRISH PLOT,.40000001,ACRE,,.30000001,
1978,301047080065,Panel B,2,30104708,D2,MAIZE PLOT,1,ACRE,,.30000001,
1972,301047080092,Panel B,2,30104708,D2,SUGAR CANE,.40000001,ACRE,,.30000001,
1972,301047080092,Panel B,2,30104708,D1,LOCAL MAIZE,1.4,ACRE,,.5,
1998,301047080102,Panel B,2,30104708,,,,,,,
1986,301047080119,Panel B,2,30104708,D1,NAKANYANJA,.5,ACRE,,.02,
1992,301047080133,Panel B,2,30104708,D2,MAIZE PLOT,.2,ACRE,,.15000001,
1992,301047080133,Panel B,2,30104708,D1,TOMATO PLOT,.2,ACRE,,.2,
1982,301047080147,Panel B,2,30104708,D1,HYBRID MAIZE,.5,ACRE,,.23999999,
1990,301047080174,Panel B,2,30104708,D1,HYBRID MAIZE,.5,ACRE,,.25,
1996,301047080188,Panel B,2,30104708,D2,KUMATIMBE,.5,ACRE,,.1,
1996,301047080188,Panel B,2,30104708,D1,KUMATIMBE,.5,ACRE,,.02,
1974,301047080229,Panel B,2,30104708,D1,BEANS,1,ACRE,,.15000001,
1968,301047080257,Panel B,2,30104708,,,,,,,
1994,301047080284,Panel B,2,30104708,D1,BEANS PLOT,.25,ACRE,,.1,
2021,301053250034,Panel A,2,30105325,,,,,,,
2037,301053250101,Panel A,2,30105325,,,,,,,
2045,301053250109,Panel A,2,30105325,,,,,,,
2033,301053250111,Panel A,2,30105325,,,,,,,
2029,301053250124,Panel A,2,30105325,D1,MAIZE PLOT,.40000001,ACRE,,.30000001,
2041,301053250136,Panel A,2,30105325,,,,,,,
2043,301053250141,Panel A,2,30105325,,,,,,,
2039,301053250145,Panel A,2,30105325,,,,,,,
2025,301053250181,Panel A,2,30105325,,,,,,,
2017,301053250201,Panel A,2,30105325,,,,,,,
2031,301053250223,Panel A,2,30105325,,,,,,,
2027,301053250227,Panel A,2,30105325,D1,NANGALAMU,.2,ACRE,,0,
2035,301053250271,Panel A,2,30105325,D1,MAIZE PLOT,.2,ACRE,,.30000001,
2023,301053250273,Panel A,2,30105325,,,,,,,
2024,301054480005,Panel B,2,30105448,D1,KWAWAHANA,.2,ACRE,,0,
2006,301054480020,Panel B,2,30105448,,,,,,,
2000,301054480037,Panel B,2,30105448,,,,,,,
2008,301054480065,Panel B,2,30105448,,,,,,,
2004,301054480087,Panel B,2,30105448,,,,,,,
2018,301054480103,Panel B,2,30105448,,,,,,,
2028,301054480136,Panel B,2,30105448,,,,,,,
2016,301054480152,Panel B,2,30105448,,,,,,,
2014,301054480168,Panel B,2,30105448,,,,,,,
2012,301054480201,Panel B,2,30105448,,,,,,,
2020,301054480217,Panel B,2,30105448,,,,,,,
2026,301054480234,Panel B,2,30105448,,,,,,,
2010,301054480266,Panel B,2,30105448,,,,,,,
2030,301054480283,Panel B,2,30105448,,,,,,,
2002,301054480299,Panel B,2,30105448,,,,,,,
2022,301054480332,Panel B,2,30105448,,,,,,,
2034,301076240005,Panel B,2,30107624,,,,,,,
2046,301076240010,Panel B,2,30107624,D1,BEANS,.25,ACRE,,.02,
2038,301076240026,Panel B,2,30107624,,,,,,,
2060,301076240032,Panel B,2,30107624,,,,,,,
2054,301076240037,Panel B,2,30107624,,,,,,,
2044,301076240044,Panel B,2,30107624,,,,,,,
2040,301076240048,Panel B,2,30107624,,,,,,,
2056,301076240053,Panel B,2,30107624,,,,,,,
2036,301076240059,Panel B,2,30107624,,,,,,,
2032,301076240064,Panel B,2,30107624,,,,,,,
2042,301076240070,Panel B,2,30107624,D1,BEAN PLOT,.30000001,ACRE,,.1,
2050,301076240086,Panel B,2,30107624,,,,,,,
2048,301076240091,Panel B,2,30107624,D1,NAKAWALE,.5,ACRE,,.1,
2058,301076240102,Panel B,2,30107624,,,,,,,
2052,301076240113,Panel B,2,30107624,,,,,,,
2065,301084010009,Panel A,2,30108401,,,,,,,
2061,301084010010,Panel A,2,30108401,,,,,,,
2077,301084010012,Panel A,2,30108401,,,,,,,
2075,301084010037,Panel A,2,30108401,D1,MAIZE PLOT,.2,ACRE,,.5,
2067,301084010039,Panel A,2,30108401,,,,,,,
2079,301084010064,Panel A,2,30108401,,,,,,,
2059,301084010070,Panel A,2,30108401,,,,,,,
2063,301084010099,Panel A,2,30108401,,,,,,,
2071,301084010104,Panel A,2,30108401,,,,,,,
2051,301084010139,Panel A,2,30108401,,,,,,,
2057,301084010150,Panel A,2,30108401,,,,,,,
2073,301084010167,Panel A,2,30108401,D1,MAIZE PLOT,.5,ACRE,,.25,
2069,301084010179,Panel A,2,30108401,,,,,,,
2049,301084010219,Panel A,2,30108401,,,,,,,
2053,301084010268,Panel A,2,30108401,,,,,,,
2055,301084010274,Panel A,2,30108401,,,,,,,
2082,301097240008,Panel B,2,30109724,,,,,,,
2086,301097240036,Panel B,2,30109724,,,,,,,
2074,301097240038,Panel B,2,30109724,,,,,,,
2088,301097240090,Panel B,2,30109724,,,,,,,
2078,301097240117,Panel B,2,30109724,,,,,,,
2068,301097240145,Panel B,2,30109724,,,,,,,
2072,301097240199,Panel B,2,30109724,,,,,,,
2066,301097240226,Panel B,2,30109724,,,,,,,
2084,301097240254,Panel B,2,30109724,,,,,,,
2076,301097240308,Panel B,2,30109724,,,,,,,
2080,301097240335,Panel B,2,30109724,,,,,,,
2062,301097240363,Panel B,2,30109724,,,,,,,
2092,301097240417,Panel B,2,30109724,,,,,,,
2064,301097240444,Panel B,2,30109724,,,,,,,
2070,301097240471,Panel B,2,30109724,,,,,,,
2090,301097240526,Panel B,2,30109724,,,,,,,
2103,302022520003,Panel A,2,30202252,D1,SUGARCAN,.30000001,ACRE,,.12,
2085,302022520008,Panel A,2,30202252,,,,,,,
2087,302022520019,Panel A,2,30202252,D1,SUGARCAN,.5,ACRE,,.20999999,
2105,302022520033,Panel A,2,30202252,,,,,,,
2097,302022520049,Panel A,2,30202252,,,,,,,
2109,302022520088,Panel A,2,30202252,,,,,,,
2081,302022520117,Panel A,2,30202252,,,,,,,
2091,302022520119,Panel A,2,30202252,,,,,,,
2093,302022520121,Panel A,2,30202252,,,,,,,
2089,302022520126,Panel A,2,30202252,,,,,,,
2111,302022520153,Panel A,2,30202252,,,,,,,
2095,302022520158,Panel A,2,30202252,,,,,,,
2107,302022520173,Panel A,2,30202252,,,,,,,
2083,302022520180,Panel A,2,30202252,,,,,,,
2101,302022520185,Panel A,2,30202252,,,,,,,
2099,302022520205,Panel A,2,30202252,,,,,,,
2098,302063410009,Panel B,2,30206341,,,,,,,
2118,302063410019,Panel B,2,30206341,,,,,,,
2116,302063410028,Panel B,2,30206341,,,,,,,
2106,302063410037,Panel B,2,30206341,D1,MAIZE PLOT,1,ACRE,,.5,
2122,302063410054,Panel B,2,30206341,D1,MAIZE PLOT,2,ACRE,,3,
2100,302063410063,Panel B,2,30206341,,,,,,,
2094,302063410072,Panel B,2,30206341,,,,,,,
2124,302063410081,Panel B,2,30206341,,,,,,,
2112,302063410099,Panel B,2,30206341,,,,,,,
2114,302063410107,Panel B,2,30206341,,,,,,,
2110,302063410116,Panel B,2,30206341,,,,,,,
2102,302063410125,Panel B,2,30206341,,,,,,,
2108,302063410143,Panel B,2,30206341,,,,,,,
2120,302063410152,Panel B,2,30206341,,,,,,,
2096,302063410161,Panel B,2,30206341,,,,,,,
2104,302063410178,Panel B,2,30206341,,,,,,,
2119,302065720001,Panel A,2,30206572,,,,,,,
2113,302065720004,Panel A,2,30206572,,,,,,,
2115,302065720046,Panel A,2,30206572,,,,,,,
2133,302065720100,Panel A,2,30206572,,,,,,,
2125,302065720131,Panel A,2,30206572,,,,,,,
2143,302065720152,Panel A,2,30206572,,,,,,,
2131,302065720201,Panel A,2,30206572,,,,,,,
2127,302065720205,Panel A,2,30206572,,,,,,,
2121,302065720210,Panel A,2,30206572,,,,,,,
2129,302065720211,Panel A,2,30206572,,,,,,,
2117,302065720217,Panel A,2,30206572,,,,,,,
2141,302065720221,Panel A,2,30206572,,,,,,,
2137,302065720244,Panel A,2,30206572,,,,,,,
2139,302065720269,Panel A,2,30206572,,,,,,,
2135,302065720297,Panel A,2,30206572,D1,LUPANDA,.30000001,ACRE,,0,
2123,302065720322,Panel A,2,30206572,,,,,,,
2142,302083960004,Panel B,2,30208396,,,,,,,
2148,302083960021,Panel B,2,30208396,,,,,,,
2128,302083960039,Panel B,2,30208396,,,,,,,
2134,302083960056,Panel B,2,30208396,,,,,,,
2152,302083960073,Panel B,2,30208396,,,,,,,
2138,302083960090,Panel B,2,30208396,,,,,,,
2140,302083960107,Panel B,2,30208396,,,,,,,
2156,302083960141,Panel B,2,30208396,,,,,,,
2132,302083960158,Panel B,2,30208396,,,,,,,
2146,302083960175,Panel B,2,30208396,,,,,,,
2154,302083960209,Panel B,2,30208396,,,,,,,
2126,302083960212,Panel B,2,30208396,,,,,,,
2130,302083960227,Panel B,2,30208396,,,,,,,
2136,302083960295,Panel B,2,30208396,D1,KUCHITUNDU,.30000001,ACRE,,.1,
2150,302083960312,Panel B,2,30208396,,,,,,,
2144,302083960346,Panel B,2,30208396,,,,,,,
2153,302123070024,Panel A,2,30212307,,,,,,,
2173,302123070078,Panel A,2,30212307,,,,,,,
2151,302123070080,Panel A,2,30212307,,,,,,,
2161,302123070110,Panel A,2,30212307,,,,,,,
2145,302123070121,Panel A,2,30212307,,,,,,,
2171,302123070173,Panel A,2,30212307,D1,MAIZE PLOT,1,ACRE,,.30000001,
2167,302123070288,Panel A,2,30212307,,,,,,,
2155,302123070294,Panel A,2,30212307,,,,,,,
2149,302123070300,Panel A,2,30212307,,,,,,,
2165,302123070319,Panel A,2,30212307,,,,,,,
2159,302123070351,Panel A,2,30212307,,,,,,,
2169,302123070357,Panel A,2,30212307,,,,,,,
2163,302123070394,Panel A,2,30212307,,,,,,,
2175,302123070422,Panel A,2,30212307,,,,,,,
2157,302123070520,Panel A,2,30212307,D1,TOMATO PLOT,.25,ACRE,,.1,
2157,302123070520,Panel A,2,30212307,D2,KUMPIRA,.25,ACRE,,.1,
2147,302123070526,Panel A,2,30212307,,,,,,,
2160,302124920003,Panel B,2,30212492,,,,,,,
2166,302124920006,Panel B,2,30212492,,,,,,,
2174,302124920012,Panel B,2,30212492,,,,,,,
2182,302124920016,Panel B,2,30212492,,,,,,,
2162,302124920019,Panel B,2,30212492,,,,,,,
2186,302124920026,Panel B,2,30212492,,,,,,,
2178,302124920029,Panel B,2,30212492,,,,,,,
2176,302124920032,Panel B,2,30212492,,,,,,,
2180,302124920039,Panel B,2,30212492,,,,,,,
2158,302124920042,Panel B,2,30212492,,,,,,,
2188,302124920045,Panel B,2,30212492,,,,,,,
2184,302124920052,Panel B,2,30212492,,,,,,,
2164,302124920055,Panel B,2,30212492,,,,,,,
2172,302124920058,Panel B,2,30212492,,,,,,,
2168,302124920065,Panel B,2,30212492,,,,,,,
2170,302124920068,Panel B,2,30212492,,,,,,,
2197,303026010023,Panel A,2,30302601,,,,,,,
2187,303026010024,Panel A,2,30302601,,,,,,,
2191,303026010044,Panel A,2,30302601,,,,,,,
2185,303026010063,Panel A,2,30302601,,,,,,,
2205,303026010070,Panel A,2,30302601,,,,,,,
2183,303026010120,Panel A,2,30302601,,,,,,,
2207,303026010127,Panel A,2,30302601,,,,,,,
2201,303026010149,Panel A,2,30302601,,,,,,,
2189,303026010171,Panel A,2,30302601,,,,,,,
2181,303026010185,Panel A,2,30302601,,,,,,,
2203,303026010204,Panel A,2,30302601,,,,,,,
2177,303026010214,Panel A,2,30302601,,,,,,,
2199,303026010247,Panel A,2,30302601,,,,,,,
2195,303026010260,Panel A,2,30302601,,,,,,,
2179,303026010270,Panel A,2,30302601,,,,,,,
2193,303026010273,Panel A,2,30302601,,,,,,,
2194,303050820012,Panel B,2,30305082,,,,,,,
2214,303050820019,Panel B,2,30305082,,,,,,,
2220,303050820025,Panel B,2,30305082,,,,,,,
2210,303050820031,Panel B,2,30305082,,,,,,,
2196,303050820044,Panel B,2,30305082,,,,,,,
2200,303050820051,Panel B,2,30305082,D1,TOMATOES,.30000001,SQUARE METERS,,.12,
2198,303050820057,Panel B,2,30305082,,,,,,,
2206,303050820064,Panel B,2,30305082,,,,,,,
2216,303050820077,Panel B,2,30305082,,,,,,,
2212,303050820083,Panel B,2,30305082,,,,,,,
2218,303050820090,Panel B,2,30305082,D1,TOMATO,.25,ACRE,,.079999998,
2190,303050820096,Panel B,2,30305082,,,,,,,
2204,303050820109,Panel B,2,30305082,,,,,,,
2202,303050820116,Panel B,2,30305082,,,,,,,
2192,303050820122,Panel B,2,30305082,,,,,,,
2208,303050820135,Panel B,2,30305082,,,,,,,
2219,303052770021,Panel A,2,30305277,,,,,,,
2235,303052770023,Panel A,2,30305277,,,,,,,
2213,303052770038,Panel A,2,30305277,,,,,,,
2211,303052770049,Panel A,2,30305277,D1,MAIZE,.40000001,ACRE,,.57999998,
2227,303052770056,Panel A,2,30305277,,,,,,,
2237,303052770081,Panel A,2,30305277,,,,,,,
2229,303052770087,Panel A,2,30305277,,,,,,,
2225,303052770089,Panel A,2,30305277,D1,PEAS,.25,ACRE,,.029999999,
2239,303052770098,Panel A,2,30305277,,,,,,,
2221,303052770107,Panel A,2,30305277,,,,,,,
2233,303052770117,Panel A,2,30305277,,,,,,,
2215,303052770121,Panel A,2,30305277,,,,,,,
2231,303052770134,Panel A,2,30305277,D1,THONDWE,.25,ACRE,,.19,
2223,303052770138,Panel A,2,30305277,,,,,,,
2217,303052770164,Panel A,2,30305277,,,,,,,
2209,303052770171,Panel A,2,30305277,,,,,,,
2243,303055800018,Panel A,2,30305580,,,,,,,
2245,303055800038,Panel A,2,30305580,,,,,,,
2263,303055800052,Panel A,2,30305580,,,,,,,
2265,303055800069,Panel A,2,30305580,,,,,,,
2271,303055800084,Panel A,2,30305580,,,,,,,
2267,303055800087,Panel A,2,30305580,,,,,,,
2255,303055800090,Panel A,2,30305580,,,,,,,
2269,303055800092,Panel A,2,30305580,,,,,,,
2241,303055800105,Panel A,2,30305580,,,,,,,
2261,303055800109,Panel A,2,30305580,,,,,,,
2257,303055800113,Panel A,2,30305580,,,,,,,
2251,303055800116,Panel A,2,30305580,,,,,,,
