y2_hhid,ag_c00,dist_hh,slope,elevation,twi
0142-003,T02,0,11,1090,11
0143-002,T01,0,2,500,13
0144-001,T01,.1,11,1140,12
0144-001,T02,.2,7,1130,13
0144-001,T03,0,13,1140,11
0145-001,T01,0,4,500,13
0146-001,T01,0,8,1030,12
0147-001,T01,0,1,500,15
0148-001,T01,.1,9,1070,12
0149-001,T01,0,2,500,13
0152-001,T01,.1,7,1100,13
0152-001,T02,.1,8,1100,13
0153-001,T01,.1,1,490,15
0155-001,T01,.1,2,490,19
0156-001,T01,0,3,1120,12
0157-001,T01,0,3,490,13
0159-001,T01,0,1,490,16
0160-001,T01,0,7,1130,12
0161-001,T01,0,3,590,13
0161-001,T02,0,1,590,13
0161-006,T01,.2,1,540,17
0162-001,T01,0,1,490,14
0163-001,T01,.2,3,540,12
0165-001,T01,0,3,580,13
0166-001,T01,1,1,490,15
0167-001,T01,1.2,2,570,13
0168-002,T01,0,1,500,19
0169-001,T01,.4,6,530,13
0171-001,T01,.1,5,550,13
0171-001,T02,0,5,560,14
0172-001,T01,.1,4,510,13
0177-001,T01,1.6,2,570,14
0178-001,T01,.1,3,510,14
0178-001,T02,.2,4,500,17
0179-001,T01,0,2,570,14
0181-001,T01,0,2,570,15
0181-001,T02,0,1,570,14
0185-001,T01,0,2,570,15
0189-001,T01,0,5,580,14
0189-002,T01,0,9,530,14
0191-001,T01,0,1,570,13
0193-002,T01,2,1,490,14
0197-001,T01,0,1,490,22
0204-001,T01,0,3,580,12
0207-001,T01,0,2,490,18
0208-001,T01,.3,4,570,13
0209-001,T01,0,2,490,14
0210-001,T01,0,3,550,13
0216-001,T01,0,3,580,13
0217-001,T01,0,2,490,14
0217-001,T02,0,1,490,14
0220-001,T01,0,2,560,13
0222-001,T01,0,5,560,14
0222-001,T02,0,5,560,14
0224-001,T01,0,2,580,14
0224-001,T02,.1,2,570,14
0224-010,T01,0,2,480,17
0226-002,T01,0,2,500,14
0229-001,T01,.1,5,600,14
0229-001,T02,.1,5,600,14
0230-001,T01,0,1,490,14
0230-001,T02,0,1,480,17
0231-001,T01,.7,3,560,36
0232-001,T01,.2,1,490,16
0232-003,T01,0,1,490,16
0233-001,T01,.3,13,660,13
0234-001,T01,0,2,480,18
0236-001,T01,0,3,560,17
0236-001,T02,0,2,560,13
0237-001,T01,0,3,580,16
0237-001,T02,0,3,580,16
0237-003,T01,.1,7,710,12
0237-003,T02,.2,11,710,11
0237-003,T03,0,16,730,11
0239-001,T01,.1,11,600,11
0240-001,T01,.1,1,480,14
0243-001,T01,.8,0,480,15
0244-001,T01,0,2,490,15
0246-001,T01,0,2,490,14
0246-001,T02,.3,1,500,16
0248-001,T01,0,2,490,15
0248-001,T02,0,2,490,17
0250-001,T01,1.8,2,490,17
0250-001,T02,.8,1,480,16
0252-002,T01,0,0,490,15
0256-002,T01,0,3,500,14
0257-001,T01,0,4,490,13
0257-001,T02,0,4,490,13
0258-001,T01,0,4,530,13
0258-001,T02,.2,9,520,12
0258-001,T03,1.3,9,530,12
0259-001,T01,.1,5,500,13
0259-001,T02,0,5,500,13
0259-001,T03,0,4,500,13
0260-001,T01,.3,3,500,14
0261-001,T01,0,1,490,16
0262-001,T01,0,3,490,13
0263-001,T01,.4,2,490,13
0264-001,T01,.1,5,510,13
0265-001,T01,.7,1,490,16
0265-001,T02,.7,2,490,14
0265-001,T03,0,1,490,14
0266-001,T01,1,3,500,13
0267-002,T01,.2,8,510,13
0268-001,T01,0,2,490,16
0269-001,T01,1.4,2,490,14
0269-001,T02,.5,1,480,25
0269-001,T03,0,3,490,13
0270-001,T01,.1,7,520,13
0270-001,T02,0,6,530,12
0271-001,T01,0,1,500,13
0272-003,T01,1.6,5,520,13
0272-003,T02,.5,3,490,15
0273-001,T01,.7,2,480,13
0273-001,T02,0,1,490,14
0274-001,T01,.2,3,490,19
0274-001,T02,0,3,490,14
0275-001,T01,0,5,500,13
0275-001,T02,7.5,10,570,14
0275-001,T03,.1,1,500,13
0275-001,T04,.1,1,500,13
0275-001,T05,7.5,10,570,14
0276-001,T01,2.1,0,480,15
0277-001,T01,0,1,490,14
0278-001,T01,0,3,490,13
0278-001,T02,.3,1,490,13
0278-003,T01,0,5,500,13
0279-001,T01,1,1,490,16
0279-001,T02,1,1,490,15
0280-001,T01,.4,4,510,13
0281-001,T01,1.3,1,490,16
0281-001,T02,1.3,1,490,17
0281-001,T03,1.3,1,490,17
0282-001,T01,0,4,490,17
0282-001,T02,.1,3,490,16
0282-001,T03,0,4,490,16
0283-002,T01,.9,1,490,16
0283-002,T02,0,4,490,13
0284-001,T01,.1,3,500,12
0284-001,T02,0,3,500,12
0285-001,T01,.1,2,490,13
0286-001,T01,.2,7,500,16
0287-001,T01,.4,3,490,16
0287-001,T02,.7,3,490,14
0287-001,T03,.7,4,490,13
0287-001,T04,.8,1,490,17
0288-001,T01,.6,8,710,13
0289-001,T01,,,,
0289-001,T02,,,,
0290-001,T01,0,12,710,12
0291-002,T01,4.6,4,540,13
0291-002,T02,,,,
0292-001,T01,0,4,690,12
0293-002,T01,1.6,6,510,13
0295-001,T01,1.4,2,510,13
0297-001,T01,33.1,5,490,14
0297-001,T02,33.1,5,490,14
0297-002,T01,0,5,490,14
0297-002,T02,0,5,490,14
0298-001,T01,0,10,720,12
0299-001,T01,.6,3,530,13
0299-002,T01,.1,6,520,14
0299-003,T01,0,7,1060,14
0299-005,T01,0,4,1100,13
0301-001,T01,0,6,520,13
0301-001,T02,.2,3,510,14
0301-001,T03,1.9,2,510,17
0301-001,T04,,,,
0301-001,T05,,,,
0302-001,T01,.2,37,520,13
0302-001,T02,.1,24,510,11
0303-001,T01,0,3,540,13
0303-001,T02,0,4,540,13
0303-001,T03,.1,4,540,13
0303-001,T04,0,4,540,13
0304-001,T01,.1,9,720,12
0305-001,T01,1.5,4,510,17
0305-001,T02,1.5,3,510,17
0305-008,T01,0,13,590,12
0305-008,T02,0,17,590,12
0307-003,T01,.1,11,1080,11
0307-003,T02,0,19,1060,12
0308-001,T01,1.4,5,710,17
0309-001,T01,.4,6,500,13
0309-001,T02,,,,
0310-001,T01,.1,11,700,11
0312-001,T01,.1,6,700,13
0313-001,T01,3.9,2,490,14
0313-001,T02,3.9,4,500,15
0314-001,T01,2.9,9,720,12
0315-001,T01,.2,4,520,13
0315-001,T02,.2,4,510,13
0315-001,T03,.3,6,510,18
0316-001,T01,5.4,29,830,12
0317-001,T01,.8,3,530,13
0317-001,T02,.8,3,530,13
0317-001,T03,.9,7,520,13
0318-001,T01,.1,2,1130,13
0318-001,T02,.1,2,1130,13
0319-003,T01,2,7,540,13
0319-003,T02,2,7,540,13
0319-003,T03,,,,
0321-001,T01,0,8,530,12
0321-001,T02,.1,6,530,14
0321-001,T03,.1,6,530,14
0321-001,T04,.1,7,530,14
0323-001,T01,.1,7,560,13
0323-001,T02,.1,7,560,13
0325-001,T01,0,5,520,13
0325-005,T01,3.8,7,530,13
0327-001,T01,0,5,560,13
0329-001,T01,.6,3,530,15
0331-001,T01,2.1,4,550,14
0333-001,T01,1.1,4,520,12
0333-001,T02,1.1,4,520,12
0333-006,T01,2.2,6,540,13
0335-001,T01,.6,4,500,14
0337-001,T01,.4,5,530,13
0337-001,T02,0,5,550,13
0339-001,T01,0,5,560,13
0339-001,T02,.2,2,560,13
0339-001,T03,.2,2,560,13
0339-001,T04,.2,4,560,13
0339-001,T05,.2,2,560,13
0340-002,T01,0,7,640,12
0341-001,T01,.1,7,530,12
0341-001,T02,0,6,540,13
0342-001,T01,0,1,1100,15
0342-004,T01,0,1,510,14
0343-001,T01,1.3,4,520,13
0345-001,T01,1.7,3,500,13
0345-001,T02,1.7,2,490,13
0345-001,T03,0,6,590,12
0346-003,T01,0,3,690,14
0346-008,T01,0,1,750,18
0347-001,T01,1.8,10,520,15
0349-001,T01,.6,4,560,13
0351-002,T01,1,2,490,20
0354-001,T01,1,3,1190,13
0354-001,T02,1,3,1190,14
0357-001,T01,0,18,1230,11
0357-001,T02,0,16,1230,11
0359-001,T01,.1,9,1090,12
0364-002,T01,1,4,1370,13
0369-001,T01,0,25,1220,13
0371-001,T01,.3,4,1080,13
0375-001,T01,.7,5,830,16
0381-001,T01,0,4,1070,13
0381-001,T02,.1,5,1060,12
0383-001,T01,.1,36,1270,14
0384-001,T01,.9,18,660,16
0386-001,T01,0,12,560,11
0386-001,T02,.7,12,640,11
0388-001,T01,.2,4,490,15
0389-001,T01,1.5,18,1280,16
0389-001,T02,1.5,18,1280,16
0389-001,T03,1.5,18,1280,16
0390-001,T01,0,18,630,13
0392-001,T01,0,5,570,13
0393-001,T01,.1,25,1370,12
0394-001,T01,0,22,530,14
0395-006,T01,,,,
0395-006,T02,.4,21,1300,17
0396-001,T01,.1,19,500,13
0398-001,T01,0,12,570,11
0398-004,T01,0,9,1130,13
0399-001,T01,1.2,14,1320,14
0401-001,T01,.5,16,1290,15
0401-001,T02,.5,16,1290,15
0401-001,T03,.5,16,1290,15
0401-001,T04,.5,16,1290,15
0403-001,T01,1.4,26,1300,11
0404-001,T01,1.2,15,650,12
0404-001,T02,1.3,10,490,7
0405-001,T01,0,9,1320,12
0405-001,T02,.1,14,1320,11
0405-001,T03,2.7,13,1290,13
0407-001,T01,.3,16,1290,14
0408-001,T01,0,11,650,11
0409-001,T01,0,6,1300,12
0410-001,T01,0,12,540,11
0410-001,T02,.9,7,650,14
0411-001,T01,2.3,21,1370,14
0411-005,T01,.1,16,1270,12
0412-001,T01,0,47,530,11
0413-001,T01,.1,7,1310,12
0415-001,T01,.1,8,1280,12
0418-001,T01,0,3,1240,14
0418-001,T02,0,3,1240,14
0419-002,T01,.4,4,1320,13
0429-001,T01,.1,5,1330,13
0431-001,T01,2.1,1,1390,14
0433-002,T01,.1,5,1320,12
0434-001,T01,.1,2,1240,15
0434-001,T02,.1,2,1240,15
0437-002,T01,0,3,1350,14
0439-001,T01,0,3,1320,13
0443-001,T01,0,4,1320,13
0446-001,T01,.1,6,1330,12
0446-001,T02,.1,6,1330,12
0449-001,T01,.1,4,1220,14
0449-001,T02,.5,1,1210,19
0451-001,T01,.1,3,1210,14
0452-001,T01,0,4,1360,14
0455-002,T01,.5,3,1240,12
0456-001,T01,.2,4,1350,13
0458-001,T01,0,4,1310,14
0461-001,T01,1.1,7,1240,12
0463-001,T01,0,3,1240,18
0466-001,T01,.6,3,1310,18
0467-001,T01,.1,4,1210,13
0469-001,T01,0,5,1240,15
0469-001,T02,0,5,1240,15
0469-001,T03,0,5,1240,15
0470-001,T01,.2,2,1330,13
0471-001,T01,.1,5,1230,16
0471-001,T02,.1,5,1230,16
0473-001,T01,0,2,1210,13
0475-001,T01,0,4,1210,14
0477-001,T01,0,3,1220,14
0477-001,T02,0,3,1220,14
0478-001,T01,0,5,1130,14
0480-001,T01,.3,2,1140,13
0482-001,T01,0,3,1120,12
0483-001,T01,0,9,1540,12
0483-001,T02,.1,8,1530,14
0485-001,T01,.1,11,1580,11
0485-001,T02,.1,11,1580,11
0485-001,T03,.1,11,1580,11
0485-001,T04,.1,11,1580,11
0485-001,T05,.1,11,1580,11
0487-007,T01,.5,11,1480,12
0488-001,T01,0,2,1150,14
0489-001,T01,.1,12,1550,14
0491-001,T01,.1,13,1550,12
0493-001,T01,0,10,1540,12
0494-001,T01,0,5,1130,13
0496-001,T01,0,3,1140,14
0497-002,T01,0,12,1540,11
0497-002,T02,0,12,1540,11
0497-002,T03,0,12,1540,11
0498-001,T01,.2,3,1140,13
0501-002,T01,.2,15,1520,11
0502-001,T01,0,2,1130,14
0502-001,T02,0,2,1130,14
0502-001,T03,0,3,1130,14
0505-001,T01,.8,8,1530,12
0505-001,T02,.8,8,1530,12
0507-001,T01,1.5,4,1460,12
0507-001,T02,0,10,1550,13
0508-001,T01,.1,3,1120,15
0508-001,T02,.1,2,1120,15
0509-001,T01,.9,6,1460,14
0511-001,T01,0,8,1550,12
0514-001,T01,1.7,4,1200,14
0520-001,T01,9.1,2,1180,13
0521-001,T01,.1,6,1400,13
0521-003,T01,.1,7,530,12
0523-001,T01,0,3,1430,13
0527-001,T01,.1,3,1400,13
0531-001,T01,0,4,1420,12
0535-001,T01,0,5,1420,14
0537-001,T01,0,2,1410,13
0537-001,T02,0,2,1410,13
0538-001,T01,0,5,1240,14
0542-001,T01,0,4,1110,13
0542-001,T02,.1,5,1100,14
0545-001,T01,0,4,1180,13
0551-001,T01,0,3,1190,13
0552-003,T01,.1,6,1150,13
0557-001,T01,0,3,1190,13
0557-001,T02,0,3,1190,13
0557-001,T03,0,3,1190,13
0559-001,T01,.2,7,1200,15
0561-001,T01,0,3,1200,14
0561-001,T02,0,3,1200,14
0561-001,T03,0,3,1200,14
0561-001,T04,0,3,1200,14
0567-001,T01,,,,
0568-001,T01,.2,4,1120,13
0569-001,T01,.4,4,1210,13
0569-001,T02,.2,5,1190,13
0571-001,T01,0,4,1190,13
0574-004,T01,.4,4,1310,15
0576-001,T01,0,2,1300,14
0577-001,T01,.1,4,1290,13
0577-001,T02,.1,4,1290,13
0577-001,T03,.1,4,1290,13
0578-001,T01,.1,3,1310,15
0578-001,T02,.1,3,1310,15
0588-001,T01,0,4,1340,13
0588-001,T02,0,4,1340,13
0591-001,T01,.1,4,1290,13
0595-001,T01,0,4,1290,13
0596-001,T01,.2,2,1320,14
0598-001,T01,0,4,1300,13
0604-001,T01,0,3,1300,13
0605-001,T01,.2,5,1280,14
0608-001,T01,.5,1,490,28
0621-001,T01,.6,4,1290,13
0621-001,T02,.6,4,1290,13
0621-001,T03,0,3,1290,14
0621-001,T04,0,3,1290,14
0621-001,T05,0,3,1290,14
0628-008,T01,,,,
0646-002,T01,5.1,9,550,12
0672-001,T01,3.4,4,1280,12
0672-004,T01,11.6,5,1310,13
0675-001,T01,,,,
0675-001,T02,,,,
0684-005,T01,1.4,3,1360,12
0685-004,T01,.1,6,570,13
0685-004,T02,.1,7,580,13
0685-005,T01,10.8,11,650,12
0685-005,T02,10.8,11,650,12
0685-005,T03,10.8,11,650,12
0690-001,T01,0,4,1250,12
0696-002,T01,0,1,1070,13
0696-002,T02,0,1,1070,13
0696-002,T03,0,1,1070,14
0696-002,T04,0,1,1070,13
0696-006,T01,0,3,510,13
0701-003,T01,.5,2,510,13
0737-008,T01,.1,7,1320,13
0743-001,T01,,,,
0743-001,T02,,,,
0744-001,T01,0,4,1320,12
0744-001,T02,0,4,1320,12
0746-001,T01,0,6,1310,12
0749-001,T01,,,,
0749-001,T02,,,,
0753-001,T01,,,,
0755-001,T01,,,,
0759-001,T01,,,,
0759-008,T01,.1,2,1160,14
0759-008,T02,11,5,1300,13
0760-001,T01,0,3,1290,15
0762-001,T01,0,7,1290,13
0765-001,T01,,,,
0765-001,T02,,,,
0766-001,T01,.1,4,1090,14
0766-001,T02,.2,4,1090,15
0767-001,T01,,,,
0767-001,T02,,,,
0768-001,T01,.1,3,1080,14
0770-001,T01,0,3,1080,14
0773-001,T01,.2,3,1020,13
0774-001,T01,4,3,1100,13
0776-001,T01,0,2,1080,13
0777-001,T01,.1,4,1010,13
0778-001,T01,.1,3,1090,14
0778-001,T02,.6,2,1090,14
0779-001,T01,0,3,1010,13
0783-001,T01,0,4,1010,13
0785-001,T01,0,1,1020,13
0786-001,T01,.3,2,1090,13
0787-001,T01,.2,2,1030,13
0789-002,T01,.1,1,1030,15
0789-002,T02,.1,1,1030,15
0789-002,T03,.1,1,1030,15
0790-002,T01,2.9,2,1090,14
0791-001,T01,0,2,1010,14
0791-001,T02,0,2,1010,14
0791-003,T01,0,4,980,13
0791-004,T01,.1,12,1520,12
0792-001,T01,.6,2,1080,15
0796-002,T01,0,3,1080,13
0796-002,T02,0,3,1080,13
0797-001,T01,0,4,990,12
0798-001,T01,0,2,1060,14
0799-001,T01,.1,3,1000,14
0799-001,T02,.1,3,1000,14
0799-001,T03,.1,3,1000,14
0800-001,T01,.1,2,1060,17
0800-001,T02,.2,2,1060,15
0801-001,T01,.4,9,1090,12
0803-001,T01,.1,6,1020,13
0804-001,T01,.1,1,1060,14
0804-001,T02,.1,1,1050,13
0809-001,T01,.3,6,1030,12
0813-001,T01,0,6,1100,12
0821-001,T01,.2,3,1090,12
0822-001,T01,0,2,1070,14
0823-001,T01,1.8,9,1060,12
0825-001,T01,.1,6,1100,12
0825-002,T01,.2,6,950,13
0827-001,T01,.1,4,1030,14
0830-001,T01,.3,1,1080,13
0830-001,T02,0,3,1070,13
0830-001,T03,0,3,1070,13
0830-001,T04,0,3,1070,13
0831-004,T01,.3,4,1020,15
0832-001,T01,0,2,1110,13
0833-001,T01,.5,13,1150,14
0833-001,T02,,,,
0833-001,T03,,,,
0833-001,T04,.5,13,1170,13
0833-001,T05,.5,13,1150,14
0834-001,T01,0,1,1070,14
0834-001,T02,1,2,1060,18
0836-001,T01,.2,3,1070,14
0837-001,T01,.2,8,1190,12
0838-001,T01,0,2,1070,13
0839-002,T01,,,,
0840-001,T01,.4,6,490,14
0842-001,T01,.6,2,1070,15
0842-001,T02,.6,2,1070,14
0843-001,T01,.3,8,1170,13
0844-001,T01,2.5,1,1070,14
0844-001,T02,0,3,1070,14
0846-001,T01,0,3,1110,13
0846-001,T02,0,3,1110,13
0846-001,T03,0,3,1110,13
0846-005,T01,1.4,3,1090,13
0846-005,T02,.9,3,1100,13
0847-001,T01,.1,12,1120,12
0848-001,T01,.1,2,1080,13
0849-001,T01,1.7,12,1140,12
0850-001,T01,0,1,1080,14
0851-001,T01,,,,
0851-001,T02,,,,
0852-001,T01,0,4,1070,14
0852-001,T02,0,4,1070,13
0852-001,T03,0,4,1070,13
0854-001,T01,.2,2,1110,14
0854-001,T02,0,2,1110,13
0854-001,T03,0,2,1110,13
0854-001,T04,.3,2,1110,13
0856-002,T01,.4,3,1070,14
0857-001,T01,1.7,1,1070,14
0857-001,T02,0,5,1080,13
0857-002,T01,1,8,1140,13
0858-001,T01,0,2,1070,14
0861-001,T01,.9,12,1150,13
0861-001,T02,.9,12,1150,13
0861-003,T01,,,,
0862-001,T01,.1,2,500,13
0863-001,T01,2.4,3,1090,13
0864-001,T01,.7,1,480,15
0864-002,T01,0,2,490,14
0866-001,T01,0,1,500,13
0868-001,T01,.9,1,490,22
0869-001,T01,,,,
0870-002,T01,0,2,500,13
0870-002,T02,.1,1,500,13
0871-001,T01,,,,
0872-001,T01,0,1,500,14
0873-001,T01,,,,
0875-001,T01,,,,
0876-001,T01,0,2,490,14
0876-001,T02,0,2,490,16
0879-002,T01,5.6,7,600,16
0882-001,T01,0,1,490,13
0882-001,T02,1,1,490,20
0883-001,T01,,,,
0883-001,T02,,,,
0883-001,T03,,,,
0885-002,T01,,,,
0886-001,T01,1,0,490,15
0887-001,T01,,,,
0887-003,T01,,,,
0887-003,T02,,,,
0887-005,T01,.4,13,800,11
0889-001,T01,.5,2,640,14
0891-001,T01,,,,
0891-001,T02,,,,
0893-001,T01,,,,
0894-001,T01,.1,4,1050,13
0894-001,T02,.1,4,1050,13
0894-001,T03,.1,4,1050,13
0894-001,T04,1.2,4,1060,13
0894-001,T05,.3,4,1050,16
0895-002,T01,.6,2,620,14
0895-002,T02,,,,
0896-001,T01,0,2,1040,13
0897-001,T01,.6,14,1410,12
0898-001,T01,.5,4,1040,17
0898-001,T02,.2,4,1040,14
0898-004,T01,.1,5,1070,14
0898-005,T01,.1,4,1060,13
0900-003,T01,.8,4,1040,13
0902-001,T01,.1,4,1040,15
0904-001,T01,.1,5,1030,13
0905-001,T01,.8,23,1370,11
0905-001,T02,.7,15,1300,16
0906-001,T01,.1,5,1060,13
0906-001,T02,.5,4,1040,15
0906-001,T03,.5,4,1040,15
0907-001,T01,0,11,1380,12
0907-001,T02,1.1,10,1260,16
0908-001,T01,0,4,1040,14
0908-001,T02,0,4,1040,14
0908-001,T03,0,4,1040,14
0909-001,T01,2.2,11,1300,11
0910-001,T01,0,4,1030,13
0910-001,T02,0,4,1030,13
0912-001,T01,.8,7,1050,12
0913-001,T01,.6,15,1430,13
0915-001,T01,.1,10,1460,12
0916-001,T01,.2,4,1080,12
0916-001,T02,.2,4,1080,12
0916-007,T01,0,5,1080,12
0919-001,T01,.3,18,1450,11
0920-001,T01,0,3,1060,13
0920-001,T02,0,3,1060,13
0921-001,T01,7.5,10,1420,12
0922-001,T01,0,5,1050,13
0923-001,T01,.8,18,1390,13
0924-001,T01,0,3,1060,13
0924-001,T02,.9,4,1030,13
0925-001,T01,.5,6,1470,14
0926-001,T01,.7,2,1210,13
0926-003,T01,1,8,1250,12
0926-003,T02,0,3,1240,14
0927-001,T01,.8,15,1310,14
0929-003,T01,.7,11,1030,11
0930-001,T01,0,1,1230,14
0931-001,T01,.4,7,1040,13
0932-001,T01,.2,3,1270,13
0932-001,T02,.2,4,1270,12
0932-006,T01,1.5,3,1240,14
0932-006,T02,0,6,1270,12
0933-001,T01,.1,9,1080,12
0934-001,T01,1.4,3,1260,14
0935-001,T01,1,10,1070,12
0937-001,T01,1.2,5,1060,12
0939-002,T01,.2,11,1120,11
0940-001,T01,1.8,4,1240,19
0940-003,T01,1.6,3,1240,20
0940-004,T01,1.1,4,1250,15
0941-001,T01,1.9,7,1070,12
0941-001,T02,.6,23,1120,11
0942-001,T01,.9,4,1220,15
0943-001,T01,.2,11,1090,12
0943-001,T02,.6,6,1050,16
0943-001,T03,.6,6,1050,16
0944-001,T01,.3,3,1250,12
0944-001,T02,.6,3,1250,14
0945-001,T01,.6,11,1090,12
0947-001,T01,0,8,1140,13
0948-001,T01,.8,5,1260,15
0949-001,T01,.3,7,1070,13
0949-001,T02,.3,7,1070,13
0949-001,T03,.3,9,1060,16
0949-009,T01,2.8,5,1050,16
0950-001,T01,1.2,3,1220,15
0953-001,T01,.4,9,1060,12
0954-001,T01,.8,4,1230,12
0955-001,T01,1.2,16,1030,14
0955-001,T02,.2,6,1080,12
0956-002,T01,.8,4,1250,13
0957-001,T01,1.3,7,1050,11
0958-002,T01,1,2,1180,13
0958-002,T02,,,,
0959-003,T01,1,14,1050,11
0961-003,T01,.8,13,910,12
0961-003,T02,.8,13,910,12
0962-001,T01,.5,1,1150,15
0965-001,T01,.7,8,880,14
0967-001,T01,.1,5,960,12
0971-001,T01,.3,6,920,13
0972-001,T01,1.2,1,1150,15
0973-002,T01,.1,7,940,12
0974-001,T01,.1,3,1140,14
0978-001,T01,18.6,2,1070,14
0979-002,T01,0,10,940,12
0980-001,T01,.2,1,1140,14
0981-001,T01,3.8,6,920,13
0982-001,T01,.2,2,1140,14
0984-001,T01,.3,2,1140,14
0986-001,T01,.6,2,1150,13
0987-001,T01,0,7,840,12
0990-001,T01,0,9,840,12
0991-001,T01,.8,7,880,14
0994-001,T01,.7,5,870,12
0994-003,T01,.2,9,860,13
0996-001,T01,0,3,850,14
0997-001,T01,.7,5,1200,17
0998-001,T01,1.5,9,850,15
0999-001,T01,.8,3,1220,13
1000-001,T01,0,9,860,12
1000-001,T02,0,9,860,12
1000-001,T03,0,9,860,12
1003-001,T01,1.7,5,1160,16
1003-001,T02,.2,7,1180,15
1005-001,T01,2.1,7,1180,16
1009-001,T01,0,14,1270,14
1009-001,T02,1,4,1220,12
1011-001,T01,.6,7,1230,12
1011-001,T02,.6,7,1230,12
1014-001,T01,.5,6,810,17
1015-001,T01,.7,3,1230,13
1016-001,T01,0,13,860,11
1018-002,T01,.2,4,840,13
1020-001,T01,.1,7,860,13
1020-003,T01,0,5,600,16
1023-001,T01,1,5,1200,14
1024-001,T01,.6,1,1360,14
1026-003,T01,.1,1,1050,14
1026-003,T02,.1,1,1050,14
1026-003,T03,.1,1,1050,14
1029-001,T01,,,,
1031-001,T01,,,,
1031-001,T02,,,,
1033-001,T01,.7,2,1170,16
1033-001,T02,.1,2,1190,13
1036-001,T01,2.1,2,1320,15
1037-001,T01,.4,5,1180,14
1038-001,T01,2.5,6,1350,13
1041-001,T01,.4,2,1170,16
1042-001,T01,.7,4,1360,15
1043-001,T01,,,,
1046-001,T01,.4,4,1340,16
1046-001,T02,.4,4,1340,16
1046-001,T03,.4,4,1340,16
1046-001,T04,.4,4,1340,16
1046-001,T05,.4,4,1340,16
1050-001,T01,.4,2,1390,13
1051-001,T01,,,,
1051-001,T02,,,,
1051-001,T03,,,,
1051-001,T04,,,,
1051-001,T05,,,,
1052-001,T01,.5,4,1350,13
1055-001,T01,2,5,1170,15
1057-001,T01,0,3,550,13
1057-001,T02,1.6,3,550,20
1063-001,T01,0,1,490,13
1065-001,T01,1.2,2,550,14
1067-001,T01,1.1,1,550,13
1069-001,T01,1.2,3,550,13
1071-001,T01,.5,1,540,22
1072-001,T01,1.6,2,500,14
1074-001,T01,2.2,2,500,14
1075-001,T01,3.3,3,540,14
1075-001,T02,1.6,2,550,13
1079-001,T01,1,1,540,13
1081-001,T01,2,1,540,14
1081-001,T02,0,3,550,13
1082-002,T01,2.2,3,500,15
1083-001,T01,.5,3,550,19
1083-006,T01,.5,3,550,17
1086-001,T01,0,1,1240,14
1086-001,T02,0,1,1240,14
1086-001,T03,0,1,1240,14
1087-001,T01,2.3,2,540,17
1090-002,T01,0,4,1070,12
1090-002,T02,0,4,1070,12
1090-002,T03,0,4,1070,12
1101-001,T01,0,1,480,15
1101-001,T02,0,1,480,16
1101-001,T03,0,1,480,15
1101-001,T04,0,1,480,16
1101-001,T05,0,1,480,15
1106-008,T01,,,,
1106-008,T02,,,,
1107-002,T01,,,,
1112-001,T01,.1,3,1160,12
1121-001,T01,.1,3,1220,14
1121-001,T02,.2,2,1220,15
1124-001,T01,0,2,1140,15
1126-001,T01,0,1,1150,15
1126-001,T02,0,1,1150,15
1132-001,T01,0,2,1140,15
1133-001,T01,.3,2,1210,13
1136-001,T01,5.9,1,1180,14
1143-002,T01,0,3,1230,14
1144-001,T01,.2,3,620,16
1145-002,T01,1.4,2,1220,15
1147-002,T01,0,1,1100,14
1148-001,T01,0,2,1190,13
1156-003,T01,.6,2,1220,14
1160-003,T01,1.1,3,1190,14
1161-001,T01,0,2,1210,16
1162-002,T01,1.1,3,1200,14
1164-001,T01,2.1,3,1190,13
1164-010,T01,5,3,1170,14
1164-010,T02,6.3,1,1170,15
1164-010,T03,7.9,3,1160,13
1164-010,T04,7.7,5,1150,13
1165-001,T01,1.3,1,1210,15
1169-001,T01,1.4,2,1180,15
1176-001,T01,.8,1,1200,14
1181-001,T01,11.4,2,1130,14
1181-004,T01,2,5,1140,13
1184-001,T01,2.1,6,1220,15
1189-001,T01,.1,6,1130,13
1189-001,T02,.5,18,1130,18
1190-005,T01,,,,
1194-001,T01,0,11,1240,12
1197-001,T01,0,9,1130,12
1202-001,T01,1,3,1220,13
1206-001,T01,.5,6,1220,14
1210-001,T01,3.8,3,1140,16
1217-001,T01,.4,4,1200,14
1217-001,T02,.4,4,1200,14
1217-001,T03,.4,4,1200,14
1217-001,T04,.4,4,1200,14
1217-003,T01,.4,8,1400,13
1217-003,T02,.5,9,1390,13
1217-003,T03,.5,9,1390,13
1221-001,T01,0,7,1220,12
1221-001,T02,0,7,1220,12
1221-001,T03,0,7,1220,12
1221-001,T04,,,,
1227-002,T01,.1,5,1290,13
1229-001,T01,1.8,3,1210,12
1233-001,T01,2.1,3,1200,13
1237-002,T01,.1,5,1230,13
1237-002,T02,.8,7,1240,12
1245-002,T01,2.4,4,1170,14
1246-001,T01,1.4,5,1160,25
1249-002,T01,44.1,5,1200,13
1250-001,T01,0,3,1180,14
1265-001,T01,1.2,3,1220,16
1269-002,T01,0,10,1200,12
1271-002,T01,1.3,6,1210,13
1271-002,T02,1.3,6,1210,13
1273-001,T01,1,3,1220,15
1273-001,T02,1.1,3,1220,13
1273-001,T03,1.1,2,1220,13
1273-005,T01,0,4,1230,13
1281-001,T01,2.6,2,1150,15
