occ,y2_hhid,qx_type,interview_status,ag_k00,ag_k01,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k04,ag_k04_1,ag_k04_2a,ag_k04_2b,ag_k05a,ag_k05b,ag_k05_1,ag_k05_2a,ag_k05_2b,ag_k05_3,ag_k06,ag_k07,ag_k11a,ag_k11b,ag_k11c,ag_k11d,ag_k12a,ag_k12b,ag_k12c,ag_k12d,ag_k13,ag_k14a,ag_k14b,ag_k14_1a,ag_k14_1b,ag_k15,ag_k19a,ag_k19b,ag_k19c,ag_k19d,ag_k20a,ag_k20b,ag_k20c,ag_k20d,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k22,ag_k23,ag_k24,ag_k25a,ag_k25b,ag_k26a,ag_k26b,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k30,ag_k31,ag_k32,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k39,ag_k40a,ag_k40b,ag_k40c,ag_k40d,ag_k40e,ag_k40f,ag_k40g,ag_k40h,ag_k40i,ag_k40j,ag_k40_1,ag_k40_2,ag_k41,ag_k42a,ag_k42b,ag_k42c,ag_k42d,ag_k42e,ag_k35f,ag_k43a,ag_k43b,ag_k43c,ag_k43d,ag_k43e,ag_k43f,ag_k43g,ag_k43h,ag_k43i,ag_k43j,ag_k43k,ag_k43l,ag_k43m,ag_k43n,ag_k43o,ag_k43p,ag_k44a,ag_k44b,ag_k44c,ag_k44d,ag_k44e,ag_k44f,ag_k44g,ag_k44h,ag_k44i,ag_k44j,ag_k44k,ag_k44l,ag_k44m,ag_k44n,ag_k44o,ag_k44p,ag_k45a,ag_k45b,ag_k45c,ag_k45d,ag_k45e,ag_k45f,ag_k45g,ag_k45h,ag_k45i,ag_k45j,ag_k45k,ag_k45l,ag_k45m,ag_k45n,ag_k45o,ag_k45p,ag_k46a,ag_k46b,ag_k46c,ag_k46d,ag_k46e,ag_k46f,ag_k46g,ag_k46h,ag_k46i,ag_k46j,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c
3,2829-003,PANEL A,Panel A - 2 Visits,D03,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,JUNE,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,6,3,2,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2830-001,PANEL B,Panel B - 2 Visits,D01,NO,3,YES,2,,2,GRANTED BY LOCAL LEADERS,NO,,,1,,NO,,,NO,20000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,TOMATO,NKHWANI,THERERE/OKRA,,,SANDY (MCHENGA),GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,FLAT,YES,BUCKET,,WATERING CAN,RIVER / STREAM,NO,,,,,YES,JULY,1ST HALF,YES,2,BUCKET,YES,D COMPOUND,5,GRAM,5,3,,,,,,3,2,YES,INSECTICIDE,500,MILLILITER,INSECTICIDE,500,MILLILITER,1,1,6,2,2,1,6,3,3,1,6,3,4,1,6,2,1,1,3,3,2,1,3,3,3,1,6,4,,0,,,2,4,2,1,3,2,2,1,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
2,2830-001,PANEL B,Panel B - 2 Visits,D02,NO,1,YES,2,,2,GRANTED BY LOCAL LEADERS,NO,,,3,,NO,,,NO,20000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,TOMATO,,,,,SANDY (MCHENGA),GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,SLIGHT SLOPE,YES,BUCKET,,WATERING CAN,RIVER / STREAM,NO,,,,,YES,OCTOBER,1ST HALF,YES,1,BUCKET,NO,,,,,,,,,,,,,NO,,,,,,,1,2,4,3,2,4,4,4,3,2,4,5,4,1,4,2,1,1,4,4,2,1,4,4,3,1,2,3,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2831-001,PANEL A,Panel A - 2 Visits,D01,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,APRIL,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,4,3,2,2,4,3,,0,,,,0,,,1,1,5,3,2,1,5,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2832-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2834-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2835-001,PANEL A,Panel A - 2 Visits,D01,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,MARCH,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,5,3,3,1,5,3,4,1,5,2,8,1,4,2,,0,,,,0,,,,0,,,,0,,,1,1,2,4,3,1,2,3,4,1,2,3,8,1,2,2,0,,0,,0,,,,,,0,0,0,,,
1,2837-001,PANEL A,Panel A - 2 Visits,D01,NO,2,YES,1,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,1000,0,0,0,FULL YEAR (RAINY & DIMBA SEASONS),N05,,1,2,,,,,,,,,,SWEET POTATO,,,,,CLAY (KATONDO),FAIR,MODERATE,FLOODING,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,JUNE,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,2,2,4,4,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2838-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2839-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2839-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2839-005,PANEL A,Panel A - 2 Visits,D01,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,APRIL,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,3,3,3,,0,,,,0,,,,0,,,1,2,3,3,,0,,,,0,,,,0,,,1,1,1,3,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,1,0,N06,N07,
1,2840-001,PANEL B,Panel B - 2 Visits,D01,NO,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,750,0,0,0,OTHER (SPECIFY),N03,,1,,,,,,,,,,,MAIZE HYBRID,BEANS,,,,CLAY (KATONDO),GOOD,NO EROSION,,,WATER HARVEST BUNDS,,DURING THE LAST 12 MONTHS,,,,FLAT,YES,TREADLE PUMP,,HOSE PIPE,WELL,NO,2011,,,,YES,SEPTEMBER,1ST HALF,YES,6,KILOGRAM,YES,D COMPOUND,5,KILOGRAM,5,2,UREA,5,KILOGRAM,5,4,1,2,YES,INSECTICIDE,15,MILLILITER,,,,1,2,2,6,,0,,,,0,,,,0,,,1,2,2,6,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,5,2500,0,,0,,,0,,,1,0,0,N04,,
1,2842-001,PANEL B,Panel B - 2 Visits,D01,NO,2,YES,2,,2,INHERITED,NO,,,2,,NO,,,NO,20000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,FLAT,YES,BUCKET,,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,MAY,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,2,6,3,3,,0,,,,0,,,,0,,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2843-001,PANEL A,Panel A - 2 Visits,D01,NO,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,1500,0,0,0,FULL YEAR (RAINY & DIMBA SEASONS),N02,,1,2,,,,,,,,,,SWEET POTATO,,,,,CLAY (KATONDO),GOOD,LOW,FLOODING,,TREE BELTS,,2 YEARS AGO,,,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,0,,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,5,5,2,2,3,4,3,2,4,3,4,2,4,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2844-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2844-002,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2844-003,PANEL B,Panel B - 2 Visits,D01,NO,1,YES,2,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,7000,0,0,0,OTHER (SPECIFY),N03,,1,2,,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,FLAT,NO,TREADLE PUMP,,HOSE PIPE,RIVER / STREAM,NO,0,,,,YES,JULY,1ST HALF,YES,100,KILOGRAM,YES,UREA,10,KILOGRAM,10,1,,,,,,2,2,NO,,,,,,,1,4,4,5,2,4,3,4,,0,,,,0,,,1,1,4,3,2,1,3,2,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2845-001,PANEL A,Panel A - 2 Visits,D01,NO,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,2000,0,0,0,FULL YEAR (RAINY & DIMBA SEASONS),N01,,1,2,,,,,,,,,,SWEET POTATO,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,FLAT,YES,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,JULY,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,3,600,3,300,3,100,,0,,,0,0,0,,,
1,2846-001,PANEL B,Panel B - 2 Visits,D01,NO,1,YES,2,,1,INHERITED,NO,,,1,2,YES,1,2,NO,150000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,FLAT,NO,OTHER (SPECIFY),,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,AUGUST,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,5,KILOGRAM,5,1,,,,,,1,2,NO,,,,,,,1,2,5,4,2,2,4,3,,0,,,,0,,,1,1,4,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2847-001,PANEL A,Panel A - 2 Visits,D01,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,JUNE,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,3,2,3,2,4,4,3,3,3,4,3,4,2,3,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,7,450,6,380,0,,,0,,,0,0,0,,,
1,2848-001,PANEL B,Panel B - 2 Visits,D01,NO,1,YES,2,,2,INHERITED,NO,,,1,2,YES,1,2,NO,25000,1500,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,,,,,CLAY (KATONDO),GOOD,LOW,FLOODING,,NO EROSION CONTROL,,,,REQUIRES TOO MUCH LABOR,,FLAT,NO,TREADLE PUMP,,DRIP IRRIGATION,RIVER / STREAM,NO,0,,,,YES,JUNE,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,15,KILOGRAM,15,3,UREA,15,KILOGRAM,15,6,1,4,NO,,,,,,,1,1,6,4,2,1,6,3,,0,,,,0,,,1,1,2,4,2,1,2,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2849-001,PANEL A,Panel A - 2 Visits,D01,NO,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,40000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,SLIGHT SLOPE,NO,OTHER (SPECIFY),,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,MARCH,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,5,KILOGRAM,5,1,,,,,,1,2,NO,,,,,,,1,3,5,6,2,3,3,4,,0,,,,0,,,1,1,4,5,2,1,3,3,,0,,,,0,,,1,2,4,3,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2849-002,PANEL A,Panel A - 2 Visits,D01,NO,1,YES,2,,2,INHERITED,NO,,,1,2,NO,,,NO,30000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,NKHWANI,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,SLIGHT SLOPE,NO,OTHER (SPECIFY),,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,AUGUST,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,4,5,2,2,3,4,,0,,,,0,,,1,1,3,4,2,1,2,3,,0,,,,0,,,,,0,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2850-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2851-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2852-001,PANEL B,Panel B - 2 Visits,D01,NO,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,YES,30000,3000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID RECYCLED,THERERE/OKRA,NKHWANI,,,OTHER (SPECIFY),FAIR,LOW,FLOODING,,EROSION CONTROL BUNDS,,DURING THE LAST 12 MONTHS,,,,FLAT,NO,BUCKET,,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,JUNE,1ST HALF,NO,,,NO,,,,,,,,,,,,,YES,INSECTICIDE,5,MILLILITER,INSECTICIDE,5,MILLILITER,1,3,3,3,2,3,3,3,5,3,3,3,,0,,,0,0,,,,0,,,,0,,,,0,,,1,2,2,1,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2853-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2854-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2854-005,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2855-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2855-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2855-004,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2856-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2857-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2859-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2860-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2861-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2862-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2863-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2865-001,PANEL A,Panel A - 2 Visits,D01,NO,1,YES,2,,1,INHERITED,NO,,,1,,YES,1,2,NO,40000,7000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,THERERE/OKRA,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,FLOODING,WATER HARVEST BUNDS,DRAINAGE DITCHES,2 YEARS AGO,,,,SLIGHT SLOPE,NO,BUCKET,,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,AUGUST,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,4,6,4,2,4,6,3,4,4,6,3,,0,,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2867-001,PANEL A,Panel A - 2 Visits,D01,NO,1,YES,2,,2,INHERITED,NO,,,1,2,YES,1,2,NO,50000,6000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,TOMATO,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,FLAT,NO,OTHER (SPECIFY),,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,APRIL,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,4,5,2,2,3,4,,0,,,,0,,,2,1,5,4,,0,,,,0,,,,0,,,2,12,1,1,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2869-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2870-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2871-001,PANEL A,Panel A - 2 Visits,D01,NO,1,NO,,,1,INHERITED,NO,,,1,,NO,,,,40000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,OTHER (SPECIFY),,,,,BETWEEN SANDY & CLAY,FAIR,MODERATE,TERRAIN,,EROSION CONTROL BUNDS,OTHER (SPECIFY),DURING THE LAST 12 MONTHS,,,,FLAT,NO,BUCKET,,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,JULY,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,0,0,,,,0,,,,0,,,,0,,,1,1,2,6,,0,,,,0,,,,0,,,1,2,1,1,,0,,,,0,,,,0,,,1,250,0,,0,,,0,,,0,0,0,,,
1,2873-001,PANEL A,Panel A - 2 Visits,D01,NO,1,YES,2,,1,INHERITED,NO,,,1,2,YES,1,2,NO,30000,3000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,NKHWANI,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS,,SLIGHT SLOPE,NO,OTHER (SPECIFY),,WATERING CAN,RIVER / STREAM,NO,0,,,,YES,AUGUST,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,2,1,3,4,,0,,,,0,,,,0,,,2,1,3,2,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,,,
1,2873-004,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2873-006,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2874-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
