HHID,case_id,qx_type,visit,ea_id,ag_f0a,ag_f0c,ag_f0c_os,ag_f01a,ag_f01b,ag_f01b_os,ag_f02,ag_f03,ag_f04,ag_f15,ag_f16a,ag_f16b,ag_f16b_os,ag_f17,ag_f17_os,ag_f18,ag_f19,ag_f20,ag_f21,ag_f22,ag_f23,ag_f24,ag_f25,ag_f26a,ag_f26b,ag_f26b_os,ag_f27,ag_f27_os,ag_f28,ag_f29,ag_f30,ag_f31,ag_f32,ag_f33,ag_f34,ag_f35,ag_f36a,ag_f36b,ag_f36b_os,ag_f37,ag_f38a,ag_f38b,ag_f38b_os,ag_f39a,ag_f39b,ag_f40,ag_f41,ag_f42a,ag_f42b,ag_f42b_os,ag_f43,ag_f44a,ag_f44b,ag_f44b_os
2901,312046180149,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,312046180149,Panel A,1,31204618,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,312046180161,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,312046180161,Panel A,1,31204618,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,312046180161,Panel A,1,31204618,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,312046180169,Panel A,1,31204618,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,312046180169,Panel A,1,31204618,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,312046180169,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,312046180205,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,312046180216,Panel A,1,31204618,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,312046180216,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,312046180216,Panel A,1,31204618,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,312046180226,Panel A,1,31204618,Yes,UREA,,5,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,312046180226,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,1,Bucket,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,1,Bucket,
2899,312046180226,Panel A,1,31204618,Yes,23:21:0+4S/CHITOWE,,45,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,312046180244,Panel A,1,31204618,Yes,UREA,,10,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,10 kg bag,,N01,,0,No,,,,,,,
2897,312046180244,Panel A,1,31204618,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,312046180244,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,312046180276,Panel A,1,31204618,Yes,ORGANIC FERTILIZER,,2,Wheelbarrow,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,2,Wheelbarrow,
2884,314325230003,Panel B,1,31432523,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,On Foot,,0,1900,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2884,314325230003,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,314325230003,Panel B,1,31432523,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,25,Kilogram,,On Foot,,0,1900,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2860,314325230060,Panel B,1,31432523,Yes,UREA,,20,Gram,,"Yes, The Figures Matched",No,Yes,N02,20,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2860,314325230060,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,314325230060,Panel B,1,31432523,Yes,23:21:0+4S/CHITOWE,,20,Gram,,"Yes, The Figures Matched",No,Yes,N02,20,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2876,314325230074,Panel B,1,31432523,Yes,UREA,,125,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,150,Kilogram,,Truck / Bus / Minibus,,100,16500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2876,314325230074,Panel B,1,31432523,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,150,Kilogram,,Truck / Bus / Minibus,,100,16500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
2876,314325230074,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
2858,314325230103,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,314325230103,Panel B,1,31432523,Yes,23:21:0+4S/CHITOWE,,125,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,125,Kilogram,,Truck / Bus / Minibus,,750,10000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2858,314325230103,Panel B,1,31432523,Yes,UREA,,125,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,125,Kilogram,,Truck / Bus / Minibus,,750,11000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2880,314325230117,Panel B,1,31432523,Yes,23:21:0+4S/CHITOWE,,5,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,5,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2880,314325230117,Panel B,1,31432523,Yes,UREA,,55,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,5,Kilogram,,Own Bicycle or Oxcart,,500,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Kilogram,,,,,
2880,314325230117,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,314325230132,Panel B,1,31432523,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,On Foot,,0,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2878,314325230132,Panel B,1,31432523,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,On Foot,,0,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2878,314325230132,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,314325230232,Panel B,1,31432523,Yes,CAN,,100,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Kilogram,,N03,,0,No,,,,,,,
2882,314325230232,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,314325230232,Panel B,1,31432523,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Kilogram,,N03,,0,No,,,,,,,
2874,314325230246,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,314325230246,Panel B,1,31432523,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Truck / Bus / Minibus,,70,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2870,314325230275,Panel B,1,31432523,Yes,CAN,,100,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,314325230275,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,314325230275,Panel B,1,31432523,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,314325230289,Panel B,1,31432523,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,314325230289,Panel B,1,31432523,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,25,Kilogram,,N02,,50,No,,,,,,,
2921,314326760004,Panel A,1,31432676,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,200,Kilogram,,On Foot,,200,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2921,314326760004,Panel A,1,31432676,Yes,UREA,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,200,Kilogram,,On Foot,,200,9600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2921,314326760004,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,314326760010,Panel A,1,31432676,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,On Foot,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2923,314326760010,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,314326760021,Panel A,1,31432676,Yes,CAN,,2.5,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2.5,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2943,314326760021,Panel A,1,31432676,Yes,23:21:0+4S/CHITOWE,,2.5,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2.5,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2943,314326760021,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,314326760023,Panel A,1,31432676,Yes,UREA,,1.5,Gram,,"Yes, The Figures Matched",No,Yes,N02,1.5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2937,314326760023,Panel A,1,31432676,Yes,23:21:0+4S/CHITOWE,,1.5,Gram,,"Yes, The Figures Matched",No,Yes,N02,1.5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2937,314326760023,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,314326760032,Panel A,1,31432676,Yes,CAN,,2,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,2,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2931,314326760032,Panel A,1,31432676,Yes,UREA,,2,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,2,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2931,314326760032,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,50,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,50,Kilogram,
2925,314326760034,Panel A,1,31432676,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,2,50 kg bag,,Truck / Bus / Minibus,,300,11000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2925,314326760034,Panel A,1,31432676,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,2,50 kg bag,,Truck / Bus / Minibus,,300,11000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2925,314326760034,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,314326760045,Panel A,1,31432676,Yes,CAN,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2915,314326760045,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,314326760045,Panel A,1,31432676,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2919,314326760056,Panel A,1,31432676,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,314351200007,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,314351200007,Panel B,1,31435120,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,314351200007,Panel B,1,31435120,Yes,DAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,314351200007,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,314351200034,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,50,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,50 kg bag,,N04,,0,No,,,,No,,,
2890,314351200034,Panel B,1,31435120,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,20,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,314351200047,Panel B,1,31435120,Yes,UREA,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,20,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2906,314351200087,Panel B,1,31435120,Yes,DAP,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,314351200087,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,314351200114,Panel B,1,31435120,Yes,UREA,,35,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,314351200114,Panel B,1,31435120,Yes,DAP,,40,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,314351200114,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,314351200127,Panel B,1,31435120,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,314351200141,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,314351200141,Panel B,1,31435120,Yes,UREA,,35,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,20,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2894,314351200141,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,35,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,UREA,,125,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,50,Kilogram,,Own Bicycle or Oxcart,,0,3950,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2896,314351200167,Panel B,1,31435120,Yes,CAN,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,50,Kilogram,,Own Bicycle or Oxcart,,0,4200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2902,314351200181,Panel B,1,31435120,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,1,50 kg bag,,Truck / Bus / Minibus,,250,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2902,314351200181,Panel B,1,31435120,Yes,CAN,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,1,50 kg bag,,Truck / Bus / Minibus,,250,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2902,314351200181,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,314351200221,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,314351200221,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,314351200221,Panel B,1,31435120,Yes,CAN,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,314351200247,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,314351200247,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,25,Gram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,Truck / Bus / Minibus,,200,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2892,314351200274,Panel B,1,31435120,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Kilogram,,N03,,0,No,,,,,,,
2892,314351200274,Panel B,1,31435120,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,314351200274,Panel B,1,31435120,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Kilogram,,N03,,0,No,,,,,,,
2975,314357530023,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,25,Kilogram,,N01,,0,No,,,,,,,
2975,314357530023,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,314357530023,Panel A,1,31435753,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,25,Kilogram,,N01,,0,No,,,,,,,
2953,314357530066,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,15,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,15,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2953,314357530066,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,15,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
2953,314357530066,Panel A,1,31435753,Yes,UREA,,15,Kilogram,,"Yes, The Figures Matched",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2951,314357530102,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,314357530102,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,Kilogram,,N01,,0,No,,,,,,,
2959,314357530137,Panel A,1,31435753,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2959,314357530137,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,UREA,,112.5,Kilogram,,"Yes, The Figures Matched",No,Yes,N06,50,Kilogram,,Truck / Bus / Minibus,,50,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,112.5,Kilogram,,"Yes, The Figures Matched",No,Yes,N06,50,Kilogram,,Truck / Bus / Minibus,,50,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2969,314357530159,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,314357530159,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Truck / Bus / Minibus,,50,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2969,314357530159,Panel A,1,31435753,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Truck / Bus / Minibus,,50,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2949,314357530200,Panel A,1,31435753,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,314357530200,Panel A,1,31435753,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,Truck / Bus / Minibus,,50,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
2949,314357530200,Panel A,1,31435753,Yes,23:21:0+4S/CHITOWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
