occ,y2_hhid,qx_type,interview_status,ag_c00,ag_c02,ag_c03_2,ag_c04a,ag_c04b,ag_c04c,ag_c05e,ag_c06,ag_c07
1,2209-003,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.80000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2210-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,.5,ACRE,1.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2210-001,PANEL B,Panel B - 2 Visits,R02,HYBRID,RG02,.75,ACRE,1.8,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2211-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,7,ACRE,433.35999,,11,COMPLETELY CLOUDY
2,2211-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,5,ACRE,100,,11,COMPLETELY CLOUDY
1,2212-001,PANEL B,Panel B - 2 Visits,R01,L/MAIZE,RG01,1,ACRE,2.4000001,,10,COMPLETELY CLOUDY
2,2212-001,PANEL B,Panel B - 2 Visits,R02,BURLEY,RG02,.5,ACRE,.2,,10,COMPLETELY CLOUDY
3,2212-001,PANEL B,Panel B - 2 Visits,R03,BURLEY,RG03,.5,ACRE,.2,,10,COMPLETELY CLOUDY
1,2213-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.5,ACRE,.30000001,,11,COMPLETELY CLOUDY
2,2213-001,PANEL A,Panel A - 2 Visits,R02,MAIZE,RG02,1,ACRE,.80000001,,11,COMPLETELY CLOUDY
1,2213-007,PANEL A,Panel A - 2 Visits,R01,KUDWALE,RG01,.2,ACRE,.40000001,,9,COMPLETELY CLOUDY
2,2213-007,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,.1,ACRE,.0099999998,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2214-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,1.01,,12,CLEAR / SUNNY
2,2214-001,PANEL B,Panel B - 2 Visits,R02,HYBRID,RG02,.5,ACRE,.13,,12,CLEAR / SUNNY
1,2215-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.89999998,,11,
2,2215-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.25,ACRE,.30000001,,11,
3,2215-001,PANEL A,Panel A - 2 Visits,R03,HYBRID MAIZE,RG03,.5,ACRE,.5,,11,
4,2215-001,PANEL A,Panel A - 2 Visits,R04,HYBRID MAIZE,RG04,.25,ACRE,.40000001,,11,
1,2216-001,PANEL B,Panel B - 2 Visits,R01,H/MAIZE,RG01,.5,ACRE,.80000001,,11,CLEAR / SUNNY
2,2216-001,PANEL B,Panel B - 2 Visits,R02,L/MAIZE,RG02,1,ACRE,1.8,,11,CLEAR / SUNNY
3,2216-001,PANEL B,Panel B - 2 Visits,R03,H/MAIZE,RG03,.25,ACRE,.60000002,,11,CLEAR / SUNNY
1,2217-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,534.64001,,12,COMPLETELY CLOUDY
1,2218-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,1,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2218-001,PANEL B,Panel B - 2 Visits,R02,BURLEY,RG02,.80000001,ACRE,.89999998,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2218-001,PANEL B,Panel B - 2 Visits,R03,SOYABEANS,RG03,1,ACRE,1,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
4,2218-001,PANEL B,Panel B - 2 Visits,R04,G/NUTS,RG04,1,ACRE,1.4,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2219-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.30000001,,12,PARTLY CLOUDY / PARTLY SUNNY
2,2219-001,PANEL A,Panel A - 2 Visits,R02,BURLEY TOBACCO,RG02,.5,ACRE,,HOUSEHOLD REFUSED,,
1,2220-001,PANEL B,Panel B - 2 Visits,R01,HYBRID,RG01,1.5,ACRE,1.3,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2220-001,PANEL B,Panel B - 2 Visits,R02,FODYA,RG01,.5,ACRE,.40000001,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2220-001,PANEL B,Panel B - 2 Visits,R03,HYBRID,RG02,.5,ACRE,.60000002,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2221-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.89999998,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2222-001,PANEL B,Panel B - 2 Visits,R01,KU PHIRI,RG01,2,ACRE,.89999998,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2222-001,PANEL B,Panel B - 2 Visits,R02,PAKHOMO,RG02,.5,ACRE,.30000001,,8,PARTLY CLOUDY / PARTLY SUNNY
1,2223-001,PANEL A,Panel A - 2 Visits,R01,BURLEY,RG01,1,ACRE,.5,,10,COMPLETELY CLOUDY
2,2223-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.25,ACRE,.25,,11,COMPLETELY CLOUDY
1,2224-001,PANEL B,Panel B - 2 Visits,R01,KUPHIRI,RG01,.5,ACRE,1.2,,9,PARTLY CLOUDY / PARTLY SUNNY
2,2224-001,PANEL B,Panel B - 2 Visits,R02,PAKHOMO,RG02,.30000001,ACRE,.2,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2225-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2225-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.30000001,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2226-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO,RG01,.30000001,ACRE,.1,,11,CLEAR / SUNNY
2,2226-001,PANEL B,Panel B - 2 Visits,R02,KUPHIRI,RG02,.5,ACRE,1.4,,9,PARTLY CLOUDY / PARTLY SUNNY
1,2228-001,PANEL B,Panel B - 2 Visits,R01,WAPAKHOMO,RG01,.5,ACRE,.40000001,,9,CLEAR / SUNNY
1,2229-002,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,.60000002,,12,CLEAR / SUNNY
1,2229-003,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,,HOUSEHOLD REFUSED,,
1,2230-001,PANEL B,Panel B - 2 Visits,R01,KUMTUNDA,RG01,.5,ACRE,.30000001,,9,COMPLETELY CLOUDY
2,2230-001,PANEL B,Panel B - 2 Visits,R02,PAKHOMO,RG02,.5,ACRE,.2,,9,COMPLETELY CLOUDY
3,2230-001,PANEL B,Panel B - 2 Visits,R03,MTUNDA PHIRI,RG03,2,ACRE,.80000001,,8,COMPLETELY CLOUDY
1,2231-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,1,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,2231-001,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG01,1,ACRE,.5,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2231-001,PANEL A,Panel A - 2 Visits,R03,BURLEY,RG02,.5,ACRE,.80000001,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2231-004,PANEL A,Panel A - 2 Visits,R01,PAKHOMO,RG01,.5,ACRE,.40000001,,7,COMPLETELY CLOUDY
2,2231-004,PANEL A,Panel A - 2 Visits,R02,PANTUNDA,RG02,.5,ACRE,.23,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2232-001,PANEL B,Panel B - 2 Visits,R01,KUPHIRI,RG01,2,ACRE,1.7,,8,MOSTLY CLEAR / MOSTLY SUNNY
2,2232-001,PANEL B,Panel B - 2 Visits,R02,PAKHOMO,RG02,.25,ACRE,.69999999,,9,MOSTLY CLEAR / MOSTLY SUNNY
1,2233-001,PANEL A,Panel A - 2 Visits,R01,H/MAIZE,RG01,.5,ACRE,.89999998,,12,COMPLETELY CLOUDY
2,2233-001,PANEL A,Panel A - 2 Visits,R02,L/MAIZE,RG02,1,ACRE,2.4000001,,12,COMPLETELY CLOUDY
3,2233-001,PANEL A,Panel A - 2 Visits,R03,NANDOLO,RG03,.40000001,ACRE,.5,,12,COMPLETELY CLOUDY
1,2234-001,PANEL B,Panel B - 2 Visits,R01,KUSCHOOL,RG01,.5,ACRE,.60000002,,10,PARTLY CLOUDY / PARTLY SUNNY
2,2234-001,PANEL B,Panel B - 2 Visits,R02,PAKHOMO,RG02,.5,ACRE,.69999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2236-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO,RG01,.5,ACRE,.1,,9,PARTLY CLOUDY / PARTLY SUNNY
2,2236-001,PANEL B,Panel B - 2 Visits,R02,NTHATA 1,RG02,.5,ACRE,.40000001,,9,PARTLY CLOUDY / PARTLY SUNNY
3,2236-001,PANEL B,Panel B - 2 Visits,R03,NTHATA 2,RG03,.5,ACRE,.69999999,,9,PARTLY CLOUDY / PARTLY SUNNY
4,2236-001,PANEL B,Panel B - 2 Visits,R04,MAJAWA,RG04,.5,ACRE,.5,,9,PARTLY CLOUDY / PARTLY SUNNY
1,2238-001,PANEL B,Panel B - 2 Visits,R01,MUNDA KA KUMTUNDA,RG01,1,ACRE,.89999998,,12,CLEAR / SUNNY
1,2239-001,PANEL A,Panel A - 2 Visits,R01,"HYBRID,NANDOLO",RG01,.5,ACRE,.75,,11,COMPLETELY CLOUDY
1,2239-003,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.5,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,2239-003,PANEL A,Panel A - 2 Visits,R02,FODYA,RG02,1,ACRE,.69999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2239-005,PANEL A,Panel A - 2 Visits,R01,PAKHOMO,RG01,.5,ACRE,.30000001,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2239-005,PANEL A,Panel A - 2 Visits,R02,PAKHOMO,RG02,1,ACRE,.40000001,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2240-002,PANEL B,Panel B - 2 Visits,R01,KU MATELA,RG01,1,ACRE,.5,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2241-001,PANEL A,Panel A - 2 Visits,R01,L.MAIZE,RG01,.5,ACRE,.69999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2242-001,PANEL B,Panel B - 2 Visits,R01,KUMTUNDA,RG01,1,ACRE,1.6,,9,MOSTLY CLEAR / MOSTLY SUNNY
2,2242-001,PANEL B,Panel B - 2 Visits,R02,KUMUSI,RG02,.80000001,ACRE,.40000001,,8,PARTLY CLOUDY / PARTLY SUNNY
1,2243-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.1,,12,CLEAR / SUNNY
1,2244-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO,RG01,.75,ACRE,.5,,7,MOSTLY CLEAR / MOSTLY SUNNY
2,2244-001,PANEL B,Panel B - 2 Visits,R02,KUPHIRI,RG02,.75,ACRE,.60000002,,7,MOSTLY CLEAR / MOSTLY SUNNY
1,2245-001,PANEL A,Panel A - 2 Visits,R01,L/MAIZE,RG01,.5,ACRE,.89999998,,11,CLEAR / SUNNY
1,2245-003,PANEL A,Panel A - 2 Visits,R01,L/MAIZE,RG01,.5,ACRE,,HOUSEHOLD REFUSED,,
2,2245-003,PANEL A,Panel A - 2 Visits,R02,H/MAIZE,RG02,.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2245-004,PANEL A,Panel A - 2 Visits,R01,H/MAIZE,RG01,.5,ACRE,.60000002,,11,CLEAR / SUNNY
1,2245-006,PANEL A,Panel A - Only Visit 1,R01,HYBRID MAIZE,RG01,.5,ACRE,.60000002,,11,COMPLETELY CLOUDY
1,2246-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO,RG01,.5,ACRE,.69999999,,9,PARTLY CLOUDY / PARTLY SUNNY
1,2247-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.5,ACRE,.5,,11,CLEAR / SUNNY
2,2247-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,1,ACRE,.69999999,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2247-001,PANEL A,Panel A - 2 Visits,R03,LOCAL,RG03,.5,ACRE,.40000001,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
4,2247-001,PANEL A,Panel A - 2 Visits,R04,LOCAL,RG03,1,ACRE,1,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2248-001,PANEL B,Panel B - 2 Visits,R01,PAKHOMO 1,RG01,.5,ACRE,.69999999,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2248-001,PANEL B,Panel B - 2 Visits,R02,PAKHOMO 1,RG01,.25,ACRE,.1,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2248-001,PANEL B,Panel B - 2 Visits,R03,PAKHOMO 2,RG02,.5,ACRE,2.3,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2249-001,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,1,ACRE,1.5,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2249-001,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG02,1,ACRE,.69999999,,12,
3,2249-001,PANEL A,Panel A - 2 Visits,R03,LOCAL,RG03,.5,ACRE,.89999998,,12,
4,2249-001,PANEL A,Panel A - 2 Visits,R04,SOYA,RG04,.5,ACRE,.1,,12,
5,2249-001,PANEL A,Panel A - 2 Visits,R05,G.NUTS,RG05,.5,ACRE,,TOO FAR,,
6,2249-001,PANEL A,Panel A - 2 Visits,R06,G.NUTS,RG06,.5,ACRE,.1,,12,
1,2250-001,PANEL B,Panel B - 2 Visits,R01,WA PA KHOMO,RG01,.5,ACRE,1.3,,12,CLEAR / SUNNY
1,2251-001,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,.5,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2251-003,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2251-005,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.5,ACRE,,TOO FAR,,
2,2251-005,PANEL A,Panel A - 2 Visits,R02,MAIZE,RG02,.5,ACRE,,TOO FAR,,
1,2252-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.60000002,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2253-001,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,1,ACRE,1.1,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2253-001,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG02,.5,ACRE,.69999999,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2253-001,PANEL A,Panel A - 2 Visits,R03,LOCAL,RG03,.5,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2254-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.5,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2255-001,PANEL A,Panel A - 2 Visits,R01,FODYA,RG01,1,ACRE,1.4,,11,CLEAR / SUNNY
2,2255-001,PANEL A,Panel A - 2 Visits,R02,MAIZE,RG02,1,ACRE,,HOUSEHOLD REFUSED,,
1,2257-001,PANEL A,Panel A - 2 Visits,R01,L/MAIZE,RG01,.69999999,ACRE,.5,,11,CLEAR / SUNNY
1,2258-001,PANEL B,Panel B - 2 Visits,R01,NAMWERA,RG01,.5,ACRE,.5,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2259-001,PANEL A,Panel A - 2 Visits,R01,TOMATOES,RG01,2,ACRE,.80000001,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,2259-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,1,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,2259-001,PANEL A,Panel A - 2 Visits,R03,NANDOLO,RG02,.5,ACRE,.2,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2260-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,1.1,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2261-001,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,1,ACRE,.69999999,,11,CLEAR / SUNNY
2,2261-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,.5,ACRE,1,,11,CLEAR / SUNNY
1,2262-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1,,12,PARTLY CLOUDY / PARTLY SUNNY
2,2262-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2263-001,PANEL A,Panel A - 2 Visits,R01,L.MAIZE,RG01,1,ACRE,1.1,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2263-001,PANEL A,Panel A - 2 Visits,R02,L.MAIZE,RG02,.5,ACRE,.69999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2264-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,.40000001,,11,CLEAR / SUNNY
2,2264-001,PANEL B,Panel B - 2 Visits,R02,LOCAL,RG02,1.5,ACRE,.80000001,,,
1,2265-001,PANEL A,Panel A - 2 Visits,R01,H/BRID,RG01,.25,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2265-001,PANEL A,Panel A - 2 Visits,R02,H/BRID,RG02,.25,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
3,2265-001,PANEL A,Panel A - 2 Visits,R03,BURLEY,RG03,.25,ACRE,.5,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2266-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,HECTARE,1.7,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,2267-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.25,ACRE,.1,,11,CLEAR / SUNNY
2,2267-001,PANEL A,Panel A - 2 Visits,R02,L.MAIZE,RG02,.5,ACRE,.89999998,,12,CLEAR / SUNNY
3,2267-001,PANEL A,Panel A - 2 Visits,R03,L.MAIZE,RG03,1,ACRE,1.5,,11,CLEAR / SUNNY
1,2268-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.75,ACRE,.80000001,,11,CLEAR / SUNNY
1,2270-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.1,HOUSEHOLD REFUSED,,
2,2270-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,.30000001,HOUSEHOLD REFUSED,,
1,2271-001,PANEL A,Panel A - 2 Visits,R01,H/MAIZE,RG01,1.5,ACRE,.69999999,,12,COMPLETELY CLOUDY
2,2271-001,PANEL A,Panel A - 2 Visits,R02,BURLEY,RG02,2,ACRE,2,,12,COMPLETELY CLOUDY
1,2272-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.039999999,HECTARE,.039999999,,11,
1,2273-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.25,ACRE,.5,,10,CLEAR / SUNNY
2,2273-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG02,.25,ACRE,.30000001,,10,CLEAR / SUNNY
1,2275-001,PANEL A,Panel A - 2 Visits,R01,L.MAIZE,RG01,.25,ACRE,1,,12,COMPLETELY CLOUDY
2,2275-001,PANEL A,Panel A - 2 Visits,R02,L.MAIZE,RG02,.5,ACRE,,,,
1,2276-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.30000001,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2277-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.5,ACRE,,TOO FAR,,
2,2277-001,PANEL A,Panel A - 2 Visits,R02,MAIZE,RG02,1,ACRE,1.2,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2277-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG03,.5,ACRE,1.1,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2278-001,PANEL B,Panel B - 2 Visits,R01,HYBRID,RG01,.5,ACRE,.40000001,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2278-001,PANEL B,Panel B - 2 Visits,R02,S.POTATO,RG02,1,ACRE,.89999998,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,2278-001,PANEL B,Panel B - 2 Visits,R03,LOCAL MAIZE,RG03,.80000001,ACRE,.80000001,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
4,2278-001,PANEL B,Panel B - 2 Visits,R04,LOCAL,RG04,.80000001,ACRE,.60000002,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2278-005,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.1,,11,CLEAR / SUNNY
1,2279-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.75,ACRE,.40000001,,12,CLEAR / SUNNY
2,2279-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG01,.25,ACRE,.80000001,,12,CLEAR / SUNNY
1,2281-001,PANEL A,Panel A - 2 Visits,R01,H/MAIZE,RG01,1,ACRE,4.5999999,,10,CLEAR / SUNNY
2,2281-001,PANEL A,Panel A - 2 Visits,R02,H/MAIZE,RG02,1,,,TOO FAR,,
1,2282-001,PANEL B,Panel B - 2 Visits,R01,L/MAIZE,RG01,.30000001,ACRE,.40000001,,10,PARTLY CLOUDY / PARTLY SUNNY
2,2282-001,PANEL B,Panel B - 2 Visits,R02,KILOMBERO,RG02,.5,ACRE,.30000001,,12,PARTLY CLOUDY / PARTLY SUNNY
1,2282-003,PANEL B,Panel B - 2 Visits,R01,H/MAIZE,RG01,.5,ACRE,.40000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2282-004,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.41,,10,PARTLY CLOUDY / PARTLY SUNNY
2,2282-004,PANEL B,Panel B - 2 Visits,R02,KILOMBERO,RG02,.5,ACRE,.1,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2283-001,PANEL A,Panel A - 2 Visits,R01,H/MAIZE,RG01,.5,ACRE,1,,10,COMPLETELY CLOUDY
2,2283-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG02,.5,ACRE,.60000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,2284-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.75,ACRE,.69999999,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,2285-001,PANEL A,Panel A - 2 Visits,R01,COTTON,RG01,1,ACRE,,OTHER (SPECIFY),,
2,2285-001,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG02,1,ACRE,,OTHER (SPECIFY),,
3,2285-001,PANEL A,Panel A - 2 Visits,R03,HYBRID,RG03,1,ACRE,,OTHER (SPECIFY),,
1,2286-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.75,ACRE,1.11,,10,PARTLY CLOUDY / PARTLY SUNNY
1,2287-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.25,ACRE,.2,,12,CLEAR / SUNNY
2,2287-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG02,1,ACRE,1.4,,12,CLEAR / SUNNY
3,2287-001,PANEL A,Panel A - 2 Visits,R03,HYBRID,RG03,1,ACRE,,TOO FAR,,
1,2288-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.34,,11,PARTLY CLOUDY / PARTLY SUNNY
2,2288-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.5,ACRE,.54000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,2289-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.5,ACRE,.5,,10,CLEAR / SUNNY
2,2289-001,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG02,1.5,ACRE,.30000001,,10,CLEAR / SUNNY
3,2289-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG03,.5,ACRE,1.2,,11,CLEAR / SUNNY
4,2289-001,PANEL A,Panel A - 2 Visits,R04,COTTON,RG04,.5,ACRE,.40000001,,11,CLEAR / SUNNY
1,2291-001,PANEL A,Panel A - 2 Visits,R01,COTTON,RG01,1.5,ACRE,,HOUSEHOLD REFUSED,,
2,2291-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,1,ACRE,,HOUSEHOLD REFUSED,,
1,2292-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,.050000001,,11,CLEAR / SUNNY
1,2293-001,PANEL A,Panel A - 2 Visits,R01,L/MAIZE,RG01,2,ACRE,2.0999999,,11,CLEAR / SUNNY
1,2294-002,PANEL B,Panel B - 2 Visits,R01,KUPOLO YA MAGETSI,RG01,.5,ACRE,.14,,11,CLEAR / SUNNY
1,2295-001,PANEL A,Panel A - 2 Visits,R01,COTTON,RG01,.5,ACRE,1.2,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,2295-001,PANEL A,Panel A - 2 Visits,R02,MAIZE,RG02,.5,ACRE,,TOO FAR,,
3,2295-001,PANEL A,Panel A - 2 Visits,R03,RICE,RG03,.1,ACRE,.1,,10,CLEAR / SUNNY
1,2296-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.31,,9,PARTLY CLOUDY / PARTLY SUNNY
1,2297-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,.69999999,,11,CLEAR / SUNNY
2,2297-001,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG02,.5,ACRE,1,,11,CLEAR / SUNNY
3,2297-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG03,1,ACRE,1,,11,CLEAR / SUNNY
1,2299-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED,RG01,.5,ACRE,,TOO FAR,,
2,2299-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,.25,ACRE,.30000001,,10,CLEAR / SUNNY
3,2299-001,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG02,.2,ACRE,.2,,10,CLEAR / SUNNY
4,2299-001,PANEL A,Panel A - 2 Visits,R04,RICE,RG02,.1,ACRE,.1,,10,CLEAR / SUNNY
5,2299-001,PANEL A,Panel A - 2 Visits,R05,COTTON,RG02,.25,ACRE,.30000001,,10,CLEAR / SUNNY
1,2299-002,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1,ACRE,1.1,,11,CLEAR / SUNNY
2,2299-002,PANEL A,Panel A - 2 Visits,R02,COTTON,RG02,1,ACRE,1.2,,11,CLEAR / SUNNY
