occ,y2_hhid,qx_type,interview_status,ag_a1_start,ag_a1_end,ag_a2_start,ag_a2_end,ag_b_start,ag_b_end,ag_b_start_day,ag_b_start_month,ag_b_start_hour,ag_b_start_minute,ag_b_end_hour,ag_b_end_minute,ag_b_respondent,ag_b1_start,ag_b1_end,ag_b1_start_day,ag_b1_start_month,ag_b1_start_hour,ag_b1_start_minute,ag_b1_end_hour,ag_b1_end_minute,ag_b1_respondent,ag_c_start,ag_c_end,ag_c_start_day,ag_c_start_month,ag_c_start_hour,ag_c_start_minute,ag_c_end_hour,ag_c_end_minute,ag_c_respondent,ag_d_start,ag_d_end,ag_d_start_day,ag_d_start_month,ag_d_start_hour,ag_d_start_minute,ag_d_end_hour,ag_d_end_minute,ag_d_respondent,ag_e_start,ag_e_end,ag_e_start_day,ag_e_start_month,ag_e_start_hour,ag_e_start_minute,ag_e_end_hour,ag_e_end_minute,ag_e_respondent,ag_f_start,ag_f_end,ag_f_start_day,ag_f_start_month,ag_f_start_hour,ag_f_start_minute,ag_f_end_hour,ag_f_end_minute,ag_f_respondent,ag_g_start,ag_g_end,ag_g_start_day,ag_g_start_month,ag_g_start_hour,ag_g_start_minute,ag_g_end_hour,ag_g_end_minute,ag_h_start,ag_h_end,ag_h_start_day,ag_h_start_month,ag_h_start_hour,ag_h_start_minute,ag_h_end_hour,ag_h_end_minute,ag_h_respondent,ag_r_start,ag_r_end,ag_r_start_day,ag_r_start_month,ag_r_start_hour,ag_r_start_minute,ag_r_end_hour,ag_r_end_minute,ag_s_start,ag_s_end,ag_s_start_day,ag_s_start_month,ag_s_start_hour,ag_s_start_minute,ag_s_end_hour,ag_s_end_minute,ag_s_respondent,ag_i_start,ag_i_end,ag_i_start_day,ag_i_start_month,ag_i_start_hour,ag_i_start_minute,ag_i_end_hour,ag_i_end_minute,ag_i1_start,ag_i1_end,ag_i1_start_day,ag_i1_start_month,ag_i1_start_hour,ag_i1_start_minute,ag_i1_end_hour,ag_i1_end_minute,ag_i1_respondent,ag_j_start,ag_j_end,ag_j_start_day,ag_j_start_month,ag_j_start_hour,ag_j_start_minute,ag_j_end_hour,ag_j_end_minute,ag_j_respondent,ag_k_start,ag_k_end,ag_k_start_day,ag_k_start_month,ag_k_start_hour,ag_k_start_minute,ag_k_end_hour,ag_k_end_minute,ag_k_respondent,ag_l_start,ag_l_end,ag_l_start_day,ag_l_start_month,ag_l_start_hour,ag_l_start_minute,ag_l_end_hour,ag_l_end_minute,ag_l_respondent,ag_m_start,ag_m_end,ag_m_start_day,ag_m_start_month,ag_m_start_hour,ag_m_start_minute,ag_m_end_hour,ag_m_end_minute,ag_m_respondent,ag_n_start,ag_n_end,ag_n_start_day,ag_n_start_month,ag_n_start_hour,ag_n_start_minute,ag_n_end_hour,ag_n_end_minute,ag_n_respondent,ag_o1_start,ag_o1_end,ag_o1_start_day,ag_o1_start_month,ag_o1_start_hour,ag_o1_start_minute,ag_o1_end_hour,ag_o1_end_minute,ag_o11_start,ag_o11_end,ag_o11_start_day,ag_o11_start_month,ag_o11_start_hour,ag_o11_start_minute,ag_o11_end_hour,ag_o11_end_minute,ag_o11_respondent,ag_o2_start,ag_o2_end,ag_o2_start_day,ag_o2_start_month,ag_o2_start_hour,ag_o2_start_minute,ag_o2_end_hour,ag_o2_end_minute,ag_o2_respondent,ag_p_start,ag_p_end,ag_p_start_day,ag_p_start_month,ag_p_start_hour,ag_p_start_minute,ag_p_end_hour,ag_p_end_minute,ag_p_respondent,ag_q_start,ag_q_end,ag_q_start_day,ag_q_start_month,ag_q_start_hour,ag_q_start_minute,ag_q_end_hour,ag_q_end_minute,ag_t_start,ag_t_end,ag_t_start_day,ag_t_start_month,ag_t_start_hour,ag_t_start_minute,ag_t_end_hour,ag_t_end_minute,ag_t_respondent,ag_u1_start,ag_u1_end,ag_u1_start_day,ag_u1_start_month,ag_u1_start_hour,ag_u1_start_minute,ag_u1_manager,ag_u1_manager_a,ag_u1_end_hour,ag_u1_end_minute,ag_u2_start,ag_u2_end,ag_u2_start_day,ag_u2_start_month,ag_u2_start_hour,ag_u2_start_minute,ag_u2_manager_a,ag_u2_end_hour,ag_u2_end_minute,ag_u3_start,ag_u3_end,ag_u3_start_day,ag_u3_start_month,ag_u3_start_hour,ag_u3_start_minute,ag_u3_manager_a,ag_u3_end_hour,ag_u3_end_minute,ag_u4_start,ag_u4_end,ag_u4_start_day,ag_u4_start_month,ag_u4_start_hour,ag_u4_start_minute,ag_u4_manager_a,ag_u4_end_hour,ag_u4_end_minute,ag_nr_start,ag_nr_end
1,0009-001,PANEL A,Panel A - 2 Visits,30/05/13 15:58:41,30/05/13 16:00:41,,08/09/13 08:33:36,30/05/13 16:00:41,08/09/13 08:33:38,24,MAY,8,20,8,24,1,30/05/13 16:02:27,08/09/13 08:33:38,24,MAY,8,24,8,24,1,30/05/13 16:04:49,08/09/13 08:33:38,24,MAY,8,24,8,24,1,30/05/13 16:06:29,08/09/13 08:33:38,24,MAY,8,25,8,31,1,30/05/13 16:09:17,08/09/13 08:33:38,24,MAY,8,31,8,37,1,30/05/13 16:11:21,08/09/13 08:33:38,24,MAY,8,37,8,38,1,30/05/13 16:11:54,08/09/13 08:33:38,24,MAY,8,38,8,41,30/05/13 16:12:47,08/09/13 08:33:38,24,MAY,8,41,8,43,1,30/05/13 16:13:18,08/09/13 08:33:39,24,MAY,8,43,8,44,,08/09/13 08:33:39,,,,,,,,08/09/13 08:35:08,08/09/13 08:35:51,31,AUGUST,10,6,10,12,08/09/13 08:35:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13 08:35:52,,,,,,,,,08/09/13 08:36:03,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13 08:36:04,08/09/13 08:36:27,31,AUGUST,10,24,10,29,1,08/09/13 08:36:27,08/09/13 08:37:57,31,AUGUST,10,30,1,1,10,40,08/09/13 08:37:57,08/09/13 08:38:14,31,AUGUST,10,40,1,10,45,08/09/13 08:38:14,,,,,,,,,,,,,,,,,,30/05/13 16:13:39,30/05/13 16:13:57
1,0010-001,PANEL B,Panel B - 2 Visits,26/07/13 14:01:33,26/07/13 14:02:39,,26/10/13 06:53:46,26/07/13 14:02:39,26/10/13 06:53:46,20,JULY,8,15,8,25,3,26/07/13 14:03:17,26/10/13 06:53:48,20,JULY,8,26,8,28,3,26/07/13 14:05:24,26/10/13 06:53:48,20,JULY,8,21,8,23,3,26/07/13 14:06:00,26/10/13 06:53:48,20,JULY,8,24,8,39,3,26/07/13 14:08:19,26/10/13 06:53:48,20,JULY,8,40,8,45,1,26/07/13 14:08:56,26/10/13 06:53:48,20,JULY,8,45,8,46,3,26/07/13 14:09:12,26/10/13 06:53:48,20,JULY,8,46,8,49,26/07/13 14:09:49,26/10/13 06:53:48,20,JULY,8,50,8,52,3,26/07/13 14:10:10,26/10/13 06:53:49,20,JULY,8,53,9,6,26/07/13 14:11:22,26/10/13 06:53:49,20,JULY,9,7,9,15,3,26/10/13 06:55:18,26/10/13 06:55:38,24,OCTOBER,11,7,10,10,26/10/13 06:55:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 06:55:39,,,,,,,,,26/10/13 06:55:56,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 06:55:56,26/10/13 06:56:13,24,OCTOBER,10,19,10,22,3,26/10/13 06:56:13,26/10/13 06:57:45,24,OCTOBER,10,22,3,1,10,28,26/10/13 06:57:45,26/10/13 06:58:07,24,OCTOBER,10,28,1,10,32,26/10/13 06:58:07,,,,,,,,,,,,,,,,,,26/07/13 14:11:45,26/07/13 14:11:47
1,0011-001,PANEL A,Panel A - 2 Visits,29/05/13 08:48:49,29/05/13 08:51:39,,06/09/13 11:00:49,29/05/13 08:51:39,06/09/13 11:00:52,25,MAY,13,20,13,25,1,29/05/13 08:53:32,06/09/13 11:00:52,25,MAY,13,26,13,27,1,29/05/13 08:54:14,06/09/13 11:00:52,25,MAY,13,27,13,27,1,29/05/13 08:55:02,06/09/13 11:00:52,25,MAY,13,33,13,39,1,29/05/13 08:56:54,06/09/13 11:00:52,25,MAY,13,39,13,50,1,29/05/13 09:00:47,06/09/13 11:00:52,25,MAY,13,50,13,51,1,29/05/13 09:01:19,06/09/13 11:00:52,25,MAY,13,51,13,54,29/05/13 09:02:10,06/09/13 11:00:52,25,MAY,13,54,13,57,1,29/05/13 09:02:51,06/09/13 11:00:52,25,MAY,13,57,14,0,29/05/13 09:04:02,06/09/13 11:00:52,25,MAY,14,0,14,2,1,06/09/13 11:02:00,06/09/13 11:02:56,30,AUGUST,8,25,8,29,06/09/13 11:02:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/13 11:02:58,,,,,,,,,06/09/13 11:03:19,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/13 11:03:20,06/09/13 11:03:53,30,AUGUST,8,30,8,32,2,06/09/13 11:03:53,06/09/13 11:05:27,30,AUGUST,8,33,2,1,8,39,06/09/13 11:05:27,06/09/13 11:05:43,30,AUGUST,8,39,1,8,43,06/09/13 11:05:43,06/09/13 11:07:23,30,AUGUST,8,43,2,8,48,06/09/13 11:07:23,06/09/13 11:07:44,30,AUGUST,8,48,2,8,55,29/05/13 09:04:25,29/05/13 09:07:18
1,0012-001,PANEL B,Panel B - 2 Visits,26/07/13 12:02:30,26/07/13 12:03:29,,26/10/13 06:20:09,26/07/13 12:03:29,26/10/13 06:20:09,19,JULY,7,33,7,46,1,26/07/13 12:05:59,26/10/13 06:20:09,19,JULY,7,46,7,49,1,26/07/13 12:07:56,26/10/13 06:20:09,19,JULY,7,48,7,51,1,26/07/13 12:11:12,26/10/13 06:20:10,19,JULY,7,53,8,9,1,26/07/13 12:16:17,26/10/13 06:20:10,19,JULY,8,10,8,11,1,26/07/13 12:16:52,26/10/13 06:20:10,19,JULY,8,11,8,16,1,26/07/13 12:17:40,26/10/13 06:20:16,19,JULY,8,16,8,22,26/07/13 12:21:44,26/10/13 06:20:16,19,JULY,8,22,8,35,1,26/07/13 12:23:35,26/10/13 06:20:17,19,JULY,8,35,8,48,26/07/13 12:25:43,26/10/13 06:20:17,19,JULY,8,48,8,51,1,26/10/13 06:22:19,26/10/13 06:23:59,24,OCTOBER,8,18,8,23,26/10/13 06:23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 06:24:00,,,,,,,,,26/10/13 06:24:12,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 06:24:12,26/10/13 06:24:31,24,OCTOBER,8,32,8,35,2,26/10/13 06:24:31,26/10/13 06:25:48,24,OCTOBER,8,35,2,2,8,40,26/10/13 06:25:48,26/10/13 06:26:07,24,OCTOBER,8,40,2,8,46,26/10/13 06:26:07,26/10/13 06:27:19,24,OCTOBER,8,50,1,8,54,26/10/13 06:27:19,26/10/13 06:27:42,24,OCTOBER,8,54,1,9,0,26/07/13 12:26:02,26/07/13 12:26:16
1,0012-003,PANEL B,Panel B - 2 Visits,29/07/13 10:09:19,29/07/13 10:10:27,,26/10/13 08:05:21,29/07/13 10:10:27,26/10/13 08:05:21,21,JULY,8,25,8,28,1,29/07/13 10:10:42,26/10/13 08:05:21,21,JULY,8,29,8,33,1,29/07/13 10:11:19,26/10/13 08:05:21,21,JULY,8,34,8,36,1,29/07/13 10:12:01,26/10/13 08:05:21,21,JULY,8,39,8,52,1,29/07/13 10:13:37,26/10/13 08:05:21,21,JULY,8,53,8,56,1,29/07/13 10:14:14,26/10/13 08:05:21,21,JULY,8,57,9,0,1,29/07/13 10:15:04,26/10/13 08:05:21,21,JULY,9,0,9,5,29/07/13 10:15:23,26/10/13 08:05:21,21,JULY,9,6,9,15,1,29/07/13 10:15:47,26/10/13 08:05:32,21,JULY,9,16,9,16,,26/10/13 08:05:32,,,,,,,,26/10/13 08:06:26,26/10/13 08:06:47,26,OCTOBER,8,52,8,6,26/10/13 08:06:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 08:06:49,,,,,,,,,26/10/13 08:07:08,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 08:07:08,26/10/13 08:07:42,26,OCTOBER,8,57,9,2,1,26/10/13 08:07:42,26/10/13 08:08:48,26,OCTOBER,9,2,2,1,9,10,26/10/13 08:08:48,26/10/13 08:09:09,26,OCTOBER,9,10,1,9,26,26/10/13 08:09:09,26/10/13 08:10:42,26,OCTOBER,9,20,2,9,30,26/10/13 08:10:42,26/10/13 08:11:00,26,OCTOBER,9,30,2,9,39,29/07/13 10:15:57,29/07/13 10:16:21
1,0012-010,PANEL B,Panel B - 2 Visits,29/07/13 10:29:16,29/07/13 10:30:47,,26/10/13 07:23:04,29/07/13 10:30:47,26/10/13 07:23:04,20,JULY,14,59,15,0,1,29/07/13 10:31:04,26/10/13 07:23:04,20,JULY,15,0,15,2,1,29/07/13 10:32:08,26/10/13 07:23:04,20,JULY,15,2,15,3,1,29/07/13 10:33:26,26/10/13 07:23:04,20,JULY,15,3,15,13,1,29/07/13 10:35:22,26/10/13 07:23:04,20,JULY,15,13,15,15,1,29/07/13 10:36:03,26/10/13 07:23:05,20,JULY,15,15,15,19,1,29/07/13 10:36:50,26/10/13 07:23:05,20,JULY,15,19,15,23,29/07/13 10:37:30,26/10/13 07:23:05,20,JULY,15,23,15,27,1,29/07/13 10:38:17,26/10/13 07:23:05,20,JULY,15,27,15,31,29/07/13 10:39:15,26/10/13 07:23:05,20,JULY,15,31,15,32,1,26/10/13 07:24:32,26/10/13 07:25:27,26,OCTOBER,10,0,10,3,26/10/13 07:25:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/13 07:25:28,,,,,,,,,26/10/13 07:25:41,26/10/13 07:27:05,26,OCTOBER,10,7,10,9,1,26/10/13 07:27:05,26/10/13 07:27:40,26,OCTOBER,10,9,10,12,1,26/10/13 07:27:40,26/10/13 07:28:00,26,OCTOBER,10,12,10,16,26/10/13 07:28:00,26/10/13 07:28:28,26,OCTOBER,10,16,10,19,1,26/10/13 07:28:28,26/10/13 07:31:14,26,OCTOBER,10,19,1,1,10,22,26/10/13 07:31:14,26/10/13 07:31:38,26,OCTOBER,10,22,1,10,27,26/10/13 07:31:38,,,,,,,,,,,,,,,,,,29/07/13 10:39:34,29/07/13 10:39:45
1,0013-001,PANEL A,Panel A - 2 Visits,30/05/13 10:34:29,30/05/13 10:41:41,,08/09/13 09:52:25,30/05/13 10:41:41,08/09/13 09:52:27,26,MAY,8,21,8,30,1,30/05/13 10:43:57,08/09/13 09:52:27,26,MAY,8,30,8,33,1,30/05/13 10:45:55,08/09/13 09:52:27,26,MAY,8,33,8,36,1,30/05/13 10:47:29,08/09/13 09:52:27,26,MAY,8,37,8,44,1,30/05/13 10:51:15,08/09/13 09:52:27,26,MAY,8,44,8,50,1,30/05/13 10:56:41,08/09/13 09:52:27,26,MAY,8,50,8,54,1,30/05/13 10:57:43,08/09/13 09:52:27,26,MAY,8,54,8,59,30/05/13 11:10:33,08/09/13 09:52:27,26,MAY,8,59,9,4,1,30/05/13 11:12:01,08/09/13 09:52:28,26,MAY,9,4,9,4,,08/09/13 09:52:28,,,,,,,,08/09/13 09:54:41,08/09/13 09:56:20,1,SEPTEMBER,13,30,13,36,08/09/13 09:56:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13 09:56:29,,,,,,,,,08/09/13 09:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13 09:56:42,08/09/13 09:57:16,1,SEPTEMBER,13,37,13,40,2,08/09/13 09:57:16,08/09/13 09:58:54,1,SEPTEMBER,13,40,2,1,13,45,08/09/13 09:58:54,08/09/13 09:59:16,1,SEPTEMBER,13,46,1,13,49,08/09/13 09:59:16,08/09/13 10:00:48,1,SEPTEMBER,13,50,2,13,56,08/09/13 10:00:48,08/09/13 10:01:07,1,SEPTEMBER,13,36,2,14,0,30/05/13 11:12:16,30/05/13 11:13:00
1,0014-001,PANEL B,Panel B - 2 Visits,26/07/13 14:19:04,26/07/13 14:20:09,,25/10/13 15:20:51,26/07/13 14:20:09,25/10/13 15:20:54,19,JULY,12,56,13,0,1,26/07/13 14:21:17,25/10/13 15:20:54,19,JULY,13,1,13,2,1,26/07/13 14:21:56,25/10/13 15:20:54,19,JULY,13,2,13,3,1,26/07/13 14:22:34,25/10/13 15:20:55,19,JULY,13,3,13,10,1,26/07/13 14:23:56,25/10/13 15:20:55,19,JULY,13,10,13,14,1,26/07/13 14:27:38,25/10/13 15:20:55,19,JULY,13,14,13,15,1,26/07/13 14:28:03,25/10/13 15:20:57,19,JULY,13,15,13,17,26/07/13 14:28:43,25/10/13 15:20:57,19,JULY,13,17,13,19,1,26/07/13 14:29:25,25/10/13 15:20:58,19,JULY,13,19,13,19,,25/10/13 15:20:59,,,,,,,,25/10/13 15:22:09,25/10/13 15:23:18,23,OCTOBER,13,23,13,26,25/10/13 15:23:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/13 15:23:19,,,,,,,,,25/10/13 15:23:34,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/13 15:23:35,25/10/13 15:23:50,23,OCTOBER,13,27,13,29,1,25/10/13 15:23:51,25/10/13 15:25:41,23,OCTOBER,13,29,1,1,13,35,25/10/13 15:25:41,25/10/13 15:25:58,23,OCTOBER,13,35,1,13,39,25/10/13 15:25:58,,,,,,,,,,,,,,,,,,26/07/13 14:29:50,26/07/13 14:30:44
1,0015-001,PANEL A,Panel A - 2 Visits,29/05/13 07:25:04,29/05/13 07:26:27,,06/09/13 10:26:25,29/05/13 07:26:27,06/09/13 10:26:28,24,MAY,15,58,16,2,1,29/05/13 07:29:18,06/09/13 10:26:30,24,MAY,16,2,16,5,1,29/05/13 07:31:08,06/09/13 10:26:31,24,MAY,16,5,16,9,1,29/05/13 07:32:50,06/09/13 10:26:32,24,MAY,16,11,16,20,1,29/05/13 07:36:02,06/09/13 10:26:32,24,MAY,16,20,16,28,1,29/05/13 07:42:42,06/09/13 10:26:32,24,MAY,16,28,16,29,1,29/05/13 07:45:44,06/09/13 10:26:33,24,MAY,16,29,16,35,29/05/13 07:47:16,06/09/13 10:26:34,24,MAY,16,35,16,42,1,29/05/13 07:48:34,06/09/13 10:26:34,24,MAY,16,42,16,46,29/05/13 07:51:37,06/09/13 10:26:34,24,MAY,16,46,16,47,1,06/09/13 10:28:44,06/09/13 10:30:43,30,AUGUST,9,29,9,37,06/09/13 10:30:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/13 10:30:48,,,,,,,,,06/09/13 10:31:00,06/09/13 10:31:51,30,AUGUST,9,38,9,39,1,06/09/13 10:31:51,06/09/13 10:32:40,30,AUGUST,9,39,9,42,1,06/09/13 10:32:40,06/09/13 10:33:20,30,AUGUST,9,42,9,44,06/09/13 10:33:20,06/09/13 10:33:49,30,AUGUST,9,44,9,47,1,06/09/13 10:33:49,06/09/13 10:35:38,30,AUGUST,9,47,2,1,9,56,06/09/13 10:35:38,06/09/13 10:35:59,30,AUGUST,9,56,1,9,59,06/09/13 10:35:59,06/09/13 10:37:23,30,AUGUST,10,0,2,10,10,06/09/13 10:37:23,06/09/13 10:37:57,30,AUGUST,10,10,2,10,6,29/05/13 07:52:24,29/05/13 07:53:14
1,0016-001,PANEL B,Panel B - 2 Visits,26/07/13 14:37:18,26/07/13 14:38:31,,25/10/13 12:06:48,26/07/13 14:38:31,25/10/13 12:06:50,20,SEPTEMBER,7,24,7,30,1,26/07/13 14:40:20,25/10/13 12:06:50,20,JULY,7,30,7,33,1,26/07/13 14:41:49,25/10/13 12:06:50,20,JULY,7,34,7,35,1,26/07/13 14:43:04,25/10/13 12:06:51,20,JULY,7,35,7,47,1,26/07/13 14:46:19,25/10/13 12:06:51,20,JULY,7,47,7,50,1,26/07/13 14:46:53,25/10/13 12:06:52,20,JULY,7,50,7,54,1,26/07/13 14:47:48,25/10/13 12:06:54,20,JULY,7,54,7,59,26/07/13 14:49:18,25/10/13 12:06:54,20,JULY,7,59,8,4,1,26/07/13 14:50:20,25/10/13 12:06:55,20,JULY,8,5,8,14,26/07/13 14:54:40,25/10/13 12:06:55,20,JULY,8,14,8,15,1,25/10/13 12:09:00,25/10/13 12:10:42,24,OCTOBER,8,11,8,19,25/10/13 12:10:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/13 12:10:43,,,,,,,,,25/10/13 12:10:57,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/13 12:10:58,25/10/13 12:11:31,24,OCTOBER,8,20,8,22,1,25/10/13 12:11:31,25/10/13 12:13:18,24,OCTOBER,8,20,1,1,8,24,25/10/13 12:13:18,25/10/13 12:13:41,24,OCTOBER,8,25,1,8,29,25/10/13 12:13:41,,,,,,,,,,,,,,,,,,26/07/13 14:54:58,26/07/13 14:56:47
1,0017-001,PANEL A,Panel A - 2 Visits,29/05/13 09:52:12,29/05/13 09:54:04,,06/09/13 11:36:10,29/05/13 09:54:04,06/09/13 11:36:10,24,MAY,14,36,14,44,1,29/05/13 09:55:19,06/09/13 11:36:10,24,MAY,14,44,14,45,1,29/05/13 09:56:48,06/09/13 11:36:10,24,MAY,14,45,14,46,1,29/05/13 09:58:19,06/09/13 11:36:10,24,MAY,14,46,14,55,1,29/05/13 10:01:20,06/09/13 11:36:10,24,MAY,14,55,15,7,1,29/05/13 10:03:46,06/09/13 11:36:10,24,MAY,15,7,15,7,1,29/05/13 10:05:00,06/09/13 11:36:10,24,MAY,15,7,15,10,29/05/13 10:05:40,06/09/13 11:36:10,24,MAY,15,10,15,13,1,29/05/13 10:06:28,06/09/13 11:36:10,24,MAY,15,13,15,17,29/05/13 10:07:23,06/09/13 11:36:10,24,MAY,15,17,15,18,1,06/09/13 11:37:25,06/09/13 11:38:20,31,AUGUST,12,22,12,30,06/09/13 11:38:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/13 11:38:22,,,,,,,,,06/09/13 11:38:38,06/09/13 11:39:10,31,AUGUST,12,31,12,39,1,06/09/13 11:39:10,06/09/13 11:39:38,31,AUGUST,12,39,12,42,1,06/09/13 11:39:38,06/09/13 11:40:05,31,AUGUST,12,42,12,48,06/09/13 11:40:05,06/09/13 11:40:41,31,AUGUST,12,48,12,52,1,06/09/13 11:40:41,06/09/13 11:42:28,31,AUGUST,12,52,1,1,13,0,06/09/13 11:42:28,06/09/13 11:42:50,31,AUGUST,13,0,1,13,9,06/09/13 11:42:50,,,,,,,,,,,,,,,,,,29/05/13 10:07:36,29/05/13 10:08:15
1,0018-001,PANEL B,Panel B - 2 Visits,26/07/13 15:43:59,26/07/13 15:45:02,,25/10/13 13:18:59,26/07/13 15:45:02,25/10/13 13:18:59,20,JULY,9,12,9,15,1,26/07/13 15:46:35,25/10/13 13:18:59,20,JULY,9,15,9,15,1,26/07/13 15:47:27,25/10/13 13:18:59,20,JULY,9,15,9,18,1,26/07/13 15:48:13,25/10/13 13:18:59,20,JULY,9,19,9,26,1,26/07/13 15:49:36,25/10/13 13:19:00,20,JUNE,9,26,9,35,1,26/07/13 15:54:05,25/10/13 13:19:00,20,JULY,9,35,9,36,1,26/07/13 15:54:29,25/10/13 13:19:00,20,JULY,9,36,9,38,26/07/13 15:55:29,25/10/13 13:19:01,20,JULY,9,38,9,45,1,26/07/13 15:56:31,25/10/13 13:19:01,20,JULY,9,45,9,49,26/07/13 15:57:32,25/10/13 13:19:02,20,JULY,9,49,9,50,1,25/10/13 13:20:42,25/10/13 13:22:00,24,OCTOBER,8,46,8,52,25/10/13 13:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/13 13:22:02,,,,,,,,,25/10/13 13:22:20,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/13 13:22:20,25/10/13 13:22:46,24,OCTOBER,8,52,8,56,1,25/10/13 13:22:46,25/10/13 13:23:59,24,OCTOBER,8,56,2,1,9,2,25/10/13 13:23:59,25/10/13 13:24:23,24,OCTOBER,9,2,1,9,7,25/10/13 13:24:23,25/10/13 13:25:29,24,OCTOBER,9,7,2,9,13,25/10/13 13:25:29,25/10/13 13:25:54,24,OCTOBER,9,13,2,9,19,26/07/13 15:57:47,26/07/13 16:01:08
1,0019-001,PANEL A,Panel A - 2 Visits,31/05/13 08:40:06,31/05/13 08:41:58,,08/09/13 09:23:34,31/05/13 08:41:58,08/09/13 09:23:34,24,MAY,13,28,13,30,1,31/05/13 08:43:16,08/09/13 09:23:34,24,MAY,13,31,13,32,1,31/05/13 09:01:46,08/09/13 09:23:34,24,MAY,13,32,13,33,1,31/05/13 09:03:10,08/09/13 09:23:34,24,MAY,13,34,13,40,1,31/05/13 09:06:28,08/09/13 09:23:35,24,MAY,13,41,13,43,1,31/05/13 09:08:12,08/09/13 09:23:35,24,MAY,13,44,13,45,1,31/05/13 09:08:43,08/09/13 09:23:35,24,MAY,13,46,13,47,31/05/13 09:09:32,08/09/13 09:23:35,24,MAY,13,48,13,51,1,31/05/13 09:10:17,08/09/13 09:23:35,24,MAY,13,52,13,56,31/05/13 09:12:18,08/09/13 09:23:35,24,MAY,13,57,13,58,1,08/09/13 09:25:26,08/09/13 09:26:09,30,AUGUST,9,4,9,8,08/09/13 09:26:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13 09:26:10,,,,,,,,,08/09/13 09:27:08,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/13 09:27:08,08/09/13 09:27:34,30,AUGUST,9,15,9,19,2,08/09/13 09:27:34,08/09/13 09:29:14,30,AUGUST,9,19,2,2,9,26,08/09/13 09:29:14,08/09/13 09:29:33,30,AUGUST,9,26,2,9,33,08/09/13 09:29:33,08/09/13 09:30:59,30,AUGUST,9,35,1,9,41,08/09/13 09:30:59,08/09/13 09:31:21,30,AUGUST,9,41,1,9,46,31/05/13 09:12:48,31/05/13 09:13:21
