occ,y2_hhid,qx_type,interview_status,ag_b0a,ag_b0c,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03b,ag_b04a,ag_b04b,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11c,ag_b12a,ag_b12b,ag_b12c,ag_b13a,ag_b13b,ag_b13c,ag_b14a,ag_b14b,ag_b14c,ag_b15a,ag_b15b,ag_b15c,ag_b16a,ag_b16b,ag_b16c,ag_b16d,ag_b17a,ag_b17b,ag_b18,ag_b19,ag_b20a,ag_b20b,ag_b20c,ag_b21a,ag_b21b,ag_b22a,ag_b22b
1,2519-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,3,ACRE,NO,,,12,50 KG BAG,SHELLED,APRIL,APRIL,YES,1,50 KG BAG,SHELLED,1800,1,,0,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,10,KILOGRAM,SHELLED,,INSECTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2519-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,OTHER (SPECIFY),,1.5,50 KG BAG,SHELLED,JULY,JULY,YES,1,50 KG BAG,SHELLED,3000,1,,0,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2519-001,PANEL A,Panel A - 2 Visits,YES,SORGHUM,.5,ACRE,NO,,,1,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,2519-001,PANEL A,Panel A - 2 Visits,YES,RICE WAMBONE,.5,ACRE,NO,DROUGHT,,2,50 KG BAG,UNSHELLED,JULY,JULY,NO,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,3,KILOGRAM,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2520-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.40000001,ACRE,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2520-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.40000001,ACRE,YES,OTHER (SPECIFY),,1,50 KG BAG,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2520-001,PANEL B,Panel B - 2 Visits,YES,SORGHUM,.40000001,ACRE,YES,OTHER (SPECIFY),,25,KILOGRAM,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2521-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2521-002,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,6,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2521-002,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,NO,,,25,KILOGRAM,SHELLED,AUGUST,AUGUST,YES,5,KILOGRAM,SHELLED,700,1,,0,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2522-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,2,ACRE,YES,DROUGHT,,3,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2522-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2522-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2522-001,PANEL B,Panel B - 2 Visits,YES,SORGHUM,2,ACRE,YES,DROUGHT,,25,KILOGRAM,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2522-001,PANEL B,Panel B - 2 Visits,YES,NKHWANI,1,ACRE,YES,DROUGHT,,16,BUNCH,NOT APPLICABLE,DECEMBER,MARCH,NO,,,,,,,,3,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
6,2522-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,YES,DROUGHT,,10,KILOGRAM,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2524-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1.5,ACRE,NO,,,12,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2524-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),1.5,ACRE,NO,,,2,50 KG BAG,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2524-001,PANEL B,Panel B - 2 Visits,YES,PEA,1.5,ACRE,NO,,,25,KILOGRAM,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,2524-001,PANEL B,Panel B - 2 Visits,YES,RICE LOCAL,1.5,ACRE,NO,,,2,50 KG BAG,SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2525-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,8,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2525-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,NO,,,5,50 KG BAG,SHELLED,AUGUST,SEPTEMBER,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2525-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2526-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2527-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,2,ACRE,YES,OTHER (SPECIFY),,11,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,2,50 KG BAG,SHELLED,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2527-001,PANEL A,Panel A - 2 Visits,YES,BEANS,2,ACRE,YES,DROUGHT,,5,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2528-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,4,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2528-001,PANEL B,Panel B - 2 Visits,YES,RICE LOCAL,.5,ACRE,NO,,,1,50 KG BAG,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2528-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,NO,,,125,KILOGRAM,SHELLED,AUGUST,AUGUST,YES,25,KILOGRAM,SHELLED,1500,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2529-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2529-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.2,ACRE,NO,,,8,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2529-001,PANEL A,Panel A - 2 Visits,YES,BEANS,.5,ACRE,NO,,,5,KILOGRAM,SHELLED,MARCH,MARCH,YES,2,KILOGRAM,SHELLED,700,1,2,0,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,2529-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.1,ACRE,NO,,,20,BUNCH,NOT APPLICABLE,DECEMBER,MARCH,YES,10,BUNCH,NOT APPLICABLE,1000,1,2,0,0,,,0,,,0,,,0,,,3,NO 10 PLATE,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
5,2529-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.1,ACRE,NO,,,50,KILOGRAM,SHELLED,AUGUST,AUGUST,YES,30,KILOGRAM,SHELLED,3500,1,2,0,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2529-003,PANEL A,Panel A - Combined Visit,YES,MAIZE HYBRID,1.5,ACRE,NO,,,22,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,4,50 KG BAG,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2529-003,PANEL A,Panel A - Combined Visit,YES,PIGEONPEA(NANDOLO),.5,ACRE,NO,,,2,50 KG BAG,SHELLED,FEBRUARY,APRIL,YES,1,50 KG BAG,SHELLED,3500,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2529-003,PANEL A,Panel A - Combined Visit,YES,NKHWANI,.5,ACRE,NO,,,3,OTHER (SPECIFY),NOT APPLICABLE,FEBRUARY,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2530-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DROUGHT,,2,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2530-001,PANEL B,Panel B - 2 Visits,YES,TOMATO,1,ACRE,NO,,,1,PAIL (SMALL),NOT APPLICABLE,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2530-001,PANEL B,Panel B - 2 Visits,YES,RICE WAMBONE,1,ACRE,YES,DROUGHT,,25,KILOGRAM,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2530-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,NO,,,40,KILOGRAM,UNSHELLED,JULY,AUGUST,NO,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2530-001,PANEL B,Panel B - 2 Visits,YES,NKHWANI,1,ACRE,NO,,,22,BUNCH,NOT APPLICABLE,DECEMBER,MARCH,NO,,,,,,,,6,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
6,2530-001,PANEL B,Panel B - 2 Visits,YES,SWEET POTATO,1,ACRE,NO,,,1,OX-CART,NOT APPLICABLE,AUGUST,SEPTEMBER,YES,6,PAIL (LARGE),NOT APPLICABLE,2500,1,2,0,1,PAIL (SMALL),NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2531-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,DROUGHT,OTHER (SPECIFY),5,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2531-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,YES,DROUGHT,OTHER (SPECIFY),3,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2531-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),1.5,ACRE,YES,DROUGHT,,25,KILOGRAM,SHELLED,JULY,JULY,YES,20,KILOGRAM,SHELLED,6000,1,,0,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2531-001,PANEL A,Panel A - 2 Visits,YES,BEANS,1.5,ACRE,YES,DROUGHT,,10,KILOGRAM,SHELLED,FEBRUARY,FEBRUARY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2531-001,PANEL A,Panel A - 2 Visits,YES,NKHWANI,1.5,ACRE,YES,DROUGHT,,15,BUNCH,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,4,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2531-003,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.69999999,ACRE,YES,DROUGHT,,10,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2531-003,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.69999999,ACRE,YES,DROUGHT,,10,BUNCH,NOT APPLICABLE,DECEMBER,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2531-003,PANEL A,Panel A - 2 Visits,YES,TOMATO,.5,ACRE,YES,DROUGHT,,6,PAIL (LARGE),NOT APPLICABLE,OCTOBER,OCTOBER,YES,5,PAIL (LARGE),NOT APPLICABLE,15000,1,2,0,1,PAIL (SMALL),NOT APPLICABLE,0,,,0,,,0,,,0,,,1,PAIL (SMALL),NOT APPLICABLE,,ROTTING,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
4,2531-003,PANEL A,Panel A - 2 Visits,YES,TANAPOSI,.5,ACRE,YES,DROUGHT,,35,BUNCH,NOT APPLICABLE,SEPTEMBER,OCTOBER,YES,33,BUNCH,NOT APPLICABLE,6000,1,2,0,1,BUNCH,NOT APPLICABLE,0,,,0,,,0,,,0,,,1,BUNCH,NOT APPLICABLE,,INSECTS,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2532-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.2,ACRE,NO,,,10,KILOGRAM,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2532-001,PANEL B,Panel B - 2 Visits,YES,RICE LOCAL,.5,ACRE,NO,,,2,50 KG BAG,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2533-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.25,ACRE,YES,DROUGHT,,3,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,5,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2533-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.25,ACRE,YES,DROUGHT,,0,50 KG BAG,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2534-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,5,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,8,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2534-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,AUGUST,AUGUST,YES,25,KILOGRAM,SHELLED,2000,1,2,0,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2534-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2534-001,PANEL B,Panel B - 2 Visits,YES,SORGHUM,.5,ACRE,YES,DROUGHT,,15,KILOGRAM,NOT APPLICABLE,MAY,MAY,NO,,,,,,,,4,KILOGRAM,NOT APPLICABLE,0,,,0,,,0,,,1,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2535-002,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.02,ACRE,NO,,,4,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,2,50 KG BAG,SHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2535-002,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),.0099999998,ACRE,NO,,,1,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2535-002,PANEL A,Panel A - 2 Visits,YES,SORGHUM,.0099999998,ACRE,NO,,,1,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,2535-002,PANEL A,Panel A - 2 Visits,YES,NKHWANI,.0099999998,ACRE,NO,,,20,BUNCH,NOT APPLICABLE,DECEMBER,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2536-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,LACK OF HIRED LABOR,,3,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2536-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,LACK OF HIRED LABOR,,10,KILOGRAM,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2536-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,LACK OF HIRED LABOR,,5,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2537-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,15,50 KG BAG,SHELLED,APRIL,APRIL,YES,4,50 KG BAG,SHELLED,12000,1,2,0,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2537-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.2,ACRE,NO,,,8,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2537-001,PANEL A,Panel A - 2 Visits,YES,OTHER (SPECIFY),.1,ACRE,NO,,,28,PAIL (SMALL),NOT APPLICABLE,MARCH,MARCH,YES,27,PAIL (SMALL),NOT APPLICABLE,17000,1,2,0,0,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
4,2537-001,PANEL A,Panel A - 2 Visits,YES,TANAPOSI,.1,ACRE,NO,,,30,BUNCH,NOT APPLICABLE,OCTOBER,NOVEMBER,YES,25,BUNCH,NOT APPLICABLE,17000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2538-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,10,KILOGRAM,SHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2538-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,OTHER (SPECIFY),,15,KILOGRAM,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2538-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,YES,OTHER (SPECIFY),,15,KILOGRAM,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2539-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,5,ACRE,YES,OTHER (SPECIFY),FLOODING,4,50 KG BAG,SHELLED,DECEMBER,DECEMBER,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2539-001,PANEL A,Panel A - 2 Visits,YES,PIGEONPEA(NANDOLO),5,ACRE,YES,OTHER (SPECIFY),FLOODING,1,50 KG BAG,SHELLED,DECEMBER,DECEMBER,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2539-001,PANEL A,Panel A - 2 Visits,YES,BEANS,5,ACRE,YES,OTHER (SPECIFY),FLOODING,25,KILOGRAM,SHELLED,DECEMBER,DECEMBER,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2540-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,DROUGHT,,75,KILOGRAM,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2540-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,YES,INSECTS,,10,KILOGRAM,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2540-001,PANEL B,Panel B - 2 Visits,YES,PIGEONPEA(NANDOLO),1,ACRE,YES,DROUGHT,,0,KILOGRAM,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2541-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,15,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
