HHID,case_id,qx_type,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
2929,314326760013,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2929,314326760013,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2929,314326760013,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2927,314326760018,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,6000,0,0,1,
2927,314326760018,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2927,314326760018,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,1400,0,1,
2943,314326760021,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,,,1,
2943,314326760021,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2943,314326760021,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2937,314326760023,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2937,314326760023,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2937,314326760023,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2913,314326760026,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2913,314326760026,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2913,314326760026,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2931,314326760032,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,,6000,,1,
2931,314326760032,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2931,314326760032,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2925,314326760034,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,
2925,314326760034,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2925,314326760034,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2933,314326760037,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2500,,,1,
2933,314326760037,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,,,1,
2933,314326760037,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2939,314326760040,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2939,314326760040,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2939,314326760040,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2915,314326760045,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2915,314326760045,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2915,314326760045,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2935,314326760048,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2935,314326760048,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2935,314326760048,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2941,314326760051,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2941,314326760051,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2941,314326760051,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2919,314326760056,Panel A,1,31432676,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,,,,
2919,314326760056,Panel A,1,31432676,Food Transfers/Gifts,Food Transfers/Gifts,Yes,765,,,,
2919,314326760056,Panel A,1,31432676,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2898,314351200007,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2898,314351200007,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2898,314351200007,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2914,314351200021,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,250,,1,2
2914,314351200021,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2914,314351200021,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,300,,,1,
2890,314351200034,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2890,314351200034,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2890,314351200034,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2904,314351200047,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,100,,,1,2
2904,314351200047,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2904,314351200047,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2908,314351200074,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2908,314351200074,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2908,314351200074,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2906,314351200087,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,,200,,2,
2906,314351200087,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2906,314351200087,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2910,314351200114,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2910,314351200114,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2910,314351200114,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2900,314351200127,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
2900,314351200127,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
2900,314351200127,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2894,314351200141,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2894,314351200141,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2894,314351200141,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2896,314351200167,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,12000,0,0,1,
2896,314351200167,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2896,314351200167,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2902,314351200181,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,,,1,
2902,314351200181,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2902,314351200181,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2886,314351200221,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2886,314351200221,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2886,314351200221,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2888,314351200234,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,0,0,1,
2888,314351200234,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2888,314351200234,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,800,0,0,1,
2912,314351200247,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2912,314351200247,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2912,314351200247,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2892,314351200274,Panel B,2,31435120,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2892,314351200274,Panel B,2,31435120,Food Transfers/Gifts,Food Transfers/Gifts,Yes,300,,,1,
2892,314351200274,Panel B,2,31435120,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2975,314357530023,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2975,314357530023,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,500,0,1,2
2975,314357530023,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,700,0,0,1,2
2971,314357530038,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2971,314357530038,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2971,314357530038,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2953,314357530066,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2953,314357530066,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2953,314357530066,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2973,314357530079,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2973,314357530079,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2973,314357530079,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2945,314357530090,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,
2945,314357530090,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2945,314357530090,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1700,0,0,1,
2951,314357530102,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2951,314357530102,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2951,314357530102,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2959,314357530137,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,3000,0,2,1
2959,314357530137,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2959,314357530137,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2947,314357530154,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2947,314357530154,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,Yes,,3000,,2,
2947,314357530154,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2969,314357530159,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,
2969,314357530159,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2969,314357530159,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2957,314357530178,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2957,314357530178,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2957,314357530178,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2949,314357530200,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2500,,,1,
2949,314357530200,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2949,314357530200,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2963,314357530227,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2963,314357530227,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2963,314357530227,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2965,314357530242,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2965,314357530242,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2965,314357530242,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2967,314357530281,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,2,
2967,314357530281,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2967,314357530281,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,0,0,2,
2961,314357530283,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2961,314357530283,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2961,314357530283,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2955,314357530292,Panel A,1,31435753,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2955,314357530292,Panel A,1,31435753,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2955,314357530292,Panel A,1,31435753,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
3003,314366950007,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
3003,314366950007,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
3003,314366950007,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2989,314366950029,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,22000,0,1,2
2989,314366950029,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2989,314366950029,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
3001,314366950052,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,,,,
3001,314366950052,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
3001,314366950052,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2985,314366950075,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2985,314366950075,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2985,314366950075,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2991,314366950079,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2991,314366950079,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2991,314366950079,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2997,314366950086,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2997,314366950086,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2997,314366950086,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2995,314366950093,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2995,314366950093,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2995,314366950093,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
3005,314366950106,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,400,,,1,
3005,314366950106,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
3005,314366950106,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
3007,314366950118,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
3007,314366950118,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
3007,314366950118,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,600,,,2,
2987,314366950125,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2987,314366950125,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2987,314366950125,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2983,314366950166,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2983,314366950166,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2983,314366950166,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2999,314366950176,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2999,314366950176,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2999,314366950176,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2979,314366950178,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4900,0,0,2,
2979,314366950178,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2979,314366950178,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2993,314366950182,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,,48000,,1,
2993,314366950182,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2993,314366950182,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2977,314366950212,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,,22000,,1,
2977,314366950212,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,Yes,,10000,,1,
2977,314366950212,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2981,314366950221,Panel A,1,31436695,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2981,314366950221,Panel A,1,31436695,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2981,314366950221,Panel A,1,31436695,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2940,314386900029,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2940,314386900029,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2940,314386900029,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2924,314386900045,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2924,314386900045,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2924,314386900045,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2944,314386900061,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2944,314386900061,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2944,314386900061,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2938,314386900077,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2938,314386900077,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2938,314386900077,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2920,314386900109,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2920,314386900109,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2920,314386900109,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2934,314386900125,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,600,0,1,
2934,314386900125,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2934,314386900125,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,1500,0,1,
2932,314386900141,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2932,314386900141,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2932,314386900141,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2946,314386900157,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2946,314386900157,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2946,314386900157,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2922,314386900188,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2922,314386900188,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2922,314386900188,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2942,314386900204,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2942,314386900204,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2942,314386900204,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2926,314386900220,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2926,314386900220,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2926,314386900220,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,800,0,0,1,
2936,314386900236,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,8000,0,0,1,
2936,314386900236,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2936,314386900236,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2000,0,0,1,
2918,314386900268,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,0,0,2,1
2918,314386900268,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2918,314386900268,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2928,314386900284,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,
2928,314386900284,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2928,314386900284,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2916,314386900300,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,
2916,314386900300,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2916,314386900300,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,500,0,0,1,
2930,314386900331,Panel B,2,31438690,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2930,314386900331,Panel B,2,31438690,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2930,314386900331,Panel B,2,31438690,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2966,314391020004,Panel B,2,31439102,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,12000,0,0,1,2
2966,314391020004,Panel B,2,31439102,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2966,314391020004,Panel B,2,31439102,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2972,314391020014,Panel B,2,31439102,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,3500,0,1,2
2972,314391020014,Panel B,2,31439102,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2972,314391020014,Panel B,2,31439102,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2962,314391020024,Panel B,2,31439102,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,27000,0,0,1,
2962,314391020024,Panel B,2,31439102,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2962,314391020024,Panel B,2,31439102,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2958,314391020044,Panel B,2,31439102,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
2958,314391020044,Panel B,2,31439102,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
2958,314391020044,Panel B,2,31439102,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
2954,314391020065,Panel B,2,31439102,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,
2954,314391020065,Panel B,2,31439102,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
