HHID,case_id,qx_type,visit,ea_id,ag_i0b,ag_i0b_os,ag_i01,ag_i02a,ag_i02b,ag_i02b_os,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12b_os,ag_i12c,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i17_os,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21b_os,ag_i21c,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i26_os,ag_i27,ag_i28,ag_i29,ag_i30a,ag_i30b,ag_i30b_os,ag_i30c,ag_i31a,ag_i31b,ag_i31b_os,ag_i31c,ag_i32a,ag_i32b,ag_i32b_os,ag_i32c,ag_i33a,ag_i33b,ag_i33b_os,ag_i33c,ag_i34a,ag_i34b,ag_i34b_os,ag_i34c,ag_i35a,ag_i35b,ag_i35b_os,ag_i35c,ag_i36a,ag_i36b,ag_i36b_os,ag_i36c,ag_i36d,ag_i36e,ag_i37a,ag_i37a_os,ag_i37b,ag_i37b_os,ag_i38,ag_i39,ag_i39_os,ag_i40a,ag_i40b,ag_i40b_os,ag_i40c,ag_i41a,ag_i41a_os,ag_i41b,ag_i41b_os,ag_i42a,ag_i42a_os,ag_i42b,ag_i42b_os
2553,307094380230,Panel A,2,30709438,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2549,307094380240,Panel A,2,30709438,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,To sell at a higher price,,Food for household,
2549,307094380240,Panel A,2,30709438,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2472,307100790004,Panel B,2,30710079,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,15,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,,
2498,307100790010,Panel B,2,30710079,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,75,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Wait for arrival of buyer,
2498,307100790010,Panel B,2,30710079,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2480,307100790015,Panel B,2,30710079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,307100790020,Panel B,2,30710079,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2474,307100790046,Panel B,2,30710079,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2492,307100790067,Panel B,2,30710079,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2492,307100790067,Panel B,2,30710079,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2492,307100790067,Panel B,2,30710079,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2492,307100790067,Panel B,2,30710079,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2486,307100790087,Panel B,2,30710079,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2486,307100790087,Panel B,2,30710079,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2476,307100790093,Panel B,2,30710079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,307100790103,Panel B,2,30710079,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2488,307100790103,Panel B,2,30710079,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,75,KILOGRAM,,S: SHELLED,Spraying,,,,Food for household,,,
2488,307100790103,Panel B,2,30710079,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2589,307116840016,Panel A,2,30711684,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,S: SHELLED,Spraying,,,,Food for household,,,
2589,307116840016,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2583,307116840056,Panel A,2,30711684,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,40,KILOGRAM,,S: SHELLED,Spraying,,,,Food for household,,,
2583,307116840056,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2581,307116840099,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2581,307116840099,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,75,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,,
2585,307116840112,Panel A,2,30711684,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2585,307116840112,Panel A,2,30711684,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2585,307116840112,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2577,307116840146,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,75,KILOGRAM,,S: SHELLED,Spraying,,,,Food for household,,,
2577,307116840146,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
2575,307116840151,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2571,307116840173,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2571,307116840173,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2573,307116840184,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,90 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2573,307116840184,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,To sell at a higher price,,,
2569,307116840228,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,30,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2569,307116840228,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2567,307116840251,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
2567,307116840251,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,4,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2561,307116840266,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,80,KILOGRAM,,S: SHELLED,Spraying,,,,Food for household,,,
2587,307116840272,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2587,307116840272,Panel A,2,30711684,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2565,307116840280,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2565,307116840280,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2591,307116840282,Panel A,2,30711684,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2591,307116840282,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,25,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2579,307116840287,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2579,307116840287,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,25,KILOGRAM,,S: SHELLED,Did Nothing,,,,To sell at a higher price,,,
2579,307116840287,Panel A,2,30711684,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2563,307116840296,Panel A,2,30711684,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,20,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
2563,307116840296,Panel A,2,30711684,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
2599,308016720009,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2599,308016720009,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2599,308016720009,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2613,308016720019,Panel A,2,30801672,GROUNDNUT CHALIMBANA,,YES,30,KILOGRAM,,U: UNSHELLED,1500,N03,30,KILOGRAM,,U: UNSHELLED,1500,1,,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2613,308016720019,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2613,308016720019,Panel A,2,30801672,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
2613,308016720019,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2613,308016720019,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2601,308016720022,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2601,308016720022,Panel A,2,30801672,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2601,308016720022,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2601,308016720022,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2621,308016720032,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2621,308016720032,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2621,308016720032,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2597,308016720042,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2597,308016720042,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2597,308016720042,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,20,KILOGRAM,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
2605,308016720056,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2593,308016720060,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2593,308016720060,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2593,308016720060,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2593,308016720060,Panel A,2,30801672,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2593,308016720060,Panel A,2,30801672,SUGAR CANE,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2623,308016720066,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2623,308016720066,Panel A,2,30801672,GROUNDNUT CHALIMBANA,,YES,25,KILOGRAM,,S: SHELLED,500,N04,25,KILOGRAM,,S: SHELLED,500,1,2,April,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,15,KILOGRAM,,U: UNSHELLED,Spraying,,,,Food for household,,To sell at a higher price,
2623,308016720066,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,10,KILOGRAM,,U: UNSHELLED,Spraying,,,,Food for household,,To sell at a higher price,
2623,308016720066,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2609,308016720074,Panel A,2,30801672,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2609,308016720074,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
2609,308016720074,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,15,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
2611,308016720123,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2611,308016720123,Panel A,2,30801672,SWEET POTATO,,YES,1,50 KG BAG,,NOT APPLICABLE,500,N04,1,50 KG BAG,,NOT APPLICABLE,500,1,,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
2611,308016720123,Panel A,2,30801672,SORGHUM.,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,NOT APPLICABLE,0,,,,,,,,,,YES,Bags in house,,10,KILOGRAM,,NOT APPLICABLE,Did Nothing,,,,Food for household,,Seed for planting,
2611,308016720123,Panel A,2,30801672,PIGEONPEA(NANDOLO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,15,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
2611,308016720123,Panel A,2,30801672,MAIZE HYBRID RECYCLED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Seed for planting,
2615,308016720128,Panel A,2,30801672,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Seed for planting,
