HHID,case_id,qx_type,visit,ea_id,hh_h01,hh_h02a,hh_h02b,hh_h02c,hh_h02d,hh_h02e,hh_h03a,hh_h03b,hh_h04,hh_h05a_01,hh_h05a_02,hh_h05a_03,hh_h05a_04,hh_h05a_05,hh_h05a_06,hh_h05a_07,hh_h05a_08,hh_h05a_09,hh_h05a_10,hh_h05b_01,hh_h05b_02,hh_h05b_03,hh_h05b_04,hh_h05b_05,hh_h05b_06,hh_h05b_07,hh_h05b_08,hh_h05b_09,hh_h05b_10,hh_h05b_11,hh_h05b_12,hh_h05b_13,hh_h05b_14,hh_h05b_15,hh_h06a,hh_h06a_os,hh_h06b,hh_h06b_os,hh_h06c,hh_h06c_os
2799,310065560168,Panel A,1,31006556,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,310065560199,Panel A,1,31006556,Yes,3,3,1,0,0,2,3,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2805,310065560216,Panel A,1,31006556,No,0,0,0,0,0,2,,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,Inadequate household stocks due to drought/poor rains,,,
2789,310065560246,Panel A,1,31006556,Yes,2,2,4,1,0,2,,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,No food in the market,
2797,310065560257,Panel A,1,31006556,No,6,3,0,0,6,1,,Yes,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2795,310065560261,Panel A,1,31006556,Yes,7,7,7,7,4,2,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,,
2793,310065560288,Panel A,1,31006556,Yes,1,4,2,0,0,2,,Yes,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2787,310065560292,Panel A,1,31006556,No,0,0,0,0,0,2,,Yes,,,,,,,X,X,X,X,X,,X,X,X,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2785,310065560328,Panel A,1,31006556,Yes,1,2,1,0,0,2,3,Yes,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,No food in the market,
2809,310065560344,Panel A,1,31006556,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,310065560370,Panel A,1,31006556,Yes,3,3,1,0,0,2,,Yes,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2811,310065560417,Panel A,1,31006556,Yes,6,7,6,0,4,2,,Yes,,,,,,,,,X,X,X,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2746,310073350006,Panel B,2,31007335,Yes,7,7,7,2,0,2,2,Yes,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2748,310073350029,Panel B,2,31007335,Yes,3,3,2,0,0,1,3,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,No food in the market,
2734,310073350074,Panel B,2,31007335,Yes,2,2,3,0,0,2,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2750,310073350097,Panel B,2,31007335,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,310073350120,Panel B,2,31007335,Yes,3,3,2,1,3,3,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2756,310073350166,Panel B,2,31007335,No,4,2,3,0,1,3,3,Yes,,,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2736,310073350189,Panel B,2,31007335,Yes,3,3,1,0,0,2,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2726,310073350212,Panel B,2,31007335,Yes,1,2,3,3,0,2,2,Yes,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,No food in the market,
2730,310073350258,Panel B,2,31007335,Yes,7,7,0,0,0,2,,Yes,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2742,310073350281,Panel B,2,31007335,Yes,2,3,1,1,0,2,3,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,No food in the market,
2728,310073350304,Panel B,2,31007335,Yes,2,2,3,0,0,2,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2740,310073350350,Panel B,2,31007335,Yes,5,4,7,2,0,1,,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,No food in the market,
2738,310073350373,Panel B,2,31007335,Yes,7,7,7,0,4,2,2,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2754,310073350396,Panel B,2,31007335,No,0,0,0,0,0,3,,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2752,310073350442,Panel B,2,31007335,No,3,6,2,3,0,2,,Yes,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2744,310073350465,Panel B,2,31007335,Yes,2,5,0,0,0,2,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2819,311087030024,Panel A,1,31108703,Yes,6,3,0,0,0,2,2,Yes,,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Other (Specify),LACK OF MONEY,,
2837,311087030057,Panel A,1,31108703,Yes,4,7,0,2,0,3,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2831,311087030121,Panel A,1,31108703,Yes,2,3,3,1,0,3,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
2845,311087030172,Panel A,1,31108703,Yes,1,2,3,1,3,2,2,Yes,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Floods/water logging,,,
2847,311087030174,Panel A,1,31108703,Yes,2,0,0,0,0,3,4,Yes,,,,,,,,,X,X,,,,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
2823,311087030266,Panel A,1,31108703,Yes,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to small land size,,,
2843,311087030267,Panel A,1,31108703,Yes,6,2,6,1,0,2,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,,
2825,311087030288,Panel A,1,31108703,Yes,6,7,7,7,7,1,1,Yes,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Floods/water logging,,,
2827,311087030320,Panel A,1,31108703,No,0,0,0,0,1,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,311087030327,Panel A,1,31108703,No,1,0,3,0,2,1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,311087030335,Panel A,1,31108703,Yes,7,2,2,1,0,2,,Yes,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Floods/water logging,,,
2829,311087030344,Panel A,1,31108703,Yes,0,3,4,3,1,2,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,Inadequate household food stocks due to small land size,
2833,311087030374,Panel A,1,31108703,No,0,1,1,1,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,311087030375,Panel A,1,31108703,Yes,2,4,2,3,4,1,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,
2821,311087030385,Panel A,1,31108703,Yes,2,2,7,2,0,3,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
2879,312010070032,Panel A,1,31201007,Yes,7,2,0,0,0,3,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
2869,312010070034,Panel A,1,31201007,No,0,0,0,0,0,2,,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2861,312010070037,Panel A,1,31201007,No,2,0,0,0,2,2,2,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2851,312010070074,Panel A,1,31201007,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,312010070116,Panel A,1,31201007,Yes,7,2,7,0,3,2,2,Yes,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
2863,312010070128,Panel A,1,31201007,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2857,312010070145,Panel A,1,31201007,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,312010070158,Panel A,1,31201007,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2865,312010070162,Panel A,1,31201007,Yes,2,1,0,0,1,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household stocks due to drought/poor rains,,,
2871,312010070164,Panel A,1,31201007,No,2,0,0,0,0,3,,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Food in the market was very expensive,,,
2877,312010070169,Panel A,1,31201007,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,312010070189,Panel A,1,31201007,No,4,2,3,0,0,3,,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to small land size,,,
2849,312010070226,Panel A,1,31201007,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,312010070230,Panel A,1,31201007,No,0,0,0,0,0,3,3,Yes,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2859,312010070283,Panel A,1,31201007,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,312010070285,Panel A,1,31201007,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2794,312011040010,Panel B,2,31201104,No,0,0,0,0,0,3,3,Yes,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2806,312011040023,Panel B,2,31201104,No,0,0,0,0,0,2,2,Yes,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2814,312011040036,Panel B,2,31201104,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2804,312011040061,Panel B,2,31201104,Yes,2,0,0,0,1,3,,Yes,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,,,
2816,312011040074,Panel B,2,31201104,Yes,1,0,0,0,0,3,,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2820,312011040086,Panel B,2,31201104,No,0,0,0,0,0,2,,Yes,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
2796,312011040112,Panel B,2,31201104,No,0,0,0,0,0,3,3,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
2792,312011040124,Panel B,2,31201104,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,312011040137,Panel B,2,31201104,No,3,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,312011040162,Panel B,2,31201104,No,0,0,0,0,0,3,3,Yes,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2790,312011040175,Panel B,2,31201104,Yes,0,0,0,0,1,3,,Yes,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2802,312011040188,Panel B,2,31201104,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,312011040213,Panel B,2,31201104,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,312011040226,Panel B,2,31201104,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,312011040238,Panel B,2,31201104,Yes,2,0,0,0,3,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,,,
2800,312011040264,Panel B,2,31201104,Yes,4,0,0,0,1,3,,Yes,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to small land size,,,
2838,312011970001,Panel B,2,31201197,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,312011970008,Panel B,2,31201197,No,0,0,0,0,0,2,3,Yes,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2842,312011970022,Panel B,2,31201197,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,312011970028,Panel B,2,31201197,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,312011970030,Panel B,2,31201197,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,312011970037,Panel B,2,31201197,Yes,0,0,0,0,0,4,4,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2822,312011970057,Panel B,2,31201197,Yes,3,1,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2830,312011970066,Panel B,2,31201197,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,312011970081,Panel B,2,31201197,Yes,0,0,0,0,1,2,,Yes,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2844,312011970088,Panel B,2,31201197,No,0,0,0,0,0,2,2,Yes,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2834,312011970095,Panel B,2,31201197,Yes,3,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2850,312011970110,Panel B,2,31201197,No,4,3,0,0,4,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2828,312011970117,Panel B,2,31201197,Yes,2,0,0,0,2,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,312011970124,Panel B,2,31201197,No,7,3,7,0,2,2,,Yes,,,,,,,X,X,,,,,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2848,312011970139,Panel B,2,31201197,Yes,0,0,0,0,1,2,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2832,312011970146,Panel B,2,31201197,Yes,2,2,4,0,2,2,3,Yes,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Other (Specify),LACK OF LABOR,,
2766,312015160017,Panel B,2,31201516,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2774,312015160031,Panel B,2,31201516,No,2,0,2,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,312015160046,Panel B,2,31201516,Yes,4,0,2,0,2,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,312015160060,Panel B,2,31201516,No,0,0,0,0,0,2,3,Yes,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2768,312015160089,Panel B,2,31201516,Yes,2,0,0,0,2,3,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2784,312015160108,Panel B,2,31201516,No,0,0,0,0,0,3,3,Yes,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2764,312015160118,Panel B,2,31201516,No,0,0,0,0,0,2,2,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2786,312015160132,Panel B,2,31201516,No,0,0,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,312015160161,Panel B,2,31201516,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,312015160175,Panel B,2,31201516,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,312015160190,Panel B,2,31201516,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,312015160204,Panel B,2,31201516,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2772,312015160233,Panel B,2,31201516,No,0,0,0,0,0,3,,Yes,,,,,,,,,,X,X,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2776,312015160248,Panel B,2,31201516,Yes,3,0,0,0,2,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2770,312015160262,Panel B,2,31201516,Yes,1,0,0,0,1,3,,Yes,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2788,312015160291,Panel B,2,31201516,No,3,2,0,0,1,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,Inadequate household stocks due to drought/poor rains,,,
2907,312046180076,Panel A,1,31204618,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,,X,X,X,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2903,312046180082,Panel A,1,31204618,Yes,0,0,0,1,0,2,3,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2883,312046180090,Panel A,1,31204618,No,2,0,0,0,0,3,,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to small land size,,,
2889,312046180100,Panel A,1,31204618,Yes,3,0,1,0,2,3,,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
2891,312046180102,Panel A,1,31204618,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,312046180105,Panel A,1,31204618,No,3,2,0,0,0,3,3,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2905,312046180112,Panel A,1,31204618,No,0,0,0,0,0,3,,Yes,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2911,312046180123,Panel A,1,31204618,Yes,0,7,0,0,0,2,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Food in the market was very expensive,,,
2901,312046180149,Panel A,1,31204618,Yes,2,7,5,0,0,2,,Yes,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,Food in the market was very expensive,,Inadequate household food stocks due to lack of farm inputs,,,
2881,312046180161,Panel A,1,31204618,Yes,3,0,0,0,3,3,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Food in the market was very expensive,,,
2893,312046180169,Panel A,1,31204618,No,0,0,0,0,0,2,2,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2885,312046180205,Panel A,1,31204618,No,0,0,0,0,0,2,2,Yes,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
2909,312046180216,Panel A,1,31204618,No,0,0,0,0,0,3,,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
2899,312046180226,Panel A,1,31204618,No,0,0,0,0,0,2,,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Other (Specify),LACK OF INPUTS,,
2897,312046180244,Panel A,1,31204618,No,0,0,0,0,0,3,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
2887,312046180276,Panel A,1,31204618,No,0,0,0,0,0,2,3,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Other (Specify),LACK OF FERTILIZER,,
2884,314325230003,Panel B,2,31432523,No,2,2,2,2,2,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,314325230017,Panel B,2,31432523,No,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,314325230046,Panel B,2,31432523,No,0,0,0,0,0,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,314325230060,Panel B,2,31432523,No,2,2,2,2,2,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,314325230074,Panel B,2,31432523,No,0,0,0,0,0,3,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,314325230103,Panel B,2,31432523,Yes,2,2,1,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,314325230117,Panel B,2,31432523,Yes,2,3,0,0,1,3,4,Yes,,,,,,,,,,,,,,,,,,X,,,,,,,,Food in the market was very expensive,,,,,
2878,314325230132,Panel B,2,31432523,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,314325230160,Panel B,2,31432523,No,3,0,2,0,2,3,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,Food in the market was very expensive,,,
2854,314325230175,Panel B,2,31432523,Yes,2,1,0,0,0,3,3,Yes,,,,,,,,,,,,,,,,,X,,,,,,,,,Food in the market was very expensive,,,,,
2864,314325230189,Panel B,2,31432523,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
2866,314325230218,Panel B,2,31432523,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,314325230232,Panel B,2,31432523,Yes,0,0,1,0,1,3,3,Yes,,,,,,,,,,X,X,,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
2874,314325230246,Panel B,2,31432523,No,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,314325230275,Panel B,2,31432523,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,314325230289,Panel B,2,31432523,Yes,1,1,1,0,1,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,Food in the market was very expensive,,,
2921,314326760004,Panel A,1,31432676,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,314326760007,Panel A,1,31432676,No,0,0,0,0,0,5,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,314326760010,Panel A,1,31432676,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,314326760013,Panel A,1,31432676,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,314326760018,Panel A,1,31432676,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,314326760021,Panel A,1,31432676,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,314326760023,Panel A,1,31432676,Yes,1,0,1,0,0,3,1,Yes,,,,,,,,,X,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
2913,314326760026,Panel A,1,31432676,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,314326760032,Panel A,1,31432676,Yes,2,0,0,0,1,3,,Yes,,,,,,,,,X,,,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
2925,314326760034,Panel A,1,31432676,No,0,0,0,0,0,3,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,314326760037,Panel A,1,31432676,Yes,0,0,0,0,0,3,1,Yes,,,,,,,,X,,,,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
2939,314326760040,Panel A,1,31432676,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,314326760045,Panel A,1,31432676,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,314326760048,Panel A,1,31432676,Yes,4,1,7,0,0,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,314326760051,Panel A,1,31432676,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
