occ,ea_id,com_cj0b,com_cj01,com_cj02,com_cj03,com_cj04,com_cj05,com_cj06
11,20601141,CULTURAL GROUP,YES,1,MONTHLY,10,3,10
12,20601141,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,10
13,20601141,SCHOOL COMMITTEE,YES,2,WEEKLY,400,0,400
14,20601141,PARENT-TEACHER ASSOC.,YES,2,WEEKLY,20,5,20
15,20601141,SPORTS GROUP,YES,2,WEEKLY,20,0,20
16,20601141,NGO,YES,1,MONTHLY,10,3,10
17,20601141,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,20601141,DISABLED ASSOC.,NO,,,,,
19,20601141,OTHER (SPECIFY),NO,,,,,
1,20601626,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,20,8,1
2,20601626,AGRICULTURAL COOP,NO,,,,,
3,20601626,TOBACCO CLUB,NO,,,,,
4,20601626,FARMERS` GROUP,NO,,,,,
5,20601626,SAVING AND CREDIT COOP,YES,10,WEEKLY,18,18,3
6,20601626,BUSINESS ASSOC,NO,,,,,
7,20601626,WOMEN`S GROUP,NO,,,,,
8,20601626,YOUTH GROUP,YES,1,WEEKLY,25,8,25
9,20601626,POLITICAL GROUP,NO,,,,,
10,20601626,RELIGIOUS GROUP,NO,,,,,
11,20601626,CULTURAL GROUP,NO,,,,,
12,20601626,HEALTH COMMITTEE,NO,,,,,
13,20601626,SCHOOL COMMITTEE,YES,1,MONTHLY,15,1,2
14,20601626,PARENT-TEACHER ASSOC.,NO,,,,,
15,20601626,SPORTS GROUP,NO,,,,,
16,20601626,NGO,NO,,,,,
17,20601626,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,15,0,8
18,20601626,DISABLED ASSOC.,NO,,,,,
19,20601626,OTHER (SPECIFY),NO,,,,,
1,20602363,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,20602363,AGRICULTURAL COOP,NO,,,,,
3,20602363,TOBACCO CLUB,NO,,,,,
4,20602363,FARMERS` GROUP,NO,,,,,
5,20602363,SAVING AND CREDIT COOP,YES,10,WEEKLY,20,20,8
6,20602363,BUSINESS ASSOC,YES,1,WEEKLY,30,20,10
7,20602363,WOMEN`S GROUP,YES,1,WEEKLY,30,30,19
8,20602363,YOUTH GROUP,YES,1,MONTHLY,45,18,45
9,20602363,POLITICAL GROUP,NO,,,,,
10,20602363,RELIGIOUS GROUP,NO,,,,,
11,20602363,CULTURAL GROUP,NO,,,,,
12,20602363,HEALTH COMMITTEE,YES,1,WEEKLY,10,5,2
13,20602363,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,4,0
14,20602363,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,5,0
15,20602363,SPORTS GROUP,YES,1,WEEKLY,22,6,18
16,20602363,NGO,NO,,,,,
17,20602363,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,5,2,1
18,20602363,DISABLED ASSOC.,NO,,,,,
19,20602363,OTHER (SPECIFY),NO,,,,,
1,20603090,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,1,3
2,20603090,AGRICULTURAL COOP,NO,,,,,
3,20603090,TOBACCO CLUB,NO,,,,,
4,20603090,FARMERS` GROUP,YES,1,MONTHLY,15,8,0
5,20603090,SAVING AND CREDIT COOP,YES,1,WEEKLY,25,23,6
6,20603090,BUSINESS ASSOC,NO,,,,,
7,20603090,WOMEN`S GROUP,YES,1,WEEKLY,31,31,18
8,20603090,YOUTH GROUP,NO,,,,,
9,20603090,POLITICAL GROUP,NO,,,,,
10,20603090,RELIGIOUS GROUP,NO,,,,,
11,20603090,CULTURAL GROUP,YES,1,WEEKLY,10,3,6
12,20603090,HEALTH COMMITTEE,NO,,,,,
13,20603090,SCHOOL COMMITTEE,NO,,,,,
14,20603090,PARENT-TEACHER ASSOC.,NO,,,,,
15,20603090,SPORTS GROUP,YES,1,WEEKLY,10,6,7
16,20603090,NGO,NO,,,,,
17,20603090,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,15,0,14
18,20603090,DISABLED ASSOC.,NO,,,,,
19,20603090,OTHER (SPECIFY),NO,,,,,
1,20603533,VILLAGE DEVELOPMENT COMMITTE,YES,2,WEEKLY,20,6,10
2,20603533,AGRICULTURAL COOP,NO,,,,,
3,20603533,TOBACCO CLUB,NO,,,,,
4,20603533,FARMERS` GROUP,NO,,,,,
5,20603533,SAVING AND CREDIT COOP,NO,,,,,
6,20603533,BUSINESS ASSOC,YES,1,QUARTERLY,100,15,20
7,20603533,WOMEN`S GROUP,YES,4,WEEKLY,100,100,70
8,20603533,YOUTH GROUP,YES,1,WEEKLY,250,50,250
9,20603533,POLITICAL GROUP,YES,3,MONTHLY,800,600,300
10,20603533,RELIGIOUS GROUP,YES,25,WEEKLY,6000,3500,3000
11,20603533,CULTURAL GROUP,NO,,,,,
12,20603533,HEALTH COMMITTEE,YES,1,MONTHLY,10,3,0
13,20603533,SCHOOL COMMITTEE,YES,1,MONTHLY,10,3,2
14,20603533,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,2,0
15,20603533,SPORTS GROUP,YES,2,WEEKLY,500,50,500
16,20603533,NGO,YES,3,WEEKLY,60,20,30
17,20603533,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,10,10
18,20603533,DISABLED ASSOC.,YES,1,MONTHLY,10,2,4
19,20603533,OTHER (SPECIFY),NO,,,,,
1,20604638,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,9,10
2,20604638,AGRICULTURAL COOP,NO,,,,,
3,20604638,TOBACCO CLUB,NO,,,,,
4,20604638,FARMERS` GROUP,NO,,,,,
5,20604638,SAVING AND CREDIT COOP,YES,2,WEEKLY,25,25,20
6,20604638,BUSINESS ASSOC,NO,,,,,
7,20604638,WOMEN`S GROUP,YES,1,MONTHLY,6,6,0
8,20604638,YOUTH GROUP,YES,1,WEEKLY,33,18,33
9,20604638,POLITICAL GROUP,NO,,,,,
10,20604638,RELIGIOUS GROUP,NO,,,,,
11,20604638,CULTURAL GROUP,NO,,,,,
12,20604638,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,5
13,20604638,SCHOOL COMMITTEE,YES,1,QUARTERLY,8,5,0
14,20604638,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,9,6,0
15,20604638,SPORTS GROUP,NO,,,,,
16,20604638,NGO,NO,,,,,
17,20604638,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,62,0,23
18,20604638,DISABLED ASSOC.,NO,,,,,
19,20604638,OTHER (SPECIFY),YES,1,WEEKLY,11,10,2
1,20605302,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,20605302,AGRICULTURAL COOP,NO,,,,,
3,20605302,TOBACCO CLUB,NO,,,,,
4,20605302,FARMERS` GROUP,NO,,,,,
5,20605302,SAVING AND CREDIT COOP,NO,,,,,
6,20605302,BUSINESS ASSOC,NO,,,,,
7,20605302,WOMEN`S GROUP,NO,,,,,
8,20605302,YOUTH GROUP,NO,,,,,
9,20605302,POLITICAL GROUP,YES,6,QUARTERLY,3000,2000,2500
10,20605302,RELIGIOUS GROUP,YES,10,WEEKLY,1200,1200,1500
11,20605302,CULTURAL GROUP,YES,10,QUARTERLY,1500,200,100
12,20605302,HEALTH COMMITTEE,YES,1,QUARTERLY,10,2,7
13,20605302,SCHOOL COMMITTEE,YES,1,MONTHLY,10,2,8
14,20605302,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,2,7
15,20605302,SPORTS GROUP,YES,5,WEEKLY,600,150,600
16,20605302,NGO,YES,4,MONTHLY,60,10,60
17,20605302,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,2,10
18,20605302,DISABLED ASSOC.,NO,,,,,
19,20605302,OTHER (SPECIFY),NO,,,,,
1,20607260,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,34,12,25
2,20607260,AGRICULTURAL COOP,NO,,,,,
3,20607260,TOBACCO CLUB,YES,15,MONTHLY,8,3,4
4,20607260,FARMERS` GROUP,YES,1,WEEKLY,20,5,0
5,20607260,SAVING AND CREDIT COOP,YES,1,WEEKLY,30,15,30
6,20607260,BUSINESS ASSOC,NO,,,,,
7,20607260,WOMEN`S GROUP,NO,,,,,
8,20607260,YOUTH GROUP,NO,,,,,
9,20607260,POLITICAL GROUP,YES,1,WEEKLY,10,7,2
10,20607260,RELIGIOUS GROUP,YES,1,MONTHLY,10,4,0
11,20607260,CULTURAL GROUP,NO,,,,,
12,20607260,HEALTH COMMITTEE,YES,1,WEEKLY,10,7,2
13,20607260,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,7
14,20607260,PARENT-TEACHER ASSOC.,NO,,,,,
15,20607260,SPORTS GROUP,YES,1,WEEKLY,21,0,15
16,20607260,NGO,NO,,,,,
17,20607260,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,3,7
18,20607260,DISABLED ASSOC.,YES,1,ANNUALLY,3,3,0
19,20607260,OTHER (SPECIFY),NO,,,,,
1,20607315,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,2000,500,500
2,20607315,AGRICULTURAL COOP,NO,,,,,
3,20607315,TOBACCO CLUB,YES,10,WEEKLY,1000,50,950
4,20607315,FARMERS` GROUP,NO,,,,,
5,20607315,SAVING AND CREDIT COOP,NO,,,,,
6,20607315,BUSINESS ASSOC,NO,,,,,
7,20607315,WOMEN`S GROUP,YES,3,WEEKLY,0,36,36
8,20607315,YOUTH GROUP,YES,3,WEEKLY,1800,200,1800
9,20607315,POLITICAL GROUP,YES,10,MONTHLY,0,0,0
10,20607315,RELIGIOUS GROUP,YES,13,WEEKLY,12000,7000,6500
11,20607315,CULTURAL GROUP,YES,1,WEEKLY,1000,150,60
12,20607315,HEALTH COMMITTEE,YES,1,WEEKLY,10,2,2
13,20607315,SCHOOL COMMITTEE,YES,1,WEEKLY,10,2,2
14,20607315,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,2,2
15,20607315,SPORTS GROUP,YES,1,WEEKLY,10,2,2
16,20607315,NGO,NO,,,,,
17,20607315,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,20607315,DISABLED ASSOC.,NO,,,,,
19,20607315,OTHER (SPECIFY),NO,,,,,
1,20610050,VILLAGE DEVELOPMENT COMMITTE,YES,34,MONTHLY,10,5,6
2,20610050,AGRICULTURAL COOP,NO,,,,,
3,20610050,TOBACCO CLUB,YES,19,MONTHLY,15,5,2
4,20610050,FARMERS` GROUP,NO,,,,,
5,20610050,SAVING AND CREDIT COOP,YES,10,WEEKLY,25,25,5
6,20610050,BUSINESS ASSOC,YES,3,MONTHLY,10,7,6
7,20610050,WOMEN`S GROUP,NO,,,,,
8,20610050,YOUTH GROUP,NO,,,,,
9,20610050,POLITICAL GROUP,NO,,,,,
10,20610050,RELIGIOUS GROUP,NO,,,,,
11,20610050,CULTURAL GROUP,YES,34,WEEKLY,68,0,20
12,20610050,HEALTH COMMITTEE,NO,,,,,
13,20610050,SCHOOL COMMITTEE,YES,1,WEEKLY,10,3,0
14,20610050,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,4,0
15,20610050,SPORTS GROUP,YES,2,WEEKLY,24,0,16
16,20610050,NGO,YES,20,MONTHLY,9,1,2
17,20610050,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,0
18,20610050,DISABLED ASSOC.,NO,,,,,
19,20610050,OTHER (SPECIFY),NO,,,,,
1,20610249,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,26,15,0
2,20610249,AGRICULTURAL COOP,NO,,,,,
3,20610249,TOBACCO CLUB,YES,1,MONTHLY,10,2,0
4,20610249,FARMERS` GROUP,NO,,,,,
5,20610249,SAVING AND CREDIT COOP,YES,21,WEEKLY,25,25,15
6,20610249,BUSINESS ASSOC,YES,1,WEEKLY,10,5,0
7,20610249,WOMEN`S GROUP,YES,1,MONTHLY,10,10,0
8,20610249,YOUTH GROUP,YES,1,WEEKLY,20,10,15
9,20610249,POLITICAL GROUP,NO,,,,,
10,20610249,RELIGIOUS GROUP,NO,,,,,
11,20610249,CULTURAL GROUP,NO,,,,,
12,20610249,HEALTH COMMITTEE,YES,1,MONTHLY,7,0,0
13,20610249,SCHOOL COMMITTEE,YES,1,QUARTERLY,9,4,0
14,20610249,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,3,0
15,20610249,SPORTS GROUP,YES,1,WEEKLY,10,4,4
16,20610249,NGO,NO,,,,,
17,20610249,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,0,5
18,20610249,DISABLED ASSOC.,NO,,,,,
19,20610249,OTHER (SPECIFY),NO,,,,,
1,20613324,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,6
2,20613324,AGRICULTURAL COOP,NO,,,,,
3,20613324,TOBACCO CLUB,NO,,,,,
4,20613324,FARMERS` GROUP,NO,,,,,
5,20613324,SAVING AND CREDIT COOP,NO,,,,,
6,20613324,BUSINESS ASSOC,NO,,,,,
7,20613324,WOMEN`S GROUP,NO,,,,,
8,20613324,YOUTH GROUP,NO,,,,,
9,20613324,POLITICAL GROUP,YES,4,MONTHLY,5000,3000,4000
10,20613324,RELIGIOUS GROUP,YES,20,WEEKLY,4500,2600,3500
11,20613324,CULTURAL GROUP,YES,1,MONTHLY,200,120,50
12,20613324,HEALTH COMMITTEE,YES,1,MONTHLY,10,5,7
13,20613324,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,6
14,20613324,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,8
15,20613324,SPORTS GROUP,YES,2,WEEKLY,200,0,200
16,20613324,NGO,YES,1,QUARTERLY,10,4,10
17,20613324,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,10
18,20613324,DISABLED ASSOC.,NO,,,,,
19,20613324,OTHER (SPECIFY),NO,,,,,
1,20614477,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,2
2,20614477,AGRICULTURAL COOP,NO,,,,,
3,20614477,TOBACCO CLUB,NO,,,,,
4,20614477,FARMERS` GROUP,NO,,,,,
5,20614477,SAVING AND CREDIT COOP,NO,,,,,
6,20614477,BUSINESS ASSOC,NO,,,,,
7,20614477,WOMEN`S GROUP,NO,,,,,
8,20614477,YOUTH GROUP,NO,,,,,
9,20614477,POLITICAL GROUP,NO,,,,,
10,20614477,RELIGIOUS GROUP,NO,,,,,
11,20614477,CULTURAL GROUP,NO,,,,,
12,20614477,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,0
13,20614477,SCHOOL COMMITTEE,YES,1,WEEKLY,10,5,0
14,20614477,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,5,0
15,20614477,SPORTS GROUP,YES,1,WEEKLY,20,10,8
16,20614477,NGO,NO,,,,,
17,20614477,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,26,12,14
18,20614477,DISABLED ASSOC.,NO,,,,,
19,20614477,OTHER (SPECIFY),NO,,,,,
1,20615064,VILLAGE DEVELOPMENT COMMITTE,YES,10,MONTHLY,120,40,22
2,20615064,AGRICULTURAL COOP,NO,,,,,
3,20615064,TOBACCO CLUB,YES,20,MONTHLY,200,120,100
4,20615064,FARMERS` GROUP,YES,20,MONTHLY,200,80,60
5,20615064,SAVING AND CREDIT COOP,NO,,,,,
6,20615064,BUSINESS ASSOC,NO,,,,,
7,20615064,WOMEN`S GROUP,YES,6,WEEKLY,90,90,75
8,20615064,YOUTH GROUP,NO,,,,,
9,20615064,POLITICAL GROUP,YES,5,WEEKLY,1500,800,750
10,20615064,RELIGIOUS GROUP,YES,12,WEEKLY,1500,1000,950
11,20615064,CULTURAL GROUP,YES,10,WEEKLY,300,50,35
12,20615064,HEALTH COMMITTEE,YES,12,MONTHLY,48,50,30
13,20615064,SCHOOL COMMITTEE,YES,3,WEEKLY,30,12,8
14,20615064,PARENT-TEACHER ASSOC.,YES,3,WEEKLY,30,30,25
15,20615064,SPORTS GROUP,YES,6,WEEKLY,200,20,18
16,20615064,NGO,NO,,,,,
17,20615064,COMMUNITY POLICE/WATCH GROUP,YES,12,WEEKLY,120,24,17
18,20615064,DISABLED ASSOC.,NO,,,,,
19,20615064,OTHER (SPECIFY),NO,,,,,
1,20615735,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,4,0
2,20615735,AGRICULTURAL COOP,NO,,,,,
3,20615735,TOBACCO CLUB,YES,1,MONTHLY,10,4,0
4,20615735,FARMERS` GROUP,NO,,,,,
5,20615735,SAVING AND CREDIT COOP,YES,1,WEEKLY,18,18,3
6,20615735,BUSINESS ASSOC,NO,,,,,
7,20615735,WOMEN`S GROUP,NO,,,,,
8,20615735,YOUTH GROUP,NO,,,,,
9,20615735,POLITICAL GROUP,NO,,,,,
10,20615735,RELIGIOUS GROUP,NO,,,,,
11,20615735,CULTURAL GROUP,NO,,,,,
12,20615735,HEALTH COMMITTEE,NO,,,,,
13,20615735,SCHOOL COMMITTEE,YES,1,MONTHLY,3,2,0
14,20615735,PARENT-TEACHER ASSOC.,NO,,,,,
15,20615735,SPORTS GROUP,NO,,,,,
16,20615735,NGO,NO,,,,,
17,20615735,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,6
18,20615735,DISABLED ASSOC.,NO,,,,,
19,20615735,OTHER (SPECIFY),NO,,,,,
1,20702471,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,25,11,20
2,20702471,AGRICULTURAL COOP,NO,,,,,
3,20702471,TOBACCO CLUB,NO,,,,,
4,20702471,FARMERS` GROUP,NO,,,,,
5,20702471,SAVING AND CREDIT COOP,YES,20,MONTHLY,4,3,0
6,20702471,BUSINESS ASSOC,YES,1,WEEKLY,10,4,2
7,20702471,WOMEN`S GROUP,YES,1,WEEKLY,15,15,6
8,20702471,YOUTH GROUP,YES,1,WEEKLY,20,10,20
9,20702471,POLITICAL GROUP,YES,4,WEEKLY,30,18,12
10,20702471,RELIGIOUS GROUP,NO,,,,,
11,20702471,CULTURAL GROUP,YES,1,WEEKLY,20,12,0
12,20702471,HEALTH COMMITTEE,YES,1,MONTHLY,17,4,0
13,20702471,SCHOOL COMMITTEE,YES,1,MONTHLY,10,3,0
14,20702471,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,11,4,0
15,20702471,SPORTS GROUP,NO,,,,,
16,20702471,NGO,NO,,,,,
17,20702471,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,4,4
18,20702471,DISABLED ASSOC.,NO,,,,,
19,20702471,OTHER (SPECIFY),NO,,,,,
1,20704738,VILLAGE DEVELOPMENT COMMITTE,YES,2,WEEKLY,20,5,5
2,20704738,AGRICULTURAL COOP,NO,,,,,
3,20704738,TOBACCO CLUB,NO,,,,,
4,20704738,FARMERS` GROUP,NO,,,,,
5,20704738,SAVING AND CREDIT COOP,NO,,,,,
6,20704738,BUSINESS ASSOC,NO,,,,,
7,20704738,WOMEN`S GROUP,YES,3,WEEKLY,45,45,20
8,20704738,YOUTH GROUP,NO,,,,,
9,20704738,POLITICAL GROUP,YES,4,WEEKLY,3000,2000,1500
10,20704738,RELIGIOUS GROUP,YES,13,WEEKLY,19000,5000,2500
11,20704738,CULTURAL GROUP,YES,7,WEEKLY,530,150,20
12,20704738,HEALTH COMMITTEE,YES,2,WEEKLY,20,6,6
13,20704738,SCHOOL COMMITTEE,YES,2,MONTHLY,20,4,15
14,20704738,PARENT-TEACHER ASSOC.,YES,5,WEEKLY,600,5,13
15,20704738,SPORTS GROUP,YES,5,WEEKLY,600,150,150
16,20704738,NGO,NO,,,,,
17,20704738,COMMUNITY POLICE/WATCH GROUP,YES,2,WEEKLY,20,4,4
18,20704738,DISABLED ASSOC.,NO,,,,,
19,20704738,OTHER (SPECIFY),NO,,,,,
1,20705372,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,25,7,20
2,20705372,AGRICULTURAL COOP,NO,,,,,
3,20705372,TOBACCO CLUB,NO,,,,,
4,20705372,FARMERS` GROUP,NO,,,,,
5,20705372,SAVING AND CREDIT COOP,NO,,,,,
6,20705372,BUSINESS ASSOC,NO,,,,,
7,20705372,WOMEN`S GROUP,NO,,,,,
8,20705372,YOUTH GROUP,YES,1,MONTHLY,10,5,10
9,20705372,POLITICAL GROUP,YES,3,WEEKLY,100,70,60
10,20705372,RELIGIOUS GROUP,YES,15,WEEKLY,1000,650,750
11,20705372,CULTURAL GROUP,NO,,,,,
12,20705372,HEALTH COMMITTEE,YES,1,WEEKLY,10,4,10
13,20705372,SCHOOL COMMITTEE,YES,1,WEEKLY,10,3,9
14,20705372,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,2,10
15,20705372,SPORTS GROUP,NO,,,,,
16,20705372,NGO,NO,,,,,
17,20705372,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,10
18,20705372,DISABLED ASSOC.,NO,,,,,
19,20705372,OTHER (SPECIFY),NO,,,,,
1,20706163,VILLAGE DEVELOPMENT COMMITTE,YES,9,MONTHLY,90,45,45
2,20706163,AGRICULTURAL COOP,NO,,,,,
3,20706163,TOBACCO CLUB,YES,3,WEEKLY,30,15,15
4,20706163,FARMERS` GROUP,NO,,,,,
5,20706163,SAVING AND CREDIT COOP,NO,,,,,
6,20706163,BUSINESS ASSOC,NO,,,,,
7,20706163,WOMEN`S GROUP,YES,50,WEEKLY,150,150,75
8,20706163,YOUTH GROUP,YES,14,WEEKLY,720,500,500
9,20706163,POLITICAL GROUP,YES,3,WEEKLY,15000,9000,4500
10,20706163,RELIGIOUS GROUP,YES,20,WEEKLY,11000,8000,14000
11,20706163,CULTURAL GROUP,YES,2,MONTHLY,500,100,10
12,20706163,HEALTH COMMITTEE,YES,2,MONTHLY,20,10,10
13,20706163,SCHOOL COMMITTEE,YES,3,WEEKLY,30,10,10
14,20706163,PARENT-TEACHER ASSOC.,YES,3,WEEKLY,30,10,10
15,20706163,SPORTS GROUP,YES,2,WEEKLY,500,150,100
16,20706163,NGO,NO,,,,,
17,20706163,COMMUNITY POLICE/WATCH GROUP,YES,2,WEEKLY,20,2,2
18,20706163,DISABLED ASSOC.,NO,,,,,
19,20706163,OTHER (SPECIFY),NO,,,,,
1,20801046,VILLAGE DEVELOPMENT COMMITTE,YES,3,MONTHLY,30,16,11
2,20801046,AGRICULTURAL COOP,NO,,,,,
3,20801046,TOBACCO CLUB,YES,1,MONTHLY,10,2,0
4,20801046,FARMERS` GROUP,NO,,,,,
5,20801046,SAVING AND CREDIT COOP,YES,1,MONTHLY,14,13,2
6,20801046,BUSINESS ASSOC,NO,,,,,
7,20801046,WOMEN`S GROUP,NO,,,,,
8,20801046,YOUTH GROUP,NO,,,,,
9,20801046,POLITICAL GROUP,YES,4,MONTHLY,400,320,20
10,20801046,RELIGIOUS GROUP,YES,7,WEEKLY,325,260,40
11,20801046,CULTURAL GROUP,NO,,,,,
12,20801046,HEALTH COMMITTEE,YES,3,MONTHLY,30,15,0
13,20801046,SCHOOL COMMITTEE,NO,,,,,
14,20801046,PARENT-TEACHER ASSOC.,NO,,,,,
15,20801046,SPORTS GROUP,NO,,,,,
16,20801046,NGO,NO,,,,,
17,20801046,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,5,1
18,20801046,DISABLED ASSOC.,NO,,,,,
19,20801046,OTHER (SPECIFY),NO,,,,,
1,20802019,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,11,2,0
2,20802019,AGRICULTURAL COOP,NO,,,,,
3,20802019,TOBACCO CLUB,NO,,,,,
4,20802019,FARMERS` GROUP,NO,,,,,
5,20802019,SAVING AND CREDIT COOP,YES,2,WEEKLY,25,25,5
6,20802019,BUSINESS ASSOC,NO,,,,,
7,20802019,WOMEN`S GROUP,NO,,,,,
8,20802019,YOUTH GROUP,NO,,,,,
9,20802019,POLITICAL GROUP,YES,3,OTHER (SPECIFY),320,130,35
10,20802019,RELIGIOUS GROUP,YES,1,WEEKLY,90,90,20
11,20802019,CULTURAL GROUP,NO,,,,,
12,20802019,HEALTH COMMITTEE,YES,1,MONTHLY,20,9,0
13,20802019,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,4
14,20802019,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,3,3
15,20802019,SPORTS GROUP,NO,,,,,
16,20802019,NGO,NO,,,,,
17,20802019,COMMUNITY POLICE/WATCH GROUP,YES,1,OTHER (SPECIFY),20,0,0
18,20802019,DISABLED ASSOC.,NO,,,,,
19,20802019,OTHER (SPECIFY),NO,,,,,
1,20803156,VILLAGE DEVELOPMENT COMMITTE,YES,4,WEEKLY,10,10,4
2,20803156,AGRICULTURAL COOP,NO,,,,,
3,20803156,TOBACCO CLUB,YES,1,QUARTERLY,11,0,0
4,20803156,FARMERS` GROUP,NO,,,,,
5,20803156,SAVING AND CREDIT COOP,YES,3,WEEKLY,67,65,6
6,20803156,BUSINESS ASSOC,NO,,,,,
7,20803156,WOMEN`S GROUP,NO,,,,,
8,20803156,YOUTH GROUP,NO,,,,,
9,20803156,POLITICAL GROUP,YES,2,OTHER (SPECIFY),45,25,13
10,20803156,RELIGIOUS GROUP,YES,1,WEEKLY,20,80,18
11,20803156,CULTURAL GROUP,NO,,,,,
12,20803156,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,3
13,20803156,SCHOOL COMMITTEE,NO,,,,,
14,20803156,PARENT-TEACHER ASSOC.,NO,,,,,
15,20803156,SPORTS GROUP,NO,,,,,
16,20803156,NGO,NO,,,,,
17,20803156,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,14,2,2
18,20803156,DISABLED ASSOC.,NO,,,,,
19,20803156,OTHER (SPECIFY),NO,,,,,
1,20804405,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,0
2,20804405,AGRICULTURAL COOP,NO,,,,,
3,20804405,TOBACCO CLUB,NO,,,,,
4,20804405,FARMERS` GROUP,NO,,,,,
5,20804405,SAVING AND CREDIT COOP,NO,,,,,
6,20804405,BUSINESS ASSOC,NO,,,,,
7,20804405,WOMEN`S GROUP,NO,,,,,
8,20804405,YOUTH GROUP,YES,1,WEEKLY,52,20,20
9,20804405,POLITICAL GROUP,YES,4,OTHER (SPECIFY),75,4,10
10,20804405,RELIGIOUS GROUP,YES,1,MONTHLY,200,140,60
11,20804405,CULTURAL GROUP,YES,1,MONTHLY,10,7,6
12,20804405,HEALTH COMMITTEE,YES,1,WEEKLY,10,5,1
13,20804405,SCHOOL COMMITTEE,YES,1,MONTHLY,10,7,2
14,20804405,PARENT-TEACHER ASSOC.,NO,,,,,
15,20804405,SPORTS GROUP,YES,1,WEEKLY,10,6,4
16,20804405,NGO,YES,1,MONTHLY,10,0,0
17,20804405,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,20804405,DISABLED ASSOC.,NO,,,,,
19,20804405,OTHER (SPECIFY),YES,1,MONTHLY,10,4,0
1,20804768,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,8,2
2,20804768,AGRICULTURAL COOP,NO,,,,,
3,20804768,TOBACCO CLUB,NO,,,,,
4,20804768,FARMERS` GROUP,NO,,,,,
5,20804768,SAVING AND CREDIT COOP,YES,4,WEEKLY,80,80,5
6,20804768,BUSINESS ASSOC,NO,,,,,
7,20804768,WOMEN`S GROUP,NO,,,,,
8,20804768,YOUTH GROUP,YES,1,WEEKLY,10,5,5
9,20804768,POLITICAL GROUP,YES,3,OTHER (SPECIFY),70,60,0
10,20804768,RELIGIOUS GROUP,YES,2,WEEKLY,50,50,14
