HHID,case_id,ea_id,qx_type,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00,_merge
2401,306022350012,30602235,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2411,306022350041,30602235,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2409,306022350058,30602235,Panel A,,Yes,,No,,No,both in master and using data
2431,306022350060,30602235,Panel A,,Yes,,No,,Yes,both in master and using data
2425,306022350068,30602235,Panel A,,Yes,,No,,No,both in master and using data
2421,306022350079,30602235,Panel A,,Yes,,No,,Yes,both in master and using data
2415,306022350091,30602235,Panel A,,Yes,,No,,Yes,both in master and using data
2405,306022350100,30602235,Panel A,,Yes,,No,,Yes,both in master and using data
2423,306022350101,30602235,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2417,306022350105,30602235,Panel A,,Yes,,,,Yes,both in master and using data
2407,306022350120,30602235,Panel A,,Yes,,,,Yes,both in master and using data
2429,306022350142,30602235,Panel A,,Yes,,,,Yes,both in master and using data
2419,306022350154,30602235,Panel A,,Yes,,,,Yes,both in master and using data
2427,306022350179,30602235,Panel A,,Yes,,No,,Yes,both in master and using data
2403,306022350218,30602235,Panel A,,Yes,,,,No,both in master and using data
2413,306022350226,30602235,Panel A,,Yes,,,,Yes,both in master and using data
2439,306201960060,30620196,Panel A,,Yes,,,,No,both in master and using data
2451,306201960102,30620196,Panel A,,Yes,,No,,No,both in master and using data
2455,306201960111,30620196,Panel A,,Yes,,,,Yes,both in master and using data
2443,306201960120,30620196,Panel A,,Yes,,No,,No,both in master and using data
2459,306201960241,30620196,Panel A,,Yes,,No,,No,both in master and using data
2463,306201960252,30620196,Panel A,,Yes,,,,No,both in master and using data
2491,307033810037,30703381,Panel A,,Yes,,No,,No,both in master and using data
2483,307033810039,30703381,Panel A,,Yes,,No,,No,both in master and using data
2479,307033810045,30703381,Panel A,,Yes,,No,,No,both in master and using data
2485,307033810051,30703381,Panel A,,Yes,,No,,No,both in master and using data
2481,307033810053,30703381,Panel A,,Yes,,No,,No,both in master and using data
2469,307033810076,30703381,Panel A,,Yes,,No,,Yes,both in master and using data
2467,307033810080,30703381,Panel A,,Yes,,No,,No,both in master and using data
2473,307033810081,30703381,Panel A,,Yes,,No,,Yes,both in master and using data
2489,307033810100,30703381,Panel A,,Yes,,,,No,both in master and using data
2495,307033810101,30703381,Panel A,,Yes,,,,No,both in master and using data
2493,307033810107,30703381,Panel A,,Yes,,,,No,both in master and using data
2471,307033810124,30703381,Panel A,,Yes,,,,Yes,both in master and using data
2487,307033810131,30703381,Panel A,,Yes,,,,Yes,both in master and using data
2465,307033810134,30703381,Panel A,,Yes,,No,,Yes,both in master and using data
2477,307033810141,30703381,Panel A,,Yes,,,,Yes,both in master and using data
2392,307043130008,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2398,307043130021,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2404,307043130034,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2402,307043130048,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2406,307043130061,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2394,307043130074,30704313,Panel B,,Yes,,No,,No,both in master and using data
2384,307043130087,30704313,Panel B,,Yes,,No,,No,both in master and using data
2382,307043130100,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2408,307043130153,30704313,Panel B,,Yes,,No,,No,both in master and using data
2378,307043130166,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2390,307043130192,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2388,307043130205,30704313,Panel B,,Yes,,No,,No,both in master and using data
2396,307043130232,30704313,Panel B,,Yes,,No,,No,both in master and using data
2386,307043130245,30704313,Panel B,,Yes,,No,,Yes,both in master and using data
2380,307043130258,30704313,Panel B,,Yes,,No,,No,both in master and using data
2400,307043130271,30704313,Panel B,,Yes,,No,,No,both in master and using data
2521,307053910088,30705391,Panel A,,Yes,,,,No,both in master and using data
2525,307053910119,30705391,Panel A,,Yes,,,,Yes,both in master and using data
2503,307053910324,30705391,Panel A,,Yes,,No,,Yes,both in master and using data
2438,307066190007,30706619,Panel B,,Yes,,No,,Yes,both in master and using data
2420,307066190016,30706619,Panel B,,Yes,,No,,No,both in master and using data
2430,307066190033,30706619,Panel B,,Yes,,No,,Yes,both in master and using data
2436,307066190042,30706619,Panel B,,Yes,,No,,No,both in master and using data
2424,307066190051,30706619,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2418,307066190059,30706619,Panel B,,Yes,,No,,No,both in master and using data
2422,307066190068,30706619,Panel B,,Yes,,No,,No,both in master and using data
2434,307066190077,30706619,Panel B,,Yes,,No,,No,both in master and using data
2412,307066190085,30706619,Panel B,,Yes,,No,,No,both in master and using data
2440,307066190094,30706619,Panel B,,Yes,,No,,Yes,both in master and using data
2432,307066190111,30706619,Panel B,,Yes,,No,,Yes,both in master and using data
2428,307066190129,30706619,Panel B,,Yes,,Yes,No,Yes,both in master and using data
2414,307066190146,30706619,Panel B,,Yes,,No,,Yes,both in master and using data
2416,307066190163,30706619,Panel B,,Yes,,No,,No,both in master and using data
2410,307066190172,30706619,Panel B,,Yes,,No,,No,both in master and using data
2426,307066190181,30706619,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2444,307086650012,30708665,Panel B,,Yes,,No,,No,both in master and using data
2462,307086650014,30708665,Panel B,,Yes,,No,,No,both in master and using data
2446,307086650028,30708665,Panel B,,Yes,,Yes,No,No,both in master and using data
2456,307086650051,30708665,Panel B,,Yes,,Yes,No,No,both in master and using data
2450,307086650078,30708665,Panel B,,Yes,,No,,Yes,both in master and using data
2458,307086650091,30708665,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2442,307086650104,30708665,Panel B,,Yes,,No,,No,both in master and using data
2470,307086650127,30708665,Panel B,,Yes,,No,,Yes,both in master and using data
2464,307086650146,30708665,Panel B,,Yes,,No,,No,both in master and using data
2454,307086650188,30708665,Panel B,,Yes,,No,,Yes,both in master and using data
2448,307086650208,30708665,Panel B,,Yes,,No,,No,both in master and using data
2468,307086650234,30708665,Panel B,,Yes,,No,,No,both in master and using data
2466,307086650260,30708665,Panel B,,Yes,,No,,No,both in master and using data
2460,307086650302,30708665,Panel B,,Yes,,No,,No,both in master and using data
2452,307086650313,30708665,Panel B,,Yes,,,,Yes,both in master and using data
2529,307094380002,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2535,307094380012,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2555,307094380021,30709438,Panel A,,Yes,,No,,No,both in master and using data
2545,307094380066,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2533,307094380073,30709438,Panel A,,Yes,,No,,No,both in master and using data
2537,307094380118,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2541,307094380119,30709438,Panel A,,Yes,,No,,No,both in master and using data
2539,307094380126,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2557,307094380169,30709438,Panel A,,Yes,,,,No,both in master and using data
2559,307094380190,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2547,307094380207,30709438,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2543,307094380214,30709438,Panel A,,Yes,,No,,No,both in master and using data
2531,307094380222,30709438,Panel A,,Yes,,No,,Yes,both in master and using data
2553,307094380230,30709438,Panel A,,Yes,,No,,No,both in master and using data
2549,307094380240,30709438,Panel A,,Yes,,No,,No,both in master and using data
2472,307100790004,30710079,Panel B,,Yes,,,,No,both in master and using data
2498,307100790010,30710079,Panel B,,Yes,,No,,No,both in master and using data
2480,307100790015,30710079,Panel B,,No,,,,Yes,both in master and using data
2496,307100790020,30710079,Panel B,,Yes,,,,Yes,both in master and using data
2474,307100790046,30710079,Panel B,,Yes,,No,,No,both in master and using data
2492,307100790067,30710079,Panel B,,Yes,,No,,No,both in master and using data
2486,307100790087,30710079,Panel B,,Yes,,No,,Yes,both in master and using data
2476,307100790093,30710079,Panel B,,No,,No,,Yes,both in master and using data
2488,307100790103,30710079,Panel B,,Yes,,No,,Yes,both in master and using data
2589,307116840016,30711684,Panel A,,Yes,,No,,No,both in master and using data
2583,307116840056,30711684,Panel A,,Yes,,No,,No,both in master and using data
2581,307116840099,30711684,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2585,307116840112,30711684,Panel A,,Yes,,No,,Yes,both in master and using data
2577,307116840146,30711684,Panel A,,Yes,,No,,No,both in master and using data
2575,307116840151,30711684,Panel A,,Yes,,No,,Yes,both in master and using data
2571,307116840173,30711684,Panel A,,Yes,,No,,Yes,both in master and using data
2573,307116840184,30711684,Panel A,,Yes,,No,,No,both in master and using data
2569,307116840228,30711684,Panel A,,Yes,,No,,Yes,both in master and using data
2567,307116840251,30711684,Panel A,,Yes,,No,,Yes,both in master and using data
2561,307116840266,30711684,Panel A,,Yes,,No,,No,both in master and using data
2587,307116840272,30711684,Panel A,,Yes,,No,,No,both in master and using data
2565,307116840280,30711684,Panel A,,Yes,,No,,No,both in master and using data
2591,307116840282,30711684,Panel A,,Yes,,No,,Yes,both in master and using data
2579,307116840287,30711684,Panel A,,Yes,,No,,No,both in master and using data
2563,307116840296,30711684,Panel A,,Yes,,No,,No,both in master and using data
2599,308016720009,30801672,Panel A,,Yes,,No,,No,both in master and using data
2613,308016720019,30801672,Panel A,,Yes,,No,,Yes,both in master and using data
2601,308016720022,30801672,Panel A,,Yes,,No,,No,both in master and using data
2621,308016720032,30801672,Panel A,,Yes,,No,,No,both in master and using data
2597,308016720042,30801672,Panel A,,Yes,,No,,No,both in master and using data
2605,308016720056,30801672,Panel A,,Yes,,No,,No,both in master and using data
2593,308016720060,30801672,Panel A,,Yes,,No,,Yes,both in master and using data
2623,308016720066,30801672,Panel A,,Yes,,No,,Yes,both in master and using data
2609,308016720074,30801672,Panel A,,Yes,,No,,No,both in master and using data
2611,308016720123,30801672,Panel A,,Yes,,No,,No,both in master and using data
2615,308016720128,30801672,Panel A,,Yes,,No,,Yes,both in master and using data
2619,308016720130,30801672,Panel A,,Yes,,No,,No,both in master and using data
2595,308016720142,30801672,Panel A,,Yes,,No,,No,both in master and using data
2603,308016720201,30801672,Panel A,,Yes,,,,Yes,both in master and using data
2607,308016720203,30801672,Panel A,,Yes,,No,,No,both in master and using data
2617,308016720219,30801672,Panel A,,Yes,,No,,No,both in master and using data
2516,308016790005,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2512,308016790014,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2530,308016790023,30801679,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2518,308016790038,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2504,308016790041,30801679,Panel B,,Yes,,No,,No,both in master and using data
2502,308016790050,30801679,Panel B,,Yes,,No,,No,both in master and using data
2528,308016790078,30801679,Panel B,,Yes,,No,,No,both in master and using data
2506,308016790087,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2524,308016790096,30801679,Panel B,,Yes,,No,,No,both in master and using data
2522,308016790115,30801679,Panel B,,Yes,,No,,No,both in master and using data
2520,308016790124,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2514,308016790133,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2526,308016790152,30801679,Panel B,,Yes,,No,,Yes,both in master and using data
2532,308016790161,30801679,Panel B,,Yes,,No,,No,both in master and using data
2510,308016790170,30801679,Panel B,,No,,No,,Yes,both in master and using data
2508,308016790188,30801679,Panel B,,Yes,,No,,No,both in master and using data
2558,308031150019,30803115,Panel B,,Yes,,No,,No,both in master and using data
2536,308031150028,30803115,Panel B,,Yes,,,,No,both in master and using data
2544,308031150038,30803115,Panel B,,Yes,,No,,Yes,both in master and using data
2550,308031150048,30803115,Panel B,,Yes,,No,,No,both in master and using data
2546,308031150067,30803115,Panel B,,Yes,,No,,No,both in master and using data
2560,308031150077,30803115,Panel B,,Yes,,No,,No,both in master and using data
2538,308031150087,30803115,Panel B,,Yes,,No,,No,both in master and using data
2556,308031150116,30803115,Panel B,,Yes,,No,,No,both in master and using data
2540,308031150126,30803115,Panel B,,Yes,,No,,No,both in master and using data
2554,308031150136,30803115,Panel B,,Yes,,No,,No,both in master and using data
2542,308031150146,30803115,Panel B,,Yes,,No,,No,both in master and using data
2548,308031150165,30803115,Panel B,,Yes,,No,,Yes,both in master and using data
2552,308031150175,30803115,Panel B,,Yes,,No,,Yes,both in master and using data
2534,308031150185,30803115,Panel B,,Yes,,No,,No,both in master and using data
2562,308031150204,30803115,Panel B,,Yes,,No,,Yes,both in master and using data
2641,308044160002,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2629,308044160015,30804416,Panel A,,Yes,,No,,No,both in master and using data
2635,308044160041,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2627,308044160071,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2639,308044160091,30804416,Panel A,,Yes,,No,,No,both in master and using data
2631,308044160099,30804416,Panel A,,Yes,,No,,No,both in master and using data
2633,308044160104,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2649,308044160125,30804416,Panel A,,Yes,,No,,No,both in master and using data
2655,308044160126,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2653,308044160131,30804416,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2647,308044160137,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2651,308044160145,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2637,308044160155,30804416,Panel A,,Yes,,No,,Yes,both in master and using data
2625,308044160168,30804416,Panel A,,Yes,,No,,No,both in master and using data
2645,308044160196,30804416,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2574,308052590001,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2596,308052590015,30805259,Panel B,,Yes,,No,,No,both in master and using data
2580,308052590042,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2578,308052590055,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2588,308052590069,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2566,308052590095,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2592,308052590109,30805259,Panel B,,Yes,,No,,No,both in master and using data
2586,308052590122,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2582,308052590149,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2570,308052590163,30805259,Panel B,,Yes,,No,,No,both in master and using data
2594,308052590176,30805259,Panel B,,Yes,,No,,Yes,both in master and using data
2572,308052590203,30805259,Panel B,,Yes,,No,,No,both in master and using data
2584,308052590216,30805259,Panel B,,Yes,,No,,No,both in master and using data
2576,308052590230,30805259,Panel B,,Yes,,No,,No,both in master and using data
2568,308052590257,30805259,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2590,308052590270,30805259,Panel B,,Yes,,No,,No,both in master and using data
2671,308066110002,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2683,308066110022,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2661,308066110040,30806611,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2673,308066110090,30806611,Panel A,,Yes,,No,,No,both in master and using data
2687,308066110092,30806611,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2665,308066110111,30806611,Panel A,,Yes,,No,,No,both in master and using data
2679,308066110140,30806611,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2659,308066110144,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2663,308066110196,30806611,Panel A,,Yes,,No,,No,both in master and using data
2677,308066110198,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2685,308066110203,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2669,308066110217,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2657,308066110221,30806611,Panel A,,Yes,,No,,No,both in master and using data
2667,308066110222,30806611,Panel A,,Yes,,No,,Yes,both in master and using data
2681,308066110228,30806611,Panel A,,Yes,,No,,No,both in master and using data
2675,308066110284,30806611,Panel A,,Yes,,No,,No,both in master and using data
2612,309010540007,30901054,Panel B,,Yes,,No,,No,both in master and using data
2628,309010540010,30901054,Panel B,,Yes,,No,,No,both in master and using data
2624,309010540020,30901054,Panel B,,Yes,,No,,No,both in master and using data
2614,309010540031,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2598,309010540053,30901054,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2600,309010540063,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2620,309010540074,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2618,309010540096,30901054,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2606,309010540106,30901054,Panel B,,Yes,,No,,No,both in master and using data
2622,309010540117,30901054,Panel B,,Yes,,No,,No,both in master and using data
2626,309010540139,30901054,Panel B,,Yes,,No,,No,both in master and using data
2610,309010540149,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2604,309010540160,30901054,Panel B,,Yes,,No,,No,both in master and using data
2602,309010540182,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2608,309010540193,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2616,309010540225,30901054,Panel B,,Yes,,No,,Yes,both in master and using data
2693,309014750002,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2707,309014750011,30901475,Panel A,,Yes,,No,,No,both in master and using data
2715,309014750030,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2705,309014750031,30901475,Panel A,,Yes,,No,,No,both in master and using data
2713,309014750039,30901475,Panel A,,Yes,,No,,No,both in master and using data
2695,309014750053,30901475,Panel A,,Yes,,No,,No,both in master and using data
2697,309014750054,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2717,309014750056,30901475,Panel A,,Yes,,No,,No,both in master and using data
2719,309014750070,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2699,309014750073,30901475,Panel A,,Yes,,No,,No,both in master and using data
2711,309014750083,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2709,309014750093,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2703,309014750102,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2691,309014750111,30901475,Panel A,,Yes,,No,,No,both in master and using data
2689,309014750114,30901475,Panel A,,Yes,,No,,No,both in master and using data
2701,309014750122,30901475,Panel A,,Yes,,No,,Yes,both in master and using data
2652,309016030007,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2636,309016030017,30901603,Panel B,,Yes,,No,,No,both in master and using data
2634,309016030028,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2642,309016030039,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2638,309016030049,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2632,309016030060,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2630,309016030071,30901603,Panel B,,Yes,,No,,No,both in master and using data
2648,309016030092,30901603,Panel B,,Yes,,No,,No,both in master and using data
2646,309016030103,30901603,Panel B,,Yes,,No,,No,both in master and using data
2650,309016030124,30901603,Panel B,,Yes,,No,,No,both in master and using data
2640,309016030135,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2658,309016030145,30901603,Panel B,,Yes,,No,,No,both in master and using data
2644,309016030156,30901603,Panel B,,Yes,,No,,No,both in master and using data
2654,309016030177,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2656,309016030199,30901603,Panel B,,Yes,,No,,Yes,both in master and using data
2660,309016030200,30901603,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2741,310013330001,31001333,Panel A,,Yes,,No,,Yes,both in master and using data
2737,310013330010,31001333,Panel A,,Yes,,No,,No,both in master and using data
2733,310013330012,31001333,Panel A,,Yes,,No,,Yes,both in master and using data
2743,310013330022,31001333,Panel A,,Yes,,No,,No,both in master and using data
2725,310013330024,31001333,Panel A,,Yes,,No,,No,both in master and using data
2721,310013330071,31001333,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2727,310013330132,31001333,Panel A,,Yes,,No,,No,both in master and using data
2723,310013330144,31001333,Panel A,,Yes,,No,,Yes,both in master and using data
2735,310013330150,31001333,Panel A,,Yes,,No,,Yes,both in master and using data
2745,310013330155,31001333,Panel A,,Yes,,No,,No,both in master and using data
2751,310013330178,31001333,Panel A,,Yes,,,,No,both in master and using data
2749,310013330208,31001333,Panel A,,Yes,,,,Yes,both in master and using data
2731,310013330215,31001333,Panel A,,Yes,,No,,Yes,both in master and using data
2747,310013330233,31001333,Panel A,,Yes,,No,,Yes,both in master and using data
2729,310013330243,31001333,Panel A,,Yes,,No,,No,both in master and using data
2739,310013330244,31001333,Panel A,,Yes,,,,No,both in master and using data
2686,310017490008,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2670,310017490018,31001749,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2692,310017490028,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2688,310017490049,31001749,Panel B,,Yes,,No,,No,both in master and using data
2668,310017490059,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2690,310017490069,31001749,Panel B,,Yes,,No,,No,both in master and using data
2680,310017490090,31001749,Panel B,,Yes,,No,,No,both in master and using data
2672,310017490100,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2684,310017490110,31001749,Panel B,,Yes,,No,,No,both in master and using data
2682,310017490130,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2674,310017490140,31001749,Panel B,,Yes,,No,,No,both in master and using data
2678,310017490151,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2662,310017490171,31001749,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2666,310017490181,31001749,Panel B,,Yes,,No,,No,both in master and using data
2664,310017490191,31001749,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2676,310017490212,31001749,Panel B,,Yes,,No,,Yes,both in master and using data
2753,310021690014,31002169,Panel A,,Yes,,No,,Yes,both in master and using data
2759,310021690116,31002169,Panel A,,No,,,,Yes,both in master and using data
2757,310021690118,31002169,Panel A,,Yes,,No,,Yes,both in master and using data
2761,310021690125,31002169,Panel A,,Yes,,,,No,both in master and using data
2777,310021690162,31002169,Panel A,,No,,,,No,both in master and using data
2771,310021690165,31002169,Panel A,,Yes,,,,No,both in master and using data
2783,310021690231,31002169,Panel A,,Yes,,No,,No,both in master and using data
2720,310043120006,31004312,Panel B,,Yes,,No,,No,both in master and using data
2702,310043120011,31004312,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2708,310043120017,31004312,Panel B,,Yes,,No,,Yes,both in master and using data
2706,310043120023,31004312,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2710,310043120029,31004312,Panel B,,Yes,,No,,No,both in master and using data
2722,310043120040,31004312,Panel B,,Yes,,No,,No,both in master and using data
2712,310043120046,31004312,Panel B,,Yes,,No,,Yes,both in master and using data
2704,310043120052,31004312,Panel B,,Yes,,No,,Yes,both in master and using data
2696,310043120057,31004312,Panel B,,No,,Yes,Yes,Yes,both in master and using data
2716,310043120069,31004312,Panel B,,Yes,,No,,No,both in master and using data
2714,310043120075,31004312,Panel B,,Yes,,No,,No,both in master and using data
2700,310043120081,31004312,Panel B,,Yes,,No,,Yes,both in master and using data
2724,310043120086,31004312,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
2694,310043120104,31004312,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2718,310043120109,31004312,Panel B,,Yes,,Yes,No,Yes,both in master and using data
2698,310043120121,31004312,Panel B,,Yes,,Yes,No,Yes,both in master and using data
2813,310065560120,31006556,Panel A,,Yes,,No,,No,both in master and using data
2807,310065560154,31006556,Panel A,,Yes,,No,,Yes,both in master and using data
2803,310065560157,31006556,Panel A,,Yes,,No,,Yes,both in master and using data
2815,310065560166,31006556,Panel A,,Yes,,No,,Yes,both in master and using data
2799,310065560168,31006556,Panel A,,Yes,,No,,Yes,both in master and using data
2791,310065560199,31006556,Panel A,,Yes,,No,,Yes,both in master and using data
2805,310065560216,31006556,Panel A,,Yes,,No,,No,both in master and using data
2789,310065560246,31006556,Panel A,,Yes,,No,,No,both in master and using data
2797,310065560257,31006556,Panel A,,Yes,,No,,No,both in master and using data
2795,310065560261,31006556,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2793,310065560288,31006556,Panel A,,Yes,,No,,No,both in master and using data
2787,310065560292,31006556,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2785,310065560328,31006556,Panel A,,Yes,,,,No,both in master and using data
2809,310065560344,31006556,Panel A,,Yes,,No,,Yes,both in master and using data
2801,310065560370,31006556,Panel A,,Yes,,,,Yes,both in master and using data
2811,310065560417,31006556,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2746,310073350006,31007335,Panel B,,Yes,,No,,Yes,both in master and using data
2748,310073350029,31007335,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2734,310073350074,31007335,Panel B,,Yes,,,,Yes,both in master and using data
2750,310073350097,31007335,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2732,310073350120,31007335,Panel B,,Yes,,No,,No,both in master and using data
2756,310073350166,31007335,Panel B,,Yes,,No,,Yes,both in master and using data
2736,310073350189,31007335,Panel B,,Yes,,Yes,Yes,No,both in master and using data
2726,310073350212,31007335,Panel B,,Yes,,No,,No,both in master and using data
2730,310073350258,31007335,Panel B,,Yes,,Yes,No,No,both in master and using data
2728,310073350304,31007335,Panel B,,Yes,,No,,Yes,both in master and using data
2740,310073350350,31007335,Panel B,,Yes,,No,,No,both in master and using data
2738,310073350373,31007335,Panel B,,Yes,,No,,No,both in master and using data
2754,310073350396,31007335,Panel B,,Yes,,No,,Yes,both in master and using data
2752,310073350442,31007335,Panel B,,Yes,,No,,Yes,both in master and using data
2744,310073350465,31007335,Panel B,,Yes,,No,,No,both in master and using data
2819,311087030024,31108703,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2837,311087030057,31108703,Panel A,,Yes,,Yes,No,No,both in master and using data
2831,311087030121,31108703,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2847,311087030174,31108703,Panel A,,Yes,,Yes,No,Yes,both in master and using data
2823,311087030266,31108703,Panel A,,Yes,,No,,Yes,both in master and using data
2843,311087030267,31108703,Panel A,,Yes,,No,,Yes,both in master and using data
2825,311087030288,31108703,Panel A,,Yes,,No,,No,both in master and using data
2827,311087030320,31108703,Panel A,,Yes,,No,,Yes,both in master and using data
2835,311087030327,31108703,Panel A,,Yes,,No,,No,both in master and using data
2839,311087030335,31108703,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2829,311087030344,31108703,Panel A,,Yes,,No,,No,both in master and using data
2833,311087030374,31108703,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2817,311087030375,31108703,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2821,311087030385,31108703,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2879,312010070032,31201007,Panel A,,Yes,,Yes,No,Yes,both in master and using data
2869,312010070034,31201007,Panel A,,Yes,,No,,No,both in master and using data
2861,312010070037,31201007,Panel A,,Yes,,No,,No,both in master and using data
2851,312010070074,31201007,Panel A,,Yes,,No,,Yes,both in master and using data
2853,312010070116,31201007,Panel A,,Yes,,No,,No,both in master and using data
2863,312010070128,31201007,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
2857,312010070145,31201007,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2873,312010070158,31201007,Panel A,,Yes,,No,,Yes,both in master and using data
2865,312010070162,31201007,Panel A,,Yes,,No,,No,both in master and using data
2871,312010070164,31201007,Panel A,,Yes,,No,,Yes,both in master and using data
2877,312010070169,31201007,Panel A,,Yes,,Yes,Yes,No,both in master and using data
2875,312010070189,31201007,Panel A,,Yes,,No,,No,both in master and using data
2849,312010070226,31201007,Panel A,,Yes,,No,,Yes,both in master and using data
