HHID,case_id,qx_type,visit,ea_id,hh_n0a,hh_n0b,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08
2461,306201960014,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2457,306201960032,Panel A,1,30620196,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
2449,306201960037,Panel A,1,30620196,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2439,306201960060,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2447,306201960074,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2441,306201960101,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2451,306201960102,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2455,306201960111,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2443,306201960120,Panel A,1,30620196,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2437,306201960162,Panel A,1,30620196,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2433,306201960220,Panel A,1,30620196,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2435,306201960226,Panel A,1,30620196,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
2459,306201960241,Panel A,1,30620196,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2463,306201960252,Panel A,1,30620196,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2453,306201960258,Panel A,1,30620196,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
2491,307033810037,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2483,307033810039,Panel A,1,30703381,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO
2479,307033810045,Panel A,1,30703381,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES
2485,307033810051,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2481,307033810053,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2475,307033810061,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2469,307033810076,Panel A,1,30703381,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
2467,307033810080,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2473,307033810081,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2489,307033810100,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2495,307033810101,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2493,307033810107,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2471,307033810124,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2487,307033810131,Panel A,1,30703381,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2465,307033810134,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2477,307033810141,Panel A,1,30703381,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2392,307043130008,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2398,307043130021,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2404,307043130034,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2402,307043130048,Panel B,2,30704313,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2406,307043130061,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2394,307043130074,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2384,307043130087,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2382,307043130100,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2408,307043130153,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2378,307043130166,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2390,307043130192,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2388,307043130205,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2396,307043130232,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2386,307043130245,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2380,307043130258,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2400,307043130271,Panel B,2,30704313,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2499,307053910010,Panel A,1,30705391,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
2511,307053910018,Panel A,1,30705391,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2523,307053910053,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2527,307053910071,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2519,307053910083,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2521,307053910088,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2515,307053910105,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2525,307053910119,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2497,307053910163,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2517,307053910166,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2507,307053910180,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2509,307053910228,Panel A,1,30705391,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES
2513,307053910237,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2501,307053910241,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2505,307053910258,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2503,307053910324,Panel A,1,30705391,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2438,307066190007,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2420,307066190016,Panel B,2,30706619,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2430,307066190033,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2436,307066190042,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2424,307066190051,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2418,307066190059,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2422,307066190068,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2434,307066190077,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2412,307066190085,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2440,307066190094,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2432,307066190111,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2428,307066190129,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2414,307066190146,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2416,307066190163,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2410,307066190172,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2426,307066190181,Panel B,2,30706619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2444,307086650012,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2462,307086650014,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2446,307086650028,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2456,307086650051,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2450,307086650078,Panel B,2,30708665,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO
2458,307086650091,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2442,307086650104,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2470,307086650127,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2464,307086650146,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2454,307086650188,Panel B,2,30708665,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
2448,307086650208,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2468,307086650234,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2466,307086650260,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2460,307086650302,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2452,307086650313,Panel B,2,30708665,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2529,307094380002,Panel A,1,30709438,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO
2535,307094380012,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2555,307094380021,Panel A,1,30709438,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
2545,307094380066,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2533,307094380073,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2537,307094380118,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2541,307094380119,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2539,307094380126,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2557,307094380169,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2559,307094380190,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2547,307094380207,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2543,307094380214,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2531,307094380222,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2553,307094380230,Panel A,1,30709438,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO
2549,307094380240,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2551,307094380414,Panel A,1,30709438,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2472,307100790004,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2498,307100790010,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2480,307100790015,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2496,307100790020,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2478,307100790025,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2500,307100790041,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2474,307100790046,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2482,307100790051,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2494,307100790061,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2492,307100790067,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2486,307100790087,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2476,307100790093,Panel B,2,30710079,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
2484,307100790098,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2488,307100790103,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2490,307100790108,Panel B,2,30710079,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2589,307116840016,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2583,307116840056,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2581,307116840099,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2585,307116840112,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2577,307116840146,Panel A,1,30711684,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2575,307116840151,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2571,307116840173,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2573,307116840184,Panel A,1,30711684,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2569,307116840228,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2567,307116840251,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2561,307116840266,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2587,307116840272,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2565,307116840280,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2591,307116840282,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2579,307116840287,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2563,307116840296,Panel A,1,30711684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2599,308016720009,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2613,308016720019,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2601,308016720022,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2621,308016720032,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2597,308016720042,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2605,308016720056,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2593,308016720060,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2623,308016720066,Panel A,1,30801672,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
2609,308016720074,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2611,308016720123,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2615,308016720128,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2619,308016720130,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2595,308016720142,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2603,308016720201,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2607,308016720203,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2617,308016720219,Panel A,1,30801672,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2516,308016790005,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2512,308016790014,Panel B,2,30801679,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2530,308016790023,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2518,308016790038,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2504,308016790041,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2502,308016790050,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2528,308016790078,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2506,308016790087,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2524,308016790096,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2522,308016790115,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2520,308016790124,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2514,308016790133,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2526,308016790152,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2532,308016790161,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2510,308016790170,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2508,308016790188,Panel B,2,30801679,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2558,308031150019,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2536,308031150028,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2544,308031150038,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2550,308031150048,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2546,308031150067,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2560,308031150077,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2538,308031150087,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2564,308031150097,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2556,308031150116,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2540,308031150126,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2554,308031150136,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2542,308031150146,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2548,308031150165,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2552,308031150175,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2534,308031150185,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2562,308031150204,Panel B,2,30803115,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2641,308044160002,Panel A,1,30804416,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2629,308044160015,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2635,308044160041,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2627,308044160071,Panel A,1,30804416,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2643,308044160089,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2639,308044160091,Panel A,1,30804416,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2631,308044160099,Panel A,1,30804416,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
2633,308044160104,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2649,308044160125,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2655,308044160126,Panel A,1,30804416,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
2653,308044160131,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2647,308044160137,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2651,308044160145,Panel A,1,30804416,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2637,308044160155,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2625,308044160168,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2645,308044160196,Panel A,1,30804416,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2574,308052590001,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2596,308052590015,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2580,308052590042,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2578,308052590055,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2588,308052590069,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2566,308052590095,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2592,308052590109,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2586,308052590122,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2582,308052590149,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2570,308052590163,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2594,308052590176,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2572,308052590203,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2584,308052590216,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2576,308052590230,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2568,308052590257,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2590,308052590270,Panel B,2,30805259,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2671,308066110002,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2683,308066110022,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2661,308066110040,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2673,308066110090,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2687,308066110092,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2665,308066110111,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2679,308066110140,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2659,308066110144,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2663,308066110196,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2677,308066110198,Panel A,1,30806611,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
2685,308066110203,Panel A,1,30806611,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2669,308066110217,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2657,308066110221,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2667,308066110222,Panel A,1,30806611,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
2681,308066110228,Panel A,1,30806611,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2675,308066110284,Panel A,1,30806611,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2612,309010540007,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2628,309010540010,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2624,309010540020,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2614,309010540031,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2598,309010540053,Panel B,2,30901054,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
2600,309010540063,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2620,309010540074,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2618,309010540096,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2606,309010540106,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2622,309010540117,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2626,309010540139,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2610,309010540149,Panel B,2,30901054,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2604,309010540160,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2602,309010540182,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2608,309010540193,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2616,309010540225,Panel B,2,30901054,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2693,309014750002,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2707,309014750011,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2715,309014750030,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2705,309014750031,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2713,309014750039,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2695,309014750053,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2697,309014750054,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2717,309014750056,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2719,309014750070,Panel A,1,30901475,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
2699,309014750073,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2711,309014750083,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2709,309014750093,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2703,309014750102,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2691,309014750111,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2689,309014750114,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2701,309014750122,Panel A,1,30901475,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2652,309016030007,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2636,309016030017,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2634,309016030028,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2642,309016030039,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2638,309016030049,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2632,309016030060,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2630,309016030071,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2648,309016030092,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2646,309016030103,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2650,309016030124,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2640,309016030135,Panel B,2,30901603,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
2658,309016030145,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2644,309016030156,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2654,309016030177,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2656,309016030199,Panel B,2,30901603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
