HHID,case_id,qx_type,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
2973,314357530079,Panel A,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,314357530090,Panel A,1,31435753,1,SELLING FIREWOOD,62,1,,2,1,,0,0,Almost all,6,2000,Other (specify),,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,AVERAGE,AVERAGE,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,10,50,1,2,10,120,1,,,,,,,,,0,,,,0,,,,0,,,,5000,High sales,,,,,2500,3000,4500,500,500,0,0,0,0,0,0
2951,314357530102,Panel A,1,31435753,1,BAKER,31,2,,2,2,,0,,,2,2002,Other (specify),SAVINGS FROM WORK,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,,,,,,,,,,,,,,Yes,,,,,,2,30,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,Low sales,,5000,,,,,2000,19200,0,500,1480,0,0,0,0
2959,314357530137,Panel A,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,314357530154,Panel A,1,31435753,1,RICE SELLER,62,2,,2,2,,0,0,,7,1998,Non-agricultural credit from bank or other institution,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,30,180,12,5,30,180,12,,,,,,,,,0,,,,0,,,,0,,,,10000,High sales,,,,,5000,6000,1000,5000,5000,400,0,0,0,0,100
2969,314357530159,Panel A,1,31435753,1,SELLING GROCERIES,62,1,,1,1,,0,0,Almost all,4,2010,Non-agricultural credit from bank or other institution,,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,AVERAGE,,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,13,65,1,2,30,270,1,,,,,,,,,0,,,,0,,,,0,,,,30000,Average sales,,,12000,46000,,,3000,26100,26100,900,0,0,0,0,0
2969,314357530159,Panel A,1,31435753,2,SELLING CHARCOAL,62,1,,1,1,,0,0,Almost all,4,1997,Own-savings from non-agriculture,,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,13,65,1,2,30,270,1,,,,,,,,,0,,,,0,,,,0,,,,3400,High sales,,,,,2000,2800,600,2800,2800,0,0,0,0,0,0
2957,314357530178,Panel A,1,31435753,1,SELLS BUNS,62,1,,2,1,,0,0,,9,2008,Other (specify),COMMISSION  (NONE),,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,,,LOW,LOW,,,,,,,,,,,,,,Yes,,,,,,1,22,220,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,22500,Low sales,60000,80000,,,,,4500,18000,18000,0,0,0,0,0,0
2949,314357530200,Panel A,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,314357530227,Panel A,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,314357530242,Panel A,1,31435753,1,SELLS HAND BAGS,62,1,,2,1,,0,0,,3,2003,Proceeds from another business,,,,Commercial area shop,Yes,ESCOM/Grid,Final consumers,,No,No,No,No,No,,,,,,,LOW,AVERAGE,LOW,LOW,LOW,LOW,LOW,AVERAGE,LOW,LOW,LOW,LOW,,,,,,,,,,,,,,Yes,,,,,,1,26,286,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,Low sales,18000,60000,,,,,2000,4000,4000,0,0,0,0,0,0
2967,314357530281,Panel A,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,314357530283,Panel A,1,31435753,1,CHARCOAL SELLER,62,2,,2,2,,0,,,5,2008,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,2,30,120,12,5,30,120,12,,,,,,,,,0,,,,0,,,,0,,,,2000,High sales,,,,,500,100,800,2000,2000,150,0,0,0,0,0
2955,314357530292,Panel A,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,314366950007,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,314366950029,Panel A,1,31436695,1,GROCERY,62,2,,2,1,2,0,0,,11,2009,Loan from money lender,,Other (specify),HER  SALARY,Home (outside residence),Yes,ESCOM/Grid,Final consumers,,No,No,No,No,No,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,LOW,LOW,AVERAGE,,,,,,,,,,,,,Lack of cash,,Seasonal work,,Yes,,,,,,2,24,6,5,,,,,,,,,,,,,0,,,,,,,,,,,,4000,Average sales,,,3000,6000,,,1500,35000,0,1200,0,0,0,0,0
2989,314366950029,Panel A,1,31436695,2,TAX,71,1,,2,1,2,0,0,,11,2008,Own-savings from non-agriculture,,,,Other fixed place,No,,Large established businesses/institutions,,Yes,Yes,Yes,Yes,No,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Bad weather,,,,No,Yes,,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,24,12,9000,,,,,,,,,30000,Low sales,12000,20000,,,,,5000,0,0,0,300000,0,0,0,0
2989,314366950029,Panel A,1,31436695,3,SAUSAGE MAKING,31,2,,2,1,2,0,0,,6,2009,Other (specify),HER OWN SALARY,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Not profitable,,Own-Illness/Need to care for household members,,No,Yes,,,,,2,12,3,8,,,,,,,,,,,,,0,,,,0,,,,0,,,,1600,Low sales,2000,4000,,,,,1500,10000,0,1000,,,,,
3001,314366950052,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,314366950075,Panel A,1,31436695,1,ELECTRONIC REPAIR,95,1,,1,1,,0,0,,5,1999,Inherited,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,,,,,,,,,,,,,,,,,Yes,,,,,,1,21,168,1,,,,,5,7,28,1,,,,,0,,,,0,,,,0,,,,7000,Low sales,10000,15000,,,,,5000,0,0,500,0,1500,0,0,0
2991,314366950079,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,314366950086,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,314366950093,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,314366950106,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,314366950118,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,314366950125,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,314366950166,Panel A,1,31436695,1,SELLER OF VARIOUS ITEMS,62,1,,1,1,,0,0,Almost all,1,2004,Own-savings from non-agriculture,,,,Traditional market place,No,,Final consumers,,No,No,No,No,No,,,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,,,,,,,,,,,,,,,,,Yes,,,,,,1,28,,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,Low sales,20000,25000,,,,,3700,0,0,2800,0,0,0,0,3500
2999,314366950176,Panel A,1,31436695,1,HIRES PEOPLES GOODS,71,1,,1,1,,0,0,,6,2007,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,,,,,,,,,,,,,Lack of cash,,,,No,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,8,8000,,,,,,,,,28000,Average sales,,,0,0,,,0,25000,0,0,10000,0,0,0,0
2979,314366950178,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,314366950182,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,314366950212,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,314366950221,Panel A,1,31436695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,314386900029,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,314386900045,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,314386900061,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,314386900077,Panel B,2,31438690,1,SELLING FIREWOOD,62,1,,1,1,,0,0,,1,2003,Proceeds from another business,,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,AVERAGE,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,Other (Specify),,,,No,Yes,,,,,1,15,45,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,6750,Low sales,6000,9000,,,,,5350,1400,1400,0,0,0,0,0,0
2920,314386900109,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,314386900125,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,314386900141,Panel B,2,31438690,1,KACHASU BREWERY,31,2,,2,2,,0,0,,10,1987,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,HIGH,LOW,AVERAGE,NONE:NOT IN OPERATION,LOW,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,,,,,,,,,,Lack of cash,,Own-Illness/Need to care for household members,,Yes,,,,,,2,6,12,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,High sales,,,,,1800,3000,1500,4500,4500,0,0,0,0,0,0
2946,314386900157,Panel B,2,31438690,1,SELLING RICE,62,2,,2,2,,0,0,,10,2002,Gift from family/friends,,,,Traditional market place,,,Final consumers,,No,No,Yes,Yes,No,,,,,,,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,AVERAGE,AVERAGE,LOW,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,2,7,28,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,32000,High sales,,,,,16000,25000,10000,21000,21000,1000,0,0,0,0,0
2922,314386900188,Panel B,2,31438690,1,UNITS SELLER,62,2,,1,1,,0,0,,4,2009,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,2,26,208,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,46000,High sales,,,,,16000,28000,16000,30000,30000,0,0,0,0,0,0
2942,314386900204,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,314386900220,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,314386900236,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,314386900268,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,314386900284,Panel B,2,31438690,1,BARBER SHOP,95,1,,1,1,,0,0,,8,2008,Own-savings from non-agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,,,,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,24,192,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,High sales,,,,,1500,3000,3000,0,0,0,0,500,0,0,500
2916,314386900300,Panel B,2,31438690,1,BICYCLE HAND PUMP MAKER,38,1,,1,1,,0,0,,10,2005,Proceeds from another business,,,,Home (outside residence),,,Other small businesses,,No,No,No,No,No,,,,,,,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,26,208,1,,,,,,,,,,,,,2,24,8,16000,0,,,,0,,,,160000,High sales,,,,,40000,80000,63200,80000,0,800,0,0,0,0,16000
2930,314386900331,Panel B,2,31438690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,314391020004,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,314391020014,Panel B,2,31439102,1,MINI BUS TRANSPORTER,71,1,2,2,1,,6,0,Almost none,9,2005,Own-savings from non-agriculture,,,,Home (outside residence),,,Other (specify),,Yes,Yes,Yes,Yes,No,,,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,,,,,,,,,,,,Yes,,,,,,1,0,,,2,0,,,,,,,,,,,6,25,16,,0,,,,0,,,,450000,Low sales,600000,750000,,,,,250000,250000,0,0,6000,0,0,4500,0
2962,314391020024,Panel B,2,31439102,1,SELLING CHICKENS,62,1,,1,1,,0,0,,6,1995,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,NONE:NOT IN OPERATION,HIGH,NONE:NOT IN OPERATION,LOW,,,,,,,,Lack of non-labour inputs,,,,Yes,,,,,,1,31,40,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,Low sales,40900,47500,,,,,12000,18000,0,0,0,0,0,0,0
2958,314391020044,Panel B,2,31439102,1,SELLING CHARCOAL,62,2,,2,2,,0,0,,5,2009,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,,,,,,,,,,,,Yes,,,,,,2,30,10,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,Average sales,,,2000,7000,,,3000,1000,1000,0,0,0,0,0,0
2954,314391020065,Panel B,2,31439102,1,VENDOR,62,1,,1,1,,0,0,,10,2005,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,LOW,LOW,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,,,,,,,,,,,,Yes,,,,,,1,31,216,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,50500,High sales,,,,,18000,32000,12700,30000,30000,7800,0,0,0,0,0
2952,314391020075,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,314391020085,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,314391020095,Panel B,2,31439102,1,BLANKET SELLER,62,4,,1,4,,0,0,,8,2010,Other (specify),SAVINGS FROM WORK,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,HIGH,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,4,22,44,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,High sales,,,,,0,0,8000,30000,30000,12000,0,0,0,0,0
2960,314391020115,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,314391020125,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,314391020136,Panel B,2,31439102,1,SELLING KAUNJIKA,62,2,,2,2,,0,0,,2,2007,Gift from family/friends,,,,Traditional market place,,,Final consumers,Other small businesses,No,No,No,No,No,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,,,,,,,,,,,,Yes,,,,,,2,27,8,12,,,,,,,,,,,,,1,1,8,0,,0,0,0,0,,,,45000,Average sales,,,30000,52000,,,15000,26000,26000,5000,0,0,0,0,0
2950,314391020146,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,314391020166,Panel B,2,31439102,1,MANDASI SELLER,31,2,,2,1,,1,1,Almost none,1,2010,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,HIGH,HIGH,AVERAGE,AVERAGE,LOW,HIGH,HIGH,LOW,,,,,,,,,,,Yes,,,,,,2,2,1,8,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,Low sales,1000,1500,,,,,3000,6000,0,0,0,0,0,0,0
2964,314391020176,Panel B,2,31439102,1,THOBWA SELLER,31,1,,1,1,,0,0,,9,2004,Sale of assets owned,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,,,,,,,,,,,,Yes,,,,,,1,24,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,3300,High sales,,,,,15000,22000,18000,12420,0,0,0,0,200,0,0
2956,314391020186,Panel B,2,31439102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,314391020207,Panel B,2,31439102,1,SELLING CHICKENS,62,2,,2,2,,0,0,,11,2008,Savings club,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,HIGH,HIGH,HIGH,HIGH,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,Seasonal work,,Bad weather,,No,Yes,,,,,2,30,5,7,,,,,,,,,,,,,0,,,,0,,,,0,,,,100000,Low sales,120000,150000,,,,,7000,26000,65000,0,0,0,0,0,3050
3019,314413890005,Panel A,1,31441389,1,SELLING SECOND HAND CLOTH,62,1,,1,1,,0,0,Almost all,12,1997,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,No,No,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,LOW,LOW,HIGH,HIGH,HIGH,,,,,,,,,,,,,,,Yes,,,,,,1,30,240,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,High sales,,,,,8000,20000,12000,38000,38000,0,0,0,0,0,0
