HHID,case_id,qx_type,visit,ea_id,ag_e0a,ag_e0c,ag_e0d,ag_e0d_os,ag_e01,ag_e02a,ag_e02b,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e06,ag_e07,ag_e07_os,ag_e08a,ag_e08b,ag_e08b_os,ag_e09,ag_e10a,ag_e10b,ag_e10b_os,ag_e10c,ag_e10c_os,ag_e10d,ag_e10e,ag_e10e_os,ag_e11,ag_e12a,ag_e12b,ag_e12b_os,ag_e13,ag_e13_os,ag_e14,ag_e15,ag_e16a,ag_e16b,ag_e17,ag_e18,ag_e19,ag_e20,ag_e21a,ag_e21b,ag_e22,ag_e23,ag_e24,ag_e25,ag_e26a,ag_e26b
2698,310043120121,Panel B,1,31004312,Yes,1,CAN,,1,N01,,No,,September,2009,1,Can,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
2698,310043120121,Panel B,1,31004312,Yes,1,Maize seed,,1,N01,,No,,September,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
2813,310065560120,Panel A,1,31006556,Yes,1,Urea,,1,N02,,No,,January,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Coupon was obtained too late,
2813,310065560120,Panel A,1,31006556,Yes,1,Maize seed,,1,N02,,No,,January,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Coupon was obtained too late,
2813,310065560120,Panel A,1,31006556,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,January,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Coupon was obtained too late,
2807,310065560154,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,310065560157,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,310065560166,Panel A,1,31006556,Yes,1,Urea,,1,N02,,No,,September,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,On Foot,,0,500,N03,,Yes,,,,,,,,,,,
2815,310065560166,Panel A,1,31006556,Yes,1,Maize seed,,1,N02,,No,,September,2009,1,Maize seed,,2,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
2815,310065560166,Panel A,1,31006556,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,September,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,On Foot,,0,500,N03,,Yes,,,,,,,,,,,
2799,310065560168,Panel A,1,31006556,Yes,1,CAN,,1,N01,,No,,October,2009,1,Can,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2799,310065560168,Panel A,1,31006556,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2791,310065560199,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,310065560216,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,310065560246,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,310065560257,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,310065560261,Panel A,1,31006556,Yes,1,Maize seed,,1,N01,,No,,January,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
2795,310065560261,Panel A,1,31006556,Yes,1,Urea,,1,N01,,No,,January,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
2793,310065560288,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,310065560292,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,310065560328,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,310065560344,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,310065560370,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,310065560417,Panel A,1,31006556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,310073350006,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,310073350029,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,310073350074,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,310073350097,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,310073350120,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,310073350166,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,310073350189,Panel B,1,31007335,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,August,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
2736,310073350189,Panel B,1,31007335,Yes,1,Urea,,1,N01,,No,,August,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
2736,310073350189,Panel B,1,31007335,Yes,1,Maize seed,,1,N01,,No,,August,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,Yes,1,All coupons have been accounted for,
2726,310073350212,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,310073350258,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,310073350304,Panel B,1,31007335,Yes,1,Flexi voucher,,1,N01,,No,,December,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
2728,310073350304,Panel B,1,31007335,Yes,1,Maize seed,,1,N01,,No,,December,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
2728,310073350304,Panel B,1,31007335,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2728,310073350304,Panel B,1,31007335,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2740,310073350350,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,310073350373,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,310073350396,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,310073350442,Panel B,1,31007335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,310073350465,Panel B,1,31007335,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,100,500,N02,,Yes,,,,,,,,,,,
2744,310073350465,Panel B,1,31007335,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,200,N02,,Yes,,,,,,,,,,,
2744,310073350465,Panel B,1,31007335,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,100,500,N02,,Yes,,,,,,,,,,,
2744,310073350465,Panel B,1,31007335,Yes,1,Flexi voucher,,1,N01,,No,,October,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
2819,311087030024,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,311087030057,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,311087030121,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,311087030174,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,311087030266,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,311087030267,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,311087030288,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,311087030320,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,311087030327,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,311087030335,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,311087030344,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,311087030374,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,311087030375,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,311087030385,Panel A,1,31108703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,312010070032,Panel A,1,31201007,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,Bicycle Taxi,,200,500,N03,,Yes,,,,,,,,,,,
2869,312010070034,Panel A,1,31201007,Yes,2,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2869,312010070034,Panel A,1,31201007,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2861,312010070037,Panel A,1,31201007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,312010070074,Panel A,1,31201007,Yes,2,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,Yes,25,KILOGRAM,,23:21:0+4s/Chitowe,,25,KILOGRAM,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2853,312010070116,Panel A,1,31201007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,312010070128,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
2863,312010070128,Panel A,1,31201007,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
2857,312010070145,Panel A,1,31201007,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
2857,312010070145,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2857,312010070145,Panel A,1,31201007,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2873,312010070158,Panel A,1,31201007,Yes,8,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2873,312010070158,Panel A,1,31201007,Yes,8,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2873,312010070158,Panel A,1,31201007,Yes,8,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
2865,312010070162,Panel A,1,31201007,Yes,1,Maize seed,,1,N02,,No,,August,2009,1,Maize seed,,4,KILOGRAM,,No,,,,,,,,,Yes,2,KILOGRAM,,Bicycle Taxi,,150,100,N03,,Yes,,,,,,,,,,,
2865,312010070162,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,August,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,150,500,N03,,Yes,,,,,,,,,,,
2865,312010070162,Panel A,1,31201007,Yes,1,Urea,,1,N02,,No,,August,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,150,500,N03,,Yes,,,,,,,,,,,
2871,312010070164,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
2871,312010070164,Panel A,1,31201007,Yes,1,Maize seed,,1,N03,,No,,November,2009,1,Maize seed,,2,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,100,N04,,Yes,,,,,,,,,,,
2877,312010070169,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2877,312010070169,Panel A,1,31201007,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2877,312010070169,Panel A,1,31201007,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
2875,312010070189,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,August,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,30,GRAM,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
2875,312010070189,Panel A,1,31201007,Yes,1,Maize seed,,1,N01,,No,,August,2009,1,Maize seed,,2,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,50,100,N02,,Yes,,,,,,,,,,,
2875,312010070189,Panel A,1,31201007,Yes,1,Urea,,1,N01,,No,,August,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,30,GRAM,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
2849,312010070226,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,Own Bicycle or Oxcart,,200,500,N03,,Yes,,,,,,,,,,,
2867,312010070230,Panel A,1,31201007,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N03,,Yes,,,,,,,,,,,
2867,312010070230,Panel A,1,31201007,Yes,2,Urea,,1,N02,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N03,,Yes,,,,,,,,,,,
2859,312010070283,Panel A,1,31201007,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,700,N02,,Yes,,,,,,,,,,,
2859,312010070283,Panel A,1,31201007,Yes,2,Maize seed,,1,N03,,Yes,250,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,100,N02,,Yes,,,,,,,,,,,
2859,312010070283,Panel A,1,31201007,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,5,5 KG BAG,,Urea,,5,5 KG BAG,,No,,,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
2855,312010070285,Panel A,1,31201007,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2855,312010070285,Panel A,1,31201007,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2855,312010070285,Panel A,1,31201007,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2794,312011040010,Panel B,1,31201104,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,312011040023,Panel B,1,31201104,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,Truck / Bus / Minibus,,100,500,N04,,Yes,,,,,,,,,,,
2814,312011040036,Panel B,1,31201104,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
2804,312011040061,Panel B,1,31201104,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,312011040074,Panel B,1,31201104,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,Yes,2,KILOGRAM,,Bicycle Taxi,,0,100,N02,,Yes,,,,,,,,,,,
2816,312011040074,Panel B,1,31201104,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,50,500,N02,,Yes,,,,,,,,,,,
2816,312011040074,Panel B,1,31201104,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,50,500,N02,,Yes,,,,,,,,,,,
2820,312011040086,Panel B,1,31201104,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,312011040112,Panel B,1,31201104,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,80,500,N02,,Yes,,,,,,,,,,,
2796,312011040112,Panel B,1,31201104,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),FLEX VOUCHER,2,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
2796,312011040112,Panel B,1,31201104,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
2796,312011040112,Panel B,1,31201104,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
2792,312011040124,Panel B,1,31201104,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
2792,312011040124,Panel B,1,31201104,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
2810,312011040137,Panel B,1,31201104,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,312011040162,Panel B,1,31201104,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,Truck / Bus / Minibus,,500,500,N02,,Yes,,,,,,,,,,,
2790,312011040175,Panel B,1,31201104,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,312011040188,Panel B,1,31201104,Yes,2,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,100,500,N03,,Yes,,,,,,,,,,,
2802,312011040188,Panel B,1,31201104,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,100,500,N03,,Yes,,,,,,,,,,,
2802,312011040188,Panel B,1,31201104,Yes,2,Flexi voucher,,1,N02,,No,,November,2009,1,Other chemical (specify),FLEX VOUCHER,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
2802,312011040188,Panel B,1,31201104,Yes,2,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
2808,312011040213,Panel B,1,31201104,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,50,KILOGRAM,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
2808,312011040213,Panel B,1,31201104,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
2798,312011040226,Panel B,1,31201104,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
2798,312011040226,Panel B,1,31201104,Yes,2,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,150,700,N02,,Yes,,,,,,,,,,,
2812,312011040238,Panel B,1,31201104,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
2812,312011040238,Panel B,1,31201104,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2812,312011040238,Panel B,1,31201104,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
2800,312011040264,Panel B,1,31201104,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,150,500,N03,,Yes,,,,,,,,,,,
2800,312011040264,Panel B,1,31201104,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,150,500,N03,,Yes,,,,,,,,,,,
2852,312011970008,Panel B,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,312011970022,Panel B,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,312011970028,Panel B,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,312011970030,Panel B,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,312011970037,Panel B,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,312011970057,Panel B,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,312011970066,Panel B,1,31201197,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
2830,312011970066,Panel B,1,31201197,Yes,1,Urea,,1,N02,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
