HHID,case_id,qx_type,visit,ea_id,hh_g08a,hh_g08b,hh_g08c
2820,312011040086,Panel B,2,31201104,J,Spices/Condiments,7
2796,312011040112,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2796,312011040112,Panel B,2,31201104,B,"Root, Tubers and Plantains",2
2796,312011040112,Panel B,2,31201104,C,Nuts and Pulses,1
2796,312011040112,Panel B,2,31201104,D,Vegetables,7
2796,312011040112,Panel B,2,31201104,E,"Meat, Fish and Animal Products",2
2796,312011040112,Panel B,2,31201104,F,Fruits,1
2796,312011040112,Panel B,2,31201104,G,Milk/Milk Products,0
2796,312011040112,Panel B,2,31201104,H,Fats/Oil,7
2796,312011040112,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,7
2796,312011040112,Panel B,2,31201104,J,Spices/Condiments,7
2792,312011040124,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2792,312011040124,Panel B,2,31201104,B,"Root, Tubers and Plantains",3
2792,312011040124,Panel B,2,31201104,C,Nuts and Pulses,2
2792,312011040124,Panel B,2,31201104,D,Vegetables,6
2792,312011040124,Panel B,2,31201104,E,"Meat, Fish and Animal Products",1
2792,312011040124,Panel B,2,31201104,F,Fruits,2
2792,312011040124,Panel B,2,31201104,G,Milk/Milk Products,4
2792,312011040124,Panel B,2,31201104,H,Fats/Oil,5
2792,312011040124,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,7
2792,312011040124,Panel B,2,31201104,J,Spices/Condiments,7
2810,312011040137,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2810,312011040137,Panel B,2,31201104,B,"Root, Tubers and Plantains",3
2810,312011040137,Panel B,2,31201104,C,Nuts and Pulses,0
2810,312011040137,Panel B,2,31201104,D,Vegetables,2
2810,312011040137,Panel B,2,31201104,E,"Meat, Fish and Animal Products",3
2810,312011040137,Panel B,2,31201104,F,Fruits,0
2810,312011040137,Panel B,2,31201104,G,Milk/Milk Products,0
2810,312011040137,Panel B,2,31201104,H,Fats/Oil,4
2810,312011040137,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,2
2810,312011040137,Panel B,2,31201104,J,Spices/Condiments,7
2818,312011040162,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2818,312011040162,Panel B,2,31201104,B,"Root, Tubers and Plantains",4
2818,312011040162,Panel B,2,31201104,C,Nuts and Pulses,4
2818,312011040162,Panel B,2,31201104,D,Vegetables,7
2818,312011040162,Panel B,2,31201104,E,"Meat, Fish and Animal Products",4
2818,312011040162,Panel B,2,31201104,F,Fruits,2
2818,312011040162,Panel B,2,31201104,G,Milk/Milk Products,7
2818,312011040162,Panel B,2,31201104,H,Fats/Oil,4
2818,312011040162,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,7
2818,312011040162,Panel B,2,31201104,J,Spices/Condiments,7
2790,312011040175,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2790,312011040175,Panel B,2,31201104,B,"Root, Tubers and Plantains",1
2790,312011040175,Panel B,2,31201104,C,Nuts and Pulses,0
2790,312011040175,Panel B,2,31201104,D,Vegetables,1
2790,312011040175,Panel B,2,31201104,E,"Meat, Fish and Animal Products",4
2790,312011040175,Panel B,2,31201104,F,Fruits,1
2790,312011040175,Panel B,2,31201104,G,Milk/Milk Products,0
2790,312011040175,Panel B,2,31201104,H,Fats/Oil,0
2790,312011040175,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,0
2790,312011040175,Panel B,2,31201104,J,Spices/Condiments,7
2802,312011040188,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2802,312011040188,Panel B,2,31201104,B,"Root, Tubers and Plantains",1
2802,312011040188,Panel B,2,31201104,C,Nuts and Pulses,1
2802,312011040188,Panel B,2,31201104,D,Vegetables,7
2802,312011040188,Panel B,2,31201104,E,"Meat, Fish and Animal Products",2
2802,312011040188,Panel B,2,31201104,F,Fruits,1
2802,312011040188,Panel B,2,31201104,G,Milk/Milk Products,0
2802,312011040188,Panel B,2,31201104,H,Fats/Oil,2
2802,312011040188,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,0
2802,312011040188,Panel B,2,31201104,J,Spices/Condiments,7
2808,312011040213,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2808,312011040213,Panel B,2,31201104,B,"Root, Tubers and Plantains",3
2808,312011040213,Panel B,2,31201104,C,Nuts and Pulses,6
2808,312011040213,Panel B,2,31201104,D,Vegetables,7
2808,312011040213,Panel B,2,31201104,E,"Meat, Fish and Animal Products",0
2808,312011040213,Panel B,2,31201104,F,Fruits,0
2808,312011040213,Panel B,2,31201104,G,Milk/Milk Products,0
2808,312011040213,Panel B,2,31201104,H,Fats/Oil,0
2808,312011040213,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,4
2808,312011040213,Panel B,2,31201104,J,Spices/Condiments,7
2798,312011040226,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2798,312011040226,Panel B,2,31201104,B,"Root, Tubers and Plantains",2
2798,312011040226,Panel B,2,31201104,C,Nuts and Pulses,2
2798,312011040226,Panel B,2,31201104,D,Vegetables,3
2798,312011040226,Panel B,2,31201104,E,"Meat, Fish and Animal Products",0
2798,312011040226,Panel B,2,31201104,F,Fruits,0
2798,312011040226,Panel B,2,31201104,G,Milk/Milk Products,0
2798,312011040226,Panel B,2,31201104,H,Fats/Oil,0
2798,312011040226,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,7
2798,312011040226,Panel B,2,31201104,J,Spices/Condiments,7
2812,312011040238,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2812,312011040238,Panel B,2,31201104,B,"Root, Tubers and Plantains",2
2812,312011040238,Panel B,2,31201104,C,Nuts and Pulses,2
2812,312011040238,Panel B,2,31201104,D,Vegetables,5
2812,312011040238,Panel B,2,31201104,E,"Meat, Fish and Animal Products",2
2812,312011040238,Panel B,2,31201104,F,Fruits,1
2812,312011040238,Panel B,2,31201104,G,Milk/Milk Products,0
2812,312011040238,Panel B,2,31201104,H,Fats/Oil,0
2812,312011040238,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,4
2812,312011040238,Panel B,2,31201104,J,Spices/Condiments,7
2800,312011040264,Panel B,2,31201104,A,"Cereals, Grains and Cereal Products",7
2800,312011040264,Panel B,2,31201104,B,"Root, Tubers and Plantains",1
2800,312011040264,Panel B,2,31201104,C,Nuts and Pulses,3
2800,312011040264,Panel B,2,31201104,D,Vegetables,4
2800,312011040264,Panel B,2,31201104,E,"Meat, Fish and Animal Products",2
2800,312011040264,Panel B,2,31201104,F,Fruits,1
2800,312011040264,Panel B,2,31201104,G,Milk/Milk Products,0
2800,312011040264,Panel B,2,31201104,H,Fats/Oil,5
2800,312011040264,Panel B,2,31201104,I,Sugar/Sugar Products/Honey,6
2800,312011040264,Panel B,2,31201104,J,Spices/Condiments,7
2838,312011970001,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2838,312011970001,Panel B,2,31201197,B,"Root, Tubers and Plantains",4
2838,312011970001,Panel B,2,31201197,C,Nuts and Pulses,3
2838,312011970001,Panel B,2,31201197,D,Vegetables,7
2838,312011970001,Panel B,2,31201197,E,"Meat, Fish and Animal Products",7
2838,312011970001,Panel B,2,31201197,F,Fruits,3
2838,312011970001,Panel B,2,31201197,G,Milk/Milk Products,2
2838,312011970001,Panel B,2,31201197,H,Fats/Oil,7
2838,312011970001,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,7
2838,312011970001,Panel B,2,31201197,J,Spices/Condiments,7
2852,312011970008,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2852,312011970008,Panel B,2,31201197,B,"Root, Tubers and Plantains",4
2852,312011970008,Panel B,2,31201197,C,Nuts and Pulses,1
2852,312011970008,Panel B,2,31201197,D,Vegetables,7
2852,312011970008,Panel B,2,31201197,E,"Meat, Fish and Animal Products",1
2852,312011970008,Panel B,2,31201197,F,Fruits,2
2852,312011970008,Panel B,2,31201197,G,Milk/Milk Products,0
2852,312011970008,Panel B,2,31201197,H,Fats/Oil,2
2852,312011970008,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,7
2852,312011970008,Panel B,2,31201197,J,Spices/Condiments,7
2842,312011970022,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2842,312011970022,Panel B,2,31201197,B,"Root, Tubers and Plantains",2
2842,312011970022,Panel B,2,31201197,C,Nuts and Pulses,4
2842,312011970022,Panel B,2,31201197,D,Vegetables,4
2842,312011970022,Panel B,2,31201197,E,"Meat, Fish and Animal Products",0
2842,312011970022,Panel B,2,31201197,F,Fruits,2
2842,312011970022,Panel B,2,31201197,G,Milk/Milk Products,0
2842,312011970022,Panel B,2,31201197,H,Fats/Oil,0
2842,312011970022,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,1
2842,312011970022,Panel B,2,31201197,J,Spices/Condiments,7
2840,312011970028,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2840,312011970028,Panel B,2,31201197,B,"Root, Tubers and Plantains",3
2840,312011970028,Panel B,2,31201197,C,Nuts and Pulses,6
2840,312011970028,Panel B,2,31201197,D,Vegetables,4
2840,312011970028,Panel B,2,31201197,E,"Meat, Fish and Animal Products",2
2840,312011970028,Panel B,2,31201197,F,Fruits,1
2840,312011970028,Panel B,2,31201197,G,Milk/Milk Products,0
2840,312011970028,Panel B,2,31201197,H,Fats/Oil,3
2840,312011970028,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,4
2840,312011970028,Panel B,2,31201197,J,Spices/Condiments,7
2846,312011970030,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2846,312011970030,Panel B,2,31201197,B,"Root, Tubers and Plantains",2
2846,312011970030,Panel B,2,31201197,C,Nuts and Pulses,2
2846,312011970030,Panel B,2,31201197,D,Vegetables,2
2846,312011970030,Panel B,2,31201197,E,"Meat, Fish and Animal Products",2
2846,312011970030,Panel B,2,31201197,F,Fruits,3
2846,312011970030,Panel B,2,31201197,G,Milk/Milk Products,2
2846,312011970030,Panel B,2,31201197,H,Fats/Oil,4
2846,312011970030,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,2
2846,312011970030,Panel B,2,31201197,J,Spices/Condiments,7
2836,312011970037,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2836,312011970037,Panel B,2,31201197,B,"Root, Tubers and Plantains",1
2836,312011970037,Panel B,2,31201197,C,Nuts and Pulses,2
2836,312011970037,Panel B,2,31201197,D,Vegetables,6
2836,312011970037,Panel B,2,31201197,E,"Meat, Fish and Animal Products",1
2836,312011970037,Panel B,2,31201197,F,Fruits,2
2836,312011970037,Panel B,2,31201197,G,Milk/Milk Products,0
2836,312011970037,Panel B,2,31201197,H,Fats/Oil,0
2836,312011970037,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,1
2836,312011970037,Panel B,2,31201197,J,Spices/Condiments,7
2822,312011970057,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2822,312011970057,Panel B,2,31201197,B,"Root, Tubers and Plantains",3
2822,312011970057,Panel B,2,31201197,C,Nuts and Pulses,4
2822,312011970057,Panel B,2,31201197,D,Vegetables,5
2822,312011970057,Panel B,2,31201197,E,"Meat, Fish and Animal Products",2
2822,312011970057,Panel B,2,31201197,F,Fruits,1
2822,312011970057,Panel B,2,31201197,G,Milk/Milk Products,0
2822,312011970057,Panel B,2,31201197,H,Fats/Oil,0
2822,312011970057,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,6
2822,312011970057,Panel B,2,31201197,J,Spices/Condiments,7
2830,312011970066,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2830,312011970066,Panel B,2,31201197,B,"Root, Tubers and Plantains",2
2830,312011970066,Panel B,2,31201197,C,Nuts and Pulses,3
2830,312011970066,Panel B,2,31201197,D,Vegetables,5
2830,312011970066,Panel B,2,31201197,E,"Meat, Fish and Animal Products",1
2830,312011970066,Panel B,2,31201197,F,Fruits,7
2830,312011970066,Panel B,2,31201197,G,Milk/Milk Products,0
2830,312011970066,Panel B,2,31201197,H,Fats/Oil,0
2830,312011970066,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,3
2830,312011970066,Panel B,2,31201197,J,Spices/Condiments,7
2826,312011970081,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2826,312011970081,Panel B,2,31201197,B,"Root, Tubers and Plantains",1
2826,312011970081,Panel B,2,31201197,C,Nuts and Pulses,1
2826,312011970081,Panel B,2,31201197,D,Vegetables,5
2826,312011970081,Panel B,2,31201197,E,"Meat, Fish and Animal Products",1
2826,312011970081,Panel B,2,31201197,F,Fruits,2
2826,312011970081,Panel B,2,31201197,G,Milk/Milk Products,0
2826,312011970081,Panel B,2,31201197,H,Fats/Oil,0
2826,312011970081,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,1
2826,312011970081,Panel B,2,31201197,J,Spices/Condiments,7
2844,312011970088,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2844,312011970088,Panel B,2,31201197,B,"Root, Tubers and Plantains",1
2844,312011970088,Panel B,2,31201197,C,Nuts and Pulses,0
2844,312011970088,Panel B,2,31201197,D,Vegetables,3
2844,312011970088,Panel B,2,31201197,E,"Meat, Fish and Animal Products",7
2844,312011970088,Panel B,2,31201197,F,Fruits,7
2844,312011970088,Panel B,2,31201197,G,Milk/Milk Products,0
2844,312011970088,Panel B,2,31201197,H,Fats/Oil,0
2844,312011970088,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,0
2844,312011970088,Panel B,2,31201197,J,Spices/Condiments,7
2834,312011970095,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2834,312011970095,Panel B,2,31201197,B,"Root, Tubers and Plantains",0
2834,312011970095,Panel B,2,31201197,C,Nuts and Pulses,3
2834,312011970095,Panel B,2,31201197,D,Vegetables,4
2834,312011970095,Panel B,2,31201197,E,"Meat, Fish and Animal Products",0
2834,312011970095,Panel B,2,31201197,F,Fruits,0
2834,312011970095,Panel B,2,31201197,G,Milk/Milk Products,0
2834,312011970095,Panel B,2,31201197,H,Fats/Oil,2
2834,312011970095,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,6
2834,312011970095,Panel B,2,31201197,J,Spices/Condiments,7
2850,312011970110,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2850,312011970110,Panel B,2,31201197,B,"Root, Tubers and Plantains",0
2850,312011970110,Panel B,2,31201197,C,Nuts and Pulses,3
2850,312011970110,Panel B,2,31201197,D,Vegetables,5
2850,312011970110,Panel B,2,31201197,E,"Meat, Fish and Animal Products",3
2850,312011970110,Panel B,2,31201197,F,Fruits,2
2850,312011970110,Panel B,2,31201197,G,Milk/Milk Products,0
2850,312011970110,Panel B,2,31201197,H,Fats/Oil,0
2850,312011970110,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,1
2850,312011970110,Panel B,2,31201197,J,Spices/Condiments,7
2828,312011970117,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2828,312011970117,Panel B,2,31201197,B,"Root, Tubers and Plantains",1
2828,312011970117,Panel B,2,31201197,C,Nuts and Pulses,1
2828,312011970117,Panel B,2,31201197,D,Vegetables,6
2828,312011970117,Panel B,2,31201197,E,"Meat, Fish and Animal Products",0
2828,312011970117,Panel B,2,31201197,F,Fruits,1
2828,312011970117,Panel B,2,31201197,G,Milk/Milk Products,0
2828,312011970117,Panel B,2,31201197,H,Fats/Oil,0
2828,312011970117,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,7
2828,312011970117,Panel B,2,31201197,J,Spices/Condiments,7
2824,312011970124,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2824,312011970124,Panel B,2,31201197,B,"Root, Tubers and Plantains",0
2824,312011970124,Panel B,2,31201197,C,Nuts and Pulses,0
2824,312011970124,Panel B,2,31201197,D,Vegetables,4
2824,312011970124,Panel B,2,31201197,E,"Meat, Fish and Animal Products",1
2824,312011970124,Panel B,2,31201197,F,Fruits,7
2824,312011970124,Panel B,2,31201197,G,Milk/Milk Products,0
2824,312011970124,Panel B,2,31201197,H,Fats/Oil,0
2824,312011970124,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,4
2824,312011970124,Panel B,2,31201197,J,Spices/Condiments,7
2848,312011970139,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",7
2848,312011970139,Panel B,2,31201197,B,"Root, Tubers and Plantains",0
2848,312011970139,Panel B,2,31201197,C,Nuts and Pulses,0
2848,312011970139,Panel B,2,31201197,D,Vegetables,4
2848,312011970139,Panel B,2,31201197,E,"Meat, Fish and Animal Products",4
2848,312011970139,Panel B,2,31201197,F,Fruits,7
2848,312011970139,Panel B,2,31201197,G,Milk/Milk Products,0
2848,312011970139,Panel B,2,31201197,H,Fats/Oil,2
2848,312011970139,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,7
2848,312011970139,Panel B,2,31201197,J,Spices/Condiments,7
2832,312011970146,Panel B,2,31201197,A,"Cereals, Grains and Cereal Products",5
2832,312011970146,Panel B,2,31201197,B,"Root, Tubers and Plantains",0
2832,312011970146,Panel B,2,31201197,C,Nuts and Pulses,1
2832,312011970146,Panel B,2,31201197,D,Vegetables,4
2832,312011970146,Panel B,2,31201197,E,"Meat, Fish and Animal Products",2
2832,312011970146,Panel B,2,31201197,F,Fruits,5
2832,312011970146,Panel B,2,31201197,G,Milk/Milk Products,0
2832,312011970146,Panel B,2,31201197,H,Fats/Oil,0
2832,312011970146,Panel B,2,31201197,I,Sugar/Sugar Products/Honey,0
2832,312011970146,Panel B,2,31201197,J,Spices/Condiments,7
2766,312015160017,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2766,312015160017,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2766,312015160017,Panel B,2,31201516,C,Nuts and Pulses,3
2766,312015160017,Panel B,2,31201516,D,Vegetables,7
2766,312015160017,Panel B,2,31201516,E,"Meat, Fish and Animal Products",4
2766,312015160017,Panel B,2,31201516,F,Fruits,1
2766,312015160017,Panel B,2,31201516,G,Milk/Milk Products,7
2766,312015160017,Panel B,2,31201516,H,Fats/Oil,3
2766,312015160017,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2766,312015160017,Panel B,2,31201516,J,Spices/Condiments,7
2774,312015160031,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2774,312015160031,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2774,312015160031,Panel B,2,31201516,C,Nuts and Pulses,4
2774,312015160031,Panel B,2,31201516,D,Vegetables,7
2774,312015160031,Panel B,2,31201516,E,"Meat, Fish and Animal Products",7
2774,312015160031,Panel B,2,31201516,F,Fruits,3
2774,312015160031,Panel B,2,31201516,G,Milk/Milk Products,0
2774,312015160031,Panel B,2,31201516,H,Fats/Oil,7
2774,312015160031,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2774,312015160031,Panel B,2,31201516,J,Spices/Condiments,7
2760,312015160046,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2760,312015160046,Panel B,2,31201516,B,"Root, Tubers and Plantains",2
2760,312015160046,Panel B,2,31201516,C,Nuts and Pulses,1
2760,312015160046,Panel B,2,31201516,D,Vegetables,7
2760,312015160046,Panel B,2,31201516,E,"Meat, Fish and Animal Products",0
2760,312015160046,Panel B,2,31201516,F,Fruits,2
2760,312015160046,Panel B,2,31201516,G,Milk/Milk Products,2
2760,312015160046,Panel B,2,31201516,H,Fats/Oil,2
2760,312015160046,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,2
2760,312015160046,Panel B,2,31201516,J,Spices/Condiments,7
2762,312015160060,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2762,312015160060,Panel B,2,31201516,B,"Root, Tubers and Plantains",3
2762,312015160060,Panel B,2,31201516,C,Nuts and Pulses,3
2762,312015160060,Panel B,2,31201516,D,Vegetables,7
2762,312015160060,Panel B,2,31201516,E,"Meat, Fish and Animal Products",2
2762,312015160060,Panel B,2,31201516,F,Fruits,3
2762,312015160060,Panel B,2,31201516,G,Milk/Milk Products,0
2762,312015160060,Panel B,2,31201516,H,Fats/Oil,0
2762,312015160060,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,3
2762,312015160060,Panel B,2,31201516,J,Spices/Condiments,7
2768,312015160089,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2768,312015160089,Panel B,2,31201516,B,"Root, Tubers and Plantains",2
2768,312015160089,Panel B,2,31201516,C,Nuts and Pulses,1
2768,312015160089,Panel B,2,31201516,D,Vegetables,6
2768,312015160089,Panel B,2,31201516,E,"Meat, Fish and Animal Products",1
2768,312015160089,Panel B,2,31201516,F,Fruits,2
2768,312015160089,Panel B,2,31201516,G,Milk/Milk Products,0
2768,312015160089,Panel B,2,31201516,H,Fats/Oil,2
2768,312015160089,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,5
2768,312015160089,Panel B,2,31201516,J,Spices/Condiments,7
2784,312015160108,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2784,312015160108,Panel B,2,31201516,B,"Root, Tubers and Plantains",7
2784,312015160108,Panel B,2,31201516,C,Nuts and Pulses,3
2784,312015160108,Panel B,2,31201516,D,Vegetables,7
2784,312015160108,Panel B,2,31201516,E,"Meat, Fish and Animal Products",6
2784,312015160108,Panel B,2,31201516,F,Fruits,3
2784,312015160108,Panel B,2,31201516,G,Milk/Milk Products,0
2784,312015160108,Panel B,2,31201516,H,Fats/Oil,7
2784,312015160108,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2784,312015160108,Panel B,2,31201516,J,Spices/Condiments,7
2764,312015160118,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2764,312015160118,Panel B,2,31201516,B,"Root, Tubers and Plantains",4
2764,312015160118,Panel B,2,31201516,C,Nuts and Pulses,4
2764,312015160118,Panel B,2,31201516,D,Vegetables,7
2764,312015160118,Panel B,2,31201516,E,"Meat, Fish and Animal Products",2
2764,312015160118,Panel B,2,31201516,F,Fruits,3
2764,312015160118,Panel B,2,31201516,G,Milk/Milk Products,0
2764,312015160118,Panel B,2,31201516,H,Fats/Oil,7
2764,312015160118,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2764,312015160118,Panel B,2,31201516,J,Spices/Condiments,7
2786,312015160132,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2786,312015160132,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2786,312015160132,Panel B,2,31201516,C,Nuts and Pulses,2
2786,312015160132,Panel B,2,31201516,D,Vegetables,7
2786,312015160132,Panel B,2,31201516,E,"Meat, Fish and Animal Products",1
2786,312015160132,Panel B,2,31201516,F,Fruits,0
2786,312015160132,Panel B,2,31201516,G,Milk/Milk Products,0
2786,312015160132,Panel B,2,31201516,H,Fats/Oil,2
2786,312015160132,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2786,312015160132,Panel B,2,31201516,J,Spices/Condiments,7
2780,312015160161,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2780,312015160161,Panel B,2,31201516,B,"Root, Tubers and Plantains",3
2780,312015160161,Panel B,2,31201516,C,Nuts and Pulses,2
2780,312015160161,Panel B,2,31201516,D,Vegetables,7
2780,312015160161,Panel B,2,31201516,E,"Meat, Fish and Animal Products",4
2780,312015160161,Panel B,2,31201516,F,Fruits,1
2780,312015160161,Panel B,2,31201516,G,Milk/Milk Products,0
2780,312015160161,Panel B,2,31201516,H,Fats/Oil,7
2780,312015160161,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2780,312015160161,Panel B,2,31201516,J,Spices/Condiments,7
2778,312015160175,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2778,312015160175,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2778,312015160175,Panel B,2,31201516,C,Nuts and Pulses,7
2778,312015160175,Panel B,2,31201516,D,Vegetables,3
2778,312015160175,Panel B,2,31201516,E,"Meat, Fish and Animal Products",2
2778,312015160175,Panel B,2,31201516,F,Fruits,2
2778,312015160175,Panel B,2,31201516,G,Milk/Milk Products,7
2778,312015160175,Panel B,2,31201516,H,Fats/Oil,7
2778,312015160175,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2778,312015160175,Panel B,2,31201516,J,Spices/Condiments,7
2758,312015160190,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2758,312015160190,Panel B,2,31201516,B,"Root, Tubers and Plantains",0
2758,312015160190,Panel B,2,31201516,C,Nuts and Pulses,2
2758,312015160190,Panel B,2,31201516,D,Vegetables,7
2758,312015160190,Panel B,2,31201516,E,"Meat, Fish and Animal Products",2
2758,312015160190,Panel B,2,31201516,F,Fruits,1
2758,312015160190,Panel B,2,31201516,G,Milk/Milk Products,0
2758,312015160190,Panel B,2,31201516,H,Fats/Oil,0
2758,312015160190,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2758,312015160190,Panel B,2,31201516,J,Spices/Condiments,7
2782,312015160204,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2782,312015160204,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2782,312015160204,Panel B,2,31201516,C,Nuts and Pulses,3
2782,312015160204,Panel B,2,31201516,D,Vegetables,7
2782,312015160204,Panel B,2,31201516,E,"Meat, Fish and Animal Products",1
2782,312015160204,Panel B,2,31201516,F,Fruits,0
2782,312015160204,Panel B,2,31201516,G,Milk/Milk Products,1
2782,312015160204,Panel B,2,31201516,H,Fats/Oil,7
2782,312015160204,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2782,312015160204,Panel B,2,31201516,J,Spices/Condiments,7
2772,312015160233,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2772,312015160233,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2772,312015160233,Panel B,2,31201516,C,Nuts and Pulses,3
2772,312015160233,Panel B,2,31201516,D,Vegetables,7
2772,312015160233,Panel B,2,31201516,E,"Meat, Fish and Animal Products",5
2772,312015160233,Panel B,2,31201516,F,Fruits,2
2772,312015160233,Panel B,2,31201516,G,Milk/Milk Products,0
2772,312015160233,Panel B,2,31201516,H,Fats/Oil,4
2772,312015160233,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,0
2772,312015160233,Panel B,2,31201516,J,Spices/Condiments,7
2776,312015160248,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2776,312015160248,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2776,312015160248,Panel B,2,31201516,C,Nuts and Pulses,2
2776,312015160248,Panel B,2,31201516,D,Vegetables,4
2776,312015160248,Panel B,2,31201516,E,"Meat, Fish and Animal Products",1
2776,312015160248,Panel B,2,31201516,F,Fruits,2
2776,312015160248,Panel B,2,31201516,G,Milk/Milk Products,0
2776,312015160248,Panel B,2,31201516,H,Fats/Oil,6
2776,312015160248,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,7
2776,312015160248,Panel B,2,31201516,J,Spices/Condiments,7
2770,312015160262,Panel B,2,31201516,A,"Cereals, Grains and Cereal Products",7
2770,312015160262,Panel B,2,31201516,B,"Root, Tubers and Plantains",1
2770,312015160262,Panel B,2,31201516,C,Nuts and Pulses,2
2770,312015160262,Panel B,2,31201516,D,Vegetables,6
2770,312015160262,Panel B,2,31201516,E,"Meat, Fish and Animal Products",1
2770,312015160262,Panel B,2,31201516,F,Fruits,1
2770,312015160262,Panel B,2,31201516,G,Milk/Milk Products,0
2770,312015160262,Panel B,2,31201516,H,Fats/Oil,3
2770,312015160262,Panel B,2,31201516,I,Sugar/Sugar Products/Honey,4
