HHID,case_id,qx_type,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
2451,306201960102,Panel A,2,30620196,NO,,,,,,,,,,,,,,,,,,,,,,
2455,306201960111,Panel A,2,30620196,NO,,,,,,,,,,,,,,,,,,,,,,
2443,306201960120,Panel A,2,30620196,NO,,,,,,,,,,,,,,,,,,,,,,
2459,306201960241,Panel A,2,30620196,NO,,,,,,,,,,,,,,,,,,,,,,
2463,306201960252,Panel A,2,30620196,NO,,,,,,,,,,,,,,,,,,,,,,
2491,307033810037,Panel A,2,30703381,NO,,,,,,,,,,,,,,,,,,,,,,
2483,307033810039,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,2,2006,0,December,2009,February,2010,NO,,,,,55,PIECE,
2479,307033810045,Panel A,2,30703381,YES,R1,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,1,50 KG BAG,
2485,307033810051,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,1,2007,0,December,2009,January,2010,NO,,,,,1,PAIL (SMALL),
2485,307033810051,Panel A,2,30703381,YES,T2,AVOCADO,,SCATTERED,,,,2,2008,0,February,2010,March,2010,YES,Diseases,,,,30,PIECE,
2481,307033810053,Panel A,2,30703381,YES,T1,BANANA,,SCATTERED,,,,20,2005,8,April,2010,August,2010,NO,,,,,12,BASKET (DENGU),
2481,307033810053,Panel A,2,30703381,YES,R1,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,3,50 KG BAG,
2469,307033810076,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,12,1992,0,October,2009,January,2010,NO,,,,,8,BASKET (DENGU),
2469,307033810076,Panel A,2,30703381,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,2,2000,0,May,2010,August,2010,NO,,,,,22,PIECE,
2469,307033810076,Panel A,2,30703381,YES,T2,AVOCADO,,SCATTERED,,,,6,1998,0,March,2010,May,2010,YES,Insects,,,,6,BASKET (DENGU),
2467,307033810080,Panel A,2,30703381,YES,T2,AVOCADO,,SCATTERED,,,,3,1996,3,March,2010,May,2010,NO,,,,,3,BASKET (DENGU),
2467,307033810080,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,6,2000,0,August,2009,December,2009,NO,,,,,2,BASKET (DENGU),
2473,307033810081,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,12,1992,0,October,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2473,307033810081,Panel A,2,30703381,YES,T2,AVOCADO,,SCATTERED,,,,4,2000,2,March,2010,May,2010,NO,,,,,3,BASKET (DENGU),
2473,307033810081,Panel A,2,30703381,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,August,2010,NO,,,,,6,BASKET (DENGU),
2489,307033810100,Panel A,2,30703381,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,August,2010,NO,,,,,50,KILOGRAM,
2489,307033810100,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,4,1999,0,October,2009,January,2010,NO,,,,,2,BASKET (DENGU),
2495,307033810101,Panel A,2,30703381,NO,,,,,,,,,,,,,,,,,,,,,,
2493,307033810107,Panel A,2,30703381,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,August,2010,NO,,,,,1.5,50 KG BAG,
2471,307033810124,Panel A,2,30703381,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,August,2010,NO,,,,,2,50 KG BAG,
2471,307033810124,Panel A,2,30703381,YES,T1,MANGO,,SCATTERED,,,,3,2000,1,October,2009,January,2010,NO,,,,,2,BASKET (DENGU),
2487,307033810131,Panel A,2,30703381,YES,R1,BANANA,,SCATTERED,,,,40,,0,January,2009,March,2010,NO,,,,,450,BUNCH,
2487,307033810131,Panel A,2,30703381,YES,R2,AVOCADO,,SCATTERED,,,,1,,0,January,2010,March,2010,NO,,,,,210,PIECE,
2465,307033810134,Panel A,2,30703381,YES,R2,NAARTJE (TANGERINE),,SCATTERED,,,,43,,2,March,2010,July,2010,NO,,,,,25,BASKET (DENGU),
2477,307033810141,Panel A,2,30703381,YES,R1,BANANA,,SCATTERED,,,,200,,0,January,2009,March,2010,NO,,,,,250,PIECE,
2392,307043130008,Panel B,2,30704313,YES,R3,MANGO,,SCATTERED,,,,8,1990,0,December,2009,April,2010,NO,,,,,20,BASKET (DENGU),
2392,307043130008,Panel B,2,30704313,YES,R1,BANANA,,SCATTERED,,,,110,1990,0,December,2009,April,2010,NO,,,,,300,BUNCH,
2398,307043130021,Panel B,2,30704313,YES,R1,CASSAVA,,SCATTERED,,,,,,,April,2010,September,2010,NO,,,,,5,50 KG BAG,
2404,307043130034,Panel B,2,30704313,YES,R2,CASSAVA,,SCATTERED,,,,,,,July,2010,September,2010,NO,,,,,4,50 KG BAG,
2404,307043130034,Panel B,2,30704313,YES,R3,CASSAVA,,SCATTERED,,,,,,,July,2010,September,2010,NO,,,,,4,50 KG BAG,
2404,307043130034,Panel B,2,30704313,YES,R5,[CUSTADE APPLE] POZA,,SCATTERED,,,,3,2000,0,September,2009,November,2009,NO,,,,,4,BASKET (DENGU),
2404,307043130034,Panel B,2,30704313,YES,R1,CASSAVA,,SCATTERED,,,,,,,July,2010,September,2010,NO,,,,,3,50 KG BAG,
2402,307043130048,Panel B,2,30704313,NO,,,,,,,,,,,,,,,,,,,,,,
2406,307043130061,Panel B,2,30704313,YES,T1,MANGO,,SCATTERED,,,,14,1996,0,October,2009,January,2010,YES,Insects,,,,2,BASKET (DENGU),
2406,307043130061,Panel B,2,30704313,YES,R1,BANANA,,SCATTERED,,,,999,2002,14,December,2009,September,2010,YES,Drought,,,,15,BASKET (DENGU),
2394,307043130074,Panel B,2,30704313,YES,T2,AVOCADO,,SCATTERED,,,,4,1994,9,March,2010,May,2010,NO,,,,,5,BASKET (DENGU),
2394,307043130074,Panel B,2,30704313,YES,T1,MANGO,,SCATTERED,,,,8,2001,3,October,2009,January,2010,NO,,,,,3,BASKET (DENGU),
2384,307043130087,Panel B,2,30704313,YES,T1,MANGO,,SCATTERED,,,,5,1993,0,November,2009,January,2010,NO,,,,,2,BASKET (DENGU),
2382,307043130100,Panel B,2,30704313,YES,T1,MANGO,,SCATTERED,,,,6,1992,5,October,2009,January,2010,NO,,,,,2,BASKET (DENGU),
2382,307043130100,Panel B,2,30704313,YES,R1,BANANA,,SCATTERED,,,,999,2000,20,July,2009,September,2010,NO,,,,,5,BASKET (DENGU),
2382,307043130100,Panel B,2,30704313,YES,R2,CASSAVA,,SCATTERED,,,,,,,March,2010,September,2010,NO,,,,,3,BASKET (DENGU),
2408,307043130153,Panel B,2,30704313,NO,,,,,,,,,,,,,,,,,,,,,,
2378,307043130166,Panel B,2,30704313,YES,T1,MANGO,,SCATTERED,,,,2,2002,0,December,2009,January,2010,NO,,,,,40,PIECE,
2378,307043130166,Panel B,2,30704313,YES,T1,BANANA,,SCATTERED,,,,10,1996,0,August,2010,August,2010,NO,,,,,1,BASKET (DENGU),
2378,307043130166,Panel B,2,30704313,YES,T3,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,2001,0,November,2009,December,2009,YES,Diseases,,,,98,PIECE,
2378,307043130166,Panel B,2,30704313,YES,R2,AVOCADO,,SCATTERED,,,,1,2004,0,November,2009,December,2010,NO,,,,,36,PIECE,
2390,307043130192,Panel B,2,30704313,NO,,,,,,,,,,,,,,,,,,,,,,
2388,307043130205,Panel B,2,30704313,YES,T1,BANANA,,SCATTERED,,,,2,2005,0,March,2010,April,2010,NO,,,,,140,PIECE,
2388,307043130205,Panel B,2,30704313,YES,T2,MANGO,,SCATTERED,,,,1,2007,0,January,2010,February,2010,NO,,,,,190,PIECE,
2396,307043130232,Panel B,2,30704313,YES,T1,MANGO,,SCATTERED,,,,1,2004,0,November,2009,January,2010,NO,,,,,95,PIECE,
2386,307043130245,Panel B,2,30704313,YES,R3,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,6,50 KG BAG,
2386,307043130245,Panel B,2,30704313,YES,R5,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,1.5,50 KG BAG,
2386,307043130245,Panel B,2,30704313,YES,R1,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,2,50 KG BAG,
2386,307043130245,Panel B,2,30704313,YES,R4,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,2,50 KG BAG,
2386,307043130245,Panel B,2,30704313,YES,R2,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,.5,50 KG BAG,
2380,307043130258,Panel B,2,30704313,YES,R1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,4,50 KG BAG,
2400,307043130271,Panel B,2,30704313,NO,,,,,,,,,,,,,,,,,,,,,,
2521,307053910088,Panel A,2,30705391,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,September,2010,NO,,,,,3,50 KG BAG,
2525,307053910119,Panel A,2,30705391,NO,,,,,,,,,,,,,,,,,,,,,,
2503,307053910324,Panel A,2,30705391,NO,,,,,,,,,,,,,,,,,,,,,,
2438,307066190007,Panel B,2,30706619,YES,T3,AVOCADO,,SCATTERED,,,,3,2004,0,February,2010,April,2010,NO,,,,,1,PAIL (SMALL),
2438,307066190007,Panel B,2,30706619,YES,T2,MEXICAN APPLE [MASUKU],,SCATTERED,,,,2,2005,0,October,2009,December,2009,NO,,,,,2,PAIL (SMALL),
2438,307066190007,Panel B,2,30706619,YES,T1,MANGO,,SCATTERED,,,,1,2007,1,November,2009,January,2010,NO,,,,,1,PAIL (SMALL),
2420,307066190016,Panel B,2,30706619,NO,,,,,,,,,,,,,,,,,,,,,,
2430,307066190033,Panel B,2,30706619,YES,R1,CASSAVA,,SCATTERED,,,,,,,May,2009,October,2009,NO,,,,,5,50 KG BAG,
2436,307066190042,Panel B,2,30706619,YES,T1,MANGO,,SCATTERED,,,,3,2000,0,November,2009,January,2010,NO,,,,,1,PAIL (LARGE),
2424,307066190051,Panel B,2,30706619,NO,,,,,,,,,,,,,,,,,,,,,,
2418,307066190059,Panel B,2,30706619,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,7,2007,7,July,2010,September,2010,NO,,,,,3,BASKET (DENGU),
2422,307066190068,Panel B,2,30706619,YES,T1,MANGO,,SCATTERED,,,,16,2006,0,December,2009,March,2010,NO,,,,,8,PAIL (SMALL),
2422,307066190068,Panel B,2,30706619,YES,T2,MEXICAN APPLE [MASUKU],,SCATTERED,,,,4,2001,0,November,2009,December,2009,NO,,,,,2,PAIL (SMALL),
2434,307066190077,Panel B,2,30706619,NO,,,,,,,,,,,,,,,,,,,,,,
2412,307066190085,Panel B,2,30706619,NO,,,,,,,,,,,,,,,,,,,,,,
2440,307066190094,Panel B,2,30706619,YES,R1,CASSAVA,,SCATTERED,,,,,,,May,2009,October,2009,NO,,,,,5,NO. 12 PLATE,
2440,307066190094,Panel B,2,30706619,YES,R1,BANANA,,SCATTERED,,,,150,2000,0,January,2009,October,2009,NO,,,,,200,BUNCH,
2432,307066190111,Panel B,2,30706619,YES,R3,[CUSTADE APPLE] POZA,,SCATTERED,,,,5,2001,0,July,2009,November,2009,NO,,,,,5,BASKET (DENGU),
2432,307066190111,Panel B,2,30706619,YES,R2,CASSAVA,,SCATTERED,,,,,,,June,2009,October,2009,NO,,,,,8,50 KG BAG,
2432,307066190111,Panel B,2,30706619,YES,R1,CASSAVA,,SCATTERED,,,,,,,June,2009,October,2009,NO,,,,,7,50 KG BAG,
2428,307066190129,Panel B,2,30706619,YES,T1,MANGO,,SCATTERED,,,,5,1997,2,September,2009,January,2010,YES,Insects,,,,3,BASKET (DENGU),
2414,307066190146,Panel B,2,30706619,YES,T1,AVOCADO,,SCATTERED,,,,4,2000,3,March,2010,May,2010,NO,,,,,2,BASKET (DENGU),
2416,307066190163,Panel B,2,30706619,YES,T1,MANGO,,SCATTERED,,,,4,1995,0,October,2009,January,2010,NO,,,,,3,BASKET (DENGU),
2410,307066190172,Panel B,2,30706619,YES,T1,MANGO,,SCATTERED,,,,4,1996,0,September,2009,December,2009,NO,,,,,2,BASKET (DENGU),
2426,307066190181,Panel B,2,30706619,YES,T1,AVOCADO,,SCATTERED,,,,5,1998,0,April,2010,June,2010,NO,,,,,3,BASKET (DENGU),
2444,307086650012,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2462,307086650014,Panel B,2,30708665,YES,T1,AVOCADO,,SCATTERED,,,,2,1992,0,March,2010,May,2010,YES,Diseases,,,,1,PAIL (SMALL),
2446,307086650028,Panel B,2,30708665,YES,T1,MANGO,,SCATTERED,,,,2,1992,0,October,2009,February,2010,YES,Diseases,,,,2,PAIL (LARGE),
2456,307086650051,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2450,307086650078,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2458,307086650091,Panel B,2,30708665,YES,T1,BANANA,,SCATTERED,,,,21,1995,0,June,2010,July,2010,NO,,,,,5,BUNCH,
2442,307086650104,Panel B,2,30708665,YES,T1,MANGO,,SCATTERED,,,,4,1992,0,November,2009,February,2010,YES,Diseases,,Crop theft,,1,BASKET (DENGU),
2470,307086650127,Panel B,2,30708665,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,7,2001,0,April,2010,July,2010,NO,,,,,10,PIECE,
2470,307086650127,Panel B,2,30708665,YES,R1,BANANA,,SCATTERED,,,,12,1998,0,March,2010,June,2010,NO,,,,,20,BUNCH,
2464,307086650146,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2454,307086650188,Panel B,2,30708665,YES,R1,CASSAVA,,SCATTERED,,,,,,,June,2010,July,2010,NO,,,,,.5,BASKET (DENGU),
2448,307086650208,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2468,307086650234,Panel B,2,30708665,YES,T1,MANGO,,SCATTERED,,,,3,2006,1,November,2009,January,2010,YES,Crop theft,,Diseases,,2,BASKET (DENGU),
2466,307086650260,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2460,307086650302,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2452,307086650313,Panel B,2,30708665,NO,,,,,,,,,,,,,,,,,,,,,,
2529,307094380002,Panel A,2,30709438,YES,T2,CASSAVA,,SCATTERED,,,,,,,June,2010,August,2010,NO,,,,,1,50 KG BAG,
2535,307094380012,Panel A,2,30709438,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,3,2006,0,November,2009,February,2010,,,,,,30,PIECE,
2535,307094380012,Panel A,2,30709438,YES,T1,AVOCADO,,SCATTERED,,,,4,2005,0,December,2009,January,2010,,,,,,27,PIECE,
2555,307094380021,Panel A,2,30709438,YES,T1,MANGO,,SCATTERED,,,,4,1999,0,October,2009,January,2010,NO,,,,,3,PAIL (LARGE),
2545,307094380066,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2533,307094380073,Panel A,2,30709438,YES,R1,BANANA,,SCATTERED,,,,19,2003,5,April,2010,August,2010,NO,,,,,4,BASKET (DENGU),
2537,307094380118,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2541,307094380119,Panel A,2,30709438,YES,T1,AVOCADO,,SCATTERED,,,,6,1993,0,March,2010,May,2010,YES,Insects,,,,3,BASKET (DENGU),
2539,307094380126,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2557,307094380169,Panel A,2,30709438,YES,T2,AVOCADO,,SCATTERED,,,,2,1994,4,March,2010,May,2010,NO,,,,,2,BASKET (DENGU),
2557,307094380169,Panel A,2,30709438,YES,T1,MANGO,,SCATTERED,,,,9,2000,0,October,2009,January,2010,YES,Insects,,,,3,BASKET (DENGU),
2559,307094380190,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2547,307094380207,Panel A,2,30709438,YES,R1,AVOCADO,,SCATTERED,,,,4,2000,0,March,2010,May,2010,NO,,,,,3,BASKET (DENGU),
2543,307094380214,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2531,307094380222,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2553,307094380230,Panel A,2,30709438,NO,,,,,,,,,,,,,,,,,,,,,,
2549,307094380240,Panel A,2,30709438,YES,T2,MANGO,,SCATTERED,,,,1,2005,0,December,2009,January,2010,NO,,,,,1,PAIL (SMALL),
2549,307094380240,Panel A,2,30709438,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,2006,0,August,2009,October,2009,NO,,,,,62,PIECE,
2472,307100790004,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2498,307100790010,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2480,307100790015,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2496,307100790020,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2474,307100790046,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2492,307100790067,Panel B,2,30710079,YES,T1,MANGO,,SCATTERED,,,,5,1999,2,October,2009,February,2010,YES,Insects,,,,3,BASKET (DENGU),
2486,307100790087,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2476,307100790093,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2488,307100790103,Panel B,2,30710079,NO,,,,,,,,,,,,,,,,,,,,,,
2589,307116840016,Panel A,2,30711684,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2009,2,April,2010,April,2010,NO,,,,,6,PIECE,
2583,307116840056,Panel A,2,30711684,NO,,,,,,,,,,,,,,,,,,,,,,
2581,307116840099,Panel A,2,30711684,NO,,,,,,,,,,,,,,,,,,,,,,
2585,307116840112,Panel A,2,30711684,YES,T1,MANGO,,SCATTERED,,,,7,1999,0,October,2009,February,2010,NO,,,,,3,BASKET (DENGU),
2585,307116840112,Panel A,2,30711684,YES,R2,CASSAVA,,SCATTERED,,,,,,,March,2010,July,2010,NO,,,,,2,50 KG BAG,
2585,307116840112,Panel A,2,30711684,YES,R1,PAWPAW/PAPAYA,,SCATTERED,,,,3,2004,0,May,2010,July,2010,NO,,,,,20,PIECE,
2577,307116840146,Panel A,2,30711684,NO,,,,,,,,,,,,,,,,,,,,,,
2575,307116840151,Panel A,2,30711684,YES,T1,MANGO,,SCATTERED,,,,2,2003,0,December,2009,April,2010,NO,,,,,1,BASKET (DENGU),
2571,307116840173,Panel A,2,30711684,YES,R1,MANGO,,SCATTERED,,,,7,2000,0,October,2009,February,2010,NO,,,,,4,BASKET (DENGU),
2571,307116840173,Panel A,2,30711684,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,July,2010,NO,,,,,2,50 KG BAG,
2573,307116840184,Panel A,2,30711684,YES,R1,CASSAVA,,SCATTERED,,,,,,,June,2010,July,2010,NO,,,,,30,PIECE,
2569,307116840228,Panel A,2,30711684,YES,T1,BANANA,,PLANTATION,.15000001,ACRE,,60,2009,0,July,2010,July,2010,NO,,,,,2,BASKET (DENGU),
2567,307116840251,Panel A,2,30711684,NO,,,,,,,,,,,,,,,,,,,,,,
2561,307116840266,Panel A,2,30711684,NO,,,,,,,,,,,,,,,,,,,,,,
2587,307116840272,Panel A,2,30711684,YES,R1,BANANA,,SCATTERED,,,,12,2005,3,March,2010,July,2010,NO,,,,,5,BASKET (DENGU),
2565,307116840280,Panel A,2,30711684,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,July,2010,NO,,,,,2,50 KG BAG,
2565,307116840280,Panel A,2,30711684,YES,T1,MANGO,,SCATTERED,,,,8,2000,0,October,2009,March,2010,NO,,,,,2,BASKET (DENGU),
2591,307116840282,Panel A,2,30711684,YES,R1,CASSAVA,,SCATTERED,,,,,,,March,2010,July,2010,NO,,,,,2,BASKET (DENGU),
2591,307116840282,Panel A,2,30711684,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,12,2000,0,April,2010,July,2010,NO,,,,,15,PIECE,
2591,307116840282,Panel A,2,30711684,YES,T1,MANGO,,SCATTERED,,,,8,1992,0,October,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2579,307116840287,Panel A,2,30711684,YES,T1,BANANA,,SCATTERED,,,,14,2006,5,March,2010,July,2010,NO,,,,,7,BASKET (DENGU),
2563,307116840296,Panel A,2,30711684,NO,,,,,,,,,,,,,,,,,,,,,,
2599,308016720009,Panel A,2,30801672,YES,T2,MANGO,,SCATTERED,,,,4,1987,0,November,2009,January,2010,NO,,,,,6,BASKET (DENGU),
2599,308016720009,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2010,September,2010,NO,,,,,2,50 KG BAG,
2599,308016720009,Panel A,2,30801672,YES,T3,PAWPAW/PAPAYA,,SCATTERED,,,,3,1990,0,June,2010,November,2010,NO,,,,,4,BASKET (DENGU),
2599,308016720009,Panel A,2,30801672,YES,T4,ORANGE,,SCATTERED,,,,5,1981,0,March,2010,May,2010,NO,,,,,8,BASKET (DENGU),
2613,308016720019,Panel A,2,30801672,YES,T2,MANGO,,SCATTERED,,,,7,1987,0,November,2009,January,2010,NO,,,,,12,BASKET (DENGU),
2613,308016720019,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2010,September,2010,NO,,,,,6,50 KG BAG,
2613,308016720019,Panel A,2,30801672,YES,T3,AVOCADO,,SCATTERED,,,,1,1987,0,December,2009,February,2010,NO,,,,,4,BASKET (DENGU),
2601,308016720022,Panel A,2,30801672,YES,T3,ORANGE,,SCATTERED,,,,7,1979,0,April,2010,June,2010,NO,,,,,15,BASKET (DENGU),
2601,308016720022,Panel A,2,30801672,YES,T2,MANGO,,SCATTERED,,,,3,1979,0,November,2009,January,2010,NO,,,,,5,BASKET (DENGU),
2601,308016720022,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2010,September,2010,NO,,,,,1,50 KG BAG,
2621,308016720032,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,NO,,,,,1,50 KG BAG,
2597,308016720042,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,NO,,,,,5,50 KG BAG,
2605,308016720056,Panel A,2,30801672,YES,T3,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,YES,Drought,,,,4,50 KG BAG,
2605,308016720056,Panel A,2,30801672,YES,T1,MANGO,,SCATTERED,,,,1,1985,0,November,2009,January,2010,YES,Other (Specify),EFFECTS OF WIND,,,1,BASKET (DENGU),
2605,308016720056,Panel A,2,30801672,YES,T2,AVOCADO,,SCATTERED,,,,1,1985,0,January,2010,April,2010,YES,Other (Specify),EFFECTS OF WIND,,,.5,BASKET (DENGU),
2593,308016720060,Panel A,2,30801672,YES,T3,ORANGE,,SCATTERED,,,,3,1974,0,March,2010,May,2010,NO,,,,,8,BASKET (DENGU),
2593,308016720060,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,September,2010,September,2010,NO,,,,,3,50 KG BAG,
2593,308016720060,Panel A,2,30801672,YES,T2,MANGO,,SCATTERED,,,,3,1974,0,November,2009,January,2010,NO,,,,,5,BASKET (DENGU),
2623,308016720066,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,NO,,,,,8,50 KG BAG,
2609,308016720074,Panel A,2,30801672,NO,,,,,,,,,,,,,,,,,,,,,,
2611,308016720123,Panel A,2,30801672,YES,T2,MANGO,,SCATTERED,,,,9,1976,0,December,2009,January,2010,NO,,,,,1,BASKET (DENGU),
2611,308016720123,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,NO,,,,,3,50 KG BAG,
2615,308016720128,Panel A,2,30801672,YES,T2,MANGO,,SCATTERED,,,,10,1970,0,December,2009,January,2010,NO,,,,,4,BASKET (DENGU),
2615,308016720128,Panel A,2,30801672,YES,T3,AVOCADO,,SCATTERED,,,,1,1985,0,February,2010,April,2010,NO,,,,,1,PAIL (SMALL),
2615,308016720128,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,NO,,,,,10,50 KG BAG,
2619,308016720130,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,YES,Drought,,,,2,50 KG BAG,
2595,308016720142,Panel A,2,30801672,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,September,2010,NO,,,,,2,50 KG BAG,
2603,308016720201,Panel A,2,30801672,YES,R3,CASSAVA,,SCATTERED,,,,,,,September,2009,September,2009,NO,,,,,4,50 KG BAG,
2603,308016720201,Panel A,2,30801672,YES,R1,CASSAVA,,SCATTERED,,,,,,,September,2009,September,2009,NO,,,,,3,50 KG BAG,
2603,308016720201,Panel A,2,30801672,YES,R2,CASSAVA,,SCATTERED,,,,,,,September,2009,September,2009,NO,,,,,6,50 KG BAG,
2607,308016720203,Panel A,2,30801672,NO,,,,,,,,,,,,,,,,,,,,,,
2617,308016720219,Panel A,2,30801672,YES,R1,CASSAVA,,SCATTERED,,,,,,,August,2009,September,2009,NO,,,,,150,KILOGRAM,
2516,308016790005,Panel B,2,30801679,YES,T2,BANANA,,SCATTERED,,,,2,2007,0,July,2010,July,2010,NO,,,,,1,BASKET (DENGU),
2516,308016790005,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,8,50 KG BAG,
2512,308016790014,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,NO,,,,,3,50 KG BAG,
2512,308016790014,Panel B,2,30801679,YES,T3,MANGO,,SCATTERED,,,,6,1978,0,November,2009,January,2010,NO,,,,,1,BASKET (DENGU),
2512,308016790014,Panel B,2,30801679,YES,T2,BANANA,,SCATTERED,,,,5,1978,0,August,2009,April,2010,NO,,,,,1,BASKET (DENGU),
2530,308016790023,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,YES,Drought,,,,5,50 KG BAG,
2530,308016790023,Panel B,2,30801679,YES,T2,MANGO,,SCATTERED,,,,7,1978,0,November,2009,January,2010,NO,,,,,2,BASKET (DENGU),
2518,308016790038,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,6,50 KG BAG,
2504,308016790041,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,July,2010,August,2010,YES,Crop theft,,,,4,50 KG BAG,
2502,308016790050,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,2,50 KG BAG,
2528,308016790078,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,4,50 KG BAG,
2506,308016790087,Panel B,2,30801679,YES,T1,CASSAVA,,SCATTERED,,,,,,,August,2010,August,2010,NO,,,,,10,50 KG BAG,
2524,308016790096,Panel B,2,30801679,YES,T4,BANANA,,SCATTERED,,,,4,2010,4,December,2009,August,2010,NO,,,,,0,,
2524,308016790096,Panel B,2,30801679,YES,T3,AVOCADO,,SCATTERED,,,,1,1990,0,April,2010,June,2010,NO,,,,,3,BASKET (DENGU),
