occ,y2_hhid,qx_type,interview_status,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08,hh_n0b
1,2590-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2591-003,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2592-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2593-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2594-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2594-002,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2595-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2596-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2597-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2598-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2599-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2600-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2601-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2602-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2603-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2604-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,YES,NO,NO,NO,NO,YES
1,2604-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,YES,NO,YES
1,2605-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2606-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2607-002,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2608-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2609-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2610-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2611-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2612-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2613-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2614-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2615-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2616-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2616-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2617-001,PANEL A,Panel A - 2 Visits,YES,NO,YES,NO,NO,NO,NO,NO,YES
1,2618-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2619-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2620-001,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2620-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2621-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2622-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2623-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,YES,NO,NO,NO,NO,YES
1,2624-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2625-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,YES,YES
1,2626-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2626-006,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2627-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2628-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2629-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2630-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2631-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2631-002,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2631-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2632-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2633-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2634-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2635-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2635-003,PANEL A,Panel A - 2 Visits,YES,YES,NO,NO,NO,NO,NO,NO,YES
1,2636-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2637-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2638-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2639-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2640-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2641-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,YES,YES
1,2641-003,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2642-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2643-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,YES,YES
1,2644-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2645-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2646-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2647-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2648-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2649-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2650-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2651-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2652-001,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2652-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2653-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2654-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2655-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2655-002,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2656-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2657-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2658-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2659-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2661-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2662-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2662-002,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2663-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2664-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2665-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2666-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2666-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2667-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2668-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2669-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2670-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2671-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2672-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2673-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2674-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2674-004,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2675-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2676-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2676-004,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2677-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2677-006,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2678-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2678-003,PANEL B,Panel B - Combined Visit,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2678-005,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2679-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2680-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2681-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2682-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2683-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2684-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2685-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2686-001,PANEL B,Panel B - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2686-005,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2688-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2689-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2690-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2691-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2692-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2692-005,PANEL B,Panel B - Combined Visit,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2693-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2693-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2694-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2695-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2696-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2697-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2697-007,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2698-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2699-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2700-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2701-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2701-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2701-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2702-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2703-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2704-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2705-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2706-001,PANEL B,Panel B - 2 Visits,NO,YES,NO,NO,NO,NO,NO,YES,YES
1,2707-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2708-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2708-004,PANEL B,Panel B - 2 Visits,YES,NO,YES,NO,NO,NO,NO,NO,YES
1,2709-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2710-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2711-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2712-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2713-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2713-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2714-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2715-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2715-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2716-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2716-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2717-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2718-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2719-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2719-004,PANEL A,Panel A - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2720-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2721-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2722-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2722-005,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2723-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2724-001,PANEL B,Panel B - 2 Visits,NO,NO,YES,NO,NO,NO,NO,NO,YES
1,2725-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2726-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2727-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2728-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2728-004,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2729-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,YES,NO,YES
1,2730-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2731-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2732-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,YES,NO,YES
1,2733-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2735-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2735-004,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2736-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2737-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2738-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2738-005,PANEL B,Panel B - Combined Visit,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2738-401,PANEL B,Panel B - Combined Visit,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2739-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2740-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2740-003,PANEL B,Panel B - 2 Visits,YES,NO,YES,NO,NO,NO,NO,NO,YES
1,2741-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2742-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2743-001,PANEL A,Panel A - 2 Visits,YES,YES,NO,NO,NO,NO,NO,NO,YES
1,2744-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2745-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2745-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2746-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2747-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2748-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2749-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2750-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2751-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2752-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2753-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,YES,YES
1,2754-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2754-004,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2755-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2755-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2755-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2756-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,YES,NO,NO,YES
1,2757-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2758-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2758-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2759-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2759-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2760-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2761-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2763-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2764-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2765-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2766-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2767-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2768-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2769-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2770-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2770-003,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2771-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2772-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2773-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2774-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2775-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2775-002,PANEL A,Panel A - Combined Visit,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2776-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2776-008,PANEL B,Panel B - Combined Visit,YES,NO,NO,YES,NO,NO,NO,YES,YES
1,2777-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2778-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2778-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2780-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2781-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2782-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2783-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2784-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2784-401,PANEL B,Panel B - Combined Visit,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2785-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2786-001,PANEL B,Panel B - 2 Visits,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2787-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2788-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2788-003,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2788-005,PANEL B,Panel B - Combined Visit,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2789-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,YES,YES
1,2790-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2791-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2791-003,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,YES,YES
1,2792-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2793-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2794-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,YES,NO,NO,YES
1,2796-001,PANEL B,Panel B - Combined Visit,NO,YES,NO,NO,NO,NO,NO,NO,YES
1,2796-006,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2797-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,YES,YES
1,2798-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2799-001,PANEL A,Panel A - 2 Visits,NO,NO,YES,YES,NO,NO,NO,NO,YES
1,2800-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2801-001,PANEL A,Panel A - 2 Visits,NO,YES,NO,YES,NO,NO,NO,YES,YES
1,2802-002,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2803-001,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2804-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2805-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2805-002,PANEL A,Panel A - 2 Visits,NO,NO,NO,YES,NO,NO,NO,NO,YES
1,2806-001,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,YES,YES
1,2806-006,PANEL B,Panel B - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2807-001,PANEL A,Panel A - 2 Visits,NO,NO,NO,NO,NO,NO,NO,NO,NO
1,2807-002,PANEL A,Panel A - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2808-001,PANEL B,Panel B - 2 Visits,YES,NO,NO,NO,NO,NO,NO,NO,YES
1,2809-001,PANEL A,Panel A - 2 Visits,NO,YES,YES,NO,NO,NO,NO,NO,YES
