occ,y2_hhid,qx_type,interview_status,ag_m0a,ag_m00,ag_m0b,ag_m0c,ag_m0d,ag_m01,ag_m02,ag_m03,ag_m04a,ag_m04b,ag_m05a,ag_m05b,ag_m07,ag_m08a,ag_m08b,ag_m08c,ag_m09,ag_m10a,ag_m10b,ag_m11a,ag_m11b,ag_m11c,ag_m12a,ag_m12b,ag_m13a,ag_m13b
1,2532-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2533-001,PANEL A,Panel A - 2 Visits,YES,D01,L/MAIZE,MAIZE LOCAL,2,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,2533-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,2,PURE STAND,,,2,OTHER (SPECIFY),JULY,2013,NO,5,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
3,2533-001,PANEL A,Panel A - 2 Visits,YES,D01,MPIRU,OTHER (SPECIFY),2,PURE STAND,,,10,GRAM,JULY,2013,NO,4,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2534-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2535-002,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID,2,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,2536-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2537-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,25,GRAM,AUGUST,2013,NO,10,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2537-001,PANEL A,Panel A - 2 Visits,YES,D01,GREEN PEPPER,OTHER (SPECIFY),1,MIXED STAND,YES,,10,GRAM,MAY,2013,NO,7,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2538-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2539-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2540-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2541-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2542-001,PANEL B,Panel B - Combined Visit,YES,D01,NSAWAWA,OTHER (SPECIFY),2,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,5,KILOGRAM,SHELLED,,,,,,,,,,
1,2542-004,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID,1,PURE STAND,,,1,GRAM,AUGUST,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
1,2543-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATOE,TOMATO,2,PURE STAND,,,10,GRAM,AUGUST,2013,NO,50,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2544-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2545-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,2,PURE STAND,,,10,GRAM,MAY,2013,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,2545-001,PANEL A,Panel A - 2 Visits,YES,D01,MPIRU,OTHER (SPECIFY),2,PURE STAND,,,10,GRAM,MAY,2013,NO,4,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2545-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2546-001,PANEL B,Panel B - 2 Visits,YES,D01,PEA,PEA,1,PURE STAND,,,2,GRAM,JUNE,2013,NO,35,KILOGRAM,SHELLED,,,,,,,,,,
2,2546-001,PANEL B,Panel B - 2 Visits,YES,D02,PEA,PEA,1,MIXED STAND,YES,,2,GRAM,JUNE,2013,NO,5,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
3,2546-001,PANEL B,Panel B - 2 Visits,YES,D02,POTATOES,TOMATO,1,MIXED STAND,YES,,2,50 KG BAG,JUNE,2013,NO,0,KILOGRAM,,NO,,,0,,,,,,
1,2547-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,PURE STAND,,,25,GRAM,JULY,2013,NO,8,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2548-001,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,PURE STAND,,,1,KILOGRAM,MAY,2013,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,2548-001,PANEL B,Panel B - 2 Visits,YES,D01,NSAWAWA,PEA,1,PURE STAND,,,1,KILOGRAM,MAY,2013,NO,8,OTHER (SPECIFY),UNSHELLED,,,,,,,,,,
1,2549-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2549-002,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,20,GRAM,JULY,2013,NO,20,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,2549-002,PANEL A,Panel A - 2 Visits,YES,D01,MASTERD,OTHER (SPECIFY),1,MIXED STAND,YES,,20,GRAM,JULY,2013,NO,15,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2550-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2551-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2552-001,PANEL B,Panel B - 2 Visits,YES,D01,PEA,PEA,1,PURE STAND,,,1,KILOGRAM,JUNE,2013,NO,30,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2552-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2553-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2554-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2555-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,10,GRAM,JUNE,2013,NO,10,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2556-001,PANEL B,Panel B - 2 Visits,YES,D01,POTATO,SWEET POTATO,1,PURE STAND,,,1,50 KG BAG,APRIL,2013,YES,,,,NO,,,11,50 KG BAG,NOT APPLICABLE,AUGUST,AUGUST,1,2
1,2557-001,PANEL A,Panel A - 2 Visits,YES,D01,CABBAGE,CABBAGE,1,MIXED STAND,YES,,10,GRAM,MARCH,2013,YES,,,,NO,,,5,50 KG BAG,NOT APPLICABLE,MAY,MAY,1,2
2,2557-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,MAY,2013,NO,3,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2557-002,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,25,GRAM,JULY,2013,NO,8,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2558-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2559-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,10,GRAM,JUNE,2013,NO,4,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2560-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2561-001,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,2,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,2562-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2563-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2564-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2565-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2566-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2567-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2568-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2568-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2569-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,2570-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2571-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2572-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2573-001,PANEL A,Panel A - 2 Visits,YES,D01,MPIRU,OTHER (SPECIFY),1,PURE STAND,,,5,GRAM,JULY,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2574-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2575-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2576-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2577-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2578-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2579-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,25,GRAM,JUNE,2013,NO,25,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2581-001,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,5,5 KG BAG,MAY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,2582-001,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,YES,,5,GRAM,AUGUST,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2582-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,5,GRAM,AUGUST,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2583-001,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,5,KILOGRAM,JUNE,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
2,2583-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,2,KILOGRAM,JUNE,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
1,2584-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2585-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2586-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2587-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,2587-002,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,5,PURE STAND,,,500,GRAM,APRIL,2012,NO,16,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2588-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2589-001,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1.5,KILOGRAM,JULY,2013,NO,15,50 KG BAG,SHELLED,,,,,,,,,,
2,2589-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,100,GRAM,JULY,2013,NO,0,,,,,,,,,,,,
3,2589-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,500,GRAM,JULY,2013,NO,1,PAIL (SMALL),SHELLED,,,,,,,,,,
1,2589-002,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE RECYCLED,MAIZE HYBRID RECYCLED,2,PURE STAND,,,1.5,KILOGRAM,JULY,2013,NO,25,50 KG BAG,SHELLED,,,,,,,,,,
1,2590-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2591-003,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,50,GRAM,MAY,2013,NO,15,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2591-003,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,NO,LESS THAN 1/4,20,GRAM,JUNE,2013,NO,40,BUNCH,NOT APPLICABLE,,,,,,,,,,
3,2591-003,PANEL A,Panel A - 2 Visits,YES,D01,SUGAR CANE,SUGAR CANE,1,MIXED STAND,YES,,20,OTHER (SPECIFY),NOVEMBER,2007,YES,,,,YES,OTHER (SPECIFY),,50,PIECE,NOT APPLICABLE,MARCH,APRIL,1,2
1,2592-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2593-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2594-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID,1,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
1,2594-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2595-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2596-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2597-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2598-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2599-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2600-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2601-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2602-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2603-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2604-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2604-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2605-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,3,KILOGRAM,MAY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,2606-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2607-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2608-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2609-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2610-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2611-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2612-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2613-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2614-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2615-001,PANEL A,Panel A - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,MIXED STAND,YES,,1,KILOGRAM,MAY,2013,YES,,,,YES,DROUGHT,,0,,,,,,
2,2615-001,PANEL A,Panel A - 2 Visits,YES,D01,PEA,PEA,1,MIXED STAND,YES,,500,GRAM,MAY,2013,YES,,,,YES,DROUGHT,,0,,,,,,
1,2616-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2616-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2618-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2619-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,YES,,10,GRAM,AUGUST,2013,NO,6,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
2,2619-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,25,GRAM,SEPTEMBER,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2620-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2620-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2621-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2622-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2623-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2624-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2625-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2626-001,PANEL B,Panel B - 2 Visits,YES,D01,H/MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,5,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,2626-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,10,GRAM,JUNE,2013,NO,30,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
3,2626-001,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,YES,,10,GRAM,JUNE,2013,NO,8,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2626-006,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,2627-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2628-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2629-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2630-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2631-001,PANEL A,Panel A - 2 Visits,YES,D01,CHINESE CABBAGE,OTHER (SPECIFY),1,PURE STAND,,,1,OTHER (SPECIFY),AUGUST,2013,NO,4,BUNCH,NOT APPLICABLE,,,,,,,,,,
1,2632-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2633-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2634-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2635-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2635-003,PANEL A,Panel A - 2 Visits,YES,D01,PEAS,PEA,2,PURE STAND,,,500,GRAM,JULY,2013,NO,2,50 KG BAG,UNSHELLED,,,,,,,,,,
1,2636-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2637-001,PANEL A,Panel A - 2 Visits,YES,D01,L.MAIZE,MAIZE LOCAL,1,MIXED STAND,YES,,1,2 KG BAG,JUNE,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
2,2637-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,NKHWANI,1,MIXED STAND,NO,1/4,500,GRAM,JULY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
3,2637-001,PANEL A,Panel A - 2 Visits,YES,D01,EGG PLANTS,OTHER (SPECIFY),1,MIXED STAND,NO,1/4,200,GRAM,JULY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
4,2637-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,1/4,100,GRAM,JULY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2638-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2639-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2640-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2641-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,PURE STAND,,,1,KILOGRAM,MAY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,2641-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2642-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2643-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,NO,3/4,20,GRAM,JULY,2013,NO,2,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,2643-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,NO,1/4,50,GRAM,JULY,2013,NO,1,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,2644-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2645-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2646-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2647-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2648-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2649-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
1,2650-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2651-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2652-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2652-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2653-001,PANEL A,Panel A - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,2,PURE STAND,,,2,50 KG BAG,APRIL,2,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2654-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2655-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2656-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2657-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2658-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2659-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,2,PURE STAND,,,5,GRAM,APRIL,2013,NO,20,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,2659-001,PANEL A,Panel A - 2 Visits,YES,D02,NKHWANI,NKHWANI,2,PURE STAND,,,200,GRAM,AUGUST,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2661-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2662-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2662-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2663-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2664-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2665-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2666-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2666-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2667-001,PANEL A,Panel A - 2 Visits,YES,D01,EGG PLANT,OTHER (SPECIFY),2,PURE STAND,,,10,GRAM,APRIL,2013,NO,12,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
2,2667-001,PANEL A,Panel A - 2 Visits,YES,D02,TOMATO,TOMATO,2,PURE STAND,,,10,GRAM,MAY,2013,YES,,,,NO,,,18,PAIL (LARGE),NOT APPLICABLE,JULY,AUGUST,1,
1,2668-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2669-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,YES,,25,GRAM,MAY,2013,YES,,,,NO,,,80,KILOGRAM,NOT APPLICABLE,JULY,AUGUST,1,
2,2669-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,YES,,15,GRAM,JULY,2013,NO,22,BUNCH,NOT APPLICABLE,,,,,,,,,,
3,2669-001,PANEL A,Panel A - 2 Visits,YES,D01,EGG PLANTS,OTHER (SPECIFY),1,MIXED STAND,YES,,10,GRAM,AUGUST,2013,NO,10,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,2670-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2671-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,2,PURE STAND,,,.5,GRAM,JULY,2013,NO,1,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,2672-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2673-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,2674-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2675-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2676-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2676-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2677-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
