occ,y2_hhid,qx_type,interview_status,ag_o01,ag_o00,ag_o02,ag_o03_2,ag_o04a,ag_o04b,ag_o04c,ag_o05e,ag_o06,ag_o07
1,2479-001,PANEL A,Panel A - 2 Visits,YES,T01,KUMUNSI,RG02,.25,ACRE,.30000001,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2480-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2481-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.2,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,2481-001,PANEL A,Panel A - 2 Visits,YES,T02,MPAIKA,RG01,1.75,ACRE,.97000003,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2482-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2482-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2483-001,PANEL A,Panel A - 2 Visits,YES,T01,KU MTUNDA,RG02,.5,ACRE,.30000001,,7,PARTLY CLOUDY/PARTLY SUNNY
1,2484-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2484-003,PANEL B,Panel B - 2 Visits,YES,T01,SUWAZI,TG01,.28,ACRE,1.0599999,,10,CLEAR/SUNNY
2,2484-003,PANEL B,Panel B - 2 Visits,YES,T02,PAKHOMO,TG02,.14,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2485-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2487-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.11,,10,PARTLY CLOUDY/PARTLY SUNNY
2,2487-001,PANEL A,Panel A - 2 Visits,YES,T02,NAMIGAZI,RG01,.5,ACRE,.63999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
3,2487-001,PANEL A,Panel A - 2 Visits,YES,T03,NAMIGAZI,RG02,.5,ACRE,1.17,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2489-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.15000001,SQUARE METERS,.029999999,,12,PARTLY CLOUDY/PARTLY SUNNY
2,2489-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,RG02,.5,ACRE,.80000001,,10,CLEAR/SUNNY
3,2489-001,PANEL A,Panel A - 2 Visits,YES,T03,AVOCADO,TG03,.25,SQUARE METERS,.029999999,,11,PARTLY CLOUDY/PARTLY SUNNY
4,2489-001,PANEL A,Panel A - 2 Visits,YES,T04,MASUKU,TG04,.02,SQUARE METERS,.02,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2490-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,0,ACRE,0,,9,CLEAR/SUNNY
1,2491-001,PANEL A,Panel A - 2 Visits,YES,T01,PAPAYA,TG01,.25,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,2491-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,.25,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
3,2491-001,PANEL A,Panel A - 2 Visits,YES,T03,MASUKU,TG01,.25,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
4,2491-001,PANEL A,Panel A - 2 Visits,YES,T04,AVOCADO,TG01,.25,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2492-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2496-001,PANEL B,Panel B - Combined Visit,YES,T01,MANGO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
2,2496-001,PANEL B,Panel B - Combined Visit,YES,T02,CASSAVA,TG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2497-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.60000002,,11,CLEAR/SUNNY
2,2497-003,PANEL A,Panel A - 2 Visits,YES,T02,AVOCADO,RG01,.5,ACRE,.60000002,,11,CLEAR/SUNNY
1,2498-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2499-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,2,ACRE,,OTHER (SPECIFY),,
1,2500-001,PANEL B,Panel B - Combined Visit,YES,T01,BANANA,TG01,.25,ACRE,.75,,10,CLEAR/SUNNY
2,2500-001,PANEL B,Panel B - Combined Visit,YES,T02,MANGO,TG02,.25,ACRE,.41999999,,10,CLEAR/SUNNY
3,2500-001,PANEL B,Panel B - Combined Visit,YES,T03,TEA,TG03,.25,ACRE,.41999999,,10,CLEAR/SUNNY
1,2501-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,0,ACRE,.029999999,,10,CLEAR/SUNNY
1,2502-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2503-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2504-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.2,,11,CLEAR/SUNNY
1,2505-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG02,.5,ACRE,.60000002,,10,CLEAR/SUNNY
2,2505-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG02,.5,ACRE,.60000002,,10,CLEAR/SUNNY
3,2505-001,PANEL A,Panel A - 2 Visits,YES,T03,CASSAVA,RG02,.5,ACRE,.60000002,,10,CLEAR/SUNNY
4,2505-001,PANEL A,Panel A - 2 Visits,YES,T04,PAWPAW,RG02,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2506-001,PANEL B,Panel B - 2 Visits,YES,T01,KUPHIRI,RG02,.5,ACRE,.40000001,,8,CLEAR/SUNNY
1,2508-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.5,,11,CLEAR/SUNNY
1,2509-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,.5,ACRE,.33000001,,10,PARTLY CLOUDY/PARTLY SUNNY
2,2509-001,PANEL A,Panel A - 2 Visits,YES,T02,MAGOMBE,RG02,.5,ACRE,.30000001,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2510-001,PANEL B,Panel B - 2 Visits,YES,T01,WA PAKHOMO,TG01,.1,ACRE,0,,8,CLEAR/SUNNY
1,2511-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2512-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.30000001,,11,CLEAR/SUNNY
1,2513-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.0099999998,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2514-001,PANEL B,Panel B - 2 Visits,YES,T01,KUNADANGWE,RG01,.69999999,ACRE,.30000001,,11,CLEAR/SUNNY
1,2515-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.2,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2516-001,PANEL B,Panel B - 2 Visits,YES,T01,ZIPATSO,TG01,.5,ACRE,.2,,11,CLEAR/SUNNY
1,2516-003,PANEL B,Panel B - 2 Visits,YES,T01,TANGERINES,RG01,2,ACRE,3.5,,9,CLEAR/SUNNY
1,2517-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2517-002,PANEL A,Panel A - Combined Visit,YES,T01,MANGO,TG01,,,,OTHER (SPECIFY),,
2,2517-002,PANEL A,Panel A - Combined Visit,YES,T02,CASSAVA,RG01,.25,ACRE,.2,,10,CLEAR/SUNNY
1,2518-001,PANEL B,Panel B - 2 Visits,YES,T01,ZIPATSO,TG01,.5,ACRE,.5,,12,CLEAR/SUNNY
1,2519-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2520-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.2,ACRE,.2,,10,CLEAR/SUNNY
1,2521-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,,TOO FAR,,
1,2521-002,PANEL A,Panel A - 2 Visits,YES,T01,PICHESI,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2522-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.2,ACRE,0,,6,CLEAR/SUNNY
1,2524-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.2,ACRE,.1,,9,CLEAR/SUNNY
1,2525-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.1,,9,CLEAR/SUNNY
1,2525-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2526-001,PANEL B,Panel B - 2 Visits,YES,T01,MUNDA WA CHIMANGA,RG02,.5,ACRE,.30000001,,12,CLEAR/SUNNY
1,2527-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG02,.5,ACRE,.40000001,,10,CLEAR/SUNNY
1,2528-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
1,2529-001,PANEL A,Panel A - 2 Visits,YES,T01,KUMALINDI,TG01,.5,ACRE,.69999999,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2529-003,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,2530-001,PANEL B,Panel B - 2 Visits,YES,T01,WA PA GROUND,RG01,1,ACRE,.2,,9,CLEAR/SUNNY
1,2531-001,PANEL A,Panel A - 2 Visits,YES,T01,HOUSE PLOT,RG01,.5,ACRE,.69999999,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2531-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2532-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.80000001,,12,CLEAR/SUNNY
1,2533-001,PANEL A,Panel A - 2 Visits,YES,T01,NANSADI,TG01,.25,ACRE,.30000001,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2533-001,PANEL A,Panel A - 2 Visits,YES,T02,CHIMVU,TG02,.25,ACRE,.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2534-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA PLANTATION,TG01,.1,ACRE,.1,,9,CLEAR/SUNNY
1,2535-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2536-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.1,,12,CLEAR/SUNNY
1,2537-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2538-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.1,,11,CLEAR/SUNNY
1,2539-001,PANEL A,Panel A - 2 Visits,YES,T01,KASUPE,TG01,2,ACRE,.5,,12,COMPLETELY CLOUDY
1,2540-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2541-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2542-001,PANEL B,Panel B - Combined Visit,YES,T01,MANGO,RG01,,,,,,
2,2542-001,PANEL B,Panel B - Combined Visit,YES,T02,PAPAYA,RG01,,,,,,
3,2542-001,PANEL B,Panel B - Combined Visit,YES,T03,PEACHES,RG01,,,,,,
4,2542-001,PANEL B,Panel B - Combined Visit,YES,T04,BANANA,RG01,,,,,,
1,2542-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2543-001,PANEL A,Panel A - 2 Visits,YES,T01,NEAR THE RIVER,TG01,.30000001,ACRE,.30000001,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2544-002,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.1,,9,CLEAR/SUNNY
1,2545-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.2,,11,COMPLETELY CLOUDY
1,2545-002,PANEL A,Panel A - 2 Visits,YES,T01,PEACH,TG01,.30000001,ACRE,.2,,1,CLEAR/SUNNY
1,2546-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,2547-001,PANEL A,Panel A - 2 Visits,YES,T01,KUTSIDYA,TG01,1,ACRE,.5,,1,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2548-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2549-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2549-002,PANEL A,Panel A - 2 Visits,YES,T01,DIMBA,TG01,.25,ACRE,.2,,9,COMPLETELY CLOUDY
1,2550-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.2,,11,CLEAR/SUNNY
1,2551-001,PANEL A,Panel A - 2 Visits,YES,T01,MISITI IWIRI,TG01,.30000001,ACRE,.1,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2552-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2552-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2553-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2554-003,PANEL B,Panel B - 2 Visits,YES,T01,KUCHULU,TG01,1.5,ACRE,.60000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2555-001,PANEL A,Panel A - 2 Visits,YES,T01,KUSERI,RG01,.5,ACRE,.5,,11,CLEAR/SUNNY
1,2556-001,PANEL B,Panel B - 2 Visits,YES,T01,MUNDA WA KUSIDYA,RG01,1,ACRE,.5,,11,CLEAR/SUNNY
1,2557-001,PANEL A,Panel A - 2 Visits,YES,T01,KUCHENGA,RG01,.5,ACRE,.2,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2557-002,PANEL A,Panel A - 2 Visits,YES,T01,WA PAKHOMO,RG01,.1,ACRE,1.1,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2558-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2559-001,PANEL A,Panel A - 2 Visits,YES,T01,WA PAKHOMO,RG01,.5,ACRE,.60000002,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2560-002,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,RG02,.30000001,ACRE,.5,,10,CLEAR/SUNNY
1,2561-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2562-002,PANEL B,Panel B - 2 Visits,YES,T01,WA KUCAMP,RG01,1,ACRE,.69999999,,11,CLEAR/SUNNY
1,2563-001,PANEL A,Panel A - 2 Visits,YES,T01,PAMANDA,RG01,2,ACRE,1.72,,12,CLEAR/SUNNY
1,2564-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,1,ACRE,.5,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2565-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.40000001,ACRE,1,,10,CLEAR/SUNNY
1,2566-001,PANEL B,Panel B - 2 Visits,YES,T01,MALIRE PAKHOMO,TG01,1,ACRE,1.3,,10,CLEAR/SUNNY
1,2567-002,PANEL A,Panel A - 2 Visits,YES,T01,TANGERINE,RG02,.5,ACRE,.5,,9,CLEAR/SUNNY
2,2567-002,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,RG02,.5,ACRE,.5,,9,CLEAR/SUNNY
3,2567-002,PANEL A,Panel A - 2 Visits,YES,T03,GUAVA,RG02,.5,ACRE,.5,,9,CLEAR/SUNNY
4,2567-002,PANEL A,Panel A - 2 Visits,YES,T04,CASSAVA,RG02,.5,ACRE,.5,,9,CLEAR/SUNNY
1,2568-001,PANEL B,Panel B - 2 Visits,YES,T01,WA PAKHOMO,RG01,.5,ACRE,.40000001,,9,CLEAR/SUNNY
1,2568-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2569-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG03,.5,ACRE,1,,9,CLEAR/SUNNY
2,2569-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG02,.15000001,ACRE,.89999998,,6,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
3,2569-001,PANEL A,Panel A - 2 Visits,YES,T03,PAWPAW,RG01,.15000001,ACRE,1.1,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
4,2569-001,PANEL A,Panel A - 2 Visits,YES,T04,AVOCADO,RG02,.15000001,ACRE,.89999998,,6,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2570-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2571-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.050000001,,9,MOSTLY CLEAR/MOSTLY SUNNY
2,2571-001,PANEL A,Panel A - 2 Visits,YES,T02,LEMON,TG01,.050000001,ACRE,0,,9,MOSTLY CLEAR/MOSTLY SUNNY
3,2571-001,PANEL A,Panel A - 2 Visits,YES,T03,PAPAYA,TG01,.1,ACRE,0,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2572-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2573-001,PANEL A,Panel A - 2 Visits,YES,T01,AVOCADO,TG01,.1,ACRE,0,,8,MOSTLY CLEAR/MOSTLY SUNNY
2,2573-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,TG01,.0099999998,ACRE,0,,8,MOSTLY CLEAR/MOSTLY SUNNY
1,2574-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,0,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2575-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.050000001,ACRE,.0099999998,,11,CLEAR/SUNNY
2,2575-001,PANEL A,Panel A - 2 Visits,YES,T02,AVOCADO,TG02,0,ACRE,0,,11,CLEAR/SUNNY
1,2576-001,PANEL B,Panel B - 2 Visits,YES,T01,WAPAKHOMO,RG01,.5,ACRE,.60000002,,11,CLEAR/SUNNY
2,2576-001,PANEL B,Panel B - 2 Visits,YES,T02,WAKU GAMU,RG03,.25,ACRE,.40000001,,11,CLEAR/SUNNY
1,2577-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2578-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.30000001,ACRE,.30000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2579-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2581-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2582-001,PANEL B,Panel B - 2 Visits,YES,T01,KUPHINI,RG01,.5,ACRE,.60000002,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2583-001,PANEL A,Panel A - 2 Visits,YES,T01,KUDIMBA,RG02,1,ACRE,.89999998,,10,CLEAR/SUNNY
1,2584-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2585-001,PANEL A,Panel A - 2 Visits,YES,T01,CHINANGWA,TG01,.30000001,ACRE,.1,,10,CLEAR/SUNNY
2,2585-001,PANEL A,Panel A - 2 Visits,YES,T02,PAPAYA,RG01,.1,ACRE,1,,10,MOSTLY CLEAR/MOSTLY SUNNY
3,2585-001,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,RG01,.1,ACRE,1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2586-002,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2587-001,PANEL A,Panel A - 2 Visits,YES,T01,MAPEYALA,RG02,.1,ACRE,.30000001,,10,CLEAR/SUNNY
2,2587-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,RG02,.40000001,ACRE,.30000001,,10,CLEAR/SUNNY
1,2587-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2588-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2589-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,.5,ACRE,.69999999,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2589-002,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,.25,ACRE,.69999999,,6,MOSTLY CLEAR/MOSTLY SUNNY
1,2590-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2591-003,PANEL A,Panel A - 2 Visits,YES,T01,KUDWALE,RG03,.5,ACRE,.36000001,,12,CLEAR/SUNNY
2,2591-003,PANEL A,Panel A - 2 Visits,YES,T02,PAKHOMO,TG02,.5,ACRE,.079999998,,11,CLEAR/SUNNY
1,2592-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,RG02,.2,ACRE,.1,,11,CLEAR/SUNNY
1,2593-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,1,ACRE,.5,,9,CLEAR/SUNNY
1,2594-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG03,1,ACRE,.5,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2594-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2595-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.1,,12,CLEAR/SUNNY
1,2596-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2597-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.40000001,,12,CLEAR/SUNNY
1,2598-001,PANEL B,Panel B - 2 Visits,YES,T01,KWA LIGOMEKA,RG01,1.7,ACRE,1.4,,10,CLEAR/SUNNY
1,2599-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.1,,8,CLEAR/SUNNY
1,2600-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.30000001,,10,CLEAR/SUNNY
1,2601-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.80000001,,12,COMPLETELY CLOUDY
1,2602-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2603-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2604-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.2,,11,CLEAR/SUNNY
1,2604-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2605-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,1,,11,CLEAR/SUNNY
1,2606-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2607-002,PANEL A,Panel A - 2 Visits,YES,T01,WA PAKHOMO,RG01,.25,ACRE,1.2,,12,CLEAR/SUNNY
1,2608-002,PANEL B,Panel B - 2 Visits,YES,T01,WA PAKHOMO,RG01,.5,ACRE,2.5,,10,CLEAR/SUNNY
1,2609-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2610-001,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAWS,TG01,.5,ACRE,.30000001,,11,CLEAR/SUNNY
1,2611-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.69999999,,12,CLEAR/SUNNY
1,2612-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2613-001,PANEL A,Panel A - 2 Visits,YES,T01,WA PA KHOMO,RG01,.25,ACRE,.5,,10,CLEAR/SUNNY
2,2613-001,PANEL A,Panel A - 2 Visits,YES,T02,NABALALA 1,RG02,1,ACRE,.60000002,,12,CLEAR/SUNNY
3,2613-001,PANEL A,Panel A - 2 Visits,YES,T03,NABALALA 2,RG03,1,ACRE,.2,,11,CLEAR/SUNNY
1,2614-001,PANEL B,Panel B - 2 Visits,YES,T01,KUDAMBO,TG01,2,ACRE,.80000001,,11,CLEAR/SUNNY
1,2615-001,PANEL A,Panel A - 2 Visits,YES,T01,KUPHEDI,RG01,.5,ACRE,1,,12,COMPLETELY CLOUDY
1,2616-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.69999999,,11,CLEAR/SUNNY
1,2616-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2618-001,PANEL B,Panel B - 2 Visits,YES,T01,WA PAKHOMO,RG02,.25,ACRE,.5,,11,CLEAR/SUNNY
1,2619-001,PANEL A,Panel A - 2 Visits,YES,T01,CHINANGWA,TG01,.5,ACRE,.60000002,,12,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2620-001,PANEL B,Panel B - Combined Visit,YES,T01,MANGO,TG01,,,,,12,CLEAR/SUNNY
2,2620-001,PANEL B,Panel B - Combined Visit,YES,T02,PAWPAW,TG01,,,,,,
1,2620-002,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.60000002,ACRE,.60000002,,11,CLEAR/SUNNY
1,2621-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.60000002,,10,CLEAR/SUNNY
1,2622-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2623-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.89999998,ACRE,.80000001,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2624-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2625-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.02,ACRE,.079999998,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2626-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.25,ACRE,.80000001,,10,CLEAR/SUNNY
1,2626-006,PANEL B,Panel B - Combined Visit,YES,T01,GUAVAS,TG01,,,,OTHER (SPECIFY),,
1,2627-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.079999998,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,2627-001,PANEL A,Panel A - 2 Visits,YES,T02,KUNTUNDA,TG01,.75,ACRE,.75999999,,10,CLEAR/SUNNY
1,2628-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2629-002,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,TG01,.1,ACRE,.07,,9,PARTLY CLOUDY/PARTLY SUNNY
2,2629-002,PANEL A,Panel A - 2 Visits,YES,T02,KWA SIMONI,TG01,2,ACRE,1.33,,10,CLEAR/SUNNY
1,2630-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2631-001,PANEL A,Panel A - 2 Visits,YES,T01,MASUKU,TG01,0,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
2,2631-001,PANEL A,Panel A - 2 Visits,YES,T02,PEACH,TG02,0,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
3,2631-001,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,TG03,0,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2632-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG04,.25,ACRE,.40000001,,12,CLEAR/SUNNY
1,2633-001,PANEL A,Panel A - 2 Visits,YES,T01,KUNYUMBA,TG01,.25,ACRE,0,,8,CLEAR/SUNNY
1,2634-001,PANEL B,Panel B - 2 Visits,YES,T01,WA PAKHOMO,RG03,.5,ACRE,.30000001,,11,CLEAR/SUNNY
1,2635-001,PANEL A,Panel A - 2 Visits,YES,T01,MASUKU,TG01,0,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
