occ,y2_hhid,case_id,qx_type,interview_status,ag_a21,ag_a23a_1,ag_a23a_2,ag_a23a_3,ag_a23a_4,ag_a23a_5,ag_a23a_6,ag_a23a_7,ag_a23a_8,ag_a23b_1,ag_a23b_2,ag_a23b_3,ag_a23b_4,ag_a23b_5,ag_a23b_6,ag_a23b_7,ag_a23b_8,ag_a23c_1,ag_a23c_2,ag_a23c_3,ag_a23c_4,ag_a23c_5,ag_a23c_6,ag_a23c_7,ag_a23c_8,ag_a24,ag_a26a,ag_a26b,ag_a26c,ag_a27,ag_a29a,ag_a29b,ag_a29c,ag_a35,ag_a37a_1,ag_a37a_2,ag_a37a_3,ag_a37a_4,ag_a37a_5,ag_a37a_6,ag_a37a_7,ag_a37a_8,ag_a37b_1,ag_a37b_2,ag_a37b_3,ag_a37b_4,ag_a37b_5,ag_a37b_6,ag_a37b_7,ag_a37b_8,ag_a38,ag_a37c_1,ag_a37c_2,ag_a37c_3,ag_a37c_4,ag_a37c_5,ag_a37c_6,ag_a37c_7,ag_a37c_8,ag_a40a,ag_a40b,ag_a40c,ag_a41,ag_a43a,ag_a43b,ag_a43c,ag_a44,ag_a46a,ag_a46b,ag_a46c,ag_b0a,ag_b101,ag_e01,ag_f0a,ag_g0a,ag_i00,ag_k0a,ag_m101,ag_m102,ag_m102_1,ag_p0a,ag_q0a,ag_s101,ag_t01
1,2620-002,309010340074,PANEL B,Panel B - 2 Visits,103,18,6,2013,10,5,10,52,A-J,,,,,,,,,,,,,,,,,100,19,6,2013,109,21,6,2013,102,25,9,2013,8,41,9,22,K-X-2,,,,,,,,,60,,,,,,,,,25,9,2013,109,3,10,2013,909,14,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2621-001,308011920032,PANEL A,Panel A - 2 Visits,102,11,6,2013,11,17,12,3,A-I,,,,,,,,,,,,,,,,,100,11,6,2013,109,16,6,2013,102,30,9,2013,11,40,12,30,K-X-2,,,,,,,,,60,,,,,,,,,30,9,2013,109,4,10,2013,906,22,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,2622-001,309010340117,PANEL B,Panel B - 2 Visits,102,17,6,2013,11,15,12,20,A-I,,,,,,,,,,,,,,,,,100,19,6,2013,109,20,6,2013,102,24,9,2013,11,1,11,30,K-X-2,,,,,,,,,60,,,,,,,,,24,9,2013,109,21,9,2013,909,12,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,2623-001,308011920066,PANEL A,Panel A - 2 Visits,103,10,6,2013,10,55,12,1,A-J,,,,,,,,,,,,,,,,,100,11,6,2013,109,14,6,2013,92,1,10,2013,9,24,11,3,K-X-2,,,,,,,,,60,,,,,,,,,1,10,2013,109,4,10,2013,906,18,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2624-002,309010340020,PANEL B,Panel B - 2 Visits,101,17,6,2013,13,23,14,2,A TO I,,,,,,,,,,,,,,,,,100,17,6,2013,109,18,6,2013,101,24,9,2013,10,21,10,46,K-X-2,,,,,,,,,60,,,,,,,,,24,9,2013,109,6,10,2013,909,7,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,2625-001,308040270168,PANEL A,Panel A - 2 Visits,122,27,5,2013,14,10,14,25,A-I,,,,,,,,,,,,,,,,,120,27,5,2013,129,10,6,2013,122,3,9,2013,9,20,10,2,"E,D,H,K-X-1",,,,,,,,,120,,,,,,,,,3,9,2013,129,12,9,2013,908,6,11,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,2626-001,309010340139,PANEL B,Panel B - 2 Visits,102,17,6,2013,13,25,14,24,A-I,,,,,,,,,,,,,,,,,100,19,6,2013,109,20,6,2013,102,24,9,2013,13,20,14,36,K-X-4,,,,,,,,,60,,,,,,,,,24,9,2013,109,28,9,2013,909,12,11,2013,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES
1,2626-006,309010340139,PANEL B,Panel B - Combined Visit,102,27,10,2013,12,0,13,12,A-X,,,,,,,,,,,,,,,,,60,27,10,2013,109,29,10,2013,102,27,10,2013,12,0,13,12,A-X,,,,,,,,,60,,,,,,,,,27,10,2013,109,29,10,2013,915,9,1,2014,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES
1,2627-001,308040270071,PANEL A,Panel A - 2 Visits,122,26,5,2013,13,6,14,26,A-I,,,,,,,,,,,,,,,,,120,26,5,2013,129,10,6,2013,122,2,9,2013,14,36,15,52,"K,D,G,H-X-2",,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,6,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,2628-001,309010340010,PANEL B,Panel B - 2 Visits,101,17,6,2013,10,36,11,9,A TO J,,,,,,,,,,,,,,,,,100,17,6,2013,109,18,6,2013,101,24,9,2013,11,43,12,9,K-X-2,,,,,,,,,60,,,,,,,,,24,9,2013,109,1,10,2013,909,7,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,2629-002,308040270015,PANEL A,Panel A - 2 Visits,122,26,5,2013,9,6,9,50,A-J,,,,,,,,,,,,,,,,,120,26,5,2013,129,9,6,2013,122,2,9,2013,9,16,10,18,L-X-2,,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,5,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2630-001,309011440071,PANEL B,Panel B - 2 Visits,103,13,5,2013,9,46,10,58,A-I,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,92,20,8,2013,12,56,13,38,K-X,,,,,,,,,60,,,,,,,,,20,8,2013,109,29,8,2013,909,14,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,2631-001,308040270099,PANEL A,Panel A - 2 Visits,124,27,5,2013,11,35,12,32,A-I,,,,,,,,,,,,,,,,,120,27,5,2013,129,9,6,2013,44,2,9,2013,13,58,15,0,K-X-2,,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,4,11,2013,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES
1,2632-001,309011440060,PANEL B,Panel B - 2 Visits,102,13,5,2013,14,15,16,15,A-J,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,102,20,8,2013,11,45,12,26,K-X-2,,,,,,,,,60,,,,,,,,,20,8,2013,109,27,8,2013,909,11,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,2633-001,308040270104,PANEL A,Panel A - 2 Visits,121,27,5,2013,10,10,10,46,A-H,,,,,,,,,,,,,,,,,120,27,5,2013,129,9,6,2013,121,2,9,2013,9,41,10,13,K-X,,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,4,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,2634-001,309011440028,PANEL B,Panel B - 2 Visits,101,13,5,2013,12,14,13,18,A TO J,,,,,,,,,,,,,,,,,100,14,5,2013,109,16,5,2013,101,20,8,2013,10,44,11,20,K-X-2,,,,,,,,,60,,,,,,,,,20,8,2013,109,29,8,2013,909,14,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2635-001,308040270041,PANEL A,Panel A - 2 Visits,124,2,6,2013,10,5,10,52,A-J,,,,,,,,,,,,,,,,,120,2,6,2013,129,10,6,2013,44,3,9,2013,8,52,10,15,K-X-2,,,,,,,,,120,,,,,,,,,3,9,2013,129,12,9,2013,908,7,11,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,2635-003,308040270041,PANEL A,Panel A - 2 Visits,124,29,5,2013,15,5,16,20,A-J,,,,,,,,,,,,,,,,,120,29,5,2013,129,10,6,2013,44,2,9,2013,8,33,10,0,K-X-2,,,,,,,,,120,,,,,,,,,2,9,2013,129,11,9,2013,908,8,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES
1,2636-001,309011440017,PANEL B,Panel B - 2 Visits,103,13,5,2013,11,30,12,28,A-I,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,92,20,8,2013,16,20,16,25,K-X,,,,,,,,,60,,,,,,,,,20,8,2013,109,30,8,2013,909,16,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,2637-001,308040270155,PANEL A,Panel A - 2 Visits,121,28,5,2013,13,46,13,55,A-B,28,5,2013,14,20,15,30,B-J,,,,,,,,,120,29,5,2013,129,9,6,2013,121,3,9,2013,9,21,10,53,K-X,,,,,,,,,120,,,,,,,,,3,9,2013,129,11,9,2013,908,4,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,NO,,YES,YES,NO,YES
1,2638-001,309011440049,PANEL B,Panel B - 2 Visits,102,14,5,2013,10,5,12,7,A-J,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,102,20,8,2013,14,0,14,40,K-X-2,,,,,,,,,60,,,,,,,,,20,8,2013,109,29,8,2013,909,10,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2639-001,308040270091,PANEL A,Panel A - 2 Visits,124,28,5,2013,9,20,11,31,A TO J,,,,,,,,,,,,,,,,,120,28,5,2013,129,9,6,2013,44,2,9,2013,11,5,11,50,K-X-2,,,,,,,,,120,,,,,,,,,3,9,2013,129,11,9,2013,908,8,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,2640-001,309011440135,PANEL B,Panel B - 2 Visits,103,13,5,2013,14,33,15,28,A-J,,,,,,,,,,,,,,,,,100,14,5,2013,109,17,5,2013,102,21,8,2013,11,0,11,55,A-X-4,,,,,,,,,60,,,,,,,,,21,8,2013,109,28,8,2013,909,18,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2641-001,308040270002,PANEL A,Panel A - 2 Visits,123,29,5,2013,9,50,11,23,A-J,,,,,,,,,,,,,,,,,120,29,5,2013,129,29,5,2013,123,2,9,2013,8,37,9,55,K-X-2,,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,5,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES
1,2641-003,308040270002,PANEL A,Panel A - 2 Visits,113,30,6,2013,13,16,13,20,A TO I,,,,,,,,,,,,,,,,,110,1,7,2013,119,14,7,2013,113,10,10,2013,10,26,10,48,K TO X,,,,,,,,,110,,,,,,,,,17,18,2013,119,21,10,2013,903,13,11,2013,NO,NO,NO,NO,NO,YES,NO,NO,,,,,NO,NO
1,2642-002,309011440039,PANEL B,Panel B - 2 Visits,101,14,5,2013,8,56,10,5,A TO J,,,,,,,,,,,,,,,,,100,15,5,2013,,,,,101,20,8,2013,8,56,9,46,K-K-L,,,,,,,,,60,,,,,,,,,20,8,2013,109,29,8,2013,909,14,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2643-001,308040270089,PANEL A,Panel A - 2 Visits,121,28,5,2013,10,16,10,47,A-H,,,,,,,,,,,,,,,,,120,28,5,2013,129,11,6,2013,121,2,9,2013,8,40,9,27,K-X,,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,6,11,2013,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO
1,2644-002,309011440156,PANEL B,Panel B - 2 Visits,103,14,5,2013,9,3,9,47,A-I,,,,,,,,,,,,,,,,,100,14,5,2013,109,15,5,2013,102,20,8,2013,16,8,16,30,K-X-2,,,,,,,,,60,,,,,,,,,20,8,2013,109,28,8,2013,909,9,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,2645-001,308040270196,PANEL A,Panel A - 2 Visits,123,27,5,2013,11,45,13,23,A-J,,,,,,,,,,,,,,,,,120,27,5,2013,129,11,6,2013,123,3,9,2013,8,56,10,34,K-X-4,,,,,,,,,120,,,,,,,,,3,9,2013,129,11,9,2013,908,7,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2646-001,309011440103,PANEL B,Panel B - 2 Visits,103,14,5,2013,10,7,10,30,A-J,,,,,,,,,,,,,,,,,100,14,5,2013,109,15,5,2013,92,21,8,2013,9,12,11,40,4-X,,,,,,,,,60,,,,,,,,,21,8,2013,109,29,8,2013,909,9,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2647-001,308040270137,PANEL A,Panel A - 2 Visits,134,30,7,2013,11,58,12,5,A TO J,,,,,,,,,,,,,,,,,130,1,8,2013,59,5,8,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,13,11,2013,NO,NO,NO,NO,NO,YES,NO,NO,,,,,NO,NO
1,2648-001,309011440092,PANEL B,Panel B - 2 Visits,101,13,5,2013,10,44,11,41,A TO I,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,101,20,8,2013,13,7,13,46,K-X-2,,,,,,,,,60,,,,,,,,,21,8,2013,109,29,8,2013,909,11,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,2649-001,308040270125,PANEL A,Panel A - 2 Visits,123,26,5,2013,12,2,13,29,A-J,,,,,,,,,,,,,,,,,120,26,5,2013,129,11,6,2013,123,2,9,2013,10,54,12,14,K-W,2,9,2013,13,40,13,56,X-1-X-2,120,,,,,,,,,2,9,2013,129,12,9,2013,908,7,11,2013,YES,YES,NO,YES,YES,YES,YES,YES,NO,,YES,YES,YES,YES
1,2650-001,309011440124,PANEL B,Panel B - 2 Visits,102,13,5,2013,10,18,12,41,A-J,,,,,,,,,,,,,,,,,100,15,5,2013,109,17,5,2013,102,20,8,2013,9,3,9,55,K-X-4,,,,,,,,,60,,,,,,,,,20,8,2013,109,29,8,2013,909,21,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2651-002,308040270145,PANEL A,Panel A - 2 Visits,122,27,5,2013,9,35,10,50,A-J,,,,,,,,,,,,,,,,,120,27,5,2013,129,10,6,2013,122,2,9,2013,11,5,12,16,L-X-2,,,,,,,,,120,,,,,,,,,2,9,2013,129,12,9,2013,908,5,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2652-001,309011440007,PANEL B,Panel B - Combined Visit,101,14,5,2013,13,14,14,10,A TO J,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,101,20,8,2013,15,13,16,0,K-X-2,,,,,,,,,60,,,,,,,,,21,8,2013,109,29,8,2013,909,14,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2652-002,309011440007,PANEL B,Panel B - 2 Visits,103,14,5,2013,13,14,13,45,A TO I,,,,,,,,,,,,,,,,,100,15,5,2013,109,17,5,2013,92,20,5,2013,9,6,10,12,4-X,,,,,,,,,60,,,,,,,,,20,8,2013,109,31,8,2013,909,18,10,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,2653-001,308040270131,PANEL A,Panel A - 2 Visits,122,2,6,2013,16,22,16,50,A-X,,,,,,,,,,,,,,,,,120,2,6,2013,129,10,6,2013,122,12,9,2013,16,34,17,17,A-X,,,,,,,,,120,,,,,,,,,12,9,2013,129,30,9,2013,908,7,11,2013,YES,YES,NO,YES,YES,NO,YES,YES,NO,,NO,YES,NO,NO
1,2654-001,309011440177,PANEL B,Panel B - 2 Visits,101,13,5,2013,14,33,15,40,A TO J,,,,,,,,,,,,,,,,,100,14,5,2013,109,17,5,2013,101,21,8,2013,8,38,9,26,K-X-4,,,,,,,,,60,,,,,,,,,21,8,2013,109,27,8,2013,909,21,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2655-002,308040270126,PANEL A,Panel A - 2 Visits,123,28,5,2013,14,24,14,49,A-I,,,,,,,,,,,,,,,,,120,28,5,2013,129,9,6,2013,123,3,9,2013,11,30,11,57,K-X-2,,,,,,,,,120,,,,,,,,,3,9,2013,129,11,9,2013,908,5,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,2656-001,309011440199,PANEL B,Panel B - 2 Visits,101,14,5,2013,10,30,11,30,A TO J,,,,,,,,,,,,,,,,,100,15,5,2013,109,17,5,2013,101,21,8,2013,11,45,12,24,K-X,,,,,,,,,60,,,,,,,,,22,8,2013,109,28,8,2013,909,18,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,2657-001,308060570221,PANEL A,Panel A - 2 Visits,103,26,4,2013,8,27,9,53,A-J,,,,,,,,,,,,,,,,,100,29,4,2013,109,7,5,2013,102,7,8,2013,10,20,11,27,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,18,9,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2658-001,309011440145,PANEL B,Panel B - 2 Visits,103,13,5,2013,15,50,16,35,A-I,,,,,,,,,,,,,,,,,100,15,5,2013,109,16,5,2013,92,21,8,2013,13,21,14,30,K-X,,,,,,,,,60,,,,,,,,,21,8,2013,109,28,8,2013,909,14,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,2659-001,308060570144,PANEL A,Panel A - 2 Visits,103,25,4,2013,9,18,10,5,A-J,,,,,,,,,,,,,,,,,100,27,4,2013,109,8,5,2013,92,7,8,2013,10,27,11,48,K-X-2,,,,,,,,,60,,,,,,,,,8,8,2013,109,11,8,2013,906,20,9,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,2661-001,308060570040,PANEL A,Panel A - 2 Visits,102,26,4,2013,8,36,12,9,A-J,,,,,,,,,,,,,,,,,100,29,4,2013,109,7,5,2013,102,7,8,2013,12,12,13,15,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,17,9,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2662-001,310011310171,PANEL B,Panel B - 2 Visits,124,10,7,2013,14,4,15,31,A-J,,,,,,,,,,,,,,,,,120,10,7,2013,129,30,7,2013,44,15,10,2013,13,38,14,40,K-X_2,,,,,,,,,120,,,,,,,,,15,10,2013,129,5,11,2013,,,,,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2662-002,310011310171,PANEL B,Panel B - 2 Visits,124,18,7,2013,8,44,10,22,A-J,,,,,,,,,,,,,,,,,120,18,7,2013,129,30,7,2013,44,19,10,2013,13,45,14,30,K-X-2,,,,,,,,,120,,,,,,,,,19,10,2013,129,5,11,2013,914,10,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2663-001,308060570196,PANEL A,Panel A - 2 Visits,102,24,4,2013,12,25,15,31,A-J,,,,,,,,,,,,,,,,,100,29,4,2013,109,7,5,2013,102,7,8,2013,8,15,8,59,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,18,9,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,2664-001,310011310191,PANEL B,Panel B - 2 Visits,123,11,7,2013,8,31,9,12,A-J,,,,,,,,,,,,,,,,,120,11,7,2013,,,,,123,19,10,2013,12,13,13,3,K-X-2,,,,,,,,,120,,,,,,,,,20,10,2013,99,7,11,2013,914,10,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,2665-001,308060570111,PANEL A,Panel A - 2 Visits,103,24,4,2013,15,29,16,30,A-H,,,,,,,,,,,,,,,,,100,29,4,2013,109,7,5,2013,102,8,8,2013,8,0,8,38,K-X-2,,,,,,,,,60,,,,,,,,,8,8,2013,109,11,8,2013,906,18,9,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,2666-001,310011310181,PANEL B,Panel B - 2 Visits,122,11,7,2013,8,15,9,21,A-J,,,,,,,,,,,,,,,,,120,11,7,2013,129,29,7,2013,122,25,10,2013,9,20,10,19,K-X-2,,,,,,,,,120,,,,,,,,,20,10,2013,129,5,11,2013,914,4,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2666-003,310011310181,PANEL B,Panel B - 2 Visits,122,11,7,2013,10,16,11,20,A-I,,,,,,,,,,,,,,,,,120,11,7,2013,,,,,122,20,10,2013,11,58,12,26,K-X-2,,,,,,,,,120,,,,,,,,,20,10,2013,99,7,11,2013,914,10,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,2667-001,308060570222,PANEL A,Panel A - 2 Visits,103,25,4,2013,14,28,15,43,A-J,,,,,,,,,,,,,,,,,100,29,4,2013,109,7,5,2013,92,8,8,2013,7,36,8,59,K-X,,,,,,,,,60,,,,,,,,,8,8,2013,109,11,8,2013,906,18,9,2013,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,2668-001,310011310059,PANEL B,Panel B - 2 Visits,124,11,7,2013,9,43,11,39,A-J,,,,,,,,,,,,,,,,,120,11,7,2013,129,30,7,2013,44,15,10,2013,11,26,12,5,K-X-2,,,,,,,,,120,,,,,,,,,16,10,2013,129,5,11,2013,914,9,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2669-001,308060570217,PANEL A,Panel A - 2 Visits,101,26,4,2013,8,47,9,38,A TO I,,,,,,,,,,,,,,,,,100,29,4,2013,109,8,5,2013,101,8,8,2013,12,31,13,14,K-X-2,,,,,,,,,60,,,,,,,,,8,8,2013,109,11,8,2013,906,20,9,2013,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO
1,2670-001,310011310018,PANEL B,Panel B - 2 Visits,123,10,7,2013,13,9,14,11,A-J,,,,,,,,,,,,,,,,,120,10,7,2013,129,2,8,2013,123,15,10,2013,13,45,14,9,K-W,,,,,,,,,120,,,,,,,,,17,10,2013,129,5,11,2013,914,11,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2671-001,308060570002,PANEL A,Panel A - 2 Visits,101,24,4,2013,15,10,16,18,A TO J,,,,,,,,,,,,,,,,,100,29,4,2013,109,8,5,2013,92,7,8,2013,8,41,9,52,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,19,9,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,2672-001,310011310100,PANEL B,Panel B - 2 Visits,121,11,7,2013,11,7,11,58,A-J,,,,,,,,,,,,,,,,,120,12,7,2013,129,29,7,2013,121,20,10,2013,10,20,10,54,K-X,,,,,,,,,120,,,,,,,,,21,10,2013,129,4,11,2013,914,9,12,2013,YES,YES,YES,NO,YES,YES,YES,NO,,,,,NO,NO
1,2673-001,308060570090,PANEL A,Panel A - 2 Visits,101,25,4,2013,9,4,9,39,A TO J,,,,,,,,,,,,,,,,,100,29,4,2013,109,8,5,2013,101,7,8,2013,7,49,8,18,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,20,9,2013,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO
1,2674-002,310011310140,PANEL B,Panel B - 2 Visits,121,10,7,2013,10,6,10,55,A-I,,,,,,,,,,,,,,,,,120,10,7,2013,129,29,7,2013,121,15,10,2013,13,4,13,30,K-W,,,,,,,,,120,,,,,,,,,15,10,2013,129,4,11,2013,914,5,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,2675-001,308060570284,PANEL A,Panel A - 2 Visits,101,25,4,2013,15,39,16,35,A TO J,,,,,,,,,,,,,,,,,100,29,4,2013,109,7,5,2013,101,7,8,2013,10,38,11,10,K TO X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,17,9,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2676-001,310011310212,PANEL B,Panel B - 2 Visits,121,11,7,2013,8,26,9,6,A-J,,,,,,,,,,,,,,,,,120,11,7,2013,129,29,7,2013,121,19,10,2013,11,42,12,47,K-X,,,,,,,,,120,,,,,,,,,20,10,2013,129,4,11,2013,914,5,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,2676-004,310011310212,PANEL B,Panel B - 2 Visits,121,11,7,2013,10,8,10,34,A-I,,,,,,,,,,,,,,,,,120,11,7,2013,129,1,8,2013,121,19,10,2013,9,34,9,54,,,,,,,,,,120,,,,,,,,,20,10,2013,129,1,11,2013,914,11,12,2013,YES,YES,NO,NO,YES,NO,YES,NO,,,,,NO,NO
1,2677-001,308060570198,PANEL A,Panel A - 2 Visits,103,24,4,2013,10,59,12,52,A-J,,,,,,,,,,,,,,,,,100,27,4,2013,109,8,5,2013,92,7,8,2013,7,30,8,24,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,19,9,2013,YES,YES,YES,,YES,YES,YES,NO,,,,,NO,NO
1,2677-006,308060570198,PANEL A,Panel A - 2 Visits,101,1,5,2013,16,47,17,37,A TO J,,,,,,,,,,,,,,,,,100,4,5,2013,109,8,5,2013,92,16,8,2013,11,38,13,0,K-X,,,,,,,,,60,,,,,,,,,16,8,2013,109,18,8,2013,906,19,9,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,2678-001,310011310151,PANEL B,Panel B - 2 Visits,123,10,7,2013,10,39,12,28,A-I,11,7,2013,14,59,15,3,J-J,,,,,,,,,120,11,7,2013,,,,,123,15,10,2013,11,0,11,29,K-W,,,,,,,,,120,,,,,,,,,15,10,2013,99,7,11,2013,914,11,12,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO
1,2678-005,310011310151,PANEL B,Panel B - 2 Visits,123,16,7,2013,9,35,10,38,A-J,,,,,,,,,,,,,,,,,120,16,7,2013,129,30,7,2013,123,20,10,2013,10,20,10,48,K-X-2,,,,,,,,,120,,,,,,,,,20,10,2013,129,5,11,2013,914,9,12,2013,NO,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2679-001,308060570140,PANEL A,Panel A - 2 Visits,101,25,4,2013,12,51,13,34,A TO J,,,,,,,,,,,,,,,,,100,29,4,2013,109,8,5,2013,101,7,8,2013,8,56,9,51,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,20,9,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,2680-001,310011310090,PANEL B,Panel B - 2 Visits,122,11,7,2013,13,20,14,25,A-J,,,,,,,,,,,,,,,,,120,11,7,2013,129,29,7,2013,122,19,10,2013,10,22,10,47,K-X-2,,,,,,,,,120,,,,,,,,,20,10,2013,129,5,11,2013,914,9,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,2681-001,308060570228,PANEL A,Panel A - 2 Visits,103,25,4,2013,11,55,13,53,A-J,,,,,,,,,,,,,,,,,100,27,4,2013,109,9,5,2013,92,7,8,2013,12,31,14,55,K-X-2,,,,,,,,,60,,,,,,,,,7,8,2013,109,11,8,2013,906,23,9,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,2682-001,310011310130,PANEL B,Panel B - 2 Visits,124,10,7,2013,10,6,11,42,A-J,,,,,,,,,,,,,,,,,120,10,7,2013,129,10,7,2013,44,15,10,2013,9,37,10,15,K-X-2,,,,,,,,,120,,,,,,,,,16,10,2013,129,5,11,2013,914,11,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
