occ,y2_hhid,qx_type,interview_status,ag_t0a,ag_t01,ag_t02
7,2348-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2348-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2348-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2348-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2348-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2348-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2348-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2348-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2349-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
2,2349-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
3,2349-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
4,2349-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
5,2349-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
6,2349-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
7,2349-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
8,2349-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
9,2349-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
10,2349-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
11,2349-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
12,2349-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,AGRICULTURAL COOP/FARMERS' ASSOC
13,2349-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2349-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2349-004,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,2349-004,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,2349-004,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,2349-004,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2349-004,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,2349-004,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,2349-004,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2349-004,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2349-004,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2349-004,PANEL A,Panel A - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,2349-004,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2349-004,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2349-004,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2349-004,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2350-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2350-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2350-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2350-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2350-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2350-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2350-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2350-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2350-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2350-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2350-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2350-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2350-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2350-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2351-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2351-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,2351-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2351-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2351-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2351-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,2351-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,2351-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,2351-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,2351-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,GOV. AGRICULTURAL EXTENSION SERVICE
11,2351-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,2351-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2351-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,2351-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2352-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2352-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2352-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2352-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2352-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2352-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2352-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2352-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2352-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2352-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2352-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2352-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2352-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2352-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2353-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2353-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2353-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2353-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2353-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2353-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2353-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2353-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2353-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2353-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2353-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2353-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2353-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2353-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2354-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2354-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2354-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2354-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2354-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2354-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2354-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2354-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2354-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2354-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2354-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2354-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2354-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2354-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2355-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2355-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,2355-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2355-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
5,2355-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2355-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,2355-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,2355-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,2355-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,2355-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,2355-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,2355-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2355-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,2355-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2356-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2356-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2356-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2356-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2356-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2356-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,2356-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2356-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2356-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2356-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,GOV. AGRICULTURAL EXTENSION SERVICE
11,2356-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,2356-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2356-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2356-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2356-002,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2356-002,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2356-002,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2356-002,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2356-002,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2356-002,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2356-002,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2356-002,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2356-002,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2356-002,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2356-002,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2356-002,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2356-002,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2356-002,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2357-002,PANEL A,Panel A - Combined Visit,NEW SEED VARIETIES,NO,
2,2357-002,PANEL A,Panel A - Combined Visit,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,2357-002,PANEL A,Panel A - Combined Visit,FERTILIZER USE,NO,
4,2357-002,PANEL A,Panel A - Combined Visit,PIT PLANTING,YES,NGO
5,2357-002,PANEL A,Panel A - Combined Visit,IRRIGATION,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
6,2357-002,PANEL A,Panel A - Combined Visit,COMPOSTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
7,2357-002,PANEL A,Panel A - Combined Visit,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,2357-002,PANEL A,Panel A - Combined Visit,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,2357-002,PANEL A,Panel A - Combined Visit,ACCESS TO CREDIT,NO,
10,2357-002,PANEL A,Panel A - Combined Visit,FORESTRY,NO,
11,2357-002,PANEL A,Panel A - Combined Visit,GENERAL ANIMAL CARE,NO,
12,2357-002,PANEL A,Panel A - Combined Visit,ANIMAL DISEASES / VACCINATION,NO,
13,2357-002,PANEL A,Panel A - Combined Visit,FISHERY PRODUCTION,NO,
14,2357-002,PANEL A,Panel A - Combined Visit,OTHER (SPECIFY),NO,
1,2357-004,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2357-004,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2357-004,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,NGO
4,2357-004,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2357-004,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2357-004,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,NGO
7,2357-004,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2357-004,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2357-004,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2357-004,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2357-004,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2357-004,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2357-004,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2357-004,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2358-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2358-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2358-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2358-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2358-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2358-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2358-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2358-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2358-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2358-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2358-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2358-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2358-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2358-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2359-002,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2359-002,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2359-002,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2359-002,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2359-002,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2359-002,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2359-002,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2359-002,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2359-002,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,NGO
10,2359-002,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2359-002,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2359-002,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2359-002,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2359-002,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2359-003,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,2359-003,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,2359-003,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,2359-003,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,2359-003,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,2359-003,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,2359-003,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,2359-003,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,GOV. AGRICULTURAL EXTENSION SERVICE
9,2359-003,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,2359-003,PANEL A,Panel A - 2 Visits,FORESTRY,YES,GOV. AGRICULTURAL EXTENSION SERVICE
11,2359-003,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,2359-003,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,2359-003,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2359-003,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2360-003,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2360-003,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2360-003,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2360-003,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2360-003,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2360-003,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2360-003,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2360-003,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2360-003,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2360-003,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2360-003,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2360-003,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2360-003,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2360-003,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2360-004,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2360-004,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2360-004,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2360-004,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2360-004,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2360-004,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2360-004,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2360-004,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2360-004,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2360-004,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2360-004,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2360-004,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2360-004,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2360-004,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2361-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2361-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2361-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,NGO
4,2361-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,NGO
5,2361-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,NGO
6,2361-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,NGO
7,2361-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2361-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2361-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,NGO
10,2361-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,NGO
11,2361-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,NGO
12,2361-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,NGO
13,2361-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2361-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2362-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2362-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2362-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2362-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2362-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2362-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2362-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2362-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2362-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,2362-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,2362-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2362-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2362-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,2362-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,2363-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,2363-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,2363-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,2363-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,2363-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,2363-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,2363-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,2363-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2363-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,2363-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,2363-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,2363-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,2363-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,2363-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,2364-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,2364-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,2364-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,2364-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,2364-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,2364-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,2364-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,2364-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,2364-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
