HHID,case_id,qx_type,visit,ea_id,hh_o00,hh_o0a,hh_o0b,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o09_os,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o14,hh_o15,hh_o16,hh_o16_os,hh_o17
2179,303026010270,Panel A,1,30302601,No,,,,,,,,,,,,,,,,,,,,,,,
2193,303026010273,Panel A,1,30302601,No,,,,,,,,,,,,,,,,,,,,,,,
2194,303050820012,Panel B,2,30305082,Yes,1,1,50,Female,std4,No,,Zomba City,Zomba City,5,Year,Unemployed,,,,No,,,,No,,,
2194,303050820012,Panel B,2,30305082,Yes,1,2,40,Male,std5,No,,Rumphi,Rumphi,1,Year,Other (specify),TENANTS,,,No,,,,No,,,
2194,303050820012,Panel B,2,30305082,Yes,1,3,38,Male,std2,No,,Rumphi,Rumphi,1,Year,Other (specify),TENANTS,,,No,,,,No,,,
2214,303050820019,Panel B,2,30305082,Yes,1,1,27,Male,Nursery/Pre school,No,,Zomba,Zomba,27,Year,Unemployed,,,,No,,,,No,,,
2214,303050820019,Panel B,2,30305082,Yes,1,2,25,Male,std5,No,,Zomba,Zomba,25,Year,Unemployed,,,,No,,,,No,,,
2220,303050820025,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2210,303050820031,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2196,303050820044,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2200,303050820051,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2198,303050820057,Panel B,2,30305082,Yes,1,1,70,Male,Nursery/Pre school,No,,Zomba,Zomba,5,Year,Unemployed,,,,Yes,Sporadically as needed,,2000,Yes,Semi-annually,,500
2198,303050820057,Panel B,2,30305082,Yes,1,2,60,Male,std4,No,,Zomba,Zomba,60,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,No,,,
2198,303050820057,Panel B,2,30305082,Yes,1,3,50,Male,std1,No,,Zomba,Zomba,6,Year,Working,,VILLAGE HEAD,22,Yes,Sporadically as needed,,500,No,,,
2198,303050820057,Panel B,2,30305082,Yes,1,4,45,Male,std7,No,,Zomba,Zomba,10,Year,Working,,WATCHMAN,55,No,,,,Yes,Semi-annually,,2400
2198,303050820057,Panel B,2,30305082,Yes,1,5,42,Male,std6,No,,Zomba,Zomba,42,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,2500
2198,303050820057,Panel B,2,30305082,Yes,1,6,30,Male,std5,No,,Rumphi,Rumphi,4,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,Yes,Sporadically as needed,,1600
2206,303050820064,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2216,303050820077,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2212,303050820083,Panel B,2,30305082,Yes,1,1,21,Female,std6,Yes,2005,Zomba,Zomba,5,Year,Unemployed,,,,No,,,,No,,,
2218,303050820090,Panel B,2,30305082,Yes,1,1,28,Female,std8,No,,Zomba,Zomba,28,Year,Working,,NURSERY SCHOOL TEACHER,13,Yes,Sporadically as needed,,1000,No,,,
2218,303050820090,Panel B,2,30305082,Yes,1,2,24,Male,std8,No,,Zomba,Zomba,24,Year,Unemployed,,,,No,,,,No,,,
2218,303050820090,Panel B,2,30305082,Yes,1,3,21,Female,std8,No,,Zomba,Zomba,21,Year,Working,,NURSERY SCHOOL TEACHER,13,Yes,Sporadically as needed,,2500,No,,,
2218,303050820090,Panel B,2,30305082,Yes,1,4,20,Male,std7,No,,Zomba,Zomba,20,Year,Unemployed,,,,No,,,,No,,,
2218,303050820090,Panel B,2,30305082,Yes,1,5,16,Female,std8,No,,Zomba,Zomba,16,Year,Unemployed,,,,No,,,,No,,,
2190,303050820096,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2204,303050820109,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2202,303050820116,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2192,303050820122,Panel B,2,30305082,No,,,,,,,,,,,,,,,,,,,,,,,
2208,303050820135,Panel B,2,30305082,Yes,1,1,15,Male,std4,Yes,2010,Rumphi,Rumphi,1,Month,Unemployed,,,,No,,,,No,,,
2219,303052770021,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2235,303052770023,Panel A,1,30305277,Yes,1,1,52,Male,std8,Yes,1988,Zomba,Zomba,22,Month,Unemployed,,,,Yes,Semi-annually,,1000,Yes,Twice or more per month,,3400
2235,303052770023,Panel A,1,30305277,Yes,1,2,49,Female,std4,Yes,1988,Zomba,Zomba,22,Month,Unemployed,,,,No,,,,No,,,
2235,303052770023,Panel A,1,30305277,Yes,1,3,25,Male,std6,Yes,1988,Zomba,Zomba,22,Month,Working,,SHOP ATTENDANT,45,No,,,,No,,,
2213,303052770038,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2211,303052770049,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2227,303052770056,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2237,303052770081,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2229,303052770087,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2225,303052770089,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2239,303052770098,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2221,303052770107,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2233,303052770117,Panel A,1,30305277,Yes,1,1,44,Male,form4,Yes,1984,,,26,Year,Working,,BUILDING CONSTRUCTION,50,Yes,Other (specify),,,Yes,Other (specify),2 MONTHS,10000
2233,303052770117,Panel A,1,30305277,Yes,1,2,37,Male,form3,Yes,1984,,,26,Year,Working,,BUILDING CONSTRUCTION,50,Yes,Other (specify),,,Yes,Other (specify),2 MONTHS,7000
2233,303052770117,Panel A,1,30305277,Yes,1,3,32,Male,form2,Yes,1987,,,23,Year,Working,,BUILDING CONSTRUCTION,50,Yes,Other (specify),,,Yes,Other (specify),2 MONTHS,7000
2233,303052770117,Panel A,1,30305277,Yes,1,4,28,Female,form4,Yes,2010,,,2,Month,House work,,,,No,,,,No,,,
2215,303052770121,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2231,303052770134,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2223,303052770138,Panel A,1,30305277,No,,,,,,,,,,,,,,,,,,,,,,,
2217,303052770164,Panel A,1,30305277,Yes,1,1,50,Female,std2,Yes,1980,Zomba,Zomba,30,Year,Unemployed,,,,Yes,Annually,,5000,No,,,
2217,303052770164,Panel A,1,30305277,Yes,1,2,40,Female,std4,Yes,1990,Zomba,Zomba,20,Year,Unemployed,,,,Yes,Sporadically as needed,,4500,No,,,
2217,303052770164,Panel A,1,30305277,Yes,1,3,30,Female,std3,Yes,2000,Balaka,Balaka,10,Year,Working,,,,Yes,Monthly,1000,,No,,,
2209,303052770171,Panel A,1,30305277,Yes,1,1,28,Male,form2,Yes,2006,Blanytyre,Blanytyre,4,Year,Working,,TAILOR,793,No,,,,No,,,
2243,303055800018,Panel A,1,30305580,Yes,1,1,52,Male,std6,Yes,1982,Zomba,Zomba,28,Year,Unemployed,,,,Yes,Sporadically as needed,,1000,No,,,
2243,303055800018,Panel A,1,30305580,Yes,1,2,50,Male,std2,Yes,1990,Zomba,Zomba,20,Year,Unemployed,,,,Yes,Sporadically as needed,,500,No,,,
2245,303055800038,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2263,303055800052,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2265,303055800069,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2271,303055800084,Panel A,1,30305580,Yes,1,1,28,Female,std3,No,,Zomba,Zomba,28,Year,Unemployed,,,,No,,,,No,,,
2267,303055800087,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2255,303055800090,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2269,303055800092,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2241,303055800105,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2261,303055800109,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2257,303055800113,Panel A,1,30305580,Yes,1,1,34,Male,form4,Yes,1995,Thyolo,Thyolo,4,Year,Unemployed,,,,No,,,,No,,,
2257,303055800113,Panel A,1,30305580,Yes,1,2,31,Male,std6,Yes,2005,Salima,Salima,5,Year,Working,,,,Yes,Sporadically as needed,,3000,No,,,
2257,303055800113,Panel A,1,30305580,Yes,1,3,11,Male,form1,Yes,2007,Salima,Salima,3,Year,Unemployed,,,,No,,,,No,,,
2257,303055800113,Panel A,1,30305580,Yes,1,4,26,Male,std6,Yes,2003,Zomba,Zomba,7,Year,Working,,,,Yes,Sporadically as needed,,0,Yes,Sporadically as needed,,2000
2257,303055800113,Panel A,1,30305580,Yes,1,5,24,Female,std3,Yes,2000,Zomba,Zomba,10,Year,Working,,,,Yes,Sporadically as needed,,350,No,,,
2251,303055800116,Panel A,1,30305580,Yes,1,1,34,Male,form4,Yes,1996,Zomba,Zomba,14,Year,Unemployed,,,,No,,,,No,,,
2251,303055800116,Panel A,1,30305580,Yes,1,2,31,Female,std7,Yes,1999,Blantyre City,Blantyre City,1,Year,Unemployed,,,,No,,,,No,,,
2251,303055800116,Panel A,1,30305580,Yes,1,3,29,Female,std4,Yes,1997,Zomba,Zomba,13,Year,Unemployed,,,,No,,,,No,,,
2251,303055800116,Panel A,1,30305580,Yes,1,4,27,Female,std6,Yes,1999,Zomba,Zomba,11,Year,Unemployed,,,,No,,,,No,,,
2251,303055800116,Panel A,1,30305580,Yes,1,5,25,Female,std4,Yes,2002,Zomba,Zomba,8,Year,Unemployed,,,,No,,,,No,,,
2251,303055800116,Panel A,1,30305580,Yes,1,6,22,Female,std3,Yes,2001,Zomba,Zomba,9,Year,Unemployed,,,,No,,,,No,,,
2259,303055800121,Panel A,1,30305580,No,,,,,,,,,,,,,,,,,,,,,,,
2247,303055800140,Panel A,1,30305580,Yes,1,1,25,Female,std8,Yes,2008,Zomba,Zomba,2,Year,Unemployed,,,,No,,,,No,,,
2247,303055800140,Panel A,1,30305580,Yes,1,2,22,Male,form1,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Working,,LABOURER,99,No,,,,No,,,
2247,303055800140,Panel A,1,30305580,Yes,1,3,18,Female,std7,Yes,2008,Zomba,Zomba,2,Year,Unemployed,,,,No,,,,No,,,
2249,303055800170,Panel A,1,30305580,Yes,1,1,26,Female,std6,Yes,2003,Zomba,Zomba,7,Year,Unemployed,,,,Yes,Quarterly,,1000,Yes,Annually,,1000
2249,303055800170,Panel A,1,30305580,Yes,1,2,23,Male,std8,Yes,2006,Zomba,Zomba,4,Year,Unemployed,,,,No,,,,No,,,
2253,303055800204,Panel A,1,30305580,Yes,1,1,39,Male,form4,Yes,1980,Blantyre City,Blantyre City,30,Year,Unemployed,,,,No,,,,No,,,
2253,303055800204,Panel A,1,30305580,Yes,1,2,32,Female,form2,Yes,2004,Blantyre City,Blantyre City,6,Year,Unemployed,,,,No,,,,No,,,
2253,303055800204,Panel A,1,30305580,Yes,1,3,30,Male,std3,Yes,2000,Zomba City,Zomba City,10,Year,Unemployed,,,,No,,,,No,,,
2303,303060870005,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2293,303060870022,Panel A,1,30306087,Yes,1,1,64,Female,std7,Yes,1966,Zomba,Zomba,44,Year,Working,,,,No,,,,No,,,
2293,303060870022,Panel A,1,30306087,Yes,1,2,59,Female,std8,Yes,1971,Zomba,Zomba,39,Year,Unemployed,,,,No,,,,No,,,
2293,303060870022,Panel A,1,30306087,Yes,1,3,50,Female,std5,Yes,1980,Zomba,Zomba,30,Year,Unemployed,,,,No,,,,No,,,
2293,303060870022,Panel A,1,30306087,Yes,1,4,47,Male,std8,Yes,1983,South Africa,South Africa,27,Year,Working,,SHOP ATTENDANT,45,No,,,,No,,,
2293,303060870022,Panel A,1,30306087,Yes,1,5,45,Male,std7,Yes,1985,South Africa,South Africa,25,Year,Working,,MOTOR VEHICLE MERCHANIC,84,No,,,,No,,,
2293,303060870022,Panel A,1,30306087,Yes,1,6,38,Male,form1,Yes,1992,South Africa,South Africa,18,Year,Working,,SHOP ATTENDANT,45,No,,,,No,,,
2301,303060870024,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2287,303060870031,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2283,303060870035,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2273,303060870051,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2297,303060870096,Panel A,1,30306087,Yes,1,1,29,Female,form1,Yes,2008,Blantyre City,Blantyre City,2,Year,House work,,,,No,,,,No,,,
2297,303060870096,Panel A,1,30306087,Yes,1,2,28,Male,form4,Yes,2005,Lilongwe City,Lilongwe City,5,Year,Working,,DRIVING,98,No,,,,No,,,
2277,303060870098,Panel A,1,30306087,Yes,1,1,39,Male,form1,No,,Blantyre City,Blantyre City,35,Year,Working,,PHOTOGRAPHER,92,No,,,,No,,,
2277,303060870098,Panel A,1,30306087,Yes,1,2,36,Female,std7,Yes,1998,Zomba,Zomba,12,Year,Unemployed,,,,No,,,,No,,,
2277,303060870098,Panel A,1,30306087,Yes,1,3,35,Male,std4,Yes,2003,Blantyre City,Blantyre City,8,Year,Working,,LABOURER,99,No,,,,No,,,
2277,303060870098,Panel A,1,30306087,Yes,1,4,33,Female,form4,Yes,2006,Blantyre City,Blantyre City,4,Year,Unemployed,,,,No,,,,No,,,
2277,303060870098,Panel A,1,30306087,Yes,1,5,31,Male,form4,Yes,2003,South Africa,South Africa,8,Year,Working,,BUILDER,95,No,,,,No,,,
2277,303060870098,Panel A,1,30306087,Yes,1,6,29,Male,form2,Yes,2003,South Africa,South Africa,8,Year,Working,,MECHANIC,84,No,,,,No,,,
2295,303060870109,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2275,303060870117,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2281,303060870134,Panel A,1,30306087,Yes,1,1,52,Male,std1,Yes,1999,Machinga,Machinga,11,Year,Unemployed,,,,No,,,,No,,,
2281,303060870134,Panel A,1,30306087,Yes,2,2,49,Female,std1,Yes,2001,Zomba,Zomba,9,Year,Unemployed,,,,No,,,,No,,,
2281,303060870134,Panel A,1,30306087,Yes,3,3,50,Female,std1,Yes,2000,Zomba,Zomba,10,Year,Unemployed,,,,No,,,,No,,,
2289,303060870167,Panel A,1,30306087,No,,,,,,,,,,,,,,,,,,,,,,,
2285,303060870174,Panel A,1,30306087,Yes,1,1,26,Male,std6,Yes,2007,Zomba,Zomba,3,Year,Unemployed,,,,Yes,Sporadically as needed,,400,No,,,
2285,303060870174,Panel A,1,30306087,Yes,1,2,44,Male,form4,Yes,2000,Chiradzulu,Chiradzulu,10,Year,Working,,MEDICAL DOCTOR,6,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,1,38,Female,form4,No,,Blantyre City,Blantyre City,38,Year,Unemployed,,,,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,2,36,Female,form2,No,,Blantyre City,Blantyre City,36,Year,Unemployed,,,,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,3,34,Male,form4,No,,Blantyre City,Blantyre City,34,Year,Unemployed,,,,No,,,,Yes,Monthly,,1500
2291,303060870188,Panel A,1,30306087,Yes,1,4,27,Female,form2,No,,Blantyre City,Blantyre City,27,Year,Unemployed,,,,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,5,25,Male,form3,No,,Blantyre City,Blantyre City,25,Year,Unemployed,,,,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,6,23,Male,form3,No,,Blantyre City,Blantyre City,23,Year,Unemployed,,,,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,7,17,Female,std8,No,,Blantyre City,Blantyre City,17,Year,Student,,,,No,,,,No,,,
2291,303060870188,Panel A,1,30306087,Yes,1,8,16,Female,form1,No,,Blantyre City,Blantyre City,16,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,1000
2279,303060870196,Panel A,1,30306087,Yes,1,1,67,Male,std7,No,,Zomba,Zomba,47,Year,Unemployed,,,,No,,,,No,,,
2279,303060870196,Panel A,1,30306087,Yes,1,2,64,Female,std7,No,,Zomba,Zomba,40,Year,Unemployed,,,,No,,,,No,,,
2279,303060870196,Panel A,1,30306087,Yes,1,3,61,Female,std7,No,,Blantyre City,Blantyre City,30,Year,Working,,CLEANER (QUEEN HOSPITAL),59,Yes,Sporadically as needed,,18000,Yes,Sporadically as needed,,2000
2299,303060870205,Panel A,1,30306087,Yes,1,1,37,Female,std7,Yes,1993,Zomba,Zomba,37,Year,Unemployed,,,,No,,,,No,,,
2299,303060870205,Panel A,1,30306087,Yes,1,2,35,Female,std6,Yes,2000,Zomba,Zomba,35,Year,Unemployed,,,,No,,,,No,,,
2299,303060870205,Panel A,1,30306087,Yes,1,3,28,Female,std4,Yes,2005,Zomba,Zomba,28,Year,Unemployed,,,,No,,,,No,,,
2232,303065550003,Panel B,2,30306555,Yes,1,1,25,Male,form4,No,,Chiradzulu,Chiradzulu,9,Year,Working,,LABOURER,99,No,,,,No,,,
2224,303065550011,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2244,303065550019,Panel B,2,30306555,Yes,1,1,26,Female,std8,No,,Zomba,Zomba,26,Year,Unemployed,,,,No,,,,No,,,
2242,303065550035,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2240,303065550043,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2222,303065550051,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2248,303065550067,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2246,303065550075,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2250,303065550099,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2226,303065550107,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2228,303065550115,Panel B,2,30306555,Yes,1,1,42,Female,std7,Yes,1981,Zomba,Zomba,22,Year,Unemployed,,,,No,,,,No,,,
2228,303065550115,Panel B,2,30306555,Yes,1,2,35,Male,form4,Yes,1996,South Africa,South Africa,8,Year,Working,,PAINTING HOUSES,93,Yes,Sporadically as needed,,5000,No,,,
2228,303065550115,Panel B,2,30306555,Yes,1,3,31,Female,form2,Yes,1999,Zomba,Zomba,3,Year,Unemployed,,,,No,,,,No,,,
2228,303065550115,Panel B,2,30306555,Yes,1,4,29,Female,form4,Yes,2007,Zomba,Zomba,3,Year,Unemployed,,,,No,,,,No,,,
2228,303065550115,Panel B,2,30306555,Yes,1,5,24,Male,form4,Yes,2009,Zomba,Zomba,1,Year,Working,,HSA,59,Yes,Sporadically as needed,,1000,No,,,
2230,303065550131,Panel B,2,30306555,Yes,1,1,16,Female,form2,No,,Zomba,Zomba,16,Year,Unemployed,,,,No,,,,No,,,
2236,303065550139,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2238,303065550147,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2234,303065550163,Panel B,2,30306555,No,,,,,,,,,,,,,,,,,,,,,,,
2274,303076780003,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2252,303076780017,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2278,303076780046,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2264,303076780060,Panel B,2,30307678,Yes,1,1,17,Male,form2,No,,Zimbabwe,Zimbabwe,16,Year,Working,,CLEANER,55,No,,,,No,,,
2254,303076780075,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2258,303076780103,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2282,303076780118,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2276,303076780132,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2268,303076780161,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2272,303076780175,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2270,303076780189,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2262,303076780218,Panel B,2,30307678,Yes,2,1,24,Female,form4,Yes,2009,Zomba,Zomba,1,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,50
2256,303076780232,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2266,303076780247,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2260,303076780275,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2280,303076780290,Panel B,2,30307678,No,,,,,,,,,,,,,,,,,,,,,,,
2307,304034440011,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2327,304034440012,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2319,304034440017,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2323,304034440032,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2329,304034440066,Panel A,1,30403444,Yes,1,1,39,Male,std6,Yes,1994,Chiradzulu,Chiradzulu,16,Year,Unemployed,,,,No,,,,No,,,
2329,304034440066,Panel A,1,30403444,Yes,1,2,37,Female,std1,Yes,2001,Chiradzulu,Chiradzulu,98,Year,House work,,,,No,,,,No,,,
2329,304034440066,Panel A,1,30403444,Yes,1,3,35,Female,std1,Yes,2007,Chiradzulu,Chiradzulu,3,Year,House work,,,,No,,,,No,,,
2329,304034440066,Panel A,1,30403444,Yes,1,4,28,Male,std7,Yes,2010,Chiradzulu,Chiradzulu,4,Month,Unemployed,,,,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,1,24,Male,std3,Yes,2009,Mzimba,Mzimba,1,Year,Working,,FARM LABOURER,62,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,2,24,Female,std4,Yes,2005,Lilongwe,Lilongwe,5,Year,Unemployed,,,,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,3,22,Female,std3,Yes,2002,Chiradzulu,Chiradzulu,8,Year,Unemployed,,,,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,4,21,Female,std4,Yes,2005,Chiradzulu,Chiradzulu,5,Year,Unemployed,,,,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,5,19,Male,std5,Yes,2008,Chiradzulu,Chiradzulu,2,Year,Unemployed,,,,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,6,19,Female,std2,Yes,2008,Chiradzulu,Chiradzulu,2,Year,Unemployed,,,,No,,,,No,,,
2315,304034440077,Panel A,1,30403444,Yes,1,7,18,Female,std3,Yes,2008,Chiradzulu,Chiradzulu,2,Year,Unemployed,,,,No,,,,No,,,
2325,304034440117,Panel A,1,30403444,Yes,1,1,15,Female,std6,No,,Chiradzulu,Chiradzulu,15,Year,Student,,,,No,,,,No,,,
2309,304034440129,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2317,304034440138,Panel A,1,30403444,Yes,1,1,30,Male,form3,Yes,1985,Blantyre City,Blantyre City,23,Year,Working,,SELLING CLOTHES,41,Yes,Semi-annually,,80000,No,,,
2317,304034440138,Panel A,1,30403444,Yes,1,2,26,Male,form2,Yes,1989,Blanytyre,Blanytyre,16,Year,Unemployed,,,,No,,,,No,,,
2317,304034440138,Panel A,1,30403444,Yes,1,3,21,Female,form1,Yes,2008,Blantyre City,Blantyre City,2,Year,Other (specify),MARRIED,,,No,,,,No,,,
2311,304034440154,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2333,304034440171,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2313,304034440198,Panel A,1,30403444,Yes,1,1,56,Female,std8,Yes,1984,Chiradzulu,Chiradzulu,56,Year,House work,,,,No,,,,No,,,
2331,304034440201,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2335,304034440211,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2305,304034440266,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2321,304034440271,Panel A,1,30403444,No,,,,,,,,,,,,,,,,,,,,,,,
2341,304067100020,Panel A,1,30406710,No,,,,,,,,,,,,,,,,,,,,,,,
2353,304067100022,Panel A,1,30406710,Yes,2,1,23,Male,std8,Yes,1997,Chiradzulu,Chiradzulu,23,Year,Unemployed,,,,No,,,,No,,,
2353,304067100022,Panel A,1,30406710,Yes,2,2,25,Female,form1,Yes,1989,Chiradzulu,Chiradzulu,25,Year,House work,,,,No,,,,No,,,
2353,304067100022,Panel A,1,30406710,Yes,2,3,27,Female,std8,Yes,1993,Chiradzulu,Chiradzulu,27,Year,House work,,,,No,,,,No,,,
2353,304067100022,Panel A,1,30406710,Yes,2,4,17,Male,std7,Yes,2008,Blantyre City,Blantyre City,3,Year,Working,,SELLING FREEZES FLAVOUR,54,No,,,,No,,,
2357,304067100029,Panel A,1,30406710,Yes,1,1,20,Male,std8,Yes,1997,Blanytyre,Blanytyre,13,Year,Student,,,,No,,,,No,,,
2343,304067100033,Panel A,1,30406710,No,,,,,,,,,,,,,,,,,,,,,,,
2351,304067100038,Panel A,1,30406710,Yes,1,1,37,Female,form4,Yes,2001,South Africa,South Africa,9,Year,House work,,,,No,,,,No,,,
2337,304067100048,Panel A,1,30406710,Yes,1,1,18,Female,std5,No,,Chiradzulu,Chiradzulu,18,Year,Student,,,,No,,,,No,,,
2337,304067100048,Panel A,1,30406710,Yes,2,2,34,Male,std6,Yes,2001,Chiradzulu,Chiradzulu,34,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,500
2337,304067100048,Panel A,1,30406710,Yes,2,3,30,Female,std4,Yes,1995,Chiradzulu,Chiradzulu,30,Year,Student,,,,No,,,,Yes,Sporadically as needed,,1500
2337,304067100048,Panel A,1,30406710,Yes,2,4,28,Male,std8,Yes,1993,Chiradzulu,Chiradzulu,28,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,1000
2337,304067100048,Panel A,1,30406710,Yes,2,5,25,Female,std3,Yes,2008,Chiradzulu,Chiradzulu,25,Year,Student,,,,No,,,,Yes,Sporadically as needed,,700
2349,304067100059,Panel A,1,30406710,Yes,1,1,38,Female,std1,Yes,1976,Machinga,Machinga,34,Year,House work,,,,No,,,,No,,,
2349,304067100059,Panel A,1,30406710,Yes,2,2,35,Male,form3,Yes,2002,Chiradzulu,Chiradzulu,8,Year,Unemployed,,,,Yes,Sporadically as needed,,3000,Yes,Sporadically as needed,,100
2349,304067100059,Panel A,1,30406710,Yes,3,3,31,Female,std8,Yes,2000,Chiradzulu,Chiradzulu,10,Year,House work,,,,Yes,Sporadically as needed,,1000,Yes,Sporadically as needed,,200
2349,304067100059,Panel A,1,30406710,Yes,4,4,28,Male,form2,Yes,2004,Chiradzulu,Chiradzulu,6,Year,Unemployed,,,,Yes,Sporadically as needed,,350,Yes,Sporadically as needed,,300
