occ,y2_hhid,qx_type,interview_status,ag_j00,ag_j03,ag_j04_2,ag_j05a,ag_j05b,ag_j05c,ag_j06e,ag_j07,ag_j08
1,2346-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2347-002,PANEL A,Panel A - 2 Visits,D01,WAPAKHOMO,RG03,.2,ACRE,.2,,11,PARTLY CLOUDY/PARTLY SUNNY
2,2347-002,PANEL A,Panel A - 2 Visits,D02,WAKUMATIMBE,DG01,.30000001,ACRE,.1,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2348-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2349-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2349-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2350-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2351-001,PANEL A,Panel A - 2 Visits,D01,WAKUDAMBO,RG01,.5,ACRE,.30000001,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2352-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2353-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2354-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2355-001,PANEL A,Panel A - 2 Visits,D01,KUDAMBO,DG01,.30000001,ACRE,.1,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2356-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2356-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2357-002,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,2357-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2358-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2359-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2359-003,PANEL A,Panel A - 2 Visits,D01,DG1,RG01,.2,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2360-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2360-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2361-001,PANEL A,Panel A - 2 Visits,D01,MUNDA WAKUMADZI,DG01,1,ACRE,.40000001,,10,PARTLY CLOUDY/PARTLY SUNNY
1,2362-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2363-001,PANEL A,Panel A - 2 Visits,D01,NAMISECHE,DG01,.25,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2363-001,PANEL A,Panel A - 2 Visits,D02,NNAMADZI,DG02,.25,ACRE,0,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2364-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2365-001,PANEL A,Panel A - 2 Visits,D01,KUDIMBA,DG01,.5,ACRE,.1,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2366-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2367-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2368-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2369-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2370-001,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.25,ACRE,.029999999,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2370-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2371-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2371-004,PANEL A,Panel A - 2 Visits,D01,TANAPOSI,DG01,.5,ACRE,.050000001,,7,CLEAR/SUNNY
1,2372-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2373-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2374-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2375-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2376-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2377-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2378-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2379-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2380-001,PANEL B,Panel B - 2 Visits,D01,HYBRID,DG01,.2,ACRE,.0099999998,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2381-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2382-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2383-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2384-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2385-001,PANEL A,Panel A - 2 Visits,D01,KUMSUNGWI,RG02,1.5,ACRE,.79000002,,10,CLEAR/SUNNY
1,2386-001,PANEL B,Panel B - 2 Visits,D01,PAMUSI,RG04,1,ACRE,1.3,,11,CLEAR/SUNNY
1,2387-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2388-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,2389-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2389-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2390-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2391-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2392-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2392-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2393-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2394-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2394-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2395-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2396-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2397-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,0,,11,CLEAR/SUNNY
1,2398-001,PANEL B,Panel B - 2 Visits,D01,KUPHEDI,RG02,.5,ACRE,.30000001,,8,CLEAR/SUNNY
1,2399-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,2399-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2400-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2401-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2402-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2403-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2404-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2404-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2405-001,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.25,ACRE,.0099999998,,6,CLEAR/SUNNY
1,2406-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2406-003,PANEL B,Panel B - 2 Visits,D01,MPIRU,DG01,.1,ACRE,,OTHER (SPECIFY),,
1,2406-005,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2407-001,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.1,ACRE,.0099999998,,6,CLEAR/SUNNY
1,2407-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2408-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2409-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2410-002,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.5,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2411-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2412-001,PANEL B,Panel B - 2 Visits,D01,KUMUNSI,DG01,.25,ACRE,0,,10,CLEAR/SUNNY
1,2413-001,PANEL A,Panel A - 2 Visits,D01,BEANS,RG01,.25,ACRE,1.61,,6,COMPLETELY CLOUDY
1,2414-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2415-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2416-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2417-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2419-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2419-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2420-001,PANEL B,Panel B - 2 Visits,D01,NATHANDE,DG01,.15000001,ACRE,.40000001,,10,CLEAR/SUNNY
1,2421-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2422-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2422-003,PANEL B,Panel B - 2 Visits,D01,NANTHANDI,RG01,1,ACRE,.2,,12,CLEAR/SUNNY
1,2423-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2424-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2425-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2426-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2427-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2429-001,PANEL A,Panel A - 2 Visits,D01,WAKUMADZI,RG02,.5,ACRE,.38999999,,13,CLEAR/SUNNY
1,2430-001,PANEL B,Panel B - 2 Visits,D01,KUMUNSI,RG01,1,ACRE,.30000001,,9,CLEAR/SUNNY
1,2430-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2431-001,PANEL A,Panel A - 2 Visits,D01,MAKHUTHU,RG01,1.03,ACRE,.02,,9,PARTLY CLOUDY/PARTLY SUNNY
1,2432-001,PANEL B,Panel B - 2 Visits,D01,KUMUNSI,DG01,.25,ACRE,0,,9,CLEAR/SUNNY
1,2433-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2434-001,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,0,ACRE,0,,10,CLEAR/SUNNY
1,2436-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2438-001,PANEL B,Panel B - 2 Visits,D01,CHIMANGA,DG01,.25,ACRE,.69999999,,8,CLEAR/SUNNY
1,2438-003,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,RG01,1,ACRE,.40000001,,11,CLEAR/SUNNY
1,2439-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2440-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2441-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2442-001,PANEL B,Panel B - 2 Visits,D01,BELITA,DG01,.25,ACRE,0,,11,CLEAR/SUNNY
1,2444-001,PANEL B,Panel B - 2 Visits,D01,PAKHOMO,DG01,.2,ACRE,.1,,11,CLEAR/SUNNY
2,2444-001,PANEL B,Panel B - 2 Visits,D02,PAKHOMO,DG02,.1,ACRE,0,,11,CLEAR/SUNNY
3,2444-001,PANEL B,Panel B - 2 Visits,D03,PAKHOMO,DG03,.050000001,ACRE,0,,11,CLEAR/SUNNY
1,2446-001,PANEL B,Panel B - 2 Visits,D01,WAKU TEA,RG02,.5,ACRE,.5,,11,CLEAR/SUNNY
1,2447-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2448-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2448-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2449-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2450-001,PANEL B,Panel B - 2 Visits,D01,WA KUDAMBO,DG01,.5,ACRE,.60000002,,11,CLEAR/SUNNY
2,2450-001,PANEL B,Panel B - 2 Visits,D02,WA KUDAMBO 2,DG02,.30000001,ACRE,.2,,12,CLEAR/SUNNY
3,2450-001,PANEL B,Panel B - 2 Visits,D03,KWAKWASI,DG03,.2,ACRE,.1,,11,CLEAR/SUNNY
1,2450-003,PANEL B,Panel B - 2 Visits,D01,NKWAKWAZI,DG01,.2,ACRE,.1,,11,CLEAR/SUNNY
1,2451-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2452-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2454-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2456-001,PANEL B,Panel B - 2 Visits,D01,MUNDA WA PAKHOMO,RG01,.30000001,ACRE,.1,,11,CLEAR/SUNNY
1,2456-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2458-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2459-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2460-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2461-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2462-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2464-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2465-002,PANEL A,Panel A - 2 Visits,D01,NAMAGAZI,DG01,.25,ACRE,.36000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,2465-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,2466-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2467-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2468-001,PANEL B,Panel B - 2 Visits,D01,KUDIMBA,DG01,.30000001,ACRE,0,,11,CLEAR/SUNNY
1,2469-001,PANEL A,Panel A - 2 Visits,D01,MPIRU,DG01,.2,ACRE,.1,,7,CLEAR/SUNNY
1,2470-001,PANEL B,Panel B - 2 Visits,D01,KUPHEDI,RG01,.5,ACRE,.2,,11,CLEAR/SUNNY
1,2471-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2473-001,PANEL A,Panel A - 2 Visits,D01,KUMUNSI,DG01,.15000001,ACRE,0,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2474-001,PANEL B,Panel B - Combined Visit,D01,POTATOE PLOT,RG03,.25,ACRE,.1,,10,CLEAR/SUNNY
1,2475-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2476-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2477-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2477-002,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,2478-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2479-001,PANEL A,Panel A - 2 Visits,D01,KUMUNSI,DG01,.25,ACRE,.0099999998,,8,CLEAR/SUNNY
1,2480-001,PANEL B,Panel B - 2 Visits,D01,KALINTULO,DG01,.14,ACRE,.0099999998,,11,CLEAR/SUNNY
1,2481-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2482-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2482-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2483-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2484-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2484-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2485-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2487-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2489-001,PANEL A,Panel A - 2 Visits,D01,KUNANDOLO,RG02,.5,ACRE,.80000001,,10,CLEAR/SUNNY
1,2490-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2491-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2492-001,PANEL B,Panel B - 2 Visits,D01,KUMUNSI,DG01,.25,ACRE,,HOUSEHOLD REFUSED,,
1,2496-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,2497-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2498-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2499-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2500-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,2501-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2502-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2503-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2504-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2505-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2506-001,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,RG01,.5,ACRE,.1,,9,CLEAR/SUNNY
1,2508-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2509-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2510-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2511-001,PANEL A,Panel A - 2 Visits,D01,CHIDZINJA,DG01,.25,ACRE,,OTHER (SPECIFY),,
1,2512-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2513-001,PANEL A,Panel A - 2 Visits,D01,MAZUMBWI,DG01,.1,ACRE,,HOUSEHOLD REFUSED,,
2,2513-001,PANEL A,Panel A - 2 Visits,D02,CHIZINJA,DG02,.25,ACRE,0,,9,CLEAR/SUNNY
1,2514-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2515-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2516-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2516-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2517-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2517-002,PANEL A,Panel A - Combined Visit,D01,IRISH POTATOE PLOT,DG01,.25,ACRE,.1,,10,CLEAR/SUNNY
2,2517-002,PANEL A,Panel A - Combined Visit,D02,IRISH POTATOE PLOT,DG02,.25,ACRE,0,,10,CLEAR/SUNNY
3,2517-002,PANEL A,Panel A - Combined Visit,D03,VEGETABLE PLOT,DG03,.25,ACRE,.1,,10,CLEAR/SUNNY
1,2518-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2519-001,PANEL A,Panel A - 2 Visits,D01,HYBRID,RG02,.5,ACRE,,TOO FAR,,
1,2520-001,PANEL B,Panel B - 2 Visits,D01,PAKHOMO,DG01,.25,ACRE,0,,9,CLEAR/SUNNY
1,2521-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,.1,ACRE,,TOO FAR,,
1,2521-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2522-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2524-001,PANEL B,Panel B - 2 Visits,D01,NAKADANGWA(2),DG01,.30000001,ACRE,.30000001,,9,CLEAR/SUNNY
1,2525-001,PANEL A,Panel A - 2 Visits,D01,CHIMANGA,DG01,.0099999998,ACRE,0,,10,CLEAR/SUNNY
1,2525-003,PANEL A,Panel A - 2 Visits,D01,CHIMANGA,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,2526-001,PANEL B,Panel B - 2 Visits,D01,MUNDA WAPAKHOMO,RG01,.5,ACRE,.1,,11,CLEAR/SUNNY
1,2527-001,PANEL A,Panel A - 2 Visits,D01,CHITENGU,RG01,1,ACRE,1.2,,9,CLEAR/SUNNY
1,2528-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2529-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2529-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,2530-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2531-001,PANEL A,Panel A - 2 Visits,D01,KUMATOWO,DG01,.30000001,ACRE,.1,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2531-003,PANEL A,Panel A - 2 Visits,D01,KWA MOTO,DG01,.1,ACRE,.1,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2532-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2533-001,PANEL A,Panel A - 2 Visits,D01,MATOLO,DG01,.2,ACRE,.1,,10,COMPLETELY CLOUDY
1,2534-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2535-002,PANEL A,Panel A - 2 Visits,D01,HYBRID,DG01,.5,ACRE,0,,11,COMPLETELY CLOUDY
1,2536-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2537-001,PANEL A,Panel A - 2 Visits,D01,KUPHANJE,RG01,.5,ACRE,.69999999,,12,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2538-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2539-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2540-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2541-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2542-001,PANEL B,Panel B - Combined Visit,D01,NSAWAWA,DG01,5,ACRE,.1,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,2542-004,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,DG01,.2,ACRE,.1,,9,CLEAR/SUNNY
1,2543-001,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.1,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2544-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2545-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,1,ACRE,1,,10,CLEAR/SUNNY
1,2545-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2546-001,PANEL B,Panel B - 2 Visits,D01,NACHIWALE,DG01,.40000001,ACRE,.1,,12,CLEAR/SUNNY
2,2546-001,PANEL B,Panel B - 2 Visits,D02,NACHIMANGO,DG02,.30000001,ACRE,0,,12,CLEAR/SUNNY
1,2547-001,PANEL A,Panel A - 2 Visits,D01,KUMUSI,DG01,.30000001,ACRE,0,,11,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2548-001,PANEL B,Panel B - 2 Visits,D01,NABANDA,DG01,.1,ACRE,.30000001,,9,CLEAR/SUNNY
1,2549-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2549-002,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,.25,ACRE,.2,,9,COMPLETELY CLOUDY
1,2550-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2551-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2552-001,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,RG02,.5,ACRE,0,,10,CLEAR/SUNNY
1,2552-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2553-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2554-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2555-001,PANEL A,Panel A - 2 Visits,D01,KUCHIMVU,DG01,.5,ACRE,.1,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,2555-001,PANEL A,Panel A - 2 Visits,D02,KUCHIMVU,DG02,.5,ACRE,.2,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2556-001,PANEL B,Panel B - 2 Visits,D01,WA KUSIDYA,RG01,1,ACRE,.5,,11,CLEAR/SUNNY
1,2557-001,PANEL A,Panel A - 2 Visits,D01,KU DIMBA,DG01,.2,ACRE,0,,11,COMPLETELY CLOUDY
1,2557-002,PANEL A,Panel A - 2 Visits,D01,KU BRIDGE,DG01,.30000001,ACRE,.2,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2558-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2559-001,PANEL A,Panel A - 2 Visits,D01,KUMATOWO,RG02,.5,ACRE,.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,2560-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2561-001,PANEL A,Panel A - 2 Visits,D01,RECYCLED HYBRID MAIZE,DG01,.25,ACRE,.20999999,,12,CLEAR/SUNNY
1,2562-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2563-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2564-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2565-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2566-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2567-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2568-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2568-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2569-001,PANEL A,Panel A - 2 Visits,D01,PASELI,DG01,.25,ACRE,.0099999998,,9,CLEAR/SUNNY
1,2570-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2571-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2572-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2573-001,PANEL A,Panel A - 2 Visits,D01,MPIRU,RG01,.1,ACRE,,HOUSEHOLD REFUSED,,
1,2574-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2575-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2576-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2577-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2578-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2579-001,PANEL A,Panel A - 2 Visits,D01,MIYONI,DG01,.25,ACRE,.13,,11,CLEAR/SUNNY
1,2581-001,PANEL A,Panel A - 2 Visits,D01,RECYCLED HYBRID MAIZE,DG01,.5,ACRE,.54000002,,12,CLEAR/SUNNY
1,2582-001,PANEL B,Panel B - 2 Visits,D01,PAKHOMO,DG01,.0099999998,ACRE,0,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,2583-001,PANEL A,Panel A - 2 Visits,D01,KUDIMBA,RG02,1,ACRE,.89999998,,10,CLEAR/SUNNY
1,2584-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2585-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2586-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2587-001,PANEL A,Panel A - 2 Visits,D01,DIMBA,DG01,1,ACRE,,TOO FAR,,
1,2587-002,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.25,ACRE,.039999999,,11,CLEAR/SUNNY
1,2588-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2589-001,PANEL A,Panel A - 2 Visits,D01,PAKHOMO,RG01,.25,ACRE,0,,8,CLEAR/SUNNY
1,2589-002,PANEL A,Panel A - 2 Visits,D01,PAKHOMO,RG01,.15000001,ACRE,.1,,9,CLEAR/SUNNY
1,2590-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2591-003,PANEL A,Panel A - 2 Visits,D01,KU MIYONI,RG02,1,ACRE,.13,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,2592-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2593-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2594-001,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,RG01,.69999999,ACRE,.1,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2594-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2595-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2596-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2597-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2598-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2599-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2600-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2601-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2602-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2603-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2604-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2604-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2605-001,PANEL A,Panel A - 2 Visits,D01,PHAKAO,DG01,.25,ACRE,.60000002,,9,CLEAR/SUNNY
1,2606-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2607-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2608-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,2609-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,2610-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
