occ,y2_hhid,qx_type,interview_status,hh_o0a,hh_o00,hh_o01_2,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o13_1a,hh_o13_1b,hh_o14,hh_o14_1a,hh_o14_1b,hh_o15,hh_o16,hh_o17,hh_o18a,hh_o18b
1,2441-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2442-001,PANEL B,Panel B - 2 Visits,2,YES,3,28,MALE,STD5,YES,2010,,,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2442-001,PANEL B,Panel B - 2 Visits,2,YES,99,27,FEMALE,STD5,YES,2003,THYOLO,THYOLO,10,YEAR,HOUSE WORK,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,8000,1,2
3,2442-001,PANEL B,Panel B - 2 Visits,2,YES,99,24,FEMALE,FORM1,YES,2009,THYOLO,THYOLO,4,YEAR,HOUSE WORK,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,9000,1,2
1,2443-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2444-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2445-001,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2446-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2447-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2448-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2448-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2449-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2450-001,PANEL B,Panel B - 2 Visits,2,YES,3,2,FEMALE,FORM2,YES,2011,THYOLO,THYOLO,20,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,2450-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2451-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2452-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2453-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2454-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2455-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2456-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2456-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2457-001,PANEL A,Panel A - 2 Visits,1,YES,99,21,FEMALE,STD8,NO,,MWANZA,MWANZA,21,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2457-001,PANEL A,Panel A - 2 Visits,1,YES,99,19,FEMALE,STD5,NO,,MWANZA,MWANZA,19,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2458-001,PANEL B,Panel B - 2 Visits,2,YES,99,13,FEMALE,FORM2,NO,,LILONGWE,LILONGWE CITY,8,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2459-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2460-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2461-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2461-006,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2462-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2463-001,PANEL A,Panel A - 2 Visits,2,YES,99,19,FEMALE,STD1,YES,2008,MWANZA,MWANZA,5,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2464-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2465-001,PANEL A,Panel A - Combined Visit,1,YES,2,27,MALE,FORM1,NO,,THYOLO,THYOLO,27,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2465-001,PANEL A,Panel A - Combined Visit,1,YES,3,23,FEMALE,FORM1,NO,,CHIRADZULU,CHIRADZULU,4,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2465-001,PANEL A,Panel A - Combined Visit,1,YES,4,19,MALE,STD7,NO,,THYOLO,THYOLO,19,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
4,2465-001,PANEL A,Panel A - Combined Visit,1,YES,7,16,FEMALE,STD7,NO,,THYOLO,THYOLO,16,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
5,2465-001,PANEL A,Panel A - Combined Visit,1,YES,99,15,FEMALE,STD5,NO,,BLANTYRE,BLANTYRE CITY,7,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2465-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2465-003,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2466-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2467-001,PANEL A,Panel A - 2 Visits,1,YES,99,18,MALE,FORM3,YES,2002,MULANJE,MULANJE,11,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2468-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2469-001,PANEL A,Panel A - 2 Visits,1,YES,99,38,MALE,FORM3,YES,2004,THYOLO,THYOLO,38,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,6000,1,2,NO,,,,
2,2469-001,PANEL A,Panel A - 2 Visits,1,YES,99,36,MALE,FORM2,YES,2004,THYOLO,THYOLO,36,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2469-001,PANEL A,Panel A - 2 Visits,1,YES,99,34,MALE,FORM2,YES,2005,NKHOTAKOTA,NKHOTA KOTA,9,YEAR,OTHER (SPECIFY),,,YES,ANNUALLY,,,,2500,1,2,NO,,,,
4,2469-001,PANEL A,Panel A - 2 Visits,1,YES,99,29,MALE,FORM2,YES,2008,THYOLO,THYOLO,29,YEAR,WORKING,WATCHMAN,55,YES,SPORADICALLY AS NEEDED,,,,600,1,2,YES,QUARTERLY,210,2,
5,2469-001,PANEL A,Panel A - 2 Visits,1,YES,99,27,MALE,FORM2,YES,2008,THYOLO,THYOLO,27,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,700,1,2,NO,,,,
1,2470-001,PANEL B,Panel B - 2 Visits,2,YES,99,40,MALE,STD2,NO,,MANGOCHI,MANGOCHI,8,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2470-001,PANEL B,Panel B - 2 Visits,2,YES,99,38,MALE,STD4,NO,,BLANTYRE,BLANTYRE CITY,19,YEAR,WORKING,BUILDER AT TEA ESTATE,95,NO,,,,,,,,NO,,,,
3,2470-001,PANEL B,Panel B - 2 Visits,2,YES,99,36,MALE,STD4,NO,,THYOLO,THYOLO,10,YEAR,WORKING,GUARD AT TEA ESTATE,58,YES,MONTHLY,1000,1,2,,,,YES,TWICE OR MORE PER MONTH,800,1,2
4,2470-001,PANEL B,Panel B - 2 Visits,2,YES,99,29,FEMALE,STD1,NO,,THYOLO,THYOLO,6,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2471-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,62,FEMALE,STD2,YES,1972,THYOLO,THYOLO,41,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
2,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,59,FEMALE,STD6,YES,1975,THYOLO,THYOLO,38,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
3,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,46,FEMALE,STD2,YES,1980,THYOLO,THYOLO,33,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
4,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,44,FEMALE,STD7,YES,1980,THYOLO,THYOLO,19,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
5,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,38,MALE,STD7,YES,1994,SOUTH AFRICA,SOUTH AFRICA,19,YEAR,WORKING,GARDENER,54,YES,QUARTERLY,,,,40000,1,2,NO,,,,
6,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,37,MALE,STD2,YES,1996,THYOLO,THYOLO,17,YEAR,UNEMPLOYED,,,,MONTHLY,,,,,,,NO,,,,
7,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,37,MALE,STD2,YES,1999,THYOLO,THYOLO,14,YEAR,UNEMPLOYED,,,,MONTHLY,,,,,,,NO,,,,
8,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,34,FEMALE,NURSERY/PRE SCHOOL,YES,1996,THYOLO,THYOLO,17,YEAR,WORKING,TAILOR,79,NO,,,,,,,,NO,,,,
9,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,32,MALE,FORM4,YES,2002,SOUTH AFRICA,SOUTH AFRICA,11,YEAR,WORKING,HOUSEBOY,54,YES,QUARTERLY,,,,20000,1,2,NO,,,,
10,2473-001,PANEL A,Panel A - 2 Visits,1,YES,99,29,FEMALE,STD6,YES,2004,THYOLO,THYOLO,9,YEAR,HOUSE WORK,,,,MONTHLY,,,,,,,NO,,,,
1,2474-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2475-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2476-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2477-001,PANEL A,Panel A - 2 Visits,1,YES,99,25,FEMALE,STD7,YES,2012,MULANJE,MULANJE,1,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
2,2477-001,PANEL A,Panel A - 2 Visits,1,YES,2,37,FEMALE,NURSERY/PRE SCHOOL,YES,2013,BLANTYRE,BLANTYRE CITY,4,MONTH,WORKING,HOUSEMAID,54,YES,SPORADICALLY AS NEEDED,4000,1,,,,,NO,,,,
1,2477-002,PANEL A,Panel A - Combined Visit,1,YES,99,33,FEMALE,FORM4,YES,2003,BLANTYRE,BLANTYRE CITY,6,YEAR,OTHER (SPECIFY),,,YES,TWICE OR MORE PER MONTH,10000,2,,,,,YES,TWICE OR MORE PER MONTH,10000,2,
2,2477-002,PANEL A,Panel A - Combined Visit,1,YES,99,30,MALE,FORM4,YES,2008,IRELAND,OTHER COUNTRY(SPECIFY),5,YEAR,WORKING,FUEL ATTENDANT,59,YES,QUARTERLY,,,,20000,1,2,YES,QUARTERLY,20000,2,
3,2477-002,PANEL A,Panel A - Combined Visit,1,YES,99,29,FEMALE,UNIV 5 & ABOVE,YES,2007,BLANTYRE,BLANTYRE CITY,16,YEAR,STUDENT,,,YES,SPORADICALLY AS NEEDED,,,,80000,1,2,YES,SPORADICALLY AS NEEDED,50000,2,
4,2477-002,PANEL A,Panel A - Combined Visit,1,YES,99,27,FEMALE,UNIV 5 & ABOVE,YES,2007,IRELAND,OTHER COUNTRY(SPECIFY),6,YEAR,STUDENT,,,YES,SPORADICALLY AS NEEDED,,,,100000,1,2,YES,SPORADICALLY AS NEEDED,100000,1,2
1,2478-002,PANEL B,Panel B - 2 Visits,2,YES,99,25,FEMALE,STD6,YES,2006,MULANJE,MULANJE,25,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2478-002,PANEL B,Panel B - 2 Visits,2,YES,99,23,MALE,STD5,YES,2011,MULANJE,MULANJE,23,YEAR,WORKING,GROUND LABOUR,99,NO,,,,,,,,NO,,,,
1,2479-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2480-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,52,FEMALE,STD5,YES,1988,THYOLO,THYOLO,25,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2000,1,
2,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,41,FEMALE,STD2,YES,1995,THYOLO,THYOLO,18,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,3000,1,
3,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,31,MALE,FORM4,YES,1997,THYOLO,THYOLO,16,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,5000,1,,YES,SPORADICALLY AS NEEDED,10000,1,
4,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,48,FEMALE,STD3,YES,1987,THYOLO,THYOLO,26,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2500,1,
5,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,39,FEMALE,STD3,YES,2001,THYOLO,THYOLO,12,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,37,FEMALE,STD4,YES,2004,THYOLO,THYOLO,9,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
7,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,32,MALE,STD3,YES,1999,THYOLO,THYOLO,14,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
8,2481-001,PANEL A,Panel A - 2 Visits,1,YES,99,44,MALE,STD5,YES,1997,THYOLO,THYOLO,16,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2482-001,PANEL B,Panel B - 2 Visits,1,YES,99,20,FEMALE,FORM4,YES,2002,MULANJE,MULANJE,9,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2482-004,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2483-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2484-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2484-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2485-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2486-004,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2487-001,PANEL A,Panel A - 2 Visits,1,YES,99,43,MALE,STD4,NO,,BLANTYRE,ZOMBA,24,YEAR,WORKING,SHOP ATTENDANT,45,NO,,,,,,,,NO,,,,
2,2487-001,PANEL A,Panel A - 2 Visits,1,YES,99,15,FEMALE,STD5,NO,,THYOLO,THYOLO,15,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
3,2487-001,PANEL A,Panel A - 2 Visits,1,YES,99,15,FEMALE,STD6,NO,,THYOLO,THYOLO,15,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2489-001,PANEL A,Panel A - 2 Visits,1,YES,99,25,MALE,FORM4,YES,2008,BLANTYRE,BLANTYRE CITY,4,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
2,2489-001,PANEL A,Panel A - 2 Visits,1,YES,99,45,MALE,NURSERY/PRE SCHOOL,YES,2006,BALAKA,BALAKA,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2489-001,PANEL A,Panel A - 2 Visits,1,YES,99,28,FEMALE,STD6,YES,2012,CHIKWAWA,CHIKWAWA,11,MONTH,HOUSE WORK,,,NO,,,,,,,,NO,,,,
4,2489-001,PANEL A,Panel A - 2 Visits,1,YES,99,48,MALE,STD8,YES,1994,THYOLO,THYOLO,48,MONTH,WORKING,TEA BLENDER,62,NO,,,,,,,,NO,,,,
5,2489-001,PANEL A,Panel A - 2 Visits,1,YES,99,17,FEMALE,STD6,YES,1999,BLANTYRE,BLANTYRE CITY,14,YEAR,WORKING,WAITER,53,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,6000,1,
1,2490-001,PANEL B,Panel B - 2 Visits,1,YES,99,17,FEMALE,STD7,NO,,MULANJE,MULANJE,17,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2491-001,PANEL A,Panel A - 2 Visits,2,YES,99,16,MALE,STD2,NO,,THYOLO,THYOLO,16,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2492-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2493-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2494-001,PANEL B,Panel B - 2 Visits,1,YES,99,33,MALE,FORM2,NO,,THYOLO,THYOLO,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2494-001,PANEL B,Panel B - 2 Visits,1,YES,99,31,MALE,STD7,NO,,THYOLO,THYOLO,31,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2494-001,PANEL B,Panel B - 2 Visits,1,YES,99,28,MALE,STD7,YES,2012,THYOLO,THYOLO,4,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,2494-001,PANEL B,Panel B - 2 Visits,1,YES,99,26,FEMALE,FORM2,NO,,THYOLO,THYOLO,26,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
5,2494-001,PANEL B,Panel B - 2 Visits,1,YES,99,24,MALE,STD8,NO,,THYOLO,THYOLO,2,YEAR,WORKING,MACHINE OPERATOR,98,NO,,,,,,,,NO,,,,
6,2494-001,PANEL B,Panel B - 2 Visits,1,YES,99,18,MALE,FORM4,NO,,THYOLO,THYOLO,18,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2495-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2496-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2497-003,PANEL A,Panel A - 2 Visits,1,YES,99,40,FEMALE,STD7,YES,1990,THYOLO,THYOLO,23,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,2498-001,PANEL B,Panel B - 2 Visits,1,YES,99,36,MALE,STD5,NO,,THYOLO,THYOLO,36,YEAR,UNEMPLOYED,,,YES,QUARTERLY,,,,1500,1,2,NO,,,,
2,2498-001,PANEL B,Panel B - 2 Visits,1,YES,99,34,MALE,STD5,YES,2012,THYOLO,THYOLO,34,YEAR,WORKING,TEA PLUCKER,62,NO,,,,,,,,NO,,,,
1,2499-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2500-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2501-001,PANEL A,Panel A - 2 Visits,2,YES,99,44,MALE,STD1,YES,1979,THYOLO,THYOLO,34,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2501-001,PANEL A,Panel A - 2 Visits,2,YES,99,41,MALE,STD1,YES,1986,THYOLO,THYOLO,27,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2501-001,PANEL A,Panel A - 2 Visits,2,YES,99,38,MALE,STD1,YES,1994,THYOLO,THYOLO,19,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,ANNUALLY,5000,1,2
4,2501-001,PANEL A,Panel A - 2 Visits,2,YES,99,36,MALE,STD1,YES,1996,THYOLO,THYOLO,17,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,2501-001,PANEL A,Panel A - 2 Visits,2,YES,99,33,FEMALE,NURSERY/PRE SCHOOL,YES,1999,THYOLO,THYOLO,14,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
6,2501-001,PANEL A,Panel A - 2 Visits,2,YES,99,29,FEMALE,NURSERY/PRE SCHOOL,YES,2000,THYOLO,THYOLO,13,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,2502-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2503-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2504-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2505-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2506-001,PANEL B,Panel B - 2 Visits,1,YES,99,36,FEMALE,STD4,YES,1998,MULANJE,MULANJE,15,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
2,2506-001,PANEL B,Panel B - 2 Visits,1,YES,99,34,MALE,STD6,YES,2003,MULANJE,MULANJE,10,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2506-001,PANEL B,Panel B - 2 Visits,1,YES,99,31,MALE,STD5,YES,2002,MULANJE,MULANJE,11,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,2506-001,PANEL B,Panel B - 2 Visits,1,YES,99,29,FEMALE,STD4,YES,2003,MULANJE,MULANJE,10,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,2508-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2509-001,PANEL A,Panel A - 2 Visits,3,YES,99,38,MALE,STD6,YES,1998,THYOLO,THYOLO,15,YEAR,WORKING,SECURITY GUARD,55,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,3000,1,2
2,2509-001,PANEL A,Panel A - 2 Visits,3,YES,99,35,MALE,FORM3,YES,2002,THYOLO,THYOLO,11,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,2509-001,PANEL A,Panel A - 2 Visits,3,YES,99,32,FEMALE,STD7,YES,2000,THYOLO,THYOLO,13,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,2509-001,PANEL A,Panel A - 2 Visits,3,YES,99,28,MALE,STD7,YES,2003,THYOLO,THYOLO,10,YEAR,WORKING,TEA PLUCKER,62,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2000,1,2
5,2509-001,PANEL A,Panel A - 2 Visits,3,YES,99,25,FEMALE,STD5,YES,2012,THYOLO,THYOLO,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,2509-001,PANEL A,Panel A - 2 Visits,3,YES,99,21,FEMALE,STD4,YES,2012,THYOLO,THYOLO,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,2510-001,PANEL B,Panel B - 2 Visits,2,YES,3,19,MALE,STD8,YES,2012,MANGOCHI,MANGOCHI,1,MONTH,WORKING,SHOP ASSISTANT,45,YES,QUARTERLY,,,,3000,1,2,YES,QUARTERLY,2000,1,2
2,2510-001,PANEL B,Panel B - 2 Visits,2,YES,4,16,MALE,STD6,YES,2012,MANGOCHI,MANGOCHI,1,MONTH,STUDENT,,,NO,,,,,,,,NO,,,,
3,2510-001,PANEL B,Panel B - 2 Visits,2,YES,99,24,FEMALE,STD6,YES,2012,MANGOCHI,MANGOCHI,1,MONTH,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,2510-003,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2511-001,PANEL A,Panel A - 2 Visits,2,YES,99,20,MALE,FORM3,NO,,MANGOCHI,MANGOCHI,6,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2512-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2513-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2514-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2515-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2516-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2516-003,PANEL B,Panel B - 2 Visits,2,YES,99,27,MALE,FORM1,YES,2004,NENO,NENO,27,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,2516-003,PANEL B,Panel B - 2 Visits,2,YES,99,25,FEMALE,STD6,YES,1994,BLANTYRE,BLANTYRE CITY,6,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
3,2516-003,PANEL B,Panel B - 2 Visits,2,YES,99,21,FEMALE,TC YR 2,YES,2013,MANGOCHI,MANGOCHI,1,MONTH,WORKING,PRIMARY TEACHER,13,NO,,,,,,,,NO,,,,
1,2517-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2517-002,PANEL A,Panel A - Combined Visit,1,YES,99,31,MALE,FORM1,YES,2008,MZUZU,MZUZU CITY,5,YEAR,OTHER (SPECIFY),,,YES,SEMI-ANNUALLY,,,,2000,3,,NO,,,,
2,2517-002,PANEL A,Panel A - Combined Visit,1,YES,99,27,MALE,FORM4,YES,2007,THYOLO,THYOLO,7,YEAR,OTHER (SPECIFY),,,YES,QUARTERLY,,,,5000,1,3,YES,SPORADICALLY AS NEEDED,10000,1,3
1,2518-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2519-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2520-001,PANEL B,Panel B - 2 Visits,1,YES,99,24,FEMALE,STD3,YES,2005,MULANJE,MULANJE,8,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,4000,1,2
2,2520-001,PANEL B,Panel B - 2 Visits,1,YES,99,21,MALE,FORM2,YES,2007,MULANJE,MULANJE,6,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,2521-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2521-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2522-001,PANEL B,Panel B - 2 Visits,1,YES,99,27,MALE,FORM4,YES,2004,MULANJE,MULANJE,6,YEAR,OTHER (SPECIFY),,,YES,TWICE OR MORE PER MONTH,10000,1,,,,,YES,TWICE OR MORE PER MONTH,2000,1,
1,2523-001,PANEL A,Panel A - 2 Visits,1,YES,99,33,FEMALE,STD4,NO,,THYOLO,THYOLO,33,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
