occ,y2_hhid,qx_type,interview_status,ag_e0a,ag_e0e,ag_e0g,ag_e01_1,ag_e02,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e05_1,ag_e07,ag_e08a,ag_e08b,ag_e08_1a,ag_e08_1b,ag_e08_2a,ag_e08_2b,ag_e09,ag_e10a,ag_e10b,ag_e10c,ag_e10d,ag_e10e,ag_e11,ag_e11_1,ag_e12a,ag_e12b,ag_e13,ag_e13_1,ag_e13_2a,ag_e13_2b,ag_e13_2c,ag_e13_2d,ag_e14,ag_e15,ag_e15_1,ag_e16,ag_e18,ag_e20,ag_e21,ag_e22,ag_e24,ag_e26a,ag_e26b
2,2861-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,9,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,450,250,0,N02,,,,,,,
1,2862-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N03,NO,,SEPTEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,SEPTEMBER,12,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,TRUCK / BUS / MINIBUS,YES,4,10,,,250,500,0,N04,,,,,,,
2,2862-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N03,NO,,SEPTEMBER,2012,YES,UREA,1,50 KG BAG,SEPTEMBER,12,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,TRUCK / BUS / MINIBUS,YES,1,10,,,250,500,0,N04,,,,,,,
3,2862-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N03,NO,,SEPTEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,SEPTEMBER,12,30,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,1,4,,,0,100,0,N04,,,,,,,
2,2863-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2865-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,SEPTEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,5,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,,,,0,500,0,N02,,,,,,,
2,2865-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N02,NO,,SEPTEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,5,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,,,,0,500,0,N02,,,,,,,
2,2867-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2869-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,502,503,504,,300,500,0,N02,,,,,,,
2,2869-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,501,503,504,,300,500,0,N02,,,,,,,
3,2869-001,PANEL A,Panel A - 2 Visits,YES,503,2,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,3,KILOGRAM,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,501,502,504,,0,100,0,N02,,,,,,,
4,2869-001,PANEL A,Panel A - 2 Visits,YES,504,2,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,501,502,503,,0,0,0,N02,,,,,,,
2,2870-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2871-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,503,504,,400,500,0,N02,,,,,,,
2,2871-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,400,500,0,N02,,,,,,,
3,2871-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,HYBRID MAIZE,3,KILOGRAM,NOVEMBER,2012,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1.5,KILOGRAM,ON FOOT,YES,501,502,504,,0,150,0,N03,,,,,,,
4,2871-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,ON FOOT,YES,501,502,503,,0,0,0,N03,,,,,,,
1,2873-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,7,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,0,0,0,N01,,,,,,,
2,2873-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,7,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,0,0,0,N02,,,,,,,
4,2873-004,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2873-006,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2874-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2876-002,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,SEPTEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,YES,25,KILOGRAM,UREA,25,KILOGRAM,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,2876-002,PANEL B,Panel B - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,SEPTEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,150,0,N02,,,,,,,
1,2876-005,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,7,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,TRUCK / BUS / MINIBUS,YES,4,,,,500,500,0,N02,,,,,,,
2,2876-005,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,7,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,TRUCK / BUS / MINIBUS,YES,1,,,,0,500,0,N02,,,,,,,
3,2876-005,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,2.5,KILOGRAM,ON FOOT,YES,10,,,,0,100,0,N02,,,,,,,
4,2876-005,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,2 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,ON FOOT,YES,11,,,,0,0,0,N02,,,,,,,
1,2877-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,503,,,0,500,0,N03,,,,,,,
2,2877-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N02,NO,,DECEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,503,,,0,500,0,N03,,,,,,,
3,2877-001,PANEL A,Panel A - 2 Visits,YES,503,1,FLEXI VOUCHER,N02,NO,,DECEMBER,2012,YES,HYBRID MAIZE,3,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,503,,,0,100,0,N03,,,,,,,
1,2878-001,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,HOURS,YES,25,KILOGRAM,23:21:0+4S/CHITOWE,25,KILOGRAM,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,300,500,0,N02,,,,,,,
1,2879-002,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,21,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,503,504,,0,500,0,N02,,,,,,,
2,2879-002,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,21,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,0,500,0,N02,,,,,,,
3,2879-002,PANEL A,Panel A - 2 Visits,YES,503,2,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,HYBRID MAIZE,3,KILOGRAM,NOVEMBER,2012,21,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1.5,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,504,,0,100,0,N02,,,,,,,
4,2879-002,PANEL A,Panel A - 2 Visits,YES,504,2,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,21,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N02,,,,,,,
2,2880-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2881-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2882-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2883-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,503,504,,0,500,0,N02,,,,,,,
2,2883-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,0,500,0,N02,,,,,,,
3,2883-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,5,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,504,,0,0,0,N02,,,,,,,
4,2883-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,2,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N02,,,,,,,
3,2884-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2885-001,PANEL A,Panel A - 2 Visits,YES,501,2,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,150,0,N02,,,,,,,
4,2886-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2887-001,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2887-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2889-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,503,504,,0,500,0,N02,,,,,,,
2,2889-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,0,500,0,N02,,,,,,,
3,2889-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,504,,0,150,0,N02,,,,,,,
4,2889-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N02,,,,,,,
1,2890-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,NOVEMBER,2012,6,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,300,500,0,N03,,,,,,,
2,2890-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N02,NO,,NOVEMBER,2012,YES,UREA,50,50 KG BAG,NOVEMBER,2012,5,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,300,500,0,N03,,,,,,,
3,2890-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N02,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,10,10 KG BAG,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,150,0,N04,,,,,,,
1,2891-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
1,2892-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2893-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,3,50,KILOGRAM,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,100,500,0,N02,,,,,,,
2,2893-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,100,500,0,N02,,,,,,,
3,2893-001,PANEL A,Panel A - 2 Visits,YES,503,2,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,100,150,0,N02,,,,,,,
1,2895-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,300,500,0,N02,,,,,,,
2,2895-001,PANEL A,Panel A - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,100,150,0,N02,,,,,,,
1,2896-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,28,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,2896-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,NO,NO,INPUT SUPPLIER WAS TOO FAR / INACCESSIBLE,
3,2896-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,HYBRID MAIZE,2,KILOGRAM,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,11,,,,0,100,0,N02,,,,,,,
4,2896-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,10,,,,0,0,0,N02,,,,,,,
1,2897-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,503,504,,0,500,0,N02,,,,,,,
2,2897-001,PANEL A,Panel A - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,2.5,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,0,150,0,N02,,,,,,,
3,2897-001,PANEL A,Panel A - 2 Visits,YES,503,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,2 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,504,,0,0,0,N02,,,,,,,
4,2897-001,PANEL A,Panel A - 2 Visits,YES,504,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,503,,0,500,0,N02,,,,,,,
1,2898-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,4,,,,500,500,0,N02,,,,,,,
2,2898-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,1,,,,500,500,0,N02,,,,,,,
1,2899-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N03,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,502,,,,200,500,0,N04,,,,,,,
2,2899-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N03,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,501,,,,200,500,0,N04,,,,,,,
3,2899-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N03,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,504,,,,0,100,0,N05,,,,,,,
4,2899-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N03,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,2 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,503,,,,0,0,0,N06,,,,,,,
3,2901-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2902-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,50 KG BAG,NOVEMBER,2012,6,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,50 KG BAG,BICYCLE TAXI,YES,4,10,11,,200,500,0,N02,,,,,,,
2,2902-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,50 KG BAG,NOVEMBER,2012,6,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,50 KG BAG,BICYCLE TAXI,YES,1,10,11,,0,500,0,N02,,,,,,,
3,2902-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,HYBRID MAIZE,2,2 KG BAG,NOVEMBER,2012,6,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,2,2 KG BAG,ON FOOT,YES,4,1,11,,0,100,0,N02,,,,,,,
4,2902-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,GROUNDNUT SEED,1,KILOGRAM,NOVEMBER,2012,6,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,ON FOOT,YES,4,1,10,,0,100,0,N02,,,,,,,
1,2903-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,1,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,502,503,504,,0,700,500,N02,,,,,,,
2,2903-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,1,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,501,503,504,,0,700,500,N02,,,,,,,
3,2903-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,3,KILOGRAM,NOVEMBER,2012,1,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1.5,KILOGRAM,BICYCLE TAXI,YES,501,502,504,,0,0,0,N02,,,,,,,
4,2903-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,1,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,BICYCLE TAXI,YES,501,502,504,,0,0,0,N02,,,,,,,
1,2904-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2905-001,PANEL A,Panel A - 2 Visits,YES,501,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,250,500,0,N02,,,,,,,
3,2906-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2907-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,500,500,0,N02,,,,,,,
2,2907-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,500,500,0,N02,,,,,,,
3,2907-001,PANEL A,Panel A - 2 Visits,YES,503,2,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,100,150,0,N02,,,,,,,
1,2908-003,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N03,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,4,,,,250,500,0,N05,,,,,,,
2,2908-003,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N03,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,1,,,,250,500,0,N05,,,,,,,
