occ,y2_hhid,HHID,case_id,ea_id,stratum,baseline_rural,panelweight,hh_wgt,region,district,reside,dist_to_IHS3location,hhsize,interview_status,qx_type,hh_a05,hh_a06,hh_a07a,hh_a10a,hh_a10b,hh_a16,hh_a21,hh_a23a_1,hh_a23a_2,hh_a23a_3,hh_a23a_4,hh_a23a_5,hh_a23a_6,hh_a23a_7,hh_a23a_8,hh_a23b_1,hh_a23b_2,hh_a23b_3,hh_a23b_4,hh_a23b_5,hh_a23b_6,hh_a23b_7,hh_a23b_8,hh_a23c_1,hh_a23c_2,hh_a23c_3,hh_a23c_4,hh_a23c_5,hh_a23c_6,hh_a23c_7,hh_a23c_8,hh_a24,hh_a26a,hh_a26b,hh_a26c,hh_a27,hh_a29a,hh_a29b,hh_a29c,hh_a30,hh_a33,hh_a35,hh_a37a_1,hh_a37a_2,hh_a37a_3,hh_a37a_4,hh_a37a_5,hh_a37a_6,hh_a37a_7,hh_a37a_8,hh_a37b_1,hh_a37b_2,hh_a37b_3,hh_a37b_4,hh_a37b_5,hh_a37b_6,hh_a37b_7,hh_a37b_8,hh_a38,hh_a40a,hh_a40b,hh_a40c,hh_a41,hh_a43,hh_a43a,hh_a43b,hh_a43c,hh_a44,hh_a46a,hh_a46b,hh_a46c,hh_g00_1,hh_g00_2,hh_g09,hh_m00,hh_o00,hh_s01
1,2325-001,2325,304034440117,30403444,South - Rural,rural,1220.3729,1223.4357,South,Chiradzulu,rural,14.77,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,6,MCHEMA,CLEAR / SUNNY,101,23,MAY,2013,13,3,14,39,A-X,,,,,,,,,,,,,,,,,100,23,MAY,2013,109,25,MAY,2013,YES,CLEAR / SUNNY,101,27,AUGUST,2013,8,0,8,2,"A,B AND X",,,,,,,,,60,27,AUGUST,2013,109,19605,4,SEPTEMBER,2013,903,23,DECEMBER,2013,2,2,YES,YES,NO,NO
1,2326-001,2326,305036850096,30503685,South - Rural,rural,770.19366,784.45721,South,Blantyre,rural,.13,2,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,In Same Location,,3,CHIGALU,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,111,12,JULY,2013,15,10,15,14,"A,B&X",,,,,,,,,,,,,,,,,110,19,JULY,2013,119,25,JULY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,2,OCTOBER,2013,8,50,10,34,VISIT 2,,,,,,,,,110,5,OCTOBER,2013,,,,,,913,4,NOVEMBER,2013,2,1,YES,YES,YES,NO
1,2326-003,2326,305036850096,30503685,South - Rural,rural,385.09683,784.45721,South,Blantyre,rural,.13,7,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,3,3,CHIGALU,COMPLETELY CLOUDY,111,12,JULY,2013,16,37,16,45,"A,B & X",,,,,,,,,,,,,,,,,110,17,JULY,2013,119,26,JULY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,2,OCTOBER,2013,11,30,13,0,VISIT 2,,,,,,,,,110,5,OCTOBER,2013,119,19642,11,OCTOBER,2013,909,17,JANUARY,2014,2,4,YES,YES,NO,NO
1,2327-001,2327,304034440012,30403444,South - Rural,rural,1248.2764,1223.4357,South,Chiradzulu,rural,.0099999998,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,KADEWELE,MOSTLY CLEAR / MOSTLY SUNNY,103,21,MAY,2013,11,57,13,45,"A,B TO X",,,,,,,,,,,,,,,,,100,22,MAY,2013,109,22,SEPTEMBER,2013,YES,COMPLETELY CLOUDY,92,27,AUGUST,2013,11,32,11,55,A-B-X,,,,,,,,,60,27,AUGUST,2013,109,19591,21,AUGUST,2013,907,17,OCTOBER,2013,1,1,YES,YES,NO,YES
1,2328-001,2328,305036850151,30503685,South - Rural,rural,787.59637,784.45721,South,Blantyre,rural,.82999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,CLEAR / SUNNY,113,12,JULY,2013,12,46,12,55,A B AND X,,,,,,,,,,,,,,,,,110,15,JULY,2013,119,16,JULY,2013,YES,CLEAR / SUNNY,113,2,OCTOBER,2013,14,57,16,36,A TO X,,,,,,,,,110,5,OCTOBER,2013,119,19641,10,OCTOBER,2013,913,31,OCTOBER,2013,2,2,YES,YES,NO,YES
1,2329-001,2329,304034440066,30403444,South - Rural,rural,600.59515,1223.4357,South,Chiradzulu,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,KADEWERE,COMPLETELY CLOUDY,101,21,MAY,2013,11,0,12,16,"A,B TO X",,,,,,,,,,,,,,,,,100,22,MAY,2013,109,23,MAY,2013,YES,CLEAR / SUNNY,101,26,AUGUST,2013,11,20,11,22,"A,B AND X",,,,,,,,,60,26,AUGUST,2013,109,19601,31,AUGUST,2013,907,18,OCTOBER,2013,1,1,YES,YES,YES,NO
1,2330-001,2330,305036850053,30503685,South - Rural,rural,782.49341,784.45721,South,Blantyre,rural,.0099999998,10,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,CLEAR / SUNNY,114,12,JULY,2013,13,37,13,45,A&X,,,,,,,,,,,,,,,,,110,15,JULY,2013,119,16,JULY,2013,YES,CLEAR / SUNNY,74,12,OCTOBER,2013,8,27,10,51,A-X,,,,,,,,,110,14,OCTOBER,2013,119,19645,14,OCTOBER,2013,913,4,NOVEMBER,2013,2,2,YES,YES,YES,NO
1,2331-001,2331,304034440201,30403444,South - Rural,rural,1264.2968,1223.4357,South,Chiradzulu,rural,.76999998,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,KADEWERE,MOSTLY CLEAR / MOSTLY SUNNY,103,21,MAY,2013,8,29,10,36,A-X,,,,,,,,,,,,,,,,,100,22,MAY,2013,109,25,MAY,2013,YES,COMPLETELY CLOUDY,92,26,AUGUST,2013,7,11,7,17,"A,B-X",,,,,,,,,60,26,AUGUST,2013,109,19601,31,AUGUST,2013,907,14,OCTOBER,2013,2,2,YES,YES,YES,NO
1,2331-007,2331,304034440201,30403444,South - Rural,rural,618.51825,1223.4357,South,Chiradzulu,rural,9.1999998,9,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,7,,LIKOSWE,MOSTLY CLEAR / MOSTLY SUNNY,103,23,MAY,2013,12,16,14,7,A-X,,,,,,,,,,,,,,,,,100,23,MAY,2013,109,25,MAY,2013,YES,CLEAR / SUNNY,92,26,AUGUST,2013,14,2,14,20,A-B-X,,,,,,,,,60,26,AUGUST,2013,109,19605,4,SEPTEMBER,2013,903,23,DECEMBER,2013,5,1,YES,YES,YES,NO
1,2332-002,2332,305036850184,30503685,South - Rural,rural,787.59637,784.45721,South,Blantyre,rural,.02,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,PARTLY CLOUDY / PARTLY SUNNY,111,12,JULY,2013,13,15,13,22,"A,B&X",,,,,,,,,,,,,,,,,110,16,JULY,2013,119,25,JULY,2013,NO,COMPLETELY CLOUDY,82,30,SEPTEMBER,2013,11,15,12,31,VISIT 2,,,,,,,,,110,5,OCTOBER,2013,119,19642,11,OCTOBER,2013,913,4,NOVEMBER,2013,1,1,NO,YES,NO,NO
1,2333-001,2333,304034440171,30403444,South - Rural,rural,1220.3729,1223.4357,South,Chiradzulu,rural,.34999999,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,KADEWERE,COMPLETELY CLOUDY,101,20,MAY,2013,8,38,10,1,A TO X,,,,,,,,,,,,,,,,,100,23,MAY,2013,109,25,MAY,2013,YES,CLEAR / SUNNY,102,26,AUGUST,2013,12,0,12,10,"A,B & X",,,,,,,,,60,26,AUGUST,2013,109,19601,31,AUGUST,2013,907,14,OCTOBER,2013,2,2,YES,YES,NO,NO
1,2334-001,2334,305036850107,30503685,South - Rural,rural,388.7384,784.45721,South,Blantyre,rural,.059999999,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,CLEAR / SUNNY,113,12,JULY,2013,8,50,8,54,A B AND X,,,,,,,,,,,,,,,,,110,16,JULY,2013,119,16,JULY,2013,YES,CLEAR / SUNNY,113,2,OCTOBER,2013,9,47,11,22,A TO X,,,,,,,,,110,5,OCTOBER,2013,119,19641,10,OCTOBER,2013,913,31,OCTOBER,2013,1,1,YES,YES,YES,YES
1,2335-001,2335,304034440211,30403444,South - Rural,rural,1286.9135,1223.4357,South,Chiradzulu,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,KADEWERE,COMPLETELY CLOUDY,103,20,MAY,2013,13,27,15,22,A-X,,,,,,,,,,,,,,,,,100,22,MAY,2013,109,23,MAY,2013,YES,COMPLETELY CLOUDY,92,26,AUGUST,2013,9,0,9,9,A-B-X,,,,,,,,,60,26,AUGUST,2013,109,19601,31,AUGUST,2013,907,11,OCTOBER,2013,2,2,YES,YES,NO,NO
1,2336-001,2336,305036850195,30503685,South - Rural,rural,391.2467,784.45721,South,Blantyre,rural,.02,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,112,12,JULY,2013,8,59,9,12,"A,B,X",,,,,,,,,,,,,,,,,110,13,JULY,2013,119,15,JULY,2013,YES,CLEAR / SUNNY,112,30,SEPTEMBER,2013,8,30,10,25,"A,B,C-X",,,,,,,,,110,9,OCTOBER,2013,119,19640,9,OCTOBER,2013,913,30,OCTOBER,2013,2,1,YES,YES,NO,NO
1,2337-001,2337,304067100048,30406710,South - Rural,rural,587.62683,1197.0187,South,Zomba,rural,9.9700003,4,Panel A - Combined Visit,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,5,M'BIZA,CLEAR / SUNNY,91,25,SEPTEMBER,2013,11,51,13,23,A-X,,,,,,,,,,,,,,,,,90,30,SEPTEMBER,2013,99,4,NOVEMBER,2013,YES,CLEAR / SUNNY,91,25,SEPTEMBER,2013,11,51,13,23,A-X,,,,,,,,,90,30,SEPTEMBER,2013,99,19667,5,NOVEMBER,2013,903,18,DECEMBER,2013,2,2,NO,YES,YES,NO
1,2337-002,2337,304067100048,30406710,South - Rural,rural,1186.3672,1197.0187,South,Chiradzulu,rural,.050000001,3,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,MTCHEMA,CLEAR / SUNNY,103,21,APRIL,2013,8,45,8,46,A-B,23,APRIL,2013,11,1,12,24,B-X,,,,,,,,,100,25,APRIL,2013,109,,,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,101,5,AUGUST,2013,9,15,9,19,"A,B,B-1-B-8 AND X",,,,,,,,,60,6,AUGUST,2013,109,19576,6,AUGUST,2013,913,3,OCTOBER,2013,1,1,NO,YES,YES,NO
1,2338-001,2338,305036850020,30503685,South - Rural,rural,396.58896,784.45721,South,Blantyre,rural,6.71,5,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,3,CHIGALU,PARTLY CLOUDY / PARTLY SUNNY,112,18,JULY,2013,11,47,11,55,"A,B,X",,,,,,,,,,,,,,,,,110,27,JULY,2013,119,28,JULY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,112,2,OCTOBER,2013,9,2,10,49,"A,B,C-X",,,,,,,,,110,5,OCTOBER,2013,119,19642,11,OCTOBER,2013,903,30,OCTOBER,2013,2,2,YES,YES,YES,NO
1,2338-002,2338,305036850020,30503685,South - Rural,rural,393.79819,784.45721,South,Neno,rural,8.2399998,3,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,2,,SYMON,MOSTLY CLEAR / MOSTLY SUNNY,112,6,AUGUST,2013,13,6,13,16,"A,B,X",,,,,,,,,,,,,,,,,110,6,AUGUST,2013,119,12,AUGUST,2013,YES,CLEAR / SUNNY,112,3,OCTOBER,2013,9,50,11,41,"A,B,C-X",,,,,,,,,110,5,OCTOBER,2013,119,19642,11,OCTOBER,2013,903,6,NOVEMBER,2013,2,2,YES,YES,NO,NO
1,2339-001,2339,304067100133,30406710,South - Rural,rural,593.18359,1197.0187,South,Chiradzulu,rural,.0099999998,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,MTCHEMA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,103,20,APRIL,2013,10,20,12,48,A-X,,,,,,,,,,,,,,,,,100,23,APRIL,2013,109,25,APRIL,2013,YES,COMPLETELY CLOUDY,101,6,AUGUST,2013,11,33,11,40,"B,B-1TOB-8ANDX",,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,2,OCTOBER,2013,1,2,NO,YES,YES,NO
1,2340-001,2340,305036850206,30503685,South - Rural,rural,800.38495,784.45721,South,Blantyre,rural,.89999998,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,PARTLY CLOUDY / PARTLY SUNNY,111,12,JULY,2013,8,53,9,0,"A,B&X",,,,,,,,,,,,,,,,,110,13,JULY,2013,119,16,JULY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,30,SEPTEMBER,2013,8,40,10,17,VISIT 2,,,,,,,,,110,5,OCTOBER,2013,119,19641,10,OCTOBER,2013,913,30,OCTOBER,2013,1,1,NO,YES,YES,NO
1,2341-001,2341,304067100020,30406710,South - Rural,rural,610.66156,1197.0187,South,Chiradzulu,rural,.0099999998,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,TCHEMA,PARTLY CLOUDY / PARTLY SUNNY,103,19,APRIL,2013,12,43,16,37,A-X,,,,,,,,,,,,,,,,,100,23,APRIL,2013,109,26,APRIL,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,92,5,AUGUST,2013,7,23,7,49,A-B-X,,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,7,OCTOBER,2013,1,1,YES,YES,NO,NO
1,2342-001,2342,305036850140,30503685,South - Rural,rural,793.17792,784.45721,South,Blantyre,rural,.43000001,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,CLEAR / SUNNY,114,12,JULY,2013,11,39,11,48,A-X,,,,,,,,,,,,,,,,,110,16,JULY,2013,119,16,JULY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,74,2,OCTOBER,2013,13,58,16,5,A-X,,,,,,,,,110,8,OCTOBER,2013,119,19641,10,OCTOBER,2013,913,1,NOVEMBER,2013,1,1,YES,YES,YES,NO
1,2343-001,2343,304067100033,30406710,South - Rural,rural,1210.3258,1197.0187,South,Chiradzulu,rural,.0099999998,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,NTCHEMA,PARTLY CLOUDY / PARTLY SUNNY,102,21,APRIL,2013,15,6,4,55,A-F,22,APRIL,2013,8,25,10,52,G-X,,,,,,,,,100,28,APRIL,2013,109,6,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,102,5,AUGUST,2013,10,44,10,54,"A,B&X",,,,,,,,,60,6,AUGUST,2013,109,19578,8,AUGUST,2013,913,8,AUGUST,2013,1,1,YES,YES,NO,YES
1,2344-001,2344,305036850031,30503685,South - Rural,rural,787.59637,784.45721,South,Blantyre,rural,1.42,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,3,CHIGALU,CLEAR / SUNNY,113,12,JULY,2013,14,19,14,28,A B AND X,,,,,,,,,,,,,,,,,110,16,JULY,2013,119,16,JULY,2013,YES,CLEAR / SUNNY,113,3,OCTOBER,2013,11,25,12,50,A TO X,,,,,,,,,110,5,OCTOBER,2013,119,19641,10,OCTOBER,2013,913,31,OCTOBER,2013,2,2,NO,YES,NO,NO
1,2345-001,2345,304067100196,30406710,South - Rural,rural,1221.3231,1197.0187,South,Chiradzulu,rural,2.3499999,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,6,MCHEMA,MOSTLY CLEAR / MOSTLY SUNNY,101,22,APRIL,2013,11,21,12,38,"A,B TO X",,,,,,,,,,,,,,,,,100,23,APRIL,2013,109,25,APRIL,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,102,6,AUGUST,2013,8,50,9,0,"A,B&X",,,,,,,,,60,6,AUGUST,2013,109,19580,10,AUGUST,2013,913,2,OCTOBER,2013,1,2,NO,YES,NO,NO
1,2346-001,2346,305045180008,30504518,South - Rural,rural,845.61224,803.90192,South,Blantyre,rural,.0099999998,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,CLEAR / SUNNY,113,29,APRIL,2013,11,6,11,18,"A,B B1-B8 & X",,,,,,,,,,,,,,,,,110,4,MAY,2013,119,8,MAY,2013,YES,CLEAR / SUNNY,113,8,AUGUST,2013,8,6,9,50,A TO X,,,,,,,,,110,13,AUGUST,2013,119,19584,14,AUGUST,2013,914,2,OCTOBER,2013,1,1,NO,YES,NO,NO
1,2347-001,2347,304067100151,30406710,South - Rural,rural,597.01105,1197.0187,South,Zomba,rural,2.3499999,2,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,5,M'BIZA,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,91,11,JUNE,2013,15,45,17,18,A-X,,,,,,,,,,,,,,,,,90,16,JUNE,2013,99,1,JULY,2013,YES,CLEAR / SUNNY,91,25,SEPTEMBER,2013,10,30,10,35,"A,B,X",,,,,,,,,90,1,OCTOBER,2013,99,19656,25,OCTOBER,2013,903,18,DECEMBER,2013,2,2,NO,YES,YES,NO
1,2347-002,2347,304067100151,30406710,South - Rural,rural,593.18359,1197.0187,South,Chiradzulu,rural,.02,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,MCHEMA,CLEAR / SUNNY,101,20,APRIL,2013,14,19,16,51,B-X,,,,,,,,,,,,,,,,,100,25,APRIL,2013,109,26,APRIL,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,101,5,AUGUST,2013,7,5,7,9,"A,B AND X",,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,4,OCTOBER,2013,1,1,NO,YES,YES,NO
1,2348-001,2348,305045180150,30504518,South - Rural,rural,875.85931,803.90192,South,Blantyre,rural,.02,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,CLEAR / SUNNY,111,29,APRIL,2013,10,24,10,38,"A,B,B1-B8&X",,,,,,,,,,,,,,,,,110,5,MAY,2013,119,7,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,111,8,AUGUST,2013,14,50,15,44,A-X,,,,,,,,,110,10,AUGUST,2013,119,19583,13,AUGUST,2013,914,30,AUGUST,2013,2,2,NO,YES,NO,NO
1,2349-001,2349,304067100059,30406710,South - Rural,rural,1210.3258,1197.0187,South,Chiradzulu,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,MTCHEMA,PARTLY CLOUDY / PARTLY SUNNY,103,20,APRIL,2013,12,13,15,1,A-X,,,,,,,,,,,,,,,,,100,23,APRIL,2013,,,,2013,YES,CLEAR / SUNNY,92,5,AUGUST,2013,8,4,8,10,A-B-X,,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,1,OCTOBER,2013,1,1,NO,YES,YES,NO
1,2349-004,2349,304067100059,30406710,South - Rural,rural,610.66156,1197.0187,South,Blantyre City,urban,32.630001,4,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,4,52,SOCHE WEST,CLEAR / SUNNY,113,28,JULY,2013,11,10,12,39,A TO X,,,,,,,,,,,,,,,,,110,30,JULY,2013,119,22,AUGUST,2013,YES,CLEAR / SUNNY,113,11,OCTOBER,2013,11,20,11,35,"A,B AND X",,,,,,,,,110,17,OCTOBER,2013,119,19652,21,OCTOBER,2013,903,18,DECEMBER,2013,2,2,YES,YES,NO,NO
1,2350-001,2350,305045180075,30504518,South - Rural,rural,789.28485,803.90192,South,Blantyre,rural,27.01,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,PARTLY CLOUDY / PARTLY SUNNY,114,29,APRIL,2013,11,36,11,50,A TO X,,,,,,,,,,,,,,,,,110,7,MAY,2013,119,7,MAY,2013,YES,CLEAR / SUNNY,114,9,AUGUST,2013,9,15,10,26,A-X,,,,,,,,,110,10,AUGUST,2013,119,19583,13,AUGUST,2013,914,30,SEPTEMBER,2013,1,1,NO,YES,NO,NO
1,2351-001,2351,304067100038,30406710,South - Rural,rural,587.62683,1197.0187,South,Chiradzulu,rural,.0099999998,11,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,MCHEMA,COMPLETELY CLOUDY,101,21,APRIL,2013,9,0,11,20,A-X,,,,,,,,,,,,,,,,,100,23,APRIL,2013,109,,,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,101,5,AUGUST,2013,10,15,10,19,B AND X,,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,30,SEPTEMBER,2013,1,1,NO,YES,NO,NO
1,2352-001,2352,305045180116,30504518,South - Rural,rural,796.74847,803.90192,South,Blantyre,rural,.44999999,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,CLEAR / SUNNY,113,29,APRIL,2013,12,20,12,43,"A,B AND X",,,,,,,,,,,,,,,,,110,4,MAY,2013,119,8,MAY,2013,YES,CLEAR / SUNNY,113,9,AUGUST,2013,8,5,10,25,A TO X,,,,,,,,,110,13,AUGUST,2013,119,19584,14,AUGUST,2013,914,3,OCTOBER,2013,2,2,YES,YES,YES,YES
1,2353-001,2353,304067100022,30406710,South - Rural,rural,1210.3258,1197.0187,South,Chiradzulu,rural,.11,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,NCHEMA,PARTLY CLOUDY / PARTLY SUNNY,102,19,APRIL,2013,12,45,16,30,ALL,,,,,,,,,,,,,,,,,100,28,APRIL,2013,109,6,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,102,5,AUGUST,2013,8,0,8,10,"A,B & X",,,,,,,,,60,6,AUGUST,2013,109,19578,8,AUGUST,2013,913,10,OCTOBER,2013,1,1,YES,YES,NO,NO
1,2354-001,2354,305045180033,30504518,South - Rural,rural,403.55942,803.90192,South,Blantyre,rural,.33000001,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,PARTLY CLOUDY / PARTLY SUNNY,114,29,APRIL,2013,13,41,13,52,A B&X,,,,,,,,,,,,,,,,,110,4,MAY,2013,119,7,MAY,2013,YES,CLEAR / SUNNY,114,8,AUGUST,2013,10,51,12,7,A-X,,,,,,,,,110,8,AUGUST,2013,,19582,12,AUGUST,2013,914,30,SEPTEMBER,2013,2,2,NO,YES,NO,NO
1,2355-001,2355,304067100177,30406710,South - Rural,rural,1221.3231,1197.0187,South,Chiradzulu,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,6,MCHEMA,MOSTLY CLEAR / MOSTLY SUNNY,103,22,APRIL,2013,13,16,14,51,A-X,,,,,,,,,,,,,,,,,100,23,APRIL,2013,109,25,APRIL,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,101,5,AUGUST,2013,12,0,12,7,B AND X,,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,2,OCTOBER,2013,2,2,NO,YES,NO,NO
1,2356-001,2356,305045180041,30504518,South - Rural,rural,481.69257,803.90192,South,Blantyre,rural,4.9000001,8,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,4,KUNTHEMBWE,PARTLY CLOUDY / PARTLY SUNNY,113,30,APRIL,2013,14,59,15,17,"A,B AND X",,,,,,,,,,,,,,,,,110,8,MAY,2013,119,8,MAY,2013,YES,CLEAR / SUNNY,113,8,AUGUST,2013,14,50,17,17,A TO X,,,,,,,,,110,13,AUGUST,2013,119,19584,14,AUGUST,2013,909,16,JANUARY,2014,1,1,YES,YES,YES,YES
1,2356-002,2356,305045180041,30504518,South - Rural,rural,437.92966,803.90192,South,Blantyre,rural,3.5599999,3,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,CLEAR / SUNNY,113,29,APRIL,2013,9,10,9,14,"A,B AND X",,,,,,,,,,,,,,,,,110,5,MAY,2013,119,8,MAY,2013,YES,CLEAR / SUNNY,113,8,AUGUST,2013,11,55,13,23,A TO X,,,,,,,,,110,13,AUGUST,2013,119,19584,14,AUGUST,2013,914,3,OCTOBER,2013,2,2,YES,YES,NO,NO
1,2357-002,2357,304067100029,30406710,South - Rural,rural,1210.3258,1197.0187,Central,Nkhotakota,rural,367.60999,1,Panel A - Combined Visit,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,2,,KANYENDA,CLEAR / SUNNY,103,31,OCTOBER,2013,12,1,13,49,A TO X,,,,,,,,,,,,,,,,,,,,2013,119,21,JANUARY,2014,YES,CLEAR / SUNNY,103,31,OCTOBER,2013,12,1,13,49,A TO X,,,,,,,,,40,31,OCTOBER,2013,119,19745,22,JANUARY,2014,903,22,JANUARY,2014,1,1,NO,YES,YES,YES
1,2357-004,2357,304067100029,30406710,South - Rural,rural,597.01105,1197.0187,South,Chiradzulu,rural,.0099999998,6,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,In Same Location,,6,MCHEMA,CLEAR / SUNNY,101,19,APRIL,2013,13,55,16,29,A TO X,,,,,,,,,,,,,,,,,100,23,APRIL,2013,109,26,APRIL,2013,YES,COMPLETELY CLOUDY,92,6,AUGUST,2013,10,12,10,18,ABX,,,,,,,,,60,6,AUGUST,2013,109,19577,7,AUGUST,2013,913,4,OCTOBER,2013,1,1,YES,YES,YES,NO
1,2358-001,2358,305045180175,30504518,South - Rural,rural,820.22443,803.90192,South,Blantyre,rural,.63,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,KUNTHEMBWE,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,112,30,APRIL,2013,13,1,13,9,"A,B,C",,,,,,,,,,,,,,,,,110,6,MAY,2013,119,8,MAY,2013,NO,MOSTLY CLEAR / MOSTLY SUNNY,111,9,AUGUST,2013,13,4,14,46,A-X,,,,,,,,,110,10,AUGUST,2013,119,19618,17,SEPTEMBER,2013,914,3,OCTOBER,2013,2,2,YES,YES,NO,NO
