occ,y2_hhid,PID,qx_type,interview_status,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c08,hh_c09,hh_c11,hh_c12,hh_c13,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
5,2738-001,273800105,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
6,2738-001,273800106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2738-001,273803,PANEL B,Panel B - 2 Visits,8,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,500,1050,0,100,0,0,0,1550
9,2738-001,273802,PANEL B,Panel B - 2 Visits,9,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2005,,,,,,,,,,,,,,,,
10,2738-001,273804,PANEL B,Panel B - 2 Visits,10,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,2738-005,273800501,PANEL B,Panel B - Combined Visit,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1984,,,,,,,,,,,,,,,,
2,2738-005,273800502,PANEL B,Panel B - Combined Visit,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1984,,,,,,,,,,,,,,,,
3,2738-005,273800503,PANEL B,Panel B - Combined Visit,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,2738-005,273800504,PANEL B,Panel B - Combined Visit,4,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,890,0,0,300,0,0,0,1190
5,2738-005,273800505,PANEL B,Panel B - Combined Visit,5,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,2011,,,,,,,,,,,,,,,,
6,2738-005,273800506,PANEL B,Panel B - Combined Visit,6,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,155,750,0,300,0,0,0,1205
7,2738-005,273800507,PANEL B,Panel B - Combined Visit,7,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,0,0,0,300,0,0,0,300
8,2738-005,273800508,PANEL B,Panel B - Combined Visit,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2738-005,273805,PANEL B,Panel B - Combined Visit,9,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,2002,,,,,,,,,,,,,,,,
1,2738-401,273840101,PANEL B,Panel B - Combined Visit,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1974,,,,,,,,,,,,,,,,
2,2738-401,273840102,PANEL B,Panel B - Combined Visit,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2738-401,273801,PANEL B,Panel B - Combined Visit,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,2738-401,273840104,PANEL B,Panel B - Combined Visit,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,2739-001,273901,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1987,,,,,,,,,,,,,,,,
2,2739-001,273902,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1995,,,,,,,,,,,,,,,,
3,2739-001,273903,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,75,600,0,50,0,0,0,725
4,2739-001,273904,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,2739-001,273900105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2740-001,274002,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,3,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,2009,,,,,,,,,,,,,,,,
2,2740-001,274000102,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,3,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2006,,,,,,,,,,,,,,,,
3,2740-001,274001,PANEL B,Panel B - 2 Visits,3,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1965,,,,,,,,,,,,,,,,
4,2740-001,274004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,3,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,1,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,1100,500,0,100,0,0,0,1700
5,2740-001,274005,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,3,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,1,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,1100,500,0,100,0,0,0,1700
6,2740-001,274000106,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,1,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,500,0,0,100,0,0,0,600
1,2740-003,274000301,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1995,,,,,,,,,,,,,,,,
2,2740-003,274000302,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
3,2740-003,274003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2008,,,,,,,,,,,,,,,,
4,2740-003,274000304,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,37,MINUTE,NO,0,0,620,0,0,0,0,0,0,620
5,2740-003,274000305,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,50,0,0,0,0,0,0,50
6,2740-003,274000306,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2740-003,274000307,PANEL B,Panel B - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2741-001,274101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2741-001,274102,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2002,,,,,,,,,,,,,,,,
3,2741-001,274103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,450,800,0,100,0,0,0,1350
4,2741-001,274104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,2741-001,274100105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2741-001,274100106,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
7,2741-001,274100107,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,2008,,,,,,,,,,,,,,,,
1,2742-001,274201,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1996,,,,,,,,,,,,,,,,
2,2742-001,274202,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2742-001,274203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,2742-001,274204,PANEL B,Panel B - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2742-001,274200105,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2743-001,274301,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1967,,,,,,,,,,,,,,,,
2,2743-001,274302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2743-001,274303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 1,PSLC,YES,PRIMARY STANDARD 8,YES,,COMMUNITY DAY (CDSS),BOARDER,,,,NO,15000,0,3000,2500,20000,0,0,0,0,40500
4,2743-001,274300104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,1200,450,0,0,0,0,0,1650
5,2743-001,274300105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,1000,450,0,0,0,0,0,1450
6,2743-001,274300106,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,2744-001,274401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2744-001,274402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1994,,,,,,,,,,,,,,,,
3,2744-001,274403,PANEL B,Panel B - 2 Visits,3,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
4,2744-001,274404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,300,0,550,0,0,200,0,0,0,1050
5,2744-001,274405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,300,0,700,500,0,250,0,0,0,1750
6,2744-001,274400106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2745-001,274501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2745-001,274502,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,2745-003,274503,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1996,,,,,,,,,,,,,,,,
2,2745-003,274500302,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
3,2745-003,274500303,PANEL A,Panel A - 2 Visits,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2746-001,274601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1974,,,,,,,,,,,,,,,,
2,2746-001,274602,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2746-001,274603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 3,YES,,1,DAY SCHOLAR,FOOT,30,MINUTE,YES,0,0,850,0,0,0,0,0,0,850
4,2746-001,274604,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 8,YES,,1,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,1500,750,0,0,0,0,0,2250
5,2746-001,274605,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
6,2746-001,274600106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2746-001,274600107,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
8,2746-001,274600108,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2747-001,274701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
2,2747-001,274702,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2747-001,274703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,YES,0,0,130,500,0,50,0,0,0,680
4,2747-001,274704,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,2747-001,274700105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2748-001,274801,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1945,,,,,,,,,,,,,,,,
2,2748-001,274806,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2748-001,274804,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2009,,,,,,,,,,,,,,,,
4,2748-001,274805,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
5,2748-001,274803,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
6,2748-001,274800106,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,YES,0,0,1000,600,0,100,0,0,0,1700
7,2748-001,274800107,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,YES,0,0,500,0,0,100,0,0,0,600
1,2749-002,274900201,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1961,,,,,,,,,,,,,,,,
2,2749-002,274902,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
3,2749-002,274900203,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,2005,,,,,,,,,,,,,,,,
4,2749-002,274900204,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,0,0,100,0,0,50,0,0,0,150
5,2749-002,274900205,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,2750-001,275001,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1959,,,,,,,,,,,,,,,,
2,2750-001,275002,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1997,,,,,,,,,,,,,,,,
3,2750-001,275003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,250,800,0,0,0,0,0,1050
4,2750-001,275004,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,2750-001,275005,PANEL B,Panel B - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2750-001,275000106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2750-001,275000107,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1992,,,,,,,,,,,,,,,,
8,2750-001,275000108,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2751-001,275101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2751-001,275102,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2001,,,,,,,,,,,,,,,,
3,2751-001,275103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,1,HOUR,NO,0,0,500,0,0,500,0,0,0,1000
4,2751-001,275104,PANEL A,Panel A - 2 Visits,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2751-001,275100105,PANEL A,Panel A - 2 Visits,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2752-001,275201,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,2752-001,275202,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2752-001,275203,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,500,750,0,100,0,0,0,1350
4,2752-001,275204,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,5000,800,0,100,0,0,0,5900
5,2752-001,275205,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,5000,800,0,100,0,0,0,5900
6,2752-001,275200106,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2009,,,,,,,,,,,,,,,,
1,2753-001,275301,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1985,,,,,,,,,,,,,,,,
2,2753-001,275302,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1984,,,,,,,,,,,,,,,,
3,2753-001,275303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1991,,,,,,,,,,,,,,,,
4,2753-001,275304,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2012,,,,,,,0,0,0,900,0,0,0,0,750,1650
5,2753-001,275305,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,800,0,0,0,0,750,1550
6,2753-001,275306,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,800,0,0,0,0,750,1550
7,2753-001,275307,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,700,0,0,0,0,750,1450
8,2753-001,275308,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,700,0,0,0,0,750,1450
9,2753-001,275309,PANEL A,Panel A - 2 Visits,9,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
10,2753-001,275310,PANEL A,Panel A - 2 Visits,10,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2754-001,275401,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,NO,YES,SECONDARY FORM 2,NONE,NO,,NO,1973,,,,,,,,,,,,,,,,
2,2754-001,275402,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,2754-001,275403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2001,,,,,,,,,,,,,,,,
4,2754-001,275405,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,400,1000,0,0,0,300,0,1700
5,2754-001,275406,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,500,1000,0,0,0,300,0,1800
6,2754-001,275400106,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2754-001,275400107,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2006,,,,,,,,,,,,,,,,
1,2754-004,275400401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1984,,,,,,,,,,,,,,,,
2,2754-004,275400402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1993,,,,,,,,,,,,,,,,
3,2754-004,275400403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
4,2754-004,275400404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,2000,800,0,0,0,100,0,2900
5,2754-004,275400405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,100,800,0,0,0,100,0,1000
6,2754-004,275400406,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,100,0,0,0,0,100,0,200
7,2754-004,275400407,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,90,0,0,0,0,100,0,190
8,2754-004,275400408,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
