occ,y2_hhid,qx_type,interview_status,ag_i0b,ag_i01,ag_i01_1,ag_i02a,ag_i02b,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12c,ag_i12_1a,ag_i12_1b,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21c,ag_i21_1a,ag_i21_1b,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i27,ag_i31a,ag_i31b,ag_i31c,ag_i32a,ag_i32b,ag_i32c,ag_i33a,ag_i33b,ag_i33c,ag_i34a,ag_i34b,ag_i34c,ag_i35a,ag_i35b,ag_i35c,ag_i36a,ag_i36b,ag_i36c,ag_i36d,ag_i37a,ag_i37b,ag_i38,ag_i39,ag_i40a,ag_i40b,ag_i40c,ag_i41a,ag_i41b,ag_i42a,ag_i42b
2,2746-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2747-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,2,4,50 KG BAG,SHELLED,19600,N06,4,50 KG BAG,SHELLED,1,,19600,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,7,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2747-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2747-001,PANEL A,Panel A - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2747-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2747-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,PIECE,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2748-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2749-002,PANEL A,Panel A - 2 Visits,PEARL MILLET(MCHEWERE),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,,ROTTING,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,2749-002,PANEL A,Panel A - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2749-002,PANEL A,Panel A - 2 Visits,THERERE/OKRA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NO. 10 PLATE,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,DOES NOT USUALLY STORE
4,2749-002,PANEL A,Panel A - 2 Visits,SORGHUM,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
5,2749-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,1,NO. 10 PLATE,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,2750-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2750-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2750-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2750-001,PANEL B,Panel B - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2751-001,PANEL A,Panel A - 2 Visits,PEARL MILLET(MCHEWERE),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,2751-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,1,KILOGRAM,SHELLED,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2751-001,PANEL A,Panel A - 2 Visits,SORGHUM,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
4,2751-001,PANEL A,Panel A - 2 Visits,COTTON,YES,2,300,KILOGRAM,NOT APPLICABLE,60000,N04,300,KILOGRAM,NOT APPLICABLE,1,,60000,1,,JUNE,2013,3,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2752-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2753-001,PANEL A,Panel A - 2 Visits,COTTON,YES,1,2,50 KG BAG,NOT APPLICABLE,7000,N03,2,50 KG BAG,NOT APPLICABLE,1,,7000,1,2,JULY,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,4,50 KG BAG,NOT APPLICABLE,,THEFT,FLOOD,NO,,,,,,,TO SELL AT A HIGHER PRICE,
2,2753-001,PANEL A,Panel A - 2 Visits,SORGHUM,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,KILOGRAM,SHELLED,0,,,0,,,20,KILOGRAM,SHELLED,25,KILOGRAM,SHELLED,3,50 KG BAG,SHELLED,,FLOOD,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2754-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,YES,2,20,50 KG BAG,SHELLED,1200,N04,20,KILOGRAM,SHELLED,2,,1200,2,,APRIL,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,3,50 KG BAG,SHELLED,,OTHER (SPECIFY),,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2754-001,PANEL B,Panel B - 2 Visits,PEARL MILLET(MCHEWERE),NO,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,SHELLED,0,,,5,KILOGRAM,SHELLED,5,KILOGRAM,SHELLED,2,KILOGRAM,SHELLED,1,50 KG BAG,SHELLED,,INSECTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,2754-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2754-004,PANEL B,Panel B - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,2754-004,PANEL B,Panel B - 2 Visits,COTTON,YES,1,20,KILOGRAM,NOT APPLICABLE,4000,N05,20,KILOGRAM,NOT APPLICABLE,1,2,4000,1,2,JUNE,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2756-002,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2756-002,PANEL B,Panel B - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,UNSHELLED,0,,,,,,YES,CHITANDALA IN HOUSE,40,KILOGRAM,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,2756-002,PANEL B,Panel B - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,4,KILOGRAM,SHELLED,0,,,,,,YES,CHITANDALA IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2757-001,PANEL A,Panel A - 2 Visits,SORGHUM,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2757-001,PANEL A,Panel A - 2 Visits,COTTON,YES,2,7,KILOGRAM,NOT APPLICABLE,1540,N05,7,KILOGRAM,NOT APPLICABLE,1,,1540,1,,JULY,2012,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,2757-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,PIECE,NOT APPLICABLE,0,,,0,,,0,,,1,KILOGRAM,SHELLED,10,PIECE,NOT APPLICABLE,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2758-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2759-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2759-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2760-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,2,50 KG BAG,SHELLED,,FLOOD,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2760-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,2,50 KG BAG,SHELLED,,FLOOD,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2761-001,PANEL A,Panel A - 2 Visits,COTTON,YES,1,15,KILOGRAM,NOT APPLICABLE,3500,N03,15,KILOGRAM,NOT APPLICABLE,1,,3500,1,,MAY,5,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
2,2761-001,PANEL A,Panel A - 2 Visits,RICE FAYA,YES,1,2,50 KG BAG,UNSHELLED,10000,N04,2,50 KG BAG,UNSHELLED,1,,10000,1,,JULY,,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),UNSHELLED,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2763-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2764-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2764-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),YES,1,1,50 KG BAG,NOT APPLICABLE,4000,N05,1,50 KG BAG,NOT APPLICABLE,1,,4000,1,,SEPTEMBER,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,2766-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,1,50 KG BAG,SHELLED,7000,N03,1,50 KG BAG,SHELLED,1,,7000,1,2,SEPTEMBER,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2766-001,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,5,50 KG BAG,NOT APPLICABLE,15000,N02,5,50 KG BAG,NOT APPLICABLE,1,,7000,1,2,MAY,2013,2,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
3,2766-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2767-001,PANEL A,Panel A - 2 Visits,COTTON,YES,1,7,50 KG BAG,NOT APPLICABLE,33000,N03,7,50 KG BAG,SHELLED,1,2,33000,1,2,JUNE,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,2,50 KG BAG,NOT APPLICABLE,,OTHER (SPECIFY),,NO,,,,,,,TO SELL AT A HIGHER PRICE,
2,2767-001,PANEL A,Panel A - 2 Visits,SORGHUM,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50 KG BAG,SHELLED,0,,,0,,,0,,,5,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,75,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,2768-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2768-001,PANEL B,Panel B - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2768-001,PANEL B,Panel B - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2768-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2768-001,PANEL B,Panel B - 2 Visits,TOMATO,YES,1,7,PAIL (SMALL),NOT APPLICABLE,7000,N07,7,PAIL (SMALL),NOT APPLICABLE,1,2,7000,1,2,AUGUST,2013,18,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,.5,PAIL (SMALL),NOT APPLICABLE,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,2770-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2770-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,2770-001,PANEL B,Panel B - 2 Visits,COTTON,YES,1,6,50 KG BAG,NOT APPLICABLE,10000,N07,6,50 KG BAG,NOT APPLICABLE,1,,10000,1,,JUNE,2013,3,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2771-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2772-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2772-001,PANEL B,Panel B - 2 Visits,COTTON,YES,2,2,50 KG BAG,NOT APPLICABLE,19000,N02,20,KILOGRAM,SHELLED,1,2,19000,1,2,AUGUST,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
3,2772-001,PANEL B,Panel B - 2 Visits,TOMATO,YES,2,15,OTHER (SPECIFY),NOT APPLICABLE,3000,N04,15,OTHER (SPECIFY),NOT APPLICABLE,1,2,3000,1,2,JULY,2013,8,ON FOOT,0,NO,,,,,,,,,,,,,,,1,OTHER (SPECIFY),NOT APPLICABLE,0,,,0,,,0,,,4,OTHER (SPECIFY),NOT APPLICABLE,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,2774-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2775-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2775-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,PIECE,NOT APPLICABLE,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,2776-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2776-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
3,2776-001,PANEL B,Panel B - 2 Visits,TOMATO,YES,2,35,OTHER (SPECIFY),NOT APPLICABLE,17500,N12,35,OTHER (SPECIFY),NOT APPLICABLE,1,2,17500,1,2,JULY,2013,10,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
4,2776-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
5,2776-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),YES,2,4,50 KG BAG,NOT APPLICABLE,25000,N13,4,50 KG BAG,NOT APPLICABLE,1,2,25000,1,2,AUGUST,2013,1,OWN BICYCLE OR OXCART,800,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
6,2776-001,PANEL B,Panel B - 2 Visits,COTTON,YES,2,2,BALE,NOT APPLICABLE,30000,N14,2,BALE,NOT APPLICABLE,1,2,30000,1,2,JUNE,2013,1,OWN BICYCLE OR OXCART,1000,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,2778-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2778-003,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,6,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2780-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,2780-001,PANEL B,Panel B - 2 Visits,TOMATO,YES,1,40,OTHER (SPECIFY),NOT APPLICABLE,20000,N05,40,OTHER (SPECIFY),NOT APPLICABLE,1,,20000,1,,MAY,2013,9,BICYCLE TAXI,4000,NO,,,,,,,,,,,,,,,4,OTHER (SPECIFY),NOT APPLICABLE,0,,,0,,,0,,,0,,,6,OTHER (SPECIFY),NOT APPLICABLE,,OTHER (SPECIFY),,NO,,,,,,,DOES NOT USUALLY STORE,
3,2780-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,2782-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,2782-001,PANEL B,Panel B - 2 Visits,PIGEONPEA(NANDOLO),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,YES,HEAPED IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
3,2782-001,PANEL B,Panel B - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,2782-001,PANEL B,Panel B - 2 Visits,TOMATO,YES,1,20,OTHER (SPECIFY),NOT APPLICABLE,10000,N05,20,OTHER (SPECIFY),NOT APPLICABLE,1,,10000,1,2,AUGUST,2013,14,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
5,2782-001,PANEL B,Panel B - 2 Visits,PAPRIKA,YES,1,1,50 KG BAG,NOT APPLICABLE,12000,N06,1,50 KG BAG,NOT APPLICABLE,1,,12000,1,2,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,5,KILOGRAM,NOT APPLICABLE,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,2783-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,3,50 KG BAG,SHELLED,,THEFT,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,2784-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
