occ,y2_hhid,qx_type,interview_status,ag_nr00,ag_nr02,ag_nr03
5,2724-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,NEAR THE VILLAGE
6,2724-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,2724-001,PANEL B,Panel B - 2 Visits,N07,RELATIVE,WITHIN THE VILLAGE
8,2724-001,PANEL B,Panel B - 2 Visits,N08,MOBILE MARKET,WITHIN THE VILLAGE
1,2725-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2725-001,PANEL A,Panel A - 2 Visits,N02,,
3,2725-001,PANEL A,Panel A - 2 Visits,N03,,
4,2725-001,PANEL A,Panel A - 2 Visits,N04,VDC MEMBER,NEAR THE VILLAGE
5,2725-001,PANEL A,Panel A - 2 Visits,N05,GOVERNMENT AGENCY,NEAR THE DISTRICT/URBAN CENTER
6,2725-001,PANEL A,Panel A - 2 Visits,N06,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,2726-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
2,2726-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2726-001,PANEL B,Panel B - 2 Visits,N03,ROADSIDE,NEAR THE TOWN
4,2726-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2727-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,2727-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2727-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,2727-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,2727-001,PANEL A,Panel A - 2 Visits,N05,PRIVATE TRADER IN LOCAL MARKET,NEAR THE TOWN
6,2727-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,NEAR THE VILLAGE
7,2727-001,PANEL A,Panel A - 2 Visits,N07,RELATIVE,NEAR THE VILLAGE
8,2727-001,PANEL A,Panel A - 2 Visits,N08,MAIN MARKET,NEAR THE TOWN
1,2728-003,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,2728-003,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
1,2728-004,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,2728-004,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,2729-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2729-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,2729-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
4,2729-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
5,2729-001,PANEL A,Panel A - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
6,2729-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,2729-001,PANEL A,Panel A - 2 Visits,N07,RELATIVE,WITHIN THE VILLAGE
8,2729-001,PANEL A,Panel A - 2 Visits,N08,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,2730-001,PANEL B,Panel B - 2 Visits,,,
1,2731-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
1,2732-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
2,2732-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2732-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,2732-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,NEAR THE VILLAGE
5,2732-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
1,2733-001,PANEL A,Panel A - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE VILLAGE
2,2733-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,2733-001,PANEL A,Panel A - 2 Visits,N03,GOVERNMENT AGENCY,NEAR THE VILLAGE
1,2735-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MERCHANT/GROCERY,NEAR THE TOWN
2,2735-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE TOWN
3,2735-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,2735-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2735-004,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,NEAR THE DISTRICT/URBAN CENTER
2,2735-004,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,2735-004,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2735-004,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE TOWN
5,2735-004,PANEL A,Panel A - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2735-004,PANEL A,Panel A - 2 Visits,N06,MOBILE MARKET,WITHIN THE VILLAGE
7,2735-004,PANEL A,Panel A - 2 Visits,N07,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
8,2735-004,PANEL A,Panel A - 2 Visits,N08,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,2737-001,PANEL A,Panel A - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE VILLAGE
2,2737-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
3,2737-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE TOWN
4,2737-001,PANEL A,Panel A - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
5,2737-001,PANEL A,Panel A - 2 Visits,N05,NGO,NEAR THE VILLAGE
1,2738-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,NEAR THE VILLAGE
2,2738-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2738-001,PANEL B,Panel B - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
4,2738-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,2738-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2738-001,PANEL B,Panel B - 2 Visits,N06,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2738-005,PANEL B,Panel B - Combined Visit,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2738-005,PANEL B,Panel B - Combined Visit,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,2738-005,PANEL B,Panel B - Combined Visit,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,2738-005,PANEL B,Panel B - Combined Visit,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,2738-005,PANEL B,Panel B - Combined Visit,N05,MOBILE MARKET,WITHIN THE VILLAGE
6,2738-005,PANEL B,Panel B - Combined Visit,N06,RELATIVE,WITHIN THE VILLAGE
1,2738-401,PANEL B,Panel B - Combined Visit,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2738-401,PANEL B,Panel B - Combined Visit,N02,MOBILE MARKET,WITHIN THE VILLAGE
3,2738-401,PANEL B,Panel B - Combined Visit,N03,SAVINGS & CREDIT COOPERATIVE,WITHIN THE VILLAGE
4,2738-401,PANEL B,Panel B - Combined Visit,N04,LOCAL MARKET,NEAR THE VILLAGE
5,2738-401,PANEL B,Panel B - Combined Visit,N05,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2739-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE TOWN
2,2739-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
3,2739-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MERCHANT/GROCERY,WITHIN THE VILLAGE
4,2739-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,2740-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
2,2740-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,2740-003,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
2,2740-003,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,2741-001,PANEL A,Panel A - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
2,2741-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,2741-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
4,2741-001,PANEL A,Panel A - 2 Visits,N04,RELATIVE,NEAR THE VILLAGE
5,2741-001,PANEL A,Panel A - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2742-001,PANEL B,Panel B - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
2,2742-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2742-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2743-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
2,2743-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,2743-001,PANEL A,Panel A - 2 Visits,N03,VILLAGE HEADMAN,NEAR THE VILLAGE
4,2743-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
5,2743-001,PANEL A,Panel A - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2743-001,PANEL A,Panel A - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,2743-001,PANEL A,Panel A - 2 Visits,N07,RELATIVE,WITHIN THE VILLAGE
1,2744-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
2,2744-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2744-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,2744-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,2745-001,PANEL A,Panel A - 2 Visits,,,
1,2745-003,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
2,2745-003,PANEL A,Panel A - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
3,2745-003,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,2746-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,2747-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,2747-001,PANEL A,Panel A - 2 Visits,N02,MAIN MARKET,NEAR THE TOWN
3,2747-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
4,2747-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,2747-001,PANEL A,Panel A - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,2747-001,PANEL A,Panel A - 2 Visits,N06,MOBILE MARKET,WITHIN THE VILLAGE
7,2747-001,PANEL A,Panel A - 2 Visits,N07,RELATIVE,WITHIN THE VILLAGE
1,2748-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
1,2749-002,PANEL A,Panel A - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
1,2750-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MERCHANT/GROCERY,NEAR THE VILLAGE
2,2750-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MERCHANT/GROCERY,NEAR THE VILLAGE
3,2750-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,2750-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
5,2750-001,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,NEAR THE VILLAGE
6,2750-001,PANEL B,Panel B - 2 Visits,N06,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
7,2750-001,PANEL B,Panel B - 2 Visits,N07,LOCAL MARKET,NEAR THE VILLAGE
8,2750-001,PANEL B,Panel B - 2 Visits,N08,RELATIVE,NEAR THE VILLAGE
9,2750-001,PANEL B,Panel B - 2 Visits,N09,FRIEND/NEIGHBOR,NEAR THE VILLAGE
10,2750-001,PANEL B,Panel B - 2 Visits,N10,MOBILE MARKET,NEAR THE VILLAGE
11,2750-001,PANEL B,Panel B - 2 Visits,N11,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2751-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,NEAR THE VILLAGE
2,2751-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
3,2751-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2751-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,2752-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2752-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2752-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,2752-001,PANEL B,Panel B - 2 Visits,N04,VILLAGE OPEN FORUM,NEAR THE VILLAGE
5,2752-001,PANEL B,Panel B - 2 Visits,N05,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
6,2752-001,PANEL B,Panel B - 2 Visits,N06,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
7,2752-001,PANEL B,Panel B - 2 Visits,N07,MOBILE MARKET,WITHIN THE VILLAGE
8,2752-001,PANEL B,Panel B - 2 Visits,N08,RELATIVE,WITHIN THE VILLAGE
9,2752-001,PANEL B,Panel B - 2 Visits,N09,RELATIVE,WITHIN THE VILLAGE
10,2752-001,PANEL B,Panel B - 2 Visits,N10,LOCAL MARKET,NEAR THE TOWN
1,2753-001,PANEL A,Panel A - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,2753-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,2753-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
1,2754-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2754-001,PANEL B,Panel B - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,2754-001,PANEL B,Panel B - 2 Visits,N03,RELIGIOUS GROUP/INSTITUTION,NEAR THE DISTRICT/URBAN CENTER
4,2754-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
5,2754-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
1,2754-004,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
2,2754-004,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2754-004,PANEL B,Panel B - 2 Visits,N03,VILLAGE HEADMAN,WITHIN THE VILLAGE
4,2754-004,PANEL B,Panel B - 2 Visits,N04,GOVERNMENT AGENCY,NEAR THE VILLAGE
5,2754-004,PANEL B,Panel B - 2 Visits,N05,MOBILE MARKET,NEAR THE VILLAGE
6,2754-004,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
1,2756-002,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,2756-002,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2756-002,PANEL B,Panel B - 2 Visits,N03,DISTRICT VETERINARY,OUTSIDE THE DISTRICT
4,2756-002,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2757-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2757-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2757-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE TOWN
4,2757-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
5,2757-001,PANEL A,Panel A - 2 Visits,N05,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
1,2758-001,PANEL B,Panel B - 2 Visits,,,
1,2759-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
1,2759-003,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,2760-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2760-001,PANEL B,Panel B - 2 Visits,N02,MAIN MARKET,NEAR THE TOWN
1,2761-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE TOWN
2,2761-001,PANEL A,Panel A - 2 Visits,N02,MAIN MARKET,NEAR THE VILLAGE
3,2761-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
4,2761-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
1,2763-001,PANEL A,Panel A - 2 Visits,,,
1,2764-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2764-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,2764-001,PANEL B,Panel B - 2 Visits,N03,NGO,WITHIN THE VILLAGE
4,2764-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
5,2764-001,PANEL B,Panel B - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
6,2764-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
1,2766-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
2,2766-001,PANEL B,Panel B - 2 Visits,N02,MAIN FARM/PLOT,NEAR THE VILLAGE
3,2766-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,2767-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2767-001,PANEL A,Panel A - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,2767-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,WITHIN THE VILLAGE
4,2767-001,PANEL A,Panel A - 2 Visits,N04,ROADSIDE,NEAR THE VILLAGE
1,2768-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2768-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,2768-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MERCHANT/GROCERY,WITHIN THE VILLAGE
4,2768-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,NEAR THE TOWN
5,2768-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2768-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,2768-001,PANEL B,Panel B - 2 Visits,N07,MOBILE MARKET,NEAR THE VILLAGE
1,2770-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2770-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,2770-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,2770-001,PANEL B,Panel B - 2 Visits,N04,COMMERCIAL BANK,NEAR THE VILLAGE
5,2770-001,PANEL B,Panel B - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2770-001,PANEL B,Panel B - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
7,2770-001,PANEL B,Panel B - 2 Visits,N07,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
8,2770-001,PANEL B,Panel B - 2 Visits,N08,FRIEND/NEIGHBOR,NEAR THE VILLAGE
9,2770-001,PANEL B,Panel B - 2 Visits,N09,RELATIVE,WITHIN THE VILLAGE
10,2770-001,PANEL B,Panel B - 2 Visits,N10,MOBILE MARKET,WITHIN THE VILLAGE
1,2771-001,PANEL A,Panel A - 2 Visits,,,
1,2772-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2772-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,2772-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2772-001,PANEL B,Panel B - 2 Visits,N04,LOCAL MARKET,NEAR THE VILLAGE
1,2774-001,PANEL B,Panel B - 2 Visits,,,
1,2775-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2775-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2775-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,2776-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2776-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,2776-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,2776-001,PANEL B,Panel B - 2 Visits,N04,PARASTATAL ORGANIZATION,NEAR THE TOWN
5,2776-001,PANEL B,Panel B - 2 Visits,N05,FRIEND/NEIGHBOR,NEAR THE VILLAGE
6,2776-001,PANEL B,Panel B - 2 Visits,N06,PARASTATAL ORGANIZATION,NEAR THE TOWN
7,2776-001,PANEL B,Panel B - 2 Visits,N07,NGO,NEAR THE VILLAGE
8,2776-001,PANEL B,Panel B - 2 Visits,N08,FRIEND/NEIGHBOR,NEAR THE VILLAGE
9,2776-001,PANEL B,Panel B - 2 Visits,N09,RELATIVE,WITHIN THE VILLAGE
10,2776-001,PANEL B,Panel B - 2 Visits,N10,RELATIVE,WITHIN THE VILLAGE
11,2776-001,PANEL B,Panel B - 2 Visits,N11,RELATIVE,WITHIN THE VILLAGE
12,2776-001,PANEL B,Panel B - 2 Visits,N12,MOBILE MARKET,WITHIN THE VILLAGE
13,2776-001,PANEL B,Panel B - 2 Visits,N13,NGO,WITHIN THE VILLAGE
14,2776-001,PANEL B,Panel B - 2 Visits,N14,NGO,NEAR THE VILLAGE
1,2778-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,2778-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,2778-003,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
2,2778-003,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,WITHIN THE VILLAGE
1,2780-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,2780-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,2780-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
4,2780-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,2780-001,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,NEAR THE VILLAGE
1,2782-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,2782-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,2782-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE TOWN
4,2782-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
5,2782-001,PANEL B,Panel B - 2 Visits,N05,LOCAL MARKET,WITHIN THE VILLAGE
6,2782-001,PANEL B,Panel B - 2 Visits,N06,FARMER BASED CLUB/ASSOCIATION,NEAR THE TOWN
7,2782-001,PANEL B,Panel B - 2 Visits,N07,FRIEND/NEIGHBOR,NEAR THE VILLAGE
8,2782-001,PANEL B,Panel B - 2 Visits,N08,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,2783-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,2783-001,PANEL A,Panel A - 2 Visits,N02,ROADSIDE,NEAR THE VILLAGE
1,2784-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2784-001,PANEL B,Panel B - 2 Visits,N02,NGO,NEAR THE VILLAGE
1,2785-001,PANEL A,Panel A - 2 Visits,N01,MOBILE MARKET,WITHIN THE VILLAGE
1,2786-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE OPEN FORUM,WITHIN THE VILLAGE
2,2786-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,2786-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,NEAR THE TOWN
1,2787-002,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,2787-002,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,2787-002,PANEL A,Panel A - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,2787-002,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
5,2787-002,PANEL A,Panel A - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
6,2787-002,PANEL A,Panel A - 2 Visits,N06,RELATIVE,WITHIN THE VILLAGE
