HHID,case_id,qx_type,visit,ea_id,ag_h0b,ag_h0b_os,ag_h01a,ag_h01b,ag_h01b_os,ag_h02,ag_h03,ag_h04,ag_h15,ag_h16a,ag_h16b,ag_h16b_os,ag_h17,ag_h17_os,ag_h18,ag_h19,ag_h20,ag_h21,ag_h22,ag_h23,ag_h24,ag_h25,ag_h26a,ag_h26b,ag_h26b_os,ag_h27,ag_h27_os,ag_h28,ag_h29,ag_h30,ag_h31,ag_h32,ag_h33,ag_h34,ag_h35,ag_h36a,ag_h36b,ag_h36b_os,ag_h37,ag_h38a,ag_h38b,ag_h38b_os,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_os,ag_h43,ag_h43_os
2749,310013330208,Panel A,1,31001333,SORGHUM,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Kilogram,,N02,,0,No,,,,Improved variety is too expensive,
2749,310013330208,Panel A,1,31001333,PEARL MILLET(MCHEWERE),,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Kilogram,,N02,,0,No,,,,Improved variety is too expensive,
2731,310013330215,Panel A,1,31001333,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2731,310013330215,Panel A,1,31001333,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2731,310013330215,Panel A,1,31001333,THERERE/OKRA,,100,Gram,,"Yes, the figures matched",No,Yes,N01,100,Gram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2731,310013330215,Panel A,1,31001333,PEARL MILLET(MCHEWERE),,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2747,310013330233,Panel A,1,31001333,NKHWANI,,200,Gram,,"Yes, the figures matched",No,Yes,N03,200,Gram,,Own Bicycle or Oxcart,,0,20,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2747,310013330233,Panel A,1,31001333,BEANS,,500,Gram,,"Yes, the figures matched",No,Yes,N03,500,Gram,,Own Bicycle or Oxcart,,0,100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2747,310013330233,Panel A,1,31001333,PEARL MILLET(MCHEWERE),,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N04,,0,No,,,,Improved variety is too expensive,
2747,310013330233,Panel A,1,31001333,COTTON,,15,Kilogram,,"Yes, the figures matched",No,Yes,N02,15,Kilogram,,Own Bicycle or Oxcart,,0,300,Received on credit,0,300,N02,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2747,310013330233,Panel A,1,31001333,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N04,,0,No,,,,Improved variety is too expensive,
2747,310013330233,Panel A,1,31001333,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,Own Bicycle or Oxcart,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2729,310013330243,Panel A,1,31001333,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N05,,0,No,,,,Advice from fellow farmer,
2729,310013330243,Panel A,1,31001333,MAIZE LOCAL,,50,Kilogram,,"Yes, the figures matched",No,Yes,N04,50,Kilogram,,Own Bicycle or Oxcart,,0,850,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2729,310013330243,Panel A,1,31001333,PEARL MILLET(MCHEWERE),,25,Kilogram,,"Yes, the figures matched",No,Yes,N04,25,Kilogram,,Own Bicycle or Oxcart,,0,225,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2729,310013330243,Panel A,1,31001333,COTTON,,30,Kilogram,,"Yes, the figures matched",No,Yes,N03,30,Kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2739,310013330244,Panel A,1,31001333,THERERE/OKRA,,50,Gram,,"Yes, the figures matched",No,Yes,N02,50,Gram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2739,310013330244,Panel A,1,31001333,OTHER (SPECIFY),CUCUMBER,200,Gram,,"Yes, the figures matched",No,Yes,N02,200,Gram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2739,310013330244,Panel A,1,31001333,SORGHUM,,3,Kilogram,,"Yes, the figures matched",No,Yes,N02,3,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2739,310013330244,Panel A,1,31001333,NKHWANI,,50,Gram,,"Yes, the figures matched",No,Yes,N02,50,Gram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2739,310013330244,Panel A,1,31001333,SWEET POTATO,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2739,310013330244,Panel A,1,31001333,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,Yes,N02,10,Kilogram,,On Foot,,0,660,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2739,310013330244,Panel A,1,31001333,COTTON,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2686,310017490008,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,10,Kilogram,,"Yes, the figures matched",No,Yes,N04,10,Kilogram,,Own Bicycle or Oxcart,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2686,310017490008,Panel B,1,31001749,COTTON,,12,Kilogram,,"Yes, the figures matched",No,Yes,N03,12,Kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2686,310017490008,Panel B,1,31001749,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from fellow farmer,
2686,310017490008,Panel B,1,31001749,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N04,5,Kilogram,,Own Bicycle or Oxcart,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2670,310017490018,Panel B,1,31001749,COTTON,,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,On Foot,,0,700,Received on credit,0,700,N01,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2670,310017490018,Panel B,1,31001749,PEA,,1,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,Kilogram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2670,310017490018,Panel B,1,31001749,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2670,310017490018,Panel B,1,31001749,MAIZE HYBRID,,6,Kilogram,,"Yes, the figures matched",No,Yes,N02,6,Kilogram,,On Foot,,0,1075,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2670,310017490018,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
2692,310017490028,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,50,Kilogram,,"Yes, the figures matched",No,Yes,N04,50,Kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2692,310017490028,Panel B,1,31001749,OTHER (SPECIFY),KAPILE,10,Kilogram,,"Yes, the figures matched",No,Yes,N04,10,Kilogram,,Own Bicycle or Oxcart,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2688,310017490049,Panel B,1,31001749,COTTON,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2688,310017490049,Panel B,1,31001749,NKHWANI,,500,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,500,Gram,,Improved variety is too expensive,
2688,310017490049,Panel B,1,31001749,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Improved variety is too expensive,
2688,310017490049,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Improved variety is too expensive,
2668,310017490059,Panel B,1,31001749,SORGHUM,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Kilogram,,N05,,0,No,,,,Advice from fellow farmer,
2668,310017490059,Panel B,1,31001749,COTTON,,8,Kilogram,,"Yes, the figures matched",No,Yes,N03,8,Kilogram,,Own Bicycle or Oxcart,,0,800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2668,310017490059,Panel B,1,31001749,MAIZE HYBRID,,3,Kilogram,,"Yes, the figures matched",No,Yes,N04,3,Kilogram,,Own Bicycle or Oxcart,,0,2250,"Part own-savings, part on credit",0,2250,N04,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2690,310017490069,Panel B,1,31001749,COTTON,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2690,310017490069,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2680,310017490090,Panel B,1,31001749,SORGHUM,,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,Own Bicycle or Oxcart,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2680,310017490090,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,Own Bicycle or Oxcart,,0,230,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2672,310017490100,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,Own Bicycle or Oxcart,,0,450,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2672,310017490100,Panel B,1,31001749,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,Own Bicycle or Oxcart,,0,750,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2672,310017490100,Panel B,1,31001749,BEANS,,4,Kilogram,,"Yes, the figures matched",No,Yes,N01,4,Kilogram,,Own Bicycle or Oxcart,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2684,310017490110,Panel B,1,31001749,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,Yes,N01,15,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2684,310017490110,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,20,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2684,310017490110,Panel B,1,31001749,SORGHUM,,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,20,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2684,310017490110,Panel B,1,31001749,OTHER (SPECIFY),KAWALA,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,20,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2682,310017490130,Panel B,1,31001749,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,Own Bicycle or Oxcart,,0,450,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2682,310017490130,Panel B,1,31001749,COTTON,,12,Kilogram,,"Yes, the figures matched",No,Yes,N01,12,Kilogram,,Own Bicycle or Oxcart,,0,550,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2674,310017490140,Panel B,1,31001749,NKHWANI,,500,Gram,,"Yes, the figures matched",No,Yes,N01,500,Gram,,On Foot,,0,50,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2674,310017490140,Panel B,1,31001749,COTTON,,6,Kilogram,,"Yes, the figures matched",No,Yes,N02,6,Gram,,On Foot,,0,720,"Part own-savings, part on credit",0,1200,N02,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2674,310017490140,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2678,310017490151,Panel B,1,31001749,SORGHUM,,2,Kilogram,,"Yes, the figures matched",No,Yes,N01,2,Kilogram,,Own Bicycle or Oxcart,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2678,310017490151,Panel B,1,31001749,MAIZE HYBRID,,4,Kilogram,,"Yes, the figures matched",No,Yes,N02,4,Kilogram,,Own Bicycle or Oxcart,,0,1400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2678,310017490151,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,3,Kilogram,,"Yes, the figures matched",No,Yes,N01,3,Kilogram,,Own Bicycle or Oxcart,,0,260,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2678,310017490151,Panel B,1,31001749,NKHWANI,,500,Gram,,"Yes, the figures matched",No,Yes,N01,500,Gram,,Own Bicycle or Oxcart,,0,100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2662,310017490171,Panel B,1,31001749,SORGHUM,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,8,Kilogram,,N01,,0,No,,,,Improved variety is too expensive,
2662,310017490171,Panel B,1,31001749,BEANS,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Kilogram,,N01,,0,No,,,,Improved variety is too expensive,
2662,310017490171,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,8,Kilogram,,N01,,0,No,,,,Improved variety is too expensive,
2666,310017490181,Panel B,1,31001749,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2666,310017490181,Panel B,1,31001749,NKHWANI,,500,Gram,,"Yes, the figures matched",No,Yes,N01,500,Gram,,On Foot,,0,100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2666,310017490181,Panel B,1,31001749,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
2666,310017490181,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,On Foot,,0,750,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
2664,310017490191,Panel B,1,31001749,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2664,310017490191,Panel B,1,31001749,PEA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Improved variety is too expensive,
2664,310017490191,Panel B,1,31001749,SORGHUM,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
2676,310017490212,Panel B,1,31001749,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,1300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2676,310017490212,Panel B,1,31001749,BEANS,,5,Kilogram,,"Yes, the figures matched",No,Yes,N01,5,Kilogram,,On Foot,,0,250,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2676,310017490212,Panel B,1,31001749,PEARL MILLET(MCHEWERE),,15,Kilogram,,"Yes, the figures matched",No,Yes,N01,15,Kilogram,,On Foot,,0,900,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2753,310021690014,Panel A,1,31002169,COTTON,,50,Kilogram,,"Yes, the figures matched",No,Yes,N01,50,Kilogram,,Bicycle Taxi,,150,1800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2753,310021690014,Panel A,1,31002169,SORGHUM,,35,Kilogram,,"Yes, the figures matched",No,Yes,N02,35,Kilogram,,On Foot,,0,700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2753,310021690014,Panel A,1,31002169,MAIZE LOCAL,,35,Kilogram,,"Yes, the figures matched",No,Yes,N02,35,Kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2759,310021690116,Panel A,1,31002169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,310021690118,Panel A,1,31002169,SORGHUM,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,2,Kilogram,,On Foot,,0,530,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2761,310021690125,Panel A,1,31002169,COTTON,,4,Kilogram,,"Yes, the figures matched",No,Yes,N01,4,Kilogram,,On Foot,,0,950,Received on credit,0,950,N01,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2761,310021690125,Panel A,1,31002169,SORGHUM,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2761,310021690125,Panel A,1,31002169,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Advice from fellow farmer,
2777,310021690162,Panel A,1,31002169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,310021690165,Panel A,1,31002169,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2771,310021690165,Panel A,1,31002169,SORGHUM,,2,Kilogram,,"Yes, the figures matched",No,Yes,N04,2,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2783,310021690231,Panel A,1,31002169,SORGHUM,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,25,Kilogram,,On Foot,,0,120,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2783,310021690231,Panel A,1,31002169,MAIZE HYBRID,,2,Kilogram,,"Yes, the figures matched",No,Yes,N02,25,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2720,310043120006,Panel B,1,31004312,MAIZE HYBRID RECYCLED,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2720,310043120006,Panel B,1,31004312,PIGEONPEA(NANDOLO),,2,Kilogram,,"Yes, the figures matched",No,Yes,N03,2,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
2702,310043120011,Panel B,1,31004312,PIGEONPEA(NANDOLO),,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
2702,310043120011,Panel B,1,31004312,GROUNDNUT CG7,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
2702,310043120011,Panel B,1,31004312,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,15,Kilogram,,N01,,0,No,,,,Preference for traditional variety,
2708,310043120017,Panel B,1,31004312,PIGEONPEA(NANDOLO),,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
2708,310043120017,Panel B,1,31004312,MAIZE LOCAL,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Improved variety is too expensive,
2706,310043120023,Panel B,1,31004312,PIGEONPEA(NANDOLO),,24,Kilogram,,"Yes, the figures matched",No,Yes,N05,24,Kilogram,,On Foot,,0,2160,"Paid in full, with own-savings",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2706,310043120023,Panel B,1,31004312,MAIZE HYBRID,,29,Kilogram,,"Yes, the figures matched",No,Yes,N05,29,Kilogram,,On Foot,,0,7500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
2710,310043120029,Panel B,1,31004312,PIGEONPEA(NANDOLO),,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
2710,310043120029,Panel B,1,31004312,SWEET POTATO,,40,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,40,Kilogram,,Preference for traditional variety,
2710,310043120029,Panel B,1,31004312,GROUNDNUT CHALIMBANA,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
2710,310043120029,Panel B,1,31004312,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
2722,310043120040,Panel B,1,31004312,MAIZE LOCAL,,22,Kilogram,,"Yes, the figures matched",No,Yes,N01,22,Kilogram,,On Foot,,0,450,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
