HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c07a,hh_c07a_os,hh_c07b,hh_c07b_os,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c14_os,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c21,hh_c21_os,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
3057,314431080018,Panel A,1,305707,7,31443108,7,,Another HH Member,2,Yes,Yes,Yes,,,,,std7,None,6,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,3080
3057,314431080018,Panel A,1,305708,8,31443108,8,,Another HH Member,2,Yes,No,Yes,,,,,std3,None,7,No,,No,"Not interested, lazy",,2007,,,,,,,,,,,,,,,,,,
3057,314431080018,Panel A,1,305709,9,31443108,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,314431080030,Panel A,1,304901,1,31443108,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,JCE,6,No,,No,No money for fees/ uniform,,1996,,,,,,,,,,,,,,,,,,
3049,314431080030,Panel A,1,304902,2,31443108,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,JCE,5,No,,No,"Not interested, lazy",,2004,,,,,,,,,,,,,,,,,,
3049,314431080030,Panel A,1,304903,3,31443108,3,,Another HH Member,1,Yes,No,Yes,,,,,std3,None,5,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,5,Minute,No,,,0,0,0,700,0,0,0,0,0,700
3041,314431080042,Panel A,1,304101,1,31443108,1,,Self-reported,,Yes,No,Yes,,,,,form2,PSLC,8,No,,No,Married/became pregnant,,2009,,,,,,,,,,,,,,,,,,
3041,314431080042,Panel A,1,304102,2,31443108,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,MSCE,8,No,,No,Found work,,2002,,,,,,,,,,,,,,,,,,
3041,314431080042,Panel A,1,304103,3,31443108,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,314431080052,Panel A,1,305101,1,31443108,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,No money for fees/ uniform,,2004,,,,,,,,,,,,,,,,,,
3051,314431080052,Panel A,1,305102,2,31443108,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,JCE,5,No,,No,Illness or disability,,2002,,,,,,,,,,,,,,,,,,
3051,314431080052,Panel A,1,305103,3,31443108,3,,Another HH Member,2,No,No,Yes,,,,,std2,None,5,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,1100
3051,314431080052,Panel A,1,305104,4,31443108,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,314431080052,Panel A,1,305105,5,31443108,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,314431080088,Panel A,1,306101,1,31443108,1,,Another HH Member,2,Yes,No,Yes,,,,,std3,None,7,No,,No,No money for fees/ uniform,,1986,,,,,,,,,,,,,,,,,,
3061,314431080088,Panel A,1,306102,2,31443108,2,,Self-reported,,Yes,No,Yes,,,,,std5,None,6,No,,No,No money for fees/ uniform,,1993,,,,,,,,,,,,,,,,,,
3061,314431080088,Panel A,1,306103,3,31443108,3,,Another HH Member,2,Yes,Yes,Yes,,,,,std7,None,6,Yes,std6,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,2500
3061,314431080088,Panel A,1,306104,4,31443108,4,,Another HH Member,2,Yes,Yes,Yes,,,,,std6,None,6,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,2500
3061,314431080088,Panel A,1,306105,5,31443108,5,,Another HH Member,2,Yes,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,1500
3061,314431080088,Panel A,1,306106,6,31443108,6,,Another HH Member,2,No,No,Yes,,,,,std1,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,1000
3061,314431080088,Panel A,1,306107,7,31443108,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,314431080088,Panel A,1,306108,8,31443108,8,,Another HH Member,2,Yes,Yes,Yes,,,,,form2,JCE,6,No,,No,No money for fees/ uniform,,2008,,,,,,,,,,,,,,,,,,
3053,314431080099,Panel A,1,305301,1,31443108,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,Found work,,1993,,,,,,,,,,,,,,,,,,
3053,314431080099,Panel A,1,305302,2,31443108,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,6,Yes,std1,Yes,,,,Training college,Day scholar,Foot,40,Minute,Yes,No money for necessary expenses,,999999,999999,999999,999999,999999,999999,999999,999999,999999,300000
3053,314431080099,Panel A,1,305303,3,31443108,3,,Another HH Member,2,Yes,Yes,Yes,,,,,std8,None,5,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,30000
3053,314431080099,Panel A,1,305304,4,31443108,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,314431080099,Panel A,1,305305,5,31443108,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,314431080106,Panel A,1,304701,1,31443108,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form3,JCE,7,No,,No,"Not interested, lazy",,1990,,,,,,,,,,,,,,,,,,
3047,314431080106,Panel A,1,304702,2,31443108,2,,Self-reported,,Yes,No,Yes,,,,,std8,None,4,No,,No,Married/became pregnant,,2003,,,,,,,,,,,,,,,,,,
3047,314431080106,Panel A,1,304703,3,31443108,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,314431080106,Panel A,1,304704,4,31443108,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,314431080106,Panel A,1,304705,5,31443108,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,314431080115,Panel A,1,307101,1,31443108,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form2,JCE,6,No,,No,Acquired all education wanted,,1993,,,,,,,,,,,,,,,,,,
3071,314431080115,Panel A,1,307102,2,31443108,2,,Self-reported,,Yes,Yes,Yes,,,,,form1,PSLC,7,No,,No,Married/became pregnant,,1999,,,,,,,,,,,,,,,,,,
3071,314431080115,Panel A,1,307103,3,31443108,3,,Another HH Member,2,No,No,Yes,,,,,std1,None,6,Yes,Nursery/Pre school,Yes,,,,Pvt/Non religious,Day scholar,Foot,2,Minute,No,,,1200,0,0,0,0,0,0,0,0,1200
3071,314431080115,Panel A,1,307104,4,31443108,4,,Another HH Member,2,No,No,Yes,,,,,std1,None,5,Yes,Nursery/Pre school,Yes,,,,Pvt/Non religious,Day scholar,Foot,2,Minute,No,,,1200,0,0,0,0,0,0,0,0,1200
3043,314431080137,Panel A,1,304301,1,31443108,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,Found work,,1998,,,,,,,,,,,,,,,,,,
3043,314431080137,Panel A,1,304302,2,31443108,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,Married/became pregnant,,2007,,,,,,,,,,,,,,,,,,
3043,314431080137,Panel A,1,304303,3,31443108,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,314431080143,Panel A,1,306301,1,31443108,1,,Self-reported,,Yes,Yes,Yes,,,,,univ 3,Non-Univ Diploma,6,Yes,univ 3,Yes,,,,Other tertiary,Day scholar,Bus/Minibus,1.5,Hour,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,320000
3063,314431080143,Panel A,1,306302,2,31443108,2,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,314431080143,Panel A,1,306303,3,31443108,3,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,MSCE,6,Yes,form4,Yes,,,,Gvt(Conventional),Boarder,,,,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,120000
3063,314431080143,Panel A,1,306304,4,31443108,4,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,PSLC,6,Yes,form1,Yes,,,,Other secondary,Day scholar,Foot,1,Hour,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,80000
3063,314431080143,Panel A,1,306305,5,31443108,5,,Another HH Member,1,No,No,Yes,,,,,std6,None,8,No,,No,"Not interested, lazy",,2008,,,,,,,,,,,,,,,,,,
3059,314431080159,Panel A,1,305901,1,31443108,1,,Self-reported,,Yes,No,Yes,,,,,std6,None,10,No,,No,No money for fees/ uniform,,1991,,,,,,,,,,,,,,,,,,
3059,314431080159,Panel A,1,305902,2,31443108,2,,Another HH Member,1,Yes,No,Yes,,,,,std8,None,10,No,,No,No money for fees/ uniform,,1987,,,,,,,,,,,,,,,,,,
3059,314431080159,Panel A,1,305903,3,31443108,3,,Another HH Member,1,Yes,Yes,Yes,,,,,form1,PSLC,6,Yes,std8,Yes,,,,Community day(CDSS),Day scholar,Foot,40,Minute,No,,,5100,3500,2050,0,0,0,0,0,0,0
3059,314431080159,Panel A,1,305904,4,31443108,4,,Another HH Member,1,Yes,No,Yes,,,,,std3,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,4,Minute,No,,,0,0,0,0,0,0,0,0,0,0
3059,314431080159,Panel A,1,305905,5,31443108,5,,Another HH Member,1,Yes,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,4,Minute,No,,,0,0,0,0,0,0,0,0,0,0
3059,314431080159,Panel A,1,305906,6,31443108,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,314431080165,Panel A,1,306901,1,31443108,1,,Self-reported,,Yes,Yes,Yes,,,,,form2,PSLC,6,No,,No,No money for fees/ uniform,,1991,,,,,,,,,,,,,,,,,,
3069,314431080165,Panel A,1,306902,2,31443108,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,4,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,6000
3069,314431080165,Panel A,1,306903,3,31443108,3,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,6,Yes,std4,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,Yes,Own-illness,,999999,999999,999999,999999,999999,999999,999999,999999,999999,1700
3055,314431080168,Panel A,1,305501,1,31443108,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,10,No,,No,No money for fees/ uniform,,2002,,,,,,,,,,,,,,,,,,
3055,314431080168,Panel A,1,305502,2,31443108,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form3,JCE,9,No,,No,No money for fees/ uniform,,2001,,,,,,,,,,,,,,,,,,
3055,314431080168,Panel A,1,305503,3,31443108,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,314431080168,Panel A,1,305504,4,31443108,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,314431080168,Panel A,1,305505,5,31443108,5,,Another HH Member,1,No,No,Yes,,,,,std4,None,10,No,,No,poor quality instruction,,2008,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,306701,1,31443108,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,,Yes,TC Yr 1,No,No money for fees/ uniform,,2009,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,306702,2,31443108,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,JCE,7,No,,No,,,,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,306703,3,31443108,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,306704,4,31443108,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,306705,5,31443108,5,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,JCE,,Yes,form4,Yes,,,,Night school,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,2500
3067,314431080170,Panel A,1,306706,6,31443108,6,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,,Yes,form4,Yes,,,2009,,,,,,,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,7100
3067,314431080170,Panel A,1,306707,7,31443108,7,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,,Yes,univ 2,Yes,,,,University,Boarder,,,,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,100000
3067,314431080170,Panel A,1,306708,8,31443108,8,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,,,,No,Found work,,2008,,,,,,,,,,,,,,,,,,
3067,314431080170,Panel A,1,306709,9,31443108,9,,Another HH Member,2,Yes,Yes,Yes,,,,,form3,JCE,,Yes,form2,Yes,,,,Gvt(Conventional),Boarder,,,,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,37500
3045,314431080171,Panel A,1,304501,1,31443108,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,Found work,,2000,,,,,,,,,,,,,,,,,,
3045,314431080171,Panel A,1,304502,2,31443108,2,,Self-reported,,No,No,No,Parents didn't let me in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,314431080171,Panel A,1,304503,3,31443108,3,,Another HH Member,2,Yes,Yes,Yes,,,,,form1,PSLC,6,Yes,std8,Yes,,,,Other secondary,Day scholar,Foot,10,Minute,Yes,No money for necessary expenses,,5000,0,300,0,0,0,0,0,0,5300
3045,314431080171,Panel A,1,304504,4,31443108,4,,Another HH Member,2,No,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,Yes,No money for necessary expenses,,0,0,200,0,0,0,0,0,0,200
3032,314432700002,Panel B,2,303201,1,31443270,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,JCE,6,No,,No,Found work,,1998,,,,,,,,,,,,,,,,,,
3032,314432700002,Panel B,2,303202,2,31443270,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,JCE,7,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
3030,314432700012,Panel B,2,303001,1,31443270,1,,Self-reported,,Yes,No,Yes,,,,,std2,None,10,No,,No,No money for fees/ uniform,,1992,,,,,,,,,,,,,,,,,,
3028,314432700023,Panel B,2,302801,1,31443270,1,,Self-reported,,No,No,Yes,,,,,std3,None,10,No,,No,"Not interested, lazy",,1978,,,,,,,,,,,,,,,,,,
3028,314432700023,Panel B,2,302802,2,31443270,2,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,314432700023,Panel B,2,302803,3,31443270,3,,Another HH Member,2,No,No,Yes,,,,,std3,None,5,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,5,Minute,No,,,0,0,180,1200,0,150,0,0,0,1530
3028,314432700023,Panel B,2,302804,4,31443270,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,314432700044,Panel B,2,303801,1,31443270,1,,Self-reported,,Yes,Yes,Yes,,,,,TC Yr 4,Univer Diploma,5,No,,No,Acquired all education wanted,,1995,,,,,,,,,,,,,,,,,,
3038,314432700044,Panel B,2,303802,2,31443270,2,,Another HH Member,1,Yes,No,Yes,,,,,std6,None,8,No,,No,Parents told me to stop,,1988,,,,,,,,,,,,,,,,,,
3038,314432700044,Panel B,2,303803,3,31443270,3,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,JCE,5,Yes,form4,Yes,,,,Islamic school,Boarder,,,,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,29000
3038,314432700044,Panel B,2,303804,4,31443270,4,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,150
3038,314432700044,Panel B,2,303805,5,31443270,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,314432700055,Panel B,2,302401,1,31443270,1,,Another HH Member,3,Yes,Yes,Yes,,,,,TC Yr 3,Non-Univ Diploma,7,No,,No,Acquired all education wanted,,2000,,,,,,,,,,,,,,,,,,
3024,314432700055,Panel B,2,302402,2,31443270,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,6,Yes,form4,No,Acquired all education wanted,,2009,,,,,,,,,,,,,,,,,,
3024,314432700055,Panel B,2,302403,3,31443270,3,,Self-reported,,Yes,Yes,Yes,,,,,form2,PSLC,5,Yes,form1,Yes,,,,Gvt(Conventional),Day scholar,Foot,5,Minute,No,,,5550,3000,0,0,0,0,0,0,4000,12550
3014,314432700065,Panel B,2,301401,1,31443270,1,,Self-reported,,Yes,No,Yes,,,,,std8,None,7,No,,No,Married/became pregnant,,2003,,,,,,,,,,,,,,,,,,
3014,314432700065,Panel B,2,301402,2,31443270,2,,Another HH Member,1,No,No,Yes,,,,,std2,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,150
3014,314432700065,Panel B,2,301403,3,31443270,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,314432700087,Panel B,2,301001,1,31443270,1,,,,Yes,No,Yes,,,,,std7,None,6,No,,No,No money for fees/ uniform,,1991,,,,,,,,,,,,,,,,,,
3010,314432700087,Panel B,2,301002,2,31443270,2,,,,No,No,Yes,,,,,std3,None,6,No,,No,No money for fees/ uniform,,2001,,,,,,,,,,,,,,,,,,
3010,314432700087,Panel B,2,301003,3,31443270,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,314432700097,Panel B,2,301801,1,31443270,1,,Another HH Member,2,Yes,Yes,Yes,,,,,std8,PSLC,7,No,,No,No money for fees/ uniform,,1990,,,,,,,,,,,,,,,,,,
3018,314432700097,Panel B,2,301802,2,31443270,2,,Self-reported,,Yes,No,Yes,,,,,form2,PSLC,4,No,,No,No money for fees/ uniform,,1992,,,,,,,,,,,,,,,,,,
3018,314432700097,Panel B,2,301803,3,31443270,3,,Another HH Member,2,Yes,No,Yes,,,,,std6,None,6,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,500,0,0,150,0,0,0,650
3018,314432700097,Panel B,2,301804,4,31443270,4,,Another HH Member,2,Yes,No,Yes,,,,,std6,None,6,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,500,380,0,150,0,0,0,1030
3018,314432700097,Panel B,2,301805,5,31443270,5,,Another HH Member,2,No,No,Yes,,,,,std3,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,200,560,0,150,0,0,0,910
3018,314432700097,Panel B,2,301806,6,31443270,6,,Another HH Member,2,No,No,Yes,,,,,std1,None,6,Yes,Nursery/Pre school,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,70,0,0,150,0,0,0,220
3018,314432700097,Panel B,2,301807,7,31443270,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,314432700108,Panel B,2,302601,1,31443270,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,9,No,,No,Acquired all education wanted,,2000,,,,,,,,,,,,,,,,,,
3026,314432700108,Panel B,2,302602,2,31443270,2,,Self-reported,,Yes,No,Yes,,,,,std8,None,7,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
3026,314432700108,Panel B,2,302603,3,31443270,3,,Another HH Member,2,Yes,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,600
3026,314432700108,Panel B,2,302604,4,31443270,4,,Another HH Member,2,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,600
3026,314432700108,Panel B,2,302605,5,31443270,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,314432700129,Panel B,2,303401,1,31443270,1,,Self-reported,,Yes,No,Yes,,,,,std4,None,11,No,,No,No money for fees/ uniform,,1993,,,,,,,,,,,,,,,,,,
3034,314432700129,Panel B,2,303402,2,31443270,2,,Another HH Member,1,Yes,No,Yes,,,,,std8,None,7,Yes,std8,Yes,,,,Pvt/Non religious,Day scholar,Foot,30,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,7000
3034,314432700129,Panel B,2,303403,3,31443270,3,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,5,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,800
3034,314432700129,Panel B,2,303404,4,31443270,4,,Another HH Member,1,No,No,Yes,,,,,std2,None,4,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,800
3034,314432700129,Panel B,2,303405,5,31443270,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,314432700129,Panel B,2,303406,6,31443270,6,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,JCE,6,Yes,form3,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,7000
3034,314432700129,Panel B,2,303407,7,31443270,7,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,9,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,2000
3034,314432700129,Panel B,2,303408,8,31443270,8,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,1200
3016,314432700140,Panel B,2,301601,1,31443270,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
3016,314432700140,Panel B,2,301602,2,31443270,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,No money for fees/ uniform,,2005,,,,,,,,,,,,,,,,,,
3016,314432700140,Panel B,2,301603,3,31443270,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,314432700140,Panel B,2,301604,4,31443270,4,,Another HH Member,2,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,314432700150,Panel B,2,304001,1,31443270,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,7,No,,No,Acquired all education wanted,,1997,,,,,,,,,,,,,,,,,,
3040,314432700150,Panel B,2,304002,2,31443270,2,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,No money for fees/ uniform,,2001,,,,,,,,,,,,,,,,,,
3040,314432700150,Panel B,2,304003,3,31443270,3,,Another HH Member,2,No,No,Yes,,,,,std2,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,200,500,0,150,0,0,0,850
3040,314432700150,Panel B,2,304004,4,31443270,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,314432700150,Panel B,2,304005,5,31443270,5,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,JCE,6,Yes,form3,Yes,,,,Gvt(Conventional),Day scholar,Foot,15,Minute,No,,,0,0,1500,1000,0,0,0,0,0,2500
3020,314432700172,Panel B,2,302001,1,31443270,1,,Self-reported,,No,No,Yes,,,,,std2,None,10,No,,No,Illness or disability,,2006,,,,,,,,,,,,,,,,,,
3020,314432700172,Panel B,2,302006,6,31443270,6,,Another HH Member,1,Yes,No,Yes,,,,,std5,None,10,Yes,std4,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,7500
3020,314432700172,Panel B,2,302007,7,31443270,7,,Another HH Member,1,No,No,Yes,,,,,std2,None,7,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,7500
3022,314432700182,Panel B,2,302201,1,31443270,1,,Self-reported,,Yes,No,Yes,,,,,std8,PSLC,10,No,,No,Married/became pregnant,,1988,,,,,,,,,,,,,,,,,,
3022,314432700182,Panel B,2,302202,2,31443270,2,,Another HH Member,1,Yes,No,Yes,,,,,std8,PSLC,9,No,,No,No money for fees/ uniform,,1985,,,,,,,,,,,,,,,,,,
3022,314432700182,Panel B,2,302203,3,31443270,3,,Another HH Member,1,Yes,Yes,Yes,,,,,form4,MSCE,5,No,,No,Acquired all education wanted,,2008,,,,,,,,,,,,,,,,,,
3022,314432700182,Panel B,2,302204,4,31443270,4,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,PSLC,5,Yes,form1,Yes,,,,Community day(CDSS),Day scholar,Foot,30,Minute,No,,,4500,0,300,800,0,4500,0,0,0,10100
3022,314432700182,Panel B,2,302205,5,31443270,5,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,5,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,150
3022,314432700182,Panel B,2,302206,6,31443270,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,314432700193,Panel B,2,301201,1,31443270,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,7,No,,No,No money for fees/ uniform,,1998,,,,,,,,,,,,,,,,,,
3012,314432700193,Panel B,2,301202,2,31443270,2,,Self-reported,,Yes,No,Yes,,,,,form2,PSLC,6,No,,No,No money for fees/ uniform,,2003,,,,,,,,,,,,,,,,,,
3012,314432700193,Panel B,2,301203,3,31443270,3,,Another HH Member,2,Yes,No,Yes,,,,,form1,None,6,Yes,std8,Yes,,,,Night school,Day scholar,Foot,30,Minute,No,,,5000,1500,4000,800,0,0,0,0,0,11300
3012,314432700193,Panel B,2,301204,4,31443270,4,,Another HH Member,2,No,No,Yes,,,,,std1,None,6,Yes,Nursery/Pre school,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,1000,300,0,0,0,0,0,1300
3012,314432700193,Panel B,2,301205,5,31443270,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,314432700193,Panel B,2,301206,6,31443270,6,,Another HH Member,2,Yes,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,Church/ Mission School,Day scholar,Foot,30,Minute,No,,,0,0,1000,300,0,0,0,0,0,1300
