HHID,case_id,qx_type,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
2587,307116840272,Panel A,30711684,1,,R1,Yes,NAMIKHATE,1,Acre,.83999997,
2565,307116840280,Panel A,30711684,1,,R1,Yes,HYBRID & PEGION PEES,1,Acre,1.15,
2591,307116840282,Panel A,30711684,1,,R1,Yes,LOCAL MAIZE AND PEGION PE,1,Acre,1.23,
2579,307116840287,Panel A,30711684,1,,R1,Yes,KUMIYONI,.5,Acre,.37,
2563,307116840296,Panel A,30711684,1,,R2,Yes,KUMAMPHANJE,1,Acre,.41999999,
2563,307116840296,Panel A,30711684,1,,R1,Yes,KUPHIRI,1,Acre,1.12,
2599,308016720009,Panel A,30801672,1,,R1,Yes,MUNDA WA KUDAMBO,1.5,Acre,.52999997,
2599,308016720009,Panel A,30801672,1,,R2,Yes,MUNDA WA KUCHULU,.5,Acre,.23999999,
2613,308016720019,Panel A,30801672,1,,R4,Yes,MUNDA WA KUNAMBALALA3,1,Acre,.28,
2613,308016720019,Panel A,30801672,1,,R1,Yes,MUNDA WA PAKHOMO,.25,Acre,.41999999,
2613,308016720019,Panel A,30801672,1,,R5,Yes,MUNDA WA KUNAMBALALA4,.5,Acre,.54000002,
2613,308016720019,Panel A,30801672,1,,R2,Yes,MUNDA WA KUNAMBALALA,1.5,Acre,.80000001,
2613,308016720019,Panel A,30801672,1,,R3,Yes,MUNDA WA KUNAMBALALA2,1,Acre,.40000001,
2601,308016720022,Panel A,30801672,1,,R1,Yes,MUNDA WA KWAMASIKINI,4,Acre,2.1199999,
2601,308016720022,Panel A,30801672,1,,R2,Yes,MUNDA WA KWANAMBALALA,4,Acre,3.04,
2621,308016720032,Panel A,30801672,1,,R1,Yes,MUNDA WA GOGO,.25,Acre,.55000001,
2597,308016720042,Panel A,30801672,1,,R3,Yes,KUKHWAWA,.25,Acre,.23,
2597,308016720042,Panel A,30801672,1,,R2,Yes,MUNDA WA PAKHOMO,.34999999,Acre,.28999999,
2597,308016720042,Panel A,30801672,1,,R1,Yes,MUNDA WA KUNTUNDA,.34999999,Acre,.34,
2605,308016720056,Panel A,30801672,1,,R1,Yes,L/MAIZE,2,Acre,.95999998,
2593,308016720060,Panel A,30801672,1,,R2,Yes,MUNDA WA MIZIMBE,.5,Acre,.23,
2593,308016720060,Panel A,30801672,1,,R1,Yes,MUNDA WA KUSITU,.5,Acre,.63999999,
2593,308016720060,Panel A,30801672,1,,R3,Yes,MUNDA WA KUPHAKAWA,1,Acre,.87,
2623,308016720066,Panel A,30801672,1,,R1,Yes,KUPHEDI,.25,Acre,.54000002,
2609,308016720074,Panel A,30801672,1,,R2,Yes,MUNDA WA KUPHEDI,.5,Acre,.28,
2609,308016720074,Panel A,30801672,1,,R1,Yes,MUNDA WA KUPHEDI,.5,Acre,.49000001,
2611,308016720123,Panel A,30801672,1,,R1,Yes,L/MAIZE,.54000002,Acre,.80000001,
2611,308016720123,Panel A,30801672,1,,R2,Yes,H/MAIZE,.40000001,Acre,6.0900002,
2615,308016720128,Panel A,30801672,1,,R2,Yes,H/MAIZE,.51999998,Acre,.5,
2615,308016720128,Panel A,30801672,1,,R1,Yes,L/MAIZE,.51999998,Acre,1,
2619,308016720130,Panel A,30801672,1,,R3,Yes,G/NUTS,.54000002,Acre,.40000001,
2619,308016720130,Panel A,30801672,1,,R1,Yes,L/MAIZE,.54000002,Acre,.60000002,
2619,308016720130,Panel A,30801672,1,,R2,Yes,P/PEAS,.54000002,Acre,.40000001,
2595,308016720142,Panel A,30801672,1,,R4,Yes,CHOPWICHO,.2,Acre,.18000001,
2595,308016720142,Panel A,30801672,1,,R1,Yes,MUNDA WA PAKHOMO,.15000001,Acre,.15000001,
2595,308016720142,Panel A,30801672,1,,R3,Yes,KUNTUNDA,.30000001,Acre,.2,
2595,308016720142,Panel A,30801672,1,,R2,Yes,MUNDA WA KUSERI,.25,Acre,.090000004,
2603,308016720201,Panel A,30801672,1,,R2,Yes,MUNDA WA KUNSEU,.5,Acre,.41,
2603,308016720201,Panel A,30801672,1,,R3,Yes,MUNDA WA KUNSEU,.5,Acre,.25999999,
2603,308016720201,Panel A,30801672,1,,R1,Yes,MUNDA WA PAKHOMO,.5,Acre,.41999999,
2607,308016720203,Panel A,30801672,1,,R1,Yes,MUNDA WA KUMUSI,.25,Acre,1,
2617,308016720219,Panel A,30801672,1,,R1,Yes,MUNDA WA KUMTSINJE,.5,Acre,.63,
2516,308016790005,Panel B,30801679,1,,R1,Yes,MUNDA WA KUPHIRI,1,Acre,1.14,
2516,308016790005,Panel B,30801679,1,,R2,Yes,MUNDA WA KUMTUNDA,1,Acre,1.4,
2512,308016790014,Panel B,30801679,1,,R4,Yes,MUNDA WA KWA JOSEMI,.5,Acre,.47,
2512,308016790014,Panel B,30801679,1,,R1,Yes,KUSHOP,1,Acre,.1,
2512,308016790014,Panel B,30801679,1,,R2,Yes,KUPHIRI,1,Acre,1.36,
2512,308016790014,Panel B,30801679,1,,R3,Yes,KUUVUNNI,.5,Acre,.88999999,
2530,308016790023,Panel B,30801679,1,,R1,Yes,MUNDA WA PAGROUND,1,Acre,.2,
2530,308016790023,Panel B,30801679,1,,R2,Yes,KUCHILEWENI,1,Acre,.81999999,
2518,308016790038,Panel B,30801679,1,,R1,Yes,KUDAMBO,.30000001,Acre,.22,
2504,308016790041,Panel B,30801679,1,,R1,Yes,MUNDA WA KUCHINANGWA,.5,Acre,.41,
2502,308016790050,Panel B,30801679,1,,R1,Yes,KUDAMBO,.44999999,Acre,.059999999,
2502,308016790050,Panel B,30801679,1,,R2,Yes,KUPHIRI,.98000002,Acre,.70999998,
2528,308016790078,Panel B,30801679,1,,R1,Yes,KUDAMBO,.25,Acre,.07,
2528,308016790078,Panel B,30801679,1,,R2,Yes,KUNCHENGA,1,Acre,.75999999,
2506,308016790087,Panel B,30801679,1,,R2,Yes,KUPHIRI,.69999999,Acre,.34,
2506,308016790087,Panel B,30801679,1,,R1,Yes,KUDAMBO,.69999999,Acre,.27000001,
2524,308016790096,Panel B,30801679,1,,R3,Yes,RICE,.5,Acre,.51999998,
2524,308016790096,Panel B,30801679,1,,R2,Yes,LOCAL MAIZE,.5,Acre,.47,
2524,308016790096,Panel B,30801679,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.63999999,
2522,308016790115,Panel B,30801679,1,,R3,Yes,MUNDA WA KUPHIRI,1,Acre,1.12,
2522,308016790115,Panel B,30801679,1,,R1,Yes,MUNDA WA KUMCHENGA,2,Acre,2.1800001,
2522,308016790115,Panel B,30801679,1,,R2,Yes,MUNDA WA KUPINE,1,Acre,.98000002,
2520,308016790124,Panel B,30801679,1,,R1,Yes,MUNDA WA KUMCHENGA,.5,Acre,.28,
2520,308016790124,Panel B,30801679,1,,R2,Yes,MUNDA WA KUPHIRI,1,Acre,.52999997,
2514,308016790133,Panel B,30801679,1,,R1,Yes,KUNAKADANGWA,1,Acre,.77999997,
2526,308016790152,Panel B,30801679,1,,R2,Yes,MUNDA WA CHIMANGA WA CHW,.5,Acre,.57999998,
2526,308016790152,Panel B,30801679,1,,R3,Yes,MUNDA WA CHIMANGA/NSAWAWA,.5,Acre,.25999999,
2526,308016790152,Panel B,30801679,1,,R1,Yes,MUNDA WA CHIMANGA PAKHOMO,.5,Acre,1.2,
2526,308016790152,Panel B,30801679,1,,R4,Yes,MUNDA WA MIZIMBE,.5,Acre,.1,
2532,308016790161,Panel B,30801679,1,,R1,Yes,MUNDA WA KUDAMBO,.25,Acre,.61000001,
2510,308016790170,Panel B,30801679,1,,,No,,,,,
2508,308016790188,Panel B,30801679,1,,R1,Yes,MUNDA WA MPUNGA KU DAMBO,.5,Acre,.51999998,
2508,308016790188,Panel B,30801679,1,,R2,Yes,MUNDA WA CHIMANGA KUPHIRI,.5,Acre,.56,
2558,308031150019,Panel B,30803115,1,,R2,Yes,KUZINJA,.80000001,Acre,.51999998,
2558,308031150019,Panel B,30803115,1,,R1,Yes,PAKHOMO,.2,Acre,.23999999,
2536,308031150028,Panel B,30803115,1,,R2,Yes,MUNDA WA KWAAMANDE,.60000002,Acre,.51999998,
2536,308031150028,Panel B,30803115,1,,R1,Yes,MUNDA WA KUMISUNGWI,.5,Acre,.47999999,
2544,308031150038,Panel B,30803115,1,,R1,Yes,MUNDA WA KUMCHENGA,.30000001,Acre,.92000002,
2550,308031150048,Panel B,30803115,1,,R1,Yes,MUNDA WA KUMTUNDA,1.5,Acre,1.7,
2546,308031150067,Panel B,30803115,1,,R1,Yes,KUMANDA,2,Acre,1.99,
2560,308031150077,Panel B,30803115,1,,R1,Yes,MUNDA WA KUDAMBO,.25,Acre,.60000002,
2538,308031150087,Panel B,30803115,1,,R1,Yes,MUNDA WA PAKHOMO,.69999999,Acre,.56,
2556,308031150116,Panel B,30803115,1,,R1,Yes,KUMANDA A KUTSIDYA,1.5,Acre,.62,
2540,308031150126,Panel B,30803115,1,,R2,Yes,MUNDA WAKUKHOLA,3,Acre,2.53,
2540,308031150126,Panel B,30803115,1,,R1,Yes,MUNDA WA PACHURCH,.5,Acre,.51999998,
2554,308031150136,Panel B,30803115,1,,R1,Yes,KU ZINJA,2,Acre,1.01,
2554,308031150136,Panel B,30803115,1,,R2,Yes,KUCHULU,1,Acre,.81999999,
2542,308031150146,Panel B,30803115,1,,R3,Yes,KU CAMP,3,Acre,1.72,
2542,308031150146,Panel B,30803115,1,,R1,Yes,PAKHOMO,1,Acre,.63,
2542,308031150146,Panel B,30803115,1,,R2,Yes,KUDAMBO,3,Acre,1.0700001,
2548,308031150165,Panel B,30803115,1,,R1,Yes,PAKHOMO,.15000001,Acre,1.0599999,
2548,308031150165,Panel B,30803115,1,,R2,Yes,PATSIDYA,1,Acre,.61000001,
2552,308031150175,Panel B,30803115,1,,R1,Yes,MUNDA WA KUCAMP,.5,Acre,.38999999,
2534,308031150185,Panel B,30803115,1,,R1,Yes,NEAR THE CAMP LOCAL MAIZE,.5,Acre,.69999999,
2562,308031150204,Panel B,30803115,1,,R2,Yes,PAFUPI NDI CAMP,.25,Acre,.70999998,
2562,308031150204,Panel B,30803115,1,,R1,Yes,MUNDA WA NACHIWALE,.5,Acre,.66000003,
2641,308044160002,Panel A,30804416,1,,R2,Yes,MUNDA WA CHIMANGA/MPUNGA,1,Acre,.23999999,
2641,308044160002,Panel A,30804416,1,,R3,Yes,MUNDA WA KU MTUNDA,.5,Acre,.34,
2641,308044160002,Panel A,30804416,1,,R1,Yes,MUNDA WA CHIMANGA.,1,Acre,.83999997,
2629,308044160015,Panel A,30804416,1,,R2,Yes,MUNDA WA KWA SIMONI,1,Acre,1.34,
2629,308044160015,Panel A,30804416,1,,R1,Yes,MUNDA WA KUDAMBO,.5,Acre,.69999999,
2635,308044160041,Panel A,30804416,1,,R1,Yes,MUNDA WA CHIMANGA,.5,Acre,.63,
2627,308044160071,Panel A,30804416,1,,R2,Yes,MUNDA WA KUPHIRI,1,Acre,.77999997,
2627,308044160071,Panel A,30804416,1,,R1,Yes,MUNDA WA KUMTUNDA,1,Acre,.92000002,
2639,308044160091,Panel A,30804416,1,,R2,Yes,MUNDA WA KWA BANDAWE,.5,Acre,.30000001,
2639,308044160091,Panel A,30804416,1,,R1,Yes,MUNDA WA KWA MENDULO,1,Acre,.83999997,
2639,308044160091,Panel A,30804416,1,,R3,Yes,MUNDA WA KUDAMBO,.30000001,Acre,.14,
2631,308044160099,Panel A,30804416,1,,R1,Yes,MUNDA WA CHIMANGA,1,Acre,.63999999,
2633,308044160104,Panel A,30804416,1,,R1,Yes,MUNDA WA KU NCHENGA,.69999999,Acre,.80000001,
2649,308044160125,Panel A,30804416,1,,R1,Yes,MUNDA WA KWA KATONA.,1.5,Acre,1.25,
2655,308044160126,Panel A,30804416,1,,R1,Yes,MUNDA WA KUDAMBO,1,Acre,.2,
2655,308044160126,Panel A,30804416,1,,R2,Yes,MUNDA WA KUMCHENGA,1.5,Acre,1.05,
2653,308044160131,Panel A,30804416,1,,R1,Yes,KUDIMBA,1,Acre,.25999999,
2647,308044160137,Panel A,30804416,1,,R1,Yes,MUNDA WA KWA CHONDE,.5,Acre,.49000001,
2647,308044160137,Panel A,30804416,1,,R2,Yes,MUNDA WA KUMUSI,.5,Acre,.28999999,
2651,308044160145,Panel A,30804416,1,,R2,Yes,MUNDA W CHIMANGA HYBRID,.5,Acre,.43000001,
2651,308044160145,Panel A,30804416,1,,R1,Yes,MUNDA WA CHIMANNGA,.5,Acre,.60000002,
2651,308044160145,Panel A,30804416,1,,R4,Yes,MUNDA WA MPUNGA KU DAMBO,.40000001,Acre,.25999999,
2651,308044160145,Panel A,30804416,1,,R3,Yes,MUNDA WA KU DAMBO,.25,Acre,.46000001,
2637,308044160155,Panel A,30804416,1,,R3,Yes,MUNDA WAPA DZINJA,.2,Acre,.28,
2637,308044160155,Panel A,30804416,1,,R2,Yes,KUSELI KWA MPANDA,1,Acre,.97000003,
2637,308044160155,Panel A,30804416,1,,R1,Yes,MUNDA WA PAKHOMO,.5,Acre,.72000003,
2625,308044160168,Panel A,30804416,1,,R1,Yes,KUMUNDA KWA CHIPENDO,.1,Acre,.37,
2645,308044160196,Panel A,30804416,1,,R1,Yes,MUNDA WA PAKHOMO,.5,Acre,.40000001,
2645,308044160196,Panel A,30804416,1,,R2,Yes,MUNDA WA PAKHOMO,1,Acre,1.41,
2645,308044160196,Panel A,30804416,1,,R3,Yes,MUNDA WA KWA ABUNU,1.5,Acre,1.3200001,
2574,308052590001,Panel B,30805259,1,,R2,Yes,MUNDA WA KU DAMBO,1,Acre,.49000001,
2574,308052590001,Panel B,30805259,1,,R4,Yes,MUNDA WA KWA NANDEWE,.25,Acre,.23,
2574,308052590001,Panel B,30805259,1,,R1,Yes,MUNDA WA KU MCHENGA,.5,Acre,.54000002,
2574,308052590001,Panel B,30805259,1,,R3,Yes,MUNDA WA KUCHULU,.5,Acre,.38999999,
2596,308052590015,Panel B,30805259,1,,R1,Yes,MUNDA WA KUCHALOMWE,2,Acre,.98000002,
2580,308052590042,Panel B,30805259,1,,R2,Yes,MUNDA WA KU NADOKHO,.25,Acre,.36000001,
2580,308052590042,Panel B,30805259,1,,R4,Yes,MUNDA WA KUDAMBO,.40000001,Acre,.44999999,
2580,308052590042,Panel B,30805259,1,,R3,Yes,MUNDA WA KU GULAYE,1,Acre,.44,
2580,308052590042,Panel B,30805259,1,,R1,Yes,MUNDA WA KU MCHENGA,.80000001,Acre,.51999998,
2578,308052590055,Panel B,30805259,1,,R1,Yes,MUNDA WA PAKHOMO,.2,Acre,.13,
2578,308052590055,Panel B,30805259,1,,R2,Yes,MUNDA WA KUDAMBO,1,Acre,1.04,
2588,308052590069,Panel B,30805259,1,,R2,Yes,MUNDA WA PA NCHENGA,.69999999,Acre,.25,
2588,308052590069,Panel B,30805259,1,,R1,Yes,MUNDA WA KU DAMBO,.69999999,Acre,.33000001,
2566,308052590095,Panel B,30805259,1,,R1,Yes,LOCAL MAIZE,1,Acre,2.25,
2566,308052590095,Panel B,30805259,1,,R2,Yes,HIBRID MAIZE,.5,Acre,.97000003,
2592,308052590109,Panel B,30805259,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.68000001,
2592,308052590109,Panel B,30805259,1,,R2,Yes,LOCAL MAIZE,1,Acre,.18000001,
2586,308052590122,Panel B,30805259,1,,R1,Yes,HYBRID MAIZE,1,Acre,.68000001,
2582,308052590149,Panel B,30805259,1,,R1,Yes,MUNDA WA KU PHIRI,.69999999,Acre,.89999998,
2570,308052590163,Panel B,30805259,1,,R2,Yes,MUNDA WA KU DAMBO 1,2,Acre,1.3200001,
2570,308052590163,Panel B,30805259,1,,R1,Yes,MUNDA WA KU NCHENGA,1,Acre,.57999998,
2570,308052590163,Panel B,30805259,1,,R3,Yes,MUNDA WA KU DAMBO 2,.69999999,Acre,.15000001,
2594,308052590176,Panel B,30805259,1,,R2,Yes,MUNDA WA KU PHIRI,.69999999,Acre,.69,
2594,308052590176,Panel B,30805259,1,,R1,Yes,MUNDA WA KU DAMBO,1,Acre,.98000002,
2594,308052590176,Panel B,30805259,1,,R3,Yes,KUKOKHOLA,1,Acre,.47,
2572,308052590203,Panel B,30805259,1,,R1,Yes,KUDAMBO,.69999999,Acre,.37,
2584,308052590216,Panel B,30805259,1,,R1,Yes,MUNDA WA KUDAMBO,1,Acre,1.04,
2576,308052590230,Panel B,30805259,1,,R1,Yes,MUNDA WA PAKHOMO,.5,Acre,.50999999,
2576,308052590230,Panel B,30805259,1,,R6,Yes,MUNDA WA CHIMANGA DAMBO,.25,Acre,.49000001,
2576,308052590230,Panel B,30805259,1,,R3,Yes,MUNDA WA GAMU,.25,Acre,.43000001,
2576,308052590230,Panel B,30805259,1,,R2,Yes,MUNDA WA KUMADZULO,.25,Acre,.22,
2576,308052590230,Panel B,30805259,1,,R4,Yes,MUNDA WA CHIMANGA,.44999999,Acre,1.08,
2576,308052590230,Panel B,30805259,1,,R5,Yes,MUNDA WA CHIMANGA DAMBO,.25,Acre,.63,
2568,308052590257,Panel B,30805259,1,,R3,Yes,MUNDA WA KUMUSI,1,Acre,1.4400001,
2568,308052590257,Panel B,30805259,1,,R2,Yes,MUNDA WA KUMANDA,1,Acre,1.6,
2568,308052590257,Panel B,30805259,1,,R4,Yes,MUNDA WA KUDAMBO,1,Acre,1.24,
2568,308052590257,Panel B,30805259,1,,R1,Yes,MUNDA WA PAKHOMO,.5,Acre,.37,
2590,308052590270,Panel B,30805259,1,,R2,Yes,MUNDA WA KU NCHENGA,.69999999,Acre,.91000003,
2590,308052590270,Panel B,30805259,1,,R1,Yes,MUNDA WA KU DAMBO,.69999999,Acre,.31999999,
2671,308066110002,Panel A,30806611,1,,R2,Yes,KUMCHENGA,.40000001,Acre,.51999998,
2671,308066110002,Panel A,30806611,1,,R1,Yes,MUNDA WA PA KHOMO,.69999999,Acre,.25999999,
2683,308066110022,Panel A,30806611,1,,R4,Yes,KUMA INDIA,1,Acre,3.8099999,
2683,308066110022,Panel A,30806611,1,,R1,Yes,CHIMAMEZI,3,Acre,3.3599999,
2683,308066110022,Panel A,30806611,1,,R3,Yes,KUMPAKASA,2,Acre,3.04,
2683,308066110022,Panel A,30806611,1,,R2,Yes,MUNDA WA KU NTUNDA,3,Acre,3.4200001,
2661,308066110040,Panel A,30806611,1,,R3,Yes,KU SINDILEYA,.2,Acre,.33000001,
2661,308066110040,Panel A,30806611,1,,R1,Yes,MUNDA WA PA KHOMO,.02,Acre,.69999999,
2661,308066110040,Panel A,30806611,1,,R2,Yes,KU MANGO,.2,Acre,.38,
2673,308066110090,Panel A,30806611,1,,R2,Yes,MUNDA WA KUCHIGUMUKIRA,.2,Acre,.079999998,
2673,308066110090,Panel A,30806611,1,,R1,Yes,MUNDA WA PAKHOMO,.2,Acre,1,
2687,308066110092,Panel A,30806611,1,,R1,Yes,KUMTOCHI,1,Acre,.14,
2687,308066110092,Panel A,30806611,1,,R2,Yes,MUNDA WA PAKHOMO,.0099999998,Acre,.02,
2665,308066110111,Panel A,30806611,1,,R3,Yes,TOMATO,.30000001,Acre,.41999999,
2665,308066110111,Panel A,30806611,1,,R1,Yes,LOCAL MAIZE TA CHISAWNI,.40000001,Acre,.66000003,
2665,308066110111,Panel A,30806611,1,,R2,Yes,HYBRID MAIZE TA CHISAWANI,.5,Acre,.75,
2679,308066110140,Panel A,30806611,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.51999998,
2679,308066110140,Panel A,30806611,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.4400001,
2679,308066110140,Panel A,30806611,1,,R3,Yes,SORGHUM,.5,Acre,1.37,
2659,308066110144,Panel A,30806611,1,,R1,Yes,LOCAL MAIZE,1,Acre,.40000001,
2659,308066110144,Panel A,30806611,1,,R2,Yes,LOCAL MAIZE,1,Acre,.33000001,
2663,308066110196,Panel A,30806611,1,,R1,Yes,SORGUM,.5,Acre,.13,
2663,308066110196,Panel A,30806611,1,,R2,Yes,MAIZE LOCAL  SORGHUM,1,Acre,7.23,
2677,308066110198,Panel A,30806611,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.27000001,
2677,308066110198,Panel A,30806611,1,,R4,Yes,TOBACCO,.5,Acre,.44999999,
2677,308066110198,Panel A,30806611,1,,R2,Yes,SABOLA,.5,Acre,.17,
2677,308066110198,Panel A,30806611,1,,R3,Yes,MAIZE LOCAL,.5,Acre,.27000001,
2685,308066110203,Panel A,30806611,1,,R3,Yes,MAIZE LOCAL,.1,Acre,.029999999,
2685,308066110203,Panel A,30806611,1,,R1,Yes,MAIZE HYBRID,.5,Acre,.07,
2685,308066110203,Panel A,30806611,1,,R2,Yes,MAIZE LOCAL,1,Acre,1.05,
2669,308066110217,Panel A,30806611,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.13,
2669,308066110217,Panel A,30806611,1,,R2,Yes,LOCAL MAIZE,.89999998,Acre,2.22,
2657,308066110221,Panel A,30806611,1,,R1,Yes,TOBACCO PLOT,.30000001,Acre,.2,
2657,308066110221,Panel A,30806611,1,,R3,Yes,MUNDA WA WAUKULU,.89999998,Acre,4.6700001,
2657,308066110221,Panel A,30806611,1,,R2,Yes,MUNDA WA CHIMANGA,.5,Acre,.57999998,
2667,308066110222,Panel A,30806611,1,,R1,Yes,HOUSE PLOT,.5,Acre,.13,
2667,308066110222,Panel A,30806611,1,,R2,Yes,KUDAMBO 1,.5,Acre,.28,
2667,308066110222,Panel A,30806611,1,,R3,Yes,KUDAMBO 2,.5,Acre,.87,
2681,308066110228,Panel A,30806611,1,,R2,Yes,LUWANGWA,.89999998,Acre,2.2,
2681,308066110228,Panel A,30806611,1,,R1,Yes,MUNDA WA PAKHOMO,.30000001,Acre,.44999999,
2675,308066110284,Panel A,30806611,1,,R3,Yes,LOCAL MAIZE,.0099999998,Acre,1.52,
2675,308066110284,Panel A,30806611,1,,R1,Yes,PEGION PEAS,.0099999998,Acre,.47,
2675,308066110284,Panel A,30806611,1,,R2,Yes,HYBRID MAIZE PEGION PEAS,.0099999998,Acre,1.23,
2612,309010540007,Panel B,30901054,1,,R3,Yes,MUNDA WA KUCHITUNGU,1,Acre,.41999999,
2612,309010540007,Panel B,30901054,1,,R2,Yes,MUNDA WAKUMANDA,.5,Acre,.23,
2612,309010540007,Panel B,30901054,1,,R1,Yes,MUNDA WA PAKHOMO,.5,Acre,.62,
2628,309010540010,Panel B,30901054,1,,R2,Yes,PAKHOMO,.25,Acre,.63999999,
2628,309010540010,Panel B,30901054,1,,R1,Yes,KUDAMBO,.44999999,Acre,.51999998,
2624,309010540020,Panel B,30901054,1,,R1,Yes,MUNDA WA PAKHOMO,.15000001,Acre,.23999999,
2624,309010540020,Panel B,30901054,1,,R2,Yes,MUNDA WA KUSUKULU,.17,Acre,.38,
2614,309010540031,Panel B,30901054,1,,R5,Yes,MUNDA WA MCHENGA,3,Acre,1.2,
2614,309010540031,Panel B,30901054,1,,R4,Yes,MUNDA WA KUMAKANDE,4,Acre,2.1400001,
2614,309010540031,Panel B,30901054,1,,R3,Yes,MUNDA WA KUDAMBO,3,Acre,2.4200001,
2614,309010540031,Panel B,30901054,1,,R6,Yes,"MUNDA WA MCHENGA,MAKANDE",2,Acre,.85000002,
2614,309010540031,Panel B,30901054,1,,R2,Yes,MUNDA WA KUDIMBA,4,Acre,3.04,
2614,309010540031,Panel B,30901054,1,,R1,Yes,MUNDA WA PAKHOMO,1.5,Acre,.98000002,
2598,309010540053,Panel B,30901054,1,,R2,Yes,MUNDA WA KWA BONA 1,1,Acre,.28,
2598,309010540053,Panel B,30901054,1,,R1,Yes,MUNDA WA KWA LIGOMEKA,2,Acre,1.4299999,
2598,309010540053,Panel B,30901054,1,,R3,Yes,MUNDA WA KWA BONA 2,.5,Acre,.44999999,
2598,309010540053,Panel B,30901054,1,,R4,Yes,MUNDA WA KWA BONA 2,.5,Acre,.23999999,
2600,309010540063,Panel B,30901054,1,,R1,Yes,MUNDA WA CHIMANGA,.5,Acre,.44999999,
2620,309010540074,Panel B,30901054,1,,R2,Yes,MUNDA WA PAKHOMO,.30000001,Acre,.50999999,
2620,309010540074,Panel B,30901054,1,,R1,Yes,MUNDA WA KUMIZELE,.5,Acre,.49000001,
2618,309010540096,Panel B,30901054,1,,R2,Yes,MUNDA WA CHIMANGA PAKHOMO,.25,Acre,.28,
2618,309010540096,Panel B,30901054,1,,R1,Yes,MUNDA WA CHIMANGA KUDZIJA,.5,Acre,.30000001,
2606,309010540106,Panel B,30901054,1,,R1,Yes,"HYBRID MAIZE, G/NUT, PEAS",1.5,Acre,2.22,
2622,309010540117,Panel B,30901054,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.66,
2626,309010540139,Panel B,30901054,1,,R3,Yes,MUNDA WA UKULU,5,Acre,4.1100001,
2626,309010540139,Panel B,30901054,1,,R2,Yes,MUNDA WAUNGONO 2,3,Acre,.41999999,
2626,309010540139,Panel B,30901054,1,,R1,Yes,MUNDA WAUNGONO 1,3,Acre,.47999999,
2610,309010540149,Panel B,30901054,1,,R1,Yes,MUNDA WA PAKHOMO,.69999999,Acre,.47,
2610,309010540149,Panel B,30901054,1,,R2,Yes,KUMUNDA,1,Acre,.82999998,
2604,309010540160,Panel B,30901054,1,,R2,Yes,HYBRID MAIZE,1,Acre,1.24,
2604,309010540160,Panel B,30901054,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.83,
2602,309010540182,Panel B,30901054,1,,R2,Yes,LOCAL MAIZE,.5,Acre,.58999997,
2602,309010540182,Panel B,30901054,1,,R1,Yes,LOCAL MAIZE,.1,Acre,.92000002,
2608,309010540193,Panel B,30901054,1,,R2,Yes,MUNDA WA CHIMANGA KUDAMBO,.25,Acre,.73000002,
2608,309010540193,Panel B,30901054,1,,R1,Yes,MUNDA WA CHIMANGA PAKHOMO,.5,Acre,1.1900001,
2616,309010540225,Panel B,30901054,1,,R1,Yes,MUNDA WA PA KHOMA,.69999999,Acre,.83999997,
2616,309010540225,Panel B,30901054,1,,R2,Yes,KUDAMBO,1,Acre,.80000001,
2693,309014750002,Panel A,30901475,1,,R2,Yes,PAKHOMO,.69999999,Acre,.83999997,
2693,309014750002,Panel A,30901475,1,,R1,Yes,KUMAKANDE,2,Acre,2.8299999,
2707,309014750011,Panel A,30901475,1,,R1,Yes,PAKHOMO,.25,Acre,.56,
2707,309014750011,Panel A,30901475,1,,R2,Yes,KUMTUNDA,.44999999,Acre,.30000001,
2715,309014750030,Panel A,30901475,1,,R1,Yes,KUNAMPHASA,.40000001,Acre,.55000001,
2715,309014750030,Panel A,30901475,1,,R2,Yes,KUKHOMO,.54000002,Acre,.56999999,
2705,309014750031,Panel A,30901475,1,,R1,Yes,PAKHOMO,.15000001,Acre,.73000002,
2713,309014750039,Panel A,30901475,1,,R2,Yes,KU MAKANDE,.44,Acre,.12,
2713,309014750039,Panel A,30901475,1,,R1,Yes,KUMCHENGA,.40000001,Acre,.88999999,
2695,309014750053,Panel A,30901475,1,,R2,Yes,KUMAKANDE,.30000001,Acre,.50999999,
2695,309014750053,Panel A,30901475,1,,R1,Yes,PAKHOMO,.2,Acre,.38999999,
2697,309014750054,Panel A,30901475,1,,R1,Yes,KWA WASIMPWA,1,Acre,1.11,
2717,309014750056,Panel A,30901475,1,,R1,Yes,NAMPHASA,.2,Acre,1.66,
2717,309014750056,Panel A,30901475,1,,R2,Yes,PAKHOMO,.050000001,Acre,.30000001,
2719,309014750070,Panel A,30901475,1,,R3,Yes,PAKHOMO,.75,Acre,.92000002,
2719,309014750070,Panel A,30901475,1,,R2,Yes,KUNAMPHASA,1,Acre,2.3,
