HHID,case_id,qx_type,visit,ea_id,hh_x01,hh_x02,hh_x03,hh_x04,hh_x05,hh_x06,hh_x07,hh_x08,hh_x09,hh_x10,hh_x11,hh_x12,hh_x13,hh_x14,hh_x15,hh_x16
2458,307086650091,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2442,307086650104,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2470,307086650127,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,Yes,No,Yes,No
2464,307086650146,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2454,307086650188,Panel B,2,30708665,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes
2448,307086650208,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2468,307086650234,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2466,307086650260,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2460,307086650302,Panel B,2,30708665,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2452,307086650313,Panel B,2,30708665,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2529,307094380002,Panel A,1,30709438,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2535,307094380012,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2555,307094380021,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2545,307094380066,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2533,307094380073,Panel A,1,30709438,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2537,307094380118,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2541,307094380119,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2539,307094380126,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2557,307094380169,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2559,307094380190,Panel A,1,30709438,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2547,307094380207,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2543,307094380214,Panel A,1,30709438,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2531,307094380222,Panel A,1,30709438,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2553,307094380230,Panel A,1,30709438,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2549,307094380240,Panel A,1,30709438,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2551,307094380414,Panel A,1,30709438,Yes,,,,,,,,,No,No,No,No,No,No,No
2472,307100790004,Panel B,2,30710079,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2498,307100790010,Panel B,2,30710079,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2480,307100790015,Panel B,2,30710079,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
2496,307100790020,Panel B,2,30710079,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2478,307100790025,Panel B,2,30710079,Yes,,,,,,,,,No,No,No,No,No,No,No
2500,307100790041,Panel B,2,30710079,Yes,,,,,,,,,No,No,No,No,No,No,No
2474,307100790046,Panel B,2,30710079,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2482,307100790051,Panel B,2,30710079,Yes,,,,,,,,,No,No,No,No,No,No,No
2494,307100790061,Panel B,2,30710079,Yes,,,,,,,,,No,No,No,No,No,No,No
2492,307100790067,Panel B,2,30710079,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2486,307100790087,Panel B,2,30710079,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2476,307100790093,Panel B,2,30710079,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
2484,307100790098,Panel B,2,30710079,Yes,,,,,,,,,No,No,No,No,No,No,No
2488,307100790103,Panel B,2,30710079,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2490,307100790108,Panel B,2,30710079,Yes,,,,,,,,,No,No,No,No,No,No,No
2589,307116840016,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2583,307116840056,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2581,307116840099,Panel A,1,30711684,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes
2585,307116840112,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,Yes,No,Yes,No
2577,307116840146,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2575,307116840151,Panel A,1,30711684,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2571,307116840173,Panel A,1,30711684,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2573,307116840184,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2569,307116840228,Panel A,1,30711684,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes
2567,307116840251,Panel A,1,30711684,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2561,307116840266,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2587,307116840272,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2565,307116840280,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2591,307116840282,Panel A,1,30711684,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2579,307116840287,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2563,307116840296,Panel A,1,30711684,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2599,308016720009,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2613,308016720019,Panel A,1,30801672,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2601,308016720022,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2621,308016720032,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2597,308016720042,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2605,308016720056,Panel A,1,30801672,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2593,308016720060,Panel A,1,30801672,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2623,308016720066,Panel A,1,30801672,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes
2609,308016720074,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2611,308016720123,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2615,308016720128,Panel A,1,30801672,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2619,308016720130,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2595,308016720142,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2603,308016720201,Panel A,1,30801672,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2607,308016720203,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2617,308016720219,Panel A,1,30801672,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2516,308016790005,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2512,308016790014,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2530,308016790023,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2518,308016790038,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
2504,308016790041,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2502,308016790050,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2528,308016790078,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2506,308016790087,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2524,308016790096,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2522,308016790115,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2520,308016790124,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2514,308016790133,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2526,308016790152,Panel B,2,30801679,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2532,308016790161,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2510,308016790170,Panel B,2,30801679,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
2508,308016790188,Panel B,2,30801679,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2558,308031150019,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2536,308031150028,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2544,308031150038,Panel B,2,30803115,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2550,308031150048,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2546,308031150067,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2560,308031150077,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2538,308031150087,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2564,308031150097,Panel B,2,30803115,Yes,,,,,,,,,No,No,No,No,No,No,No
2556,308031150116,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2540,308031150126,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2554,308031150136,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2542,308031150146,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2548,308031150165,Panel B,2,30803115,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2552,308031150175,Panel B,2,30803115,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2534,308031150185,Panel B,2,30803115,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2562,308031150204,Panel B,2,30803115,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2641,308044160002,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2629,308044160015,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2635,308044160041,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2627,308044160071,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2643,308044160089,Panel A,1,30804416,Yes,,,,,,,,,No,No,No,No,No,No,No
2639,308044160091,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2631,308044160099,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2633,308044160104,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2649,308044160125,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2655,308044160126,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2653,308044160131,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2647,308044160137,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2651,308044160145,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2637,308044160155,Panel A,1,30804416,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2625,308044160168,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2645,308044160196,Panel A,1,30804416,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2574,308052590001,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2596,308052590015,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2580,308052590042,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2578,308052590055,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2588,308052590069,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2566,308052590095,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2592,308052590109,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2586,308052590122,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2582,308052590149,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2570,308052590163,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2594,308052590176,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2572,308052590203,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2584,308052590216,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2576,308052590230,Panel B,2,30805259,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2568,308052590257,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2590,308052590270,Panel B,2,30805259,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2671,308066110002,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2683,308066110022,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2661,308066110040,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2673,308066110090,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2687,308066110092,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2665,308066110111,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2679,308066110140,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2659,308066110144,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2663,308066110196,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2677,308066110198,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2685,308066110203,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2669,308066110217,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2657,308066110221,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2667,308066110222,Panel A,1,30806611,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2681,308066110228,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2675,308066110284,Panel A,1,30806611,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2612,309010540007,Panel B,2,30901054,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2628,309010540010,Panel B,2,30901054,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2624,309010540020,Panel B,2,30901054,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2614,309010540031,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2598,309010540053,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2600,309010540063,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2620,309010540074,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2618,309010540096,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2606,309010540106,Panel B,2,30901054,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
2622,309010540117,Panel B,2,30901054,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2626,309010540139,Panel B,2,30901054,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2610,309010540149,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2604,309010540160,Panel B,2,30901054,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2602,309010540182,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2608,309010540193,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2616,309010540225,Panel B,2,30901054,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2693,309014750002,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2707,309014750011,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2715,309014750030,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2705,309014750031,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2713,309014750039,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2695,309014750053,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2697,309014750054,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2717,309014750056,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2719,309014750070,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2699,309014750073,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2711,309014750083,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2709,309014750093,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2703,309014750102,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2691,309014750111,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2689,309014750114,Panel A,1,30901475,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2701,309014750122,Panel A,1,30901475,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2652,309016030007,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2636,309016030017,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2634,309016030028,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2642,309016030039,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2638,309016030049,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2632,309016030060,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2630,309016030071,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2648,309016030092,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2646,309016030103,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2650,309016030124,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2640,309016030135,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2658,309016030145,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2644,309016030156,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2654,309016030177,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2656,309016030199,Panel B,2,30901603,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2660,309016030200,Panel B,2,30901603,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2741,310013330001,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2737,310013330010,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2733,310013330012,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2743,310013330022,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2725,310013330024,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2721,310013330071,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2727,310013330132,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2723,310013330144,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2735,310013330150,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2745,310013330155,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2751,310013330178,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2749,310013330208,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2731,310013330215,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2747,310013330233,Panel A,1,31001333,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2729,310013330243,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2739,310013330244,Panel A,1,31001333,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2686,310017490008,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2670,310017490018,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2692,310017490028,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2688,310017490049,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2668,310017490059,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2690,310017490069,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2680,310017490090,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2672,310017490100,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2684,310017490110,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2682,310017490130,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2674,310017490140,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2678,310017490151,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2662,310017490171,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2666,310017490181,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2664,310017490191,Panel B,2,31001749,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2676,310017490212,Panel B,2,31001749,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2753,310021690014,Panel A,1,31002169,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2781,310021690062,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2773,310021690087,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2759,310021690116,Panel A,1,31002169,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
2757,310021690118,Panel A,1,31002169,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2761,310021690125,Panel A,1,31002169,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2775,310021690150,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2777,310021690162,Panel A,1,31002169,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes
2771,310021690165,Panel A,1,31002169,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2767,310021690191,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2763,310021690226,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2783,310021690231,Panel A,1,31002169,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2755,310021690240,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2779,310021690242,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2765,310021690260,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2769,310021690273,Panel A,1,31002169,Yes,,,,,,,,,No,No,No,No,No,No,No
2720,310043120006,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2702,310043120011,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2708,310043120017,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2706,310043120023,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2710,310043120029,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2722,310043120040,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
2712,310043120046,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2704,310043120052,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2696,310043120057,Panel B,2,31004312,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
2716,310043120069,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2714,310043120075,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2700,310043120081,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2724,310043120086,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2694,310043120104,Panel B,2,31004312,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
2718,310043120109,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2698,310043120121,Panel B,2,31004312,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2813,310065560120,Panel A,1,31006556,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
2807,310065560154,Panel A,1,31006556,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2803,310065560157,Panel A,1,31006556,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
2815,310065560166,Panel A,1,31006556,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
2799,310065560168,Panel A,1,31006556,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
2791,310065560199,Panel A,1,31006556,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
