HHID,case_id,ea_id,qx_type,visit,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
2389,305024560189,30502456,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,1,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,1,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
2393,305024560229,30502456,Panel A,1,Yes,SORGHUM,,1,Acre,No,,,,,2,50 kg bag,,Not applicable,June,June,No,,,,,,,,,10,Kilogram,,Not Applicable,0,,,,0,,,,0,,,,2,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2393,305024560229,30502456,Panel A,1,Yes,NKHWANI,,1,Acre,No,,,,,6,50 kg bag,,Not applicable,March,April,Yes,1,50 kg Bag,,Not Applicable,200,2,,0,2,50 kg Bag,,Not Applicable,0,,,,0,,,,0,,,,2,Kilogram,,Not Applicable,1,50 kg Bag,,Not Applicable,,Rotting,,Theft,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2393,305024560229,30502456,Panel A,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,1,50 kg bag,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2393,305024560229,30502456,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,12,50 kg bag,,Shelled,April,April,No,,,,,,,,,25,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,1,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
2393,305024560229,30502456,Panel A,1,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,1,50 kg bag,,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2395,305024560231,30502456,Panel A,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,2,50 kg bag,,Shelled,August,August,Yes,15,Kilogram,,S: Shelled,700,1,,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2395,305024560231,30502456,Panel A,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,April,April,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2395,305024560231,30502456,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,20,Basket (dengu),,Unshelled,April,April,No,,,,,,,,,50,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2395,305024560231,30502456,Panel A,1,Yes,SORGHUM,,.5,Acre,No,,,,,1,50 kg bag,,Not applicable,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2320,305036850009,30503685,Panel B,1,Yes,MAIZE HYBRID,,.44999999,Acre,No,,,,,20,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,10,Kilogram,,S: Shelled,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
2338,305036850020,30503685,Panel B,1,Yes,NKHWANI,,2,Acre,No,,,,,2,50 kg bag,,Not applicable,January,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2338,305036850020,30503685,Panel B,1,Yes,MAIZE HYBRID,,2,Acre,Yes,Drought,,Rains,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,5,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,6,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
2338,305036850020,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,2,Acre,Yes,Drought,,Rains,,25,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2338,305036850020,30503685,Panel B,1,Yes,THERERE/OKRA,,2,Acre,Yes,Drought,,Rains,,1,Basket (dengu),,Not applicable,February,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2344,305036850031,30503685,Panel B,1,Yes,SORGHUM,,.5,Acre,No,,,,,25,Kilogram,,Not applicable,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2344,305036850031,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,25,Kilogram,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2344,305036850031,30503685,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,12,50 kg bag,,Shelled,March,April,No,,,,,,,,,25,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
2344,305036850031,30503685,Panel B,1,Yes,NKHWANI,,.5,Acre,No,,,,,1,50 kg bag,,Not applicable,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2316,305036850042,30503685,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,1.5,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2316,305036850042,30503685,Panel B,1,Yes,PEA,,2,Acre,No,,,,,2.5,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2316,305036850042,30503685,Panel B,1,Yes,SORGHUM,,2,Acre,No,,,,,1,50 kg bag,,Not applicable,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Seed for planting,,,,No,,,,,,,,,,,,,,,,,,,,,
2316,305036850042,30503685,Panel B,1,Yes,NKHWANI,,3,Acre,No,,,,,15,50 kg bag,,Not applicable,February,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2316,305036850042,30503685,Panel B,1,Yes,MAIZE HYBRID,,17,Acre,No,,,,,175,50 kg bag,,Shelled,April,April,No,,,,,,,,,10,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,4,50 kg Bag,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,55,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
2316,305036850042,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,2,Acre,No,,,,,1,50 kg bag,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2330,305036850053,30503685,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,12,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,40,Kilogram,,S: Shelled,Yes,0,,,,,,,,,,,
2330,305036850053,30503685,Panel B,1,Yes,SORGHUM,,1.2,Acre,No,,,,,25,Kilogram,,Not applicable,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2330,305036850053,30503685,Panel B,1,Yes,MAIZE HYBRID,,1.2,Acre,No,,,,,3,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2330,305036850053,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1.2,Acre,No,,,,,25,Kilogram,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2314,305036850058,30503685,Panel B,1,Yes,SORGHUM,,1,Acre,No,,,,,2,50 kg bag,,Not applicable,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2314,305036850058,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,1,50 kg bag,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2314,305036850058,30503685,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,11,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,4,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
2322,305036850075,30503685,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,11,50 kg bag,,Shelled,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2322,305036850075,30503685,Panel B,1,Yes,NKHWANI,,1,Acre,No,,,,,10,50 kg bag,,Not applicable,February,March,No,,,,,,,,,5,50 kg Bag,,Not Applicable,0,,,,0,,,,0,,,,1,Kilogram,,Not Applicable,2,50 kg Bag,,Not Applicable,25,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2322,305036850075,30503685,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,2,50 kg bag,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2322,305036850075,30503685,Panel B,1,Yes,SORGHUM,,1,Acre,No,,,,,25,Kilogram,,Not applicable,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2324,305036850086,30503685,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,1,50 kg bag,,Unshelled,April,April,No,,,,,,,,,25,Kilogram,,U: Unshelled,0,,,,0,,,,0,,,,25,Kilogram,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2324,305036850086,30503685,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,75,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,3,50 kg Bag,,S: Shelled,Yes,25,Kilogram,,S: Shelled,,,,,,,,
2324,305036850086,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,25,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2326,305036850096,30503685,Panel B,1,Yes,MAIZE HYBRID,,.75,Acre,No,,,,,30,50 kg bag,,Shelled,February,February,Yes,25,50 kg Bag,,S: Shelled,40000,2,,2000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2326,305036850096,30503685,Panel B,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,30,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2326,305036850096,30503685,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,20,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,2.5,50 kg bag,,Unshelled,May,May,No,,,,,,,,,10,Kilogram,,U: Unshelled,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,45,50 kg bag,,Shelled,August,August,No,,,,,,,,,5,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,SORGHUM,,1,Acre,No,,,,,2,50 kg bag,,Not applicable,May,May,No,,,,,,,,,10,Kilogram,,Not Applicable,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,NKHWANI,,1,Acre,No,,,,,7,50 kg bag,,Not applicable,February,May,No,,,,,,,,,2,50 kg Bag,,Not Applicable,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,7,50 kg bag,,Shelled,April,April,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,4,50 kg Bag,,S: Shelled,,Rotting,,Rodents/Pests,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,2,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Drought,,Rains,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2334,305036850107,30503685,Panel B,1,Yes,THERERE/OKRA,,1,Acre,No,,,,,3,Basket (dengu),,Not applicable,February,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2318,305036850118,30503685,Panel B,1,Yes,NKHWANI,,.5,Acre,No,,,,,11,Basket (dengu),,Not applicable,March,April,No,,,,,,,,,3,Basket (Dengu),,Not Applicable,0,,,,0,,,,0,,,,3,No 10 Plate,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2318,305036850118,30503685,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,April,April,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
2318,305036850118,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,25,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2342,305036850140,30503685,Panel B,1,Yes,OTHER (SPECIFY),COWPEAS,1,Acre,No,,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2342,305036850140,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,1,Acre,No,,,,,2,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2342,305036850140,30503685,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,15,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2342,305036850140,30503685,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,8,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2328,305036850151,30503685,Panel B,1,Yes,NKHWANI,,.5,Acre,No,,,,,1,50 kg bag,,Not applicable,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2328,305036850151,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,25,Kilogram,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2328,305036850151,30503685,Panel B,1,Yes,OTHER GROUNDNUT (SPECIFY),GROUNDNUTS,.5,Acre,No,,,,,3,50 kg bag,,Unshelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2328,305036850151,30503685,Panel B,1,Yes,MAIZE HYBRID,,.75,Acre,No,,,,,3,50 kg bag,,Shelled,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
2328,305036850151,30503685,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,10,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2332,305036850184,30503685,Panel B,1,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,5,50 kg bag,,Unshelled,April,April,No,,,,,,,,,50,Kilogram,,U: Unshelled,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2332,305036850184,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,3,Acre,No,,,,,5,50 kg bag,,Shelled,August,August,Yes,3,50 kg Bag,,S: Shelled,13500,1,2,150,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2332,305036850184,30503685,Panel B,1,Yes,SORGHUM,,3,Acre,No,,,,,6,50 kg bag,,Not applicable,June,June,Yes,4,50 kg Bag,,Not Applicable,7000,1,2,200,25,Kilogram,,Not Applicable,0,,,,0,,,,0,,,,5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
2332,305036850184,30503685,Panel B,1,Yes,MAIZE HYBRID,,3,Acre,No,,,,,42,50 kg bag,,Shelled,April,April,Yes,25,50 kg Bag,,S: Shelled,36365,1,2,1250,3,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,70,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2336,305036850195,30503685,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,2,50 kg bag,,Unshelled,June,June,Yes,1,50 kg Bag,,U: Unshelled,600,1,2,0,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2336,305036850195,30503685,Panel B,1,Yes,NKHWANI,,1,Acre,No,,,,,3,50 kg bag,,Not applicable,January,April,No,,,,,,,,,1,Basket (Dengu),,Not Applicable,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2336,305036850195,30503685,Panel B,1,Yes,PEA,,1,Acre,No,,,,,1,50 kg bag,,Shelled,May,May,Yes,25,Kilogram,,S: Shelled,400,1,2,0,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2336,305036850195,30503685,Panel B,1,Yes,SORGHUM,,1,Acre,No,,,,,2,50 kg bag,,Not applicable,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
2336,305036850195,30503685,Panel B,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,10,50 kg bag,,Shelled,May,May,No,,,,,,,,,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2336,305036850195,30503685,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,5,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
2340,305036850206,30503685,Panel B,1,Yes,PIGEONPEA(NANDOLO),,.5,Acre,Yes,Animals,,,,25,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
2340,305036850206,30503685,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
