ea_id,com_cf01,com_cf02,com_cf03,com_cf04,com_cf05,com_cf06,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf14a,com_cf14b,com_cf14c,com_cf14d,com_cf14e,com_cf15a,com_cf15b,com_cf15c,com_cf15d,com_cf15e,com_cf16a,com_cf16b,com_cf16c,com_cf16d,com_cf16e,com_cf16f,com_cf16g,com_cf16h,com_cf16i,com_cf17a,com_cf17b,com_cf17c
31204618,YES,1ST HALF NOV,2ND HALF MAR,TOO LITTLE,TOO LATE,TOO EARLY,NO,4,MILE,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,NO,NO,NO
31432523,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO LATE,NO,3,KM,NO,,2,2,NO,LESS,MORE,LESS,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,WORSE,WORSE,WORSE,BETTER,NOT APPLICABLE,WORSE,NOT APPLICABLE,BETTER,WORSE,WORSE,MUCH BETTER,MUCH BETTER,NO,NO,NO
31432676,YES,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,YES,3,5,5,NO,LESS,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,MUCH BETTER,NOT APPLICABLE,MUCH BETTER,WORSE,BETTER,MUCH BETTER,BETTER,WORSE,MUCH WORSE,BETTER,MUCH WORSE,MUCH WORSE,BETTER,MUCH WORSE,NO,NO,NO
31435120,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO LATE,NO,18,KM,NO,,2,2,NO,LESS,LESS,MORE,LESS,MORE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,6,WORSE,NO,NO,NO
31435753,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,3,KM,NO,,1,1,NO,LESS,ABOUT THE SAME NUMBER,LESS,NOT APPLICABLE,LESS,WORSE,NOT APPLICABLE,WORSE,MUCH WORSE,WORSE,ABOUT THE SAME,WORSE,MUCH WORSE,MUCH WORSE,WORSE,MUCH WORSE,BETTER,MUCH BETTER,MUCH BETTER,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",NO
31436695,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,NO,6,KM,NO,,0,0,NO,LESS,LESS,NOT APPLICABLE,NOT APPLICABLE,LESS,WORSE,NOT APPLICABLE,WORSE,MUCH WORSE,MUCH WORSE,BETTER,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,MUCH WORSE,WORSE,MUCH WORSE,WORSE,WORSE,YES,YES,NO
31438690,YES,1ST HALF DEC,1ST HALF MAY,TOO LITTLE,TOO LATE,TOO LATE,NO,5,KM,NO,,5,5,NO,LESS,MORE,LESS,NOT APPLICABLE,LESS,BETTER,NOT APPLICABLE,WORSE,MUCH WORSE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,BETTER,MUCH WORSE,BETTER,ABOUT THE SAME,MUCH WORSE,NO,"YES, BUT NOT IF HH IS IN NEED",NO
31439102,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,NO,3,KM,NO,,1,1,NO,LESS,LESS,LESS,NOT APPLICABLE,MORE,WORSE,NOT APPLICABLE,BETTER,MUCH WORSE,BETTER,WORSE,WORSE,MUCH WORSE,NOT APPLICABLE,BETTER,BETTER,BETTER,MUCH WORSE,ABOUT THE SAME,NO,NO,NO
31441389,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,NO,3,KM,NO,,6,6,NO,LESS,ABOUT THE SAME NUMBER,LESS,NOT APPLICABLE,LESS,BETTER,NOT APPLICABLE,BETTER,MUCH WORSE,WORSE,BETTER,WORSE,MUCH WORSE,NOT APPLICABLE,WORSE,NOT APPLICABLE,ABOUT THE SAME,6,8,YES,YES,YES
31442394,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO LATE,YES,,,YES,10,1,1,NO,LESS,MORE,LESS,NOT APPLICABLE,LESS,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,6,WORSE,NO,NO,NO
31443108,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,12,KM,NO,,0,3,NO,LESS,LESS,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,MUCH WORSE,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,MUCH WORSE,BETTER,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,BETTER,MUCH WORSE,BETTER,MUCH WORSE,MUCH WORSE,NO,YES,NO
31443270,YES,2ND HALF DEC,1ST HALF MAR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,3,KM,NO,,0,2,NO,LESS,MORE,LESS,NOT APPLICABLE,LESS,BETTER,NOT APPLICABLE,WORSE,MUCH WORSE,WORSE,BETTER,WORSE,MUCH WORSE,MUCH WORSE,WORSE,WORSE,BETTER,7,WORSE,NO,NO,NO
31532674,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,7,KM,NO,,2,2,NO,MORE,MORE,MORE,MORE,MORE,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,BETTER,BETTER,YES,YES,"YES, BUT NOT IF HH IS IN NEED"
31533095,YES,2ND HALF NOV,1ST HALF MAY,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,NO,9,KM,NO,,2,1,NO,MORE,MORE,MORE,NOT APPLICABLE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,WORSE,BETTER,MUCH BETTER,BETTER,YES,YES,NO
31536118,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31536751,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,6,KM,NO,,3,3,NO,MORE,MORE,MORE,NOT APPLICABLE,MORE,ABOUT THE SAME,NOT APPLICABLE,WORSE,NOT APPLICABLE,MUCH BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,BETTER,MUCH WORSE,BETTER,BETTER,BETTER,YES,YES,NO
31539670,YES,2ND HALF OCT,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO LATE,NO,6,KM,NO,,0,0,NO,MORE,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,WORSE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,WORSE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,MUCH BETTER,BETTER,YES,YES,NO
31540419,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,NO,7,KM,NO,,2,2,NO,MORE,MORE,MORE,NOT APPLICABLE,MORE,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,BETTER,BETTER,BETTER,YES,YES,NO
31545384,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,2,2,NO,MORE,MORE,MORE,MORE,MORE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,MUCH BETTER,WORSE,BETTER,BETTER,BETTER,YES,YES,NO
31546760,YES,2ND HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,NO,5,KM,NO,,3,3,NO,MORE,MORE,MORE,NOT APPLICABLE,MORE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,WORSE,NOT APPLICABLE,BETTER,MUCH WORSE,BETTER,BETTER,BETTER,YES,YES,NO
31550254,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31552686,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,8,KM,NO,,2,2,NO,MORE,MORE,MORE,MORE,MORE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,ABOUT THE SAME,BETTER,YES,YES,"YES, BUT NOT IF HH IS IN NEED"
31554613,YES,1ST HALF NOV,2ND HALF MAR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,0,0,NO,LESS,LESS,MORE,MORE,MORE,WORSE,WORSE,WORSE,NOT APPLICABLE,MUCH WORSE,BETTER,BETTER,MUCH WORSE,NOT APPLICABLE,WORSE,WORSE,MUCH BETTER,MUCH BETTER,BETTER,YES,YES,NO
31555614,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,NO,3,KM,NO,,0,0,NO,MORE,MORE,MORE,NOT APPLICABLE,MORE,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,BETTER,BETTER,BETTER,WORSE,NOT APPLICABLE,BETTER,MUCH WORSE,BETTER,ABOUT THE SAME,WORSE,YES,YES,"YES, BUT NOT IF HH IS IN NEED"
