HHID,case_id,qx_type,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
2892,314351200274,Panel B,2,31435120,Owned,150000,12000,Month,,,16,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Electricity,,Puchased firewood,,,No,,,,,,500,Yes,Candles,,Firewood,,Yes,4,No,Several times a week,2500,1,Month,,,,,No,,,,3,1500,Communal standpipe,,150,30,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2975,314357530023,Panel A,1,31435753,Rented,,,,3500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,250,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,Never pays,,,,,,,No,,,,2,2000,Piped into yard/plot,,0,On Permises,,All year around,,VIP latrine,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2971,314357530038,Panel A,1,31435753,Owned,20000,1000,Month,,,1,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,Yes,No,,,,,,500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Communal standpipe,,150,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2953,314357530066,Panel A,1,31435753,Rented,,,,1000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,1,Parrafin,,Charcoal,,Yes,No,,,,,,25,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,150,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
2973,314357530079,Panel A,1,31435753,Rented,,,,800,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,1,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2945,314357530090,Panel A,1,31435753,Rented,,,,1000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,300,No,,,,,,,,,,,,Yes,No,,,No,,,,3,600,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2951,314357530102,Panel A,1,31435753,Rented,,,,700,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,1,Candles,,Puchased firewood,,,No,,,,,,500,No,,,,,,,,,,,,Yes,No,,,No,,,,1,3000,Communal standpipe,,150,5,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2959,314357530137,Panel A,1,31435753,Rented,,,,2000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Candles,,Charcoal,,Yes,Yes,Community woodlot,,2,Minute,None,0,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,Never pays,,,,,,,No,,,,1,1000,Communal standpipe,,150,15,Minute,All year around,,VIP latrine,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2947,314357530154,Panel A,1,31435753,Owned,70000,1500,Month,,,16,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,1,Battery/dry cell,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,500,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish bin,,Yes,No,No,
2969,314357530159,Panel A,1,31435753,Owned,800000,2000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,2700,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
2957,314357530178,Panel A,1,31435753,"Free, authorised",,6000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Charcoal,,Yes,No,,,,,,100,No,,,,,,,,,,,,Yes,No,,,No,,,,1,1000,Communal standpipe,,150,2,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
2949,314357530200,Panel A,1,31435753,Rented,,,,3500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,4,Electricity,,Charcoal,,Yes,No,,,,,,100,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,1500,1,Month,,,,,No,,,,2,1400,Communal standpipe,,150,2,Minute,All year around,,Latrine without roof,,Other households also,Public rubbish heap,,Yes,Yes,No,
2963,314357530227,Panel A,1,31435753,Rented,,,,3500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,0,Yes,Paraffin,,Charcoal,,Yes,Not applicable,No,Several times a week,500,1,Month,,,,,No,,,,0,,Piped into yard/plot,,750,On Permises,,All year around,,VIP latrine,,Other households also,Rubbish pit,,Yes,Yes,No,
2965,314357530242,Panel A,1,31435753,Owned,270000,500,Month,,,7,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,2,Parrafin,,Charcoal,,Yes,Yes,Forest reserve,,2,Hour,None,160,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,1000,Borehole,,150,2,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2967,314357530281,Panel A,1,31435753,Rented,,,,2500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,300,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,500,1,Month,,,,,No,,,,1,7000,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
2961,314357530283,Panel A,1,31435753,Rented,,,,3000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,200,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,500,1,Month,,,,,No,,,,1,1000,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2955,314357530292,Panel A,1,31435753,Rented,,,,1300,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,2,Parrafin,,Charcoal,,Yes,No,,,,,,0,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,150,15,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
3003,314366950007,Panel A,1,31436695,Owned,3500000,20000,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,12,No,Several times a week,4200,1,Month,,,,,No,,,,3,6300,Piped into dwelling,,3500,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2989,314366950029,Panel A,1,31436695,Owned,25000000,30000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Electricity,,Yes,No,,,,,,950,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,4260,1,Month,,,,,Yes,240,1,Month,12,8000,Piped into dwelling,,5950,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,No,No,
3001,314366950052,Panel A,1,31436695,Rented,,,,20000,Month,14,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,6,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,2000,1,Month,,,,,Yes,54000,1,Month,5,35000,Piped into dwelling,,1500,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,No,No,
2985,314366950075,Panel A,1,31436695,Owned,800000,8000,Month,,,10,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,3,1120,Piped into dwelling,,470,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2991,314366950079,Panel A,1,31436695,Owned,20000,1000,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,15,Minute,Almost all,1000,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,50,5,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,No,Yes,"Yes, for all children under five"
2997,314366950086,Panel A,1,31436695,Owned,900000,7000,Month,,,11,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Electricity,,Electricity,,Yes,Yes,Own woodlot,,5,Minute,All,1400,Yes,Candles,,Firewood,,Yes,12,No,Several times a week,Never pays,,,,,,,No,,,,4,8400,Piped into dwelling,,4000,On Permises,,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,No,No,
2995,314366950093,Panel A,1,31436695,Rented,,,,4000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,200,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,8000,1,Month,,,,,No,,,,1,800,Piped into dwelling,,500,On Permises,,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
3005,314366950106,Panel A,1,31436695,Owned,200000,1500,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Puchased firewood,,,No,,,,,,300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
3007,314366950118,Panel A,1,31436695,Owned,50000,1000,1,,,6,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,400,Piped into dwelling,,0,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2987,314366950125,Panel A,1,31436695,"Free, authorised",,5000,,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Candles,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,500,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Other (specify),FETCHES FROM DIFFRENT SURROUNDING HOUSEHOLDS,0,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2983,314366950166,Panel A,1,31436695,Owned,2500000,20000,Month,,,9,Permanent,Burnt bricks,,Clay tiles,,Smooth cement,,4,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,36,No,Every day,2100,1,Month,,,,,No,,,,2,2000,Piped into dwelling,,2500,99.900002,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,No,No,
2999,314366950176,Panel A,1,31436695,Rented,,,,10000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,5000,2,Month,,,,,No,,,,4,15000,Piped into dwelling,,7000,.5,Minute,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2979,314366950178,Panel A,1,31436695,Rented,,,,11000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,6,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,5000,1,Month,,,,,No,,,,3,15000,Piped into dwelling,,4000,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2993,314366950182,Panel A,1,31436695,Owned,1000000,15000,Month,,,15,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,4,No,Several times a month,2500,1,Month,,,,,No,,,,3,2000,Piped into dwelling,,2500,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,No,
2977,314366950212,Panel A,1,31436695,Rented,,,,20000,Month,4,Permanent,Burnt bricks,,Iron sheets,,Tile,,4,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,24,No,Every day,3650,1,Month,,,,,No,,,,1,12000,Piped into dwelling,,2500,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,No,
2981,314366950221,Panel A,1,31436695,Owned,100000,7000,,,,12,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Candles,,Gas,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Application pending,20,No,,,,7,1500,Piped into yard/plot,,1000,1,Minute,All year around,,VIP latrine,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2940,314386900029,Panel B,2,31438690,Owned,60000,2000,Month,,,8,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,2,Hour,Less than half,200,No,,,,,,,,,,,,No,,,,No,,,,4,700,Piped into dwelling,,1000,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2924,314386900045,Panel B,2,31438690,Owned,150000,2000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Battery/dry cell,,Charcoal,,Yes,Yes,Unfarmed areas of community,,20,Minute,None,400,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,200,Piped into yard/plot,,500,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2944,314386900061,Panel B,2,31438690,Owned,50000,1000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,45,Minute,All,500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,4500,Other (specify),,250,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2938,314386900077,Panel B,2,31438690,Rented,,,,750,Month,Don't Know,Traditional,Mud brick,,Grass,,Sand,,1,Parrafin,,Puchased firewood,,,No,,,,,,50,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,20,10,Minute,All year around,,Latrine without roof,,Other households also,Public rubbish heap,,No,,,
2920,314386900109,Panel B,2,31438690,Owned,300000,1500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Community woodlot,,2,Hour,None,1000,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Communal standpipe,,100,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
2934,314386900125,Panel B,2,31438690,Owned,50000,1000,Month,,,4,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,20,Minute,All,1500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,560,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
2932,314386900141,Panel B,2,31438690,Owned,225000,1500,,,,1,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Candles,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,More than half,700,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,20,3,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
2946,314386900157,Panel B,2,31438690,Owned,200000,1700,Month,,,11,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,5,Parrafin,,Charcoal,,Yes,Yes,Forest reserve,,1,Hour,A little,60,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,500,Communal standpipe,,150,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
2922,314386900188,Panel B,2,31438690,Rented,,,,2000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,Yes,No,,,,,,200,No,,,,,,,,,,,,Yes,No,,,Yes,600,1,Month,2,4000,Piped into yard/plot,,300,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2942,314386900204,Panel B,2,31438690,Owned,300000,2000,,,,3,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Forest reserve,,10,Minute,A little,700,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,2000,,,1000,5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,No,,,
2926,314386900220,Panel B,2,31438690,Rented,,,,1000,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,500,Piped into yard/plot,,200,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,No,
2936,314386900236,Panel B,2,31438690,Rented,,,,1500,Month,Don't Know,Traditional,Mud brick,,Grass,,Smooth cement,,3,Parrafin,,Puchased firewood,,,No,,,,,,300,No,,,,,,,,,,,,No,,,,No,,,,1,1500,Borehole,,150,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2918,314386900268,Panel B,2,31438690,Rented,,,,900,Month,Don't Know,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Forest reserve,,3,Hour,A little,100,No,,,,,,,,,,,,Yes,No,,,No,,,,1,750,Communal standpipe,,100,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
2928,314386900284,Panel B,2,31438690,Owned,50000,800,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,3,Candles,,Puchased firewood,,,Yes,Unfarmed areas of community,,10,Minute,A little,400,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Communal standpipe,,200,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
2916,314386900300,Panel B,2,31438690,Owned,500000,2000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,1200,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2930,314386900331,Panel B,2,31438690,Owned,50000,1000,Month,,,19,Semi-Permanent,Mud brick,,Iron sheets,,Smoothed mud,,2,Candles,,Charcoal,,Yes,Yes,Unfarmed areas of community,,10,Minute,None,100,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,500,Communal standpipe,,150,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,No,
2966,314391020004,Panel B,2,31439102,Rented,,,,3200,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,1700,1,Month,,,,,No,,,,3,900,Piped into dwelling,,1500,On Permises,,All year around,,Flush toilet,,Household members only,Burning,,Yes,Yes,No,
2972,314391020014,Panel B,2,31439102,Rented,,,,5500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,550,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Never,2000,1,Month,,,,,No,,,,3,15000,Piped into dwelling,,0,2,Minute,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
2962,314391020024,Panel B,2,31439102,Owned,600000,5000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,2,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a month,1902,1,Month,,,,,Yes,200,1,Month,1,300,Piped into dwelling,,1500,On Permises,,All year around,,Flush toilet,,Household members only,Public rubbish heap,,Yes,Yes,No,
2958,314391020044,Panel B,2,31439102,Rented,,,,3520,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Charcoal,,Yes,No,,,,,,100,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,1500,1,Month,,,,,Yes,600,1,Month,4,1000,Piped into dwelling,,1500,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for some children under five"
2954,314391020065,Panel B,2,31439102,Rented,,,,1500,Month,Don't Know,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Parrafin,,Puchased firewood,,,No,,,,,,0,No,,,,,,,,,,,,Yes,No,,,No,,,,1,7000,Communal standpipe,,250,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Burning,,Yes,Yes,Yes,"Yes, for all children under five"
2952,314391020075,Panel B,2,31439102,Rented,,,,2000,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Charcoal,,Yes,No,,,,,,700,No,,,,,,,,,,,,Yes,No,,,No,,,,2,3000,Communal standpipe,,200,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2976,314391020085,Panel B,2,31439102,Rented,,,,600,Month,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Charcoal,,Yes,Yes,Unfarmed areas of community,,15,Minute,None,90,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,200,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
2968,314391020095,Panel B,2,31439102,Rented,,,,1500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Puchased firewood,,,No,,,,,,500,No,,,,,,,,,,,,Yes,No,,,No,,,,1,500,Communal standpipe,,200,1,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2960,314391020115,Panel B,2,31439102,Rented,,,,700,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,1,Parrafin,,Puchased firewood,,,No,,,,,,50,No,,,,,,,,,,,,Yes,No,,,No,,,,2,2000,Communal standpipe,,200,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
2978,314391020125,Panel B,2,31439102,Owned,150000,4000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,1,No,Several times a week,300,1,Month,,,,,No,,,,1,4000,Communal standpipe,,200,15,Minute,All year around,,None,,,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2970,314391020136,Panel B,2,31439102,Employer provides,,4500,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Electricity,,Electricity,,Yes,Yes,Community woodlot,,10,Minute,Less than half,500,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,1800,1,Month,,,,,No,,,,3,10400,Piped into dwelling,,500,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2950,314391020146,Panel B,2,31439102,Rented,,,,3500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Charcoal,,Yes,No,,,,,,500,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Every day,800,1,Month,,,,,No,,,,1,10000,Piped into dwelling,,800,On Permises,,All year around,,Flush toilet,,Household members only,Burning,,Yes,Yes,No,
2948,314391020166,Panel B,2,31439102,Employer provides,,15000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Electricity,,No,,,,,,,,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,7500,1,Month,,,,,No,,,,3,9000,Piped into dwelling,,2500,1,Minute,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,No,
2964,314391020176,Panel B,2,31439102,Rented,,,,800,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,0,Parrafin,,Charcoal,,Yes,No,,,,,,100,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,200,15,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
2956,314391020186,Panel B,2,31439102,Employer provides,,3000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Electricity,,Electricity,,Yes,No,,,,,,200,Yes,Candles,,Firewood,,Yes,Not applicable,No,Several times a month,500,1,Month,,,,,No,,,,2,500,Piped into yard/plot,,500,2,Minute,All year around,,VIP latrine,,Household members only,Rubbish bin,,Yes,Yes,No,
2974,314391020207,Panel B,2,31439102,Employer provides,,5000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Electricity,,Electricity,,Yes,No,,,,,,150,Yes,Candles,,Charcoal,,Yes,Not applicable,No,Several times a week,2500,1,Month,,,,,No,,,,4,4200,Piped into dwelling,,3800,On Permises,,All year around,,Flush toilet,,Household members only,Rubbish pit,,Yes,Yes,No,
