HHID,case_id,qx_type,visit,ea_id,hh_t01,hh_t02,hh_t03,hh_t04,hh_t05,hh_t06,hh_t07,hh_t08,hh_t09,hh_t10,hh_t10_os,hh_t11,hh_t11_os,hh_t12,hh_t12_os
2748,310073350029,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Only just meets your expenses,2,Mat (grass) on floor,,Nothing,,Nothing,
2734,310073350074,Panel B,2,31007335,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,3,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Nothing,
2750,310073350097,Panel B,2,31007335,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,8,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
2732,310073350120,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,6,Bed & mat (Grass),,Blanket only,,Chitenje cloth,
2756,310073350166,Panel B,2,31007335,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Only just meets your expenses,3,Bed & mat (Grass),,Sheets only,,Nothing,
2736,310073350189,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Sheets only,
2726,310073350212,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,3,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2730,310073350258,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,3,Mat (grass) on floor,,Chitenje cloth,,Nothing,
2742,310073350281,Panel B,2,31007335,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2728,310073350304,Panel B,2,31007335,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Sheets only,
2740,310073350350,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,1,3,Only just meets your expenses,3,Mat (grass) on floor,,Chitenje cloth,,Nothing,
2738,310073350373,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Only just meets your expenses,4,Mat (grass) on floor,,Chitenje cloth,,Nothing,
2754,310073350396,Panel B,2,31007335,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,4,4,2,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2752,310073350442,Panel B,2,31007335,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,2,Mat (grass) on floor,,Blanket & sheets,,Nothing,
2744,310073350465,Panel B,2,31007335,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,5,2,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2819,311087030024,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2837,311087030057,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Only just meets your expenses,4,Bed alone,,Blanket only,,Nothing,
2831,311087030121,Panel A,1,31108703,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,2,4,Only just meets your expenses,7,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2845,311087030172,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,7,Mat (grass) on floor,,Blanket only,,Nothing,
2847,311087030174,Panel A,1,31108703,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,4,4,5,Only just meets your expenses,7,Bed & mattress,,Blanket only,,Sheets only,
2823,311087030266,Panel A,1,31108703,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,4,Allows you to save just a little,7,Mat (grass) on floor,,Blanket & sheets,,Nothing,
2843,311087030267,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Nothing,
2825,311087030288,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,2,Only just meets your expenses,3,Cloth/sack on floor,,Chitenje cloth,,Chitenje cloth,
2827,311087030320,Panel A,1,31108703,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,4,5,Is really not sufficient so you need to borrow to meet expenses,10,Mat (grass) on floor,,Blanket only,,Nothing,
2835,311087030327,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,6,1,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2839,311087030335,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,3,1,Only just meets your expenses,1,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2829,311087030344,Panel A,1,31108703,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,1,2,2,Allows you to save just a little,4,Mat (grass) on floor,,Chitenje cloth,,Nothing,
2833,311087030374,Panel A,1,31108703,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2817,311087030375,Panel A,1,31108703,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,3,2,Only just meets your expenses,5,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2821,311087030385,Panel A,1,31108703,It was less than adequate for household needs,It was more than adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,1,6,2,Only just meets your expenses,3,Mat (grass) on floor,,Chitenje cloth,,Nothing,
2879,312010070032,Panel A,1,31201007,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,5,Mattress on floor,,Blanket only,,Chitenje cloth,
2869,312010070034,Panel A,1,31201007,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,1,1,Only just meets your expenses,4,Bed & mattress,,Blanket only,,Blanket only,
2861,312010070037,Panel A,1,31201007,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,1,Is not sufficient so need to use savings to meet expenses,7,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2851,312010070074,Panel A,1,31201007,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,3,Allows you to save just a little,10,Bed & mattress,,Blanket & sheets,,Sheets only,
2853,312010070116,Panel A,1,31201007,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,1,Allows you to save just a little,6,Cloth/sack on floor,,Chitenje cloth,,Chitenje cloth,
2863,312010070128,Panel A,1,31201007,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,1,1,Allows you to save just a little,10,Bed & mattress,,Blanket only,,Sheets only,
2857,312010070145,Panel A,1,31201007,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,5,Mat (grass) on floor,,Blanket only,,Sheets only,
2873,312010070158,Panel A,1,31201007,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,1,2,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Sheets only,
2865,312010070162,Panel A,1,31201007,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,4,Mattress on floor,,Blanket only,,Chitenje cloth,
2871,312010070164,Panel A,1,31201007,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,5,Is really not sufficient so you need to borrow to meet expenses,3,Bed & mattress,,Blanket only,,Chitenje cloth,
2877,312010070169,Panel A,1,31201007,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,2,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Sheets only,
2875,312010070189,Panel A,1,31201007,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,3,Mattress on floor,,Blanket only,,Chitenje cloth,
2849,312010070226,Panel A,1,31201007,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Allows you to save just a little,10,Bed alone,,Blanket only,,Sheets only,
2867,312010070230,Panel A,1,31201007,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,1,3,Allows you to save just a little,7,Bed alone,,Blanket only,,Sheets only,
2859,312010070283,Panel A,1,31201007,It was more than adequate for household needs,It was more than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,4,5,Is not sufficient so need to use savings to meet expenses,25,Mat (grass) on floor,,Blanket only,,Sheets only,
2855,312010070285,Panel A,1,31201007,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,8,Bed & mattress,,Blanket & sheets,,Sheets only,
2794,312011040010,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,2,2,Allows you to save just a little,3,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
2806,312011040023,Panel B,2,31201104,It was less than adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,4,4,Allows you to save just a little,6,Bed & mat (Grass),,Chitenje cloth,,Blanket only,
2814,312011040036,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,3,3,Allows you to save just a little,10,Bed & mattress,,Blanket & sheets,,Sheets only,
2804,312011040061,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,4,4,Allows you to save just a little,8,Mattress on floor,,Blanket & sheets,,Sheets only,
2816,312011040074,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,4,3,4,Is really not sufficient so you need to borrow to meet expenses,12,Bed & mattress,,Blanket & sheets,,Sheets only,
2820,312011040086,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Sheets only,
2796,312011040112,Panel B,2,31201104,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Allows you to save just a little,10,Mat (grass) on floor,,Blanket only,,Blanket only,
2792,312011040124,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,3,2,Only just meets your expenses,4,Bed & mat (Grass),,Blanket only,,Blanket only,
2810,312011040137,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,5,Bed & mat (Grass),,Sheets only,,Sheets only,
2818,312011040162,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,3,3,Allows you to save just a little,7,Bed alone,,Blanket & sheets,,Sheets only,
2790,312011040175,Panel B,2,31201104,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,3,Mat (grass) on floor,,Fertilizer or grain sack,,Sheets only,
2802,312011040188,Panel B,2,31201104,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,5,Mat (grass) on floor,,Blanket only,,Blanket only,
2808,312011040213,Panel B,2,31201104,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,2,Mattress on floor,,Chitenje cloth,,Chitenje cloth,
2798,312011040226,Panel B,2,31201104,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,7,Bed & mattress,,Blanket & sheets,,Blanket & sheets,
2812,312011040238,Panel B,2,31201104,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Allows you to save just a little,5,Mattress on floor,,Blanket & sheets,,Sheets only,
2800,312011040264,Panel B,2,31201104,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,3,2,Is really not sufficient so you need to borrow to meet expenses,10,Mattress on floor,,Blanket & sheets,,Sheets only,
2838,312011970001,Panel B,2,31201197,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,1,2,Only just meets your expenses,14,Bed & mattress,,Blanket & sheets,,Sheets only,
2852,312011970008,Panel B,2,31201197,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2842,312011970022,Panel B,2,31201197,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,3,1,4,Is really not sufficient so you need to borrow to meet expenses,3,Mattress on floor,,Blanket only,,Chitenje cloth,
2840,312011970028,Panel B,2,31201197,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Allows you to save just a little,6,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
2846,312011970030,Panel B,2,31201197,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,2,Mattress on floor,,Blanket only,,Blanket only,
2836,312011970037,Panel B,2,31201197,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,1,3,Is really not sufficient so you need to borrow to meet expenses,5,Bed & mat (Grass),,Blanket & sheets,,Sheets only,
2822,312011970057,Panel B,2,31201197,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,4,Bed & mat (Grass),,Blanket & sheets,,Chitenje cloth,
2830,312011970066,Panel B,2,31201197,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Allows you to save just a little,6,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
2826,312011970081,Panel B,2,31201197,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,1,Allows you to save just a little,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2844,312011970088,Panel B,2,31201197,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,2,Allows you to save just a little,3,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
2834,312011970095,Panel B,2,31201197,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,2,Bed & mat (Grass),,Blanket only,,Chitenje cloth,
2850,312011970110,Panel B,2,31201197,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,4,Bed & mat (Grass),,Blanket only,,Chitenje cloth,
2828,312011970117,Panel B,2,31201197,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,4,Mattress on floor,,Blanket only,,Blanket only,
2824,312011970124,Panel B,2,31201197,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,1,Is really not sufficient so you need to borrow to meet expenses,2,Mattress on floor,,Blanket only,,Blanket only,
2848,312011970139,Panel B,2,31201197,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,1,1,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
2832,312011970146,Panel B,2,31201197,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2766,312015160017,Panel B,2,31201516,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Is not sufficient so need to use savings to meet expenses,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2774,312015160031,Panel B,2,31201516,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,2,Is not sufficient so need to use savings to meet expenses,5,Bed & mattress,,Blanket only,,Chitenje cloth,
2760,312015160046,Panel B,2,31201516,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,2,2,Is not sufficient so need to use savings to meet expenses,1,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
2762,312015160060,Panel B,2,31201516,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,1,3,3,Allows you to save just a little,5,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2768,312015160089,Panel B,2,31201516,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,4,Only just meets your expenses,6,Mattress on floor,,Blanket only,,Chitenje cloth,
2784,312015160108,Panel B,2,31201516,It was just adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,1,3,2,Allows you to save just a little,4,Bed alone,,Blanket only,,Sheets only,
2764,312015160118,Panel B,2,31201516,It was just adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,1,2,1,Allows you to save just a little,5,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2786,312015160132,Panel B,2,31201516,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,6,Bed & mat (Grass),,Blanket only,,Sheets only,
2780,312015160161,Panel B,2,31201516,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,2,2,Allows you to save just a little,10,Mattress on floor,,Blanket only,,Chitenje cloth,
2778,312015160175,Panel B,2,31201516,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Is not sufficient so need to use savings to meet expenses,7,Bed alone,,Sheets only,,Sheets only,
2758,312015160190,Panel B,2,31201516,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,2,Bed alone,,Sheets only,,Chitenje cloth,
2782,312015160204,Panel B,2,31201516,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Allows you to save just a little,6,Mat (grass) on floor,,Blanket only,,Sheets only,
2772,312015160233,Panel B,2,31201516,It was just adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,2,3,3,Allows you to save just a little,9,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2776,312015160248,Panel B,2,31201516,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,6,Bed & mattress,,Blanket & sheets,,Sheets only,
2770,312015160262,Panel B,2,31201516,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,7,Mattress on floor,,Blanket only,,Chitenje cloth,
2788,312015160291,Panel B,2,31201516,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,2,Is not sufficient so need to use savings to meet expenses,6,Mattress on floor,,Blanket only,,Chitenje cloth,
2907,312046180076,Panel A,1,31204618,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,1,2,Allows you to save just a little,10,Bed & mattress,,Blanket only,,Sheets only,
2903,312046180082,Panel A,1,31204618,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Sheets only,
2883,312046180090,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,2,2,Is not sufficient so need to use savings to meet expenses,8,Mattress on floor,,Blanket only,,Chitenje cloth,
2889,312046180100,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Is really not sufficient so you need to borrow to meet expenses,8,Bed alone,,Blanket only,,Chitenje cloth,
2891,312046180102,Panel A,1,31204618,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,6,4,Only just meets your expenses,5,Bed & mattress,,Blanket only,,Sheets only,
2895,312046180105,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,3,Is really not sufficient so you need to borrow to meet expenses,5,Bed alone,,Blanket only,,Nothing,
2905,312046180112,Panel A,1,31204618,It was just adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,3,1,1,Allows you to save just a little,30,Bed & mattress,,Blanket & sheets,,Sheets only,
2911,312046180123,Panel A,1,31204618,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
2901,312046180149,Panel A,1,31204618,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,3,4,3,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2881,312046180161,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,3,Bed alone,,Blanket only,,Chitenje cloth,
2893,312046180169,Panel A,1,31204618,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Allows you to save just a little,4,Bed alone,,Blanket only,,Sheets only,
2885,312046180205,Panel A,1,31204618,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Allows you to save just a little,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2909,312046180216,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Allows you to save just a little,11,Bed & mat (Grass),,Blanket only,,Sheets only,
2899,312046180226,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,2,Only just meets your expenses,3,Bed & mattress,,Blanket & sheets,,Sheets only,
2897,312046180244,Panel A,1,31204618,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
2887,312046180276,Panel A,1,31204618,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Only just meets your expenses,5,Bed & mat (Grass),,Blanket only,,Blanket only,
2884,314325230003,Panel B,2,31432523,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,4,4,Allows you to save just a little,2,Bed & mat (Grass),,Blanket & sheets,,Sheets only,
2862,314325230017,Panel B,2,31432523,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,4,Only just meets your expenses,2,Bed & mattress,,Blanket & sheets,,Sheets only,
2868,314325230046,Panel B,2,31432523,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,5,4,Is really not sufficient so you need to borrow to meet expenses,8,Bed & mattress,,Blanket only,,Sheets only,
2860,314325230060,Panel B,2,31432523,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,4,Only just meets your expenses,6,Bed & mattress,,Blanket & sheets,,Blanket only,
2876,314325230074,Panel B,2,31432523,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,5,Bed & mattress,,Blanket only,,Sheets only,
2858,314325230103,Panel B,2,31432523,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,3,2,Allows you to save just a little,4,Mattress on floor,,Blanket only,,Chitenje cloth,
2880,314325230117,Panel B,2,31432523,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,3,1,Only just meets your expenses,5,Bed & mattress,,Blanket only,,Sheets only,
2878,314325230132,Panel B,2,31432523,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Bed & mattress,,Blanket only,,Sheets only,
2872,314325230160,Panel B,2,31432523,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,3,2,Only just meets your expenses,5,Mat (grass) on floor,,Blanket only,,Sheets only,
2854,314325230175,Panel B,2,31432523,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,2,Only just meets your expenses,6,Mattress on floor,,Blanket only,,Sheets only,
2864,314325230189,Panel B,2,31432523,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,4,3,Only just meets your expenses,15,Bed alone,,Blanket only,,Sheets only,
2866,314325230218,Panel B,2,31432523,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,2,1,Only just meets your expenses,5,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
