occ,y2_hhid,qx_type,interview_status,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20b,hh_f21,hh_f22,hh_f22a,hh_f22b,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f34,hh_f35,hh_f36,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f42,hh_f43,hh_f44,hh_f45,hh_f46,hh_f47,hh_f48,hh_f49,hh_f50,hh_f51a,hh_f51b,hh_f51c,hh_f52,hh_f53,hh_f54,hh_f55a,hh_f55b,hh_f55c
1,2381-001,PANEL A,Panel A - 2 Visits,OWNED,300000,2000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,800,NO,,,,,,,,,,,,YES,YES,DWELLING UNAPPROPRIATE FOR CONNECTION,,0,,BOREHOLE,0,10,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,2,,NO,,,,NO,,NO,,,
1,2382-001,PANEL B,Panel B - 2 Visits,OWNED,40000,4000,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,50,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,500,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,YES,1,NO,,,
1,2383-001,PANEL A,Panel A - 2 Visits,OWNED,50000,500,MONTH,,,13,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,150,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,200,BOREHOLE,25,10,HOUR,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,BURNING,NO,,,,1,1,NO,,,,NO,,NO,,,
1,2384-001,PANEL B,Panel B - 2 Visits,OWNED,20000,900,MONTH,,,2,TRADITIONAL,COMPACTED EARTH,GRASS,SAND,3,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,50,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,OPEN WELL IN YARD/PLOT,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2385-001,PANEL A,Panel A - 2 Visits,OWNED,250000,1,MONTH,,,7,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,4,PARRAFIN,PUCHASED FIREWOOD,,YES,COMMUNITY WOODLOT,30,HOUR,MORE THAN HALF,3000,NO,,,,,,,,,,,,NO,,,,2,7500,BOREHOLE,100,300,MINUTE,ONLY DRY SEASON,OPEN PUBLIC WELL,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,1,2,NO,,,,NO,,NO,,,
1,2386-001,PANEL B,Panel B - 2 Visits,OWNED,75000,5000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,4,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,1,600,OPEN PUBLIC WELL,0,150,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2387-001,PANEL A,Panel A - 2 Visits,OWNED,1500,3500,MONTH,,,8,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2388-001,PANEL B,Panel B - Combined Visit,RENTED,,,,2000,MONTH,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTH CEMENT,1,CANDLES,CHARCOAL,YES,NO,,,,,60,NO,,,,,,,,,,,,YES,NO,,,0,,PIPED INTO YARD/PLOT,1000,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2389-001,PANEL A,Panel A - 2 Visits,OWNED,7000,1500,MONTH,,,10,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,50,MINUTE,NONE,700,NO,,,,,,,,,,,,NO,,,,1,700,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,YES,2,,,NO,,YES,2,,
1,2389-002,PANEL A,Panel A - 2 Visits,OWNED,200000,15000,MONTH,,,4,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,FOREST RESERVE,100,MINUTE,ALL,600,NO,,,,,,,,,,,,NO,,,,1,1900,BOREHOLE,300,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2390-001,PANEL B,Panel B - 2 Visits,OWNED,35000,1500,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,350,NO,,,,,,,,,,,,NO,,,,0,,PROTECTED PUBLIC WELL,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2391-001,PANEL A,Panel A - 2 Visits,OWNED,250000,2000,MONTH,,,15,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,300,MINUTE,ONLY RAINY SEASON,RIVER/STREAM,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2392-001,PANEL B,Panel B - 2 Visits,OWNED,260000,10000,MONTH,,,4,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,6,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,300,NO,,,,,,,,,,,,NO,,,,2,10000,OPEN PUBLIC WELL,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2392-003,PANEL B,Panel B - 2 Visits,OWNED,10000,1500,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,200,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,1,3000,OPEN PUBLIC WELL,0,200,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2393-001,PANEL A,Panel A - 2 Visits,OWNED,15000,1,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,GRASS,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,150,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,1,200,RIVER/STREAM,0,100,MINUTE,ONLY DRY SEASON,BOREHOLE,NONE,,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2394-001,PANEL B,Panel B - 2 Visits,OWNED,29000,2500,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2394-004,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,1000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,300,MINUTE,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,150,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2395-001,PANEL A,Panel A - 2 Visits,OWNED,500000,1500,MONTH,,,6,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,400,NO,,,,,,,,,,,,YES,YES,NO NEED FOR ELECTRICITY,,1,500,RIVER/STREAM,0,100,MINUTE,ONLY DRY SEASON,BOREHOLE,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2396-001,PANEL B,Panel B - 2 Visits,OWNED,35000,2500,MONTH,,,14,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,1500,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,NO,NO,,1,2,NO,,,,NO,,NO,,,
1,2397-001,PANEL A,Panel A - 2 Visits,OWNED,20000,2000,MONTH,,,7,TRADITIONAL,MUD BRICK,GRASS,SAND,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,300,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2398-001,PANEL B,Panel B - 2 Visits,OWNED,100000,2000,MONTH,,,8,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,2500,OPEN PUBLIC WELL,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,YES,1,,,NO,,NO,,,
1,2399-001,PANEL A,Panel A - Combined Visit,OWNED,100000,2000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,LESS THAN HALF,500,NO,,,,,,,,,,,,NO,,,,1,1000,BOREHOLE,200,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,NO,,NO,,,
1,2399-004,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,800,MONTH,,,20,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,70,MINUTE,NONE,100,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2400-001,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,500,MONTH,,,10,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,PARRAFIN,COLLECTED FIREWOOD,,,OTHER (SPECIFY),150,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,100,MINUTE,ALL YEAR AROUND,,NONE,,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,2401-001,PANEL A,Panel A - 2 Visits,OWNED,10000,1000,MONTH,,,23,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,250,MINUTE,NONE,800,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,150,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2401-002,PANEL A,Panel A - 2 Visits,OWNED,3000000,30,MONTH,,,10,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,ELECTRICITY,ELECTRICITY,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,4000,1,MONTH,,,,,5,7000,PIPED INTO DWELLING,2000,990,,ALL YEAR AROUND,,FLUSH TOILET,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,YES,2,,,NO,,NO,,,
1,2402-001,PANEL B,Panel B - 2 Visits,RENTED,,,,1000,MONTH,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,400,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2403-001,PANEL A,Panel A - 2 Visits,OWNED,250000,1500,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,2500,NO,,,,,,,,,,,,NO,,,,1,5500,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
1,2404-001,PANEL B,Panel B - 2 Visits,OWNED,105000,2500,MONTH,,,13,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,PROTECTED PUBLIC WELL,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2404-003,PANEL B,Panel B - 2 Visits,RENTED,,,,3500,MONTH,DON'T KNOW,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTH CEMENT,1,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,,NO,SEVERAL TIMES A WEEK,,,,,,,,1,1700,COMMUNAL STANDPIPE,1250,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,BURNING,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2405-001,PANEL A,Panel A - 2 Visits,OWNED,50000,2000,MONTH,,,10,TRADITIONAL,WOOD,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,100,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,2,4000,BOREHOLE,0,30,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,YES,1,,,NO,,NO,,,
1,2406-001,PANEL B,Panel B - 2 Visits,OWNED,36000,4000,MONTH,,,3,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,OTHER (SPECIFY),COLLECTED FIREWOOD,,,OWN WOODLOT,150,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,2406-003,PANEL B,Panel B - 2 Visits,OWNED,70000,3000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SAND,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,250,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2406-005,PANEL B,Panel B - 2 Visits,OWNED,250000,12000,MONTH,,,20,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,PARRAFIN,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,500,COMMUNAL STANDPIPE,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"NO, NONE OF THE CHILDREN UNDER FIVE",1,2,NO,,,,NO,,NO,,,
1,2407-001,PANEL A,Panel A - 2 Visits,OWNED,150000,6000,MONTH,,,40,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,10,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,1,2000,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,YES,NO,NO,,1,2,NO,,,,NO,,NO,,,
1,2407-003,PANEL A,Panel A - 2 Visits,RENTED,,,,6000,MONTH,12,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,OTHER (SPECIFY),CHARCOAL,YES,,NOT APPLICABLE,99,NO,SEVERAL TIMES A WEEK,NEVER PAYS,,,,,,,2,6000,PIPED INTO YARD/PLOT,1200,990,,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH BIN,YES,NO,NO,,1,1,NO,,,,NO,,NO,,,
1,2408-001,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,2500,MONTH,,,10,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,OTHER (SPECIFY),COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,PROTECTED PUBLIC WELL,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2409-001,PANEL A,Panel A - 2 Visits,RENTED,,,,850,MONTH,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,400,MINUTE,NONE,1200,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,200,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2410-002,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,5000,MONTH,,,9,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,300,NO,,,,,,,,,,,,YES,NO,,,1,1500,BOREHOLE,50,100,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2411-001,PANEL A,Panel A - 2 Visits,OWNED,45000,5000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2412-001,PANEL B,Panel B - 2 Visits,OWNED,25000,500,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2413-001,PANEL A,Panel A - 2 Visits,OWNED,45000,1500,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OTHER (SPECIFY),50,MINUTE,NONE,2500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,NONE,,NONE,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2414-001,PANEL B,Panel B - 2 Visits,OWNED,10000,800,MONTH,,,10,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,PARRAFIN,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,300,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,4000,RIVER/STREAM,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2415-001,PANEL A,Panel A - 2 Visits,OWNED,200000,1000,MONTH,,,7,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,300,MINUTE,NONE,800,NO,,,,,,,,,,,,NO,,,,1,1600,BOREHOLE,10,150,MINUTE,ALL YEAR AROUND,,FLUSH TOILET,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2416-001,PANEL B,Panel B - 2 Visits,OWNED,80000,1500,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,PARRAFIN,COLLECTED FIREWOOD,,,OTHER (SPECIFY),150,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,71,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,2417-001,PANEL A,Panel A - 2 Visits,OWNED,250000,1500,MONTH,,,4,TRADITIONAL,GRASS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,300,MINUTE,NONE,900,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,4500,BOREHOLE,50,20,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
1,2419-001,PANEL A,Panel A - 2 Visits,RENTED,,,,1500,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,PARRAFIN,CHARCOAL,YES,NO,,,,,1000,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,200,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
