occ,y2_hhid,qx_type,interview_status,hh_g09,hh_g10a,hh_g10c,hh_g11
3,2375-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2375-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2376-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2376-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2376-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,6
4,2376-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2377-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,2,2
2,2377-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2377-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2377-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2378-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2378-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2378-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2378-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2379-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,7,7
2,2379-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2379-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2379-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2380-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2380-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2380-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2380-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2381-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2381-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2381-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2381-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2382-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2382-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,2382-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2382-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2383-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2383-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,3,3
3,2383-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2383-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2384-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2384-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2384-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2384-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2385-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2385-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,5,5
3,2385-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2385-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2386-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2386-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,5,3
3,2386-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2386-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2387-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2387-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2387-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2387-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2388-001,PANEL B,Panel B - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2388-001,PANEL B,Panel B - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2388-001,PANEL B,Panel B - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2388-001,PANEL B,Panel B - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2389-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2389-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2389-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2389-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2389-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2389-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2389-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2389-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2390-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2390-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2390-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2390-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2391-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2391-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2391-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2391-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2392-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2392-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2392-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2392-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2392-003,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2392-003,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,6
3,2392-003,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2392-003,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2393-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2393-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2393-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,3
4,2393-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2394-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2394-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2394-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2394-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2394-004,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2394-004,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,4,4
3,2394-004,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2394-004,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2395-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2395-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2395-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2395-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2396-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2396-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2396-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2396-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2397-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2397-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2397-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2397-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2398-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2398-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2398-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2398-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2399-001,PANEL A,Panel A - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2399-001,PANEL A,Panel A - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2399-001,PANEL A,Panel A - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2399-001,PANEL A,Panel A - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2399-004,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2399-004,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2399-004,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,7,7
4,2399-004,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2400-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2400-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2400-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2400-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2401-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2401-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2401-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2401-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,2,2
1,2401-002,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2401-002,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2401-002,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,3
4,2401-002,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2402-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2402-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2402-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2402-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2403-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2403-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2403-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,3
4,2403-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2404-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2404-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2404-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2404-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2404-003,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2404-003,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2404-003,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2404-003,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2405-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2405-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,7,7
3,2405-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2405-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2406-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2406-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2406-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2406-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2406-003,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2406-003,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2406-003,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2406-003,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2406-005,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2406-005,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,7,14
3,2406-005,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2406-005,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2407-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,3,6
2,2407-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2407-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2407-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2407-003,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2407-003,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2407-003,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,4
4,2407-003,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2408-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2408-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2408-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2408-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2409-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2409-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2409-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2409-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2410-002,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2410-002,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2410-002,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2410-002,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2411-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,3,3
2,2411-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2411-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2411-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2412-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2412-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2412-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2412-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2413-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2413-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2413-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2413-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2414-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2414-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2414-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2414-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2415-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2415-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2415-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,2415-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2416-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2416-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2416-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2416-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2417-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2417-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,2417-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2417-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2419-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2419-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2419-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2419-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2419-002,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2419-002,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2419-002,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,2419-002,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2420-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2420-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2420-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2420-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2421-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2421-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2421-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2421-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2422-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2422-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,3,3
3,2422-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2422-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2422-003,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2422-003,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2422-003,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2422-003,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2422-006,PANEL B,Panel B - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,2422-006,PANEL B,Panel B - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,2422-006,PANEL B,Panel B - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,2422-006,PANEL B,Panel B - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2423-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2423-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2423-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2423-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2424-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2424-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2424-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2424-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2425-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2425-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2425-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2425-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2426-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2426-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2426-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,2426-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2427-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2427-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2427-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2427-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2429-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2429-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,2429-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2429-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2430-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,2,2
2,2430-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2430-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,2430-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2430-003,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2430-003,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2430-003,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,1
4,2430-003,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2431-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2431-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,2431-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,2431-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,2432-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2432-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2432-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,2432-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2433-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,2433-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,2433-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,2
4,2433-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,2434-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,2434-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
