HHID,case_id,qx_type,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
2629,308044160015,Panel A,30804416,N02,PRIVATE MICROFINANCE INSTITUTION,,NEAR THE VILLAGE
2629,308044160015,Panel A,30804416,N03,LOCAL MARKET,,NEAR THE VILLAGE
2635,308044160041,Panel A,30804416,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
2635,308044160041,Panel A,30804416,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2627,308044160071,Panel A,30804416,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2627,308044160071,Panel A,30804416,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2639,308044160091,Panel A,30804416,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2639,308044160091,Panel A,30804416,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2639,308044160091,Panel A,30804416,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
2631,308044160099,Panel A,30804416,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
2631,308044160099,Panel A,30804416,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2631,308044160099,Panel A,30804416,N03,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
2633,308044160104,Panel A,30804416,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2633,308044160104,Panel A,30804416,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2633,308044160104,Panel A,30804416,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2649,308044160125,Panel A,30804416,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2649,308044160125,Panel A,30804416,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2649,308044160125,Panel A,30804416,N03,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
2655,308044160126,Panel A,30804416,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2655,308044160126,Panel A,30804416,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2655,308044160126,Panel A,30804416,N03,RELATIVE,,NEAR THE TOWN
2655,308044160126,Panel A,30804416,N04,LOCAL MERCHANT/GROCERY,,NEAR THE TOWN
2655,308044160126,Panel A,30804416,N05,RELATIVE,,WITHIN THE VILLAGE
2655,308044160126,Panel A,30804416,N06,LOCAL MARKET,,NEAR THE VILLAGE
2653,308044160131,Panel A,30804416,N01,LOCAL MARKET,,NEAR THE VILLAGE
2647,308044160137,Panel A,30804416,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2647,308044160137,Panel A,30804416,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2647,308044160137,Panel A,30804416,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2647,308044160137,Panel A,30804416,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2647,308044160137,Panel A,30804416,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2651,308044160145,Panel A,30804416,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
2651,308044160145,Panel A,30804416,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2651,308044160145,Panel A,30804416,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2637,308044160155,Panel A,30804416,N01,VDC MEMBER,,WITHIN THE VILLAGE
2637,308044160155,Panel A,30804416,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2637,308044160155,Panel A,30804416,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2637,308044160155,Panel A,30804416,N04,RELATIVE,,WITHIN THE VILLAGE
2625,308044160168,Panel A,30804416,N01,VDC MEMBER,,NEAR THE VILLAGE
2625,308044160168,Panel A,30804416,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2645,308044160196,Panel A,30804416,N01,RELATIVE,,OUTSIDE THE DISTRICT
2645,308044160196,Panel A,30804416,N02,RELATIVE,,WITHIN THE VILLAGE
2574,308052590001,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2574,308052590001,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2574,308052590001,Panel B,30805259,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2574,308052590001,Panel B,30805259,N04,MAIN MARKET,,NEAR THE VILLAGE
2574,308052590001,Panel B,30805259,N05,RELATIVE,,WITHIN THE VILLAGE
2574,308052590001,Panel B,30805259,N06,RELATIVE,,WITHIN THE VILLAGE
2596,308052590015,Panel B,30805259,N01,RELATIVE,,WITHIN THE VILLAGE
2596,308052590015,Panel B,30805259,N02,MAIN MARKET,,NEAR THE VILLAGE
2596,308052590015,Panel B,30805259,N03,RELATIVE,,WITHIN THE VILLAGE
2596,308052590015,Panel B,30805259,N04,RELATIVE,,WITHIN THE VILLAGE
2580,308052590042,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2580,308052590042,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2580,308052590042,Panel B,30805259,N03,MAIN MARKET,,NEAR THE VILLAGE
2580,308052590042,Panel B,30805259,N04,MAIN MARKET,,NEAR THE VILLAGE
2580,308052590042,Panel B,30805259,N05,RELATIVE,,WITHIN THE VILLAGE
2580,308052590042,Panel B,30805259,N06,RELATIVE,,WITHIN THE VILLAGE
2580,308052590042,Panel B,30805259,N07,RELATIVE,,OUTSIDE THE DISTRICT
2578,308052590055,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2578,308052590055,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2578,308052590055,Panel B,30805259,N03,MAIN MARKET,,NEAR THE VILLAGE
2588,308052590069,Panel B,30805259,N01,LOCAL MARKET,,NEAR THE VILLAGE
2588,308052590069,Panel B,30805259,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2588,308052590069,Panel B,30805259,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2588,308052590069,Panel B,30805259,N04,MAIN MARKET,,NEAR THE TOWN
2588,308052590069,Panel B,30805259,N05,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2566,308052590095,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2566,308052590095,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2566,308052590095,Panel B,30805259,N03,VDC MEMBER,,NEAR THE VILLAGE
2566,308052590095,Panel B,30805259,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2592,308052590109,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2592,308052590109,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2592,308052590109,Panel B,30805259,N03,RELATIVE,,WITHIN THE VILLAGE
2592,308052590109,Panel B,30805259,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2586,308052590122,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2586,308052590122,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2586,308052590122,Panel B,30805259,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2586,308052590122,Panel B,30805259,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2582,308052590149,Panel B,30805259,N01,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
2582,308052590149,Panel B,30805259,N02,FARMER BASED CLUB/ASSOCIATION,,NEAR THE TOWN
2582,308052590149,Panel B,30805259,N03,LOCAL MARKET,,NEAR THE VILLAGE
2570,308052590163,Panel B,30805259,N01,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
2570,308052590163,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2570,308052590163,Panel B,30805259,N03,LOCAL MARKET,,NEAR THE VILLAGE
2594,308052590176,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2594,308052590176,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2594,308052590176,Panel B,30805259,N03,LOCAL MARKET,,NEAR THE VILLAGE
2572,308052590203,Panel B,30805259,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2572,308052590203,Panel B,30805259,N02,LOCAL MARKET,,NEAR THE VILLAGE
2584,308052590216,Panel B,30805259,N01,RELATIVE,,WITHIN THE VILLAGE
2584,308052590216,Panel B,30805259,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2584,308052590216,Panel B,30805259,N03,LOCAL MARKET,,NEAR THE VILLAGE
2576,308052590230,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2576,308052590230,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2576,308052590230,Panel B,30805259,N03,MOBILE MARKET,,WITHIN THE VILLAGE
2568,308052590257,Panel B,30805259,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2568,308052590257,Panel B,30805259,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2568,308052590257,Panel B,30805259,N03,RELATIVE,,WITHIN THE VILLAGE
2568,308052590257,Panel B,30805259,N04,LOCAL MARKET,,NEAR THE VILLAGE
2590,308052590270,Panel B,30805259,N01,RELATIVE,,WITHIN THE VILLAGE
2590,308052590270,Panel B,30805259,N02,RELATIVE,,WITHIN THE VILLAGE
2590,308052590270,Panel B,30805259,N03,LOCAL MARKET,,NEAR THE VILLAGE
2671,308066110002,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2671,308066110002,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2671,308066110002,Panel A,30806611,N03,DISTRICT VETERINARY,,NEAR THE VILLAGE
2683,308066110022,Panel A,30806611,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2661,308066110040,Panel A,30806611,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
2661,308066110040,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2661,308066110040,Panel A,30806611,N03,LOCAL MARKET,,NEAR THE VILLAGE
2673,308066110090,Panel A,30806611,N01,RELATIVE,,WITHIN THE VILLAGE
2687,308066110092,Panel A,30806611,N01,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
2687,308066110092,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
2687,308066110092,Panel A,30806611,N03,RELATIVE,,WITHIN THE VILLAGE
2665,308066110111,Panel A,30806611,,,,
2665,308066110111,Panel A,30806611,N01,,,
2679,308066110140,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2679,308066110140,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2679,308066110140,Panel A,30806611,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2679,308066110140,Panel A,30806611,N04,LOCAL MARKET,,NEAR THE VILLAGE
2659,308066110144,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2659,308066110144,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2659,308066110144,Panel A,30806611,N03,LOCAL MARKET,,NEAR THE VILLAGE
2659,308066110144,Panel A,30806611,N04,MAIN MARKET,,NEAR THE VILLAGE
2663,308066110196,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2663,308066110196,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2663,308066110196,Panel A,30806611,N03,LOCAL MARKET,,NEAR THE VILLAGE
2677,308066110198,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2677,308066110198,Panel A,30806611,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2677,308066110198,Panel A,30806611,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2677,308066110198,Panel A,30806611,N04,MAIN MARKET,,NEAR THE VILLAGE
2677,308066110198,Panel A,30806611,N05,RELATIVE,,OUTSIDE THE DISTRICT
2677,308066110198,Panel A,30806611,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE REGION
2677,308066110198,Panel A,30806611,N07,VDC MEMBER,,WITHIN THE VILLAGE
2685,308066110203,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2685,308066110203,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2685,308066110203,Panel A,30806611,N03,RELATIVE,,WITHIN THE VILLAGE
2685,308066110203,Panel A,30806611,N04,LOCAL MARKET,,NEAR THE VILLAGE
2685,308066110203,Panel A,30806611,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2669,308066110217,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2669,308066110217,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2669,308066110217,Panel A,30806611,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2669,308066110217,Panel A,30806611,N04,MAIN MARKET,,NEAR THE TOWN
2669,308066110217,Panel A,30806611,N05,RELATIVE,,WITHIN THE VILLAGE
2657,308066110221,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2657,308066110221,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2657,308066110221,Panel A,30806611,N03,LOCAL MARKET,,NEAR THE VILLAGE
2657,308066110221,Panel A,30806611,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
2667,308066110222,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2667,308066110222,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2667,308066110222,Panel A,30806611,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2667,308066110222,Panel A,30806611,N04,LOCAL MARKET,,NEAR THE VILLAGE
2667,308066110222,Panel A,30806611,N05,LOCAL MERCHANT/GROCERY,,WITHIN THE VILLAGE
2667,308066110222,Panel A,30806611,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2667,308066110222,Panel A,30806611,N07,MAIN MARKET,,NEAR THE TOWN
2681,308066110228,Panel A,30806611,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2681,308066110228,Panel A,30806611,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2681,308066110228,Panel A,30806611,N03,RELATIVE,,WITHIN THE VILLAGE
2681,308066110228,Panel A,30806611,N04,RELATIVE,,WITHIN THE VILLAGE
2675,308066110284,Panel A,30806611,N01,RELATIVE,,WITHIN THE VILLAGE
2675,308066110284,Panel A,30806611,N02,LOCAL MARKET,,NEAR THE VILLAGE
2675,308066110284,Panel A,30806611,N03,LOCAL MARKET,,NEAR THE VILLAGE
2612,309010540007,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2612,309010540007,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2612,309010540007,Panel B,30901054,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2628,309010540010,Panel B,30901054,N01,RELATIVE,,OUTSIDE THE DISTRICT
2624,309010540020,Panel B,30901054,N01,RELATIVE,,OUTSIDE THE DISTRICT
2614,309010540031,Panel B,30901054,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
2614,309010540031,Panel B,30901054,N02,RELATIVE,,NEAR THE VILLAGE
2614,309010540031,Panel B,30901054,N03,VILLAGE HEADMAN,,NEAR THE VILLAGE
2614,309010540031,Panel B,30901054,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2614,309010540031,Panel B,30901054,N05,LOCAL MARKET,,NEAR THE VILLAGE
2614,309010540031,Panel B,30901054,N06,RELATIVE,,WITHIN THE VILLAGE
2614,309010540031,Panel B,30901054,N07,RELATIVE,,NEAR THE TOWN
2598,309010540053,Panel B,30901054,N01,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
2598,309010540053,Panel B,30901054,N02,RELATIVE,,WITHIN THE VILLAGE
2598,309010540053,Panel B,30901054,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2598,309010540053,Panel B,30901054,N04,RELATIVE,,WITHIN THE VILLAGE
2598,309010540053,Panel B,30901054,N05,LOCAL MARKET,,WITHIN THE VILLAGE
2598,309010540053,Panel B,30901054,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
2598,309010540053,Panel B,30901054,N07,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
2600,309010540063,Panel B,30901054,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2600,309010540063,Panel B,30901054,N02,LOCAL MARKET,,NEAR THE VILLAGE
2620,309010540074,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2620,309010540074,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2620,309010540074,Panel B,30901054,N03,LOCAL MARKET,,NEAR THE VILLAGE
2618,309010540096,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2618,309010540096,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2618,309010540096,Panel B,30901054,N03,LOCAL MARKET,,NEAR THE VILLAGE
2606,309010540106,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2606,309010540106,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2606,309010540106,Panel B,30901054,N03,MAIN MARKET,,OUTSIDE THE DISTRICT
2606,309010540106,Panel B,30901054,N04,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2606,309010540106,Panel B,30901054,N05,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2622,309010540117,Panel B,30901054,N01,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
2622,309010540117,Panel B,30901054,N02,LOCAL MARKET,,NEAR THE VILLAGE
2626,309010540139,Panel B,30901054,N01,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
2626,309010540139,Panel B,30901054,N02,LOCAL MARKET,,NEAR THE VILLAGE
2626,309010540139,Panel B,30901054,N03,RELATIVE,,OUTSIDE THE DISTRICT
2626,309010540139,Panel B,30901054,N04,LOCAL MARKET,,WITHIN THE VILLAGE
2610,309010540149,Panel B,30901054,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
2610,309010540149,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2610,309010540149,Panel B,30901054,N03,MOBILE MARKET,,WITHIN THE VILLAGE
2604,309010540160,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2604,309010540160,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2602,309010540182,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2602,309010540182,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2608,309010540193,Panel B,30901054,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2608,309010540193,Panel B,30901054,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2608,309010540193,Panel B,30901054,N03,LOCAL MARKET,,NEAR THE VILLAGE
2616,309010540225,Panel B,30901054,N01,LOCAL MARKET,,WITHIN THE VILLAGE
2693,309014750002,Panel A,30901475,N01,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
2693,309014750002,Panel A,30901475,N02,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2707,309014750011,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2707,309014750011,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2715,309014750030,Panel A,30901475,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
2715,309014750030,Panel A,30901475,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
2715,309014750030,Panel A,30901475,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2705,309014750031,Panel A,30901475,N01,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
2705,309014750031,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2705,309014750031,Panel A,30901475,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2713,309014750039,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2713,309014750039,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2713,309014750039,Panel A,30901475,N03,RELATIVE,,WITHIN THE VILLAGE
2695,309014750053,Panel A,30901475,N01,RELATIVE,,WITHIN THE VILLAGE
2695,309014750053,Panel A,30901475,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2695,309014750053,Panel A,30901475,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2695,309014750053,Panel A,30901475,N04,LOCAL MARKET,,NEAR THE VILLAGE
2695,309014750053,Panel A,30901475,N05,RELATIVE,,WITHIN THE VILLAGE
2695,309014750053,Panel A,30901475,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2697,309014750054,Panel A,30901475,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2697,309014750054,Panel A,30901475,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
2697,309014750054,Panel A,30901475,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2697,309014750054,Panel A,30901475,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2717,309014750056,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2717,309014750056,Panel A,30901475,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2717,309014750056,Panel A,30901475,N03,RELATIVE,,WITHIN THE VILLAGE
2717,309014750056,Panel A,30901475,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2717,309014750056,Panel A,30901475,N05,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2717,309014750056,Panel A,30901475,N06,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2719,309014750070,Panel A,30901475,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
2719,309014750070,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2719,309014750070,Panel A,30901475,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2719,309014750070,Panel A,30901475,N04,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2699,309014750073,Panel A,30901475,N01,LOCAL MARKET,,NEAR THE VILLAGE
2699,309014750073,Panel A,30901475,N02,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
2711,309014750083,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2711,309014750083,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2711,309014750083,Panel A,30901475,N03,LOCAL MARKET,,NEAR THE VILLAGE
2709,309014750093,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2709,309014750093,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
2709,309014750093,Panel A,30901475,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2709,309014750093,Panel A,30901475,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
2703,309014750102,Panel A,30901475,N01,PRIVATE TRADER IN MAIN MARKET,,WITHIN THE VILLAGE
2703,309014750102,Panel A,30901475,N02,RELATIVE,,WITHIN THE VILLAGE
2703,309014750102,Panel A,30901475,N03,MOBILE MARKET,,OUTSIDE THE DISTRICT
2703,309014750102,Panel A,30901475,N04,LOCAL MARKET,,WITHIN THE VILLAGE
2691,309014750111,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2691,309014750111,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2691,309014750111,Panel A,30901475,N03,LOCAL MARKET,,WITHIN THE VILLAGE
2691,309014750111,Panel A,30901475,N04,MOBILE MARKET,,WITHIN THE VILLAGE
2689,309014750114,Panel A,30901475,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2689,309014750114,Panel A,30901475,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2689,309014750114,Panel A,30901475,N03,LOCAL MARKET,,NEAR THE VILLAGE
2689,309014750114,Panel A,30901475,N04,MOBILE MARKET,,WITHIN THE VILLAGE
2701,309014750122,Panel A,30901475,N01,RELATIVE,,WITHIN THE VILLAGE
2701,309014750122,Panel A,30901475,N02,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
2652,309016030007,Panel B,30901603,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2652,309016030007,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
2652,309016030007,Panel B,30901603,N03,FRIEND/NEIGHBOR,,NEAR THE DISTRICT/URBAN CENTER
2636,309016030017,Panel B,30901603,N01,AGRICULTURAL COOPERATIVE,,WITHIN THE VILLAGE
2636,309016030017,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2636,309016030017,Panel B,30901603,N03,RELATIVE,,WITHIN THE VILLAGE
2634,309016030028,Panel B,30901603,N01,LOCAL MERCHANT/GROCERY,,NEAR THE DISTRICT/URBAN CENTER
2642,309016030039,Panel B,30901603,N01,AGRICULTURAL COOPERATIVE,,NEAR THE DISTRICT/URBAN CENTER
2642,309016030039,Panel B,30901603,N02,RELATIVE,,WITHIN THE VILLAGE
2642,309016030039,Panel B,30901603,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2638,309016030049,Panel B,30901603,,,,
2638,309016030049,Panel B,30901603,N01,,,
2632,309016030060,Panel B,30901603,N01,RELATIVE,,WITHIN THE VILLAGE
2632,309016030060,Panel B,30901603,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
2630,309016030071,Panel B,30901603,N01,RELATIVE,,NEAR THE VILLAGE
2630,309016030071,Panel B,30901603,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2630,309016030071,Panel B,30901603,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2630,309016030071,Panel B,30901603,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
2648,309016030092,Panel B,30901603,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2648,309016030092,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2646,309016030103,Panel B,30901603,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2646,309016030103,Panel B,30901603,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
2650,309016030124,Panel B,30901603,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
2650,309016030124,Panel B,30901603,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
2650,309016030124,Panel B,30901603,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
2650,309016030124,Panel B,30901603,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
