case_id,hhid,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
314418480198,6a4cc0fed45e44a0ad5e201653868218,1,ZOMBABARENTERPRISE1,47,1,,1,1,,0,0,,,February,2014,Own-savings from non-agriculture,,,Other fixed place,Yes,ESCOM/GRID,,Final consumers,,,yes,no,yes,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,,,,,Yes,,,,,1,31,8,12,,,,,,,,,,,,,,,,,,,,,2,31,15,200000,1,31,12,150000,0,,,,891000,,,117000,748000,,,447000,0,0,0,0,0,0,0,0,
314418480198,6a4cc0fed45e44a0ad5e201653868218,2,BLANTYREBARENTERPRISE2,47,1,,1,1,,0,0,,,November,2015,Own-savings from non-agriculture,,,Other fixed place,Yes,ESCOM/GRID,,Final consumers,,,yes,yes,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,,,,,Yes,,,,,1,18,15,12,,,,,,,,,,,,,,,,,,,,,2,31,12,480000,1,31,12,240000,0,,,,740000,644000,850000,,,,,261000,0,464000,0,0,15000,0,0,0,
314418480212,622f12df37e546f7b70f81f42530d3ef,1,OWNEDASHOP,47,1,2,2,1,2,0,0,,,December,2009,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,no,yes,yes,yes,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,low,NOT OPERATE,Not profitable,,,Yes,,,,,2,11,5,12,1,9,7,12,,,,,,,,,,,,,,,,,0,,,,1,25,9,25000,0,,,,325000,,,,,150000,280000,75000,200000,50000,50000,0,0,0,0,0,
314418490017,39c1eec482f2472787f34294df21eaab,1,ASSORTEDITEMS,47,1,,1,1,,0,0,,,November,2002,Proceeds from another business,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,,,,,NOT OPERATE,,,,,,,,,,,,,,Yes,,,,,1,30,8,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,20000,50000,,,8000,0,20000,1600,0,0,0,0,0,
314418490023,56a3509e0b6342bfa8954df9c35cb867,1,HAVEASOLOON,96,1,,1,1,,0,0,,,December,2014,Proceeds from another business,Loan from family/friends,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of non-labour inputs,Not profitable,,Yes,,,,,1,6,8,11,,,,,,,,,,,,,,,,,,,,,0,,,,1,5,5,500,0,,,,1000000,,,,,50000,85000,30000,40000,2000,10000,0,5000,5000,0,7000,UNSPECIFIED FEES
314418490023,56a3509e0b6342bfa8954df9c35cb867,2,TAILORINGSHOP,13,3,,1,3,,0,0,,,September,2014,Gift from family/friends,Sale of assets owned,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of credit,Lack of cash,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,75000,,,20000,60000,,,25000,5000,20000,5000,0,5000,0,0,15000,UNSPECIFIED FEES
314418490039,4046f051ec4a4e3c816779e943440331,1,OWNASHOP(GROCERY),47,1,2,2,1,2,0,0,,,April,2015,Own-savings from non-agriculture,Sale of assets owned,,Home (inside residence),,,,Final consumers,,,no,yes,yes,no,no,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,2,11,12,4,5,11,12,4,3,12,4,5,1,4,5,6,,,,,,,,,0,,,,0,,,,0,,,,200000,,,15000,50000,,,20000,160000,15000,5000,0,1500,1000,500,0,
314418490074,626f39d2e4f843dea1450309ad17ec90,1,ICEDFREEZESSELLING,47,2,3,1,2,,0,0,,,April,2015,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,18,3,12,3,13,3,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,13000,,,8000,15000,,,5000,5000,1500,0,0,0,0,0,0,
314418490074,626f39d2e4f843dea1450309ad17ec90,2,CLOTHESSELLING,47,1,2,2,2,,0,0,,,January,2015,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,Not profitable,,,No,yes,,,,2,26,4,5,1,28,4,5,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,140000,,,110000,0,,,53000,0,95000,10000,0,0,0,0,0,
314418490079,a88314c6af96414e8a34fa87a9213196,1,RICESELLING,61,2,,1,2,,0,0,,,September,2015,Own-savings from non-agriculture,,,Mobile,,,,Export,,,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,15,6,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,500000,,,300000,600000,,,200000,0,300000,60000,0,0,0,0,0,
314418490096,ca2b7e1489c8435fa9aa2d443e7d5063,1,FLOURTRADE,47,2,,2,2,,0,0,,,February,2016,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,2,14,3,2,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,1500,1000,,,,,800,1350,0,0,0,0,0,0,0,
314418490118,b3c1fe29c2714621bfc50e436e2dec14,1,COLDDRINKTRADE,47,1,,1,1,2,0,0,,,January,2015,Own-savings from non-agriculture,,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,1,2,8,10,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,10000,20000,,,,,0,0,30000,2000,0,0,0,1500,0,
314428500003,d695db1345014a479a490f1fba1fb1fc,1,WINEBUSINESS,47,1,,1,1,,0,0,,,May,2014,Proceeds from another business,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,,,5000,13000,,,8000,5500,0,0,0,0,0,0,0,
314428500022,96bfa903617c46faae488ccc8b50f9a2,1,SAMOSABUSINESS,10,1,,1,1,,0,0,,,September,1995,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,30,8,12,,,,,,,,,,,,,,,,,,,,,1,30,56,6000,0,,,,0,,,,10000,,,,,,,4,50000,0,0,0,0,0,0,1000,CUSTOM DUES
314428500061,c3e98aa4259f4e07916a49d323afa417,1,Owned a Shop,47,1,,1,1,,0,0,,,September,2009,Proceeds from another business,Loan from family/friends,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,low,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,3,11,3,6,1,25,6,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,260000,,,,,,,80000,180000,80000,20000,0,0,0,0,0,
314428500099,18597de6827e42e281d5ee7419cc11e2,1,MOVINGSERVICES,49,1,,1,1,,0,0,,,February,2016,No start-up capital,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,Seasonal work,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,42000,68000,,,,,17000,0,0,0,25000,0,0,0,0,
314428500109,ed3c06a0cc124d25b316071672dc5c28,1,ASSORTEDITEMSANDVEGETABLES,47,2,,1,1,,0,0,,,January,2000,Non-agricultural credit from bank or other institution,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,NOT OPERATE,,,Other (Specify),,N/A,Yes,,,,,1,30,1,12,2,30,4,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,32000,,,,,17000,27000,18000,0,15000,2400,0,0,0,0,1200,GENERAL EXPENSES
314428500128,7c305f60e12041269580281c8fc4d3af,1,OWNSAFOODSHOP,47,2,,2,2,,0,0,,,January,2016,Gift from family/friends,,,Mobile,,,,Traders,Othersmall businesses,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,,NOT OPERATE,,,,,,,,,,,,,,Other (Specify),,REST,Yes,,,,,2,21,8,11,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,745000,300000,1100000,,,,,150000,595000,0,0,0,0,0,0,0,
314428510049,d4a92685407346b897b792925e612b7f,1,COMPUTERTRADE,47,3,,3,3,,0,0,,,June,2016,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,3,7,1,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,150000,130000,180000,,,,,20000,0,120000,3000,0,0,0,0,7000,RAM
314428510057,680429557962486290abb6a58176dad3,1,SELLINGIRISHPOTATOES,47,1,,1,1,,0,0,,,October,2013,Gift from family/friends,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,,,,,,,,,,,NOT OPERATE,NOT OPERATE,,,,,,,Not profitable,,,No,no,Other (Specify),,SEASONAL BUSINESS,2,15,5,10,3,15,4,4,1,21,9,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,98000,,,,,98000,130000,23000,75000,0,0,0,0,0,0,0,
314428510091,b643a43cb180414fb10812f17ca80aa3,1,ASSORTED FOOD AND NON FOOD ITEMS,47,1,,1,1,,0,0,,,April,2006,Loan from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,low,low,low,low,low,low,low,,,,,,,,,,,,,NOT OPERATE,,,,,,Other (Specify),,N/A,Yes,,,,,2,31,2,12,1,31,10,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,50000,70000,,,,,10000,0,30000,11200,0,0,0,0,7000,GENERAL EXPENSES
314428510099,b68a4a2704ef495fb625c8403852f0e7,1,FREEZESBUSINESS,47,2,,2,2,,0,0,,,August,2016,Gift from family/friends,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,2,24,10,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,,,,,800,1500,800,1200,0,0,0,0,0,0,0,
314438520043,52926eaa7cfd41c6ad01bb8b1733d55a,1,Maize Selling,47,1,,1,1,,0,0,,,February,2016,Proceeds from another business,Gift from family/friends,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,low,NOT OPERATE,Not profitable,,,Yes,,,,,1,28,9,12,2,3,3,5,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,49000,86000,196000,,,,,24000,170000,2000,3000,0,0,0,2000,1000,UNSPECIFIED FEES
314438520109,7cddb5abdc3f4acda7e16a41be9101c5,1,NTHOBWA,11,2,,2,2,,0,0,,,June,2010,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,Bad weather,,,Yes,,,,,2,26,8,11,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20800,15000,26000,,,,,5200,0,21500,0,0,0,0,0,3900,CUSTOM DUES
314438520126,19d7d15e4c0e47318aa0cc286c9ff624,1,COOKSKALONGONDA,10,2,,2,2,,0,0,,,November,2008,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,low,NOT OPERATE,Bad weather,,,Yes,,,,,2,4,7,11,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10500,,,8000,20000,,,9700,8000,0,0,0,0,0,0,600,CUSTOM DUES
314438520193,233e566f040644ef91ff815e1ab905d2,1,SELLINGSPIRITSBEAR(WIN),47,1,,1,1,,0,0,,,January,2016,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,,,,,Yes,,,,,1,31,12,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,,,16000,40000,,,7800,0,16200,0,0,0,0,0,0,
314438520210,4d895af5674d49bda2e20a85fd9ea5bb,1,CIGARETTE,47,1,2,1,1,,0,0,,,August,2015,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,Lack of cash,,No,yes,,,,1,8,4,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4700,,,,,4700,6000,-3300,0,8000,0,0,0,0,0,0,
314438520243,08dde765b76b4459b051bf8c7347dc9f,1,CHARCOAL SELLING,47,1,,1,1,,0,0,,,October,2015,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,NOT OPERATE,Other (Specify),,N/A,Yes,,,,,1,30,7,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,,,,,4300,6000,-500,0,0,0,0,0,0,0,500,GENERAL EXPENSES
314438520260,1125a2429c36419ba3adbf05612eba41,1,MANDAZISELLING,47,2,,1,2,,0,0,,,January,2016,Savings club,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,low,NOT OPERATE,Other (Specify),,N/A,Yes,,,,,2,15,8,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,,,20000,15000,15000,4500,0,0,0,0,0,0,500,GENERAL EXPENSES
314438530006,537ca90bb1ba4de6929f486f0903944c,1,SELLINGZITENJE,47,1,,1,1,,0,0,,,February,2010,Gift from family/friends,,,Home (inside residence),,,,Traders,Final consumers,,no,no,no,no,no,,,,,,,,,,,,,,,,,NOT OPERATE,,,,,,,,,,,,,,Yes,,,,,1,3,3,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,390000,,,240000,420000,,,175000,0,200000,10000,0,0,0,0,0,
314438530012,82f6f4c411f94ebd85d1408a1f03d93f,1,TAXI,49,2,,1,2,,0,0,,,February,2015,No start-up capital,,,Mobile,,,,Final consumers,,,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,NOT OPERATE,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,9,165000,0,,,,0,,,,150000,,,120000,150000,,,0,0,0,0,120000,0,0,8333,110000,UNSPECIFIED FEES
314438530012,82f6f4c411f94ebd85d1408a1f03d93f,2,MAIZEMILL,10,1,,1,1,,0,0,,,April,2010,Other (specify),,PENSION SCHEME,Roadside,,,,Final consumers,,,yes,yes,no,no,no,,,,,,,,,,,,,,,,,NOT OPERATE,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,8,144000,0,,,,0,,,,120000,,,30000,90000,,,20000,0,0,3000,80000,0,0,0,0,
314438530018,e2faedffa72242d9abeeb516232246a4,1,SELLINGMANDAZI,47,2,,2,2,,0,0,,,December,2015,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,Lack of cash,,,No,yes,,,,2,14,3,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3800,,,1800,4500,,,1500,3000,0,0,0,0,750,0,0,
314438530036,e002b5f1ee4440a6ac4ffb1e964194fc,1,EGGSSELLING,47,1,2,2,1,2,0,0,,,January,2014,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of non-labour inputs,Lack of cash,,No,yes,,,,2,6,5,8,1,3,5,3,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,15000,25000,,,4000,20000,1000,0,0,0,0,0,0,
314438530041,a9e77503b96847a5b65dad6081750387,1,SELLINGMANDAZIANDSAMUSA,47,2,,2,2,,0,0,,,January,2013,Loan from family/friends,Own-savings from non-agriculture,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,Lack of cash,,No,yes,,,,2,7,6,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,10000,28000,,,,,6000,10000,8000,1000,0,0,0,0,0,
314438530054,e0582064f3cd4baba1b124a76a6ea827,1,THOBWASELLING,47,2,3,2,2,3,0,0,,,August,2014,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,Bad weather,,Yes,,,,,2,21,5,10,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,,,25000,50000,,,15000,5000,10000,0,0,0,0,0,5000,PERSONAL / HOUSEHOLD USE
314438530057,0f91a35c83544f6bb15ea0884ceded80,1,OWNEDASHOP,47,4,,4,4,,0,0,,,January,2016,Loan from family/friends,Sale of assets owned,,Home (inside residence),,,,Final consumers,,,no,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of credit,Lack of cash,,Yes,,,,,4,7,8,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,180000,,,80000,100000,,,850000,50000,40000,5000,0,0,0,5000,0,
314438530065,6219d64ad0c6487f9fc99187181461c0,1,TAILORING,13,1,,2,1,,0,0,,,March,2013,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,,,,,,,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,,,,,,,,,,,,,,Not profitable,,,Yes,,,,,2,3,1,2,1,3,2,9,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,30000,50000,,,,,3000,0,9000,600,0,0,0,0,0,
314438530065,6219d64ad0c6487f9fc99187181461c0,2,JAMMAKINGANDSELLING,47,1,,2,1,,0,0,,,August,2011,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,Not profitable,Lack of non-labour inputs,,Yes,,,,,1,7,3,10,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,0,30000,,,,,2000,20000,1500,1200,0,0,0,0,0,
314438530078,e73fdca92ba44a07a97883b2b99b55f7,1,CLOTHINGSHOP,47,2,,1,2,,0,0,,,July,1990,Own-savings from non-agriculture,,,Commercial area shop,Yes,ESCOM/GRID,,Final consumers,,,yes,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,30,9,12,,,,,,,,,,,,,,,,,,,,,3,30,12,65000,3,30,9,65000,0,,,,150000,200000,250000,,,,,90000,0,0,0,9000,3000,5000,0,0,
314438530083,756c277425f540dfbbf7dccc25d39f38,1,WELDINGSHOP,47,1,,1,1,,0,0,,,January,2014,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,NOT OPERATE,,,,,,,,,,,,,,,Lack of non-labour inputs,,,Yes,,,,,1,12,9,11,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,,,20000,0,,,7000,0,3500,1000,0,2800,0,0,14000,UNSPECIFIED FEES
314438530089,8cb438b491e84ce08225b2ff81bcb544,1,BICYCLETAX,49,1,,1,1,,0,0,,,February,2016,No start-up capital,,,Roadside,,,,Final consumers,,,no,no,yes,no,no,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,,Seasonal work,,,Yes,,,,,1,21,9,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,17000,21000,0,,,,,8000,0,0,0,0,0,0,0,9000,UNSPECIFIED FEES
314438530089,8cb438b491e84ce08225b2ff81bcb544,2,FIREWOODSELLING,47,2,,2,2,,0,0,,,August,2013,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,Othersmall businesses,,no,no,no,no,yes,Purchased from someone else,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,25,8,12,3,9,3,8,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,28000,,,,,14000,32000,20000,0,3000,0,0,0,0,0,2500,UNSPECIFIED FEES
