case_id,hhid,ag_l0c,ag_l0c_oth,ag_l01a,ag_l01b,ag_l01b_oth,ag_l02,ag_l03,ag_l04,ag_l06a,ag_l06b,ag_l07a,ag_l07b,ag_l07b_oth,ag_l08,ag_l08_oth,ag_l09,ag_l10,ag_l11,ag_l12,ag_l13,ag_l14a,ag_l14b,ag_l37,ag_l38a,ag_l38b,ag_l38b_oth,ag_l39a,ag_l39b,ag_l40,ag_l41,ag_l42a,ag_l42b,ag_l42b_oth,ag_l43,ag_l44a,ag_l44b,ag_l44b_oth
310057520035,99e8fbbcf55d4069ad8f0de3e8618bbf,insecticide,,300,milliliter,,"YES, THE FIGURES MATCHED",no,yes,4,,300,milliliter,,On Foot,,3000,3,"Paid in full, with own-savings",,,,.,no,0,,,4,,0,no,0,,,,,,
310057520037,5dc7b4b0f1444749bcd13a311aab0286,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310057520059,bd55fd946fb7428f945ab29d9001bd58,urea,.,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,kilogram,,On Foot,,0,6000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310057520083,11223954a3a7430da50c147b9e72c2cd,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310057520089,52b422a3caa34278b531a1da05651c6a,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310057520094,18761049c0d84239a927fdc287ee9b4c,23:21:0+4S/CHITOWE,.,50,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310057520094,18761049c0d84239a927fdc287ee9b4c,urea,.,50,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310057520118,0efbf46ef31646a48eff67ab0bd2971f,insecticide,,1,liter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,0,,,2,,0,yes,2,kilogram,,,,,
310067540039,01ab492b79224921aef733c7a9016895,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310067540098,d10a3a8620384742bc1425a81da37c23,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,250,milliliter,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
310067540117,8ad5204ae6f44ded8a26d69a74e33062,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310067540136,994bf349b0bb4165bf6ec67d9e94bc76,insecticide,,500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,500,milliliter,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
310067540176,f542eab9dddc43ef868aadb44d5d80d4,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Truck / Bus/ Minibus,,600,2000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310067540176,f542eab9dddc43ef868aadb44d5d80d4,insecticide,,300,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,300,milliliter,,Truck / Bus/ Minibus,,600,1800,"Paid in full, with own-savings",,,,.,no,0,,,-999999999,,,no,0,,,,,,
310067540195,9772737188c245a196509493d04eef53,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310067540215,33199f21d99c43a7a4d60befc9e6080b,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,10,kilogram,,,,,
310067540215,33199f21d99c43a7a4d60befc9e6080b,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,10,kilogram,,,,,
310067540215,33199f21d99c43a7a4d60befc9e6080b,insecticide,,150,milliliter,,"YES, THE FIGURES MATCHED",no,yes,4,,150,milliliter,,Own Bicycle or Oxcart,,0,1200,"Paid in full, with own-savings",,,,.,no,0,,,4.0,,0,no,0,,,,,,
310067540254,faa9d7f205634a4da69871f0ee645536,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310067540254,faa9d7f205634a4da69871f0ee645536,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310067540254,faa9d7f205634a4da69871f0ee645536,insecticide,,350,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,5,350,milliliter,,Truck / Bus/ Minibus,,400,3500,"Paid in full, with own-savings",,,,.,no,0,,,1.0,,0,no,0,,,,,,
310067540293,f884df9cacf74ac88c049496b4884467,insecticide,,500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,500,milliliter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
310067540351,39a6957d740940f188e8c4b71a7c86e1,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077550021,0767760c2e904c2089cd3e3c5b08a99a,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077550049,8fda5e1675df4191b3d0826cec0673c7,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077550076,f3e7f349a6b84001b4183c8a0624147a,herbicide,,350,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,350,milliliter,,On Foot,,0,1800,"Paid in full, with own-savings",,,,.,no,0,,,1.0,,0,no,0,,,,,,
310077550159,ff95ca575d4b441394d78508dd2c1a15,23:21:0+4S/CHITOWE,,10,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
310077550159,ff95ca575d4b441394d78508dd2c1a15,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
310077550159,ff95ca575d4b441394d78508dd2c1a15,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,250,milliliter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
310077550187,d590933a5bf04c82add4744c6b3e0b1c,insecticide,,500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,1,,500,milliliter,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,.,no,0,,,1.0,,0,no,0,,,,,,
310077550214,036860fc96f843e4a42922cdc3d046cd,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,250,milliliter,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
310077550242,cb70ba5f5ab94d6a8a5cd85fed755216,insecticide,,150,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,150,milliliter,,Own Bicycle or Oxcart,,0,1200,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
310077550297,a599297b8fb849ffa1f3a3d6a8480150,urea,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,20,kilogram,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
310077550297,a599297b8fb849ffa1f3a3d6a8480150,insecticide,,100,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,100,milliliter,,Own Bicycle or Oxcart,,0,1550,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
310077550352,172e48fd0bfb4a63918d58fad28215fd,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077550380,b484bf6ef78d4f6faeb3de2ad6eb4648,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077550407,8effdfdf2f304f3d9cc1c84d3a6b5379,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560062,1279c3e2c90b4c6cace6334c150098f3,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560092,6faef436b7d2425b98ed2bae61cbe32e,urea,.,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,15,kilogram,,Own Bicycle or Oxcart,,0,4500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310077560092,6faef436b7d2425b98ed2bae61cbe32e,herbicide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,2,,1,liter,,Other (Specify),BOAT,300,4000,"Paid in full, with own-savings",,,,.,no,0,,,.,,0,no,0,,,,,,
310077560155,14a8daa5e2734fcf92a0bdc9295ff1fb,insecticide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,3,,1,liter,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,2,,0,no,0,,,,,,
310077560184,314094759e8149b5ac66bd67c96de80b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560249,cb5d9a86796540eeaa52c26b9c5a8f12,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560280,0e1cc7bd6e07440282016123f2d218dd,urea,.,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,On Foot,,600,3000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310077560310,12daaed373b1427cbdcf031780ccfa8e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560466,df445fe24316433588e562c443675ca3,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560527,b51c4f89b01f4fdba3c47393be7953e7,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560558,53f67518399941eca72972f37abcb185,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077560650,acca4449736a488bb9ef1b6561a29e46,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570021,d583d05e542640db8618168736162c60,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570044,7e201e00fa59422c9c53181ea5c5d1e8,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570092,304e89515b6f4e73b85126ee0c156ad1,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570140,967eed5b15fc4b1490a272ce9c85b40e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570188,4361972f5a8c47eb957ffd62346c7472,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570235,c871f373f24447b1b61f7bcceae8c610,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570307,7431ee140612439fbffb97f28095a539,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310077570379,9ce27c789087435ab76e3eb2012ef57b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310207580043,c0215fdee46f4a8da2e9dd7322d2fbb5,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310207580043,c0215fdee46f4a8da2e9dd7322d2fbb5,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310207580043,c0215fdee46f4a8da2e9dd7322d2fbb5,insecticide,,500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,500,milliliter,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
310207580065,bd656531ca4147868225df863ce77f2d,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,25,kilogram,,On Foot,,0,9000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310207580087,34991a02ba4643268ca8ad608bfed956,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310207580108,3c7d0d11204448c797056c69d8795dc9,insecticide,,500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,500,milliliter,,On Foot,,0,300,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
310207580141,3260c508c65b4b49ac17268b61a551ba,23:21:0+4S/CHITOWE,,15,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310207580141,3260c508c65b4b49ac17268b61a551ba,urea,,15,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310207580162,7176767c7f7440b098915c430c431529,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
310207580183,9576eada32cb4419b96e0a27ada5d1ef,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,20,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310207580183,9576eada32cb4419b96e0a27ada5d1ef,urea,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,20,kilogram,,On Foot,,0,4500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
310207580194,4cfea336eb244726a18523e4afcb3b41,Organic Fertilizer,,300,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,300,kilogram,
310207580204,f9d59e6f37a046c69ae19a2ac3a83c5f,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311017590052,cef8d2fc0b414ca9971a1fe4f32e253f,insecticide,,200,milliliter,,"YES, THE FIGURES MATCHED",no,yes,6,,200,milliliter,,On Foot,,0,2408,"Paid in full, with own-savings",,,,.,no,0,,,6,,0,no,0,,,,,,
311017590064,456aa1d33a284c8db9611f0a708711f7,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311017590156,a2626da3b8c74a73972c0bec051ae1f2,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311017600004,b8fb3091ffcd42c0a4b92233d344c3dd,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311017600115,af59738d296c4d36926478187477fd9e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610018,9a98c8c85d0a4d30921bf825785a1200,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610055,728f9b93c45e423d84142101aa8140a0,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610092,2b438f7167414a76a8a07a85d7193f3b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610110,a78aff35544a4063a2cc3b1f6afae932,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610147,71c30a4958b44b5e9973a6672fd58976,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610165,4b2ced8b74f64fb08da1fd2d3bcadd5d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610184,ac66556c57204c24afe61a728f8f8ae1,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610202,29b84ec2d9a4434c9ec17351d80a9a62,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610220,965e67a6bd2141d5bc9cd9cb0859a2a5,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610294,1723cdfb78d44abbb7d928a409775127,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610330,b8acb7ce42b94fb488642da836c18a4f,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,250,kilogram,,1.0,,0,no,0,,,,,,
311027610349,05bc5da998934299b892229c76bc1de4,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311027610385,ed3672b1a48f47d58614de454772ced2,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620047,33065f3c0e0f4407bcf53702aaf9a3dc,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620143,17ac078bad954e10973eb38e2fc8c36f,insecticide,,500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,500,milliliter,,Bicycle Taxi,,1000,2500,"Paid in full, with own-savings",,,,.,no,0,,,3,,0,no,0,,,,,,
311047620158,2aeea8036aaf457c8a617d1a325697b7,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620174,977c7daba6234eb8ab287f4a73325d04,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620222,59af2959373a49688125879137dc025b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620238,55528faf2f834dca86748ae2b0071c91,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620285,85b3b9002fec4559b0956a8ef719b431,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,50,kilogram,
311047620301,0b6d17d3236c454c89ca132e53c3cbd3,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047620332,dcd05f66d1df49f89e660bf8052a21be,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047630011,e8ca457ace0a4992871ffddde89cbce4,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047630026,7cebb54887d54b43b870baa58a125e3b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047630054,50dcf052dedc4474adbdfc4b3c4a805e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047630069,8cf75072c8eb4ae78ac071e755650742,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047630069,8cf75072c8eb4ae78ac071e755650742,urea,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047630083,717c7ec1f4cf4f0381bcb2deab7565e5,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,20,kilogram,,On Foot,,0,7000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047630083,717c7ec1f4cf4f0381bcb2deab7565e5,urea,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,15,kilogram,,Own Bicycle or Oxcart,,0,6000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047630097,fd1d03eaf33344368e6e7a4a6a2179dd,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047630097,fd1d03eaf33344368e6e7a4a6a2179dd,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047630125,a521c7b869e84dbcafebe2f0a5c30e4a,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047630140,647365b469094075a046c9c1e928f961,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047640015,80f4275c5e314d689e5f081fc05ced83,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047640069,3b7a49cbc8cd4849be86ee80c15691d6,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047640078,cec2e4aa43fb47eeab9a6b6bf20ceba2,insecticide,,150,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,150,milliliter,,On Foot,,0,1600,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
311047640096,25f5f2ac1cf642f880c9867b73e8428f,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047640114,0f948f65fcb14c94ae790e5a5435715c,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047640114,0f948f65fcb14c94ae790e5a5435715c,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047640132,c082ae732e96471bb98788d6e7dee615,23:21:0+4S/CHITOWE,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047640132,c082ae732e96471bb98788d6e7dee615,urea,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,1,,0,no,,,,,,,
311047640141,99b1e170288b44aea7341de0dee9abb6,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047650015,41d5e5fe4b3c404cafc9280bd43de528,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047650031,51d42d1197a24be8b8dc9fdc04a7f293,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047650093,a6872b32406c41ec96b7518355d35616,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047650108,12feb632a90d45d2b58b74ea87c6eeeb,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047650203,a023b8cb4d3842df8a63bd7615b1ead8,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,50,kilogram,,3,,0,no,,,,no,,,
311047650264,ce83b33a293c4570a0cf61e6ef73e987,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047660049,560b4e33c23942f68dd09fdc7b38cfa4,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,250,milliliter,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
311047670002,106cfd02b6cc470c95684c3d1216a4c2,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047670007,fc0c6c2029ba4946904eeb0f511725eb,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047670009,9f200b962a1a4490b138d6a0e4307777,23:21:0+4S/CHITOWE,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,25,kilogram,,Own Bicycle or Oxcart,,0,8000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670009,9f200b962a1a4490b138d6a0e4307777,urea,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,25,kilogram,,Own Bicycle or Oxcart,,0,6000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670009,9f200b962a1a4490b138d6a0e4307777,insecticide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,3,,1,liter,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,.,yes,1,liter,,1,,0,no,0,,,,,,
311047670017,d76894eb72444b12846714bc9e9af17e,23:21:0+4S/CHITOWE,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,8,,25,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670017,d76894eb72444b12846714bc9e9af17e,urea,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,8,,25,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670019,4d14a28839264e6f96bc0536e1d4a65a,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047670020,da3f72974cfa474c8d551800fa881f35,23:21:0+4S/CHITOWE,.,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,10,kilogram,,2,,0,no,,,,,,,
311047670020,da3f72974cfa474c8d551800fa881f35,urea,.,50,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047670020,da3f72974cfa474c8d551800fa881f35,insecticide,,90,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,90,milliliter,,On Foot,,0,600,"Paid in full, with own-savings",,,,.,yes,10,milliliter,,2,,0,no,0,,,,,,
311047670022,23854e9fb8674e979c09cc41550e9bbc,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047670026,9bf5100a0038462683d2f34a84630e78,23:21:0+4S/CHITOWE,.,85,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,35,kilogram,,On Foot,,0,10500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670026,9bf5100a0038462683d2f34a84630e78,urea,.,85,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,35,kilogram,,On Foot,,0,10500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670026,9bf5100a0038462683d2f34a84630e78,insecticide,,450,milliliter,,"YES, THE FIGURES MATCHED",no,yes,4,,450,milliliter,,On Foot,,0,3200,"Paid in full, with own-savings",,,,.,no,0,,,4,,0,no,0,,,,,,
311047670030,4360b097f7a54acebbaedc352bc002a3,23:21:0+4S/CHITOWE,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,25,kilogram,,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670030,4360b097f7a54acebbaedc352bc002a3,urea,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,25,kilogram,,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047670031,a5af485d5a72447396080072c4207800,urea,.,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,15,kilogram,,On Foot,,1500,4500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
311047680018,468d22eed4254f06a19ce1486d8a31f0,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
311047680067,a14fe660bbfb45cfbfc764953240982c,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,20,kilogram,,On Foot,,0,20000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
311047680067,a14fe660bbfb45cfbfc764953240982c,urea,,30,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,30,kilogram,,On Foot,,0,20000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
