ea_id,com_ci0b,com_ci0b_oth,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
30707673,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708674,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708674,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708674,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,,Use the threat of Religious sanctions,,,,Other (Specify),COMMUNITY AGAINST TREE CUTTING,,,,,Use threat of fine,,Social sanctions,,Discriminaton at future handouts,,Fully Effective,no,,,no,
30708674,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708674,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30708675,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708675,Other (Specify),WELL,Yes,yes,yes,no,yes,yes,Other (Specify),MONETARY CONTRIBUTION,,,,,Other (Specify),MONETARY CONTRIBUTION,,,,,Confiscation of tools/products,,,,,,Fully Effective,no,,,no,
30708675,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708675,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30708675,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708676,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708676,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30708676,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Other (Specify),GET PERMISSION BEFORE USE,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30708676,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708676,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709677,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709677,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709677,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709677,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709677,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709678,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709678,Other (Specify),BOREHOLE,Yes,yes,yes,no,yes,yes,Other (Specify),MONETARY CONTRIBUTION,,,,,Other (Specify),MONETARY CONTRIBUTION,,,,,Other (Specify),MONETARY CONTRIBUTIONS,,,,,Fully Effective,no,,,no,
30709678,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709678,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709678,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30709679,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709679,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709679,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709679,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709679,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709680,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709680,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,GET PERMISSION BEFORE USE,Other (Specify),GET PERMISSION BEFORE USE,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Fully Effective,no,,,no,
30709680,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709680,Water Body: Specify,NAMADZI,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30709680,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710681,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710681,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30710681,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30710681,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710681,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710682,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710682,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),USED FOR ONLY COMMUNITY PROJECTS,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30710682,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30710682,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30710682,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710683,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30710683,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),FINES,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30710683,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710683,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710683,Other (Specify),BOREHOLE,Yes,yes,no,no,yes,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30710684,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710684,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710684,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710684,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710684,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711685,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711685,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30711685,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711685,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),USED FOR ONLY COMMUNITY PROJECTS,,,,,Use threat of fine,,Social sanctions,,Discriminaton at future handouts,,Fully Effective,no,,,no,
30711685,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,GET PERMISSION BEFORE USE,Other (Specify),GET PERMISSION BEFORE USE,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
30720686,Other (Specify),BOREHOLE,Yes,yes,yes,no,no,yes,Use the threat of Fine,GET PERMISSION BEFORE USE,Other (Specify),GET PERMISSION BEFORE USE,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Confiscation of tools/products,,Fully Effective,no,,,no,
30720686,Water Body: Specify,NACHIPERE,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30720686,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720686,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720686,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801687,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801687,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801687,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801687,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801687,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801688,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801688,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801688,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801688,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801688,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801689,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801689,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801689,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801689,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801689,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801690,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801690,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801690,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801690,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801690,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801691,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801691,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801691,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801691,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801691,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801692,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801692,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801692,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801692,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801692,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801693,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801693,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801693,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801693,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801693,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802694,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802694,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802694,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802694,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802694,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802695,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802695,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802695,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802695,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802695,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802696,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802696,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802696,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802696,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802696,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803697,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803697,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803697,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803697,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803697,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803698,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803698,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803698,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803698,Unallocated Arable Land,,Yes,yes,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30803698,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803699,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803699,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803699,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803699,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803699,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804700,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804700,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804700,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804700,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804700,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804701,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804701,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804701,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804701,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804701,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805702,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805702,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805702,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805702,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805702,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805703,Forest,,Yes,yes,yes,yes,yes,no,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Use the threat of religious sanctions,,,,Somewhat Effective,no,,,no,
30805703,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805703,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805703,Water Body: Specify,MOUNTAIN,Yes,yes,yes,yes,no,yes,Use the threat of Fine,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,yes,yes
30805703,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805704,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805704,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805704,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805704,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805704,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805705,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805705,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805705,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805705,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805705,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806706,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806706,Pasture,,Yes,yes,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30806706,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806706,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806706,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806707,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806707,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806707,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806707,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806707,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806708,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806708,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806708,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806708,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806708,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806709,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806709,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806709,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806709,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806709,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30820710,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30820710,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30820710,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30820710,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30820710,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901711,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901711,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901711,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901711,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901711,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901712,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901712,Forest,,Yes,yes,no,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,Time restrictions,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30901712,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901712,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901712,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901713,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901713,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901713,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901713,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901713,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901714,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901714,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901714,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901714,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901714,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Forest,,Yes,yes,no,no,no,yes,Use guards,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30901715,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901716,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901716,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901716,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901716,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901716,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901717,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901717,Pasture,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901717,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901717,Unallocated Arable Land,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901717,Forest,,Yes,yes,no,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
30901718,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901718,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901718,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901718,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901718,Forest,,Yes,yes,no,yes,yes,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Fully Effective,no,,,no,
30901719,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901719,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901719,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901719,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901719,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901721,Forest,,Yes,no,no,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30901721,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901721,Pasture,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30901721,Unallocated Arable Land,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901721,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901722,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901722,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901722,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901722,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901722,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901723,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901723,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901723,Unallocated Arable Land,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901723,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901723,Forest,,Yes,yes,no,no,no,yes,Use the threat of Fine,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Taking away [RESOURCE] use rights,,Use the threat of physical punishment,,Fully Effective,no,,,no,
30901724,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901724,Forest,,Yes,no,no,no,yes,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Use the threat of physical punishment,,,,Somewhat Effective,no,,,no,
30901724,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901724,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901724,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901725,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901725,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901725,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901725,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901725,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901726,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901726,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901726,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901726,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901726,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902727,Forest,,Yes,yes,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30902727,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902727,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902727,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
