ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
30706671,D,,,,,
30706671,A,Bad rain pattern,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30706671,C,Very low farm produce prices offered by buyers,OTHER BAD (SPECIFY),,2016,3/4
30707672,B,Hunger,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30707672,,Events that made people worse off,,,,
30707672,D,Heavy winds,OTHER BAD (SPECIFY),,2016,1/4
30707672,,Events that made people better off,,,,
30707672,D,,,,,
30707672,A,Human Deseases,HUMAN EPIDEMIC DISEASE,,2016,ALMOST NONE
30707672,C,Crop Pests,CROP DISEASE/PESTS,,2016,1/4
30707672,B,,,,,
30707672,C,,,,,
30707672,A,Relief food received,,,,
30707673,A,Road  Constructed with  Assistance from World Vision,,,,
30707673,D,,,,,
30707673,C,Community members received Mosquito nets,,,,
30707673,B,Assistance of money from cade com to buy food,,,,
30707673,A,Heavy rains,flood,,2015,1/2
30707673,,Events that made people worse off,,,,
30707673,C,Heavy winds,OTHER BAD (SPECIFY),,2015,1/4
30707673,,Events that made people better off,,,,
30707673,D,Disease outbreak of skin rash,HUMAN EPIDEMIC DISEASE,,2016,ALMOST NONE
30707673,B,Dry spell,drought,,2016,ALMOST ALL
30708674,C,,,,,
30708674,,Events that made people better off,,,,
30708674,,Events that made people worse off,,,,
30708674,A,Free Relief Food items  received,,,,
30708674,A,Drought,drought,,2015,ALMOST ALL
30708674,C,Heavy Winds,OTHER BAD (SPECIFY),,2015,1/4
30708674,D,,,,,
30708674,B,Green Belt intiative introduced in the Community,,,,
30708674,B,Crop Pests in tomato fields,CROP DISEASE/PESTS,,2016,1/4
30708674,D,Insufficient Subsidy Inputs in Markets,OTHER BAD (SPECIFY),,2016,1/4
30708675,,Events that made people worse off,,,,
30708675,C,,,,,
30708675,D,,,,,
30708675,B,Drought,drought,,2016,ALMOST ALL
30708675,D,Skin Deseases,HUMAN EPIDEMIC DISEASE,,2015,1/2
30708675,A,Too much rain,flood,,2014,ALMOST ALL
30708675,,Events that made people better off,,,,
30708675,C,Banana diseases,CROP DISEASE/PESTS,,2013,ALMOST ALL
30708675,A,Relief food received,,,,
30708675,B,,,,,
30708676,,Events that made people worse off,,,,
30708676,,Events that made people better off,,,,
30708676,D,,,,,
30708676,C,,,,,
30708676,B,High Prices of farm inputs and other basic commodities,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
30708676,D,,,,,
30708676,A,Bad Rainfall Pattern,drought,,2015,ALMOST ALL
30708676,C,,,,,
30708676,A,Relief food received,,,,
30708676,B,,,,,
30709677,,Events that made people worse off,,,,
30709677,C,collapsing  of houses,OTHER GOOD (SPECIFY),HEAVY RAINS,2015,3/4
30709677,D,,,,,
30709677,B,climate change,OTHER GOOD (SPECIFY),DEFORESTATION,2014,ALMOST NONE
30709677,,Events that made people better off,,,,
30709677,D,out break of disease,HUMAN EPIDEMIC DISEASE,,2013,1/4
30709677,A,easy  motorcycle  transportation,,,,
30709677,C,,,,,
30709677,B,cash transfer,,,,
30709677,A,farm inputs very  expensive,OTHER GOOD (SPECIFY),DEVALUATION OF CURRENCY,2013,ALMOST NONE
30709678,A,Drought,drought,,2016,ALMOST ALL
30709678,D,,,,,
30709678,B,Animal Diseases for Milk Animals,LIVESTOCK DISEASE,,2015,ALMOST NONE
30709678,D,,,,,
30709678,,Events that made people worse off,,,,
30709678,A,Many Companies participated in coupon fertiliser Sales,,,,
30709678,C,,,,,
30709678,C,,,,,
30709678,B,,,,,
30709678,,Events that made people better off,,,,
30709679,,Events that made people better off,,,,
30709679,C,,,,,
30709679,A,Masaf 4 project,,,,
30709679,A,crop disease,CROP DISEASE/PESTS,,2016,ALMOST ALL
30709679,,Events that made people worse off,,,,
30709679,B,"""food insecurity """,drought,,2015,ALMOST ALL
30709679,C,high  prices of commodities  and farm  inputs,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30709679,D,,,,,
30709679,B,farm inputs  subsidy,,,,
30709679,D,,,,,
30709680,C,Bridge built,,,,
30709680,,Events that made people better off,,,,
30709680,C,Lack of drugs at nearby dispensary,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30709680,A,Relief food and monetary grants received,,,,
30709680,D,,,,,
30709680,A,Heavy erratic Rains,flood,,2014,1/2
30709680,B,Hunger,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30709680,B,School Block built,,,,
30709680,,Events that made people worse off,,,,
30709680,D,,,,,
30710681,A,Burgary,OTHER BAD (SPECIFY),,2015,1/4
30710681,B,Introduction of school health outreach in the area,,,,
30710681,D,,,,,
30710681,C,Mosquito nets provided to residents,,,,
30710681,B,Lack of UREA fertiliser in Markets ( subsidy programme),LOSS OF KEY SOCIAL SERVICE(S),,2015,1/4
30710681,,Events that made people better off,,,,
30710681,,Events that made people worse off,,,,
30710681,C,Erratic Rain Pattern,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30710681,A,Introduction of a temporary  Admarc Market during subsidy time,,,,
30710681,D,Lack of Agriculture Programmes,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30710682,B,Hunger,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30710682,A,Heavy Winds,OTHER BAD (SPECIFY),,2015,3/4
30710682,C,,,,,
30710682,D,,,,,
30710682,,Events that made people worse off,,,,
30710682,B,,,,,
30710682,,Events that made people better off,,,,
30710682,A,Borehole,,,,
30710682,D,Sky rocketing of prices,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30710682,C,Floods,flood,,2014,1/4
30710683,C,Hunger,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30710683,D,Skyrocketing of farm input prices,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30710683,D,,,,,
30710683,B,Malaria Outbreak,HUMAN EPIDEMIC DISEASE,,2014,1/4
30710683,B,LDF Fertiliser for Work Programme,,,,
30710683,,Events that made people worse off,,,,
30710683,C,Subsidy Programmes,,,,
30710683,A,Cash given out by Cadcom,,,,
30710683,A,Bad rain pattern,drought,,2014,ALMOST ALL
30710683,,Events that made people better off,,,,
30710684,D,,,,,
30710684,C,,,,,
30710684,B,,,,,
30710684,B,High Prices of food,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30710684,A,Low salaries,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30710684,,Events that made people worse off,,,,
30710684,A,Nothing,,,,
30710684,,Events that made people better off,,,,
30710684,D,,,,,
30710684,C,,,,,
30711685,A,Maize mill introduced in the area,,,,
30711685,B,Eratic rainfall pattern,drought,,2016,ALMOST ALL
30711685,,Events that made people better off,,,,
30711685,D,Lack of boreholes,HUMAN EPIDEMIC DISEASE,,2014,ALMOST ALL
30711685,A,Heavy rains,flood,,2015,1/2
30711685,C,Received Mosquito nets,,,,
30711685,C,Price increase of farm inputs,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
30711685,D,,,,,
30711685,,Events that made people worse off,,,,
30711685,B,Eradication of diarrhea diseases,,,,
30720686,D,,,,,
30720686,B,,,,,
30720686,,Events that made people better off,,,,
30720686,C,,,,,
30720686,A,Free food received,,,,
30720686,C,,,,,
30720686,A,Lack of drugs at the hospital,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30720686,,Events that made people worse off,,,,
30720686,B,,,,,
30720686,D,,,,,
30801687,C,,,,,
30801687,,Events that made people better off,,,,
30801687,D,,,,,
30801687,D,,,,,
30801687,B,,,,,
30801687,A,Ntukula pa khomo,,,,
30801687,,Events that made people worse off,,,,
30801687,A,crop diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30801687,B,general rise of products,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30801687,C,,,,,
30801688,B,strong wind,OTHER BAD (SPECIFY),,2013,ALMOST ALL
30801688,B,free maize ditribution,,,,
30801688,A,New shool,,,,
30801688,,Events that made people better off,,,,
30801688,A,floods,flood,,2014,ALMOST ALL
30801688,D,,,,,
30801688,,Events that made people worse off,,,,
30801688,C,banana disease,CROP DISEASE/PESTS,,2014,ALMOST ALL
30801688,D,high prices of basic needs,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30801688,C,MASAF PROJECT,,,,
30801689,D,deforestation,flood,,2014,ALMOST ALL
30801689,C,,,,,
30801689,D,,,,,
30801689,A,expensive agriculture lnputs and other things,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30801689,B,scarcity of job opportunities,OTHER GOOD (SPECIFY),POVERTY,2016,ALMOST ALL
30801689,C,Devaluation,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
30801689,B,,,,,
30801689,,Events that made people better off,,,,
30801689,A,Bank Mmanja,,,,
30801689,,Events that made people worse off,,,,
30801690,D,money distribution Mtukula pakhomo,,,,
30801690,,Events that made people better off,,,,
30801690,D,,,,,
30801690,B,Price fluctuation,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30801690,A,Primary school  project  GAIA,,,,
30801690,C,"""livestock distribution OXFARM """,,,,
30801690,A,"""crop failure """,drought,,2015,ALMOST ALL
30801690,C,,,,,
30801690,B,food distribution ADRA,,,,
30801690,,Events that made people worse off,,,,
30801691,A,Maize mill,,,,
30801691,B,high prices of products,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30801691,D,,,,,
30801691,C,,,,,
30801691,C,,,,,
30801691,,Events that made people worse off,,,,
30801691,A,taxes  exorbitant,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30801691,D,,,,,
30801691,B,,,,,
30801691,,Events that made people better off,,,,
30801692,B,drought,drought,,2015,ALMOST ALL
30801692,A,Adra,,,,
30801692,C,mtukula pakhomo,,,,
30801692,C,,,,,
30801692,,Events that made people worse off,,,,
30801692,D,,,,,
30801692,D,,,,,
30801692,A,Floods,flood,,2014,ALMOST ALL
30801692,,Events that made people better off,,,,
30801692,B,Oxfarm,,,,
30801693,C,,,,,
30801693,A,No good roads,,,,
30801693,B,far health care,HUMAN EPIDEMIC DISEASE,,2013,ALMOST ALL
30801693,A,WALA,MASSIVE JOB LAY-OFFS,,2013,3/4
30801693,D,,,,,
30801693,D,,,,,
30801693,,Events that made people better off,,,,
30801693,,Events that made people worse off,,,,
30801693,C,,,,,
30801693,B,,,,,
30802694,A,new boreholes,,,,
30802694,D,,,,,
30802694,,Events that made people better off,,,,
30802694,C,,,,,
30802694,,Events that made people worse off,,,,
30802694,A,crop failure,flood,,2013,ALMOST ALL
30802694,B,food distribution,,,,
30802694,B,houses destroyed,OTHER BAD (SPECIFY),,2015,1/4
30802694,C,money  distribution,,,,
30802694,D,,,,,
30802695,B,new bridges,,,,
30802695,C,,,,,
30802695,D,,,,,
30802695,,Events that made people better off,,,,
30802695,D,,,,,
30802695,A,fertilizer distribution,,,,
30802695,A,floods,flood,,2015,ALMOST ALL
30802695,B,army worms,CROP DISEASE/PESTS,,2016,1/2
30802695,,Events that made people worse off,,,,
30802695,C,,,,,
30802696,C,,,,,
30802696,,Events that made people better off,,,,
30802696,A,"""new employment opportunity """,,,,
30802696,C,"""LDF project """,,,,
30802696,B,Price fluctuations,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
30802696,D,,,,,
30802696,,Events that made people worse off,,,,
30802696,A,crop failure,CROP DISEASE/PESTS,,2015,ALMOST ALL
30802696,B,Mtukula pakhomo,,,,
30802696,D,ADRA project,,,,
30803697,A,one acre fund,,,,
30803697,,Events that made people worse off,,,,
30803697,C,,,,,
30803697,B,,,,,
30803697,D,,,,,
30803697,C,,,,,
30803697,A,drought,drought,,2015,ALMOST ALL
30803697,,Events that made people better off,,,,
30803697,B,army warms,CROP DISEASE/PESTS,,2015,3/4
30803697,D,,,,,
30803698,A,crops disease,drought,,2016,3/4
30803698,B,price fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30803698,C,Road mantainance  MASAF 4,,,,
30803698,C,drought,drought,,2016,ALMOST ALL
30803698,,Events that made people worse off,,,,
30803698,,Events that made people better off,,,,
30803698,A,Plan Malawi hygiene,,,,
30803698,D,teachers houses mentainance,,,,
30803698,B,Save the children feeding program,,,,
30803698,D,floods,flood,,2015,1/4
30803699,C,,,,,
30803699,,Events that made people better off,,,,
30803699,B,,,,,
30803699,C,,,,,
30803699,,Events that made people worse off,,,,
30803699,B,HUMAN DISEASES,HUMAN EPIDEMIC DISEASE,,2015,1/4
30803699,D,,,,,
30803699,A,new employment opportunities,,,,
30803699,D,,,,,
30803699,A,DROUGHT,drought,,2016,3/4
30804700,,Events that made people better off,,,,
30804700,D,,,,,
30804700,B,borehole,,,,
30804700,C,high prices,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30804700,A,Floods,flood,,2014,ALMOST ALL
30804700,,Events that made people worse off,,,,
30804700,C,bridge,,,,
30804700,B,drought,drought,,2015,ALMOST ALL
30804700,A,mosque project,,,,
30804700,D,,,,,
30804701,C,,,,,
30804701,,Events that made people better off,,,,
30804701,A,GAIYA project,,,,
30804701,C,low prices of agricultural products,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30804701,D,,,,,
30804701,D,,,,,
30804701,A,drought,drought,,2015,ALMOST ALL
30804701,B,,,,,
30804701,,Events that made people worse off,,,,
30804701,B,Change in distribution of coupons,LOSS OF KEY SOCIAL SERVICE(S),,2016,ALMOST ALL
30805702,,Events that made people worse off,,,,
30805702,B,boreholes mentainance,,,,
30805702,B,houses destroyed,flood,,2014,1/4
30805702,,Events that made people better off,,,,
30805702,C,"""price fluctuation """,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30805702,A,new employment,,,,
30805702,A,crop failure,drought,,2016,ALMOST ALL
30805702,D,,,,,
30805702,D,Natural disease,HUMAN EPIDEMIC DISEASE,,2015,1/4
30805702,C,school block,,,,
30805703,D,,,,,
30805703,C,FLOODS,flood,,2014,ALMOST ALL
30805703,B,MONEY TO BUY FOOD,OTHER GOOD (SPECIFY),MONEYTOBUYFOOD,2016,1/4
30805703,D,,,,,
30805703,,Events that made people worse off,,,,
30805703,,Events that made people better off,,,,
30805703,B,MONEY TO BUY FOOD,OTHER GOOD (SPECIFY),MONEYTOBUYFOOD,2016,1/4
30805703,A,SCHOOL BLOCK,DEVELOPMENT PROJECT,,2016,ALMOST ALL
30805703,C,,,,,
30805703,A,SCHOOL BLOCK,DEVELOPMENT PROJECT,,2016,ALMOST ALL
30805704,,Events that made people worse off,,,,
30805704,C,,,,,
30805704,A,floods,flood,,2014,ALMOST ALL
30805704,A,Toilets projct,,,,
30805704,D,,,,,
30805704,D,,,,,
30805704,B,Nursery school project,,,,
30805704,,Events that made people better off,,,,
30805704,B,drought,drought,,2014,ALMOST ALL
30805704,C,water tap,,,,
30805705,D,,,,,
30805705,A,"""Bank Nkhonde """,,,,
30805705,,Events that made people better off,,,,
30805705,B,,,,,
30805705,C,,,,,
30805705,A,fertilizer subsidy not enough,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
30805705,D,,,,,
30805705,C,,,,,
30805705,,Events that made people worse off,,,,
30805705,B,drought,drought,,2015,ALMOST ALL
30806706,D,,,,,
30806706,B,"""houses destroyed """,OTHER BAD (SPECIFY),,2016,1/2
30806706,A,"""crop failures """,flood,,2015,3/4
30806706,,Events that made people worse off,,,,
30806706,D,,,,,
30806706,,Events that made people better off,,,,
30806706,C,"""price fluctuations """,OTHER BAD (SPECIFY),,2016,3/4
30806706,B,new road,,,,
30806706,A,new bridge,,,,
30806706,C,new boreholes,,,,
30806707,D,,,,,
30806707,B,,,,,
30806707,,Events that made people worse off,,,,
30806707,C,,,,,
30806707,B,,,,,
30806707,A,,,,,
30806707,D,,,,,
30806707,C,,,,,
30806707,,Events that made people better off,,,,
30806707,A,drought,drought,,2015,ALMOST ALL
30806708,D,New road,,,,
30806708,C,,,,,
30806708,A,Crop failure,drought,,2016,ALMOST ALL
30806708,B,Rain Failure,drought,,2016,ALMOST ALL
30806708,B,New bridge,,,,
30806708,A,New boreholes,,,,
30806708,C,Gaiya project,,,,
30806708,,Events that made people worse off,,,,
30806708,D,,,,,
30806708,,Events that made people better off,,,,
30806709,,Events that made people better off,,,,
30806709,A,drought,drought,,2014,ALMOST ALL
30806709,C,,,,,
30806709,D,,,,,
30806709,A,,,,,
30806709,B,,,,,
30806709,D,,,,,
30806709,C,,,,,
30806709,B,,,,,
30806709,,Events that made people worse off,,,,
30820710,C,stadium,,,,
30820710,B,Crop failure,CROP DISEASE/PESTS,,2015,1/2
30820710,C,price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30820710,A,Guardian  shelter hospital,,,,
30820710,D,,,,,
30820710,,Events that made people worse off,,,,
30820710,D,,,,,
30820710,,Events that made people better off,,,,
30820710,B,one stop centre healthy facility,,,,
30820710,A,irregular rains,drought,,2015,3/4
30901711,B,boreholes,,,,
30901711,A,food distribution,,,,
30901711,B,Crop failure,drought,,2016,ALMOST ALL
30901711,C,Road mentainance,,,,
30901711,C,Locusts,CROP DISEASE/PESTS,,2013,1/4
30901711,,Events that made people worse off,,,,
30901711,D,price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901711,A,Floods,flood,,2015,ALMOST ALL
30901711,D,Ectricity,,,,
30901711,,Events that made people better off,,,,
30901712,C,purchase  of fertilizer  is not in good faith,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901712,C,,,,,
30901712,A,receipt of food,,,,
30901712,,Events that made people better off,,,,
30901712,D,,,,,
30901712,B,Low number of subsidy beneficiaries,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901712,D,,,,,
30901712,A,drought,drought,,2016,ALMOST ALL
30901712,B,,,,,
30901712,,Events that made people worse off,,,,
30901713,D,,,,,
30901713,C,Public works,,,,
30901713,A,Floods,flood,,2015,ALMOST ALL
30901713,A,Road mentainance,,,,
30901713,B,Boreholes,,,,
30901713,,Events that made people worse off,,,,
30901713,D,,,,,
30901713,B,drought,drought,,2015,ALMOST ALL
30901713,,Events that made people better off,,,,
30901713,C,chorea Outbreak,OTHER BAD (SPECIFY),,2015,1/4
30901714,B,errosion,LIVESTOCK DISEASE,,2016,ALMOST ALL
30901714,A,Masaff,,,,
30901714,,Events that made people better off,,,,
30901714,,Events that made people worse off,,,,
30901714,D,no health facilities,HUMAN EPIDEMIC DISEASE,,2013,ALMOST ALL
30901714,C,late distribution,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
30901714,D,,,,,
30901714,A,drought,drought,,2016,ALMOST ALL
30901714,C,,,,,
30901714,B,,,,,
30901715,,Events that made people worse off,,,,
30901715,B,houses destroyed,flood,,2014,3/4
30901715,A,Food distribution ADRA,,,,
30901715,D,Disease epidemics,HUMAN EPIDEMIC DISEASE,,2014,1/4
30901715,B,new employment   world Vision,,,,
30901715,,Events that made people better off,,,,
30901715,A,Crop failure,drought,,2014,ALMOST ALL
30901715,D,new boreholes,,,,
30901715,C,price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30901715,C,New CBO,,,,
30901716,C,robery and killing rampant,HUMAN EPIDEMIC DISEASE,,2016,ALMOST ALL
30901716,,Events that made people better off,,,,
30901716,B,,,,,
30901716,C,,,,,
30901716,B,Intoduction  of rider beer,LOSS OF KEY SOCIAL SERVICE(S),,2016,ALMOST ALL
30901716,,Events that made people worse off,,,,
30901716,A,drought,drought,,2016,ALMOST ALL
30901716,A,development of the household,,,,
30901716,D,,,,,
30901716,D,Un equal distribution of coupon,CROP DISEASE/PESTS,,2016,ALMOST ALL
30901717,C,food for work program,,,,
30901717,B,new Road,,,,
30901717,,Events that made people better off,,,,
30901717,A,new employment,,,,
30901717,C,Price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901717,A,crop failure,drought,,2015,ALMOST ALL
30901717,,Events that made people worse off,,,,
30901717,D,Locust mtchemberezandonda,CROP DISEASE/PESTS,,2014,1/4
30901717,B,Natural disaster,HUMAN EPIDEMIC DISEASE,,2015,1/4
30901717,D,,,,,
30901718,D,,,,,
30901718,,Events that made people better off,,,,
30901718,B,floods,flood,,2014,ALMOST ALL
30901718,,Events that made people worse off,,,,
30901718,B,,,,,
30901718,C,,,,,
30901718,C,,,,,
30901718,A,IRREGULAR RAINS,drought,,2015,ALMOST ALL
30901718,A,adra malawi,,,,
30901718,D,,,,,
30901719,,Events that made people better off,,,,
30901719,,Events that made people worse off,,,,
30901719,B,,,,,
30901719,C,,,,,
30901719,C,price fluctuation,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30901719,D,,,,,
30901719,B,houses destroyed,OTHER BAD (SPECIFY),,2014,3/4
30901719,A,food distribution,,,,
30901719,A,crop failure,flood,,2016,ALMOST ALL
30901719,D,,,,,
30901720,B,no security to the nature,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
30901720,,Events that made people worse off,,,,
30901720,,Events that made people better off,,,,
30901720,B,tarmac road,,,,
30901720,C,human rights has brought disgrace,HUMAN EPIDEMIC DISEASE,,2013,ALMOST ALL
30901720,A,drought,drought,,2014,ALMOST ALL
30901720,D,,,,,
30901720,A,"""Electricity """,,,,
30901720,D,,,,,
30901720,C,collages,,,,
30901721,A,Crop Failure,drought,,2014,ALMOST ALL
30901721,D,school toilet project red cross,,,,
30901721,B,money distribute redcross,,,,
30901721,D,Natural disaster,flood,,2015,1/2
30901721,A,food distribution Adra,,,,
30901721,,Events that made people worse off,,,,
30901721,C,disease epidemics,HUMAN EPIDEMIC DISEASE,,2014,1/4
30901721,,Events that made people better off,,,,
30901721,B,houses damaged,OTHER BAD (SPECIFY),,2014,3/4
30901721,C,distribute seeds concern Universal,,,,
30901722,A,drought,drought,,2016,ALMOST ALL
30901722,,Events that made people better off,,,,
30901722,C,,,,,
30901722,A,inter Aid,,,,
30901722,,Events that made people worse off,,,,
30901722,B,subsidy prices was risen,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901722,D,,,,,
30901722,C,no good water,LOSS OF KEY SOCIAL SERVICE(S),,2013,ALMOST ALL
30901722,B,,,,,
30901722,D,,,,,
30901723,B,new employment,,,,
30901723,B,"""Disaster """,flood,,2014,ALMOST ALL
30901723,A,Crop failure,flood,,2016,ALMOST ALL
30901723,D,price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901723,,Events that made people worse off,,,,
30901723,C,Agriculture projects,,,,
30901723,A,food distribution,,,,
30901723,D,,,,,
30901723,,Events that made people better off,,,,
30901723,C,drought,drought,,2016,ALMOST ALL
30901724,C,,,,,
30901724,D,,,,,
30901724,,Events that made people better off,,,,
30901724,B,no water,HUMAN EPIDEMIC DISEASE,,2016,ALMOST ALL
30901724,D,,,,,
30901724,A,drought,NEW EMPLOYMENT OPPORTUNITY,,2016,ALMOST ALL
30901724,A,,,,,
30901724,,Events that made people worse off,,,,
30901724,C,scarcity of money,LOSS OF KEY SOCIAL SERVICE(S),,2015,ALMOST ALL
30901724,B,,,,,
30901725,,Events that made people better off,,,,
30901725,B,new boreholes,,,,
30901725,A,Massaf project,,,,
30901725,A,Floods,flood,,2015,ALMOST ALL
30901725,,Events that made people worse off,,,,
30901725,D,,,,,
30901725,C,Drought,drought,,2016,ALMOST ALL
30901725,B,"""houses destroyed """,drought,,2016,ALMOST ALL
30901725,D,high prices,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
30901725,C,,,,,
30901726,,Events that made people better off,,,,
30901726,B,drought,drought,,2016,ALMOST ALL
30901726,,Events that made people worse off,,,,
30901726,B,,,,,
30901726,A,Low prices of agricultural products,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30901726,A,,,,,
30901726,C,,,,,
30901726,D,,,,,
30901726,D,,,,,
30901726,C,,,,,
30902727,A,New boleholes,,,,
30902727,,Events that made people worse off,,,,
30902727,A,houses destroyed,OTHER BAD (SPECIFY),,2013,1/2
30902727,C,crop failure,OTHER BAD (SPECIFY),,2015,3/4
30902727,D,"""price fluctuation """,SHARP CHANGE IN PRICES,,2013,ALMOST ALL
30902727,B,Food distribution,,,,
30902727,,Events that made people better off,,,,
30902727,C,irrigation farming,,,,
30902727,D,Bridge constaction,,,,
30902727,B,heavy winds,OTHER BAD (SPECIFY),,2014,1/4
30902728,,Events that made people better off,,,,
30902728,,Events that made people worse off,,,,
30902728,C,,,,,
30902728,B,drought,drought,,2015,ALMOST ALL
30902728,D,,,,,
30902728,A,Masaf project ntukula pakhomo,,,,
30902728,B,,,,,
30902728,C,no inputs of agriculture,CROP DISEASE/PESTS,,2016,ALMOST ALL
30902728,D,,,,,
30902728,A,Low prices of agricultural products,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30902729,A,New Employment,,,,
30902729,B,Mtukula pakhomo,,,,
30902729,,Events that made people worse off,,,,
30902729,A,Crop failure,drought,,2015,ALMOST NONE
30902729,C,"""price fluctuation. """,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30902729,D,"""Nursery school """,,,,
30902729,C,Borehole,,,,
30902729,,Events that made people better off,,,,
30902729,B,CHOREA OUTBREAK,HUMAN EPIDEMIC DISEASE,,2015,1/4
30902729,D,,,,,
30902730,B,,,,,
30902730,D,,,,,
30902730,C,,,,,
30902730,A,"""Low number of subsidy beneficiaries """,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
30902730,,Events that made people worse off,,,,
30902730,B,Low number of massage participants,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
30902730,D,,,,,
30902730,,Events that made people better off,,,,
30902730,C,,,,,
30902730,A,agriculture products,,,,
30902731,C,,,,,
30902731,A,"""crop failure """,drought,,2014,3/4
30902731,D,,,,,
30902731,A,food distribution,,,,
30902731,,Events that made people worse off,,,,
30902731,D,,,,,
30902731,,Events that made people better off,,,,
30902731,C,houses destroyed,flood,,2014,3/4
30902731,B,,,,,
30902731,B,Price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30903732,,Events that made people better off,,,,
30903732,A,,,,,
30903732,B,,,,,
30903732,D,,,,,
30903732,D,,,,,
30903732,B,dropouts,LOSS OF KEY SOCIAL SERVICE(S),,2014,ALMOST ALL
30903732,A,drought,drought,,2013,ALMOST ALL
30903732,C,,,,,
30903732,C,married at young  age,LOSS OF KEY SOCIAL SERVICE(S),,2013,ALMOST ALL
30903732,,Events that made people worse off,,,,
30903733,A,new roads,,,,
30903733,,Events that made people better off,,,,
30903733,D,,,,,
30903733,B,New boreholes,,,,
30903733,B,Wind,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30903733,C,New toilets,,,,
30903733,C,irregular rains,drought,,2014,ALMOST ALL
30903733,A,Crop Failure,flood,,2015,ALMOST ALL
30903733,D,,,,,
30903733,,Events that made people worse off,,,,
30903734,C,,,,,
30903734,C,conjetion in classes,LOSS OF KEY SOCIAL SERVICE(S),,2016,3/4
30903734,,Events that made people worse off,,,,
30903734,,Events that made people better off,,,,
30903734,A,drought,drought,,2016,ALMOST ALL
30903734,B,no drug in health cetre,HUMAN EPIDEMIC DISEASE,,2014,ALMOST ALL
30903734,D,,,,,
30903734,D,,,,,
30903734,B,,,,,
30903734,A,Near by electricity,,,,
31001735,C,CROP PEST AND DISEASES,CROP DISEASE/PESTS,,2016,ALMOST ALL
31001735,,Events that made people worse off,,,,
31001735,,Events that made people better off,,,,
31001735,A,,,,,
31001735,B,NATURAL DISASTER (DROUGHT),drought,,2016,ALMOST ALL
31001735,D,,,,,
31001735,B,,,,,
31001735,D,,,,,
31001735,C,,,,,
31001735,A,NATURAL DISASTER  (FLOODS),flood,,2015,ALMOST ALL
31001737,C,CROP PEST AND DISEASES,CROP DISEASE/PESTS,,2016,ALMOST ALL
31001737,,Events that made people better off,,,,
31001737,,Events that made people worse off,,,,
31001737,A,NATURAL (DISASTER DROUGHT ),drought,,2015,ALMOST ALL
