case_id,hhid,gardenid,ag_i203_2,ag_i204a_1,ag_i204a_2,ag_i204a_3,ag_i204a_4,ag_i204b_1,ag_i204b_2,ag_i202,ag_i203,ag_i203_oth,ag_i203_1a,ag_i203_1b,ag_i204_1,ag_i204_1oth,ag_i204_2a_1,ag_i204_2a_2,ag_i204_2a_3,ag_i204_2a_4,ag_i204_2b_1,ag_i204_2b_2,ag_i204_3,ag_i204_3_oth,ag_i204_4a_1,ag_i204_4a_2,ag_i204_4a_3,ag_i204_4a_4,ag_i204_4b_1,ag_i204_4b_2,ag_i204_5,ag_i204_6a_1,ag_i204_6a_2,ag_i204_6a_3,ag_i204_6a_4,ag_i204_6b_1,ag_i204_6b_2,ag_i204_7,ag_i204_8a_1,ag_i204_8a_2,ag_i204_8a_3,ag_i204_8a_4,ag_i204_8b_1,ag_i204_8b_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b
310037480058,78483f3ecab545d9a7f10845cc78fe06,DG01,,,,,,,,1,MOVED IN WITHOUT PERMISSION,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Fallow,,,,,,,,,
310037480240,f45a8552136e4a05a9fd4d59ac91bab6,DG01,2012,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,0,0,,,,,,,,,Rainy Season,,,,1,2,Cultivated,,,,,,,,,
310037490088,f27f040ce82640888bd66351b950dd2e,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,0,Full Year (Rainy & Dimba Seasons),,2,,1,2,Cultivated,,,,,,,,,
310047500030,6f481527ab674c7dab5e9c12f84b99fb,DG01,1978,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,150000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310047500038,41a6392616ec4e51b25daa82bb6fe2c0,DG01,2015,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,60000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310047500068,427e6f6419c648d5a143722d5b638535,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,12000,0,Full Year (Rainy & Dimba Seasons),,6,,1,2,Cultivated,,,,,,,,,
310047500120,5b21f1db2e214ca4899a9ed59338d754,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,6000,0,Other (Specify),DIMBA SEASON,4,,1,2,Cultivated,,,,,,,,,
310047510251,4469f03563f94c9a85c43bfc07b4b3ba,DG01,2003,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,500000,40000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310047510521,b7b64a9e97894780a934dab8346031cf,DG01,1998,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,250000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310047510656,bf859839b34442ab8a2ba238eb9ec2e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310047510723,d3c413e902bc4c94be0c6d5df342928e,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,15000,0,Full Year (Rainy & Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,
310047510791,fc696cf6a6e74544a26394280972fa9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310047510993,364f74bfea6642af84def3757097ad56,DG01,2016,2,,,,1,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,2,,,,1,,yes,2,,,,1,,no,150000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310057520012,f4f69d15ee8c4ebd9b791346975650e8,DG01,1996,2,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,no,,,,,,,no,150000,8000,,,,,,,,,Rainy Season,,,,1,2,Cultivated,,,,,,,,,
310057520035,99e8fbbcf55d4069ad8f0de3e8618bbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310057520037,5dc7b4b0f1444749bcd13a311aab0286,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,2,50 KG BAG,,S:SHELLED,7000,0,Full Year (Rainy & Dimba Seasons),,3,,1,2,Cultivated,,,,,,,,,
310057520059,bd55fd946fb7428f945ab29d9001bd58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310057520083,11223954a3a7430da50c147b9e72c2cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310057520089,52b422a3caa34278b531a1da05651c6a,DG01,1970,1,,,,2,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,2,,yes,1,,,,1,2,no,200000,17000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,2,,1,,Cultivated,,,,,,,,,
310057520094,18761049c0d84239a927fdc287ee9b4c,DG01,1984,1,,,,5,,1,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,yes,1,,,,6,,yes,1,,,,6,,no,600000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,6,,1,,Cultivated,,,,,,,,,
310057520118,0efbf46ef31646a48eff67ab0bd2971f,DG01,2000,1,,,,1,4,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,4,yes,1,,,,1,4,no,150000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
310067540039,01ab492b79224921aef733c7a9016895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310067540098,d10a3a8620384742bc1425a81da37c23,DG01,1999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,500000,30000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540098,d10a3a8620384742bc1425a81da37c23,DG02,2008,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,480000,25000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540117,8ad5204ae6f44ded8a26d69a74e33062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310067540136,994bf349b0bb4165bf6ec67d9e94bc76,DG01,2007,1,,,,3,,2,ALLOCATED BY FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,no,,,,,3,,no,,,,,,,no,250000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540136,994bf349b0bb4165bf6ec67d9e94bc76,DG02,2004,1,,,,3,,2,ALLOCATED BY FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,3,,no,300000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540176,f542eab9dddc43ef868aadb44d5d80d4,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,6000,0,Other (Specify),DIMBA SEASON,3,,1,,Cultivated,,,,,,,,,
310067540195,9772737188c245a196509493d04eef53,DG01,1994,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,2,,,,,no,200000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540215,33199f21d99c43a7a4d60befc9e6080b,DG01,2001,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,500000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540254,faa9d7f205634a4da69871f0ee645536,DG01,2010,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,500000,25000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540293,f884df9cacf74ac88c049496b4884467,DG01,2013,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,20000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310067540351,39a6957d740940f188e8c4b71a7c86e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077550021,0767760c2e904c2089cd3e3c5b08a99a,DG01,2005,1,2,3,4,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,2,3,4,,,yes,1,2,3,4,,,no,200000,30000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310077550049,8fda5e1675df4191b3d0826cec0673c7,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,10000,0,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
310077550076,f3e7f349a6b84001b4183c8a0624147a,DG01,1980,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,3,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,50000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077550159,ff95ca575d4b441394d78508dd2c1a15,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,
310077550187,d590933a5bf04c82add4744c6b3e0b1c,DG01,1996,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,65000,7000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310077550214,036860fc96f843e4a42922cdc3d046cd,DG01,1985,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,120000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310077550242,cb70ba5f5ab94d6a8a5cd85fed755216,DG02,2010,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,500000,30000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077550242,cb70ba5f5ab94d6a8a5cd85fed755216,DG03,2010,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,80000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310077550297,a599297b8fb849ffa1f3a3d6a8480150,DG01,1990,1,2,3,4,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,8000000,40000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310077550352,172e48fd0bfb4a63918d58fad28215fd,DG01,1989,2,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,500000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077550352,172e48fd0bfb4a63918d58fad28215fd,DG02,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,Cultivated,,,,,,,,,
310077550380,b484bf6ef78d4f6faeb3de2ad6eb4648,DG01,2015,1,,,,2,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,no,,,,,2,,no,,,,,2,,no,300000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077550407,8effdfdf2f304f3d9cc1c84d3a6b5379,DG01,2000,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,250000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077560062,1279c3e2c90b4c6cace6334c150098f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077560092,6faef436b7d2425b98ed2bae61cbe32e,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,12000,0,Full Year (Rainy & Dimba Seasons),,5,,1,,Cultivated,,,,,,,,,
310077560155,14a8daa5e2734fcf92a0bdc9295ff1fb,DG01,2009,1,,,,1,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,200000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
310077560184,314094759e8149b5ac66bd67c96de80b,DG01,1997,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,4,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,150000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,,Cultivated,,,,,,,,,
310077560184,314094759e8149b5ac66bd67c96de80b,DG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077560249,cb5d9a86796540eeaa52c26b9c5a8f12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077560280,0e1cc7bd6e07440282016123f2d218dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077560310,12daaed373b1427cbdcf031780ccfa8e,DG01,1998,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,5,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,100000,30000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,2,Cultivated,,,,,,,,,
310077560466,df445fe24316433588e562c443675ca3,DG01,1999,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,150000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,,Cultivated,,,,,,,,,
310077560466,df445fe24316433588e562c443675ca3,DG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077560527,b51c4f89b01f4fdba3c47393be7953e7,DG01,2014,1,2,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,,yes,1,,,,1,,no,200000,50000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
310077560558,53f67518399941eca72972f37abcb185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077560650,acca4449736a488bb9ef1b6561a29e46,DG01,2012,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,150000,30000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
310077560650,acca4449736a488bb9ef1b6561a29e46,DG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077570021,d583d05e542640db8618168736162c60,DG01,1997,2,,,,,,5,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,200000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077570044,7e201e00fa59422c9c53181ea5c5d1e8,DG01,1993,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,no,,,,,,,no,180000,50000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077570092,304e89515b6f4e73b85126ee0c156ad1,DG01,2013,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,4,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,no,,,,,,,no,100000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077570140,967eed5b15fc4b1490a272ce9c85b40e,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077570188,4361972f5a8c47eb957ffd62346c7472,DG01,2010,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,1000000,40000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
310077570235,c871f373f24447b1b61f7bcceae8c610,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,5000,0,Full Year (Rainy & Dimba Seasons),,2,,1,,Cultivated,,,,,,,,,
310077570307,7431ee140612439fbffb97f28095a539,DG01,1993,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,6000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
310077570379,9ce27c789087435ab76e3eb2012ef57b,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,28000,0,Other (Specify),DIMBA SEASON,4,,1,2,Cultivated,,,,,,,,,
310207580043,c0215fdee46f4a8da2e9dd7322d2fbb5,DG01,2015,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,,yes,1,,,,1,,no,600000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
310207580065,bd656531ca4147868225df863ce77f2d,DG01,2000,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,300000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
310207580087,34991a02ba4643268ca8ad608bfed956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310207580108,3c7d0d11204448c797056c69d8795dc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310207580141,3260c508c65b4b49ac17268b61a551ba,DG01,1992,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,500000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Fallow,,,,,,,,,
310207580162,7176767c7f7440b098915c430c431529,DG01,2000,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,no,,,,,,,yes,100000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,3,,1,2,Cultivated,,,,,,,,,
310207580183,9576eada32cb4419b96e0a27ada5d1ef,DG01,1994,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,no,,,,,,,no,120000,7000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
310207580194,4cfea336eb244726a18523e4afcb3b41,DG01,2014,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,1,,no,,,,,1,,yes,350000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
310207580204,f9d59e6f37a046c69ae19a2ac3a83c5f,DG01,2001,2,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,100000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,
311017590052,cef8d2fc0b414ca9971a1fe4f32e253f,DG01,2003,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,80000,4000,,,,,,,,,Rainy Season,,1,,1,,Cultivated,,,,,,,,,
311017590064,456aa1d33a284c8db9611f0a708711f7,DG01,1999,1,,,,1,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,1,,yes,80000,8000,,,,,,,,,Rainy Season,,1,,1,,Cultivated,,,,,,,,,
311017590064,456aa1d33a284c8db9611f0a708711f7,DG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311017590156,a2626da3b8c74a73972c0bec051ae1f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311017600004,b8fb3091ffcd42c0a4b92233d344c3dd,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWEET POTATO,,0,,,,2000,0,Full Year (Rainy & Dimba Seasons),,4,,1,2,Cultivated,,,,,,,,,
311017600115,af59738d296c4d36926478187477fd9e,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Cultivated,,,,,,,,,
311027610018,9a98c8c85d0a4d30921bf825785a1200,DG01,1992,2,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,200000000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
311027610055,728f9b93c45e423d84142101aa8140a0,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWEET POTATO,,0,,,,5000,0,Other (Specify),DIMBA SEASON,2,,1,2,Cultivated,,,,,,,,,
311027610092,2b438f7167414a76a8a07a85d7193f3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311027610110,a78aff35544a4063a2cc3b1f6afae932,DG01,2015,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,,,,1,,no,100000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
311027610147,71c30a4958b44b5e9973a6672fd58976,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,20000,0,Full Year (Rainy & Dimba Seasons),,2,,2,,Cultivated,,,,,,,,,
311027610165,4b2ced8b74f64fb08da1fd2d3bcadd5d,DG01,2011,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,yes,50000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
311027610184,ac66556c57204c24afe61a728f8f8ae1,DG01,1994,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
311027610202,29b84ec2d9a4434c9ec17351d80a9a62,DG01,1964,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,700000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
311027610220,965e67a6bd2141d5bc9cd9cb0859a2a5,DG01,2013,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,500000,30000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
311027610294,1723cdfb78d44abbb7d928a409775127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311027610330,b8acb7ce42b94fb488642da836c18a4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
