case_id,hhid,gardenid,plotid,ag_j04_1,ag_j04_2a,ag_j04_2b,ag_j05a,ag_j05b,ag_j05b_oth,ag_j05c,ag_j06e,ag_j06e_oth,ag_j07,ag_j07_1,ag_j08
208014350253,edef4cc92b154e7ea2a87c38296c6815,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.01,acre,,.1,,,9,3,Rainy
208014350383,8c93d3f98e3e430bb5a04e4f7365c07d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.02,acre,,.07,,,10,3,Partly Cloudy / Partly Sunny
208014360038,27c05ae5339d49bd80ae7bbb84bd64a1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.1,,,9,3,Partly Cloudy / Partly Sunny
208014360082,593e41f4caf6447089949bb85d92cb27,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.03,acre,,.03,,,11,3,Partly Cloudy / Partly Sunny
208014360121,a292a327ca4a42a38065d36af30f5f08,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.02,,,10,3,Clear/Sunny
208014360184,0fd6c6d2e95747ba977f94ebcffe576f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,400,SQUARE METERS,,.09,,,10,3,Clear/Sunny
208014360184,0fd6c6d2e95747ba977f94ebcffe576f,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.28,,,10,3,Clear/Sunny
208014360343,59748d7f54dc4b2bba04799ae398da27,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.1,,,10,4,Partly Cloudy / Partly Sunny
208014360363,ea549fae45cf43ee9685510480e8a4c9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.18,,,10,3,Clear/Sunny
208014360363,ea549fae45cf43ee9685510480e8a4c9,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.16,,,10,3,Clear/Sunny
208014360420,1e5ed3df3a8240fea79103dbb86edb7f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.18,,,12,3,Clear/Sunny
208014380204,4042ad6729b643dda0ae30842d49a74b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.2,,,12,3,Clear/Sunny
208014390001,a9af472e2c854270b7fab3e92fe7eafb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.09,,,10,3,Clear/Sunny
208014390029,f5f151bac9a34cd0960d8e5c52a8a624,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.03,,,10,4,Mostly Cloudy / Considerable Cloudiness
208014390140,bad586cef7254772becb244868af8fc9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.09,,,12,2,Partly Cloudy / Partly Sunny
208014390168,acebc7a34f1541a0bf79aa6e5ef1d231,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.04,,,11,2,Mostly Cloudy / Considerable Cloudiness
208014390209,4f562ab87ffa4fb1af8a215c958dcd5e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.07,,,11,3,Clear/Sunny
208024400075,f1288bcef0904886a9adaef44fdf0b3f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.03,,,10,3,Clear/Sunny
208034460057,dc9f089c7f274883812b4da26777add4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.05,,,10,3,Partly Cloudy / Partly Sunny
208034460134,9dbcf84afbce4c669f7021e814d10f05,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.1,,,10,3,Partly Cloudy / Partly Sunny
208034460211,95d7a1d61b1b4bc7a99898eaa01d9af5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.05,,,9,3,Partly Cloudy / Partly Sunny
208044480039,249e4ade949f41d4811578f22bda1e61,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.01,acre,,.04,,,9,3,Clear/Sunny
208044480039,249e4ade949f41d4811578f22bda1e61,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.01,acre,,.03,,,7,3,Clear/Sunny
208044480065,2b73239b24084a858e80189d563ad6af,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.1,,,10,4,Partly Cloudy / Partly Sunny
208044480194,47919615e8174662ac70e1f09447e7cb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.06,,,9,4,Clear/Sunny
208044480246,8e755b64d70e41baa35bc3ec7c12d4f5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.1,,,10,3,Partly Cloudy / Partly Sunny
208054500166,ee056239a4044f36b3d3ca8f0c10aaa3,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.06,,,9,3,Clear/Sunny
208054500183,91bbe4a8c3a341b887f9bcbc2fdaba2d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.09,,,11,3,Clear/Sunny
208054500216,7c2f9666b6b043f7a4cf3b0a9a0a288e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.09,,,11,3,Clear/Sunny
208054500233,ca4b0ceaa5d14694a640e747f08f9c35,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.03,,,8,3,Clear/Sunny
208064520026,4e8bd83e14f84c13ba571fc2fc7eff17,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.2,,,10,3,Clear/Sunny
208064520026,4e8bd83e14f84c13ba571fc2fc7eff17,DG02,D02,A DIMBA SEASON GARDEN,,DG02,.25,acre,,.18,,,8,3,Clear/Sunny
208064520026,4e8bd83e14f84c13ba571fc2fc7eff17,DG03,D03,A DIMBA SEASON GARDEN,,DG03,.02,acre,,.11,,,8,3,Clear/Sunny
208064520129,cdae0151db46489bb3891fece5b4e7f9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.1,,,11,3,Mostly Clear / Mostly Sunny
208064520233,25c46f31c4b34ff6abf6f9d5a126afc5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.2,,,10,3,Partly Cloudy / Partly Sunny
208064520285,75c8b8f1a7574193aece9d0032acdc8a,RG02,D01,A RAINY SEASON GARDEN,RG02,,.2,acre,,.28,,,9,4,Mostly Clear / Mostly Sunny
208064520285,75c8b8f1a7574193aece9d0032acdc8a,RG02,D02,A RAINY SEASON GARDEN,RG02,,.3,acre,,.28,,,9,3,Mostly Clear / Mostly Sunny
208064520388,15758b0cca104d29a76f55612ab8933b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.03,,,10,3,Clear/Sunny
208064520388,15758b0cca104d29a76f55612ab8933b,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
208064520440,ceffef8f228641c8bdfac9fe09a3e905,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.3,,,10,3,Mostly Clear / Mostly Sunny
208064520492,e29541337e9e4a25a9c63638b772daac,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.13,,,11,3,Clear/Sunny
208084570030,550c1388c6334f5dbafa48e2e5cf57d2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.11,,,12,2,Partly Cloudy / Partly Sunny
208084570042,54539541b1bc4c24bbb6720c1a1713ff,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.07,,,11,3,Mostly Clear / Mostly Sunny
208084570067,080169d3a99847b298e1f81f0161c20f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.31,,,9,3,Completely Cloudy
208084570105,03ab3196e6ce41eda4c6ac3550d45e88,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.11,,,9,3,Clear/Sunny
208084570130,fa4a587f6d954bd898e564c2bd0edbe5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.03,acre,,.05,,,8,2,Partly Cloudy / Partly Sunny
208084570142,bd95e63aef0346709ee7e16c0ce33343,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.1,,,9,3,Mostly Cloudy / Considerable Cloudiness
208204580232,bb1f3151ea6b425ba22c2a3259aef41d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.1,,,11,3,Clear/Sunny
209014610048,7eddfb90465d4bb6ad4e9ff5a283d4d8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,,,,,,
209024630088,a99c6cd69bec42f8b7ecac5ea46bfe10,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.3,,,10,3,Clear/Sunny
209024630105,1b28c98d73ee43b88153a23f2f3f67ec,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1.51,acre,,1.52,,,9,3,Clear/Sunny
209024630158,321b856d5d7745a59cbd6333448b2882,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.03,,,8,3,Clear/Sunny
209024630229,b4fb9d03318c4da1b2b0c16bfe3294e4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.1,,,9,3,Clear/Sunny
209024630299,ae92b7d9e10c40e693b796f0a01c3ea5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.3,,,9,3,Clear/Sunny
209024630369,2e2041b528f949a4b24869b6bc40cac2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.4,,,9,3,Clear/Sunny
209024640069,4cc697e844374a8aa6307d134eeb89c7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.6,,,8,3,Partly Cloudy / Partly Sunny
209024640094,55db6be75e764ffa82b84643c1babbb6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.3,,,11,3,Clear/Sunny
209044690018,aa36603c657d4d658af31fcdb56ad59a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.63,,,9,3,Clear/Sunny
209044690165,8cdfe8a04351489c983037b0a02aa497,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.2,,,12,3,Clear/Sunny
209054710221,a12d0a16d2734da48eee018951dc7887,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.01,,,11,3,Partly Cloudy / Partly Sunny
209054710221,a12d0a16d2734da48eee018951dc7887,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.02,,,10,3,Partly Cloudy / Partly Sunny
209054710221,a12d0a16d2734da48eee018951dc7887,DG01,D03,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.04,,,10,3,Partly Cloudy / Partly Sunny
209064720067,9b67f03d8c584431bd0c8df1c5af389a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.2,,,10,3,Clear/Sunny
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.2,,,7,3,Clear/Sunny
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,DG02,D02,A DIMBA SEASON GARDEN,,DG02,.3,acre,,.1,,,8,3,Clear/Sunny
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,DG03,D03,A DIMBA SEASON GARDEN,,DG03,.1,acre,,.1,,,7,3,Clear/Sunny
209064730220,1edd541242c448e68b58718975af0293,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
209064730264,9fc62b5965284bd29f61fc82be0f7346,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.1,,,11,3,Clear/Sunny
209064740296,6fb0606abb1843ef9ecbb740443c12f8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.13,,,10,3,Partly Cloudy / Partly Sunny
209074750237,e12b2a8cd4954b198324af1dd91f7bb3,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.3,,,9,3,Clear/Sunny
209084770261,dcfdb26e774e4d4d8c4237b2583af690,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.12,,,9,3,Clear/Sunny
209084790011,9163dad5d67c4817b6e03218856028a7,RG01,D01,A RAINY SEASON GARDEN,RG01,,.25,acre,,.37,,,10,3,Partly Cloudy / Partly Sunny
209084810020,84e18f1e49e24f4cb69ff5d8b39cb35a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.34,,,10,3,Mostly Clear / Mostly Sunny
210534950501,e6686882da7d4f93bccb6d2dd399f3ff,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
210554990160,6b81a95e95ae402fb31035a673b8b92e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.5,,,10,3,Clear/Sunny
210855110154,e57912fb956140ffaf471102c09a3bca,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,.02,,,10,3,Clear/Sunny
210855110185,59a5172c0e924c63a06ddc00ac947c73,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.07,,,12,3,Clear/Sunny
210855110215,e90e22e808454964bad4196cd4d8e692,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.05,,,4,3,Clear/Sunny
210855110278,2c3cdb11444c429c94e38eec51a960d3,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.08,,,3,3,Clear/Sunny
210855110278,2c3cdb11444c429c94e38eec51a960d3,DG02,D02,A DIMBA SEASON GARDEN,,DG02,.4,acre,,.07,,,12,3,Clear/Sunny
210855110401,38906b2f11dd4baf8872a73f2f21f491,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.36,,,8,3,Clear/Sunny
210855110462,4a399a4a623d412988654f0d1e582965,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.12,,,5,3,Clear/Sunny
210855110523,0b673eea405742f099fc9608844b4a75,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,.18,,,12,3,Clear/Sunny
210855110554,f2c72e3e515d45c395de21c5c808cabb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.5,,,11,3,Clear/Sunny
210855110645,34a8a4b82b664daebe9c786a6b4553a5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.01,,,11,3,Clear/Sunny
210855110645,34a8a4b82b664daebe9c786a6b4553a5,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.01,acre,,.01,,,12,3,Clear/Sunny
210855110645,34a8a4b82b664daebe9c786a6b4553a5,DG01,D03,A DIMBA SEASON GARDEN,,DG01,.01,acre,,.01,,,11,3,Clear/Sunny
210885180112,8171c6340c32433d8267bbfac7b05202,RG03,D01,A RAINY SEASON GARDEN,RG03,,.25,acre,,.11,,,11,3,Clear/Sunny
301015190081,0e621768ef794a4d90b828d82f2a7aa6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.6899999999999999,,,9,3,Rainy
301015190170,64345b08ccec41798316746cac427476,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.59,,,10,3,Clear/Sunny
301015190188,9c3c1736bd5b447ebf86857ed4bab0be,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.62,,,11,3,Clear/Sunny
301015200382,b9d9f3175d144fa4a9ae56af1ac06601,DG01,D01,A DIMBA SEASON GARDEN,RG01,DG01,5,acre,,1.41,,,10,3,Clear/Sunny
301025240262,dff3a7897d27481181fb342180f0a544,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.37,,,10,3,Clear/Sunny
301035260375,703453eba21146019c8f013dc09c7fd9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.24,,,11,3,Clear/Sunny
301035260481,d46bbf25277940aab968debec8da00ea,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.13,,,10,3,Mostly Clear / Mostly Sunny
301045290231,1c98312f50ec40079e496a751a0db7df,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.07,,,10,3,Mostly Clear / Mostly Sunny
301045290428,9ec339f4cf77441e8e7342443e6b5f0f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,Partly Cloudy / Partly Sunny
301045290428,9ec339f4cf77441e8e7342443e6b5f0f,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
301045300443,c7d95ec464d34adb9649fedad2d8d6cc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.39,,,9,3,Partly Cloudy / Partly Sunny
301045300531,72de732372c54f4d932bcc9805f84a34,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.12,,,10,3,Partly Cloudy / Partly Sunny
301045300561,8636c72b3aa14cb794b0a64419367849,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.3,,,11,3,Mostly Clear / Mostly Sunny
301055320087,6d9df975fedb4134afa412ddf61f8cd0,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.36,,,10,3,Mostly Cloudy / Considerable Cloudiness
301065330437,8d6e6bae5cf74ab3b02b9d75387bc6b2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.45,,,10,3,Clear/Sunny
301065330658,489d631e43f54486b08ebadfefde31e4,RG02,D01,A RAINY SEASON GARDEN,RG02,,.5,acre,,.18,,,11,3,Mostly Clear / Mostly Sunny
301065340104,bedf91f0f8434d31a5f5dc3fcde9f305,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.09,,,11,3,Partly Cloudy / Partly Sunny
301065340313,8d170459ba6b4742902b2947f93eb752,RG01,D01,A RAINY SEASON GARDEN,RG01,,.3,acre,,.87,,,11,3,Clear/Sunny
301065340364,67a8dcabd19849488bd1dac6d1ca641a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.25,,,11,3,Clear/Sunny
301075370093,13949cebf6794cfa8c9bb2dc3a8acc12,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,Mostly Clear / Mostly Sunny
301075370113,586aabb220b142ee88607a80c9f447c5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.23,,,10,3,Clear/Sunny
301075370133,39f26dc1991d484dbdbe5c5308d6126d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.3,,,11,3,Clear/Sunny
301075370153,1eb91f2dd7f94d618995fb597bc72fbc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.27,,,10,3,Clear/Sunny
301075370193,bbce7aaaa41040b581968648428c877c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.24,,,12,3,Clear/Sunny
302015430010,e33918cd2ccd4d89916452eb6c349c0f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,Completely Cloudy
302015430020,a645ed51ba164f8e801a47cda786a7c9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,,,,,OTHER (SPECIFY),FLOODED,,,
302015430034,4da50b0915664a60a3e56bb023b51668,RG02,D01,A RAINY SEASON GARDEN,RG02,,1,acre,,,OTHER (SPECIFY),PLOT INACCESSIBLE DUE TO TERRAIN,,,
302015430058,b7be25e6c8d94302baed4bfa79e2eceb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.15,,,11,3,Partly Cloudy / Partly Sunny
302015440139,617e59aa689a4d079686e696068dac41,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
302015440139,617e59aa689a4d079686e696068dac41,RG03,D01,A RAINY SEASON GARDEN,RG03,,1.5,acre,,.8,,,10,3,Clear/Sunny
302015450017,e1725671eb724e929a47699c4242abcb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
302015450048,ed2440356fa043ab878e71b68a30703e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
302015450452,4423c6ab4f3049baa2df6da911139805,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,Completely Cloudy
302025470011,524e5343609d4b808f42e313e5d7a293,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,Partly Cloudy / Partly Sunny
302025470045,88ec236c747f476bb5fb2b6f326f7794,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,,OTHER (SPECIFY),OWNER REFUSED,,,
302035490327,015e4585aa2a4644a01e7829a4da6ec1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.8,,,10,6,Clear/Sunny
302035500295,40106d17ecae435dbd6c3ce4fab67e75,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.7,,,12,3,Clear/Sunny
302035530048,6c8d387651e34215be82157ad5aa6a56,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.2,,,10,3,Clear/Sunny
302035530048,6c8d387651e34215be82157ad5aa6a56,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.1,,,10,3,Clear/Sunny
302035530051,48de4c2b59e84c6993d7b64c853bbfec,RG01,D01,A RAINY SEASON GARDEN,RG01,,.4,acre,,.38,,,7,3,Partly Cloudy / Partly Sunny
302045550095,12ebfaef1dbc4ee0aef62116f921e2b5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
302045550107,410e7b7a645d4a79900aeb93ec7f8dbc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.07,,,11,3,Partly Cloudy / Partly Sunny
302045550165,33219c6812ff4b50b1486365e2ef4dc1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.36,,,11,3,Partly Cloudy / Partly Sunny
302065570185,a4e53ba06e3544cf98cd9a68ca1811c6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,,OTHER (SPECIFY),SCHEME LAND,,,Completely Cloudy
302065570267,887cdd4df59a40fbaefef69ae48f9c93,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.09,,,11,3,Partly Cloudy / Partly Sunny
302065580059,ac3052232589458784029e3414a25978,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.64,,,10,3,Mostly Clear / Mostly Sunny
302065580089,899727d7a56b4a0c9ea9c021bf7c8e95,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.2,,,10,4,Mostly Clear / Mostly Sunny
302065580101,674af3cbaab943bb97532a212449e295,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.13,,,12,3,Clear/Sunny
302065580101,674af3cbaab943bb97532a212449e295,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
302075590017,8d4e84c5e0f143fb96bb366fd5deb68b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
302125640049,970c13fe30b942d5a5610be7b8733ac7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.09,,,8,3,Partly Cloudy / Partly Sunny
302125650040,08f8f187a36148d6a90368136b6b1d1f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
302125650270,9443e68905e84dceb1741f4e14e1f556,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
302225660345,625572f829234d6199ee0493d8c932f4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.05,,,9,4,Mostly Clear / Mostly Sunny
303015670209,903821cc588e4b4fa98550d781372163,DG01,D01,A DIMBA SEASON GARDEN,,DG01,2,acre,,.2,,,11,3,Clear/Sunny
303015670255,d9c2914f14fa4ec6bc2207f5962e6476,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.21,,,11,3,Clear/Sunny
303015670255,d9c2914f14fa4ec6bc2207f5962e6476,RG01,D02,A RAINY SEASON GARDEN,RG01,,1.5,acre,,1.27,,,12,3,Clear/Sunny
303015670440,f13c58113a284e40b2ac4dc0b228bc0e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.43,,,12,3,Clear/Sunny
303015690021,964854f9676a476ab41c7ded87bd7f46,DG01,D01,A DIMBA SEASON GARDEN,,DG01,100,SQUARE METERS,,.04,,,10,3,Partly Cloudy / Partly Sunny
303015690071,eccc99e3cc4e40f09bee494b71ea3fa7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.12,,,10,3,Mostly Clear / Mostly Sunny
303015690148,59f4e51e02a1427ebba5d099d93ecece,DG01,D01,A DIMBA SEASON GARDEN,,DG01,25,SQUARE METERS,,.1,,,9,3,Mostly Cloudy / Considerable Cloudiness
303025700113,03b2877139d442cb95f9ddb736c85cd7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.09,,,11,3,Clear/Sunny
303025710010,75fec221c6354652b9fabb6bb03d9fa4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.09,,,11,3,Clear/Sunny
303025710105,f5fb1bb3eb04469583f24da0f3f7b0fb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.12,,,11,3,Partly Cloudy / Partly Sunny
303025710147,111f37c7e06d4e7ab6cc5f21fee70944,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.25,,,11,3,Clear/Sunny
303025710198,fc252392a8554a418ce254fe80bee67d,RG02,D01,A RAINY SEASON GARDEN,RG02,,.5,acre,,.35,,,12,3,Clear/Sunny
303025720096,a5059f99f34a411684b941a6b5f54e13,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,OTHER (SPECIFY),SCHEME LAND,,,Clear/Sunny
303025720261,8a2d824706aa470fa25ab39ef59c6a11,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.48,,,11,3,Clear/Sunny
303025720261,8a2d824706aa470fa25ab39ef59c6a11,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
303025730112,78c4fc3eb38042f7b2090293dd251007,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,1.6,,,9,3,Mostly Clear / Mostly Sunny
303025730151,42bd9c52570947cc8a1bf3ef4bd136bb,RG02,D01,A RAINY SEASON GARDEN,RG02,,.5,acre,,.19,,,12,3,Mostly Clear / Mostly Sunny
303025730151,42bd9c52570947cc8a1bf3ef4bd136bb,RG02,D02,A RAINY SEASON GARDEN,RG02,,1,acre,,.24,,,12,3,Mostly Cloudy / Considerable Cloudiness
303025730206,a6d0c4d7f3f1487280d783a91e5310ee,RG03,D01,A RAINY SEASON GARDEN,RG03,,.5,acre,,.28,,,10,3,Partly Cloudy / Partly Sunny
303025730226,b6be6a7b4cfd4d7b95bf635c402234fc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.5600000000000001,,,10,3,Mostly Clear / Mostly Sunny
303025730244,91391097bfac4a869bf7a04812e387af,RG04,D01,A RAINY SEASON GARDEN,RG04,,.5,acre,,.6899999999999999,,,11,3,Mostly Clear / Mostly Sunny
303045750005,917ccc51fc4f495d9a114d9045258e69,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.04,,,9,3,Mostly Cloudy / Considerable Cloudiness
303045750007,772417d63d2c4345b8540c0ea05c7e5b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.99,,,9,3,Partly Cloudy / Partly Sunny
