case_id,hhid,gardenid,ag_b100,ag_b102,ag_b103_2,ag_b103_2a,ag_b104a,ag_b104b,ag_b104b_oth,ag_b104a2,ag_b105e,ag_b105e_oth,ag_b106,ag_b106a,ag_b107
311047660011,4baf7df090344d17a0dbe1af5b784d58,RG01,RG01 mphala,RG01 mphala,1,no,1,acre,,1.76,,,10,4,Clear/Sunny
311047660011,4baf7df090344d17a0dbe1af5b784d58,RG02,RG02 pakhomo,RG02 pakhomo,1,yes,1,acre,,1.24,,,9,3,Clear/Sunny
311047660024,8dc36a2aab33475aab847ffedccca115,RG01,RG01 PAKHOmo,RG 01 PAKHOmo,1,yes,1.5,acre,,1.28,,,10,4,Clear/Sunny
311047660037,6406587522d14eab99ca59aba5932917,RG01,RG01 MPHALA,RG01 mphala,1,no,1.5,acre,,1.47,,,11,3,Clear/Sunny
311047660049,560b4e33c23942f68dd09fdc7b38cfa4,RG01,RG01 dimba,RG01 dimba,1,no,1,acre,,1.25,,,9,3,Clear/Sunny
311047660062,49809d4c7b36479096c214186574c940,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,1.2,,,10,3,Mostly Clear / Mostly Sunny
311047660075,2798951fb8f64c1bbef34e8cf469dd69,RG01,RG01 Home Garden,RG01 Home Garden,1,no,1.5,acre,,.95,,,10,3,Mostly Clear / Mostly Sunny
311047660088,4c76917110d245c28cf1612b4118ac74,RG01,RG01 Home Garden,RG01 Home Garden,1,no,1.5,acre,,2.09,,,9,3,Mostly Clear / Mostly Sunny
311047660101,c0aabf4eaa5f423b8584fc18f0f036c3,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,.84,,,10,3,Partly Cloudy / Partly Sunny
311047660127,706f12a1a66a4504bc98e79494cc2db7,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,.2,,,12,3,Mostly Clear / Mostly Sunny
311047660140,5b667db610294e72aebecc721e255888,RG01,"""RG01 MPHALA GARDEN """,RG01 MPHALA GARDEN,2,no,2,acre,,2,,,12,3,Mostly Clear / Mostly Sunny
311047660152,d51970dec58f425c980bd20108fd44db,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,1.42,,,12,3,Mostly Clear / Mostly Sunny
311047660152,d51970dec58f425c980bd20108fd44db,RG02,RG02 Kumphala,RG02 Kumphala,1,no,1,acre,,1.16,,,12,3,Mostly Clear / Mostly Sunny
311047660165,34847e521e6243a48291dce352330ec6,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,.93,,,12,3,Mostly Clear / Mostly Sunny
311047660178,1306fc80c27042eaa38afb05d62a14af,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,2.2,,,10,3,Mostly Clear / Mostly Sunny
311047660191,5e31a5c0cdeb42208ecfa04174489bc7,RG01,RG01 Kuphedi,RG01 Kuphedi,1,no,1,acre,,.82,,,12,3,Mostly Clear / Mostly Sunny
311047660191,5e31a5c0cdeb42208ecfa04174489bc7,RG02,RG02 Kumphala,RG02 Kumphala,1,no,1,acre,,1.35,,,12,3,Mostly Clear / Mostly Sunny
311047660204,4861d8dd61ff411b8ffb7659ec704227,RG01,RG01 Kumphala,RG01 Kumphala,2,no,2,acre,,1.73,,,12,3,Mostly Clear / Mostly Sunny
311047670002,106cfd02b6cc470c95684c3d1216a4c2,RG01,RG01 PHEDI GARDEN,RG01 PHEDI GARDEN,1,no,1.5,acre,,1.37,,,11,3,Clear/Sunny
311047670004,3fa203eed50842efba089a66ba29b7a6,RG01,RG01 Kuphedi,RG01 Kuphedi,1,no,.5,acre,,.51,,,9,3,Mostly Cloudy / Considerable Cloudiness
311047670007,fc0c6c2029ba4946904eeb0f511725eb,RG01,RG01 lifumba,RG01 lifumba a,1,no,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670009,9f200b962a1a4490b138d6a0e4307777,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670013,5a60ce9448fd45b893d2f66d8b697440,RG01,RG01 kwatwaya,RG01 kwatwaya,1,no,.5,acre,,.46,,,10,3,Partly Cloudy / Partly Sunny
311047670017,d76894eb72444b12846714bc9e9af17e,RG01,RG01 chitsukwa,RG01 chitsukwa,1,no,.5,acre,,.6899999999999999,,,10,4,Partly Cloudy / Partly Sunny
311047670017,d76894eb72444b12846714bc9e9af17e,RG02,RG02 mulewa B,RG02 MULEWA B,1,no,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670017,d76894eb72444b12846714bc9e9af17e,RG03,RG03 chikale,RG03 chikale,1,no,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670019,4d14a28839264e6f96bc0536e1d4a65a,RG01,"""RG01 MPHALA GARDEN """,RG01 MPHALA GARDEN,1,no,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670022,23854e9fb8674e979c09cc41550e9bbc,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670026,9bf5100a0038462683d2f34a84630e78,RG01,RG01 ku mphala,RG01 kumphala,1,no,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047670033,6d6d7b3ac77c4bcea92270640d039c7d,RG01,RG01 Kuphedi,RG01 Kuphedi,1,no,.5,acre,,.35,,,9,3,Mostly Cloudy / Considerable Cloudiness
311047680079,11c701d28fce4d38a6085f6cbfd31f9f,RG01,RG01 MCHENGA,RG01 mchenga,1,no,1.5,acre,,.42,,,10,4,Mostly Clear / Mostly Sunny
311047680094,e5f164233dac4247a3ebb0ba6ea0545a,RG01,RG01 NTHEMBA,RG01 NTHEMBS,1,no,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311047680139,0fbad6a23a434a6d919a9278613a7650,RG01,RG01 MCHACHA GARDEN,,,,,,,,,,,,
311047680199,742c8b9196d14efba5a985ee1efeb29e,RG01,RG01 Kwagomani,RG01 Kwagomani,1,no,1,acre,,1.36,,,12,3,Mostly Clear / Mostly Sunny
311047680214,f0bd21d497164e2995235062ed898e7d,RG01,RG01 Kubase,RG01 Kubase,1,no,.5,acre,,.39,,,12,3,Mostly Clear / Mostly Sunny
311057690007,874c41dbb3154b849219e80934e8522b,RG01,RG01 Kumphala,RG01 Kumphala,1,no,2,acre,,3.58,,,12,3,Mostly Clear / Mostly Sunny
311057690014,9e9e3abc333c47f68b4a8d6b4f8a4bd4,RG01,RG01 Milikoso,RG01 Milikoso,1,no,1,acre,,.48,,,12,3,Mostly Clear / Mostly Sunny
311057690021,37d560be2d7e4444a9cb023932c823ab,RG01,RG01 nyanthumbi,RG01 nyanthumbi,1,no,1,acre,,.8,,,11,5,Clear/Sunny
311057690036,47190f4541c046a18276e840f205da2d,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,2,acre,,2.79,,,11,3,Mostly Clear / Mostly Sunny
311057690043,b400bd15b91e455db8ee08c81da89f1a,RG01,RG01 MGOZAMAJI,RG01 mgozamaji,3,yes,2,acre,,5.63,,,11,3,Clear/Sunny
311057690051,d2b7a87ac20c4b1d8fb50091fcb58183,RG01,RG01 Nyafisi Garden,RG01 Nyafisi Garden,2,no,2.5,acre,,3.56,,,11,3,Clear/Sunny
311057690066,c9f72fef0300450691ff0b6327580995,RG01,RG01 KUNAMIYALA GARDEN,RG01 KUNAMIYALA GARDEN,1,no,2.5,acre,,1.3,,,12,3,Mostly Clear / Mostly Sunny
311057690073,fcea6e360d5544e185c3a5784cb4ce81,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,.99,,,10,3,Mostly Clear / Mostly Sunny
311057690080,e3581fe80e78490386c5ecc67107ea31,RG01,RG01 Kumapira,RG01 Kumapira,2,no,1,acre,,1.13,,,12,3,Mostly Clear / Mostly Sunny
311057690095,2d9cd58e559f41519896369112c8216a,RG01,RG01 Kuseri,RG01 Kuseri,1,no,2,acre,,3.21,,,12,3,Mostly Clear / Mostly Sunny
311057690095,2d9cd58e559f41519896369112c8216a,RG02,RG02 Kuseri,RG02 Kuseri,1,no,2,acre,,1.66,,,12,3,Mostly Clear / Mostly Sunny
311057690102,bb6d0deb1d9f4ad3b59b3dafd5d25bbf,RG01,RG01 Nkulabongwe Garden,RG01 Nkulabongwe Garden,1,no,2,acre,,1.57,,,11,3,Clear/Sunny
311057690109,999eb4417020485d92617e60621b1bde,RG01,RG01 NYAFISI,RG01 nyafisi,1,no,1,acre,,1.64,,,11,3,Clear/Sunny
311057690123,aa668204de664a21ae94683841cf54a8,RG01,RG01 NAMIYALA,RG01 NAMIYALA,1,yes,2,acre,,8.390000000000001,,,11,3,Clear/Sunny
311057690130,88708276c6a44cc290b8ab07f4669d0d,RG01,RG01 PAKHOMO GARDEN,RG01 PAKHOMO GARDEN,1,yes,.5,acre,,1.5,,,12,3,Mostly Clear / Mostly Sunny
311057690137,f8ad6a2ac4fb44028c99231b2a4dc9a2,RG01,"""RG01 PANTONDO GARDEN """,RG01 PANTHONDO GARDEN,1,no,1,acre,,4.2,,,12,3,Partly Cloudy / Partly Sunny
311057690152,5b8aa1803a9f47f2a04dd43a7973de31,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,2.6,,,10,3,Mostly Clear / Mostly Sunny
311057700009,e2344f8da1cb40d3b043a0524c8118d7,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,2,,,12,3,Mostly Clear / Mostly Sunny
311057700020,9caca69c51ad41a69fb81bdab95c67ee,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,1,,,10,3,Mostly Cloudy / Considerable Cloudiness
311057700031,d65aa83425a24cd9a07a70adc650e52d,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,2,,,12,3,Rainy
311057700043,1e64245e535244edaa42c8c9645181c7,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,1,,,12,3,Partly Cloudy / Partly Sunny
311057700054,666cf56d01e34e7988077d7331255cc9,RG01,RG01 mphala,RG01 mphaala,1,no,1,acre,,.83,,,10,5,Mostly Cloudy / Considerable Cloudiness
311057700065,87689a0300364d45a9346df9e3129960,RG01,RG01 KU phiri,RG01 phiri,1,no,1.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311057700077,a607959c07cf4e44b96e73e73521a995,RG01,RG01 mphala,RG01 mphala,1,no,.5,acre,,.39,,,11,4,Partly Cloudy / Partly Sunny
311057700088,dbd932ac8f0449a9b1c0f77be74a7d2d,RG01,RG01 MGONA,RG01 MGONA,1,no,1,acre,,1.21,,,10,4,Partly Cloudy / Partly Sunny
311057700099,725dc8c5bf6747bbae46a025eac8cd9c,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,.8,,,10,3,Partly Cloudy / Partly Sunny
311057700110,31cf7ea850de4bddb9b2e736e7df09e7,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,.5,acre,,.47,,,11,3,Partly Cloudy / Partly Sunny
311057700122,860bd39d40714141bacd397a0581a847,RG01,RG01 Mphala Garden,,,,,,,,,,,,
311057700133,fd3931799aed41c2b1c37988ca3008b4,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,2,acre,,1.56,,,10,2,Partly Cloudy / Partly Sunny
311057700144,e75a94af30fd4239b68c709194c42899,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1.2,acre,,2.31,,,11,3,Partly Cloudy / Partly Sunny
311057700156,dccb3f91e80b4892b79dcecc8eb0d667,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1.5,acre,,1.45,,,11,3,Clear/Sunny
311057700167,8b32684491ca458aad4d814367261ea3,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,1.22,,,12,3,Clear/Sunny
311057710014,246e4b431cfb430f9fd6eb47f86d89c7,RG01,RG01 MUNDA WA KUMPHALA,RG01 MUNDA WA KUMPHALA,1,no,1,acre,,1.7,,,12,3,Mostly Clear / Mostly Sunny
311057710028,c591bf79f2cb444ea20d3a0dc9ee5e2f,RG01,RG01 pakhomo,RG01 pakhomo,1,yes,.5,acre,,.26,,,9,3,Mostly Clear / Mostly Sunny
311057710028,c591bf79f2cb444ea20d3a0dc9ee5e2f,RG02,RG02 Kumphala,RG02 Kumphala,1,no,1,acre,,1.72,,,10,3,Mostly Clear / Mostly Sunny
311057710042,902a9b2483244dadb22b571141821a7d,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,2,acre,,2.32,,,8,3,Clear/Sunny
311057710061,16781e59fc4f40da9e09aaee122fcb2b,RG01,RG01 MUNDA WAKUMPHALA,RG01 MUNDA WA KUMPHALA,1,no,.5,acre,,1.04,,,11,3,Partly Cloudy / Partly Sunny
311057710075,000bc107780044e59327dbf7ec960ac1,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,2.3,,,11,3,Mostly Clear / Mostly Sunny
311057710089,86d1980e217c44b7873ba0d21ba6a9c2,RG01,RG01 Mphala Garden,RG01 MPHALA GARDEN,1,no,1,acre,,1.95,,,9,3,Clear/Sunny
311057710136,3b112c2a14be4ef9a72d8e00ecd7326b,RG01,RG01 Kumphala,RG01 Kumphala,1,no,.5,acre,,1.16,,,10,3,Clear/Sunny
311057710164,960e67cb7a8f428bb94309850ead012e,RG01,RG01 MUNDA WA KUMPHALA,RG01 MUNDA WA KUMPHALA,1,no,1,acre,,.9,,,11,3,Partly Cloudy / Partly Sunny
311057710211,d095ff26bfbb4ef8b72d7c76fb04a130,RG01,"""RG01 Kumphala """,RG01 Kumphala,1,no,1.5,acre,,2.96,,,10,3,Mostly Clear / Mostly Sunny
311057710225,3c6956eb9cdb45e28854f4585eb88ae0,RG01,RG01 MUNDA WA KUMPHALA,RG01 MUNDA WA KUMPHALA,1,no,110,SQUARE METERS,,1.4,,,10,3,Mostly Clear / Mostly Sunny
311057710239,cef7ab0753344be08a8edd1fc1d3b736,RG01,RG01 Kumphala,RG01 Kumphala,1,no,2,acre,,3.5,,,10,3,Clear/Sunny
311057710267,14e626cb48c949d389b10ca8f4a75894,RG01,RG01 HOME GARDEN,RG01 HOME GARDEN,1,yes,1,acre,,.84,,,11,3,Partly Cloudy / Partly Sunny
311057710280,544b3d6ccd84498d85911c4649a17139,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,1.88,,,12,3,Mostly Clear / Mostly Sunny
311057710280,544b3d6ccd84498d85911c4649a17139,RG02,RG02 Mphala Garden,RG02 Mphala Garden,1,no,.5,acre,,.79,,,12,3,Mostly Clear / Mostly Sunny
311057710294,95b5c3b5ac3f472196405851ecf0c8e4,RG01,RG01 PHANGA,RG01 PHANGA GARDEN,1,no,2,acre,,3.83,,,10,3,Partly Cloudy / Partly Sunny
311057710294,95b5c3b5ac3f472196405851ecf0c8e4,RG02,RG02 NJANJI,RG02 NJANJI GARDEN,1,no,2,acre,,1.94,,,10,3,Partly Cloudy / Partly Sunny
311057710308,4658ff81394f4c798120107d9b2bfde2,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,.5,acre,,.95,,,10,3,Partly Cloudy / Partly Sunny
311067720020,a69a6d101a2e4befb2dcd7e79259b8dc,RG01,RG01 Kumagodola,RG01 Kumagodola,1,no,1,acre,,1.74,,,12,3,Mostly Clear / Mostly Sunny
311067720045,f9836f4ede5e4e4fa86398b9d8fc5f1a,RG01,RG01 Kumphala,RG01 Kumphala,1,no,.5,acre,,.51,,,12,3,Mostly Clear / Mostly Sunny
311067720058,177e0407df0445d18a7727c754d3cdf9,RG01,RG01 KU mphala,RG01 kumphala,1,yes,1,acre,,1.55,,,10,4,Mostly Cloudy / Considerable Cloudiness
311067720058,177e0407df0445d18a7727c754d3cdf9,RG02,RG02 MAGODOLA,RG02 MAGODOLA,1,no,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311067720071,57add5aa4da846ef88dab6e2ef0c4013,RG01,RG01 Magodola,RG01 Magodola,1,no,1,acre,,.62,,,12,3,Mostly Clear / Mostly Sunny
311067720096,6e974c4afbeb485e8c29a275fb1beca7,RG01,RG01 Ku Garden,RG01 Ku Garden,1,no,.5,acre,,.66,,,12,3,Mostly Clear / Mostly Sunny
311067720096,6e974c4afbeb485e8c29a275fb1beca7,RG02,RG02 Kumphala,RG02 Kumphala,1,no,1,acre,,.77,,,12,3,Mostly Clear / Mostly Sunny
311067720121,494bfef9fa2e49119f2d5333323f44b7,RG01,RG01 mphala,RG01 mphala,1,no,1.5,acre,,1.21,,,10,5,Clear/Sunny
311067720146,b8d409cb3ee24381ba71da61af33e207,RG01,RG01 MPHALA,RG01 mphala,1,no,1.5,acre,,.84,,,10,5,Mostly Clear / Mostly Sunny
311067720172,d019edee3a014db2b3bb315d514c8910,RG01,RG01 Njovu,RG01 njovu,1,no,1.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
311067720222,ff61469dc0394a0b8b799893878fb8bc,RG01,RG01 MAGODOLA GARDEN,RG01 MAGODOLA GARDEN,1,no,1,acre,,1.6,,,12,3,Mostly Clear / Mostly Sunny
311067720247,51f311d91d6348fbbad1dc09cfc27f0d,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,.7,,,12,3,Mostly Clear / Mostly Sunny
311067720273,70dff86abc944d74bc3ae3486c9c2c64,RG01,RG01 KUMAGODOLA GARDEN,RG01 KUMAGODOLA GARDEN,1,no,2,acre,,.8,,,12,3,Mostly Clear / Mostly Sunny
311067720323,ff575b1459374b87939d5221a05c3f3e,RG01,RG01 Magodola Garden,RG01 Magodola Garden,1,no,1.5,acre,,1.82,,,12,3,Mostly Clear / Mostly Sunny
311067720348,5fd93c601d0f45fe88568f22c0e84801,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,.38,,,11,3,Mostly Clear / Mostly Sunny
311067720374,ecb70b76897c4580825e2a127d4c19d1,RG01,RG01 DIMBA Garden,RG01 DIMBA Garden,1,no,1,acre,,.72,,,11,3,Clear/Sunny
311067720399,8ea8ad491d15414bbaa888b8850c9d5b,RG01,"""RG01 Mphala Garden  """,RG01 Mphala Garden,1,no,1,acre,,1.69,,,11,3,Mostly Clear / Mostly Sunny
311067730008,ccd00d3e8b804593829616f4ef5283cd,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,2,no,1.5,acre,,1.8,,,12,3,Mostly Clear / Mostly Sunny
311067730023,552d261d62c143a0abb05f1a04ec8767,RG01,RG01 Kumatatu,RG01 Kumatatu,1,no,1,acre,,1.17,,,12,3,Mostly Clear / Mostly Sunny
311067730031,6a2c6c49122d4b09ac3689e9aea8ad6c,RG01,RG01 Kumatatu,RG01 Kumatatu,1,no,2,acre,,2.59,,,12,3,Mostly Clear / Mostly Sunny
311067730039,ad759b061a1f44c490a6a3470f11a17a,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,1.3,,,12,3,Mostly Clear / Mostly Sunny
311067730047,d14253503f944a76a923aa25d5c542f1,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,2,no,1,acre,,2.1,,,10,3,Mostly Clear / Mostly Sunny
311067730054,b5ec975a1cec4915a2e71f3eefc76341,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,1.3,,,11,3,Mostly Clear / Mostly Sunny
311067730070,8137e453b6d9477f9a875da2991ac712,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,1.18,,,11,3,Mostly Clear / Mostly Sunny
311067730078,9fe34d54b35e409a84c90915ebe87ac9,RG01,RG01 Matatu Garden,RG01 Matatu Garden,1,yes,1,acre,,3.42,,,11,3,Mostly Clear / Mostly Sunny
311067730102,aa1eb618dc824237bf2588d60611d80a,RG01,RG01 NKHADZI,RG01 NKHADZI,2,no,1,acre,,1.4,,,12,3,Clear/Sunny
311067730110,19e36396108b4e6e891bc97f04908c44,RG01,RG01 KUMUNDA,RG01 kumunda,1,no,.5,acre,,.53,,,12,3,Clear/Sunny
311067730117,bb929e90a21349c289adab38e4902aa1,RG01,RG01 Kunseu,RG01 Kunseu,1,no,1,acre,,2.6,,,12,3,Mostly Clear / Mostly Sunny
311067730132,f3cb6c0edffe45e5bbab0fe65e250599,RG01,RG01 Namatatu,RG01 Namatatu,1,no,1,acre,,.62,,,12,3,Mostly Clear / Mostly Sunny
311067730132,f3cb6c0edffe45e5bbab0fe65e250599,RG02,RG02 Namatatu,RG02 Namatatu,2,no,1,acre,,.92,,,12,3,Mostly Clear / Mostly Sunny
311067730148,4c05afbf50ee402aa44ef4f4bf3e1ad0,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,.5,acre,,1.15,,,11,3,Mostly Clear / Mostly Sunny
311067730163,e6670fd5bcfe4685bf027690904913fa,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1,acre,,5.39,,,11,3,Mostly Clear / Mostly Sunny
311067740006,dde6aff7fdfe443083f3fcfbe185a78c,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,2,acre,,1.52,,,11,2,Mostly Clear / Mostly Sunny
311067740017,603b3059538343888c1b19aae0610e60,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,.5,acre,,1.05,,,12,3,Mostly Clear / Mostly Sunny
311067740027,a09ebcbd88fd4a6da27da5913ed5c8b0,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,yes,1,acre,,1.1,,,11,4,Mostly Clear / Mostly Sunny
311067740038,ef8a859d6236462a9f3a240381fd49d2,RG01,RG01 Mphala Garden,RG01 Mphala Garden,1,no,1.5,acre,,2.15,,,11,3,Mostly Clear / Mostly Sunny
311067740038,ef8a859d6236462a9f3a240381fd49d2,RG02,RG02 Shire  Garden,RG02 Shire Garden,1,no,1,acre,,,OTHER (SPECIFY),HEAVY RAINS,,,
311067740048,1d403a3fc50a4b4095b4a0616f7233a8,RG01,RG01 MPHALA,RG01 mphala,1,no,2,acre,,2.48,,,9,3,Clear/Sunny
311067740059,e1748feaa90e4f07b7e37d87d03cf617,RG01,RG01 MPHALA,RG01 mphala,1,no,2,acre,,2.35,,,11,4,Clear/Sunny
311067740069,ca476a22a2ac47239db0697b09d18ee1,RG01,RG01 MPHALA,RG01 mphala,1,no,1,acre,,.78,,,10,3,Clear/Sunny
311067740080,781c700f8e414a31852de87685434cd7,RG01,RG01 mphala,RG01 MPHALA,1,no,2,acre,,1.74,,,10,3,Clear/Sunny
311067740091,c511b72aaa9e460bb8ca0afd08e56d3b,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,1.21,,,11,3,Clear/Sunny
311067740101,e4a79c541eb14fc08ee204f7e32b7328,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,1.24,,,12,3,Mostly Clear / Mostly Sunny
311067740122,c835cf88dcf3422e8ac4df7fa8de7cc5,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,.84,,,12,3,Mostly Clear / Mostly Sunny
311067740122,c835cf88dcf3422e8ac4df7fa8de7cc5,RG02,RG02 Kumphala,RG02 Kumphala,1,no,1,acre,,1.24,,,12,3,Mostly Clear / Mostly Sunny
311067740143,7708bb3b26ee43869396f8bf4a33d9b9,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,2,acre,,1,,,11,3,Partly Cloudy / Partly Sunny
311067740154,a722327f078b4a7883ebfac922505b4f,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,3,,,11,3,Mostly Clear / Mostly Sunny
311067740164,781e45c8ff7d44c98d8a9da5381b05a9,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,1,,,11,3,Clear/Sunny
311067750028,dbd0b7acb4b04e318f0ab24cc62acb2b,RG01,RG01 Kumphala,RG01 Kumphala,1,no,1,acre,,.8100000000000001,,,10,3,Partly Cloudy / Partly Sunny
311067750056,8452d6e2e58d4ef38043d23768dfeb15,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,1,acre,,1.3,,,12,3,Partly Cloudy / Partly Sunny
311067750097,1a30fea0262e4e02a2d05db5d9eb6e79,RG01,RG01 Thangazi garden,RG01 Thangazi garden,2,no,2,acre,,5.2,,,10,3,Partly Cloudy / Partly Sunny
311067750112,3fff4c6ca11f402fa9e5797abd0a0a9a,RG01,RG01 mphala,RG01 mphala,1,no,.5,acre,,,HOUSEHOLD REFUSED,,,,
311067750195,29848f581ea14f9280a52b53f19a4f46,RG01,RG01 MPHALA GARDEN,RG01 MPHALA GARDEN,1,no,.5,acre,,.8,,,10,3,Partly Cloudy / Partly Sunny
311067750223,9d825b15119b4a6abd52e88e43498b65,RG01,RG01 Thangadzi Garden,RG01 Thangadzi Garden,2,no,1,acre,,1.14,,,12,3,Clear/Sunny
311067750264,b71cba3fd6c94753a067f66315f615d4,RG01,RG01 mitoni garden,RG01 mitoni garden,1,no,1.5,acre,,1.97,,,9,3,Clear/Sunny
311067750278,3d959df0d6074e11b1af309ba5eefe82,RG01,RG01 Kumphala,RG01 Kumphala,1,no,.5,acre,,.78,,,10,3,Clear/Sunny
311067760003,aef1d4bff1144c1fb290a1e914b6df1b,RG01,RG01 kumunda,RG01 kumunda,1,no,1,acre,,.8100000000000001,,,10,3,Clear/Sunny
311067760006,1fc9173a553441f4a645fe0f96038c13,RG01,RG01 khomo,RG01 khomo,1,yes,1,acre,,.33,,,12,3,Clear/Sunny
311067760010,0f8e30e890b74b62a5ea428620a77f78,RG01,RG01 game,RG01 mphala,1,no,1,acre,,,OTHER (SPECIFY),RESTRICTED AREA,,,
311067760013,119da1a0b80141a394d19d31af9665fa,RG01,RG01 CHITSIME,RG01 chitsime,1,yes,1,acre,,1.98,,,11,3,Clear/Sunny
311067760016,e1d2632fd55a4e0490a979e0f236a99b,RG01,R01 KUPHIRI GARDEN,RG01 KUPHIRI GARDEN,1,no,.5,acre,,.4,,,10,3,Mostly Clear / Mostly Sunny
311067760023,455abb30cdeb45e2b35d4a7eb8fc4b8b,RG01,RG01 KUMLAMBE GARDEN,RG01 KUMLAMBE GARDEN,1,no,.5,acre,,1,,,10,3,Mostly Clear / Mostly Sunny
311067760026,534387f949a2406d83e5a2505d46c075,RG01,RG01 CHIKOWA GARDEN,RG01 CHIKOWA GARDEN,1,no,.5,acre,,1.08,,,11,3,Partly Cloudy / Partly Sunny
311067760030,c4cd8ae557b14d6dacc2ee71fe6bb21f,RG01,RG01 Naminjale Garden,RG01 Naminjale Garden,1,no,2,acre,,.86,,,12,3,Mostly Clear / Mostly Sunny
311067760031,5a8a32535737482190e85de01e222f86,RG01,RG01 Naminjale Garden,RG01 Naminjale Garden,1,no,1,acre,,1.17,,,11,3,Mostly Clear / Mostly Sunny
311067760037,245174fe697f47bda3a7aeb42800c358,RG01,RG01 Njigo Garden,RG01 Njigo Garden,1,no,.5,acre,,.9399999999999999,,,11,2,Mostly Clear / Mostly Sunny
311067760043,425f952b6a1a43f981d94e3ff07fd5c1,RG01,RG01 Ku Forest,RG01 Ku Forest,1,no,1,acre,,1.91,,,12,3,Mostly Clear / Mostly Sunny
311067760053,b3d9d3da8e9047c1a9eeced2bd85f366,RG01,RG01 Chikowa,RG01 Chikowa,1,no,1,acre,,.67,,,12,3,Mostly Clear / Mostly Sunny
