ea_id,com_ce01a,com_ce01a_oth,com_ce01b,com_ce01b_oth,com_ce01c,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_oth,com_ce05b,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08a_oth,com_ce08b,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
20807456,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,farming,,,,yes,RURAL AREAS,600,600,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20808457,farming,,"BEER BREWING, KACHASU",,,,no,,,,,,,no,,1000,1000,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
20820458,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,yes,1/4,OUTSIDE MALAWI,LARGE-SCALE COMMERCIAL INDUSTRY,,,,yes,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,7200,12,day,1/2,7200,12,day,1/2
20901459,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,500,500,farming,,,,yes,7200,2,week,1/4,7200,2,week,3/4
20901460,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,3/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,1000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,24,day,1/4,14400,24,day,3/4
20901461,farming,,"FIREWOOD,CHARCOAL SELLING",,,,yes,ALMOST NONE,URBAN CENTRES,farming,,"FIREWOOD,CHARCOAL SELLING",,yes,RURAL AREAS,168,168,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20902462,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20902463,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,800,800,farming,,,,yes,3600,12,day,1/4,3600,12,day,3/4
20902464,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,no,,,,,,,,
20903465,farming,,PROFESSIONAL OCCUPATIONS,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,1000,1000,"FIREWOOD,CHARCOAL SELLING",,farming,,no,,,,,,,,
20903466,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,,,no,,,,,,,,
20904467,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,500,500,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20904468,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,1000,1000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,24,day,1/4,14400,24,day,3/4
20904469,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,600,500,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20904470,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,,,yes,RURAL AREAS,500,500,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20905471,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20906472,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,24,day,1/4,14400,24,day,3/4
20906473,farming,,,,,,yes,1/4,RURAL AREAS,farming,,CIVIL SERVICE,,no,,500,500,,,,,yes,7200,12,day,3/4,7200,12,month,1/4
20906474,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,1000,1000,,,,,yes,5200,12,day,1/4,5200,12,day,3/4
20907475,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20908476,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20908477,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,,,,yes,RURAL AREAS,500,500,farming,,,,yes,5200,12,day,1/4,5200,12,day,3/4
20908478,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20908479,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,500,500,,,,,no,,,,,,,,
20908480,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20908481,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,farming,,,,yes,RURAL AREAS,2000,2000,farming,,,,yes,6000,12,day,3/4,6000,12,day,1/4
20909482,farming,,,,,,no,,,,,,,no,,300,300,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
21036483,CIVIL SERVICE,,PROFESSIONAL OCCUPATIONS,,,,no,,,,,,,no,,500,1500,,,,,no,,,,,,,,
21037484,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,2500,1500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21037485,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,URBAN CENTERS,1000,700,OTHER (SPECIFY),MOUDLING BRICKS,,,yes,7200,12,day,1/4,7200,12,day,3/4
21037486,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,5000,3000,SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,14400,24,day,1/4,14400,24,day,3/4
21038487,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21040488,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21051489,LARGE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,7200,12,day,1/4,7200,12,day,1/4
21051490,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,5000,2500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/2,14400,24,day,1/2
21051491,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,no,,20000,20000,,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
21052492,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,,,no,,,,,,,no,,5000,2000,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
21053493,PROFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,PROFESSIONAL OCCUPATIONS,,no,,1000,1000,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
21053494,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,no,,2000,1500,,,,,yes,14400,24,day,1/2,14400,24,day,1/2
21053495,"BEER BREWING, KACHASU",,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,500,500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,7200,12,week,1/4,7200,12,week,3/4
21054496,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),"FIREWOOD,CHARCOAL SELLING",CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/2,14400,24,day,1/2
21055497,LARGE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,1500,500,OTHER (SPECIFY),MOUDLING BRICKS,,,yes,7200,12,day,ALMOST NONE,7200,12,day,1/4
21055498,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE-SCALE COMMERCIAL INDUSTRY,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,10000,5000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21055499,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21059500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,no,,,,,,,yes,RURAL AREAS,2000,2000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21066501,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,,,no,,,,,,,yes,RURAL AREAS,5000,5000,CIVIL SERVICE,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,no,,,,,,,,
21066502,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),"FIREWOOD,CHARCOAL SELLING",CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,URBAN CENTERS,2000,1500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/2,14400,24,day,1/2
21068503,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,300,300,LARGE-SCALE COMMERCIAL INDUSTRY,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,600,1,day,1/4,600,1,day,1/2
21074504,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,2500,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/2,14400,24,day,1/2
21079506,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,1500,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/2,14400,24,day,1/2
21080507,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,2000,1500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,7200,12,day,1/4,7200,12,day,3/4
21080508,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,no,,,,,,,yes,RURAL AREAS,1000,2000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21081509,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,,OTHER (SPECIFY),,yes,RURAL AREAS,300,500,LARGE-SCALE COMMERCIAL INDUSTRY,CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,7200,12,day,1/4,7200,12,day,3/4
21083510,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,,,no,,,,,,,yes,RURAL AREAS,500,700,farming,,,,yes,14400,24,day,1/2,14400,24,day,1/2
21085511,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,1000,500,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,600,1,day,ALMOST NONE,600,1,day,1/4
21086512,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/2,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,2000,1500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/2,14400,24,day,1/2
21086513,SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,1500,500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,7200,12,day,1/4,7200,12,day,1/4
21087514,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),"FIREWOOD,CHARCOAL SELLING",CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),no,,,,,,,no,,1000,1500,,,,,yes,14400,24,day,1/2,14400,24,day,1/2
21087515,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,5000,1500,SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,14400,24,day,1/4,14400,24,day,1/4
21087516,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,5000,2000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,1/4,14400,24,day,3/4
21088517,CIVIL SERVICE,,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,5000,1500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,no,,,,,,,,
21088518,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,no,,,,,,,,
30101519,fishing,,farming,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,100,600,farming,,,,no,,,,,,,,
30101520,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,no,,600,600,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30101521,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,500,farming,,,,no,,,,,,,,
30102522,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30102523,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,200,100,farming,,,,no,,,,,,,,
30103525,fishing,,farming,,,,yes,1/4,RURAL AREAS,fishing,,,,yes,RURAL AREAS,500,200,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,3/4
30103526,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1500,1000,fishing,,farming,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30103527,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,250,150,,,,,no,,,,,,,,
30103528,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,600,600,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30104529,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,500,300,,,,,yes,600,1,day,1/4,600,1,day,3/4
30104530,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,transport,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30105531,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,600,500,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30105532,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,600,600,farming,,,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
30106533,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,no,,1000,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30106534,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,500,500,farming,,,,no,,,,,,,,
30106535,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,100,farming,,,,yes,600,1,day,3/4,600,1,day,1/2
30106536,farming,,,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,300,300,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30107537,farming,,,,,,yes,1/2,URBAN CENTRES,farming,,,,no,,500,300,,,,,yes,600,1,day,1/4,600,1,day,1/4
30108538,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,1000,1000,fishing,,farming,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30108539,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,300,fishing,,,,yes,600,1,day,1/4,600,1,day,1/2
30109540,farming,,fishing,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,500,500,fishing,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30120541,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30121542,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,850,650,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,1,month,1/4,14400,1,month,1/4
30201543,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,URBAN CENTERS,500,200,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,6800,1,day,1/2,600,1,day,1/2
30201544,farming,,,,,,yes,1/4,RURAL AREAS,farming,,PROFESSIONAL OCCUPATIONS,,no,,500,500,,,,,yes,5800,12,day,1/4,5800,12,day,3/4
30201545,farming,,transport,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,no,,400,300,,,,,yes,14400,24,month,1/4,14400,24,month,3/4
30201546,farming,,,,,,yes,1/2,OUTSIDE MALAWI,farming,,,,no,,300,300,,,,,no,,,,,,,,
30202547,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,200,,,,,no,,,,,,,,
30202548,farming,,,,,,no,,,,,,,no,,500,300,,,,,no,,,,,,,,
30203549,farming,EMPLOYMENT (UNSPECIFIED),SMALL-SCALE TRADE & SERVICE PROVISION,EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,14400,12,day,ALMOST NONE,14400,12,day,ALMOST NONE
30203550,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,600,300,farming,,,,yes,600,1,day,1/4,600,1,day,3/4
30203551,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,300,farming,,,,yes,600,1,day,1/4,600,1,day,3/4
30203552,farming,,fishing,,,,yes,1/4,RURAL AREAS,farming,,fishing,,no,,300,150,,,,,yes,7200,12,day,1/4,7200,12,day,3/4
30203553,farming,,,,,,yes,1/2,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,no,,,,,,,,
30203554,farming,,fishing,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,500,farming,,fishing,,no,,,,,,,,
30204555,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,farming,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,1/2,600,1,day,1/2
30205556,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,2500,2500,farming,,fishing,,no,,,,,,,,
30206557,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,1000,500,farming,,,,yes,600,1,day,3/4,600,1,day,3/4
30206558,farming,,,,,,no,,,,,,,yes,RURAL AREAS,600,300,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
30207559,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,URBAN CENTERS,1000,400,OTHER (SPECIFY),TRADER IN AGRIC PRODUCE,,,yes,600,1,day,1/4,600,1,day,3/4
30207560,fishing,,farming,,,,yes,3/4,RURAL AREAS,farming,,,,no,,200,150,,,,,yes,3600,12,day,1/4,3600,12,day,3/4
30207561,farming,PRIVATE BUSINESS UNSPECIFIED,OTHER (SPECIFY),PRIVATE BUSINESS UNSPECIFIED,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,300,farming,,,,yes,14400,24,day,1/2,14400,24,day,1/2
30208562,farming,,fishing,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,7400,12,day,1/4,7400,12,day,3/4
30209563,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,400,farming,,,,yes,600,1,day,1/4,600,1,day,3/4
30212564,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,150,100,,,,,no,,,,,,,,
30212565,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/2,RURAL AREAS,farming,,,,yes,RURAL AREAS,600,600,farming,,,,yes,600,1,day,1/4,600,1,day,3/4
