ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04a_oth,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05a_oth,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_oth,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
20702417,MORE MOVED IN,12000,3500,15,traditional,,1450,islam,50,christian,2000,chewa,,3000,yao,150,lomwe,350,mother,Matrilineal and matrilocal (chikamwini),.,1000,Matrilineal and patrilocal (chitengwa),2500,,,25,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20703418,MORE MOVED IN,2400,480,25,islam,,10,christian,470,,,chewa,,240,ngoni,240,,,both,Matrilineal and matrilocal (chikamwini),.,200,Matrilineal and patrilocal (chitengwa),280,,,120,farming,,Flat,ALMOST NONE,1/2,ALMOST NONE,3/4
20703419,MORE MOVED IN,2561,861,41,traditional,,61,christian,800,,,chewa,,700,ngoni,161,,,mother,Matrilineal and matrilocal (chikamwini),.,261,Matrilineal and patrilocal (chitengwa),600,,,8,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20703420,MORE MOVED OUT,4662,1036,7,traditional,,15,christian,1021,,,chewa,,1034,tumbuka,1,ngoni,1,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),736,,,20,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
20703421,MORE MOVED IN,70000,14000,20,traditional,,3000,islam,1000,christian,10000,chewa,,12000,,,,,mother,Matrilineal and matrilocal (chikamwini),.,5000,Matrilineal and patrilocal (chitengwa),9000,,,3500,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
20703422,MORE MOVED IN,2613,603,10,traditional,,100,islam,5,christian,498,chewa,,591,yao,1,tumbuka,10,mother,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),553,,,6,farming,,Flat,ALMOST NONE,3/4,ALMOST NONE,3/4
20704423,NEITHER ARRIVALS NOR DEPARTURES,10840,975,17,traditional,,75,christian,900,,,chewa,,975,,,,,mother,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),675,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20704424,MORE MOVED IN,1426,533,3,christian,,533,,,,,chewa,,526,tumbuka,7,,,both,Matrilineal and patrilocal (chitengwa),,358,,,,,15,farming,,Flat,ALMOST NONE,1/2,ALMOST NONE,3/4
20704425,MORE MOVED IN,2600,550,6,traditional,,130,islam,70,christian,350,chewa,,450,ngoni,100,,,both,Matrilineal and matrilocal (chikamwini),.,200,Matrilineal and patrilocal (chitengwa),350,,,35,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20704426,NEITHER ARRIVALS NOR DEPARTURES,3680,800,6,traditional,,20,islam,10,christian,770,chewa,,800,,,,,father,Matrilineal and matrilocal (chikamwini),.,30,Matrilineal and patrilocal (chitengwa),770,,,50,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20705427,MORE MOVED OUT,3000,750,13,traditional,,150,islam,100,christian,500,chewa,,600,yao,150,,,both,Matrilineal and matrilocal (chikamwini),.,200,Matrilineal and patrilocal (chitengwa),550,,,50,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20705428,MORE MOVED OUT,5636,1409,700,traditional,,37,islam,20,christian,1352,chewa,,1371,yao,20,lomwe,10,both,Matrilineal and matrilocal (chikamwini),,225,Matrilineal and patrilocal (chitengwa),1183,,,495,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20705429,MORE MOVED OUT,7623,2123,72,traditional,,863,islam,260,christian,1000,chewa,,1123,yao,400,lomwe,250,both,Matrilineal and matrilocal (chikamwini),.,623,Matrilineal and patrilocal (chitengwa),1500,,,123,farming,,Flat,1/2,3/4,1/4,ALMOST NONE
20705430,MORE MOVED IN,1680,800,5,islam,,5,christian,795,,,chewa,,500,ngoni,300,,,both,Matrilineal and matrilocal (chikamwini),.,30,Matrilineal and patrilocal (chitengwa),770,,,5,farming,,Flat,1/4,3/4,ALMOST NONE,3/4
20705431,MORE MOVED IN,45000,7500,2000,traditional,,1000,islam,2500,christian,4000,chewa,,4500,yao,2000,tumbuka,1000,both,Matrilineal and matrilocal (chikamwini),.,500,Matrilineal and patrilocal (chitengwa),7000,,,2500,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20706432,ABOUT THE SAME OF BOTH,3838,650,30,traditional,,29,islam,200,christian,421,chewa,,400,yao,200,ngoni,50,mother,Matrilineal and neolocal,,325,Matrilineal and patrilocal (chitengwa),325,,,30,farming,,Flat,1/4,ALMOST NONE,1/2,3/4
20706433,MORE MOVED IN,9814,2069,6,traditional,,69,islam,36,christian,1964,chewa,,2000,yao,69,,,both,Matrilineal and matrilocal (chikamwini),.,569,Matrilineal and patrilocal (chitengwa),1500,,,120,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20720434,MORE MOVED IN,9896,3200,14,islam,,400,christian,2800,,,chewa,,2590,ngoni,250,sena,110,mother,Matrilineal and neolocal,.,250,Matrilineal and matrilocal (chikamwini),250,Matrilineal and patrilocal (chitengwa),2700,20,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20801435,MORE MOVED OUT,3654,609,5,traditional,,209,christian,400,,,chewa,,609,,,,,both,Matrilineal and matrilocal (chikamwini),.,509,Matrilineal and patrilocal (chitengwa),100,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20801436,MORE MOVED OUT,15000,3200,15,traditional,,1000,christian,2200,,,chewa,,3200,,,,,both,Matrilineal and matrilocal (chikamwini),,2500,,,,,5,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20801437,ABOUT THE SAME OF BOTH,2950,570,4,traditional,,115,islam,1,christian,454,chewa,,570,,,,,both,Matrilineal and neolocal,.,570,,,,,10,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
20801438,MORE MOVED IN,5000,950,10,traditional,,250,islam,50,christian,650,chewa,,900,yao,50,,,both,Matrilineal and matrilocal (chikamwini),.,780,Matrilineal and patrilocal (chitengwa),170,,,45,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20801439,MORE MOVED OUT,1587,300,6,christian,,250,none,50,,,chewa,,50,ngoni,250,,,mother,Matrilineal and matrilocal (chikamwini),.,300,,,,,2,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20802440,MORE MOVED IN,1000,187,0,christian,,187,,,,,chewa,,187,,,,,mother,Matrilineal and matrilocal (chikamwini),,100,Matrilineal and patrilocal (chitengwa),87,,,4,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20802441,MORE MOVED IN,4031,975,15,traditional,,275,islam,95,christian,605,chewa,,975,,,,,both,Matrilineal and matrilocal (chikamwini),.,950,Matrilineal and patrilocal (chitengwa),25,,,50,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20803442,MORE MOVED IN,800,152,0,islam,,5,christian,147,,,chewa,,152,,,,,mother,Matrilineal and matrilocal (chikamwini),.,72,Matrilineal and patrilocal (chitengwa),80,,,5,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20803443,MORE MOVED IN,3462,577,3,traditional,,177,islam,101,christian,299,chewa,,527,yao,50,,,both,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),527,,,25,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20803444,MORE MOVED OUT,2300,750,0,islam,,150,christian,600,,,chewa,,740,yao,10,,,mother,Matrilineal and matrilocal (chikamwini),,600,Matrilineal and patrilocal (chitengwa),150,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20803445,MORE MOVED OUT,2902,367,3,traditional,,111,islam,67,christian,189,chewa,,300,yao,67,,,both,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),347,,,23,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20803446,MORE MOVED OUT,4080,1000,5,traditional,,450,islam,50,christian,500,chewa,,950,yao,45,english,5,both,Matrilineal and matrilocal (chikamwini),,850,Matrilineal and patrilocal (chitengwa),150,,,100,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,3/4,3/4
20804447,MORE MOVED OUT,2196,366,3,traditional,,127,islam,107,christian,132,chewa,,259,yao,107,,,both,Matrilineal and matrilocal (chikamwini),.,302,Matrilineal and patrilocal (chitengwa),64,,,66,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20804448,MORE MOVED OUT,8850,6447,20,traditional,,2600,islam,800,christian,3047,chewa,,5647,yao,800,,,both,Matrilineal and matrilocal (chikamwini),,6447,,,,,150,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/2,3/4
20804449,MORE MOVED OUT,2365,625,22,traditional,,125,islam,200,christian,300,chewa,,550,yao,75,,,both,Matrilineal and matrilocal (chikamwini),.,575,Matrilineal and patrilocal (chitengwa),40,,,40,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20805450,ABOUT THE SAME OF BOTH,400,171,0,islam,,161,christian,10,,,chewa,,10,yao,161,,,mother,Matrilineal and matrilocal (chikamwini),.,160,Matrilineal and patrilocal (chitengwa),11,,,10,farming,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20806451,MORE MOVED OUT,2334,389,3,islam,,300,christian,89,,,chewa,,89,yao,300,,,both,Matrilineal and matrilocal (chikamwini),.,350,Matrilineal and patrilocal (chitengwa),39,,,69,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20806452,MORE MOVED OUT,4550,700,12,traditional,,100,christian,600,,,chewa,,700,,,,,both,Matrilineal and matrilocal (chikamwini),,700,,,,,20,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
20807453,MORE MOVED OUT,3305,481,5,islam,,81,christian,400,,,chewa,,400,yao,81,,,both,Matrilineal and matrilocal (chikamwini),.,451,Matrilineal and patrilocal (chitengwa),30,,,35,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20807454,MORE MOVED OUT,4130,590,1,traditional,,8,islam,2,christian,580,chewa,,590,,,,,both,Matrilineal and matrilocal (chikamwini),.,571,Matrilineal and patrilocal (chitengwa),19,,,4,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20807455,MORE MOVED IN,2023,289,2,traditional,,189,islam,20,christian,80,chewa,,289,,,,,both,Matrilineal and matrilocal (chikamwini),.,269,Matrilineal and patrilocal (chitengwa),20,,,12,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST ALL,ALMOST ALL
20807456,MORE MOVED IN,5051,1015,17,traditional,,300,islam,200,christian,515,chewa,,815,yao,200,,,both,Matrilineal and matrilocal (chikamwini),,915,Matrilineal and patrilocal (chitengwa),100,,,15,SHOPS or TRADE,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20808457,MORE MOVED IN,2000,500,0,christian,,490,none,10,,,chewa,,50,yao,3,lomwe,1,mother,Matrilineal and matrilocal (chikamwini),.,490,Matrilineal and patrilocal (chitengwa),10,,,0,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20820458,MORE MOVED IN,3889,720,5,islam,,200,christian,520,,,chewa,,500,yao,170,english,50,both,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),420,,,5,SHOPS or TRADE,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20901459,MORE MOVED IN,6531,933,4,islam,,20,christian,913,,,chewa,,920,yao,13,,,both,Matrilineal and matrilocal (chikamwini),.,900,Matrilineal and patrilocal (chitengwa),33,,,10,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20901460,MORE MOVED IN,4944,824,6,christian,,824,,,,,chewa,,824,,,,,both,Matrilineal and matrilocal (chikamwini),.,800,Matrilineal and patrilocal (chitengwa),24,,,24,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20901461,ABOUT THE SAME OF BOTH,510,210,0,christian,,210,,,,,chewa,,210,,,,,both,Matrilineal and matrilocal (chikamwini),,200,,,,,4,farming,,Both flat &amp; hilly,3/4,ALMOST NONE,3/4,3/4
20902462,MORE MOVED OUT,5523,789,10,islam,,89,christian,700,,,chewa,,700,yao,89,,,both,Matrilineal and matrilocal (chikamwini),.,710,Matrilineal and patrilocal (chitengwa),79,,,25,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20902463,MORE MOVED OUT,3650,751,5,islam,,51,christian,700,,,chewa,,700,yao,51,,,both,Matrilineal and matrilocal (chikamwini),.,600,Matrilineal and patrilocal (chitengwa),151,,,10,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20902464,MORE MOVED OUT,1842,307,2,christian,,307,,,,,chewa,,307,,,,,both,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),7,,,5,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20903465,MORE MOVED IN,5201,800,10,traditional,,50,islam,100,christian,650,chewa,,800,,,,,both,Matrilineal and matrilocal (chikamwini),,250,Matrilineal and patrilocal (chitengwa),550,,,89,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20903466,MORE MOVED OUT,7175,1025,23,islam,,10,christian,1015,,,chewa,,1025,,,,,both,Matrilineal and matrilocal (chikamwini),.,1010,Matrilineal and patrilocal (chitengwa),15,,,8,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20904467,MORE MOVED IN,7802,794,15,traditional,,254,islam,140,christian,400,chewa,,604,yao,190,,,both,Matrilineal and matrilocal (chikamwini),.,527,Matrilineal and patrilocal (chitengwa),540,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20904468,MORE MOVED IN,2250,375,2,islam,,75,christian,300,,,chewa,,350,yao,25,,,both,Matrilineal and matrilocal (chikamwini),.,350,Matrilineal and patrilocal (chitengwa),25,,,25,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20904469,MORE MOVED IN,9025,1444,7,traditional,,186,islam,8,christian,1250,chewa,,1444,,,,,both,Matrilineal and matrilocal (chikamwini),,1244,Matrilineal and patrilocal (chitengwa),200,,,30,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
20904470,MORE MOVED OUT,3264,552,5,islam,,52,christian,500,,,chewa,,552,,,,,both,Matrilineal and matrilocal (chikamwini),.,532,Matrilineal and patrilocal (chitengwa),30,,,5,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20905471,MORE MOVED IN,3000,625,10,islam,,125,christian,500,,,chewa,,615,ngoni,10,,,both,Matrilineal and matrilocal (chikamwini),,50,Matrilineal and patrilocal (chitengwa),575,,,50,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20906472,MORE MOVED OUT,8711,978,5,christian,,978,,,,,chewa,,978,,,,,both,Matrilineal and matrilocal (chikamwini),.,900,Matrilineal and patrilocal (chitengwa),78,,,2,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20906473,MORE MOVED OUT,8740,400,3,islam,,50,christian,350,,,chewa,,400,,,,,both,Matrilineal and matrilocal (chikamwini),,400,,,,,15,farming,,Moderately sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
20906474,NEITHER ARRIVALS NOR DEPARTURES,3703,529,4,islam,,46,christian,483,,,chewa,,483,yao,46,,,both,Matrilineal and matrilocal (chikamwini),.,501,Matrilineal and patrilocal (chitengwa),28,,,25,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20907475,MORE MOVED IN,5615,1123,19,christian,,1100,none,23,,,chewa,,1123,,,,,both,Matrilineal and matrilocal (chikamwini),.,1100,Matrilineal and patrilocal (chitengwa),23,,,6,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20908476,MORE MOVED IN,2700,450,5,islam,,51,christian,399,,,chewa,,450,,,,,both,Matrilineal and matrilocal (chikamwini),.,440,Matrilineal and patrilocal (chitengwa),10,,,15,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20908477,ABOUT THE SAME OF BOTH,2191,781,15,islam,,181,christian,600,,,chewa,,781,,,,,both,Matrilineal and matrilocal (chikamwini),,751,Matrilineal and patrilocal (chitengwa),30,,,1,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20908478,MORE MOVED IN,2605,521,6,islam,,41,christian,480,,,chewa,,521,,,,,both,Matrilineal and matrilocal (chikamwini),.,480,Matrilineal and patrilocal (chitengwa),41,,,30,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20908479,MORE MOVED OUT,3143,449,0,islam,,1,christian,448,,,chewa,,448,yao,1,,,both,Matrilineal and matrilocal (chikamwini),.,350,Matrilineal and patrilocal (chitengwa),99,,,8,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,ALMOST NONE,3/4
20908480,MORE MOVED OUT,2334,389,2,christian,,389,,,,,chewa,,389,,,,,both,Matrilineal and matrilocal (chikamwini),.,339,Matrilineal and patrilocal (chitengwa),50,,,6,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20908481,MORE MOVED IN,2360,472,12,islam,,40,christian,432,,,chewa,,432,yao,40,,,both,Matrilineal and matrilocal (chikamwini),,460,Matrilineal and patrilocal (chitengwa),12,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,1/4
20909482,MORE MOVED OUT,3328,416,3,traditional,,116,islam,80,christian,220,chewa,,336,yao,80,,,both,Matrilineal and matrilocal (chikamwini),.,400,Matrilineal and patrilocal (chitengwa),16,,,10,farming,,Flat,ALMOST NONE,1/4,ALMOST NONE,3/4
21036483,ABOUT THE SAME OF BOTH,384,64,0,islam,,2,christian,62,,,chewa,,64,,,,,mother,Matrilineal and patrilocal (chitengwa),,58,,,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21037484,ABOUT THE SAME OF BOTH,6020,860,0,islam,,15,christian,845,,,chewa,,845,yao,4,tumbuka,4,both,Matrilineal and neolocal,.,580,Patrilineal and neolocal,270,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21037485,MORE MOVED IN,42500,8500,20,islam,,2500,christian,6000,,,chewa,,7500,yao,500,tumbuka,500,both,Matrilineal and patrilocal (chitengwa),,6000,Patrilineal and neolocal,2500,,,200,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21037486,ABOUT THE SAME OF BOTH,5000,650,0,islam,,25,christian,625,,,chewa,,625,yao,25,,,both,Matrilineal and matrilocal (chikamwini),.,350,Matrilineal and patrilocal (chitengwa),300,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21038487,MORE MOVED IN,4032,576,10,islam,,288,christian,288,,,chewa,,300,yao,200,tumbuka,76,father,Matrilineal and neolocal,.,200,,,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21040488,MORE MOVED IN,7200,900,2,islam,,100,christian,800,,,chewa,,596,yao,100,tumbuka,200,both,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),50,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21051489,MORE MOVED IN,3800,190,10,islam,,50,christian,140,,,chewa,,100,yao,50,tumbuka,40,mother,Matrilineal and neolocal,,150,Patrilineal and neolocal,40,,,5,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
21051490,MORE MOVED IN,4800,800,0,islam,,300,christian,500,,,chewa,,800,,,,,mother,Matrilineal and matrilocal (chikamwini),.,60,Matrilineal and patrilocal (chitengwa),720,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21051491,MORE MOVED IN,18500,5000,3,islam,,2000,christian,3000,,,chewa,,2200,yao,1200,tumbuka,500,both,Matrilineal and neolocal,.,2800,Patrilineal and neolocal,2200,,,15,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21052492,ABOUT THE SAME OF BOTH,3500,500,0,islam,,125,christian,375,,,chewa,,375,yao,125,,,both,Matrilineal and neolocal,.,170,Patrilineal and neolocal,210,,,0,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21053493,MORE MOVED IN,2250,450,0,islam,,50,christian,380,none,20,chewa,,250,yao,100,tumbuka,30,both,Matrilineal and neolocal,,450,,,,,3,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21053494,MORE MOVED IN,6000,1000,0,islam,,10,christian,990,,,chewa,,700,yao,25,tumbuka,250,mother,Matrilineal and matrilocal (chikamwini),.,700,Matrilineal and patrilocal (chitengwa),300,,,1,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21053495,MORE MOVED IN,1960,280,28,islam,,100,christian,180,,,chewa,,280,,,,,mother,Matrilineal and matrilocal (chikamwini),,40,Matrilineal and patrilocal (chitengwa),240,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21054496,MORE MOVED IN,5530,790,9,islam,,19,christian,771,,,chewa,,700,yao,50,tumbuka,40,mother,Matrilineal and neolocal,.,290,Patrilineal and neolocal,500,,,2,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21055497,ABOUT THE SAME OF BOTH,2054,1028,1,islam,,28,christian,1000,,,chewa,,1000,yao,28,,,both,Matrilineal and matrilocal (chikamwini),,228,Matrilineal and patrilocal (chitengwa),800,,,1,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21055498,MORE MOVED IN,4224,704,20,islam,,200,christian,504,,,chewa,,404,yao,200,tumbuka,100,mother,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),350,,,2,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21055499,MORE MOVED IN,901,200,0,christian,GULEWAMKULU,180,OTHER RELIGION,20,,,chewa,,200,,,,,both,Matrilineal and patrilocal (chitengwa),.,170,,,,,2,farming,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
21059500,ABOUT THE SAME OF BOTH,360,72,0,islam,,3,christian,69,,,chewa,,72,,,,,both,Matrilineal and neolocal,.,40,Patrilineal and neolocal,32,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21066501,MORE MOVED IN,10000,3450,0,islam,,250,christian,3050,none,150,chewa,,2500,yao,448,tumbuka,250,both,Matrilineal and neolocal,,3205,Matrilineal and patrilocal (chitengwa),295,,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21066502,MORE MOVED IN,7000,2000,13,islam,,500,christian,1500,,,chewa,,1000,yao,500,tumbuka,500,both,Matrilineal and matrilocal (chikamwini),.,80,Matrilineal and patrilocal (chitengwa),1820,,,0,PLANNED HOUSING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
21068503,MORE MOVED IN,2310,550,3,christian,,550,,,,,chewa,,550,,,,,mother,Matrilineal and matrilocal (chikamwini),.,148,Matrilineal and patrilocal (chitengwa),402,,,100,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21074504,MORE MOVED IN,23100,4620,1,islam,,300,christian,4320,,,chewa,,3650,yao,400,tumbuka,250,mother,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),80,,,2,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21079506,MORE MOVED IN,3000,500,2,islam,,30,christian,470,,,chewa,,470,yao,30,,,mother,Matrilineal and neolocal,.,400,Matrilineal and patrilocal (chitengwa),100,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21080507,MORE MOVED IN,52500,7500,2,islam,,10,christian,7490,,,chewa,,7500,,,,,mother,Matrilineal and patrilocal (chitengwa),,7490,,,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21080508,MORE MOVED IN,2440,305,2,islam,,205,christian,100,,,chewa,,250,yao,55,,,both,Matrilineal and matrilocal (chikamwini),.,140,Matrilineal and patrilocal (chitengwa),150,,,0,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21081509,MORE MOVED IN,5000,3500,42,islam,,60,christian,3440,,,chewa,,3440,yao,60,,,mother,Matrilineal and matrilocal (chikamwini),,2000,Matrilineal and patrilocal (chitengwa),1500,,,15,PLANNED HOUSING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21083510,MORE MOVED IN,3342,557,1,christian,,557,,,,,chewa,,557,,,,,mother,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),510,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21085511,MORE MOVED IN,2940,700,20,traditional,,40,islam,10,christian,650,chewa,,700,,,,,mother,Matrilineal and matrilocal (chikamwini),.,25,Matrilineal and patrilocal (chitengwa),675,,,200,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21086512,MORE MOVED IN,7200,900,0,islam,,200,christian,700,,,chewa,,800,yao,50,tumbuka,25,mother,Matrilineal and matrilocal (chikamwini),.,40,Matrilineal and patrilocal (chitengwa),45,,,1,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21086513,MORE MOVED IN,720,72,2,islam,,4,christian,68,,,chewa,,68,yao,4,,,mother,Matrilineal and matrilocal (chikamwini),,2,Matrilineal and patrilocal (chitengwa),70,,,0,PLANNED HOUSING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
