hhID,crop,planting_month,planting_year,plotID,harvest_month_begin,harvest_month_end,harvest_year_begin,harvest_year_end,plot_area_reported_localUnit,localUnit_area,plot_area_reported_ha,season,harvest_month,harvest_year,adm4,fieldID,dataset_name,country,dataset_doi
8204,bokolo,9,2005,1_4,3,4,2006,2006,2,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,gomenzer,9,2005,1_4,4,5,2006,2006,2,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,bakela,11,2005,1_5,4,4,2006,2006,0.25,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,nug,10,2005,1_7,4,6,2006,2006,3,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,bakela,11,2005,1_8,4,4,2006,2006,0.5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,teff,11,2005,2_1,4,6,2006,2006,4,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,dagusa,10,2005,2_2,4,6,2006,2006,1.5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8204,teff,10,2005,4_1,4,6,2006,2006,5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,bokolo,9,2005,1_2,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,gomenzer,9,2005,1_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,dagusa,11,2005,1_3,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,muz,NA,NA,1_4,89,NA,NA,NA,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,keyisir,11,2005,1_5,2,2,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,teff,11,2005,1_6,4,5,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,teff,11,2005,2_1,4,5,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8205,nug,11,2005,2_2,4,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,bokolo,9,2005,1_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,goman,9,2005,1_2,4,6,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,barbare,11,2005,1_4,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,goman,11,2005,1_4,4,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,gabsi,11,2005,1_5,3,6,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,kayishunkurt,11,2005,1_6,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8206,kayisir,11,2006,1_6,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8207,berbere,10,2005,1_2,4,5,2006,2006,0.25,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8207,buna,NA,NA,1_4,89,NA,NA,NA,0.5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8207,bokolo,9,2005,1_5,3,4,2006,2006,1,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8207,gomenzer,9,2005,1_5,4,6,2006,2006,1,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8207,gebs,1,2006,2_1,4,5,2006,2006,1,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8207,teff,11,2005,3_1,4,6,2006,2006,5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8208,beribere,11,2005,1_2,4,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8208,bokolo,9,2005,1_3,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8208,gomenzer,9,2005,1_3,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8208,nechshinkurt,11,2005,1_4,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8208,teff,11,2005,2_1,4,5,2006,2006,6,3,1.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8208,sinde,11,2005,3_1,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,muze,NA,NA,1_2,89,NA,NA,NA,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,gabsi,11,2005,1_3,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,bokolo,9,2005,1_4,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,goman,9,2005,1_4,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,agada,9,2005,1_5,5,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,teff,12,2005,2_1,4,5,2006,2006,5,3,1.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,sinde,11,2005,2_2,4,5,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8209,nuge,11,2005,3_1,4,6,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8210,bokolo,9,2005,1_2,3,4,2006,2006,1.5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8210,gomenzer,9,2005,1_2,4,4,2006,2006,1.5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8210,berbere,10,2005,1_4,4,4,2006,2006,0.25,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8210,gebs,12,2005,1_5,3,4,2006,2006,1,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8210,buna,NA,NA,1_6,7,8,2006,2006,0.5,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8210,teff,11,2005,2_1,3,4,2006,2006,6,5,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,bokolo,9,2005,1_2,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,gomenzer,9,2005,1_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,teff,11,2005,1_4,4,5,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,teff,11,2005,1_6,3,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,sinde,12,2005,1_7,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,buna,NA,NA,1_8,89,NA,NA,NA,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8211,teff,11,2005,2_1,3,4,2006,2006,5,3,1.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,barbare,10,2005,1_2,3,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,kayisir,NA,NA,1_3,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,goman,2,2006,1_4,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,bokolo,9,2005,1_5,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,dubba,9,2005,1_5,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,goman,9,2005,1_5,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,barbare,10,2005,1_6,3,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,bokolo,9,2005,2_1,4,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,gomon,9,2005,2_1,4,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,bakela,11,2005,2_2,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,teff,11,2005,3_2,4,6,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8212,teff,11,2005,4_1,4,6,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8301,bassobila,9,2005,1_2,3,3,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8301,bokolo,9,2005,1_3,3,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8301,goman,9,2005,1_3,3,3,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8301,barbare,10,2005,1_4,4,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8301,teff,11,2005,2_1,3,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,bokolo,9,2005,1_2,2,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,duba,9,2005,1_2,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,bokolo,9,2005,1_3,2,3,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,mashila,9,2005,1_4,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,mashila,9,2005,2_1,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,berbere,11,2005,2_2,4,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,teff,11,2005,2_3,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8302,mashila,9,2005,4_1,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,bokolo,9,2005,1_2,4,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,boloke,9,2005,1_2,2,2,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,gomemzer,9,2005,1_2,4,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,berbere,11,2005,1_3,4,4,2006,2006,0.12,3,0.03,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,bokolo,9,2005,1_4,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,boloke,9,2005,1_4,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,duba,9,2005,1_4,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,gebis,1,2006,1_6,5,6,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,mashila,9,2005,1_7,4,6,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,teff,12,2005,2_1,4,5,2006,2006,5,3,1.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,mashila,9,2005,2_2,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8303,nug,11,2005,3_1,4,5,2006,2006,2.5,3,0.625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,bokolo,9,2005,1_2,1,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,goman,9,2005,1_2,1,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,bobe,10,2005,1_3,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,teff,11,2005,1_4,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,nache shinkurt,10,2005,1_5,3,3,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,shinbura,2,2006,1_6,5,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,bobe,10,2005,2_1,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,bobe,10,2005,3_1,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8304,nuge,10,2005,4_1,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,boloke,12,2005,1_2,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,bokolo,9,2005,1_3,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,gomenzer,9,2005,1_3,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,duba,9,2005,1_3,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,mashila,9,2005,1_4,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,berbere,11,2005,1_5,2,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,shinbira,1,2006,1_6,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8305,teff,11,2005,2_1,4,5,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,bokolo,9,2005,1_2,3,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,boloke,9,2005,1_2,3,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,duba,9,2005,1_2,3,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,bokolo,9,2005,1_3,3,4,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,mashila,9,2005,1_3,3,4,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,berbere,11,2005,2_1,4,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,nech shinkurt,11,2005,2_1,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,boloke,11,2005,2_1,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,nug,10,2005,3_1,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8306,teff,12,2005,4_1,4,4,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,gesho,NA,NA,1_2,2,2,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,buna,NA,NA,1_3,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,goman,10,2005,1_4,2,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,bakela,10,2005,1_5,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,bokolo,9,2005,1_6,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,dubba,9,2005,1_6,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,gabsi,2,2006,1_7,5,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,dineche,2,2006,1_8,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,bokolo,9,2005,1_9,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,goman,9,2005,1_9,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,shinbura,2,2006,2_1,5,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,teff,11,2005,3_1,3,4,2006,2006,5,3,1.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,bokolo,9,2005,4_1,3,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,bobe,10,2005,4_2,4,5,2006,2006,5,3,1.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8307,teff,11,2005,5_1,3,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,dinich,12,2005,1_2,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,berbere,11,2005,1_3,4,2,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,bokolo,9,2005,1_4,3,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,gomenzer,9,2005,1_4,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,shinbira,1,2006,1_7,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,gebs,9,2005,1_8,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,gesho,NA,NA,1_9,7,8,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,buna,NA,NA,1_10,89,NA,NA,NA,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,berbere,10,2005,1_11,3,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,muz,NA,NA,1_12,8,9,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,teff,11,2005,2_1,4,5,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
8308,bokolo,9,2005,3_1,4,5,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
