ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc04a_oth,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc05a_oth,com_cc06,com_cc07a,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc07a_oth,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
20614377,MORE MOVED IN,1794,344,0,TRADITIONAL,20,ISLAM,10,CHRISTIAN,309,,CHEWA,324,YAO,5,TUMBUKA,5,,BOTH,Matrilineal and matrilocal (chikamwini),144,Matrilineal and patrilocal (chitengwa),200,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
20615378,MORE MOVED IN,3200,401,0,TRADITIONAL,100,ISLAM,12,CHRISTIAN,289,,CHEWA,378,YAO,12,TUMBUKA,10,,BOTH,Matrilineal and matrilocal (chikamwini),11,Matrilineal and patrilocal (chitengwa),390,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20616379,MORE MOVED IN,2500,500,1,TRADITIONAL,200,ISLAM,100,CHRISTIAN,200,,CHEWA,500,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),250,Matrilineal and patrilocal (chitengwa),250,,,,100,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20616380,MORE MOVED IN,2064,258,0,TRADITIONAL,60,ISLAM,25,CHRISTIAN,158,,CHEWA,250,YAO,8,,,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),158,,,,25,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20616381,MORE MOVED IN,3290,471,5,TRADITIONAL,230,ISLAM,2,CHRISTIAN,200,,CHEWA,471,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),70,Matrilineal and patrilocal (chitengwa),400,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20617382,MORE MOVED OUT,888,178,1,TRADITIONAL,68,CHRISTIAN,100,NONE,10,,CHEWA,178,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),158,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20617383,NEITHER ARRIVALS NOR DEPARTURES,2000,280,3,CHRISTIAN,280,,,,,,CHEWA,280,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),11,Matrilineal and patrilocal (chitengwa),260,,,,8,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20617384,MORE MOVED IN,2088,261,1,TRADITIONAL,60,ISLAM,10,CHRISTIAN,180,,CHEWA,261,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),61,Matrilineal and patrilocal (chitengwa),200,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20701385,NEITHER ARRIVALS NOR DEPARTURES,1800,325,8,ISLAM,3,CHRISTIAN,282,NONE,40,,,,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),265,Patrilineal and patrilocal,10,,1,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20701386,MORE MOVED IN,5000,1100,5,ISLAM,10,CHRISTIAN,990,NONE,100,,CHEWA,50,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),1050,,,,5,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20701387,ABOUT THE SAME OF BOTH,6500,600,10,ISLAM,5,CHRISTIAN,595,,,,CHEWA,600,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),550,,,,7,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20702388,NEITHER ARRIVALS NOR DEPARTURES,2100,350,0,CHRISTIAN,350,,,,,,CHEWA,350,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),250,,,,20,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20702389,NEITHER ARRIVALS NOR DEPARTURES,7000,350,10,ISLAM,5,CHRISTIAN,345,,,,CHEWA,350,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),40,Matrilineal and patrilocal (chitengwa),310,,,,5,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20702390,NEITHER ARRIVALS NOR DEPARTURES,5700,600,13,TRADITIONAL,1,ISLAM,2,CHRISTIAN,592,,CHEWA,600,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),480,,,neolocal,16,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20702391,ABOUT THE SAME OF BOTH,5000,500,5,TRADITIONAL,30,ISLAM,120,CHRISTIAN,350,,CHEWA,430,YAO,60,TUMBUKA,10,,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),250,,,,30,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20703392,NEITHER ARRIVALS NOR DEPARTURES,4000,510,5,ISLAM,3,CHRISTIAN,507,,,,CHEWA,20,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),460,,,,3,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20703393,NEITHER ARRIVALS NOR DEPARTURES,2000,300,10,ISLAM,30,CHRISTIAN,270,,,,CHEWA,300,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),280,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20704394,ABOUT THE SAME OF BOTH,20000,2000,10,TRADITIONAL,5,CHRISTIAN,1980,NONE,15,,CHEWA,2000,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),70,Matrilineal and patrilocal (chitengwa),1000,,,Settled at a place of there choice,10,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20704395,NEITHER ARRIVALS NOR DEPARTURES,4500,500,20,TRADITIONAL,40,CHRISTIAN,410,NONE,50,,CHEWA,500,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),390,Patrilineal and neolocal,10,,50,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20705396,NEITHER ARRIVALS NOR DEPARTURES,2100,260,11,CHRISTIAN,260,,,,,,CHEWA,260,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),18,Matrilineal and patrilocal (chitengwa),245,,,,25,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20705397,NEITHER ARRIVALS NOR DEPARTURES,6000,170,1,CHRISTIAN,170,,,,,,CHEWA,170,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),13,Matrilineal and patrilocal (chitengwa),167,,,,4,FARMING,,Flat,1/2,1/4,ALMOST NONE,3/4
20706398,NEITHER ARRIVALS NOR DEPARTURES,8000,600,5,ISLAM,5,CHRISTIAN,590,NONE,5,,NGONI,600,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),500,,,,4,FARMING,,Slightly sloping,3/4,1/4,1/2,3/4
20706399,NEITHER ARRIVALS NOR DEPARTURES,8000,500,5,ISLAM,4,CHRISTIAN,496,,,,CHEWA,350,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),470,,,,7,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20707400,MORE MOVED OUT,1500,400,25,ISLAM,5,CHRISTIAN,380,NONE,15,,CHEWA,400,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),70,Matrilineal and patrilocal (chitengwa),330,,,,25,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20707401,MORE MOVED IN,5000,1000,50,CHRISTIAN,1000,,,,,,CHEWA,1000,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),70,Matrilineal and patrilocal (chitengwa),900,,,Neolocal only,15,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20707402,NEITHER ARRIVALS NOR DEPARTURES,13000,700,0,ISLAM,10,CHRISTIAN,690,,,,CHEWA,400,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),650,,,,12,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20708403,NEITHER ARRIVALS NOR DEPARTURES,6000,400,1,ISLAM,30,CHRISTIAN,370,,,,CHEWA,400,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),350,,,,100,FARMING,,Flat,ALMOST NONE,3/4,ALMOST NONE,3/4
20711404,ABOUT THE SAME OF BOTH,3000,300,0,ISLAM,2,CHRISTIAN,298,,,,CHEWA,300,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),12,Matrilineal and patrilocal (chitengwa),288,,,,4,FARMING,,Moderately sloping,ALMOST NONE,1/2,ALMOST NONE,3/4
20712405,MORE MOVED OUT,7500,580,40,ISLAM,10,CHRISTIAN,530,NONE,40,,CHEWA,580,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),60,Matrilineal and patrilocal (chitengwa),520,,,,150,FARMING,,Flat,ALMOST NONE,1/4,ALMOST NONE,3/4
20720406,NEITHER ARRIVALS NOR DEPARTURES,2200,375,3,ISLAM,5,CHRISTIAN,365,NONE,5,,CHEWA,300,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),50,Patrilineal and patrilocal,315,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20801407,MORE MOVED IN,1980,494,0,TRADITIONAL,40,ISLAM,4,CHRISTIAN,450,,CHEWA,486,YAO,3,NGONI,5,,MOTHER,Matrilineal and matrilocal (chikamwini),400,Matrilineal and patrilocal (chitengwa),94,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20801408,MORE MOVED IN,4928,704,15,TRADITIONAL,51,ISLAM,5,CHRISTIAN,643,,CHEWA,704,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),521,Matrilineal and patrilocal (chitengwa),183,,,,6,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20801409,MORE MOVED IN,2037,430,0,TRADITIONAL,30,ISLAM,50,CHRISTIAN,350,,CHEWA,350,YAO,20,LOMWE,10,,MOTHER,Matrilineal and matrilocal (chikamwini),300,Matrilineal and patrilocal (chitengwa),130,,,,10,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20801410,MORE MOVED IN,6633,530,2,TRADITIONAL,21,CHRISTIAN,499,NONE,10,,CHEWA,530,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),3210,Matrilineal and patrilocal (chitengwa),150,,,,26,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20801411,MORE MOVED IN,1421,305,3,TRADITIONAL,17,CHRISTIAN,273,NONE,15,,CHEWA,202,NGONI,103,,,,MOTHER,Matrilineal and matrilocal (chikamwini),198,Matrilineal and patrilocal (chitengwa),99,,,Families from other villages buying land and settle at a neutral palace,2,FARMING,,Slightly sloping,1/4,1/4,1/4,3/4
20802412,MORE MOVED OUT,480,116,0,TRADITIONAL,79,CHRISTIAN,30,NONE,7,,CHEWA,116,,,,,,MOTHER,Matrilineal and neolocal,21,Matrilineal and matrilocal (chikamwini),45,Matrilineal and patrilocal (chitengwa),72,,4,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4
20802413,MORE MOVED OUT,8798,610,0,TRADITIONAL,76,ISLAM,5,CHRISTIAN,498,,CHEWA,610,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),8011,Matrilineal and patrilocal (chitengwa),153,,,,280,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20803414,MORE MOVED IN,3306,373,1,TRADITIONAL,37,CHRISTIAN,312,NONE,24,,CHEWA,373,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),301,Matrilineal and patrilocal (chitengwa),72,,,,12,FARMING,,Slightly sloping,1/4,1/4,1/2,1/4
20803415,MORE MOVED OUT,850,195,0,TRADITIONAL,50,CHRISTIAN,145,,,,CHEWA,195,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),95,,,,15,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20803416,MORE MOVED IN,3300,1330,70,ISLAM,150,CHRISTIAN,1180,,,,CHEWA,1274,YAO,56,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1250,,,,,,30,FARMING,,Both flat &amp; hilly,ALMOST NONE,1/4,1/4,3/4
20803417,MORE MOVED IN,875,175,0,TRADITIONAL,20,CHRISTIAN,145,NONE,10,,CHEWA,175,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),850,Matrilineal and patrilocal (chitengwa),25,,,,8,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20804418,MORE MOVED OUT,4500,900,20,ISLAM,500,CHRISTIAN,400,,,,CHEWA,200,YAO,500,LOMWE,150,,MOTHER,Matrilineal and matrilocal (chikamwini),800,Matrilineal and patrilocal (chitengwa),100,,,,50,FARMING,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20804419,MORE MOVED OUT,27480,4580,28,TRADITIONAL,73,CHRISTIAN,4455,NONE,52,,CHEWA,4580,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),3012,Matrilineal and patrilocal (chitengwa),121,,,,15,FARMING,,Steeply sloping,1/4,ALMOST NONE,1/4,3/4
20804420,MORE MOVED IN,1500,200,0,ISLAM,150,CHRISTIAN,50,,,,CHEWA,25,YAO,150,TUMBUKA,10,,MOTHER,Matrilineal and matrilocal (chikamwini),170,Matrilineal and patrilocal (chitengwa),30,,,,2,SQUATTER SETTLEMENT,,Flat,1/4,ALMOST NONE,1/4,3/4
20806421,MORE MOVED OUT,1240,248,3,ISLAM,231,CHRISTIAN,17,,,,YAO,248,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),201,Matrilineal and patrilocal (chitengwa),41,,,,10,FARMING,,Steeply sloping,1/2,1/4,1/4,3/4
20806422,MORE MOVED IN,6373,440,7,TRADITIONAL,61,ISLAM,21,CHRISTIAN,347,,CHEWA,440,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1250,Matrilineal and patrilocal (chitengwa),175,,,,15,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
20806423,MORE MOVED IN,9080,1444,15,TRADITIONAL,100,ISLAM,40,CHRISTIAN,1254,,CHEWA,1364,YAO,80,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1010,Matrilineal and patrilocal (chitengwa),102,,,,22,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4
20807424,MORE MOVED IN,1252,374,17,TRADITIONAL,1,CHRISTIAN,300,NONE,73,,CHEWA,300,NYANJA,74,,,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),174,,,,1,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20807425,MORE MOVED OUT,14040,2340,3000,TRADITIONAL,120,ISLAM,54,CHRISTIAN,2096,,CHEWA,2340,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),1230,Matrilineal and patrilocal (chitengwa),456,,,,900,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20807426,MORE MOVED IN,14255,2851,20,TRADITIONAL,31,ISLAM,19,CHRISTIAN,2778,,CHEWA,2652,YAO,33,NGONI,166,,MOTHER,Matrilineal and matrilocal (chikamwini),2100,,,,,,81,FARMING,,Slightly sloping,1/4,1/4,1/4,3/4
20808427,MORE MOVED IN,4389,627,8,TRADITIONAL,21,CHRISTIAN,577,NONE,29,,CHEWA,627,,,,,,MOTHER,Matrilineal and neolocal,21,Matrilineal and matrilocal (chikamwini),45,Matrilineal and patrilocal (chitengwa),151,,60,FARMING,,Slightly sloping,1/4,1/4,3/4,3/4
20820428,MORE MOVED IN,2240,448,9,ISLAM,40,CHRISTIAN,400,NONE,8,,CHEWA,247,YAO,201,,,,MOTHER,Matrilineal and neolocal,7,Matrilineal and matrilocal (chikamwini),78,Matrilineal and patrilocal (chitengwa),69,,5,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20901429,MORE MOVED IN,1711,457,5,ISLAM,7,CHRISTIAN,444,NONE,6,,CHEWA,457,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),321,Matrilineal and patrilocal (chitengwa),72,,,,1,FARMING,,Slightly sloping,1/4,1/4,1/4,1/4
20902430,MORE MOVED IN,4400,880,4,ISLAM,11,CHRISTIAN,857,NONE,12,,CHEWA,880,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),81,Matrilineal and patrilocal (chitengwa),701,,,,3,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20902431,MORE MOVED IN,2613,367,100,ISLAM,21,CHRISTIAN,330,NONE,16,,CHEWA,150,YAO,11,LOMWE,17,,MOTHER,Matrilineal and matrilocal (chikamwini),560,Matrilineal and patrilocal (chitengwa),601,,,,20,FARMING,,Slightly sloping,3/4,1/4,3/4,3/4
20903432,MORE MOVED IN,986,313,8,CHRISTIAN,291,NONE,22,,,,CHEWA,313,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),123,Matrilineal and patrilocal (chitengwa),111,,,,7,FARMING,,Moderately sloping,3/4,ALMOST NONE,1/4,3/4
20903433,MORE MOVED IN,15871,2646,37,TRADITIONAL,789,CHRISTIAN,1759,NONE,98,,CHEWA,2646,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),150,Matrilineal and patrilocal (chitengwa),102,,,,17,FARMING,,Moderately sloping,1/4,1/4,3/4,3/4
20903434,MORE MOVED IN,11000,1375,5,CHRISTIAN,1285,NONE,90,,,,CHEWA,1375,,,,,,MOTHER,Matrilineal and neolocal,125,Matrilineal and matrilocal (chikamwini),1011,Matrilineal and patrilocal (chitengwa),11,,15,FARMING,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20904436,MORE MOVED IN,1425,285,0,ISLAM,5,CHRISTIAN,270,NONE,10,,CHEWA,285,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),223,Matrilineal and patrilocal (chitengwa),62,,,,0,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20905437,NEITHER ARRIVALS NOR DEPARTURES,4996,999,0,CHRISTIAN,845,NONE,154,,,,CHEWA,999,,,,,,MOTHER,Matrilineal and neolocal,51,Matrilineal and matrilocal (chikamwini),572,Matrilineal and patrilocal (chitengwa),276,,8,FARMING,,Slightly sloping,1/4,ALMOST NONE,3/4,3/4
20905438,MORE MOVED OUT,8775,2300,3,ISLAM,11,CHRISTIAN,2280,NONE,9,,CHEWA,2259,YAO,41,,,,MOTHER,Matrilineal and matrilocal (chikamwini),102,Matrilineal and patrilocal (chitengwa),1980,,,,3,FARMING,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
20906439,MORE MOVED IN,2236,331,0,TRADITIONAL,47,ISLAM,10,CHRISTIAN,244,,CHEWA,244,NYANJA,63,YAO,24,,MOTHER,Matrilineal and matrilocal (chikamwini),301,Matrilineal and patrilocal (chitengwa),21,,,,4,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
20907440,MORE MOVED IN,2550,425,0,ISLAM,9,CHRISTIAN,401,NONE,15,,CHEWA,425,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),305,Matrilineal and patrilocal (chitengwa),43,,,,0,FARMING,,Steeply sloping,1/4,1/4,1/4,1/4
20908441,ABOUT THE SAME OF BOTH,2750,550,4,CHRISTIAN,528,NONE,22,,,,CHEWA,550,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),302,Matrilineal and patrilocal (chitengwa),160,,,,0,FARMING,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
20908442,MORE MOVED IN,2710,601,1,CHRISTIAN,545,NONE,56,,,,CHEWA,321,NGONI,280,,,,MOTHER,Matrilineal and matrilocal (chikamwini),2140,Matrilineal and patrilocal (chitengwa),501,,,,3,FARMING,,Flat,1/4,ALMOST NONE,1/4,1/4
20909443,MORE MOVED OUT,4658,351,5,CHRISTIAN,315,NONE,36,,,,CHEWA,351,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),2500,,,,,,3,FARMING,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20909444,MORE MOVED OUT,2500,480,6,CHRISTIAN,286,NONE,194,,,,CHEWA,480,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),95,Matrilineal and patrilocal (chitengwa),74,,,,20,FARMING,,Slightly sloping,1/2,1/4,ALMOST NONE,3/4
20910445,MORE MOVED IN,2001,344,17,ISLAM,15,CHRISTIAN,300,NONE,29,,CHEWA,344,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),299,Matrilineal and patrilocal (chitengwa),21,,,,0,FARMING,,Flat,1/4,ALMOST NONE,1/4,1/4
20910446,MORE MOVED IN,250000,3525,0,ISLAM,29,CHRISTIAN,3486,NONE,10,,CHEWA,3454,YAO,71,,,,MOTHER,Matrilineal and matrilocal (chikamwini),100,,,,,,5,FARMING,,Slightly sloping,1/4,1/4,ALMOST NONE,ALMOST NONE
20910447,MORE MOVED IN,2220,444,0,ISLAM,7,CHRISTIAN,412,NONE,25,,CHEWA,444,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),402,Matrilineal and patrilocal (chitengwa),42,,,,7,FARMING,,Slightly sloping,1/4,1/4,1/4,3/4
20910448,MORE MOVED IN,5100,120,0,ISLAM,15,CHRISTIAN,98,NONE,7,,CHEWA,120,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),91,Matrilineal and patrilocal (chitengwa),29,,,,5,FARMING,,Flat,1/4,1/4,1/4,3/4
20911449,MORE MOVED IN,10500,1640,6,TRADITIONAL,20,ISLAM,15,CHRISTIAN,1580,,CHEWA,1489,YAO,151,,,,MOTHER,Matrilineal and matrilocal (chikamwini),123,Matrilineal and patrilocal (chitengwa),358,,,,32,FARMING,,Slightly sloping,1/2,1/4,1/4,1/4
20920450,MORE MOVED IN,9600,1600,20,ISLAM,400,CHRISTIAN,1080,NONE,120,,CHEWA,1382,YAO,90,NGONI,128,,BOTH,Matrilineal and matrilocal (chikamwini),1000,Matrilineal and patrilocal (chitengwa),450,,,,8,FARMING,,Slightly sloping,ALMOST NONE,1/4,1/4,3/4
21033451,MORE MOVED IN,2500,500,0,ISLAM,300,CHRISTIAN,200,,,,CHEWA,300,YAO,50,TUMBUKA,50,,FATHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),400,,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21037452,MORE MOVED IN,3856,624,0,ISLAM,200,CHRISTIAN,400,NONE,24,,CHEWA,540,YAO,40,TUMBUKA,34,,BOTH,Matrilineal and neolocal,500,Patrilineal and neolocal,164,,,,0,SQUATTER SETTLEMENT,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21040453,MORE MOVED IN,2450,750,5,ISLAM,100,CHRISTIAN,650,,,,CHEWA,600,YAO,100,TUMBUKA,50,,MOTHER,Matrilineal and matrilocal (chikamwini),350,Matrilineal and patrilocal (chitengwa),400,,,,1,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21051454,MORE MOVED IN,6750,245,0,ISLAM,100,CHRISTIAN,120,NONE,25,,CHEWA,140,YAO,55,TUMBUKA,20,,MOTHER,Matrilineal and neolocal,200,Patrilineal and neolocal,45,,,,0,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21051455,MORE MOVED IN,3250,650,0,ISLAM,250,CHRISTIAN,400,,,,CHEWA,390,YAO,250,TUMBUKA,5,,MOTHER,Matrilineal and matrilocal (chikamwini),150,Matrilineal and patrilocal (chitengwa),500,,,,20,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21052456,MORE MOVED IN,12800,650,0,ISLAM,200,CHRISTIAN,400,NONE,50,,CHEWA,520,YAO,70,TUMBUKA,50,,BOTH,Matrilineal and neolocal,550,Patrilineal and neolocal,100,,,,3,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21053457,MORE MOVED OUT,5400,500,12,ISLAM,150,CHRISTIAN,350,,,,CHEWA,350,YAO,150,,,,BOTH,Matrilineal and matrilocal (chikamwini),375,Matrilineal and patrilocal (chitengwa),175,,,,15,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21053458,MORE MOVED IN,10000,2000,2,TRADITIONAL,100,ISLAM,500,CHRISTIAN,1400,,CHEWA,1700,YAO,200,TUMBUKA,100,,FATHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),1800,,,,7,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
21054459,MORE MOVED IN,7500,1500,50,TRADITIONAL,200,ISLAM,300,CHRISTIAN,1000,,CHEWA,1200,YAO,200,TUMBUKA,100,,MOTHER,Matrilineal and matrilocal (chikamwini),500,Matrilineal and patrilocal (chitengwa),1000,,,,50,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21055460,MORE MOVED IN,9846,480,0,ISLAM,150,CHRISTIAN,300,NONE,30,,CHEWA,300,YAO,70,TUMBUKA,60,,MOTHER,Matrilineal and neolocal,430,Patrilineal and neolocal,50,,,,0,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21055461,ABOUT THE SAME OF BOTH,12000,600,0,ISLAM,100,CHRISTIAN,500,,,,CHEWA,400,YAO,10,TUMBUKA,50,,BOTH,,,,,,,Neolocal,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
21055462,MORE MOVED IN,2450,350,2,TRADITIONAL,40,ISLAM,50,CHRISTIAN,260,,CHEWA,200,YAO,50,TUMBUKA,50,,BOTH,Matrilineal and neolocal,200,Matrilineal and matrilocal (chikamwini),100,Patrilineal and neolocal,50,,0,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
