ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
30808664,A,Cassava,,,,
30808664,,Events that made people worse off,,,,
30808664,C,drought,DROUGHT,,2019,1/2
30808664,B,Small land,OTHER BAD (SPECIFY),,2018,ALMOST ALL
30808664,D,,,,,
30808664,A,shortage of Coupon,OTHER BAD (SPECIFY),,2019,1/4
30808664,D,peasts diseases,CROP DISEASE/PESTS,,2017,3/4
30808664,C,,,,,
30901665,B,Tobacco,,,,
30901665,,Events that made people worse off,,,,
30901665,C,,,,,
30901665,D,,,,,
30901665,C,Floods,FLOOD,,2019,ALMOST ALL
30901665,B,Low amount of Coupon,OTHER BAD (SPECIFY),,2018,1/4
30901665,A,Drought,DROUGHT,,2019,ALMOST ALL
30901665,D,Pests,CROP DISEASE/PESTS,,2017,ALMOST ALL
30901665,,Events that made people better off,,,,
30901665,A,Soya,,,,
30901666,,Events that made people better off,,,,
30901666,D,,,,,
30901666,A,coming  of world Vision to the area,,,,
30901666,,Events that made people worse off,,,,
30901666,B,droughts,DROUGHT,,2019,3/4
30901666,D,Luck of civic education  from agriculture officers,OTHER BAD (SPECIFY),,2018,3/4
30901666,B,,,,,
30901666,A,shortage of coupon,OTHER BAD (SPECIFY),,2019,3/4
30901666,C,Peast diseases,CROP DISEASE/PESTS,,2019,ALMOST ALL
30901666,C,,,,,
30901667,,Events that made people better off,,,,
30901667,A,Free maize,,,,
30901667,B,wind,DROUGHT,,2018,ALMOST NONE
30901667,D,crop disease,CROP DISEASE/PESTS,,2018,ALMOST NONE
30901667,B,,,,,
30901667,D,,,,,
30901667,C,houses fall down,HUMAN EPIDEMIC DISEASE,,2019,3/4
30901667,A,Flood,FLOOD,,2019,ALMOST NONE
30901667,C,,,,,
30901667,,Events that made people worse off,,,,
30901668,A,heavy rain,FLOOD,,2018,ALMOST ALL
30901668,B,,,,,
30901668,,Events that made people better off,,,,
30901668,,Events that made people worse off,,,,
30901668,D,Small  land and peast,OTHER BAD (SPECIFY),,2019,ALMOST ALL
30901668,B,low amount of coupon received,OTHER BAD (SPECIFY),,2016,ALMOST NONE
30901668,C,Drought,DROUGHT,,2018,1/2
30901668,C,,,,,
30901668,D,,,,,
30901668,A,River,,,,
30901669,D,,,,,
30901669,B,,,,,
30901669,,Events that made people worse off,,,,
30901669,A,Drought,DROUGHT,,2017,ALMOST ALL
30901669,A,More Rice,,,,
30901669,,Events that made people better off,,,,
30901669,C,,,,,
30901669,D,Pests for crops,CROP DISEASE/PESTS,,2018,ALMOST ALL
30901669,B,floods,FLOOD,,2019,3/4
30901669,C,Luck of fertilizer,OTHER BAD (SPECIFY),,2019,1/4
30901670,,Events that made people worse off,,,,
30901670,C,changing  of weather,OTHER BAD (SPECIFY),,2019,3/4
30901670,D,,,,,
30901670,C,,,,,
30901670,B,,,,,
30901670,,Events that made people better off,,,,
30901670,D,Peasts diseases there is also slot of corruption,CROP DISEASE/PESTS,,2019,3/4
30901670,A,Free maize,,,,
30901670,B,No specific market  for selling their crops,OTHER BAD (SPECIFY),,2019,1/2
30901670,A,small amount of coupon  received  is too small,OTHER BAD (SPECIFY),,2019,3/4
30902671,A,masaf project,,,,
30902671,D,hunger,HUMAN EPIDEMIC DISEASE,,2017,ALMOST ALL
30902671,,Events that made people worse off,,,,
30902671,A,Floods,FLOOD,,2018,ALMOST ALL
30902671,D,,,,,
30902671,C,shortage of water for drinking,DROUGHT,,2018,ALMOST ALL
30902671,B,disease,CROP DISEASE/PESTS,,2018,ALMOST ALL
30902671,B,,,,,
30902671,,Events that made people better off,,,,
30902671,C,,,,,
30902672,A,Free maize,,,,
30902672,B,luck of fertilizer,OTHER BAD (SPECIFY),,2019,ALMOST ALL
30902672,,Events that made people better off,,,,
30902672,D,,,,,
30902672,A,Floods,FLOOD,,2018,ALMOST ALL
30902672,C,pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
30902672,B,,,,,
30902672,C,,,,,
30902672,D,shortage of rainfall,DROUGHT,,2018,ALMOST ALL
30902672,,Events that made people worse off,,,,
30902673,A,irrigation schame,,,,
30902673,C,,,,,
30902673,C,luck of fertilizer,OTHER BAD (SPECIFY),,2018,ALMOST ALL
30902673,B,crop diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30902673,B,,,,,
30902673,A,Flood,FLOOD,,2019,ALMOST ALL
30902673,D,,,,,
30902673,D,No nursery school,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30902673,,Events that made people worse off,,,,
30902673,,Events that made people better off,,,,
30903674,,Events that made people better off,,,,
30903674,A,more rain,FLOOD,,2019,ALMOST NONE
30903674,,Events that made people worse off,,,,
30903674,D,,,,,
30903674,B,floods,FLOOD,,2019,ALMOST NONE
30903674,C,,,,,
30903674,D,lucky of water,DROUGHT,,2019,ALMOST ALL
30903674,B,,,,,
30903674,A,Free maize,,,,
30903674,C,Pests disease,CROP DISEASE/PESTS,,2017,ALMOST ALL
30903675,,Events that made people better off,,,,
30903675,A,Floods,FLOOD,,2018,ALMOST ALL
30903675,B,droughts,DROUGHT,,2018,ALMOST ALL
30903675,,Events that made people worse off,,,,
30903675,C,crops diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30903675,C,,,,,
30903675,B,,,,,
30903675,A,more  rice harvested,,,,
30903675,D,,,,,
30903675,D,shortage of fetrizer,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30904676,,Events that made people worse off,,,,
30904676,D,,,,,
30904676,D,overpopulation,OTHER BAD (SPECIFY),,2018,ALMOST ALL
30904676,,Events that made people better off,,,,
30904676,C,,,,,
30904676,C,Lack of fertilizer,OTHER BAD (SPECIFY),,2019,ALMOST ALL
30904676,B,Drought,DROUGHT,,2017,ALMOST ALL
30904676,A,Floods,FLOOD,,2019,3/4
30904676,A,Irrigation,,,,
30904676,B,,,,,
30904677,D,Peast diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30904677,,Events that made people worse off,,,,
30904677,A,harvested of more rice,,,,
30904677,D,,,,,
30904677,,Events that made people better off,,,,
30904677,C,,,,,
30904677,B,small amount  of coupon,OTHER BAD (SPECIFY),,2019,3/4
30904677,C,overpopulation,OTHER BAD (SPECIFY),,2016,1/2
30904677,B,,,,,
30904677,A,Droughts,DROUGHT,,2019,1/2
30905678,D,,,,,
30905678,,Events that made people worse off,,,,
30905678,C,,,,,
30905678,A,Floods,FLOOD,,2019,ALMOST ALL
30905678,C,luck of food,DROUGHT,,2019,ALMOST ALL
30905678,D,hunger,DROUGHT,,2019,ALMOST ALL
30905678,,Events that made people better off,,,,
30905678,B,,,,,
30905678,A,Adra project,,,,
30905678,B,houses fall down,FLOOD,,2019,3/4
30905679,A,harvested  of more rice,,,,
30905679,B,drought,DROUGHT,,2018,ALMOST ALL
30905679,A,Floods,FLOOD,,2018,ALMOST ALL
30905679,D,,,,,
30905679,,Events that made people worse off,,,,
30905679,C,,,,,
30905679,B,,,,,
30905679,,Events that made people better off,,,,
30905679,D,small land,OTHER BAD (SPECIFY),,2018,1/2
30905679,C,kapuchi,CROP DISEASE/PESTS,,2018,ALMOST ALL
30905680,,Events that made people better off,,,,
30905680,D,,,,,
30905680,A,Heavy rains,DROUGHT,,2019,ALMOST ALL
30905680,C,Small no of people  receive coupon,OTHER BAD (SPECIFY),,2018,1/4
30905680,B,,,,,
30905680,C,,,,,
30905680,,Events that made people worse off,,,,
30905680,D,Small land to people,OTHER BAD (SPECIFY),,2019,3/4
30905680,B,crop disease,CROP DISEASE/PESTS,,2018,ALMOST ALL
30905680,A,NGOs,,,,
30905681,D,peasts,CROP DISEASE/PESTS,,2019,3/4
30905681,B,Small no of coupon,OTHER BAD (SPECIFY),,2019,1/4
30905681,,Events that made people better off,,,,
30905681,D,,,,,
30905681,,Events that made people worse off,,,,
30905681,B,,,,,
30905681,C,,,,,
30905681,A,coming of new school project,,,,
30905681,C,luck of maize seed,OTHER BAD (SPECIFY),,2019,1/4
30905681,A,Floods,FLOOD,,2019,3/4
30905682,,Events that made people better off,,,,
30905682,B,lack of food,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
30905682,C,flood,FLOOD,,2019,ALMOST ALL
30905682,D,crop disease,CROP DISEASE/PESTS,,2018,ALMOST ALL
30905682,,Events that made people worse off,,,,
30905682,B,,,,,
30905682,A,drought,DROUGHT,,2017,ALMOST ALL
30905682,A,Masaf project,,,,
30905682,D,,,,,
30905682,C,,,,,
30906683,,Events that made people worse off,,,,
30906683,D,,,,,
30906683,D,low no of coupon,OTHER BAD (SPECIFY),,2019,1/4
30906683,A,Free maize,,,,
30906683,B,,,,,
30906683,B,Floods,FLOOD,,2016,3/4
30906683,,Events that made people better off,,,,
30906683,A,Drought,DROUGHT,,2018,3/4
30906683,C,,,,,
30906683,C,peast,CROP DISEASE/PESTS,,2016,ALMOST ALL
30906684,A,Nandolo,,,,
30906684,D,,,,,
30906684,,Events that made people worse off,,,,
30906684,A,disease,CROP DISEASE/PESTS,,2019,ALMOST ALL
30906684,,Events that made people better off,,,,
30906684,C,,,,,
30906684,B,,,,,
30906684,B,flood,FLOOD,,2019,ALMOST ALL
30906684,C,drought,DROUGHT,,2019,ALMOST ALL
30906684,D,lack of coupon,OTHER BAD (SPECIFY),,2019,1/4
30906685,A,Pests diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30906685,B,floods,FLOOD,,2019,ALMOST ALL
30906685,A,free maize,,,,
30906685,D,less figure for subsidy,OTHER BAD (SPECIFY),,2018,1/2
30906685,D,,,,,
30906685,C,drought,DROUGHT,,2018,ALMOST ALL
30906685,C,,,,,
30906685,,Events that made people worse off,,,,
30906685,B,,,,,
30906685,,Events that made people better off,,,,
30906686,A,low amount  of coupon,OTHER BAD (SPECIFY),,2018,1/4
30906686,C,,,,,
30906686,,Events that made people better off,,,,
30906686,D,,,,,
30906686,B,,,,,
30906686,A,free maize,,,,
30906686,C,droughts,DROUGHT,,2018,ALMOST ALL
30906686,B,diseases for crops,CROP DISEASE/PESTS,,2019,ALMOST ALL
30906686,D,floods,FLOOD,,2018,3/4
30906686,,Events that made people worse off,,,,
31001687,D,,,,,
31001687,A,Borehole,,,,
31001687,D,,,,,
31001687,B,,,,,
31001687,,Events that made people worse off,,,,
31001687,C,,,,,
31001687,,Events that made people better off,,,,
31001687,B,Crop Pest,CROP DISEASE/PESTS,,2017,ALMOST ALL
31001687,A,Flood,FLOOD,,2019,ALMOST ALL
31001687,C,Livestock Diseases,LIVESTOCK DISEASE,,2018,1/2
31001688,A,DROUGHT,DROUGHT,,2017,3/4
31001688,B,CYCLONIC WIND,OTHER BAD (SPECIFY),,2018,1/2
31001688,C,FOOT AND MOUTH DISEASE,LIVESTOCK DISEASE,,2017,1/2
31001688,B,,,,,
31001688,,Events that made people better off,,,,
31001688,,Events that made people worse off,,,,
31001688,A,CONSTRUCTION OF A SCHOOL BLOCK,,,,
31001688,D,,,,,
31001688,D,,,,,
31001688,C,,,,,
31001689,C,,,,,
31001689,D,,,,,
31001689,D,,,,,
31001689,B,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31001689,,Events that made people better off,,,,
31001689,B,,,,,
31001689,C,Drought,DROUGHT,,2018,ALMOST ALL
31001689,A,New Market,,,,
31001689,,Events that made people worse off,,,,
31001689,A,Floods,FLOOD,,2019,ALMOST ALL
31001690,D,,,,,
31001690,A,Floods,FLOOD,,2019,3/4
31001690,C,,,,,
31001690,A,Food Aid,,,,
31001690,,Events that made people worse off,,,,
31001690,C,Robbery,MASSIVE JOB LAY-OFFS,,2016,1/4
31001690,B,,,,,
31001690,D,,,,,
31001690,,Events that made people better off,,,,
31001690,B,Erratic rains,DROUGHT,,2016,ALMOST ALL
31001691,C,Livestock Diseases,LIVESTOCK DISEASE,,2018,1/4
31001691,,Events that made people worse off,,,,
31001691,A,Crop Pest,CROP DISEASE/PESTS,,2018,ALMOST ALL
31001691,B,Boreholes,,,,
31001691,D,,,,,
31001691,A,School Construction,,,,
31001691,,Events that made people better off,,,,
31001691,C,,,,,
31001691,D,,,,,
31001691,B,Flood,FLOOD,,2019,ALMOST ALL
31001692,D,,,,,
31001692,,Events that made people worse off,,,,
31001692,A,Food Aid,,,,
31001692,B,Armyworms,CROP DISEASE/PESTS,,2017,ALMOST ALL
31001692,D,,,,,
31001692,B,,,,,
31001692,C,,,,,
31001692,A,Erratic rains,DROUGHT,,2017,ALMOST ALL
31001692,,Events that made people better off,,,,
31001692,C,Robbery,MASSIVE JOB LAY-OFFS,,2018,1/4
31002693,A,Pharmacy,,,,
31002693,,Events that made people better off,,,,
31002693,C,Solar,,,,
31002693,C,Price Fluctuations,CROP DISEASE/PESTS,,2019,1/2
31002693,,Events that made people worse off,,,,
31002693,B,Borehole,,,,
31002693,D,,,,,
31002693,A,Natural Disisters,FLOOD,,2019,ALMOST ALL
31002693,D,,,,,
31002693,B,Disease Epidemics,HUMAN EPIDEMIC DISEASE,,2019,1/2
31002694,,Events that made people better off,,,,
31002694,D,,,,,
31002694,B,Draught,DROUGHT,,2018,ALMOST ALL
31002694,B,,,,,
31002694,A,Borehole,,,,
31002694,C,,,,,
31002694,D,,,,,
31002694,A,Floods,FLOOD,,2019,ALMOST ALL
31002694,,Events that made people worse off,,,,
31002694,C,Crop Pest,CROP DISEASE/PESTS,,2017,ALMOST ALL
31002695,A,Borehole,,,,
31002695,,Events that made people better off,,,,
31002695,D,,,,,
31002695,D,,,,,
31002695,B,Bridge,,,,
31002695,,Events that made people worse off,,,,
31002695,A,Floods,FLOOD,,2019,ALMOST ALL
31002695,C,Livestock Deceases,LIVESTOCK DISEASE,,2018,1/4
31002695,C,,,,,
31002695,B,Crop Pest,CROP DISEASE/PESTS,,2017,1/2
31003696,,Events that made people worse off,,,,
31003696,A,School Development  and maintenance,,,,
31003696,B,Police Houses,,,,
31003696,D,,,,,
31003696,A,Drought,DROUGHT,,2018,ALMOST ALL
31003696,D,,,,,
31003696,,Events that made people better off,,,,
31003696,C,,,,,
31003696,C,Crop Pest,CROP DISEASE/PESTS,,2018,ALMOST ALL
31003696,B,Floods,FLOOD,,2019,ALMOST ALL
31003697,D,OUTBREAK OF FOOT AND MOUTH DISEASE,,,,
31003697,,Events that made people better off,,,,
31003697,,Events that made people worse off,,,,
31003697,C,OUTBREAK OF ARMYWORMS,,,,
31003697,A,DROUGHT,,,,
31003697,B,CONSTRUCTION OF TECHNICAL COLLEGE,NEW SCHOOL,,2017,1/2
31003697,D,,,,,
31003697,A,CONSTRUCTION OF SCHOOL BLOCK,DEVELOPMENT PROJECT,,2018,1/4
31003697,B,FLOODS,,,,
31003697,C,INTRODUCTION OF BOREHOLES,DEVELOPMENT PROJECT,,2017,1/2
31003698,D,,,,,
31003698,C,Drought,DROUGHT,,2018,ALMOST ALL
31003698,A,Borehole,,,,
31003698,C,,,,,
31003698,B,Flood,FLOOD,,2019,ALMOST ALL
31003698,D,Livestock Diseases,LIVESTOCK DISEASE,,2018,1/2
31003698,,Events that made people worse off,,,,
31003698,,Events that made people better off,,,,
31003698,B,School Toilet,,,,
31003698,A,Crop Pest,CROP DISEASE/PESTS,,2019,3/4
31004699,B,,,,,
31004699,C,Armyworms,CROP DISEASE/PESTS,,2019,3/4
31004699,D,,,,,
31004699,,Events that made people worse off,,,,
31004699,B,Wind destroying properties,OTHER GOOD (SPECIFY),STRONG WINDS,2019,1/4
31004699,D,,,,,
31004699,A,Erratic  rains,FLOOD,,2019,ALMOST ALL
31004699,A,Rice growing,,,,
31004699,,Events that made people better off,,,,
31004699,C,,,,,
31005700,,Events that made people better off,,,,
31005700,B,Floods,FLOOD,,2019,ALMOST ALL
31005700,,Events that made people worse off,,,,
31005700,C,Drought,DROUGHT,,2018,ALMOST ALL
31005700,A,Crop Pest,CROP DISEASE/PESTS,,2019,ALMOST ALL
31005700,D,,,,,
31005700,C,,,,,
31005700,D,,,,,
31005700,A,Pharmancy,,,,
31005700,B,,,,,
31005701,C,Livestock Deceases,LIVESTOCK DISEASE,,2018,1/2
31005701,A,Borehole,,,,
31005701,,Events that made people worse off,,,,
31005701,C,,,,,
31005701,,Events that made people better off,,,,
31005701,D,,,,,
31005701,D,,,,,
31005701,A,Crop Pest,CROP DISEASE/PESTS,,2017,ALMOST ALL
31005701,B,Floods,FLOOD,,2019,ALMOST ALL
31005701,B,,,,,
31006702,B,Drought,DROUGHT,,2017,ALMOST ALL
31006702,C,,,,,
31006702,,Events that made people better off,,,,
31006702,D,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31006702,D,,,,,
31006702,A,Floods,FLOOD,,2019,ALMOST ALL
31006702,C,Livestock Diseases,LIVESTOCK DISEASE,,2018,1/2
31006702,,Events that made people worse off,,,,
31006702,A,Irrigation Scheme,,,,
31006702,B,Borehole,,,,
31007703,D,,,,,
31007703,A,Erratic rains,FLOOD,,2019,ALMOST ALL
31007703,A,Food Aid from donors,,,,
31007703,D,,,,,
31007703,,Events that made people worse off,,,,
31007703,C,Human disease,HUMAN EPIDEMIC DISEASE,,2020,1/2
31007703,C,,,,,
31007703,B,Wind storm,OTHER BAD (SPECIFY),,2020,1/4
31007703,B,,,,,
31007703,,Events that made people better off,,,,
31007704,D,,,,,
31007704,C,Price fluctuation,OTHER BAD (SPECIFY),,2018,ALMOST ALL
31007704,,Events that made people better off,,,,
31007704,B,Floods,FLOOD,,2019,ALMOST ALL
31007704,D,,,,,
31007704,C,,,,,
31007704,A,Water Supply,,,,
31007704,B,Road Construction,,,,
31007704,,Events that made people worse off,,,,
31007704,A,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31007705,B,Draught,DROUGHT,,2017,ALMOST ALL
31007705,C,Solar Water Taps,,,,
31007705,,Events that made people better off,,,,
31007705,A,Borehole,,,,
31007705,D,,,,,
31007705,A,Flood,FLOOD,,2019,ALMOST ALL
31007705,C,Crop Pest,CROP DISEASE/PESTS,,2016,ALMOST ALL
31007705,B,Built new houses,,,,
31007705,D,,,,,
31007705,,Events that made people worse off,,,,
31008706,D,Livestock Deceases,LIVESTOCK DISEASE,,2018,ALMOST ALL
31008706,C,,,,,
31008706,,Events that made people better off,,,,
31008706,A,School Staff Room,,,,
31008706,B,Boreholes,,,,
31008706,B,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31008706,D,,,,,
31008706,A,Drought,DROUGHT,,2017,ALMOST ALL
31008706,C,Floods,FLOOD,,2019,ALMOST ALL
31008706,,Events that made people worse off,,,,
31010707,B,Floods,FLOOD,,2019,ALMOST ALL
31010707,C,,,,,
31010707,,Events that made people worse off,,,,
31010707,,Events that made people better off,,,,
31010707,B,,,,,
31010707,D,Lack ofLivestock Market,SHARP CHANGE IN PRICES,,2018,3/4
31010707,A,Tap Water,,,,
31010707,A,Dry Spells,DROUGHT,,2018,ALMOST ALL
31010707,C,Crop Pest and Livestock Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
31010707,D,,,,,
31020708,B,,,,,
31020708,A,NEW FARMING METHOD,,,,
31020708,A,DROUGHT,DROUGHT,,2017,1/2
31020708,,Events that made people better off,,,,
31020708,C,,,,,
31020708,C,HEAVY RAINS,OTHER BAD (SPECIFY),,2019,1/2
31020708,B,HEAVY WIND,OTHER BAD (SPECIFY),,2019,1/2
31020708,D,,,,,
31020708,D,FLOODS,FLOOD,,2019,1/2
31020708,,Events that made people worse off,,,,
31101709,D,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31101709,,Events that made people better off,,,,
31101709,C,,,,,
31101709,,Events that made people worse off,,,,
31101709,B,,,,,
31101709,C,Livestock Deceases,LIVESTOCK DISEASE,,2018,1/2
31101709,A,Drought,DROUGHT,,2016,ALMOST ALL
31101709,B,Floods,FLOOD,,2019,ALMOST ALL
31101709,D,,,,,
31101709,A,Road Construction,,,,
31101710,B,,,,,
31101710,D,,,,,
31101710,C,Crop Pest,CROP DISEASE/PESTS,,2019,ALMOST ALL
31101710,,Events that made people worse off,,,,
31101710,D,,,,,
31101710,A,Drought,DROUGHT,,2018,ALMOST ALL
31101710,B,Floods,FLOOD,,2019,ALMOST ALL
31101710,A,Irrigation,,,,
31101710,C,,,,,
31101710,,Events that made people better off,,,,
31102711,A,Donations from NGO,,,,
31102711,,Events that made people better off,,,,
31102711,,Events that made people worse off,,,,
31102711,C,,,,,
31102711,A,Erratic rains,DROUGHT,,2019,ALMOST ALL
31102711,B,Human diseases,HUMAN EPIDEMIC DISEASE,,2017,1/4
31102711,B,,,,,
31102711,D,Price increases,SHARP CHANGE IN PRICES,,2017,1/2
31102711,C,Lack of employment,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
31102711,D,,,,,
31104712,B,Crop Pests,CROP DISEASE/PESTS,,2018,3/4
31104712,A,School Blocks,,,,
31104712,B,,,,,
31104712,D,,,,,
31104712,A,Floods,FLOOD,,2019,ALMOST ALL
31104712,,Events that made people better off,,,,
31104712,C,Animal Diseases,LIVESTOCK DISEASE,,2018,1/2
31104712,D,,,,,
31104712,C,,,,,
31104712,,Events that made people worse off,,,,
31104713,D,OUTBREAK OF ARMY WORMS,CROP DISEASE/PESTS,,2019,3/4
31104713,C,,,,,
31104713,B,OUTBREAK OF NEW DISEASE IN CHICKENS,LIVESTOCK DISEASE,,2018,1/2
31104713,,Events that made people better off,,,,
31104713,A,MAINTENANCE OF A SCHOOL BLOCK,,,,
31104713,C,STRONG WINDS,OTHER BAD (SPECIFY),,2019,ALMOST NONE
31104713,,Events that made people worse off,,,,
31104713,A,FLOOD,FLOOD,,2019,ALMOST NONE
31104713,B,INTRODUCTION OF BOREHOLE,,,,
31104713,D,,,,,
31104714,B,,,,,
31104714,B,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31104714,D,,,,,
31104714,D,,,,,
31104714,C,,,,,
31104714,,Events that made people worse off,,,,
31104714,C,,,,,
31104714,A,Floods,FLOOD,,2019,ALMOST ALL
31104714,A,Road Construction,,,,
31104714,,Events that made people better off,,,,
31104715,A,Floods,FLOOD,,2019,ALMOST ALL
31104715,B,Crop Pest,CROP DISEASE/PESTS,,2016,3/4
31104715,D,,,,,
31104715,,Events that made people better off,,,,
31104715,D,Livestock Deceases,LIVESTOCK DISEASE,,2018,1/2
31104715,C,,,,,
31104715,A,Nursery,,,,
31104715,B,,,,,
31104715,,Events that made people worse off,,,,
31104715,C,Draught,DROUGHT,,2017,3/4
31104716,D,,,,,
31104716,,Events that made people better off,,,,
31104716,C,,,,,
31104716,B,Drought,DROUGHT,,2016,ALMOST ALL
31104716,,Events that made people worse off,,,,
31104716,A,Recovery Projects,,,,
31104716,D,Crop Pests,CROP DISEASE/PESTS,,2017,ALMOST ALL
31104716,A,Floods,FLOOD,,2019,ALMOST ALL
31104716,B,,,,,
31104716,C,Livestock Deceases,LIVESTOCK DISEASE,,2018,1/2
31105717,B,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31105717,C,,,,,
31105717,,Events that made people better off,,,,
31105717,A,Floods,FLOOD,,2018,ALMOST ALL
31105717,C,Drought,DROUGHT,,2017,ALMOST ALL
31105717,B,,,,,
31105717,D,,,,,
31105717,,Events that made people worse off,,,,
31105717,D,,,,,
31105717,A,Boreholes,,,,
31105718,,Events that made people worse off,,,,
31105718,C,Tape water on solar system,,,,
31105718,B,Tarmac road at 2 kilometers,,,,
31105718,C,Floods on gardens,FLOOD,,2016,3/4
31105718,A,Erratic rains,DROUGHT,,2019,ALMOST ALL
31105718,D,Sharp increase on item prices,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
31105718,A,Floods bring fertile soil,,,,
31105718,D,,,,,
31105718,,Events that made people better off,,,,
31105718,B,Corruption on irrigation scheme,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
31105719,D,,,,,
31105719,,Events that made people better off,,,,
31105719,D,Livestock Diceases,LIVESTOCK DISEASE,,2018,1/2
31105719,C,,,,,
31105719,C,Crop Pests,CROP DISEASE/PESTS,,2016,ALMOST ALL
31105719,B,Drought,DROUGHT,,2016,ALMOST ALL
31105719,A,Borehole,,,,
31105719,,Events that made people worse off,,,,
31105719,A,Floods,FLOOD,,2019,ALMOST ALL
31105719,B,School Office,,,,
31106720,C,Storm wind,OTHER GOOD (SPECIFY),STRONG WINDS,2019,1/4
31106720,C,Cash transfer,,,,
31106720,A,Erratic rains,FLOOD,,2017,ALMOST ALL
31106720,D,,,,,
31106720,A,"Food Aid, seeds,  agriculture equipments",,,,
31106720,B,Drought,DROUGHT,,2020,ALMOST ALL
31106720,B,Agriculture inputs fertilizer,,,,
31106720,,Events that made people worse off,,,,
31106720,,Events that made people better off,,,,
31106720,D,Deforestation,OTHER GOOD (SPECIFY),BURNING TREES FOR CHARCOAL,2019,1/4
31106721,C,Drought,DROUGHT,,2017,ALMOST ALL
31106721,,Events that made people better off,,,,
31106721,C,,,,,
31106721,,Events that made people worse off,,,,
31106721,D,,,,,
31106721,D,,,,,
31106721,A,School Toilets,,,,
31106721,B,,,,,
31106721,B,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31106721,A,Floods,FLOOD,,2019,ALMOST ALL
31107722,C,,,,,
31107722,,Events that made people better off,,,,
31107722,A,MAINTENANCE OF BOREHOLES,,,,
31107722,,Events that made people worse off,,,,
31107722,B,DROUGHT,DROUGHT,,2018,ALMOST ALL
31107722,D,,,,,
31107722,C,OUTBREAK OF FOOT AND MOUTH DISEASE IN CATTLE AND GOATS,LIVESTOCK DISEASE,,2018,1/4
31107722,B,,,,,
31107722,A,HEAVY RAINS,OTHER BAD (SPECIFY),,2019,1/2
31107722,D,FLOODS,FLOOD,,2019,1/2
31107723,A,Floods,FLOOD,,2019,ALMOST ALL
31107723,A,Energy Project,,,,
31107723,,Events that made people worse off,,,,
31107723,D,,,,,
31107723,C,Livestock Diseases,LIVESTOCK DISEASE,,2018,1/4
31107723,D,,,,,
31107723,B,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
31107723,B,School Maintanance,,,,
31107723,C,Irrigation Scheme,,,,
31107723,,Events that made people better off,,,,
31107724,,Events that made people worse off,,,,
31107724,C,CONSTRUCTION OF A MARKET,,,,
31107724,A,OUTBREAK OF NEW CASTLE,LIVESTOCK DISEASE,,2019,1/2
31107724,B,INTRODUCTION OF BOREHOLES,,,,
31107724,B,DROUGHT,DROUGHT,,2017,1/2
31107724,A,INTRODUCTION PIPED WATER,,,,
31107724,D,,,,,
31107724,C,OUTBREAK OF FOOT AND MOUTH DISEASE,LIVESTOCK DISEASE,,2017,1/4
31107724,,Events that made people better off,,,,
31107724,D,FLOODS,FLOOD,,2018,1/2
31107725,C,Dry spells,DROUGHT,,2018,ALMOST ALL
31107725,D,,,,,
31107725,C,,,,,
31107725,B,Crop insects,CROP DISEASE/PESTS,,2018,ALMOST ALL
31107725,A,Bridge,,,,
31107725,,Events that made people better off,,,,
31107725,,Events that made people worse off,,,,
31107725,B,Borehole,,,,
31107725,A,Floods,FLOOD,,2019,ALMOST ALL
31107725,D,,,,,
31108726,,Events that made people worse off,,,,
31108726,D,,,,,
31108726,B,Food Aid,,,,
31108726,A,Cultivation of sweet potatoes in dimba,,,,
31108726,D,Armyworms,CROP DISEASE/PESTS,,2016,ALMOST ALL
31108726,,Events that made people better off,,,,
31108726,C,Human diseases,HUMAN EPIDEMIC DISEASE,,2016,1/4
31108726,C,,,,,
31108726,B,Climate Change,FLOOD,,2019,ALMOST ALL
31108726,A,Deforestation,OTHER BAD (SPECIFY),,2016,ALMOST ALL
31109727,D,,,,,
31109727,,Events that made people worse off,,,,
31109727,A,Teacher Houses and School Block,,,,
31109727,B,,,,,
31109727,B,Crop Pests,CROP DISEASE/PESTS,,2017,ALMOST ALL
