ea_id,com_ce01a,com_ce01b,com_ce01c,com_ce01a_oth,com_ce01b_oth,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05b,com_ce05a_oth,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08b,com_ce08a_oth,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
20820428,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,LARGE-SCALE COMMERCIAL INDUSTRY,,,,YES,1/4,RURAL AREAS,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20901429,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,CIVIL SERVICE,,,YES,OUTSIDE MALAWI,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,6000,1,MONTH,1/4,2000,1,MONTH,1/4
20902430,FARMING,CIVIL SERVICE,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,URBAN CENTERS,1000,500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,23000,24,DAY,ALMOST ALL,23000,24,DAY,ALMOST ALL
20902431,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CHARCOAL,CHARCOAL,CHARCOAL,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,YES,RURAL AREAS,1000,1000,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,2600,1,MONTH,1/4,14200,24,DAY,1/4
20903432,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,URBAN CENTERS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,NO,,,,,,,,
20903433,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,500,1000,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20903434,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,URBAN CENTERS,1000,1000,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20904436,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,YES,RURAL AREAS,900,2000,FARMING,"BEER BREWING, KACHASU",,,NO,,,,,,,,
20905437,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,"FIREWOOD,CHARCOAL SELLING",FISHING,,,YES,RURAL AREAS,100,100,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
20905438,FARMING,OTHER (SPECIFY),"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,URBAN CENTERS,1000,1000,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,21800,1,MONTH,1/4,21800,1,MONTH,1/4
20906439,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1500,FARMING,,,,NO,,,,,,,,
20907440,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,500,1400,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,900,1,DAY,1/4,900,1,DAY,1/4
20908441,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",WEAVING,WEAVING,YES,URBAN CENTERS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,900,1,DAY,1/2,21600,24,DAY,1/2
20908442,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,OUTSIDE MALAWI,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,NO,,,,,,,,
20909443,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,URBAN CENTERS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,YES,15000,1,MONTH,1/4,15000,1,MONTH,1/4
20909444,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,URBAN CENTERS,100,100,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,2600,1,MONTH,1/4,2600,1,MONTH,1/4
20910445,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20910446,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
20910447,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,RURAL AREAS,700,700,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
20910448,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,URBAN CENTERS,600,1000,FARMING,,,,YES,14000,1,MONTH,ALMOST ALL,14000,1,MONTH,ALMOST ALL
20911449,FARMING,,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,YES,RURAL AREAS,700,1000,SMALL-SCALE TRADE & SERVICE PROVISION,FISHING,,,YES,2000,1,MONTH,1/4,2200,1,MONTH,1/4
20920450,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,YES,RURAL AREAS,1000,1000,FARMING,CIVIL SERVICE,,,NO,,,,,,,,
21033451,LARGE-SCALE COMMERCIAL INDUSTRY,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,NO,,,,,,,YES,RURAL AREAS,3000,3000,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,NO,,,,,,,,
21037452,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,RURAL AREAS,2000,2000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,21000,24,DAY,ALMOST NONE,21000,24,DAY,ALMOST NONE
21040453,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,FARMING,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,1000,1,DAY,1/4,1000,1000,DAY,3/4
21051454,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,NO,,,,,,,YES,RURAL AREAS,1500,1000,PROFESSIONAL OCCUPATIONS,,,,YES,21000,1,MONTH,ALMOST NONE,21000,1,MONTH,ALMOST NONE
21051455,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,"FIREWOOD,CHARCOAL SELLING",,,,YES,3/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,RURAL AREAS,1500,1500,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",OTHER (SPECIFY),DOMESTIC HOUSEWORK,DOMESTIC HOUSEWORK,YES,21000,24,DAY,1/4,860,1,DAY,3/4
21052456,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,NO,,,,,,,YES,RURAL AREAS,1500,1500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,6000,21,DAY,ALMOST NONE,6000,21,DAY,ALMOST NONE
21053457,SMALL-SCALE TRADE & SERVICE PROVISION,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",CIVIL SERVICE,,,,NO,,,,,,,NO,,700,700,,,,,YES,1000,3,WEEK,1/4,1000,3,WEEK,3/4
21053458,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,FARMING,,,,YES,3/4,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,21,24,DAY,1/4,21000,24,DAY,3/4
21054459,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),BLICKLAYERS,BLICKLAYERS,BLICKLAYERS,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1500,1500,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
21055460,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,NO,,,,,,,NO,,2000,2000,,,,,YES,21000,21,DAY,ALMOST NONE,21000,21,DAY,ALMOST NONE
21055461,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,CIVIL SERVICE,PROFESSIONAL OCCUPATIONS,,,NO,,,,,,,,
21055462,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),NO,,,,,,,NO,,1500,1500,,,,,YES,21000,4,WEEK,ALMOST NONE,21000,4,WEEK,ALMOST NONE
21055463,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,PROFESSIONAL OCCUPATIONS,,,,YES,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1500,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
21066464,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,TRANSPORT,,,,NO,,,,,,,YES,RURAL AREAS,2000,2000,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,NO,,,,,,,,
21066465,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,3/4,URBAN CENTRES,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,500,500,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOR(GANYU),CASUAL LABOR(GANYU),YES,21000,24,DAY,1/4,875,1,DAY,3/4
21066466,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,RURAL AREAS,1500,1500,PROFESSIONAL OCCUPATIONS,,,,YES,21000,4,WEEK,ALMOST NONE,21000,4,WEEK,ALMOST NONE
21066467,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,OTHER (SPECIFY),BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,NO,,1500,1500,,,,,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
21068468,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,TRANSPORT,,,,NO,,,,,,,NO,,1500,1500,,,,,YES,21500,4,WEEK,ALMOST NONE,21500,4,WEEK,ALMOST NONE
21074469,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,URBAN CENTRES,OTHER (SPECIFY),FARMING,,,YES,RURAL AREAS,250,250,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,1000,3,WEEK,1/4,700,1,DAY,1/2
21074470,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,RURAL AREAS,1500,1000,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,NO,,,,,,,,
21075471,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,TRANSPORT,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,,
21079472,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,TRANSPORT,,,,NO,,,,,,,YES,RURAL AREAS,1500,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,21000,14,DAY,1/4,21000,14000,DAY,3/4
21080473,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,FARMING,,,,NO,,,,,,,YES,RURAL AREAS,2000,2000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,21000,21,DAY,ALMOST NONE,21000,21,DAY,ALMOST NONE
21080474,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,YES,RURAL AREAS,750,1000,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,14700,21,DAY,1/4,14700,21,DAY,1/4
21080475,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,RURAL AREAS,1500,1500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
21081476,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,NO,,,,,,,YES,RURAL AREAS,1500,1000,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,YES,21000,12,DAY,ALMOST NONE,21000,12,DAY,1/4
21083477,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,FARMING,,,,NO,,,,,,,YES,RURAL AREAS,1500,1500,FARMING,PROFESSIONAL OCCUPATIONS,,,YES,14000,24,DAY,ALMOST NONE,14000,24,DAY,ALMOST NONE
21085478,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,URBAN CENTRES,FARMING,OTHER (SPECIFY),,,YES,URBAN CENTERS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
21086479,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,LARGE-SCALE COMMERCIAL INDUSTRY,,,,NO,,,,,,,YES,RURAL AREAS,2000,1500,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,21000,4,WEEK,ALMOST NONE,21000,4,WEEK,ALMOST NONE
21086480,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,,,,YES,1/2,URBAN CENTRES,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,1000,3,WEEK,1/4,21000,21,DAY,3/4
21086481,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,YES,RURAL AREAS,2000,1500,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,YES,21000,21,DAY,ALMOST NONE,21000,21,DAY,ALMOST NONE
21087482,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,700,1000,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,YES,21000,21,DAY,ALMOST NONE,21000,21,DAY,ALMOST NONE
21087483,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,RURAL AREAS,2000,2000,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21000,1,MONTH,1/4,21000,1,MONTH,3/4
21088484,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,RURAL AREAS,1500,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
30101485,FARMING,FISHING,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,200,FISHING,FARMING,,,NO,,,,,,,,
30101486,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,RURAL AREAS,1000,500,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
30101487,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,900,1,DAY,1/4,900,1,DAY,3/4
30102488,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,1000,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
30102489,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,FISHING,FARMING,,,NO,,500,300,,,,,YES,900,1,DAY,1/4,900,1,DAY,3/4
30103490,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,1000,500,,,,,NO,,,,,,,,
30104491,FARMING,"FIREWOOD,CHARCOAL SELLING","BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FARMING,,,,YES,900,1,DAY,1/4,900,1,DAY,3/4
30104492,FARMING,,,,,,YES,1/2,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,1000,600,,,,,NO,,,,,,,,
30104493,FARMING,,,,,,YES,3/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,NO,,200,200,,,,,NO,,,,,,,,
30105494,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1500,1500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
30105495,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,,CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
30106496,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
30106497,FARMING,CIVIL SERVICE,,,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,YES,RURAL AREAS,962,962,FARMING,,,,NO,,,,,,,,
30106498,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
30107499,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1500,1500,FISHING,FARMING,,,NO,,,,,,,,
30107500,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,1000,400,,,,,NO,,,,,,,,
30108501,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/2,OUTSIDE MALAWI,FARMING,PROFESSIONAL OCCUPATIONS,,,YES,RURAL AREAS,800,500,FARMING,PROFESSIONAL OCCUPATIONS,,,NO,,,,,,,,
30108502,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,NO,,2500,1000,,,,,NO,,,,,,,,
30109503,FARMING,FISHING,PROFESSIONAL OCCUPATIONS,,,,YES,1/2,OUTSIDE MALAWI,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,FISHING,,,YES,900,1,DAY,ALMOST NONE,900,1,DAY,ALMOST ALL
30110504,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,500,300,FISHING,,,,NO,,,,,,,,
30111505,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,1000,700,,,,,YES,21100,24,DAY,1/4,21100,24,DAY,3/4
30114506,FARMING,,,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,800,400,,,,,NO,,,,,,,,
30120507,FISHING,FARMING,,,,,YES,ALMOST NONE,OUTSIDE MALAWI,PROFESSIONAL OCCUPATIONS,OTHER (SPECIFY),,,YES,URBAN CENTERS,500,500,OTHER (SPECIFY),,NONE,,YES,600,1,DAY,1/2,600,1,DAY,1/2
30121508,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,URBAN CENTERS,5000,1000,OTHER (SPECIFY),PROFESSIONAL OCCUPATIONS,ASSORTED,ASSORTED,NO,,,,,,,,
30201509,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
30201510,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,YES,URBAN CENTERS,1500,600,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
30201511,FARMING,"FIREWOOD,CHARCOAL SELLING","BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,RURAL AREAS,1500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
30202512,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,300,FARMING,,,,NO,,,,,,,,
30203513,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),FARMING,CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,YES,RURAL AREAS,500,500,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,NO,,,,,,,,
30204514,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,800,500,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,,
30205515,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),CASUAL LABOR(GANYU),CASUAL LABOR(GANYU),YES,24000,21,DAY,1/4,24000,21,DAY,1/2
30206516,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,FISHING,,,,YES,1/2,OUTSIDE MALAWI,FARMING,,,,YES,RURAL AREAS,1000,400,FARMING,,,,NO,,,,,,,,
30206517,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,1000,FARMING,FISHING,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
