ea_id,com_ci0b,com_ci01,com_ci0b_oth,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
31001689,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001689,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001690,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001690,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001690,Forest,Yes,,YES,YES,NO,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31001690,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001690,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001691,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001691,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001691,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001691,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Limitations on number of users at a given time,,,,,,Confiscation of tools/products,,,,,,Fully Effective,NO,,,NO,
31001691,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001692,Unallocated Arable Land,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31001692,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001692,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31001692,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001692,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002693,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002693,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002693,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002693,Forest,Yes,,YES,YES,NO,NO,YES,Use guards,,Use the threat of Physical punishment,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31002693,Pasture,Yes,,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31002694,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002694,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002694,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002694,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002694,Water Body: Specify,Yes,SHIRE,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31002695,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002695,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002695,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002695,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002695,Water Body: Specify,Yes,MKOMBEZI,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31003696,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003696,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31003696,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003696,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003696,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003697,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003697,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003697,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003697,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003697,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003698,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003698,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003698,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003698,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003698,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004699,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004699,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004699,Pasture,Yes,,YES,YES,NO,YES,YES,Use guards,GET PERMISSION BEFORE USE,Other (Specify),GET PERMISSION BEFORE USE,,,No restrictions,,,,,,Do nothing,,Use threat of fine,,,,Somewhat Effective,NO,,,NO,
31004699,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004699,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005700,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005700,Forest,Yes,,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31005700,Pasture,Yes,,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31005700,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005700,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005701,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005701,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005701,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005701,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005701,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006702,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006702,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
31006702,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006702,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006702,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007703,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007703,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007703,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007703,Pasture,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
31007703,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007704,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,Other (Specify),NONECANUSETHEFORESTITISUSEDASWATERBARRIER,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
31007704,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007704,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007704,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007704,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007705,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007705,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31007705,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007705,Water Body: Specify,Yes,SHIRE,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31007705,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008706,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31008706,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008706,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008706,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008706,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010707,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010707,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31010707,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010707,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31010707,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020708,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020708,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020708,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020708,Forest,Yes,,YES,YES,NO,NO,YES,Use guards,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
31020708,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101709,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101709,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31101709,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101709,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101709,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101710,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101710,Forest,Yes,,YES,NO,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Confiscation of tools/products,,Use the threat of physical punishment,,,,Fully Effective,NO,,,NO,
31101710,Unallocated Arable Land,Yes,,YES,YES,YES,YES,YES,Other (Specify),NORESTRICTIONS,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31101710,Pasture,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31101710,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102711,Unallocated Arable Land,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
31102711,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102711,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
31102711,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102711,Pasture,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31104712,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104712,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104712,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104712,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104712,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104713,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104713,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104713,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104713,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104713,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104714,Forest,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31104714,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31104714,Unallocated Arable Land,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31104714,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104714,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104715,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104715,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31104715,Water Body: Specify,Yes,RUO,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31104715,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104715,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104716,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104716,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104716,Water Body: Specify,Yes,RIVER,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
31104716,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104716,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,Use guards,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
31105717,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105717,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31105717,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105717,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105717,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105718,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105718,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105718,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31105718,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105718,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
31105719,Water Body: Specify,Yes,SHIRE,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31105719,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105719,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31105719,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31105719,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106720,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106720,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106720,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106720,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106720,Water Body: Specify,Yes,WATER DAMS,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31106721,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106721,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106721,Forest,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31106721,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31106721,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107722,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107722,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107722,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107722,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107722,Forest,Yes,,YES,YES,YES,YES,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31107723,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107723,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107723,Forest,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31107723,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107723,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107724,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107724,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107724,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107724,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107724,Water Body: Specify,Yes,RIVER,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31107725,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107725,Pasture,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31107725,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107725,Forest,Yes,,YES,NO,NO,NO,YES,Use guards,,Use the threat of Fine,,,,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
31107725,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108726,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108726,Forest,Yes,,YES,YES,NO,NO,YES,Other (Specify),PICKONLYDRYWOOD,,,,,No restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,NO,,,NO,
31108726,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108726,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108726,Unallocated Arable Land,Yes,,YES,YES,NO,YES,YES,Other (Specify),NOTCUTTINGDOWNTREESBUTPICKDRYWOOD,,,,,No restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,NO,,,NO,
31109727,Forest,Yes,,YES,YES,NO,YES,YES,Use the threat of Fine,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
31109727,Unallocated Arable Land,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Social sanctions,,,,,,Somewhat Effective,NO,,,NO,
31109727,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109727,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109727,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110728,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110728,Pasture,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
31110728,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110728,Forest,Yes,,YES,YES,NO,YES,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
31110728,Unallocated Arable Land,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31120729,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120729,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120729,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120729,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120729,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120730,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120730,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120730,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120730,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120730,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201731,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201731,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201731,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201731,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201731,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201732,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201732,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201732,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
31201732,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201732,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201733,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201733,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201733,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201733,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201733,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201734,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201734,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201734,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201734,Forest,Yes,,YES,NO,NO,YES,YES,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31201734,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202735,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202735,Forest,Yes,,YES,YES,YES,YES,YES,Use the threat of Physical punishment,,Use the threat of Fine,,,,Limitations on number of users at a given time,,Rotation among groups of families,,Time restrictions,,Use threat of fine,,Confiscation of tools/products,,Use the threat of physical punishment,,Somewhat Effective,NO,,,NO,
31202735,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202735,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202735,Unallocated Arable Land,Yes,,YES,NO,YES,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,Use guards,,Time restrictions,,Limitations on number of users at a given time,,Rotation among groups of families,,Confiscation of tools/products,,Use threat of fine,,Use the threat of physical punishment,,Fully Effective,NO,,,NO,
31202736,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202736,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202736,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202736,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202736,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202737,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202737,Pasture,Yes,,YES,NO,NO,YES,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Confiscation of tools/products,,Use threat of fine,,Use the threat of physical punishment,,Somewhat Effective,NO,,,NO,
31202737,Unallocated Arable Land,Yes,,YES,NO,NO,YES,YES,Use guards,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Fully Effective,NO,,,NO,
31202737,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202737,Forest,Yes,,YES,YES,YES,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Religious sanctions,,Time restrictions,,Limitations on number of users at a given time,,Rotation among groups of families,,Use threat of fine,,Confiscation of tools/products,,Use the threat of religious sanctions,,Somewhat Effective,NO,,,NO,
31202738,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202738,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202738,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202738,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202738,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203739,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203739,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203739,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203739,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
31203739,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
