case_id,HHID,gardenid,ag_i202,ag_i203_1a,ag_i203_1b,ag_i203_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b,ag_i_2_20,ag_i_2_20Oth
208034150230,caf1a51cfbc14eb49a8175d649d33808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306016030228,cb56aba640d44bfda01665a591f9293b,DG04,2,4,,2018,YES,10000,2000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
312097510101,cb5cf5e9fb4f49e49fe644fc933e1b19,DG03,1,2,,2000,NO,150000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
104051810067,cb5df90ac9b448ccb7af08e31a286f27,DG03,2,1,,2014,NO,300000,40000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
301074990055,cb64a995154045d092fcef8d35f47cbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301085010171,cb7b22d266844245ad7dbf58a4adae50,DG03,1,1,,2006,NO,100000,25000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
207074010038,cb93e44a8187488eb2bd410201832819,DG03,1,1,,2018,YES,400000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
313017540181,cb9728d9d2de494581e294af7f8f26dc,DG06,1,2,,2016,NO,55000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
103121650179,cba0fa54bfa74ada8d6382d8aab3fae7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101031110196,cbb2283e752d4978ad0512417e05e861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306026090087,cbdf1c4a87da436581ca7a663598a681,DG03,1,3,,2007,NO,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
101021070182,cbedb68833024df59583648863d783c4,DG03,1,2,,1985,NO,20000,4000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
310016900023,cc069db7225548df8a413c0ccb9dd96a,DG03,1,2,,1997,YES,250000,25000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
205023320096,cc0d1399c85f4d7b848d6022efb1e995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870168,cc2db8c346dc4f25bc020eefa50760b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017570032,cc416103387941feb0121452c5b705c9,DG02,1,2,,2000,NO,25000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
101011000190,cc43ef9ad8aa45c28c6b1ec1daf1effc,DG03,2,1,,2009,NO,70000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
206123750310,cc5bc5d83bf340d6bf3aa182d4152ce2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305055870203,cc77c67151654d3baca49ce38c83dd63,DG04,2,2,,1986,NO,200000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
204043160095,cc87c8519f0340fc832b6dd6c5b85c18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304075720060,cc8b835f808f42d78a5b7dedda10c475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011000071,cc8f211413cd493e83e01a96aba95bbb,DG03,2,1,,1990,NO,80000,8000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311047120184,cca295e79b5449419045b20874f29e2f,DG03,1,,,,,,,,,,,,,2500,0,Other (Specify),DIMBA SEASON,1,.a,1,.a,Cultivated,,,,,,,,,,,
311047120184,cca295e79b5449419045b20874f29e2f,DG04,1,,,,,,,,,,,,,2500,0,Other (Specify),DIMBA SEASON,2,.a,1,.a,Cultivated,,,,,,,,,,,
105062020123,ccc9214c71db48fb9da3ae30759cda4d,DG05,1,1,,,NO,500000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
309056780106,ccccd3f24b224692903fdf10b682e73d,DG04,1,,,,,,,,,,,,,2000,0,Full Year (Rainy &amp; Dimba Seasons),,3,.a,1,.a,Cultivated,,,,,,,,,,,
208024130466,ccd3502f095d43859ccb9341cd81955f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305065900274,cce6febb2b1e4a9a88e68976cfff3f37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206043580177,cd39b6210e9e4635931f82ad9f4c7fda,DG03,1,,,2006,NO,20000,2500,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105021950107,cd488fd52bda47adacaaed73b744b5a0,DG04,1,2,,,NO,50000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206023540028,cd58df79cdfd4b00b47f5ed3ee4cbbae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202062740149,cd7129b20a0541468de05aeccb67a2ae,DG06,2,1,,2012,NO,600000,40000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308036500537,cd9925d33996490aa1ef86c231210104,DG03,2,,,,,,,,,,,,,,,,,4,.a,1,.a,Cultivated,,,,,,,,,,,
310016880052,cdd4cb41e67e40e6a2bcffe20468d32d,DG04,1,,,,,,,,,,,,,25000,0,Full Year (Rainy &amp; Dimba Seasons),,2,.a,1,2,Cultivated,,,,,,,,,,,
313017570050,cdd5f978c2d645a8ad4d02c70c19c7b0,DG02,2,9,,1994,NO,150000,40000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
303055390201,cdfbe8d22f4e41e3b7a85f026d952a69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207023880067,ce11e00e8b65430b9d022b78b14f4649,DG04,2,2,,2006,NO,80000,13000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
303075460178,ce1938f5a1354185b2e0f703f80df617,DG05,2,4,,1979,NO,50000,2500,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
203032890027,ce2217dcdd654667a92bec64617390a0,DG04,1,1,,2017,NO,350000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
203042930136,ce2cb0eb12df4c55bf6e1591246fcedb,DG02,1,2,,,NO,30000,2000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
303065420084,ce4b888b45244ed1a4cab7540e142965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206023550014,ce5ed6b70fb042e795be8425e9064d56,DG02,1,2,,2012,YES,300000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
205013280948,ce885a59062f475e96a33a3117e592df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103121660089,ce97d4fe0ebb4eee8c921539ed3c178d,DG05,1,1,,,NO,80000,8000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
310067020056,ceaf057d51c8422db67598a6e57e1c6e,DG03,2,1,,2000,NO,3000000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311047150360,cedb51aeca584d7bbfe39f8fc94d6d16,DG02,1,,,,,,,,,,,,,5000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
205013270142,cedf74a7599d4daaa00b859006169f7b,DG04,1,3,,,NO,1000000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207074000038,cf06cb9b4a994226979ca2bc5fa44819,DG04,2,2,,2010,NO,220000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208084270064,cf0cfd5b198e4a628e051ef1a93e9f9b,DG06,1,2,,1960,NO,80000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208084270064,cf0cfd5b198e4a628e051ef1a93e9f9b,DG05,1,2,,1960,NO,80000,35000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208084270064,cf0cfd5b198e4a628e051ef1a93e9f9b,DG04,1,2,,1960,NO,100000,40000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307106350093,cf5792f395864fd7912de7d0eac99055,DG03,2,1,,,YES,50000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
206153780105,cf6e19309141430b8d2a00a39a9325bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309046760269,cf723d6e85af48aa9030be547a294857,DG03,2,,,,,,,,,,,,,2000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
206083690147,cfa75fa31af343e8b2baae029571ce78,DG04,1,1,,,NO,250000,60000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
103101630070,d0055dc9dac140d5bc538e495c8bcd15,DG06,1,,,1989,NO,100000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105021930030,d025df802c8241bab19837075506cab7,DG04,1,1,,1986,NO,1500000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
303095500288,d029ab1d90cd4ce489884d4a1b333f63,DG03,1,4,,2018,NO,200000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311047150107,d0444fb5ded84a4bb9b618ce44a5026c,DG02,2,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
206043580102,d0625cd3f69b496da6a4202bbc1897c3,DG03,1,1,,2006,NO,60000,15000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
309026730210,d06aa65012d845df9dbf0a47574bd25b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202072810124,d09eea0cd98b46b2830fb63ec8ac8d7f,DG02,1,2,,1995,NO,100000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206083670171,d0b138703bae4f27b9770a9b9d06dd98,DG04,1,1,2,2016,NO,5000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
314357850148,d0b9e9b1369b45e48ad1acd08925202a,DG05,1,1,,2001,NO,10000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
208064230014,d11a9fffe2b140bd869250e5c320e0f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017540072,d11efc86496e4631ae1727be83ab5f14,DG04,1,2,,1998,NO,500000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207084030309,d12cacc02e874617b4502cb634eec2ff,DG04,2,,,,,,,,,,,,,,,,,1,.a,1,2,Cultivated,,,,,,,,,,,
302145280174,d180db3a453d423db7f45af96f04aeaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011060131,d18ae2ef2087438a9abcf791818c9702,DG02,1,,,2008,NO,50000,4000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304095740167,d22e7f17a89b4397ba792b52fa407c69,DG06,2,,,,,,,,,,,,,5000,5000,Other (Specify),DIMBA SEASON,2,.a,1,2,Cultivated,,,,,,,,,,,
303045370189,d2602c6c80e447b1841251b6f28396d8,DG01,1,,,,,,,,,,,,,,,,,1,.a,1,.a,Cultivated,,,,,,,,,,,
209064390026,d287b21d9c714c6ebe4ea391cf4b4575,DG03,2,,,,,,,,,,,,,3500,0,Other (Specify),DIMBA SEASON,1,.a,1,2,Cultivated,,,,,,,,,,,
101011020088,d28d50b33ee84f82a26e265fa2a743cf,DG03,1,2,,2017,YES,200000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206083670213,d2a25fc1d16844b8bea757e792e87216,DG04,1,,,2003,NO,800000,450000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Fallow,,,,,,,,,,,
206083670213,d2a25fc1d16844b8bea757e792e87216,DG05,1,1,,1978,NO,900000,100000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
314337810101,d2a7926b7dd143c483bcc73edd7ca103,DG03,1,,,1995,NO,150000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
301085010106,d2bd1a806f5c486bbcec44d825c19d76,DG02,1,2,,,NO,100000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
305065890097,d2eff0ae46034bf3931ccede3de874fc,DG02,2,1,,2012,NO,280000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311057190239,d3069db542a145f1a157a2be64ca34b3,DG02,1,,,2000,NO,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206053600337,d33a900f08b14873a9b2e6d449f0b2fb,DG03,1,2,,2014,NO,80000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
314317760145,d33e3cc676be4072b27828bae51001c2,DG03,2,,,,,,,,,,,,,8000,0,Other (Specify),DIMBA SEASON,4,.a,1,2,Cultivated,,,,,,,,,,,
304015530294,d3836f496fba44dcac43af62031217f7,DG03,2,,,,,,,,,,,,,,,,,1,.a,1,2,Cultivated,,,,,,,,,,,
207013850012,d38d668fdec3468d8b7397a6fd5df213,DG03,2,1,,2015,NO,300000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208024130134,d390052dc0a047acacb1e971a52b95b7,DG04,1,1,,2015,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307116370038,d3918ec8966d4de597ce16ef09d5e174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206023520257,d3b6dc43b4b04c21acd0812ed62edd32,DG03,1,1,,2017,NO,400000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304045660229,d3ba2b23bcca46d38ae9003ea477182d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310016890234,d436a9f96b2d40c4bdf32f123c556dfb,DG03,2,,,,,,,,,,,,,100000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
104011730230,d454fbe8965a4b5987c18368c4139dbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053170081,d49b4051b1bf41aba3900e21f4ab3aea,DG04,1,1,,,NO,750000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308036510036,d4a539ae813b4a0eabc97b8f65f8a9de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301085010309,d4b5da61bc484c00a51f029e2c784f83,DG04,1,,,2006,NO,150000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
201022380041,d4b68d88efbe4564a0ad76028dea7ebd,DG03,1,1,,2003,NO,50000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
207063990356,d4ee5aa8cfc04864b0a74e8d8d21d497,DG03,1,2,,2000,NO,150000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
311017100414,d50018599b1b40a79cd094d8bcdead2a,DG02,1,,,1990,NO,500000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
306016000123,d519f0d1a8e04ad38f849ef7a8acdcab,DG03,1,1,,2006,NO,150000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
310016890221,d520e22e9f164d359d92083cbbefa362,DG02,2,1,,2003,NO,400000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
210854780035,d5332270f27f4c06bbadb549951e1ae7,DG03,2,1,,2001,NO,1000000,100000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
301074990145,d54842038e0e4ea7a1211c0c2b8f4c37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207033930123,d557b7fcea0a4f84ab17dbe82a69cf15,DG04,1,1,,2001,NO,250000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207074010142,d5762b677bd8479fb15446ade5c22d04,DG03,1,1,,2010,NO,700000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
207063990265,d58f15793459430f82db2f344ba46099,DG04,1,3,,2015,NO,700000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
203042940004,d59071446e4d43169d8fcab95585a1b7,DG04,1,1,,2009,NO,75000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
302065170247,d5b14bb9180141539c7a0cb1c4d1d49e,DG03,2,1,,,NO,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
203032880089,d5b1797127304e2ca93f474719b9ae66,DG03,2,1,,2008,NO,300000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307106330125,d5ee6e0c77a74ac79bc10b5878dd1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101071180217,d5fb3d0094054c37bfc4605c62b88163,DG04,1,1,,2007,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208204280153,d619ae2f633e4d2baa1f82e800f59f8e,DG04,1,2,,2010,NO,70000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
203032910231,d63beaf01dca4e74ae29e15040ce5d3e,DG04,1,1,,2012,NO,150000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206163790221,d64d8756592842ae806b4fecf9eebd11,DG04,1,2,,2005,NO,500000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
303065410060,d670400bf11b4db38a68ba94a91c9be9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209044350072,d6cf2253e26c42b081bf8bfc8bbfd8d8,DG03,2,1,,,NO,100000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
210854780044,d6fb8ea63ed3498ba9c9c9548b846498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202022670039,d7426dde47ed43a880e615c487060e3b,DG04,2,1,,2015,NO,50000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208024120200,d75493078bc3407eb8ddfa22442f458d,DG04,1,1,,2012,NO,200000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
205063380063,d756c2cc1f6142258ac4b0e16d7550af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105092080015,d7576ceb6b7f4fb5947edffed8c456b6,DG02,1,1,,2019,NO,20000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
312057460053,d783eb602e2a4cd29cdac2dea3cd2a93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207074000400,d7b259eb34124bf1995c4443fce086c5,DG03,1,,,,,,,,,,,,,,,,,1,.a,1,.a,Cultivated,,,,,,,,,,,
204013050199,d7c67200558c4465b547f5951486859c,DG03,1,1,,1992,NO,200000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
107452340115,d7f757793da54c6d96425c7f72575fcb,DG02,1,,,,,,,,,,,,,5000,0,Full Year (Rainy &amp; Dimba Seasons),,2,.a,1,2,Cultivated,,,,,,,,,,,
206053620013,d803fbd6b0574eadbc500456ae175b0c,DG03,2,1,,2013,NO,3000000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
301095030058,d804fb8524264f8697c55833d0bac5d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202012660238,d804fb8793b241af8d15cf75f0b54ecc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303045370248,d82e3cd25814499fabeaa58bfa28c27b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208064220144,d82e3e5367dd47319b64ef5a69b3a84c,DG03,2,1,,2014,YES,500000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
205063380085,d85f6c25c7524793bea957e6ff5fb930,DG03,2,,,,,,,,,,,,,8000,0,Other (Specify),DIMBA SEASON,1,.a,1,.a,Cultivated,,,,,,,,,,,
203032890119,d8d095d401914317b7f39da9f0ba7787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307076270080,d8e000cd1ffd4fc7abab236116830e4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308046530191,d8ea04982a364b979a8b582fa0a385ef,DG01,1,1,,1985,NO,25000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
312057450012,d910e38ca7c6469db3720af0f83464b9,DG01,1,,,2018,NO,300000,2000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
310016890001,d96674e3545b414f91ce9bef98341202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209054380056,d99a4e17a3cf489fae0e1cd2be0e464e,DG05,1,2,,2018,NO,100000,20000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
206113730115,d9ecd38dce9e4923b9b2c2d9c405b21b,DG02,1,1,,1980,NO,30000,7000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208044200177,d9f457c0375e4378b564551abfba5e4b,DG03,1,1,,1995,NO,100000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
313017570080,da4196ade9b449a1a629f66e397a0bdc,DG05,1,2,,2008,NO,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
107402280169,da6b1c938e014a2887f89e371c112e9b,DG03,1,1,,2001,NO,350000,25000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208084270015,da97c50aa9d8419099f3651f19d981c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310016890032,dae6c6d30d604692ab1dae4414162d9a,DG02,1,1,,2009,YES,280000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
305075930459,db13a96b8137477192a4031d371c8bb9,DG03,1,1,,1995,NO,200000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207023880245,db2433e49cac46838d2888f63862936b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303095500261,db27f38fe49f479187f8e178f45d5671,DG03,2,,,,,,,,,,,,,8000,0,Other (Specify),DIMBA SEASON,1,.a,1,2,Cultivated,,,,,,,,,,,
309066830094,db2a418cd2264a9fa55833c02a37942f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309016680235,db635ddcf17544cd9e7759971cb3ae15,DG02,1,,,,,,,,,,,,,,,,,1,.a,2,.a,Cultivated,,,,,,,,,,,
307136400226,db7cf3d292984516b83f2f233170718d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360151,dc10e2fa9f9846a4bbba83a82fb4297d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105011920113,dc1a947285644fe1bcf82de3f9ea7e39,DG03,1,1,,1998,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
307056230156,dc468e0a26d444a9b24bc2e103fdf925,DG04,1,1,,1976,NO,500000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
303075430116,dc63c06a7e774816b9a8e0017d18ffb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308036500401,dc788858b9014d53a285e9955ab0e138,DG03,1,1,,1963,NO,50000,3000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
205043340053,dcbc5cdc501540ab8a9fcaebafbd3548,DG03,1,,,,,,,,,,,,,3000,0,Other (Specify),DIMBA SEASON,3,.a,1,2,Cultivated,,,,,,,,,,,
101091200032,dcc636c7ae9749f0a78c74cd223e788b,DG02,1,1,,1998,NO,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207074020165,dccd55b12ab4401dba63bd2aa4f96f3d,DG03,2,1,,2005,NO,30000,20000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
208064230019,dd2c05fdf4eb43ccaa8aeecb49dfd5e6,DG04,1,1,,2014,NO,2000000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
101011060135,dd415f871ee34dfeb480dad92255e98a,DG04,1,,,1995,NO,100000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
310026940175,dd5012597aba42b899d282d3a72065bf,DG02,1,1,,1978,NO,150000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
208064220366,dd5bcc3a92a94e0598272169d86c14fe,DG05,1,1,,1998,NO,300000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
