case_id,HHID,gardenid,plotid,ag_p0_crops,ag_p0c,ag_p0c_oth,ag_p0a,ag_p0aoth,ag_p01,ag_p02a,ag_p02b,ag_p02b_oth,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08b,ag_p08_oth,ag_p08_1,ag_p08_1oth,ag_p09a,ag_p09b,ag_p09b_oth,ag_p09_1
306206170031,134819634f654afaa14a751cd7c6a638,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,2,9999,0,AUGUST,2018,JANUARY,2019,YES,Effects of Insects,,,,,3,50 KG BAG,,FRESH
306206170031,134819634f654afaa14a751cd7c6a638,RG02,T01,Lemon,LEMON,,LEMON (SPECIFY),LEMON,SCATTERED,,,,1,9999,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,1,50 KG BAG,,FRESH
304015540059,1358e68f208d42caae39e96066a20e52,TG01,T01,PAWPAW,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),,SCATTERED,,,,21,2020,20,MARCH,2019,MARCH,2020,NO,,,,,,2,BASKET (DENGU),,FRESH
307136390128,138e81a6d40948a1b65f8c06b06a5a76,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MANGOMANGO AND DOMASI,SCATTERED,,,,4,2007,0,OCTOBER,2019,JANUARY,2020,YES,Other (Specify),,wind,,,2,50 KG BAG,,FRESH
302045140142,138fe65e4394456a9fc55fec3942e856,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),CHEMBE MWANA,SCATTERED,,,,1,9999,0,NOVEMBER,2019,JANUARY,2020,NO,,,,,,20,KILOGRAM,,FRESH
302045140142,138fe65e4394456a9fc55fec3942e856,RG02,T01,CASSAVA,CASSAVA,,Chilikhano2/Mchilingano,,SCATTERED,,,,,,,AUGUST,2019,SEPTEMBER,2019,NO,,,,,,15,KILOGRAM,,FRESH
103061570012,13908448d36c494db21d0ddfa12cac1e,TG02,T01,Cassava,CASSAVA,,Gomani2,,PLANTATION,.87,ACRE,,,,,DECEMBER,2017,NOVEMBER,2018,YES,Other (Specify),,wilting,,,15,50 KG BAG,,FRESH
312087500046,1395942e0b5645a69ae96a56a92d68c4,DG03,T01,MANGO,MANGO,,MANGO (SPECIFY),CHEMBE DODO,SCATTERED,,,,8,1976,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,700,KILOGRAM,,FRESH
312087500046,1395942e0b5645a69ae96a56a92d68c4,DG03,T01,GUAVA,GUAVA,,GUAVA (SPECIFY),GUAVA,SCATTERED,,,,10,2000,6,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,400,KILOGRAM,,FRESH
208064230013,13ba5162580345f58a5dcafb3090f68b,RG02,T01,GUAVA,GUAVA,,GUAVA (SPECIFY),LOCAL,SCATTERED,,,,0,9999,0,MARCH,2019,FEBRUARY,2020,YES,Effects of Crop theft,,,,,3,PAIL (LARGE),,FRESH
208064230013,13ba5162580345f58a5dcafb3090f68b,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,0,9999,0,NOVEMBER,2019,JANUARY,2020,NO,,,,,,1,PAIL (SMALL),,FRESH
201232550020,13ccac9de76d4e30a354bcd1b7e020bc,TG01,T01,MANGOES,MANGO,,MANGO (SPECIFY),MANGOES,SCATTERED,,,,3,9999,0,NOVEMBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,6,50 KG BAG,,FRESH
314357850040,13cf412e8fbd4e39a1abf6a0442aee32,RG02,T01,Cassava,CASSAVA,,Others (Specify),WHITE LOCAL CASSAVA,SCATTERED,,,,,,,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,1,50 KG BAG,,FRESH
208024130229,13d71121a7c34395b7661a41de7010ca,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMA AND KALISERE,SCATTERED,,,,6,2000,0,AUGUST,2017,JANUARY,2018,YES,Effects of Crop theft,,,,,25,PIECE,,FRESH
203052960128,14068423d60645cab5c5f0393e6b8723,TG02,T01,MANGO,MANGO,,MANGO (SPECIFY),DODO,SCATTERED,,,,4,1986,0,DECEMBER,2017,FEBRUARY,2018,NO,,,,,,7,50 KG BAG,,FRESH
309056820250,1407e3ad21f34e649c8e8d31c7ca7790,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,5,1993,0,NOVEMBER,2018,NOVEMBER,2018,NO,,,,,,7,50 KG BAG,,FRESH
305085960094,141483b6681a46f8a9f0f951a4470204,RG03,T01,CASSAVA,CASSAVA,,Twentetwente,,SCATTERED,,,,70,2018,70,NOVEMBER,2018,AUGUST,2019,YES,Effects of Irregular Rains,,,,,0,,,
104041790111,141ad11a17784f0ebf9cb5032395035f,TG03,T01,banana,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,21,2006,0,DECEMBER,2017,APRIL,2018,NO,,,,,,15,50 KG BAG,,NOT APPLICABLE.
104041790111,141ad11a17784f0ebf9cb5032395035f,TG04,T02,cassava,CASSAVA,,Others (Specify),MBUNDUMALE,PLANTATION,2,ACRE,,,,,DECEMBER,2017,DECEMBER,2018,NO,,,,,,30,50 KG BAG,,NOT APPLICABLE.
207063990014,1426c63606974247a95ff9ab5eb4a516,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,7,1995,0,NOVEMBER,2018,FEBRUARY,2019,YES,Effects of Community problems,,,,,0,,,
207063990014,1426c63606974247a95ff9ab5eb4a516,TG01,T02,Mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,2,1990,0,NOVEMBER,2018,FEBRUARY,2019,YES,Effects of Community problems,,,,,0,,,
207063990014,1426c63606974247a95ff9ab5eb4a516,DG03,T03,Sugarcane,OTHER (SPECIFY),Sugarcane,Others CROPS (Specify),LOCAL,SCATTERED,,,,999,1989,0,FEBRUARY,2018,JULY,2019,YES,Effects of Community problems,,,,,5,BUNCH,,FRESH
104041790070,142f2afe9c63420bad9c77fddd72fc4e,TG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,999,2000,0,AUGUST,2017,AUGUST,2018,NO,,,,,,15,BUNCH,,FRESH
104041790070,142f2afe9c63420bad9c77fddd72fc4e,TG04,T02,CASSAVA,CASSAVA,,Others (Specify),MANYOKOLA,PLANTATION,.11,ACRE,,,,,JUNE,2018,JANUARY,2019,NO,,,,,,5,50 KG BAG,,FRESH
102201460330,14651bc65d6f4bdf86aaea33c334ab1e,RG02,T01,Cassava,CASSAVA,,Mkondezi,,PLANTATION,.5,ACRE,,,,,JULY,2018,JUNE,2019,NO,,,,,,5,90 KG BAG,,DRY
206083690265,14769b35fd48496c9ea59771df750071,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,1,1993,0,SEPTEMBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,0,,,
304075720144,147a89a4aaec4267abab8e0400885d14,RG02,T01,T01 mango,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,5,2010,0,OCTOBER,2018,JANUARY,2019,YES,Other (Specify),,heavy winds,,,1,50 KG BAG,,FRESH
307086290030,147efb67332940e58a632c8151089ea3,TG01,T01,PAWPAWS,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),DON'T KNOW,SCATTERED,,,,1,2016,0,NOVEMBER,2019,DECEMBER,2019,YES,Other (Specify),,birds,,,1,PAIL (LARGE),,FRESH
307086290030,147efb67332940e58a632c8151089ea3,TG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),ZANDA,SCATTERED,,,,15,9999,0,DECEMBER,2018,APRIL,2019,YES,Effects of Diseases,,,OTHER SPECIFY,DON'T KNOW,4,PAIL (LARGE),,FRESH
301105040215,1482b017e5df47568605f7547732244b,TG03,T01,CASSAVA,CASSAVA,,Chilikhano2/Mchilingano,,SCATTERED,,,,1000,2017,350,NOVEMBER,2017,JUNE,2019,YES,Effects of Diseases,,,BROWN LEAF SPOT. CERCOSPORIDIUM HENNINGSII,,15,50 KG BAG,,DRY
206033570131,148f25b9328c457785f6037b5a177a7a,RG02,T01,CASSAVA,CASSAVA,,Masangwi,,PLANTATION,.76,ACRE,,999,2019,50,JANUARY,2018,JANUARY,2019,NO,,,,,,1000,KILOGRAM,,FRESH
311067210306,149c9235f0734619a3febab17be249ae,RG02,T01,MANGOES,MANGO,,,,SCATTERED,,,,2,1998,0,DECEMBER,2018,JANUARY,2019,YES,Effects of Animals,,,,,8,PAIL (LARGE),,FRESH
311067210306,149c9235f0734619a3febab17be249ae,RG02,T01,CASSAVA,CASSAVA,,Others (Specify),AKAZI TAAPEZA,SCATTERED,,,,30,2018,30,SEPTEMBER,2018,JUNE,2019,YES,Effects of Animals,,,,,2,OTHER(SPECIFY),LARGE DENGU,FRESH
313017580049,14ba8f1309f8440e8170c33c0d353d68,RG02,T01,tangerine,NAARTJE (TANGERINE),,NAARTJE (TANGERINE) (SPECIFY),MANACHES,SCATTERED,,,,35,2011,0,MARCH,2019,JANUARY,2020,YES,Effects of Community problems,,,,,145,OTHER(SPECIFY),DOZENS,FRESH
309056800209,14d7430e28804c188e7ee02c6844ccf4,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),DON'T KNOW,SCATTERED,,,,1,2001,0,OCTOBER,2018,DECEMBER,2018,NO,,,,,,1,50 KG BAG,,FRESH
312077480134,14e7f75517ad47e9b27466bad6544c8c,RG02,T01,Mpoza,[CUSTADE APPLE] POZA,,[CUSTADE APPLE] POZA (SPECIFY),MPOZA,SCATTERED,,,,1,2016,0,FEBRUARY,2019,MARCH,2019,YES,Effects of Insects,,,,,24,PIECE,,FRESH
101051140004,1500934182fc42a8943e148d85f36efa,RG01,T01,BANANA,BANANA,,BANANA (SPECIFY),HARARE,SCATTERED,,,,3,1996,0,DECEMBER,2018,MAY,2019,NO,,,,,,5,BUNCH,,FRESH
101051140004,1500934182fc42a8943e148d85f36efa,RG01,T01,CASSAVA,CASSAVA,,Others (Specify),MBUNDUMALE,PLANTATION,4.44,ACRE,,,,,DECEMBER,2017,JUNE,2019,NO,,,,,,4,90 KG BAG,,FRESH
308026480041,153c03c608944e5d89ae6bbb6a7730bf,TG01,T01,pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,6,2005,0,AUGUST,2017,AUGUST,2018,NO,,,,,,1,BASKET (DENGU),,FRESH
308026480041,153c03c608944e5d89ae6bbb6a7730bf,TG01,T01,mangoe,MANGO,,MANGO (SPECIFY),BOLOMWA,SCATTERED,,,,2,2005,0,DECEMBER,2017,JANUARY,2018,NO,,,,,,1,BASKET (DENGU),,FRESH
314397910104,156b46f243894f158fc7d2e0a768a58c,TG01,T01,PAWPAW,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,2,2000,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,1,BASKET (DENGU),,FRESH
314397910104,156b46f243894f158fc7d2e0a768a58c,TG01,T01,LEMON,LEMON,,LEMON (SPECIFY),LOCAL,SCATTERED,,,,1,2002,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,1,PAIL (LARGE),,FRESH
314397910104,156b46f243894f158fc7d2e0a768a58c,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),BIG VARIETY,SCATTERED,,,,5,2000,0,NOVEMBER,2018,JANUARY,2019,NO,,,,,,4,BASKET (DENGU),,FRESH
314397910104,156b46f243894f158fc7d2e0a768a58c,TG01,T01,AVOCADO,AVOCADO,,AVOCADO (SPECIFY),LOCAL,SCATTERED,,,,1,2006,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,2,BASKET (DENGU),,FRESH
314397910104,156b46f243894f158fc7d2e0a768a58c,TG01,T01,MASUKU,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),HYBRID,SCATTERED,,,,1,2014,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,2,BASKET (DENGU),,FRESH
314397910104,156b46f243894f158fc7d2e0a768a58c,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),THYOLO,SCATTERED,,,,3,2002,1,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,18,BUNCH,,FRESH
101091210070,156d0ea01f3d4d0f992ec855221c7e4a,RG02,T01,MANGOES,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,7,1999,0,JANUARY,2018,JANUARY,2020,YES,Effects of Animals,,,,,60,PAIL (LARGE),,FRESH
101091210070,156d0ea01f3d4d0f992ec855221c7e4a,RG02,T01,BANANA,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,12,2017,2,DECEMBER,2018,DECEMBER,2019,YES,Effects of Crop theft,,,,,11,BUNCH,,FRESH
206113730088,1589ad1036164a2598e8c83152073850,RG02,T01,T01 MANGOES,MANGO,,MANGO (SPECIFY),SMALL,SCATTERED,,,,2,1992,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,1,PAIL (SMALL),,FRESH
314357850056,159ce23ef3454f60958ac6ef3f6e0355,TG01,T01,Peach,PEACH,,PEACH (SPECIFY),LOCAL,SCATTERED,,,,1,2016,0,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,1,BASKET (DENGU),,FRESH
314357850056,159ce23ef3454f60958ac6ef3f6e0355,TG01,T01,Avocado,AVOCADO,,AVOCADO (SPECIFY),LOCAL,SCATTERED,,,,1,2002,0,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,2,BASKET (DENGU),,FRESH
314357850056,159ce23ef3454f60958ac6ef3f6e0355,RG03,T02,Banana,BANANA,,BANANA (SPECIFY),MULANJE,SCATTERED,,,,4,2014,3,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,12,BUNCH,,FRESH
202032690215,15a6e770705e40d396819f3fef8a67f6,RG02,T01,CASSAVA,CASSAVA,,Beatrice,,PLANTATION,,,,,,,OCTOBER,2019,DECEMBER,2019,NO,,,,,,7,50 KG BAG,,FRESH
204033130246,15b702e354d347609d8c128869c7a607,TG03,T01,3,MANGO,,MANGO (SPECIFY),YEMBE,SCATTERED,,,,3,1993,0,AUGUST,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
302025120128,15c8003b95124d1fb5afdef8e009b12a,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),CHEMBE MWANA,SCATTERED,,,,1,9999,0,NOVEMBER,2018,JANUARY,2019,NO,,,,,,150,KILOGRAM,,FRESH
302025120128,15c8003b95124d1fb5afdef8e009b12a,TG01,T01,PAWPAW,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAPAYA,SCATTERED,,,,2,2016,0,JUNE,2018,JANUARY,2019,YES,Effects of Diseases,,,WHITE LEAF SPOT. CERCOSPORA VICOSAE,,60,PIECE,,FRESH
313047720068,15d26a62ca304902810dffc3c3845ce1,RG03,T01,MANGOES,MANGO,,MANGO (SPECIFY),ANG'ONOANG'ONO,SCATTERED,,,,6,1980,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Insects,,,,,2,50 KG BAG,,FRESH
308056560246,15e2a519967043e7a13d65560cf7a5c1,RG02,T01,sugarcane,OTHER (SPECIFY),sugarcane,Others CROPS (Specify),LOCAL,PLANTATION,.5,ACRE,,40,2017,15,APRIL,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,3,BUNCH,,NOT APPLICABLE.
308036510208,15f60b40d65143a999df8ae03224c44d,RG02,T01,mango,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,1,9999,0,OCTOBER,2019,JANUARY,2020,NO,,,,,,3,50 KG BAG,,DRY
308036510208,15f60b40d65143a999df8ae03224c44d,RG02,T02,cassava,CASSAVA,,Mgwalangwa,,PLANTATION,.5,ACRE,,999,2018,9999,AUGUST,2018,AUGUST,2019,NO,,,,,,1,50 KG BAG,,DRY
202052730154,15f653be55e345dba1647a1a6e18df26,TG02,T01,Cassava,CASSAVA,,Beatrice,,PLANTATION,1,ACRE,,,,,DECEMBER,2018,OCTOBER,2019,NO,,,,,,20,KILOGRAM,,DRY
102201460071,15fa2a83a1d243b2a2a4b1db1f31f194,TG02,T01,CASSAVA,CASSAVA,,Mkondezi,,PLANTATION,.2,ACRE,,,,,DECEMBER,2017,NOVEMBER,2018,YES,Effects of Irregular Rains,,,,,3,BASKET (DENGU),,FRESH
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),MANGO MANGO,SCATTERED,,,,1,2009,1,NOVEMBER,2018,JANUARY,2019,YES,Other (Specify),,Rotting,,,1,PAIL (LARGE),,FRESH
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,TG01,T01,Banana,BANANA,,BANANA (SPECIFY),SUKALI,SCATTERED,,,,18,1994,0,OCTOBER,2018,APRIL,2019,NO,,,,,,2,BUNCH,,FRESH
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,TG01,T01,Masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),LOCAL,SCATTERED,,,,3,2004,2,JULY,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
304015550182,15fdb7cf4f5b4f32b319b0bf9365dff2,TG01,T01,Papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,1,2016,0,AUGUST,2018,MAY,2019,YES,Effects of Crop theft,,,,,11,PIECE,,FRESH
105011910033,160d1401e12a4aad9a866be5e54373b9,TG01,T01,masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),HYBRID,SCATTERED,,,,1,2009,0,JULY,2018,AUGUST,2018,NO,,,,,,5,PAIL (LARGE),,NOT APPLICABLE.
301064970205,161e04bd2c4d4af085232be7a8a11c3b,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),YEMBE DODO,SCATTERED,,,,5,2014,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,3,BUNCH,,FRESH
301064970205,161e04bd2c4d4af085232be7a8a11c3b,RG02,T01,BANANA,BANANA,,BANANA (SPECIFY),MKUMBUKA,SCATTERED,,,,7,2017,0,JULY,2018,JULY,2018,NO,,,,,,2,50 KG BAG,,FRESH
308066600006,1639215337b14517822a5cde4789adef,RG01,T01,MANGO  TREES,MANGO,,MANGO (SPECIFY),MWANG'ONO,SCATTERED,,,,6,2005,0,OCTOBER,2018,JANUARY,2019,YES,Other (Specify),,heavy wind,,,8,50 KG BAG,,FRESH
307096310072,1642b0cf60424391b4f279d12c3763ea,TG01,T01,MEXICAN APPLE,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),DON'T KNOW,SCATTERED,,,,2,2013,1,OCTOBER,2019,DECEMBER,2019,YES,Other (Specify),,birds,,,2,PAIL (SMALL),,FRESH
307096310072,1642b0cf60424391b4f279d12c3763ea,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MANGOMANGO,SCATTERED,,,,2,9999,0,OCTOBER,2019,DECEMBER,2019,YES,Other (Specify),,wind,,,1,PAIL (LARGE),,FRESH
103081600091,1655f0b487af48f49ee68a082e8c81da,TG01,T01,CASSAVA,CASSAVA,,Azungu (Masoghazungu),,PLANTATION,.29,ACRE,,,,,OCTOBER,2019,JANUARY,2020,YES,Effects of Diseases,,,WHITE LEAF SPOT. CERCOSPORA VICOSAE,,60,50 KG BAG,,FRESH
103081600091,1655f0b487af48f49ee68a082e8c81da,TG01,T02,BANAN,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,9,2018,0,MARCH,2019,MARCH,2020,YES,Effects of Diseases,,,OTHER SPECIFY,BANANA BUNCHY TOP,20,BUNCH,,FRESH
203073030036,1656b289ee344a279197592378c08d0c,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),DODO,SCATTERED,,,,1,2000,0,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,1,50 KG BAG,,FRESH
303065420196,166583ecfb1f4cb0939e9594cd57ac6e,RG02,T01,Cassava,CASSAVA,,Kachamba,,SCATTERED,,,,,,,OCTOBER,2018,AUGUST,2019,NO,,,,,,5,50 KG BAG,,DRY
207124050088,166b9c02db1e40b09d7793193ee445b0,RG02,T01,mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,7,1996,0,NOVEMBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,20,50 KG BAG,,FRESH
207124050088,166b9c02db1e40b09d7793193ee445b0,TG01,T02,Acacia,OTHER (SPECIFY),Acacia,Others CROPS (Specify),IMPROVED,SCATTERED,,,,55,2007,30,OCTOBER,2018,JANUARY,2019,NO,,,,,,18,PIECE,,FRESH
308026470122,166ccc4072ca4e66a74591b391699409,TG02,T01,Cassava,CASSAVA,,Matuvi,,PLANTATION,.5600000000000001,ACRE,,999,2017,999,MAY,2018,AUGUST,2019,YES,Effects of Animals,,,,,2,50 KG BAG,,DRY
203203040100,169c35a58759483e9ed1f0a92fb079c7,RG01,T01,T01 Mango,MANGO,,MANGO (SPECIFY),DODO,SCATTERED,,,,16,2000,0,OCTOBER,2018,JANUARY,2019,NO,,,,,,50,50 KG BAG,,FRESH
308036490266,16af2c9296494ecd9d3beb91236d3b5b,TG02,T01,CASSAVA,CASSAVA,,Mgwalangwa,,PLANTATION,.32,ACRE,,999,2018,999,MAY,2019,AUGUST,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,DRY
308036490266,16af2c9296494ecd9d3beb91236d3b5b,TG02,T02,CASSAVA,CASSAVA,,Mgwalangwa,,PLANTATION,.19,ACRE,,999,2018,999,MAY,2019,AUGUST,2019,YES,Effects of Crop theft,,,,,1,50 KG BAG,,DRY
308036490266,16af2c9296494ecd9d3beb91236d3b5b,TG01,T03,MANGOES,MANGO,,MANGO (SPECIFY),MANGOMANGO,SCATTERED,,,,1,1998,1,OCTOBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,1,PAIL (LARGE),,FRESH
103101630038,16b19059ed7f496894bfec60c4b54c82,TG02,T01,Bananas,BANANA,,BANANA (SPECIFY),LOCAL,SCATTERED,,,,8,2002,3,DECEMBER,2017,APRIL,2018,NO,,,,,,6,50 KG BAG,,FRESH
103101630038,16b19059ed7f496894bfec60c4b54c82,TG03,T02,Sugarcane,OTHER (SPECIFY),Sugarcane,Others CROPS (Specify),LOCAL,SCATTERED,,,,20,2015,0,OCTOBER,2017,JUNE,2018,YES,Effects of Community problems,,,,,1,OX-CART,,FRESH
101011040112,16bdbb122cb84d95ac8ae34a170c3cf9,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),KAMPHANI\ HARARE,SCATTERED,,,,10,2010,0,AUGUST,2018,FEBRUARY,2019,NO,,,,,,10,50 KG BAG,,FRESH
312037400024,16cd6ac50d4e47558ed677d221218fe7,TG04,T01,CASSAVA,CASSAVA,,Others (Specify),MANYOKOLA,PLANTATION,,,,,,,DECEMBER,2019,MARCH,2020,NO,,,,,,25,50 KG BAG,,FRESH
312037400024,16cd6ac50d4e47558ed677d221218fe7,TG01,T02,MANGO,MANGO,,MANGO (SPECIFY),CHEMBE MWANA,SCATTERED,,,,6,9999,2,NOVEMBER,2019,JANUARY,2020,YES,Effects of Diseases,,,WHITE LEAF SPOT. CERCOSPORA VICOSAE,,300,KILOGRAM,,FRESH
103121670081,16ce9232836942159c7cd6f907ee78da,TG02,T01,CASSAVA,CASSAVA,,Others (Specify),KAYELA,PLANTATION,.5,ACRE,,,,,JUNE,2019,SEPTEMBER,2019,YES,Effects of Flooding,,,,,10,50 KG BAG,,DRY
103121670081,16ce9232836942159c7cd6f907ee78da,TG03,T02,CASSAVA,CASSAVA,,Others (Specify),KAYELA,PLANTATION,2,ACRE,,,,,DECEMBER,2018,JUNE,2019,YES,Effects of Flooding,,,,,7,50 KG BAG,,DRY
103121670081,16ce9232836942159c7cd6f907ee78da,TG01,T03,MANGO,MANGO,,MANGO (SPECIFY),CHIBOMA,SCATTERED,,,,3,1980,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Community problems,,,,,10,50 KG BAG,,FRESH
209034340035,16d9c70b1bc94ed698594f1820c887fb,RG02,T01,BANANA,BANANA,,BANANA (SPECIFY),LOCAL,SCATTERED,,,,40,9999,0,DECEMBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,2,OTHER(SPECIFY),LARGE BASINS,FRESH
209034340035,16d9c70b1bc94ed698594f1820c887fb,RG02,T01,NZIMBE,OTHER (SPECIFY),SUGARCANE,Others CROPS (Specify),LOCAL,SCATTERED,,,,23,2002,0,NOVEMBER,2019,FEBRUARY,2020,YES,Effects of Crop theft,,,,,0,,,
302055150051,16e35e4959c84fc8af67fd4ba15caff7,RG01,T01,Banana,BANANA,,BANANA (SPECIFY),SUKALI,SCATTERED,,,,15,2015,0,MARCH,2017,JULY,2018,NO,,,,,,3,PAIL (LARGE),,FRESH
101091200174,16ebf3b0b63849b7ac31da19968184b4,DG03,T01,BANANA,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,25,2005,0,OCTOBER,2018,SEPTEMBER,2019,YES,Effects of Insects,,,,,1,90 KG BAG,,NOT APPLICABLE.
101091200174,16ebf3b0b63849b7ac31da19968184b4,RG01,T02,MANGO,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,3,1989,0,OCTOBER,2018,SEPTEMBER,2019,YES,Effects of Animals,,,,,4,50 KG BAG,,NOT APPLICABLE.
310016890070,16eeaf2e23e044e187ae871c3386bd82,DG03,T01,MANGO TREES,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,3,2004,0,OCTOBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,5,BASKET (DENGU),,FRESH
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,TG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,2,1999,0,AUGUST,2017,FEBRUARY,2018,YES,Effects of Community problems,,,,,0,,,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,TG01,T01,avocado,AVOCADO,,AVOCADO (SPECIFY),LOCAL,SCATTERED,,,,4,2003,0,AUGUST,2017,MARCH,2018,YES,Effects of Community problems,,,,,0,,,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,TG01,T01,banana,BANANA,,BANANA (SPECIFY),LOCAL,SCATTERED,,,,999,2012,4,DECEMBER,2017,APRIL,2018,NO,,,,,,1,OX-CART,,FRESH
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,TG04,T02,Sugarcane,OTHER (SPECIFY),sugarcane,Others CROPS (Specify),LOCAL,SCATTERED,,,,999,2017,0,SEPTEMBER,2017,APRIL,2018,NO,,,,,,1,OX-CART,,FRESH
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,TG05,T03,cassava,CASSAVA,,Others (Specify),MBUNDUMALE,PLANTATION,.5,ACRE,,,,,DECEMBER,2017,JANUARY,2019,NO,,,,,,80,50 KG BAG,,FRESH
307116370035,16f658c2f7c04514a53ea42af089252d,TG03,T01,Tea Trees,TEA,,TEA (SPECIFY),CROWNING,PLANTATION,2,ACRE,,999,1975,0,NOVEMBER,2018,OCTOBER,2019,NO,,,,,,3400,KILOGRAM,,FRESH
