case_id,HHID,gardenid,plotid,ag_k01a,ag_k01b,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k21_oth,ag_k21b_oth,ag_k22,ag_k22_oth,ag_k23,ag_k24,ag_k25a,ag_k25b,ag_k25_oth,ag_k26a,ag_k26b,ag_k26_oth,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k26_2_oth,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k29_oth,ag_k30,ag_k30_oth,ag_k31,ag_k31_oth,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k35_oth,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k38b_oth,ag_k39,ag_k40,ag_k40_1,ag_k40_2,ag_k40a,ag_k40a_oth,ag_k40b,ag_k40c,ag_k40c_oth,ag_k40d,ag_k40e,ag_k40f,ag_k40f_oth,ag_k40g,ag_k40h,ag_k40h_oth,ag_k40i,ag_k41,ag_k42a,ag_k42a_oth,ag_k42b,ag_k42c,ag_k42c_oth,ag_k42d,ag_k42e,ag_k42e_oth,ag_k42f,ag_k42g,ag_k42g_oth,ag_k43a1,ag_k43b1,ag_k43c1,ag_k43d1,ag_k43a2,ag_k43b2,ag_k43c2,ag_k43d2,ag_k43a3,ag_k43b3,ag_k43c3,ag_k43d3,ag_k43a4,ag_k43b4,ag_k43c4,ag_k43d4,ag_k44a1,ag_k44b1,ag_k44c1,ag_k44d1,ag_k44a2,ag_k44b2,ag_k44c2,ag_k44d2,ag_k44a3,ag_k44b3,ag_k44c3,ag_k44d3,ag_k44a4,ag_k44b4,ag_k44c4,ag_k44d4,ag_k45a1,ag_k45b1,ag_k45c1,ag_k45d1,ag_k45a2,ag_k45b2,ag_k45c2,ag_k45d2,ag_k46a1,ag_k46b1,ag_k46a2,ag_k46b2,ag_k46a3,ag_k46b3,ag_k45a3,ag_k45b3,ag_k45c3,ag_k45d3,ag_k45a4,ag_k45b4,ag_k45c4,ag_k45d4,ag_k46f,ag_k46c,ag_k46c_oth,ag_k46d,ag_k46e,ag_k46e_oth,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c,ag_k43a5,ag_k43b5,ag_k43c5,ag_k43d5,ag_k43a6,ag_k43b6,ag_k43c6,ag_k43d6,ag_k44a5,ag_k44b5,ag_k44c5,ag_k44d5,ag_k44a6,ag_k44b6,ag_k44c6,ag_k44d6,ag_k45a5,ag_k45b5,ag_k45c5,ag_k45d5,ag_k45a6,ag_k45b6,ag_k45c6,ag_k45d6
307106330178,896200575baf4f27a4fa512d2275161a,RG02,D01,YES,2,,YES,1,,2,TOMATO,OTHER SPECIFY 1,NKHWANI,ONION,,rape,,Clay (Katondo),,Good,No Erosion,,,,Erosion control bunds,,,,,,,,Slight slope,YES,Bucket,Rainfed/No irrigation,,Watering can,,River / Stream,,0,,,,,YES,APRIL,1ST HALF,NO,,,,YES,YES,1,1,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,1,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,YES,INSECTICIDE,,80,LITER,,NO,,,,,,1,2,6,4,,,,,,,,,,,,,1,2,5,3,,,,,,,,,,,,,1,4,1,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106330211,76f8b8c3595b44fbbdc67e43b4f7253b,RG02,D01,YES,2,,YES,1,,2,TOMATO,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,MAY,1ST HALF,YES,200,KILOGRAM,,YES,YES,2,3,23:21:0+4S/CHITOWE,,14,KILOGRAM,,14,2,23:21:0+4S/CHITOWE,,14,KILOGRAM,,14,YES,INSECTICIDE,,2,LITER,,NO,,,,,,1,1,3,6,,,,,,,,,,,,,1,1,3,6,,,,,,,,,,,,,1,3,1,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340073,f578870209a142b8b4ca0c63ebe5fc37,RG02,D01,YES,2,,YES,1,2,1,IRISH [MALAWI] POTATO,,,,,,,Sandy (Mchenga),,Poor,Low,Flooding,,,Vetiver grass,,,3 years ago,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,MAY,2ND HALF,YES,100,KILOGRAM,,YES,NO,1,5,23:21:0+4S/CHITOWE,,2,KILOGRAM,,4,4,,,,,,,YES,INSECTICIDE,,250,GRAM,,NO,,,,,,3,,,,1,1,3,5,,,,,,,,,3,,,,1,1,1,4,,,,,,,,,1,1,1,3,3,1,1,3,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340073,f578870209a142b8b4ca0c63ebe5fc37,RG02,D02,YES,2,,YES,1,2,1,MAIZE HYBRID,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,JUNE,2ND HALF,YES,150,KILOGRAM,,YES,YES,1,4,23:21:0+4S/CHITOWE,,8,KILOGRAM,,8,3,UREA,,8,KILOGRAM,,8,YES,INSECTICIDE,,250,GRAM,,NO,,,,,,1,2,6,10,,,,,,,,,,,,,1,1,6,10,,,,,,,,,,,,,1,1,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340073,f578870209a142b8b4ca0c63ebe5fc37,RG02,D03,YES,2,,YES,1,,2,TANAPOSI,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,MAY,2ND HALF,YES,250,KILOGRAM,,YES,NO,1,4,23:21:0+4S/CHITOWE,,8,KILOGRAM,,16,3,,,,,,,YES,INSECTICIDE,,1500,MILLILITER,,NO,,,,,,1,2,6,5,,,,,,,,,,,,,1,1,6,10,,,,,,,,,,,,,1,12,1,2,,,,,24,1000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340079,23838d0967794196a6e8e822df495fe6,RG02,D01,YES,2,,NO,,,1,OTHER SPECIFY 1,TANAPOSI,TOMATO,,,Broccoli,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,Drainage ditches,,,,,,,,Flat,NO,Divert stream,,,Watering can,,River / Stream,,9999,,,,,YES,NOVEMBER,2ND HALF,YES,5,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,YES,FUNGICIDE,,5,KILOGRAM,,NO,,,,,,1,2,5,3,3,2,5,3,,,,,,,,,3,2,5,5,1,1,5,4,,,,,,,,,1,1,2,2,3,1,3,4,0,,0,,5,3000,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340080,814424509496434aba733e83210d3140,RG02,D01,YES,2,,YES,2,,1,BEANS,PEAS,,,,,,Clay (Katondo),,Fair,Low,Flooding,,,Erosion control bunds,,,More than 5 years ago,,,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JULY,1ST HALF,YES,5,OTHER (SPECIFY),50kg bag,YES,NO,0,,23:21:0+4S/CHITOWE,,3.5,KILOGRAM,,5,3,,,,,,,NO,,,,,,,,,,,,1,1,5,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340091,75fa6c14a2bb4310885e1e2c6345cae1,RG02,D01,YES,2,,NO,,,2,OTHER SPECIFY 1,,,,,Bonongwe,,Clay (Katondo),,Fair,No Erosion,,,,Tree belts,,,,,,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,APRIL,2ND HALF,YES,1,OTHER (SPECIFY),50kg bag,YES,YES,1,4,23:21:0+4S/CHITOWE,,1.5,KILOGRAM,,1,5,23:21:0+4S/CHITOWE,,1.5,KILOGRAM,,1,NO,,,,,,,,,,,,1,1,1,5,4,,,,,,,,,,,,1,1,1,4,4,,,,,,,,,,,,4,8,1,4,1,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340100,e4a07ecb4a9d46489fe01a1452ef5133,DG03,D01,NO,,1,,,,1,TOMATO,,,,,,,Clay (Katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,1994,2,Lack of household labour,,,YES,SEPTEMBER,1ST HALF,YES,350,KILOGRAM,,YES,YES,2,4,23:21:0+4S/CHITOWE,,32,KILOGRAM,,32,2,UREA,,28,KILOGRAM,,28,YES,INSECTICIDE,,1,LITER,,NO,,,,,,1,1,6,4,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,8,1,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,8,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340185,019472c1810248beba0945f052993af5,DG03,D01,NO,,1,,,,1,OTHER SPECIFY 1,,,,,Khwanya (bean leaves),,Clay (Katondo),,Good,Low,Flooding,,,No erosion control,,,,,Requires too much labor,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JULY,2ND HALF,YES,1,OTHER (SPECIFY),50kg bag,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,2,3,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340205,3e04eb8a8285494fade7ab4101b3fbe3,RG03,D01,YES,3,,NO,,,1,CABBAGE,,,,,,,Clay (Katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,FEBRUARY,2ND HALF,YES,4,OTHER (SPECIFY),50kg bag,YES,YES,0,,CAN,,2.5,KILOGRAM,,2,2,CAN,,2.5,KILOGRAM,,2,YES,INSECTICIDE,,5,MILLILITER,,NO,,,,,,1,1,2,4,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,1,3,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340208,007a1f8fd14e47cb98190b0bb33e5277,DG03,D01,NO,,1,,,,2,CABBAGE,,,,,,,Sandy (Mchenga),,Good,Moderate,Terrain,,,Tree belts,,,,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,MAY,1ST HALF,YES,8,OTHER (SPECIFY),50 kg bags,YES,YES,3,2,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,2,CAN,,10,KILOGRAM,,10,YES,INSECTICIDE,,400,MILLILITER,,NO,,,,,,1,1,4,8,3,1,4,5,,,,,,,,,1,1,3,8,3,,,,,,,,,,,,3,,,,1,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340208,007a1f8fd14e47cb98190b0bb33e5277,DG03,D02,NO,,1,,,,2,OTHER SPECIFY 1,,,,,mpiru,,Sandy (Mchenga),,Good,Low,Terrain,,,Tree belts,,,,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,MAY,1ST HALF,NO,,,,YES,NO,1,2,23:21:0+4S/CHITOWE,,2,KILOGRAM,,2,1,,,,,,,YES,INSECTICIDE,,100,MILLILITER,,NO,,,,,,1,1,2,4,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,4,1,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106340208,007a1f8fd14e47cb98190b0bb33e5277,DG03,D03,NO,,1,,,,2,NKHWANI,,,,,,,Sandy (Mchenga),,Good,Low,Terrain,,,Tree belts,,,,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,MAY,1ST HALF,YES,2,OTHER (SPECIFY),50 kg bags,YES,NO,1,2,23:21:0+4S/CHITOWE,,1,KILOGRAM,,1,1,,,,,,,NO,,,,,,,,,,,,1,1,2,7,,,,,,,,,,,,,1,1,2,7,,,,,,,,,,,,,1,12,2,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106350065,07575c211add42af80ac0d4d0c484da2,DG03,D01,NO,,1,,,,1,TANAPOSI,SUGAR CANE,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,Erosion control bunds,,,,,,,,Slight slope,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,JULY,1ST HALF,YES,30,KILOGRAM,,YES,YES,2,2,23:21:0+4S/CHITOWE,,6,KILOGRAM,,6,3,23:21:0+4S/CHITOWE,,6,KILOGRAM,,6,YES,FUMIGANT,,60,LITER,,NO,,,,,,1,1,3,4,,,,,,,,,,,,,1,1,2,5,,,,,,,,,,,,,1,2,3,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106350067,432e70dab51449159632a65db50530ee,DG03,D01,NO,,1,,,,1,TANAPOSI,OTHER SPECIFY 1,,,,green peas,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Low,Flooding,,,Erosion control bunds,,,3 years ago,,,,,Moderate slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,YES,YES,1,4,23:21:0+4S/CHITOWE,,7,KILOGRAM,,7,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,YES,FUMIGANT,,60,LITER,,NO,,,,,,1,2,5,3,,,,,,,,,,,,,1,2,5,4,,,,,,,,,,,,,1,1,3,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106350080,f81e2f04abb749a3b39061cab0b96e5e,RG02,D01,YES,2,,NO,,,1,TANAPOSI,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Low,Terrain,,,Erosion control bunds,,,,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,1ST HALF,YES,4,OTHER (SPECIFY),50kg bag,NO,,,,,,,,,,,,,,,,,YES,FUNGICIDE,,50,MILLILITER,,YES,FUNGICIDE,,50,MILLILITER,,1,1,3,5,,,,,,,,,,,,,1,2,2,3,,,,,,,,,,,,,1,2,2,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106350093,cf5792f395864fd7912de7d0eac99055,DG03,D01,NO,,2,,,,4,SUGAR CANE,,,,,,,Sandy (Mchenga),,Good,High,Flooding,,,Tree belts,,,2 years ago,,,,,Moderate slope,NO,Rainfed/No irrigation,,,,,,,0,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106350148,17d055e3852f421e8f1b5a79128ec23a,DG03,D01,NO,,1,,,,1,ONION,TANAPOSI,,,,,,Clay (Katondo),,Good,Low,Flooding,,,Erosion control bunds,,,During last 12 months,,,,,"Steep, hilly",YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,MAY,1ST HALF,NO,,,,YES,YES,4,3,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,6,23:21:0+4S/CHITOWE,,35,KILOGRAM,,35,NO,,,,,,,,,,,,1,2,5,5,,,,,,,,,,,,,1,1,5,5,,,,,,,,,,,,,1,1,1,5,,,,,60,400,0,,0,,,,,,,,,,,0,,0,,,2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360039,87d91284dc684ac9ad514ff2ef0bb39d,DG04,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Rainfed/No irrigation,,,,,,,9999,,,,,YES,MAY,2ND HALF,NO,,,,YES,NO,1,3,23:21:0+4S/CHITOWE,,3,KILOGRAM,,7,1,,,,,,,NO,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,1,1,2,3,,,,,,,,,,,,,1,1,1,7,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360047,416c0378cfa84393981ea1c4fd57a6b7,RG03,D01,YES,3,,YES,1,,1,OTHER SPECIFY 1,,,,,carrot,,Clay (Katondo),,Fair,High,Terrain,,,Erosion control bunds,,,,,,,,Moderate slope,YES,Bucket,,,Watering can,,River / Stream,,2014,2,Good for land,,,YES,AUGUST,1ST HALF,NO,,,,YES,NO,3,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,,,,,,,YES,INSECTICIDE,,50,MILLILITER,,NO,,,,,,1,1,6,5,,,,,,,,,,,,,1,1,6,5,,,,,,,,,,,,,1,1,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360126,2927e3fca5554ebdbf781e24a1d29f9c,RG02,D01,YES,2,,YES,2,,2,CABBAGE,,,,,,,Clay (Katondo),,Good,High,Terrain,Flooding,,Gabions / Sandbags,,,4 years ago,,,,,Moderate slope,NO,Divert stream,,,Drip irrigation,,River / Stream,,0,,,,,YES,AUGUST,1ST HALF,YES,30,OTHER (SPECIFY),50 kg bags,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,6,5,,,,,,,,,,,,,1,3,6,5,,,,,,,,,,,,,1,1,1,2,,,,,1,1000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360142,b55f61aec66f404bbf8e9ff4e1cfad16,DG03,D01,NO,,2,,,,2,OTHER SPECIFY 1,,,,,Carrot,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,High,Flooding,,,No erosion control,,,,,Requires too much labor,,,Slight slope,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,YES,NO,3,3,23:21:0+4S/CHITOWE,,15,KILOGRAM,,15,3,,,,,,,YES,FUNGICIDE,,1,KILOGRAM,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360145,a30a283108164ac19a018a1e2886d225,DG03,D01,NO,,1,,,,1,ONION,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Rainfed/No irrigation,,,,,,,0,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360145,a30a283108164ac19a018a1e2886d225,DG03,D02,NO,,1,,,,1,OTHER SPECIFY 1,,,,,carrot,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Rainfed/No irrigation,,,,,,,0,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307106360151,dc10e2fa9f9846a4bbba83a82fb4297d,RG03,D01,NO,,1,,,,1,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,High,Flooding,,,Erosion control bunds,,,More than 5 years ago,,,,,"Steep, hilly",YES,Divert stream,,,Watering can,,River / Stream,,0,,,,,YES,MAY,2ND HALF,NO,,,,YES,YES,1,4,23:21:0+4S/CHITOWE,,35,KILOGRAM,,35,0,UREA,,25,KILOGRAM,,25,YES,FUNGICIDE,,.5,KILOGRAM,,NO,,,,,,1,2,5,8,,,,,,,,,,,,,1,1,5,8,,,,,,,,,,,,,1,1,3,9,,,,,0,,0,,0,,,,,,,,,,,0,,,,,3,3,3,2,7,8,,,,,,,,,,,,,,,,,,,,,,,,
307116370027,454af29f02a74cec8b8f7795bb28b333,DG04,D01,NO,,1,,,,1,OTHER SPECIFY 1,,,,,carrot,,Clay (Katondo),,Fair,No Erosion,,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,1ST HALF,NO,,,,YES,NO,1,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,3,,,,,,,YES,HERBICIDE,,1,LITER,,NO,,,,,,3,,,,5,,,,1,1,6,3,,,,,5,,,,1,1,6,3,3,,,,,,,,5,1,2,3,3,1,2,3,0,,0,,0,,1,1,2,3,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370035,16f658c2f7c04514a53ea42af089252d,DG04,D01,NO,,1,,,,1,MAIZE HYBRID,IRISH [MALAWI] POTATO,,,,,,Clay (Katondo),,Good,Low,Flooding,,,Gabions / Sandbags,,,4 years ago,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,2ND HALF,YES,5,WHEELBARROW,,YES,NO,2,2,UREA,,10,KILOGRAM,,20,3,,,,,,,NO,,,,,,,,,,,,1,,,,3,1,3,3,,,,,,,,,3,1,2,4,1,1,5,3,,,,,,,,,1,1,5,4,3,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370038,d3918ec8966d4de597ce16ef09d5e174,RG02,D01,YES,2,,YES,1,,1,MAIZE LOCAL,SUGAR CANE,,,,,,Clay (Katondo),,Good,Moderate,Flooding,,,Vetiver grass,,,5 years ago,,,,,Flat,NO,Bucket,Rainfed/No irrigation,,Watering can,,River / Stream,,1999,5,Lack of household labour,Lack of equipment,,YES,DECEMBER,1ST HALF,YES,5,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,3,1,3,2,1,1,6,3,,,,,,,,,3,2,3,3,1,2,1,3,,,,,,,,,3,5,2,1,1,1,3,2,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370122,3142a30facb14936a587519f7f0b5dca,RG02,D01,YES,2,,YES,1,,2,ONION,,,,,,,Clay (Katondo),,Poor,Moderate,Terrain,,,No erosion control,,,,,Requires too much labor,,,Moderate slope,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JULY,1ST HALF,NO,,,,YES,YES,2,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,YES,INSECTICIDE,,200,MILLILITER,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370122,3142a30facb14936a587519f7f0b5dca,RG03,D02,YES,3,,YES,1,,2,TANAPOSI,,,,,,,Clay (Katondo),,Poor,No Erosion,,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JULY,1ST HALF,NO,,,,YES,YES,2,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,YES,INSECTICIDE,,50,MILLILITER,,NO,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,3,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370122,3142a30facb14936a587519f7f0b5dca,RG03,D03,YES,3,,YES,1,,2,TANAPOSI,,,,,,,Clay (Katondo),,Poor,No Erosion,,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JULY,1ST HALF,NO,,,,YES,YES,2,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,YES,INSECTICIDE,,50,MILLILITER,,NO,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,3,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370122,3142a30facb14936a587519f7f0b5dca,RG04,D04,YES,4,,YES,1,,2,TANAPOSI,,,,,,,Clay (Katondo),,Fair,Low,Terrain,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,Lake / Pond,,0,,,,,YES,JULY,1ST HALF,NO,,,,YES,YES,2,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,2,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,YES,INSECTICIDE,,50,MILLILITER,,NO,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,3,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370123,836533475cb7417ba79983873bd353c1,RG02,D01,YES,2,,NO,,,1,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,OCTOBER,1ST HALF,NO,,,,YES,NO,3,2,23:21:0+4S/CHITOWE,,45,KILOGRAM,,45,1,,,,,,,YES,INSECTICIDE,,100,MILLILITER,,NO,,,,,,1,1,6,4,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,6,3,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
307116370128,353e4e9ed5c44640919cb34d4d64415e,DG03,D01,NO,,1,,,,1,OTHER SPECIFY 1,,,,,Carrots,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,JULY,1ST HALF,YES,350,KILOGRAM,,YES,YES,3,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,50,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,YES,INSECTICIDE,,20,LITER,,NO,,,,,,1,1,3,4,,,,,,,,,,,,,1,1,4,4,,,,,,,,,,,,,1,1,1,3,,,,,3,1250,0,,0,,,,,,,,,,,0,,0,,,1,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,
